"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","day","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"49","2020-09-25 16:25:22-03","MNHN","RECOLNAT_MNHN_P","P01235102","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Glaziou, A.",NA,"1889","3",NA,"Brasil","Rio de Janeiro","Brésil. R.J.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01235102' target='other'> <mi>dwc_moreinfo</mi></a>","P01235102","P01235102_01",NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,"17962",NA
"50","2020-09-25 16:25:22-03","MNHN","RECOLNAT_MNHN_P","P01235104","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Brésil, Rio.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01235104' target='other'> <mi>dwc_moreinfo</mi></a>","P01235104","P01235104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17962",NA
"51","2020-09-25 16:25:22-03","MNHN","RECOLNAT_MNHN_P","P01235106","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Schwacke",NA,"1896","8",NA,"Brasil","Minas Gerais","Serra de Ibitipoca",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01235106' target='other'> <mi>dwc_moreinfo</mi></a>","P01235106","P01235106_01",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"12309",NA
"52","2020-09-25 16:25:22-03","MNHN","RECOLNAT_MNHN_P","P01235107","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Dusén, P.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,NA,"1800",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01235107' target='other'> <mi>dwc_moreinfo</mi></a>","P01235107","P01235107_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1136",NA
"53","2020-09-25 15:24:21-03","MNHN","RECOLNAT_MNHN_P","P01235108","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Schwacke",NA,"1886","12",NA,"Brasil","Minas Gerais","Serra do Picú.",NA,NA,NA,NA,"hb","Herbier Christ - 9 Fevrier 1910. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01235108' target='other'> <mi>dwc_moreinfo</mi></a>","P01235108","P01235108_01",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"5293",NA
"54","2020-09-25 16:25:22-03","MNHN","RECOLNAT_MNHN_P","P01235105","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Ule, E.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Agulhas Negras.","-44.5633010864258","-22.4960994720459","2400",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01235105' target='other'> <mi>dwc_moreinfo</mi></a>","P01235105","P01235105_01",NA,NA,NA,NA,"Itatiaia",NA,NA,"19648","auto",NA,NA,"3534",NA
"55","2021-02-11 17:19:25-03","UFPR","UPCB","75504","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Ollg.","Pereira, J.B.S.","Pereira, J.B.S.","569","2011","01",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia","-44.669722","-22.383611","2400","2500",NA,"Terrícola em campo abertto..",NA,NA,"2013","03","02","12","Itatiaia","-44.669722","-22.383611",NA,NA,NA,NA,NA,NA
"56","2020-09-29 14:53:04-03","UFPR","UPCB","61205","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Labiak, P.H.","Labiak, P.H. et al.","4453","2008","01",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, subida para o Pico das Agulhas Negras.","-44.663056","-22.38","2650","2650",NA,"Rupícola. Campos de altitude..","UPCB0010704","UPCB0010704","2017",NA,NA,"11","Itatiaia","-44.663056","-22.38",NA,NA,NA,NA,NA,NA
"57","2020-09-29 14:53:04-03","UFPR","UPCB","70787","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Pereira, J.B.S.","Kollmann, L. et al.","11105","2008","07",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande, trilha para as piscinas. Floresta Ombrófila Densa Altomontana com inselbergues.","-41.083611","-20.516111","1129","1400",NA,"Erva em solo úmido no sol..","UPCB0010706","UPCB0010706","2017",NA,NA,"17","Castelo","-41.083611","-20.516111",NA,NA,NA,NA,NA,NA
"58","2020-09-29 14:53:04-03","UFPR","UPCB","87740","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Pereira, J.B.S.","Pereira, J.B.S. | Becari-Viana, I.","843","2014","03",NA,"Brasil","Minas Gerais","Parque Estadual Serra do Brigadeiro","-42.45","-20.733333","1100","1100",NA,"Terrícola em campo de altitude..","UPCB0012096","UPCB0012096","2014",NA,NA,"13","Fervedouro","-42.450000","-20.733333",NA,NA,NA,NA,NA,NA
"59","2020-09-29 14:53:04-03","UFPR","UPCB","81199","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Grupo Verde & Salino, A.","Dinato, D.O. et al.","69","2012","10",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Trilha entre o Abrigo 04 e a Pedra do Sino.","-43.017","-22.277","2035","2035",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Campo de altitude. Erva terrestre em barranco de trilha. Área aberta..","UPCB0030030","UPCB0030030","2012","10",NA,"25","Teresópolis","-43.017","-22.277",NA,NA,NA,NA,NA,NA
"60","2020-09-29 14:53:04-03","UFPR","UPCB","63491","PreservedSpecimen","Plantae","Lycophyta",NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Matos, F.B.","Sylvestre, L.S. et al.","1925","2006","01",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, trilha para a Pedra do Sino.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"Terrestre no interior da mata..","UPCB0010849","UPCB0010849","2016",NA,NA,"01","Teresópolis",NA,NA,"38539","auto",NA,NA,NA,NA
"61","2020-07-10 09:47:04-03","MBML","MBML-HERBARIO","36018",NA,"Plantae",NA,NA,"Lycopodiaceae","Huperzia","christii","Huperzia christii","(Alv.Silveira) Holub","J.B.S. Pereira/17-V-2010","L. Kollmann; et al","11105","2008","07",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande. Trilha para as piscinas","-41.083611","-20.516111",NA,NA,NA,NA,"MBML036018","MBML036018",NA,NA,NA,"17","Castelo","41W5'1","20S30'58",NA,NA,NA,NA,NA,NA
"62","2015-12-09 08:58:31-02","F","FMNH-PTERIDOPHYTES","C0663827F","PreservedSpecimen","Plantae","Lycopodiophyta",NA,"Lycopodiaceae","Huperzia","christii","Huperzia christii","(Silveira) Holub",NA,NA,NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"-42.5","-22",NA,NA,NA,NA,"C0663827F","C0663827F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA
"63","2015-12-09 08:58:32-02","F","FMNH-PTERIDOPHYTES","C0663828F","PreservedSpecimen","Plantae","Lycopodiophyta",NA,"Lycopodiaceae","Huperzia","christii","Huperzia christii","(Silveira) Holub",NA,NA,NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"-42.5","-22",NA,NA,NA,NA,"C0663828F","C0663828F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA
"64","2015-12-09 08:58:32-02","F","FMNH-PTERIDOPHYTES","C0663829F","PreservedSpecimen","Plantae","Lycopodiophyta",NA,"Lycopodiaceae","Huperzia","christii","Huperzia christii","(Silveira) Holub",NA,NA,NA,NA,NA,"South America","Brazil","Minas Gerais",NA,"-44","-18",NA,NA,NA,NA,"C0663829F","C0663829F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2963508","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B. Øllg.",NA,"G. Eiten & L. T. Eiten","7149","1966","4","South America - Neotropics","Brazil","Rio de Janeiro","Boundary between Município de Teresópolis and Mun. de Petropolis: Serra dos Órgãos National Park, ca 7 km SW of city of Teresopolis","-43.042","-22.458","2150",NA,NA,NA,"US01381776","US01381776_01",NA,NA,NA,"22",NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","1111132","PreservedSpecimen","Plantae",NA,"Lycopodiales","Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B. Øllg.",NA,"ex herb. Berlin","5","1923",NA,"South America - Neotropics","Brazil","São Paulo","Gebirgswälder [interpreted]",NA,NA,NA,NA,NA,NA,"US01381777","US01381777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,"1"
"67","2020-02-11 18:25:53-03","UFMG","BHCB-SL","114307","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Mota, NFO; Viana, PL; Andrade, LE","1039","2007","11","América","Brasil","Minas Gerais","Serra de Santo Agostinho, No campo de altitude.","-44.769444","-22.204444","2397","2397",NA,"Terrestre em campo brejoso.",NA,NA,NA,NA,NA,"10","Alagoa","-44.769444","-22.204444",NA,NA,NA,NA,NA,NA
"68","2020-02-11 18:25:53-03","UFMG","BHCB-SL","31538","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Salino, A","s.n.","1994","09","América","Brasil","São Paulo","Parque Estadual de Campos do Jordão",NA,NA,"2000","2000",NA,"Terrestre, crescendo entre gramíneas, no campo de altitude.",NA,NA,NA,NA,NA,NA,"São José dos Alpes",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-02-11 18:25:53-03","UFMG","BHCB-SL","135895","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Souza, FS; Salino, A","Heringer, G; Machado, TM; Reis, SB","233","2010",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Trilha entre Tronqueira e Terreirão.","-41.821667","-20.416667","2193","2193",NA,"Terrestre, beira de trilha.",NA,NA,"2011","12",NA,NA,"Alto Caparaó","-41.821667","-20.416667",NA,NA,NA,NA,NA,NA
"70","2020-02-11 18:25:53-03","UFMG","BHCB-SL","166871","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Almeida, TE; Salino, A; Schneider, H; Hennequin, S; Câmara, PS; Shaw, AJ","3382","2013",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Região de Pedra Menina. Casa Queimada. Campos de altitude.","-41.809167","-20.458056","2125","2125",NA,"Erva terrestre em barranco à margem da estrada. Prensado em álcool.",NA,NA,"2013","11","19",NA,"Alto Caparaó","-41.809167","-20.458056",NA,NA,NA,NA,NA,NA
"71","2021-01-12 15:24:19-03","UFMG","BHCB-SL","1051","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Schwacke, CAW","s.n.","1904",NA,"América","Brasil","Minas Gerais","Serra do Picu;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-02-11 18:25:53-03","UFMG","BHCB-SL","103578","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Almeida, TE; Salino, A","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11500",NA,NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, região de Pedra Menina, Macieira e estrada descendo para a Portaria do Parque. Na divisa com o Espírito Santo. Floresta Ombrófila Densa Montana e Floresta Ombrófila Densa Altomontana (Mata Nebular).","-41.829472","-20.479861","1800","1800",NA,"Terrestre em campo de altitude. Macieira",NA,NA,"2006","12",NA,NA,"Espera Feliz","-41.829472","-20.479861",NA,NA,NA,NA,NA,NA
"73","2020-02-11 18:25:53-03","UFMG","BHCB-SL","148968","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Souza, FS; Salino, A","Souza, FS; Machado, TM","1502","2011",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão, campo de altitude. DATUM WGS 84.","-41.820444","-20.416944","2199","2199",NA,"Terrestre.",NA,NA,"2011","12",NA,NA,"Alto Caparaó","-41.820444","-20.416944",NA,NA,NA,NA,NA,NA
"74","2020-02-11 18:25:53-03","UFMG","BHCB-SL","62135","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Melo, LCN; Salino, A; Dittrich, VAO","63","2001","08","América","Brasil","Minas Gerais","Mata e afloramento rochoso do Pico do Bispo (22°53'06S 46°01'32W) até o Pico do Selado (22°53'47,3S 46°01'32W).",NA,NA,"1890","2062",NA,"Rupícola, afloramento rochoso, interior de mata.",NA,NA,NA,NA,NA,"18","Monte Verde",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-02-11 18:25:53-03","UFMG","BHCB-SL","103510","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Øllgaard, BO","Salino, A; Almeida, TE; Heringer, G; Assis, FC; Melo, LCN; Viana, PL; Teles, A;","11432","2006","11","América","Brasil","Minas Gerais","Parque Nacional do Caparaó, trilha entre Tronqueira e base do Pico da Bandeira, na região das Três Lagoas na trilha para o Pico do Cristal. Campo de Altitude e trechos de Mata Nebular","-41.815667","-20.418139","1800","2560",NA,"Terrestre em barranco úmido no Campo de Altitude","BHCB001839","BHCB001839","2014","02",NA,"23","Alto Caparaó","-41.815667","-20.418139",NA,NA,NA,NA,NA,NA
"76","2020-02-11 18:25:53-03","UFMG","BHCB-SL","187870","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Almeida, TE","s.n.","2013","11","América","Brasil","Espírito Santo","Parque Nacional do Caparaó, Trilha para o Pico da Bandeira. Entre o terreirão e a base do pico.","-41.809444","-20.419722",NA,NA,NA,"Erva terrestre em campo de altitude.",NA,NA,NA,NA,NA,"18","Iúna","-41.809444","-20.419722",NA,NA,NA,NA,NA,NA
"77","2020-02-11 18:25:53-03","UFMG","BHCB-SL","183299","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Lima, LV; Moura, IO; Salino, A","191","2016","09","América","Brasil","Minas Gerais","Parque Nacional do Caparaó","-41.8375","-20.406667","1800","1800",NA,NA,NA,NA,NA,NA,NA,"15","Alto Caparaó","-41.8375","-20.406667",NA,NA,NA,NA,NA,NA
"78","2021-01-12 15:24:19-03","UFMG","BHCB-SL","126497","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Almeida, TE","Almeida, TE; Kamino, LHY; Giacomin, LL","1700","2008",NA,"América","Brasil","Minas Gerais","Parque Nacional do Itatiaia; Brejo da Lapa, Floresta Ombrófila Densa","-44.730944","-22.32475","1849","1849",NA,"Terrestre em barranco a beira da estrada",NA,NA,"2008","11","11",NA,"Itamonte","-44.730944","-22.32475",NA,NA,NA,NA,NA,NA
"79","2020-02-11 18:25:53-03","UFMG","BHCB-SL","145370","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Souza, FS; Salino, A","Souza, FS; Machado, TM; Gomides, SC","1301","2010",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira da Farofa","-41.828389","-20.471917","1937","1937",NA,"Terrestre na cachoeira.",NA,NA,"2011","12",NA,NA,"Alto Caparaó","-41.828389","-20.471917",NA,NA,NA,NA,NA,NA
"80","2021-01-12 15:24:19-03","UFMG","BHCB-SL","111318","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Salino, A; Almeida, TE; Heringer, G; Dittrich, VAO; Lara, DS","12440","2007","07","América","Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, A caminho da nascente do rio Aiuruoca. Campo de Altitude.","-44.668417","-22.384139","2370","2370",NA,"Terrestre em barranco úmido.","BHCB016155",NA,NA,NA,NA,"10","Resende","-44.668417","-22.384139",NA,NA,NA,NA,NA,NA
"81","2021-01-12 15:24:19-03","UFMG","BHCB-SL","135896","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Souza, FS","Heringer, G; Machado, TM; Reis, SB","234","2010",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó;, Trilha entre Tronqueira e Terreirao.","-41.8205","-20.416861","2212","2212",NA,NA,NA,NA,NA,NA,NA,NA,"Alto Caparaó","-41.8205","-20.416861",NA,NA,NA,NA,NA,NA
"82","2020-02-11 18:25:53-03","UFMG","BHCB-SL","148970","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Øllgaard, BO","Souza, FS; Machado, TM","1504","2011",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão, campo de altitude. DATUM WGS 84.","-41.816528","-20.418139","2251","2251",NA,"Saxícola próximo a água.",NA,NA,"2014","02",NA,NA,"Alto Caparaó","-41.816528","-20.418139",NA,NA,NA,NA,NA,NA
"83","2020-02-11 18:25:53-03","UFMG","BHCB-SL","4186","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Krieger, L","s.n.","1972",NA,"América","Brasil","Minas Gerais","Parque Estadual de Ibitipoca",NA,NA,NA,NA,NA,"Campos altos;talo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-02-11 18:25:53-03","UFMG","BHCB-SL","150586","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Souza, FS; Salino, A","Souza, FS; Machado, TM; Bünger, MO","1536","2011",NA,"América","Brasil","Espírito Santo","Parque Nacional do Caparaó, Região do Terreirão. Campo de Altitude. DATUM WGS 84.","-41.807306","-20.419583","2413","2413",NA,"Terrestre na trilha.",NA,NA,"2011","12",NA,NA,"Iúna","-41.807306","-20.419583",NA,NA,NA,NA,NA,NA
"85","2020-02-11 18:25:53-03","UFMG","BHCB-SL","182704","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Salino, A; Moura, IO","16228","2016","09","América","Brasil","Minas Gerais","Parque Nacional Caparaó, Caminho para o Pico da Bandeira. Campos de Altituede.","-41.815556","-20.418889","2285","2285",NA,"Terrícola, em barranco a beira de trilha.",NA,NA,NA,NA,NA,"13","Alto Caparaó","-41.815556","-20.418889",NA,NA,NA,NA,NA,NA
"86","2020-03-04 20:43:20-03","UFMG","BHCB-SL","113866","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Salino, A; Dittrich, VAO; Pivari, MOD","12924","2007","12","América","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Subida para o Pico do Garrafão a partir da Pousada Campos de Altitude. Área com Campos de Altitude, Floresta Ombrófila Densa Montana e Altomontana (Floresta Nebular).","-44.767","-22.205","2300","2300",NA,"Terrestre entre rochas, no Pico do Garrafão. Prensado em álcool.",NA,NA,NA,NA,NA,"11","Alagoa","-44.767","-22.205",NA,NA,NA,NA,NA,NA
"87","2020-02-11 18:25:53-03","UFMG","BHCB-SL","182706","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Salino, A; Moura, IO","16230","2016","09","América","Brasil","Minas Gerais","Parque Nacional Caparaó, Caminho para o Pico da Bandeira. Campos de Altituede.","-41.805","-20.42","2480","2480",NA,"Terrícola, em barranco a beira de trilha. Dried in alcohol 70%.",NA,NA,NA,NA,NA,"13","Alto Caparaó","-41.805","-20.42",NA,NA,NA,NA,NA,NA
"88","2020-02-11 18:25:53-03","UFMG","BHCB-SL","145348","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Øllgaard, BO","Souza, FS; Machado, TM; Gomides, SC","1279","2010",NA,"América","Brasil","Espírito Santo","Parque Nacional do Caparaó, Pico do Calçado.","-41.798944","-20.440111","2842","2842",NA,"Terrestre no campo de altitude.",NA,NA,"2014","02",NA,NA,"Ibitirama","-41.798944","-20.440111",NA,NA,NA,NA,NA,NA
"89","2020-03-04 20:43:20-03","UFMG","BHCB-SL","113889","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Salino, A; Dittrich, VAO; Pivari, MOD","12947","2007","12","América","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Subida para o Pico do Garrafão a partir da Pousada Campos de Altitude. Área com Campos de Altitude, Floresta Ombrófila Densa Montana e Altomontana (Floresta Nebular).","-44.753194","-22.211722","1950","1950",NA,"Terrestre na bora de Floresta Nebular. Prensado em álcool.",NA,NA,NA,NA,NA,"11","Alagoa","-44.753194","-22.211722",NA,NA,NA,NA,NA,NA
"90","2020-02-11 18:25:53-03","UFMG","BHCB-SL","145345","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Øllgaard, BO","Souza, FS; Machado, TM; Gomides, SC","1276","2010",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Casa Queimada. Subida para Pico da Bandeira.","-41.801306","-20.454917","2429","2429",NA,"Terrestre no campo de altitude.",NA,NA,"2014","02",NA,NA,"Alto Caparaó","-41.801306","-20.454917",NA,NA,NA,NA,NA,NA
"91","2020-02-11 18:25:53-03","UFMG","BHCB-SL","182708","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Salino, A; Moura, IO","16232","2016","09","América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Entre Macieira e Mirante do Lajão. Campos de altitude.","-41.817222","-20.467778","2180","2180",NA,"Terrícola, em barranco a beira de estrada. Dried in alcohol 70%.",NA,NA,NA,NA,NA,"15","Espera Feliz","-41.817222","-20.467778",NA,NA,NA,NA,NA,NA
"92","2020-02-11 18:25:53-03","UFMG","BHCB-SL","170467","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Dinato, DO; Oliveira, CC; Rissi, MN; Salino, A","69","2012","10","América","Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Trilha da Pedra do Sino, próximo ao Abrigo 04.","-43.016944","-22.277222","2035","2035",NA,"Erva terrestre. Em barranco de trilha. Campo de altitude. Prensado em álcool. Amostra em sílica.",NA,NA,NA,NA,NA,"25","Teresópolis","-43.016944","-22.277222",NA,NA,NA,NA,NA,NA
"93","2020-02-11 18:25:53-03","UFMG","BHCB-SL","148969","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Souza, FS; Salino, A","Souza, FS; Machado, TM","1503","2011",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó, Trilha da Tronqueira para o Terreirão, campo de altitude. DATUM WGS 84.","-41.820444","-20.416944","2199","2199",NA,"Terrestre.",NA,NA,"2011","12",NA,NA,"Alto Caparaó","-41.820444","-20.416944",NA,NA,NA,NA,NA,NA
"94","2021-01-12 15:24:19-03","UFMG","BHCB-SL","135897","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Souza, FS","Heringer, G; Machado, TM; Reis, SB","235","2010",NA,"América","Brasil","Minas Gerais","Parque Nacional do Caparaó;, Trilha entre Tronqueira e Terreirao.","-41.8205","-20.416861","2212","2212",NA,NA,NA,NA,NA,NA,NA,NA,"Alto Caparaó","-41.8205","-20.416861",NA,NA,NA,NA,NA,NA
"95","2020-02-11 18:25:53-03","UFMG","BHCB-SL","1050","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.",NA,"Schwacke, CAW","12309","1904",NA,"América","Brasil","Minas Gerais","Serra da Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-02-11 18:25:53-03","UFMG","BHCB-SL","183292","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","christii","Phlegmariurus christii","(Silveira) B.Øllg.","Salino, A","Lima, LV; Bragioni, TLS; Silva, GS; Paucar, JOA; Silva, GS; Batista, JAN","184","2016","09","América","Brasil","Minas Gerais","Parque Nacional do Caparaó","-41.828333","-20.471667","1930","1930",NA,"Terrícola, trilha da macieira, Mata Nebular.",NA,NA,NA,NA,NA,"15","Espera Feliz","-41.828333","-20.471667",NA,NA,NA,NA,NA,NA
