"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"48","2019-08-27 13:32:31-03","IAP","PACA-AGP","59665","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Camargo, O. R.","886","1956","10","26",NA,"Brasil",NA,NA,"fl. fr. Habitat: in graminosis siccis Fenofase: flor","PACA059665","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,"1957","19545","auto","Magnoliatae",NA,"05","05",NA,NA,NA,NA
"49","2019-08-27 13:32:31-03","IAP","PACA-AGP","44793","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1949","12","18",NA,"Brasil",NA,NA,"fl. fr. Habitat: in campestribus dumetosis Fenofase: flor","PACA044793","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"1954","76715","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"50","2019-08-27 13:32:31-03","IAP","PACA-AGP","45651","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1950","01","31",NA,"Brasil",NA,NA,"fl. fr. Habitat: in graminosis Fenofase: flor","PACA045651","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"1954","76715","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"51","2019-08-27 13:32:31-03","IAP","PACA-AGP","31407","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1946","01","31",NA,"Brasil",NA,NA,"fl. fr. Habitat: in arenosis graminosis Fenofase: flor","PACA031407","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","SC","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,"1954","16515","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"52","2019-08-27 13:32:31-03","IAP","PACA-AGP","8962","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1942","01","15",NA,"Brasil",NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA008962","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"1954","55856","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"53","2019-08-27 13:32:31-03","IAP","PACA-AGP","28510","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1945","03",NA,NA,"Brasil",NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA028510","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Nonoai",NA,"-52.7714004516602","-27.3617000579834",NA,NA,NA,"1954","35080","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"54","2019-08-27 13:32:31-03","IAP","PACA-AGP","40729","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1949","03","31",NA,"Brasil",NA,NA,"fl. Habitat: in arenosis graminosis Fenofase: flor","PACA040729","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Porto Alegre","Cristal","-51.2299995422363","-30.0331001281738",NA,NA,NA,"1954","29946","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"55","2019-08-27 13:32:31-03","IAP","PACA-AGP","7226","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","F. Theissen SJ",NA,"1907",NA,NA,NA,"Brasil",NA,NA,"fl. fr. Habitat: in arenosis graminosis Fenofase: flor","PACA007226","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"1954","10287","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"56","2019-08-27 13:32:31-03","IAP","PACA-AGP","47493","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","E. Schmitt SJ",NA,"1942",NA,NA,NA,"Brasil",NA,NA,"fl. Habitat: in campestribus graminosis Fenofase: flor","PACA047493","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"1954","10287","auto","Magnoliatae",NA,"09","15",NA,NA,NA,NA
"57","2019-08-27 13:32:31-03","IAP","PACA-AGP","56252","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Rambo, B.",NA,"1954","11","12",NA,"Brasil",NA,NA,"fl. Habitat: in arenosis graminosis Fenofase: flor","PACA056252","Magnoliophyta","Rubiales","Cham. & Schltdl.","Emrich-Rambo","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,"1955","20837","auto","Magnoliatae",NA,"04","09",NA,NA,NA,NA
"58","2019-08-27 13:32:31-03","IAP","PACA-AGP","107691","PreservedSpecimen","Plantae","Rubiaceae","Richardsonia","humistrata","Richardsonia humistrata","Sehnem, A.","7261","1958","12","12",NA,"Brasil",NA,NA,"Habitat: in pascuis arenosis","PACA107691","Magnoliophyta","Rubiales","Cham. & Schltdl.","B. Rambo","RS","Torres","Praia PP. Cax.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"20837","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"59","2021-03-10 14:35:19-03","UFSC","CTBS","1415","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Pastore, José Floriano Barêa & Soares, Arthur","5191","2015","11","29",NA,"Brasil",NA,NA,"Erva prostrada. Folhas membranáceas concolores verdes. Flores brancas. Encontrada junto à rochas enxarcadas.",NA,NA,NA,"Steud.","R. Manuel Salas","Santa Catarina","Curitibanos","Chácara da Sônia Hess","-50.717286","-27.23225",NA,NA,NA,"2016",NA,NA,NA,NA,"04",NA,"50°43'2.23W","27°13'56.10S",NA,NA
"60","2021-03-24 17:09:56-03","UFES","SAMES","6525","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Menezes,L.F.T.","2380","2017","05","07",NA,"Brasil",NA,NA,"Com flores brancas Habito: Arbusto","SAMES06525",NA,NA,"(Cham. & Schltdl.) Steud.","Nepomuceno,A.","Espírito Santo","Guriri","Área próximo ao Tamar",NA,NA,NA,NA,NA,"2018",NA,NA,NA,NA,"08","30",NA,NA,NA,NA
"61","2021-04-07 11:48:23-03","UFMS","CGMS","63930","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","E. Barbosa; J.M. Silva; J. Cordeiro","652","2001","03","31",NA,"Brasil",NA,NA,"Flor alva. Habitat: Campo de altitude. Habito: Prostrada.","CGMS1096898",NA,NA,"(Cham. & Schltdl.) Steud.","P.G. Delprete","Paraná","Bocaiúva do Sul","Serra da Bocaina.","-49.1150016784668","-25.2061004638672",NA,NA,NA,"2005","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:40:12-03","UNICAMP","UEC","180219","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Carmo, JAM","112","2013","01","24",NA,"Brazil",NA,NA,"Erva prostrada, corola branca; pasto","UEC049456","Magnoliopsida",NA,"(Cham. & Schltdl.) Steub.","Carmo, JAM","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"UEC049456","2013","22140","auto",NA,NA,"12",NA,NA,NA,NA,NA
"63","2021-03-01 16:40:12-03","UNICAMP","UEC","180218","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Carmo, JAM","112","2013","01","24",NA,"Brazil",NA,NA,"Erva prostrada, corola branca; pasto","UEC049455","Magnoliopsida",NA,"(Cham. & Schltdl.) Steub.","Carmo, JAM","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"UEC049455","2013","22140","auto",NA,NA,"12",NA,NA,NA,NA,NA
"64","2021-03-01 16:40:12-03","UNICAMP","UEC","168167","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Meireles, LD; et al.","3387","2012","04","26",NA,"Brazil",NA,NA,"Erva prostata com flores alvas,frutos verdes","UEC035784","Magnoliopsida",NA,"(Cham. & Schltdl.) Steub.","Carmo, JAM","Minas Gerais","Camanducaia","Monte Verde","-46.1446990966797","-22.7553005218506",NA,NA,"UEC035784","2013","22140","auto",NA,NA,"11","01",NA,NA,NA,NA
"65","2019-01-17 11:25:44-02","PUCRS","MPUC","7551","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata",NA,NA,"1988","01","13","South America","Brasil",NA,NA,NA,NA,NA,"Gentianales","(Cham. & Schltdl.) Steud.","Equipe do Projeto","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,"2009",NA,NA,"Magnoliopsida",NA,"01","01","-51.3280556000","-30.1011667000","1",NA
"66","2019-01-17 11:25:44-02","PUCRS","MPUC","1787","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata",NA,NA,"1978","11","09","South America","Brasil",NA,NA,NA,NA,NA,"Gentianales","(Cham. & Schltdl.) Steud.","S.T. Miotto","RS","Antônio Prado",".","-51.2827778","-28.8586111",NA,NA,NA,"1979",NA,NA,"Magnoliopsida",NA,"01","01","-51.2827778000","-28.8586111000","1",NA
"67","2019-01-17 11:25:44-02","PUCRS","MPUC","7550","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata",NA,NA,"1988","01","13","South America","Brasil",NA,NA,NA,NA,NA,"Gentianales","(Cham. & Schltdl.) Steud.","Equipe do Projeto","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,"2009",NA,NA,"Magnoliopsida",NA,"01","01","-51.3280556000","-30.1011667000","1",NA
"68","2019-01-17 11:25:44-02","PUCRS","MPUC","755","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata",NA,NA,"1978","03","16","South America","Brasil",NA,NA,NA,NA,NA,"Gentianales","(Cham. & Schltdl.) Steud.","S.M. Nunes","RS","Farroupilha",".","-51.3500833","-29.2168889",NA,NA,NA,"1978",NA,NA,"Magnoliopsida",NA,"01","01","-51.3500833000","-29.2168889000","1","86"
"69","2019-01-17 11:25:44-02","PUCRS","MPUC","22162","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata",NA,NA,"2017","02","09","South America","Brasil",NA,NA,"Fitossociologia",NA,NA,"Gentianales","(Cham. & Schltdl.) Steud.","C. Vogel Ely","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,NA,NA,"2017","29946","auto","Magnoliopsida",NA,"01","01",NA,NA,"1",NA
"70","2020-10-14 10:06:14-03","FURB","FURB","40982","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Funez, L.A.; Zermiani, A.E.","1998","2013","04","01",NA,"Brasil",NA,NA,NA,"FURB42196",NA,NA,"(Cham. & Schltdl.) Steud.","Funez, L.A.","Santa Catarina","Palhoça","Guarda do Embaú.","-48.5886111","-27.9033333","27","27","FURB42196","2013",NA,NA,NA,NA,"09","03","-48.5886111","-27.9033333",NA,NA
"71","2019-11-08 08:56:08-03","FURB","FURB","50235","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Funez, L.A.; Zermiani, A.E.","4310","2015","05","05",NA,"Brasil",NA,NA,NA,"FURB50235",NA,NA,"(Cham. & Schltdl.) Steud.","Funez, L.A.","Santa Catarina","Garuva","Alto Quiriri.","-48.9544444","-26.0391666","1200","1200","FURB50235","2015",NA,NA,NA,NA,NA,NA,"-48.9544444","-26.0391666",NA,NA
"72","2020-10-14 10:06:14-03","FURB","FURB","52743","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Funez, L.A.","6070","2017","02","22",NA,"Brasil",NA,NA,"Flores brancas Habitat: Área aberta no topo Habito: Erva prostrada","FURB52743",NA,NA,"(Cham. & Schltdl.) Steud.","L.A. Funez","Santa Catarina","Rodeio","Morro da Tirolesa.","-49.4011111","-26.8680556","880","880","FURB52743","2017",NA,NA,NA,NA,"02","22","-49.4011111","-26.8680556",NA,NA
"73","2021-03-24 16:38:58-03","FURB","FURB","67383","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Funez, L.A.; Ribeiro-Nardes, W., Cunha, K.M.","9490","2020","01","24",NA,"Brasil",NA,NA,"Flores brancas Habitat: Borda da estrada Habito: erva","FURB67383",NA,NA,"(Cham. & Schltdl.) Steud.",NA,"Santa Catarina","Urubici","Santa Bárbara, proximidades do alojamento. Parque Nacional de São Joaquim","-49.6291667","-28.1438889","1364","1364","FURB67383",NA,NA,NA,NA,NA,NA,NA,"-49.6291667","-28.1438889",NA,NA
"74","2020-10-14 10:06:14-03","FURB","FURB","1789","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Barbosa, E.; Silva, J.M. & Cordeiro, J.","652","2001","03","31",NA,"Brasil",NA,NA,NA,"FURB03392",NA,NA,"(Cham. & Schltdl.) Steud.","Delprete, PG","Paraná","Bocaiúva do Sul","Serra da Bocaina.","-49.1150016784668","-25.2061004638672",NA,NA,"FURB03392","2005","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:06:14-03","FURB","FURB","58163","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Funez, L.A.","7151","2017","12","12",NA,"Brasil",NA,NA,"Flores brancas Habitat: Restinga herbáceo-arbustiva Habito: Erva","FURB58163",NA,NA,"(Cham. & Schltdl.) Steud.","Funez, L.A.","Santa Catarina","Navegantes","Foz do Ribeirão São Miguel.","-48.6542015075684","-26.8988990783691",NA,NA,"FURB58163","2017","24562","auto",NA,NA,"12","12",NA,NA,NA,NA
"76","2021-03-16 17:52:39-03","UCS","HUCS","49922","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Abreu, F.P.","87","2018","12","04",NA,"Brasil",NA,NA,"Na beira da lagoa, anfíbia",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Dani, J.G.","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","740","740",NA,"2019",NA,NA,NA,NA,"05","17","-51.401197","-29.313939",NA,NA
"77","2021-03-16 17:52:39-03","UCS","HUCS","40328","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Gaio, J.","259","2013","05","03",NA,"Brasil",NA,NA,"Em campo antrópico - planta prostrada",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Gaio, J.","Rio Grande do Sul","Caxias do Sul","Criuva - propriedade Pante","-50.969017","-28.868222",NA,NA,NA,"2013",NA,NA,NA,NA,"05","03","-50.969017","-28.868222",NA,NA
"78","2021-03-16 17:52:39-03","UCS","HUCS","42566","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Valduga, E.","559","2014","11","28",NA,"Brasil",NA,NA,"erva prostrada; campo arenoso",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Gonzatti, F.","Rio Grande do Sul","Osório","Próximo à Lagoa das Traíras","-50.187056","-29.868806","6","6",NA,"2015",NA,NA,NA,NA,"03","05","-50.187056","-29.868806",NA,NA
"79","2021-03-16 17:52:39-03","UCS","HUCS","51285","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Gonzatti, F.","5597","2020","10","10",NA,"Brasil",NA,NA,"Espécie rupestre em campo aberto. Solo raso, rochoso. Prostrada.",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Roncen, B.P.","Rio Grande do Sul","Vacaria","Associação dos Motoristas de Vacaria e entorno","-50.974486","-28.512003","945","945",NA,"2020",NA,NA,NA,NA,"11",NA,"-50.974486","-28.512003",NA,NA
"80","2021-03-16 17:52:39-03","UCS","HUCS","51334","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Gonzatti, F.","4585","2018","09","08",NA,"Brasil",NA,NA,"Erva prostrada sobre recorte de barranco rochoso. Campo pastejado.",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Roncen, B.P.","Rio Grande do Sul","Alegrete","Estrada vivional Alegrete para Santana do Livramento","-55.841389","-29.822222","150","150",NA,"2020",NA,NA,NA,NA,"10",NA,"-55.841389","-29.822222",NA,NA
"81","2021-03-16 17:52:39-03","UCS","HUCS","6221","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Wasum, R.A.","s.n.","1989","06","16",NA,"Brasil",NA,NA,"Sobre rochedos, junto ao lago",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Smith, S.F.","Rio Grande do Sul","Caxias do Sul","Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,NA,"1989","49662","auto",NA,NA,"11",NA,NA,NA,NA,NA
"82","2021-03-16 17:52:39-03","UCS","HUCS","18906","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Rambo, B.","s.n.","1955","01","02",NA,"Brasil",NA,NA,"Herbário PACA 56283; in campestribus graminosis",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Emrich-Rambo","Rio Grande do Sul","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-16 17:52:39-03","UCS","HUCS","24531","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Sartori, M.","16","2004","11","18",NA,"Brasil",NA,NA,"No solo, junto ao caminho.",NA,"Angiospermae","Gentianales","(Cham. & Schltdl.) Steud.","Smith, S.F.","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,NA,NA,"2005","49662","auto",NA,NA,"03",NA,NA,NA,NA,NA
"84","2020-04-27 16:11:31-03","UFES","VIES","28963","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Valduga, E.","559","2014","11","28",NA,"Brasil",NA,NA,NA,"VIES028963",NA,NA,"(Cham. & Schltdl.) Steud.","Gonzatti, F.","Rio Grande do Sul","Osório","Próximo à Lagoa das Traíras.","-50.186944","-29.868889","6","6","VIES028963","2015",NA,NA,NA,NA,"03","05","50º11'13''W","29º52'8''S",NA,NA
"85","2019-08-16 08:40:57-03","UTFPR","HCF","21501","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Y.S. Kuniyoshi","1483",NA,NA,NA,NA,"Brasil",NA,NA,"Coletada em III/1966.",NA,NA,NA,"(Cham. & Schltdl.) Steud.","L.B. Smith","PR","São José dos Pinhais","Colônia Muricy","-49.2064018249512","-25.5347003936768",NA,NA,NA,"1971","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-02-11 16:53:26-03","UFSM","SMDB","12172","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Záchia, R.A","1938","1995","11","09",NA,"Brasil",NA,NA,"Erva cespitosa, com flores brancas; ápice das pétalas rosadas ( 4,5 ou 6 pétalas)","SMDB012172",NA,NA,"(Cham. & Schltdl.) Steud.","Záchia, R.A","Rio Grande do Sul","Cristal","BR 116, Km 431.","-52.0483016967773","-30.9997005462646",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-25 12:12:39-03","UFSM","SMDB","1168","S","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Alvarez, A.F.","s.n.","1975","04","23",NA,"Brasil",NA,NA,NA,"SMDB001168",NA,NA,"(Cham. & Schltdl.) Steud.","Porto, ML","Rio Grande do Sul","Porto Alegre","Parque Saint'Hilaire","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:43:55-03","MBM","MBM","407158","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Marinero, F.; Abbud, M.C.; Ferreira, P.C.; Ariati, V.; Lozano, E.D.; Canestraro,; Abbud, M.C.; Ferreira, P.C.; Ariati, V.; Lozano, E.D.; Canestraro, B.K.","497","2016","10","29","Southern America","Brazil",NA,NA,"Herbácea prostrada flores alvas e frutos esverdeados;; Estepe.","MBM407158",NA,NA,"(Cham. & Schltdl.) Steud.","Marinero, F.","Paraná","Tibagi","Fazenda Pinheirinho, Continuação da rua 3.160.","-50.273994","-24.632233","1080","1080",NA,"2016",NA,NA,NA,NA,"11","07","-50.273994","-24.632233",NA,NA
"89","2020-12-21 16:43:55-03","MBM","MBM","50714","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Hatschbach, G.","6424",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM050714",NA,NA,"(Cham. & Schltdl.) Steud.","Smith, L.B.","Paraná","Lapa","Colônia Mariental","-49.7158012390137","-25.7696990966797",NA,NA,"MBM050714",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:43:55-03","MBM","MBM","104401","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","39730",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM104401",NA,NA,"(Cham. & Schltdl.) Steud.","Cabral, E.L.","Paraná","Palmas","Palmas","-51.9906005859375","-26.4841995239258",NA,NA,"MBM104401",NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:43:55-03","MBM","MBM","90715","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Hatschbach, G.","2061",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM090715",NA,NA,"(Cham. & Schltdl.) Steud.","Smith, L.B.","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,"MBM090715",NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:43:55-03","MBM","MBM","255459","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","71712",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM255459",NA,NA,"(Cham. & Schltdl.) Steud.","Cabral, E.L.","Santa Catarina","São Joaquim","Pericó, arredores","-49.9317016601562","-28.2938995361328",NA,NA,"MBM255459",NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:43:55-03","MBM","MBM","429092","PreservedSpecimen","Plantae","Rubiaceae","Richardia","humistrata","Richardia humistrata","Lozano, E.D.; Ariati, V.; Barboza, E.; Cordeiro, J.; Ariati, V.; Barboza, E.; Cordeiro, J.","2803","2014","09","20","Southern America","Brazil",NA,NA,"Herbácea prostrada, 25 cm, flores alvas, em afloramento rochoso.; Campos de Cima da Serra.","MBM429092",NA,NA,"(Cham. & Schltdl.) Steud.","Lozano, E.D.","Santa Catarina","São Joaquim","Fazenda Domingues Borges","-50.044361","-28.450417",NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,"-50.044361","-28.450417",NA,NA
"94","2018-10-10 10:17:35-03","MNHN","RECOLNAT_MNHN_P","P02090208","PreservedSpecimen",NA,"Rubiaceae","Richardia","humistrata","Richardia humistrata","Glaziou, A.",NA,"1862","3","10",NA,"Brésil",NA,NA,"Donné par Mme Simard, sa fille, en 1907. Avec P03910792 sur la même planche <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02090208' target='other'> <mi>dwc_moreinfo</mi></a>","P02090208",NA,NA,"(Cham. & Schltdl.) Steud.","Cabral","Rio de Janeiro",NA,"Mambucaba (Rio de Janeiro)",NA,NA,NA,NA,"P02090208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191 a"
"95","2016-10-10 15:53:18-03","MNHN","RECOLNAT_MNHN_P","P03910784","PreservedSpecimen",NA,"Rubiaceae","Richardia","humistrata","Richardia humistrata","Gaudichaud, C.",NA,"1833","1","1",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03910784' target='other'> <mi>dwc_moreinfo</mi></a>","P03910784",NA,NA,"(Cham. & Schltdl.) Steud.",NA,NA,NA,"Province de Rio-Grande",NA,NA,NA,NA,"P03910784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1097"
"96","2015-09-04 15:05:25-03","MNHN","RECOLNAT_MNHN_P","P03910785","PreservedSpecimen",NA,"Rubiaceae","Richardia","humistrata","Richardia humistrata","Muller, J.F.T.",NA,"1880","2","1",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03910785' target='other'> <mi>dwc_moreinfo</mi></a>","P03910785",NA,NA,"(Cham. & Schltdl.) Steud.","Smith","[Sant Catharina]",NA,"Brasil São Bento, Rincão das Pedras",NA,NA,NA,NA,"P03910785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188"
"97","2016-10-10 16:06:47-03","MNHN","RECOLNAT_MNHN_P","P03910788","PreservedSpecimen",NA,"Rubiaceae","Richardia","humistrata","Richardia humistrata","Gaudichaud, C.",NA,"1931","1","1",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03910788' target='other'> <mi>dwc_moreinfo</mi></a>","P03910788",NA,NA,"(Cham. & Schltdl.) Steud.",NA,NA,NA,"Ile Ste. Catherine",NA,NA,NA,NA,"P03910788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222"
"98","2016-10-10 16:18:50-03","MNHN","RECOLNAT_MNHN_P","P03910789","PreservedSpecimen",NA,"Rubiaceae","Richardia","humistrata","Richardia humistrata","Reineck|Czermak",NA,"1897","1","1",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03910789' target='other'> <mi>dwc_moreinfo</mi></a>","P03910789",NA,NA,"(Cham. & Schltdl.) Steud.","Cabral","Rio Grande do Sul",NA,"Prov. Rio Grande do Sul",NA,NA,NA,NA,"P03910789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76"
