"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"45","2019-10-07 09:38:36-03","UEFS","HUEFS","68852","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub",NA,"Harley, R.M.","H51252","1992","01","10",NA,"Brasil","Bahia","Abaíra","Serra ao Sul do Riacho da Taquara.","-41.916667","-13.25",NA,"Entre pedras.","HUEFS0068852","HUEFS0068852","1890","1890",NA,NA,NA,"41W55'","13S15'","Lycopodiopsida",NA,NA,NA,NA,NA,NA
"46","2019-10-07 09:38:36-03","UEFS","HUEFS","68853","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub",NA,"Harley, R.M.","H51253","1992","01","10",NA,"Brasil","Bahia","Abaíra","Serra ao Sul do Riacho da Taquara.","-41.916667","-13.25",NA,NA,"HUEFS0068853","HUEFS0068853","1780","1780",NA,NA,NA,"41W55'","13S15'","Lycopodiopsida",NA,NA,NA,NA,NA,NA
"47","2019-10-07 09:38:36-03","UEFS","HUEFS","14422","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","F.R.Nonato","Ganev, W.","1835","1993","07","12",NA,"Brasil","Bahia","Abaíra",NA,"-42.316667","-13.9",NA,NA,"HUEFS0014422","HUEFS0014422","2033","2033",NA,NA,"2004","42W19'","13S54'","Lycopodiopsida","06",NA,NA,NA,NA,NA
"48","2019-10-07 09:38:36-03","UEFS","HUEFS","111438","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub",NA,"Harley, R.M.","55395","2005","01","19",NA,"Brasil","Bahia","Mucugê","Serra do Gobira ca. 8,4 Km ao sul de Mucugê na linha reta. Na última subida próxima ao cume.","-41.378889","-13.073889",NA,"Campo rupestre. Sobre pedras.","HUEFS0111438","HUEFS0111438","1555","1555",NA,NA,NA,"41W22'44''","13S4'26''","Lycopodiopsida",NA,NA,NA,NA,NA,NA
"49","2019-10-07 09:38:36-03","UEFS","HUEFS","116827","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub",NA,"Santos, A.K.A.","983","2007","01","12",NA,"Brasil","Bahia","Abaíra","Catolés. Pico do Barbado.","-41.9","-13.3",NA,"Campo Rupestre.","HUEFS0116827","HUEFS0116827","1900","2000",NA,NA,NA,"41W54'","13S18'","Lycopodiopsida",NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:38:36-03","UEFS","HUEFS","12349","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","F.R.Nonato","Ganev, W.","1285","1992","10","21",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.316667",NA,NA,"HUEFS0012349","HUEFS0012349","1890","1890",NA,NA,"2004","41W53'","13S19'","Lycopodiopsida","06",NA,NA,NA,NA,NA
"51","2019-10-07 09:38:36-03","UEFS","HUEFS","12953","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","F.R.Nonato","Ganev, W.","1688","1992","12","18",NA,"Brasil","Bahia","Abaíra",NA,"-41.783333","-13.266667",NA,NA,"HUEFS0012953","HUEFS0012953","1500","1500",NA,NA,"2004","41W47'","13S16'","Lycopodiopsida","06",NA,NA,NA,NA,NA
"52","2019-10-07 09:38:36-03","UEFS","HUEFS","2823","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","F.R.Nonato","Noblick, L.R.","2820","1983","11","19",NA,"Brasil","Bahia","Palmeiras",NA,"-41.466667","-12.45",NA,NA,"HUEFS0002823","HUEFS0002823","1000","1060",NA,NA,"2004","41W28'","12S27'","Lycopodiopsida","06",NA,NA,NA,NA,NA
"53","2019-10-07 09:38:36-03","UEFS","HUEFS","63440","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","F.R.Nonato","Hind, D.J.N.","PCD3534","1996","07","12",NA,"Brasil","Bahia","Mucugê","Estrada Andaraí-Mucugê, ao lado da torre da Embratel.","-41.320556","-12.957222",NA,"Campo rupestre. Substrato litólico, às vezes areno-humoso.","HUEFS0063440","HUEFS0063440","1250","1250",NA,NA,"2004","41W19'14''","12S57'26''","Lycopodiopsida","06",NA,NA,NA,NA,NA
"54","2019-10-07 09:38:36-03","UEFS","HUEFS","69869","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub",NA,"França, F.","4257","2003","02","03",NA,"Brasil","Bahia","Abaíra","Catolés: Trilha para o Tijuquinho: Campo redondo.","-41.900833","-13.282778",NA,"Campo rupestre.","HUEFS0069869","HUEFS0069869","1575","1677",NA,NA,NA,"41W54'3''","13S16'58''","Lycopodiopsida",NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:38:36-03","UEFS","HUEFS","91775","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub",NA,"Souza, E.B.","1015","2005","01","20",NA,"Brasil","Bahia","Mucugê","Chapada Diamantina, Pico do Gobira. Área encharcada no sopé do morro, ás margens de um pequeno curso d'água.","-41.377778","-13.076667",NA,"Campo rupestre, 1447-1471m alt. Solo arenoso com afloramentos rochosos e áreas de depressão encharcadas por pequenos cursos d'água.","HUEFS0091775","HUEFS0091775","1471","1471",NA,NA,NA,"41W22'40''","13S4'36''","Lycopodiopsida",NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:38:36-03","UEFS","HUEFS","20994","PreservedSpecimen","Plantae","Pteridophyta","Lycopodiales","Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Baker) Holub","F.R.Nonato","Melo, E.","PCD1203","1994","11","21",NA,"Brasil","Bahia","Palmeiras","Pai Inácio.","-41.466667","-12.45",NA,"Vegetação de campo rupestre. Afloramentos rochosos.","HUEFS0020994","HUEFS0020994","1150","1150",NA,NA,"2004","41W28'","12S27'","Lycopodiopsida","06",NA,NA,NA,NA,NA
"57","2020-07-23 12:10:16-03","CEPLAC","CEPEC","94040","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"J. Prado","R. M. Harley",NA,"1992","01","10",NA,"Brasil","Bahia","ABAÍRA","Serra ao S do Riacho da Taquara.","-41.916667","13.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W55'","13N15'",NA,NA,NA,NA,NA,"30/12/1996",NA
"58","2020-07-23 12:10:16-03","CEPLAC","CEPEC","94039","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"J. Prado","P. T. Sano",NA,"1992","02","24",NA,"Brasil","Bahia","ABAÍRA","Campo do Cigano.","-41.916667","13.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W55'","13N15'",NA,NA,NA,NA,NA,"30/12/1996",NA
"59","2020-07-23 12:10:16-03","CEPLAC","CEPEC","25401","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","R. M. Harley","20874","1980","03","24",NA,"Brasil","Bahia","BARRA DA ESTIVA","Serra do Sincorá. NW da Serra do Ouro, a E da Rods. Barra da Estiva/Ituaçú, 9Km ao S de Barra da Estiva.","-41.266667","-13.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W16'","13S42'",NA,NA,NA,NA,NA,"30/12/2002",NA
"60","2020-07-23 12:10:16-03","CEPLAC","CEPEC","110673","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"F. B. Matos","F. B. Matos","1044","2006","02","26",NA,"Brasil","Bahia","RIO DE CONTAS","25Km do centro da cidade em direção ao Campo do Queiroz.","-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W57'","13S33'",NA,NA,NA,NA,NA,"30/12/2006",NA
"61","2020-07-23 12:10:16-03","CEPLAC","CEPEC","11088","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","R. M. Harley","15433","1974","01","23",NA,"Brasil","Bahia","RIO DE CONTAS","Acima da caldeira na rampa do Pico das Almas, ca. 25Km WNW da cidade Rio de Contas.","-41.916667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W55'","13S32'",NA,NA,NA,NA,NA,"30/12/2002",NA
"62","2020-07-23 12:10:16-03","CEPLAC","CEPEC","16842","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","S. A. Mori","12459","1979","07","22",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas, a 19Km ao SNW de Rio de Contas.","-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W57'","13S33'",NA,NA,NA,NA,NA,"30/12/2002",NA
"63","2020-07-23 12:10:16-03","CEPLAC","CEPEC","20270","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","R. M. Harley","19730","1977","03","19",NA,"Brasil","Bahia","RIO DE CONTAS","Meio e acima da rampa do Pico das Almas, ca. 25Km WNW da Vila do Rio de Contas.","-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W57'","13S33'",NA,NA,NA,NA,NA,"30/12/2002",NA
"64","2020-07-23 12:10:16-03","CEPLAC","CEPEC","31813","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","R. M. Harley","22600","1980","05","25",NA,"Brasil","Bahia","LENÇÓIS","Serras dos Lençóis. Serra da Larguinha, ca. 2Km ao NE de Caeté-Açu (Capão Grande).","-41.483333","-12.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W29'","12S36'",NA,NA,NA,NA,NA,"30/12/2002",NA
"65","2020-07-23 12:10:16-03","CEPLAC","CEPEC","35076","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","L. R. Noblick","2820","1983","11","19",NA,"Brasil","Bahia","palmeiras","Pai Inácio.","-41.466667","-12.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W28'","12S27'",NA,NA,NA,NA,NA,"30/12/2002",NA
"66","2020-07-23 12:10:16-03","CEPLAC","CEPEC","46471","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"B. Ollgaard","R. M. Harley","26266","1988","11","24",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Cume.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W58'","13S32'",NA,NA,NA,NA,NA,"30/12/1995",NA
"67","2020-07-23 12:10:16-03","CEPLAC","CEPEC","49324","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"B. Ollgaard","R. M. Harley","27288","1988","12","17",NA,"Brasil","Bahia","RIO DE CONTAS","Pico dass Almas. Vertente leste. Campo do Queiroz. Obs>; Foto da exsicata.Foto","-41.95","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W57'","13S32'",NA,NA,NA,NA,NA,"30/12/1995",NA
"68","2020-07-23 12:10:16-03","CEPLAC","CEPEC","49327","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","R. M. Harley","26407","1988","11","12",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W58'","13S32'",NA,NA,NA,NA,NA,"30/12/2002",NA
"69","2020-07-23 12:10:16-03","CEPLAC","CEPEC","68224","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","E. de Melo",NA,"1994","11","21",NA,"Brasil","Bahia","palmeiras","Pai Inácio.","-41.471389","-12.458611",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W28'17","12S27'31",NA,NA,NA,NA,NA,"30/12/2002",NA
"70","2020-07-23 12:10:16-03","CEPLAC","CEPEC","79094","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","D. J. N. Hind",NA,"1996","07","12",NA,"Brasil","Bahia","MUCUGÊ","Estrada Andaraí/Mucugê, ao lado da torre da Embratel.","-41.320556","-12.957222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W19'14","12S57'26",NA,NA,NA,NA,NA,"30/12/2002",NA
"71","2020-07-23 12:10:16-03","CEPLAC","CEPEC","26187","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana",NA,"L. S. Sylvestre","B. M. Boom","1136","1981","06","12",NA,"Brasil","Bahia","palmeiras","Pai Inácio, BR-242, a W de Lençóis no Km 232.","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2002",NA
"72","2013-02-07 10:18:51-02","UMC","HUMC","4632","S","Plantae",NA,NA,"Lycopodiaceae","Huperzia","mooreana","Huperzia mooreana","(Backer)",NA,"Miranda, V. F. O. de","1253","2005","07","13","Southern America","Brazil","São Paulo","Biritiba Mirim","Entorno da Barragem de Biritiba",NA,NA,NA,"planta verde claro a verde oliva. Esporângeos maduros.",NA,NA,"1740","1740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-02-11 18:25:55-03","UFMG","BHCB-SL","182890","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Salino, A","Almeida, TE; Giacomin, LL; Gouvêa, YF","4433","2016","10","08","América","Brasil","Bahia","Mucugê","Estrada que liga Mucugê ao município de Andaraí a 8 km da cidade. Campo rupestre atrás das antenas de telefonia, a beira da estrada.","-41.32","-12.959444",NA,"Erva rupestre em campo rupestre, em área aberta. Dried in alcohol 70%.",NA,NA,"1162","1162",NA,NA,NA,"-41.32","-12.959444",NA,NA,NA,NA,NA,NA,NA
"74","2020-02-11 18:25:55-03","UFMG","BHCB-SL","121524","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Øllgaard, BO","Leite, FSF","2779","2007","12","18","América","Brasil","Minas Gerais",NA,"Parque Estadual da Serra Nova, Campo rupestre ( encosta de montanha com grandes fragmentos de pedra).","-42.765194","-15.667694",NA,"Campo rupestre (encosta de montanha com grandes fragmentos de pedra)","BHCB001863","BHCB001863","1335","1335",NA,NA,"2014","-42.765194","-15.667694",NA,"08",NA,NA,NA,NA,NA
"75","2020-02-11 18:25:55-03","UFMG","BHCB-SL","81428","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Salino, A","Salino, A; Carvalho, FA; Mota, RC; Viana, PL","8362","2003","03","22","América","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo, Área com campos limpos úmidos e secos, campos rupestres, matas de galeria e capões de mata.","-43.615361","-19.074639",NA,"Epífita à 2,5 m de altura, no interior de mata de galeria.",NA,NA,"1400","1400",NA,NA,NA,"-43.615361","-19.074639",NA,NA,NA,NA,NA,NA,NA
"76","2020-02-11 18:25:55-03","UFMG","BHCB-SL","152619","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Salino, A","Lau, BL; Massensini J.r.; A.; Hattori, EKO","73","2011","09","07","América","Brasil","Bahia","Mucugê","Morro do Gobira, Em rocha, na base de bromélias, subindo para o topo do Gobira.","-41.373056","-13.08",NA,"Erva rupícola. Prensado em álcool.",NA,NA,"1446","1446",NA,NA,NA,"-41.373056","-13.08",NA,NA,NA,NA,NA,NA,NA
"77","2020-02-11 18:25:55-03","UFMG","BHCB-SL","182882","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","Salino, A","Almeida, TE; Giacomin, LL; Gouvêa, YF","4419","2016","10","05","América","Brasil","Bahia","Rio de Contas","Serra das Almas, Trilha para o Pico das Almas, Campos Rupestres.","-41.965","-13.526389",NA,"Erva rupestre crescendo em substratro raso sobre rocha, em campo rupestre próximo à rampa da subida final para o Pico das Almas. Dried in alcohol 70%.",NA,NA,"1800","1800",NA,NA,NA,"-41.965","-13.526389",NA,NA,NA,NA,NA,NA,NA
"78","2021-04-05 12:35:21-03","UNIVASF","HVASF","22331","PreservedSpecimen","Plantae",NA,NA,"Lycopodiaceae","Phlegmariurus","mooreanus","Phlegmariurus mooreanus","(Baker) B.Øllg.","J.A. Siqueira Filho","J.A. Siqueira Filho","3205","2014","07","23","América do Sul","Brasil","Bahia","Mucugê","Parque Nacional da Chapada Diamantina; Vale do Paty, Morro do Castelo. saxícola nas pedras","-41.448583","-12.771722",NA,"Espécie de 30 cm. alt. Semelhante com Cactaceae. Planta rara no local. Há ca. de 10-12 anos atrás foi muito cultivada pelos nativos da região como ornamental.","HVASF022331","HVASF022331_v01","1345","1345",NA,NA,"2017","-41.448583","-12.771722",NA,"07","04",NA,NA,NA,"U"
