"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"51","2020-08-31 09:20:50-03","INPA","INPA","142697","S","Plantae","Monocotyledon","Poales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Granville, JJ de","5180","1982","11","07","Southern America","Guyana",NA,"Poute forestiere desiLourent á Paul Isnard, environ PK70, Crique Sosakoba. Vegetation secondaire sur sable alluvionnaire eru bord de lo Crique.",NA,NA,NA,NA,"INPA0142697","INPA0142697 INPA0142697_e","Koyama, TM",NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-08-31 09:20:50-03","INPA","INPA","152396","S","Plantae","Monocotyledon","Poales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Hopkins, MJG","789","1986","06","17","Southern America","Brasil","Roraima","Ilha de Maracá",NA,NA,NA,NA,"INPA0152396","INPA0152396 INPA0152396_e INPA0152396_e1","Araújo, AC de","Alto Alegre","-61.333333","3.366667","2002",NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA
"53","2020-08-31 09:20:50-03","INPA","INPA","95558","S","Plantae","Monocotyledon","Poales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Janssen, AS","318","1980","04","27","Southern America","Brasil","Amazonas","Humaitá, a. Campo para oeste da Br 319, Km 696.&nf;b. Fazenda Flávio Neri, ao Sul da BR 319, Km 658.",NA,NA,NA,NA,"INPA0095558","INPA0095558 INPA0095558_e INPA0095558_e1","Araújo, AC de","Humaitá","-63.166667","-7.516667","2002",NA,NA,NA,NA,NA,"-63.166667","-7.516667",NA,NA
"54","2021-03-01 11:55:55-03","UFPE","UFP","14727","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; S","585","1996","06","28",NA,"Brasil","Tocantins",NA,"350","350",NA,"frequente.; frequente.","UFP014727",NA,NA,"Almas","-47.316667","-11.583333",NA,NA,NA,NA,NA,NA,"-47.316667","-11.583333",NA,NA
"55","2021-03-01 11:55:55-03","UFPE","UFP","14874","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Luceño, M; Alves, M; Vanzela, ALL; Mendes A.P.; Rocha, EA; Costa; S","550","1996","06","27",NA,"Brasil","Bahia",NA,"750","750",NA,"frequente.; frequente.","UFP014874",NA,NA,"Barreiras","-45.633333","-11.45",NA,NA,NA,NA,NA,NA,"-45.633333","-11.45",NA,NA
"56","2020-09-12 05:00:02-03","US","US","1932103","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","karuaiana","Rhynchospora karuaiana","Steyerm.","Isotype","J. A. Steyermark","60334","1944","11","18","South America - Neotropics","Venezuela","Bolivar","Forest of Rio Karuai, between Santa Teresita de Kavanayen & base of Ptari-tepui.","1220","1220",NA,NA,"US00087009","US00087009_01",NA,NA,"-61.8398","5.67",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"E. L. Little Jr.","16872","1955","10","15","South America - Neotropics","Guyana","Mahaica-Berbice","Mahaicony-Abary rice area, E bank Demerara R., about 35 mi. SE of Georgetown, Helicopter stop 19",NA,"3",NA,NA,NA,NA,"Strong, M. T., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"-57.75","6.55",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","3458555","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"M. E. Mathias","8181","1910","7","27","South America","Paraguay",NA,NA,NA,NA,NA,NA,"US02257521","US02257521_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"59","2020-09-12 05:00:02-03","US","US","3342071","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"C. N. Horn & J. H. Wiersema","11051","1996","10","22","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rupununi Northern Savanna, Pirara headwaters; NW of Yupukari","80",NA,NA,NA,"US00814917","US00814917_01","Moore, G. T.",NA,"-59.5","3.66",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"60","2020-09-12 05:00:02-03","US","US","3268658","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"E. L. Little Jr.","16872","1955","10","15","South America - Neotropics","Guyana",NA,"British Guiana, Northeastern Coastal Plain, Mahaicony-Abary rice area, about 35 miles S.E. of Georgetown","3",NA,NA,NA,"US00510323",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"61","2020-09-12 05:00:02-03","US","US","3426273","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"C. N. Horn & J. H. Wiersema","11051","1996","10","22","South America - Neotropics","Guyana","Upper Takutu-Upper Essequibo","(Region IX): Rupununi Northern Savanna, Pirara head waters; mostly shallow (up to 1 m deep) and wide creek flowing through open savanna, Northwest of Yupukari","80",NA,NA,NA,"US00705990","US00705990_01",NA,NA,"-59.5","3.67",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"62","2020-09-12 05:00:02-03","US","US","3268670","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"E. L. Little Jr.","16900","1955","10","18","South America - Neotropics","Guyana",NA,"Mahaicony-Abary rice area, about 35 miles S.E. of Georgetown","3",NA,NA,NA,"US00510321",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"63","2020-09-12 05:00:02-03","US","US","2755451","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"W. R. Anderson, S. R. Hill, R. Reis dos Santos & R. Souza","9552","1973","5","1","South America - Neotropics","Brazil","Goiás","Serra do Caiapo, ca. 16 km (straight line) S of Caipaonia; forest traversed by stream and adjacent cerrado, brejo near stream","800",NA,NA,NA,"US02257523","US02257523_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","1056198","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"A. S. Hitchcock","17610","1919","11","27","South America - Neotropics","Guyana",NA,"British Guiana: East Coast Water Conservancy, southeast of Georgetown; canal southeast of Lamaha Stop-off",NA,NA,NA,NA,"US00510322",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1"
"65","2020-12-02 09:07:02-03","UNITINS","HUTO","2392","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Santos, E.R.","s.n.","2009","02","10",NA,"Brasil","Tocantins","Lagoa do Jacare. N° 34. Ponto 634","151","151",NA,"Emergente; Lagoa permanente","HUTO002392","HUTO002392",NA,"Filadélfia","-47.505","-7.315",NA,NA,NA,NA,NA,NA,"-47.505","-7.315",NA,NA
"66","2019-01-23 09:52:49-02","F","FMNH-SEEDPLANTS","V0045581F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Rhynchospora","karuaiana","Rhynchospora karuaiana",NA,"Holotype","J. A. Steyermark","60334","1944","11","18","South America","Venezuela",NA,NA,NA,NA,NA,NA,"V0045581F","V0045581F_01",NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"67","2017-09-29 16:24:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora",NA,NA,"C. N. Horn","11051","1996","10","22","South America","Guyana","Upper Takutu-Upper Essequibo",NA,NA,NA,NA,NA,NA,NA,"J. Moore",NA,"-59","3",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA
"68","2019-11-01 15:14:35-03","UnB","UB","169545","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Robinson, EA","6622","1965","04","17","Africa","Zambia","Mwinilunga District","7 km. N. of Kalene Hill, Mwinilunga District.",NA,NA,NA,"1950-1966; Erect perennial.; Permantly wet bog.","UB0010435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 15:14:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Anderson, WR","9314","1973","04","21","Southern America","Brasil","Minas Gerais","Ca. 52 km by road W of Januária near road to Serra das Araras","520","520",NA,"Sandy beach and adjacent woods and cerrado. Wet sand near river","UB0011045","UB0011045","Koyama, T",NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 15:14:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Rhynchospora","triflora","Rhynchospora triflora","Vahl",NA,"Davidse, G","2600","1970","08","07",NA,"Trinidad and Tobago",NA,"O'Meary savanna, just N of the Churchill-Roosevelt Hwy along the O'Meara Road","50","50",NA,"Byrsonema sananna slowly being invaded by weedy plants","UB0012313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
