"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"47","2020-11-04 10:59:01-03","ESALQ","ESA","128140","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia",NA,NA,NA,NA,NA,"Polisel, R.T.","1162.0","2013","03","27","Brasil","São Paulo","Tapiraí","-47.45","-24.07","-47.45","-24.07","389","389","Erva de 40 cm. Botões.","ESA128140",NA,"Reserva Particular da Votorantim (CBA). Trilha de Dezembro, entre a UHE Alecrim e Porto Raso. Floresta Ombrófila Densa às margens do Rio de Dezembro.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 10:59:01-03","ESALQ","ESA","84450","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Souza, V.C.",NA,NA,NA,"Araki, D.F.; Rother, D.C; Oliveira S.H; Toledo, R.M; Tamashiro J.Y; Rodrigues, R.R.; Souza, V.C.; Paula-Souza, J. ; Muniz, M.R.A.","41.0","2003","04","16","Brasil","São Paulo","Eldorado","-482.188","-241.827","-482,188","-241,827",NA,NA,"Erva - 0,40 m, trilha, frutos maduros verdes e sementes pretas, sombra","ESA084450","ESA084450","Parque Estadual Intervales - trilha cachoeira das pedrinhas, Floresta Ombrófila Densa Montana com intensa exploração seletiva (palmito e madeira) estrada São Pedro","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 10:59:01-03","ESALQ","ESA","84453","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Souza, V.C.",NA,NA,NA,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.","165.0","2003","04","18","Brasil","São Paulo","Ribeirão Grande","-48.24","-24.18","-48.24","-24.18","530","530","Erva ereta, com 0,40 cm de altura, frutos verdes","ESA084453","ESA084453","Parque Estadual Intervales, trilha do Rio do Carmo Acima, com saída no núcleo do Carmo em direção aos três córegos, Vegetação muito degradada com estrativismo seletivo de palmito e madeira, com poucos indivíduos das espécies finais de sucessão, com sensív","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 10:59:01-03","ESALQ","ESA","128139","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia",NA,"Souza, V.C.","2013",NA,NA,"Delfini, C.","1007.0","2013","04","03","Brasil","São Paulo","Tapiraí","-47.37022","-24.03098","-47.37022","-24.03098","471","471","Erva, ca. 20cm alt., pecíolos levemente avermelhados, frutos imaturos verdes, sementes negras.","ESA128139",NA,"UHE Barra, trilha da Pedreira - Barra. Floresta Ombrófila Densa com trechos degradados (próximos a estradas antigas) e áreas conservadas (áreas mais íngremes).","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 10:59:01-03","ESALQ","ESA","83365","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Hatschbach, G.",NA,NA,NA,"Ribas, O.S. ; Barbosa, E.","4325.0","2002","02","20","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"ESA083365","ESA083365",NA,"Magnoliophyta",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"52","2020-11-04 10:59:01-03","ESALQ","ESA","34033","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia",NA,NA,NA,NA,NA,"Franciosi, E.R.N. et al.","1.0","1996","12","14","Brasil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"ESA034033","ESA034033",NA,"Magnoliophyta",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"53","2020-11-04 10:59:01-03","ESALQ","ESA","93222","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia",NA,"Rodrigues, R.R.",NA,NA,NA,"Oriani, A. et al.","635.0","2005","03","28","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA093222","ESA093222",NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"54","2020-11-04 10:59:01-03","ESALQ","ESA","95264","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"Destefani, A.C.C. et al.","63.0","2005","03","23","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095264","ESA095264",NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"55","2020-11-04 10:59:01-03","ESALQ","ESA","15452","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Souza, V.C.",NA,NA,NA,"Souza, V.C. et al.","5972.0","1994","04","23","Brasil","São Paulo","Iporanga","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,NA,"ESA015452","ESA015452",NA,"Magnoliophyta",NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA
"56","2020-11-04 10:59:01-03","ESALQ","ESA","14777","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia",NA,"Souza, V.C.",NA,NA,NA,"Moraes, P.L.R. Diniz, C.C.","995.0","1994","05","22","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"ESA014777","ESA014777",NA,"Magnoliophyta",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"57","2020-11-04 10:59:01-03","ESALQ","ESA","52110","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"Lima, R.A.F.","570.0",NA,NA,NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"400","400","em clareira","ESA052110","ESA052110","Parcela permanente - Parque Estadual de Carlos Botelho","Magnoliophyta",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"58","2020-08-28 21:06:36-03","FPS","FPS","3868","MachineObservation","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Schwirkowski, P.","2020","08","27","Schwirkowski, P.","3295","2019","01","12","Brasil","Santa Catarina","São Bento do Sul","-49.351963","-26.313134","-49.351963","-26.313134",NA,NA,"<ll>dwc_commonname:</ll> Bredo-do-mato","FPS03868,FURB63512","FPS03868_v01 FPS03868_v02 FPS03868_v03 FPS03868_v04 FURB63512","Sertãozinho. Rio dos Bugres",NA,NA,NA,NA,NA,NA,NA,"FURB 63512","voucher",NA,NA,NA
"59","2019-08-27 13:28:25-03","IAP","PACA-AGP","65133","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","brasiliensis","Celosia brasiliensis","Moq.","R. Reitz","1956",NA,NA,"R. M. Klein","1201","1955","03","10","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"10","10","HBR 9625. Habitat: Mata. Hábito: erva","PACA065133",NA,"Cunhas","Magnoliophyta","Caryophyllales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"60","2019-08-27 13:28:25-03","IAP","PACA-AGP","106102","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","M. S. Marchioretto","2010","01",NA,"PLK & Urbano","12202","1972","07","11","Brasil","AM","Tefé","-64.7114028930664","-3.35417008399963",NA,NA,NA,NA,"Habitat: Cipó, na mata alagada. Flores brancas, folhas um pouco carnosas. Caule e pedúnculos avermelhados.","PACA106102",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,"340205","auto","Magnoliatae",NA,NA,NA,NA,NA
"61","2019-08-27 13:28:25-03","IAP","PACA-AGP","114468","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","J.M.A. Braga",NA,NA,NA,"J.M. Braga","836","1993","11","17","Brasil","RJ","Guapimirim","-42.9818992614746","-22.5372009277344",NA,NA,"500","500","Confirmado por M.S. marchioretto em 2013. Habitat: mata densa","PACA114468",NA,"granja Monte Olivete, margem do rio Bananal.","Magnoliophyta","Caryophyllales",NA,NA,"21463","auto","Magnoliatae",NA,NA,NA,NA,NA
"62","2019-08-27 13:28:25-03","IAP","PACA-AGP","49739","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Emrich-Rambo","1954","05","01","Rambo, B.",NA,"1951","01","18","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"EM PERIGO&nf;bestimmung sicher, 01.05.1954; fr. SEM MATERIAL Habitat: in silva umbrosa humida","PACA049739",NA,"Lagoa dos Quadros","Magnoliophyta","Caryophyllales",NA,NA,"20837","auto","Magnoliatae",NA,NA,NA,NA,NA
"63","2019-08-27 13:28:25-03","IAP","PACA-AGP","47616","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","L. B. Smith","1948",NA,NA,"Reitz, R.","2909","1948","01","22","Brasil","SC","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,"100","100","EM PERIGO&nf;flor esverdeada; altura 1-2 m; Habitat: In silva primaeva; mata virgem; Fenofase: flor Hábito: arbusto","PACA047616",NA,"Braço Serafim","Magnoliophyta","Caryophyllales",NA,NA,"27253","auto","Magnoliatae",NA,NA,NA,NA,NA
"64","2019-08-27 13:28:25-03","IAP","PACA-AGP","102574","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","M.S. Marchioretto","2007","05",NA,"K. Antunes","214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cálice creme, frutos negros em frutificação;&nf;Muito frequente na área;&nf;Herbário Leopoldo Krieger, número: 47396 Habitat: local com muita umidade e pouca luminosidade Hábito: erva","PACA102574",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"65","2020-12-21 16:36:49-03","IAP","PACA-AGP","113630","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","A. Korte","2010","04","19","Korte & Kniess","2368","2010","03","30","Brasil","SC","Rodeio","-49.411389","-26.910278","49°24'41,00W","26°54'37,00 S","611","611","FURB 23189 Habitat: Interior de fragmento Ecossistema: floresta ombrófila densa","PACA113630",NA,"São Pedro","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"66","2019-08-27 13:28:25-03","IAP","PACA-AGP","102789","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","M. S. Marchioretto","2004","08",NA,"T. S. dos Santos","1245","1970","10","31","Brasil","BA","Ipiaú","-39.7338981628418","-14.1372003555298",NA,NA,NA,NA,"Planta com 1m de altura. Habitat: Mata Fenofase: flor branca","PACA102789",NA,"Estrada a Jequié.","Magnoliophyta","Caryophyllales",NA,NA,"24789","auto","Magnoliatae",NA,NA,NA,NA,NA
"67","2019-08-27 13:28:25-03","IAP","PACA-AGP","102576","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","M.S. Marchioretto","2007","05",NA,"C.N. Matozinhos","311","2007","01","27","Brasil","MG","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Frutos verdes;&nf;Herbário Leopoldo Krieger número: 48546 Habitat: interior da mata","PACA102576",NA,"Serra Negra, interior do cânion","Magnoliophyta","Caryophyllales",NA,NA,"20815","auto","Magnoliatae",NA,NA,NA,NA,NA
"68","2019-08-27 13:28:25-03","IAP","PACA-AGP","1800","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Smith","1954","05","01","Rambo, B.",NA,"1931","11","02","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,NA,"EM PERIGO Habitat: In silva umbrosa subpaludosa. Fenofase: estéril","PACA001800",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,"7214","auto","Magnoliatae",NA,NA,NA,NA,NA
"69","2019-08-27 13:28:25-03","IAP","PACA-AGP","38320","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Emrich-Rambo","1954","05","01","Rambo, B.",NA,"1948","11","24","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,NA,"EM PERIGO Habitat: In silva umbrosa humida. Fenofase: fruto","PACA038320",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,"7214","auto","Magnoliatae",NA,NA,NA,NA,NA
"70","2019-08-27 13:28:25-03","IAP","PACA-AGP","40603","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Emrich-Rambo","1954","05","01","Rambo, B.",NA,"1949","03","23","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,NA,"EM PERIGO Habitat: In silva umbrosa humida. Fenofase: fruto","PACA040603",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,"7214","auto","Magnoliatae",NA,NA,NA,NA,NA
"71","2019-08-27 13:28:25-03","IAP","PACA-AGP","41631","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Emrich-Rambo","1954","05","01","Rambo, B.",NA,"1949","05","18","Brasil","RS","Esteio","-51.17919921875","-29.861400604248",NA,NA,NA,NA,"EM PERIGO Habitat: In silva umbrosa humida. Fenofase: fruto","PACA041631",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,"7214","auto","Magnoliatae",NA,NA,NA,NA,NA
"72","2019-08-27 13:28:25-03","IAP","PACA-AGP","46978","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Emrich-Rambo","1954","05","01","Rambo, B.",NA,"1950","05","01","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"EM PERIGO Habitat: In silva umbrosa humida. Fenofase: fruto","PACA046978",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA
"73","2019-08-27 13:28:25-03","IAP","PACA-AGP","107570","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","M.S. Marchioretto","2013","04",NA,"Sehnem, A.","5589","1951","01","17","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"5","5","Habitat: herba in silva","PACA107570",NA,"Lagoa.","Magnoliophyta","Caryophyllales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA
"74","2019-08-27 13:28:25-03","IAP","PACA-AGP","41822","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Emrich-Rambo","1954","05","01","Rambo, B.",NA,"1949","06","03","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"bestimmung sicher, 01.05.1954; fr. SEM MATERIAL&nf;EM PERIGO Habitat: in silva umbrosa humida","PACA041822",NA,"Canoas","Magnoliophyta","Caryophyllales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"75","2019-08-27 13:28:25-03","IAP","PACA-AGP","31573","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Emrich-Rambo","1954","05","01","Rambo, B.",NA,"1946","02","04","Brasil","SC","Sombrio","-49.61669921875","-29.113899230957",NA,NA,NA,NA,"EM PERIGO Habitat: In silva umbrosa subpaludosa. Fenofase: flor e fruto","PACA031573",NA,NA,"Magnoliophyta","Caryophyllales",NA,NA,"16515","auto","Magnoliatae",NA,NA,NA,NA,NA
"76","2019-08-27 13:28:25-03","IAP","PACA-AGP","118189","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Marchioretto, M.S.","2018","08",NA,"Casella, C.E.","1","2017","05","16","Brasil","SP","Apiaí","-48.8400001525879","-24.5",NA,NA,"739","739","(cont) envolto por flresta ombrofila densa e áreas de mienração abandonada&nf;arbusto tericola, base de afloramento calcario, floresta ombrofila densa, flor alva, frutos imaturos verdes&nf;hrcb 64560&nf;gps: y7294292 s; 0737357 w Habitat: M","PACA118189",NA,"bairro do caximba, limite da propriedade da purical com petar","Magnoliophyta","Caryophyllales",NA,NA,"37738","auto","Magnoliatae",NA,NA,NA,NA,NA
"77","2019-11-21 14:29:58-03","UFJF","CESJ","47396","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","M.S.Marchioretto","2007","06",NA,"K. Antunes; M. Sobral; N.L. Abreu; L. Menini Neto; P.L. Viana; F.S. Souza","214","2006","04","17","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Erva em local com muita umidade e pouca luminosidade. Cálice creme. Frutos negros em frutificação, muito frequente na área","CESJ047396","CESJ047396","Serra Negra, Funil, mata do terreno da Dona Lúcia","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"78","2020-07-02 18:50:54-03","UFJF","CESJ","43587","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","V.C. Souza","2003","04","19","C. Urbanetz; et al.","74","2003","04","19","Brasil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Erva de 20-30 cm com frutos maduros verdes.","CESJ043587","CESJ043587","Parque Estadual Intervales, trilha saindo 500 m antes da sede do Núcleo Barra Grande em direção á E.E.Xituê. 790 m de altitude. Vegetação bem conservada de floresta Ombrófila Densa Montana, com escorregamentos naturais e com exploração de palmito. 24°18'","Angiosperma",NA,"América do Sul",NA,"25028","auto",NA,NA,NA,NA,NA,NA
"79","2019-11-21 14:29:58-03","UFJF","CESJ","12202","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"L. Krieger; U.C. Câmara","CESJ12202","1972","07","11","Brasil","Amazonas","Tefé","-64.7114028930664","-3.35417008399963",NA,NA,NA,NA,"Cipó, na mata alagada. Flores brancas. Folhas um pouco carnosas. Caule e pedúnculos avermelhados.","CESJ012202","CESJ012202",NA,"Angiosperma",NA,"América do Sul",NA,"340205","auto",NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:29:58-03","UFJF","CESJ","53389","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","L. Menini Neto","2009","06","19","J.H.C. Ribeiro; F.R.G. Salimena; L. Menini Neto; P.H. Nobre","92","2009","04","19","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Herbácea, 0,3 m altura, no interiror de floresta de grota. Frutos deiscentes com sementes pretas.","CESJ053389","CESJ053389","Serra Negra, Cânion do Funil.","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"81","2019-11-21 14:29:58-03","UFJF","CESJ","48546","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","M.S.Marchioretto","2007","06",NA,"C.N. Matozinhos; L. Menini Neto; N.L. Abreu; T.Trindade; E.A. Feliciano; P.L. Viana","311","2007","01","27","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Erva em interior de mata. Frutos verdes.","CESJ048546","CESJ048546","Serra Negra, Interior do cânion.","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:29:58-03","UFJF","CESJ","42254","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","C.N. Matozinhos","2007","08",NA,"F.R.G. Salimena; K. Antunes; C.N. Matozinhos; O.J. Bastos Neto; P.H. Nobre","1278","2004","05","21","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Erva, solo úmido, no interior do cânion, na floresta (sumidouro). Frutos verdes.","CESJ042254","CESJ042254","Serra Negra, Vilarejo do Funil.","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"83","2021-04-07 11:40:36-03","UFMS","CGMS","75517","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"A.C. Cervi","2651","1989","03","28","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Flor creme. Frutos verdes. UPCB 16794. Habitat: Em picada no interior da mata. Habito: Erva.","CGMS1108471",NA,"Estrada da Graciosa - Serra do Mar.",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"84","2021-04-07 11:40:36-03","UFMS","CGMS","75516","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","O.A. Guimarães","2002","09","19","A.C. Cervi; Jerth & Javier Casas","2097","1982","11","30","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"UPCB 12698.","CGMS1108470",NA,"Serra da Graciosa.",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"85","2019-08-20 10:02:18-03","UNICAMP","UEC","142763","S","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Rodrigues, RR; Souza, VC",NA,NA,NA,"Oriani, A; Souza, VC; Muniz, MRA; Miachir, JIN; Carvalho, MLS; Korman, V","635","2005","03","28","Brazil","São Paulo","Eldorado","-48.469444","-24.6175","-48.469444","-24.6175",NA,NA,"Erva, material vegetativo.","UEC066497","UEC066497","Parque Estadual de Jacupiranga, Núcleo caverna do Diabo. Trilha Vale das Ostras, Rio das Ostras. Floresta Ombrófila Densa Baixo Montanta Ribeirinha muito Degradada.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:21:15-03","UNICAMP","UEC","134758","S","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Souza, VC",NA,NA,NA,"Urbanetz, C; Muniz, MRA; Harder, ICF; Destro, GFG; Moreira-Coneglian, IR;","74","2003","04","19","Brazil","São Paulo","Ribeirão Grande","-48.35","-24.3","-48.35","-24.3","790","790","Erva de 20-30cm com frutos maduros verdes.; Vegetação bem conservada de Floresta Ombrófila Densa Montana com escorregamentos naturais e com exploração de palmito.","UEC066495","UEC066495","Parque Estadual Intervales, Trilha saindo 500m antes da sede do Núcleo Barra Grande em direção à E.E. Xituê.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:02:18-03","UNICAMP","UEC","144319","S","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"Destefani, ACC; Jacovac, ACC; Campos-Filho, EM; Lima, RAF; Vosgueritchian, SB","63","2005","03","23","Brazil","São Paulo","Eldorado","-48.400278","-24.6525","-48.400278","-24.6525","400","400","Erva com pecíolos avermelhados.","UEC066499","UEC066499","Parque Estadual de Jacupiranga","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-08-20 10:02:18-03","UNICAMP","UEC","146580","S","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Arzolla, FARDP","2007","02","08","Arzolla, FARDP; Santos, JR; Vilela, FESP; Paula, GCR; Nunes, CS; Gregorato, V","1042","2006","12","27","Brazil","São Paulo","São Paulo","-46.634444","-23.446111","-46.634444","-23.446111",NA,NA,"Planta herbácea, com flores róseas.","UEC066500","UEC066500","Parque Estadual da Cantareira, Proximidades da administração. Floresta ombrófila densa montana, área de clareira.","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-20 10:02:18-03","UNICAMP","UEC","91272","S","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,NA,NA,NA,"Franciosi, ERN; Bertani, DF; Yamamoto, LF; Albuquerque, LB; Rodrigues, RR; Souza, VC; Tamashiro","1","1996","12","14","Brazil","São Paulo","Cunha","-45.388889","-23.256944","-45.388889","-23.256944",NA,NA,"flor, Arbusto de 0,6 m de altura. Floresta Ombrófila Densa Montana, interior da mata. Bacia Experimental A.","UEC066498","UEC066498","Parque Estadual da Serra do Mar - Núcleo","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-20 10:02:18-03","UNICAMP","UEC","110053","S","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Hatschbach, G","1999","06",NA,"Kozera, C; Dittrich, VAO","911","1999","01","23","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"flor, Herbácea ereta com ca. 40 cm. Flores brancas. Sub-bosque. Floresta ombrófila densa de Encosta.","UEC066496","UEC066496","Parque Estadual Pico do Marumbi.","Magnoliopsida",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"91","2020-06-22 15:16:51-03","UNICAMP","UEC","91261","S","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.",NA,"2020",NA,NA,"Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","799","1996","12","12","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"fruto, Erva de 1 m de altura; flores alvas, frutos verdes.","UEC080184","UEC080184","Parque Estadual da Serra do Mar - Núcleo","Magnoliopsida",NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"92","2020-10-14 09:58:01-03","FURB","FURB","38968","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Funez, L.A.","2016","11","22","Funez, L.A.","804","2012","08","18","Brasil","Santa Catarina","Rodeio","-49.4013889","-26.8758334","-49.4013889","-26.8758334","770","770",NA,"FURB14136","FURB14136","Eremitério Frei Egídio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-08 08:48:43-03","FURB","FURB","12838","PreservedSpecimen","Plantae","Amaranthaceae","Celosia","grandifolia","Celosia grandifolia","Moq.","Oliveira, AA de","2011","02","02","Beckhauser, T.A.; Piaz, G.K.","28","2006","05","31","Brasil","Santa Catarina","Blumenau","-49.1163889","-26.9036111","-49.1163889","-26.9036111",NA,NA,NA,"FURB00440","FURB00440 FURB00440_1","A.D. Hering, Velha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
