"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","minimumElevationInMeters","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","typeStatus","infraspecificEpithet","sex"
"45","2020-09-02 16:25:30-03","Cenargen","CEN","74186","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4739","1996","12","03",NA,"Brasil","MS","RIO BRILHANTE","Exatos 33 km a NW de rio Brilhante, ao longo da rodovia BR - 267 rumo a Maracajú.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase imperceptível. Folhas com sinais de ataque de insetos, apresentando Papilas infundibuliformes. Planta toda pubescente, exceto o fruto, que é glabro. Os raros campos limpos como este não mostram o Manihot na pastagem. Os indivíduos encontrados junto à cerca, com pragas (ervas daninhas) e algumas gramíneas ao redor, mostravam marcas de pastejo. Melhores materiais (3 botões, 3 brácteas, 3 frutos). Postos no vidro com álcool 70%.","CEN00074186","CEN00074186",NA,"1996","12",NA,NA,"65544","auto",NA,"2","405","-5493333.0","-2163333.0","405",NA,NA,NA
"46","2020-09-02 16:25:30-03","Cenargen","CEN","74184","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4737","1996","12","03",NA,"Brasil","MS","RIO BRILHANTE","Exatos 33 km a NW de rio Brilhante, ao longo da rodovia BR - 267 rumo a Maracajú.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase imperceptível. Folhas com sinais de ataque de insetos, apresentando Papilas infundibuliformes. Planta toda pubescente, exceto o fruto, que é glabro. Os raros campos limpos como este não mostram o Manihot na pastagem. Os indivíduos encontrados junto à cerca, com pragas (ervas daninhas) e algumas gramíneas ao redor, mostravam marcas de pastejo. Melhores materiais (3 botões, 3 brácteas, 3 frutos). Postos no vidro com álcool 70%.","CEN00074184","CEN00074184",NA,NA,NA,NA,NA,"65544","auto",NA,"2","405","-5493333.0","-2163333.0","405",NA,NA,NA
"47","2020-09-02 16:25:30-03","Cenargen","CEN","74185","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4738","1996","12","03",NA,"Brasil","MS","RIO BRILHANTE","Exatos 33 km a NW de rio Brilhante, ao longo da rodovia BR - 267 rumo a Maracajú.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase imperceptível. Folhas com sinais de ataque de insetos, apresentando Papilas infundibuliformes. Planta toda pubescente, exceto o fruto, que é glabro. Os raros campos limpos como este não mostram o Manihot na pastagem. Os indivíduos encontrados junto à cerca, com pragas (ervas daninhas) e algumas gramíneas ao redor, mostravam marcas de pastejo. Melhores materiais (3 botões, 3 brácteas, 3 frutos). Postos no vidro com álcool 70%.","CEN00074185","CEN00074185",NA,"1996","12",NA,NA,"65544","auto",NA,"2","405","-5493333.0","-2163333.0","405",NA,NA,NA
"48","2020-09-02 16:25:30-03","Cenargen","CEN","74187","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Antônio Costa Allem","4740","1996","12","03",NA,"Brasil","MS","RIO BRILHANTE","Exatos 33 km a NW de rio Brilhante, ao longo da rodovia BR - 267 rumo a Maracajú.","-54.5463981628418","-21.8019008636475","Exsicatas","Erva pubescente, adpressa ao solo com ramos de 30 cm longos brotando de caule lenhoso curto. Botões florais masculinos tubulares. Brácteas florais semifoliáceas, ciliadas. Fruto jovem, glabro, liso, cilíndrico. Planta quase imperceptível. Folhas com sinais de ataque de insetos, apresentando Papilas infundibuliformes. Planta toda pubescente, exceto o fruto, que é glabro. Os raros campos limpos como este não mostram o Manihot na pastagem. Os indivíduos encontrados junto à cerca, com pragas (ervas daninhas) e algumas gramíneas ao redor, mostravam marcas de pastejo. Melhores materiais (3 botões, 3 brácteas, 3 frutos). Postos no vidro com álcool 70%.","CEN00074187","CEN00074187",NA,"1996","12",NA,NA,"65544","auto",NA,"2","405","-5493333.0","-2163333.0","405",NA,NA,NA
"49","2020-09-02 16:25:25-03","Cenargen","CEN","23481","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","A. C. Allem","Gert Guenther Hatschbach","63387","1995","10","15",NA,"Brasil","MS","RIO BRILHANTE","Rod. Rio Brilhante a Maracaju, km 320.","-54.5463981628418","-21.8019008636475","Exsicatas","Flor creme pálido, exterior levemente vinoso, anteras creme. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00023481","CEN00023481",NA,"1996","03",NA,NA,"65544","auto",NA,"1",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 18:27:14-03","USP","SPF","83203","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","affinis","Manihot affinis","Pax & K.Hoffm.","Orlandini, P","Loefgren, A","CGG2084","1893","01","09",NA,"Brasil","São Paulo","Franca",NA,"-47.4000015258789","-20.5300006866455",NA,"Cerrado.","SPF00083203",NA,NA,"2012","01",NA,NA,"27521","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-02-03 14:46:01-03","USP","SPF","83204","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","affinis","Manihot affinis","Pax & K.Hoffm.","Pax, FA","Loefgren, A","CGG5969","1899","11",NA,NA,"Brasil","São Paulo","Paranapanema",NA,"-48.7200012207031","-23.3799991607666",NA,NA,"SPF00083204",NA,NA,NA,NA,NA,NA,"29740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 18:27:14-03","USP","SPF","83183","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","Macedo, A","Macedo, A","4390","1956","02","17",NA,"Brasil","Goiás","Corumbá de Goiás","Serra dos Pireneus, Pirineus. Prostrada da várzea.","-48.8086013793945","-15.9236001968384",NA,"Flores amarelas.","SPF00083183",NA,NA,NA,NA,NA,NA,"41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 18:27:14-03","USP","SPF","83186","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","Martins, M","Macedo, A","3142","1951","02","10",NA,"Brasil","Minas Gerais","Araxá","Barreiro.","-46.940601348877","-19.5932998657227",NA,"Prostrada do campo. Amarelas.","SPF00083186",NA,NA,"2015","08",NA,NA,"29994","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:31:18-03","UEFS","HUEFS","164164","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","M.Martins","Souza, V.C.","21241","1998","09","07",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada entre Delfinópolis e o Parque Nacional da Serra da Canastra , cerca de 5 km antes da entrada do Parque.","-47.018889","-20.102222",NA,"área de plantação de pinus ( originalmente cerrado)","HUEFS0164164",NA,"Rosanae","2012","05",NA,NA,NA,NA,NA,NA,NA,"47W1'8''","20S6'8''",NA,NA,NA,NA
"55","2019-10-07 09:31:18-03","UEFS","HUEFS","176986","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.",NA,"Allem, A.C.","4777","1998","11","11",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","32,5 Km a NW de Rio Brilhante ao longo da Rodovia BR - 267 rumo a Maracaju.","-54.933333","-21.633333",NA,"Campo limpo de grama batatais (Paspalum notatum).","HUEFS0176986","HUEFS0176986","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,"350","54W56'0''","21S38'0''","350",NA,NA,NA
"56","2019-10-07 09:31:18-03","UEFS","HUEFS","176990","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.",NA,"Allem, A.C.","4736","1996","12","03",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Exatos 33 Km a NW de rio Brilhante, ao longo da rodovia BR - 267 rumo a Maracajú. Ocorre em frente a placa Km 320, no barranco, junto as estacas da cerca.","-54.933333","-21.633333",NA,"Campo limpo com presença de Paspalum notatum.","HUEFS0176990","HUEFS0176990","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA,"405","54W56'0''","21S38'0''","405",NA,NA,NA
"57","2019-10-07 09:31:18-03","UEFS","HUEFS","16646","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.",NA,"Hatschbach, G.","45630","1982","10","12",NA,"Brasil","Minas Gerais","Perdizes",NA,"-47.2928009033203","-19.3528003692627",NA,NA,"HUEFS0016646","HUEFS0016646","Rosanae",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-09-04 18:55:46-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans",NA,NA,"L. Riedel","476",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"59","2019-07-09 13:26:09-03","F","FMNH-SEEDPLANTS","V0232432F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens",NA,NA,"E. Hassler","4984",NA,"10",NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,"V0232432F","V0232432F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-07-09 13:26:09-03","F","FMNH-SEEDPLANTS","V0232433F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens",NA,"RRC ID Flag","E. Hassler","4441",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,NA,"-55.25","-24.25",NA,NA,"V0232433F","V0232433F_01 V0232433F_02","Dicotyledoneae",NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-05-06 11:55:42-03","UFU","HUFU","34713","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3688","2003","10","25",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para Casinha Branca, Condomínio de Pedras.","-46.8539009094238","-20.343900680542",NA,"Subarbusto ca. de 1 m. Cálice avermelhado, corola e estames avermelhados, corola e estames creme.; Campo rupestre.","HUFU00050173","HUFU00050173",NA,"2015","11","30",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-05-06 11:55:42-03","UFU","HUFU","28608","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Volpi, R.L.; Romero, R.; Pacheco, R.A. & Nakajima, J.N.","195","2002","10","08",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para Casinha Branca, Sete Cidades.","-46.8539009094238","-20.343900680542",NA,"Subarbusto 0,4 m. Brácteas esverdeadas, estames cremes, pistilo verde.; Campo rupestre com cerrado rupestre.","HUFU00050175","HUFU00050175",NA,"2015","11","30",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-05-06 11:55:42-03","UFU","HUFU","35804","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Romero, R.; Nakajima, J.N.; Hattori, E.K.O.; Santos, A.P.M.; Volpi, R.L. & Pacheco, R.A.","7001","2003","11","28",NA,"Brasil","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Condomínio de Pedras.","-46.8539009094238","-20.343900680542",NA,"Subarbusto 0,6 m. Cálice verde-vináceo, estames e estiletes cremes.; Campo rupestre.","HUFU00050172","HUFU00050172",NA,"2015","11","30",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-05-06 11:55:42-03","UFU","HUFU","29528","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Volpi, R.L.; Pacheco, R.A.; Nakajima, J.N. & Silva, S.M.","410","2002","12","05",NA,"Brasil","Minas Gerais","Delfinópolis","Trilha Escada de Pedras","-46.8539009094238","-20.343900680542",NA,"Herbácea 0,6 m. Cálice esverdeado, ápice creme e estames creme.; Cerrado rupestre.","HUFU00050171","HUFU00050171",NA,"2015","11","30",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-05-06 11:55:42-03","UFU","HUFU","30552","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","337","2002","11","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,45m. Tépalas vermelhas, estames creme.; Campo rupestre.","HUFU00050167","HUFU00050167",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-05-06 11:55:42-03","UFU","HUFU","6512","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Romero, R.; et al.","1259","1994","10","14",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Área de reflorestamento fora do Parque.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,40m. Corola vinho internamente creme.","HUFU00050163","HUFU00050163",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-05-06 11:55:42-03","UFU","HUFU","16284","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Roque, N.","4681","1997","10","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Garagem das Pedras, descida para o vale dos Cândidos.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,4m. Cálice verde, frutos verdes e nervuras brancas.; Cerrado em afloramento rochoso.","HUFU00050166","HUFU00050166",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-05-06 11:55:42-03","UFU","HUFU","10226","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Nakajima, J.N.; Romero, R.; Klein, V.L.G. & Alcantara, M.B.","1401","1995","09","29",NA,"Brasil","Minas Gerais","São Roque de Minas","Trilha para a parte de baixo da Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo prostrado. Cálice esverdeado, estrias vinho. Filetes alvos. Anteras amarelas.; Campo rupestre.","HUFU00050168","HUFU00050168",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-05-06 11:55:42-03","UFU","HUFU","34916","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3620","2003","10","23",NA,"Brasil","Minas Gerais","Delfinópolis","Paraíso Perdido, Cachoeira Lambaris, fazenda Zé Antunes.","-46.8539009094238","-20.343900680542",NA,"Herbácea prostrada. Cálice esverdeado, estames creme.; Borda de mata.","HUFU00050174","HUFU00050174",NA,"2015","11","30",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:55:42-03","UFU","HUFU","10773","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Romero, R.; Nakajima, J.N.; Chautems, A. & Peixoto, M.","3305","1996","01","13",NA,"Brasil","Minas Gerais","São Roque de Minas","Cachoeira Casca D'Anta, Trilha da cachoeira.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,6m. Cálice esverdeado e estames creme.; Mata na beira do rio São Francisco.","HUFU00050164","HUFU00050164",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-05-06 11:55:42-03","UFU","HUFU","16348","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Roque, N.","4631","1997","10","14",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a Serra da Chapada.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,4m. Cálice externamente verde a vinho, internamente creme. Anteras creme.; Campo rupestre, beira do córrego.","HUFU00050169","HUFU00050169",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-05-06 11:55:42-03","UFU","HUFU","13906","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Romero, R.; Nakajima, J.N.; Furlan, A. & Farinaccio, M.A.","3915","1997","02","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha para a parte de baixo da cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,5m. Cálice esverdeado. Frutos esverdeados.; Borda de mata de encosta.","HUFU00050165","HUFU00050165",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-05-06 11:55:42-03","UFU","HUFU","24033","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Mull. Arg.","Mendoza, M.","Farinaccio, M.A.; Mello-Silva, R. & Costa, F.N.","395","1999","09","30",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha para a parte inferior da Cachoeira Casca D'Anta, partindo do alto da serra.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto decumbente. Flores de cálice verde com estrias vináceas, ovário creme, estilete e estames esverdeados.","HUFU00050170","HUFU00050170",NA,"2015","11","30",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-05-06 11:55:43-03","UFU","HUFU","1846","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","Mendoza, M.","Araújo, G.M.","s.n.","1988","12","20",NA,"Brasil","Minas Gerais","Uberaba","Fazenda Van Ass, Nascente do Rio Uberabinha.","-47.9319000244141","-19.7483005523682",NA,"Herbáceo.; Campo de murundum.","HUFU00006687","HUFU00006687",NA,"2015","11","30",NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:09:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Manihot","elegans","Manihot elegans","Müll.Arg.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis prov. Minas Geraës",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:09:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,",,in Brasilia meridonali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:04:23-03","IBt","SP","31447","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","affinis","Manihot affinis","Pax & K.Hoffm.","Rogers, DJ; Appan, SG","Loefgren, A","CGG5969","1899","11",NA,NA,"Brasil","São Paulo","Paranapanema",NA,"-48.7200012207031","-23.3799991607666",NA,NA,"SP000704","SP000704",NA,"1971","06",NA,NA,"29740","auto",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA
"78","2019-11-21 10:04:23-03","IBt","SP","68453","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","Rogers, DJ; Appan, SG","Macedo, A","3142","1951","02","10",NA,"Brasil","Minas Gerais","Araxá","Barreira","-46.940601348877","-19.5932998657227",NA,NA,NA,NA,NA,"1971","06",NA,NA,"29994","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:04:23-03","IBt","SP","31465","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll.Arg.","Rogers, DJ; Appan, SG","Loefgren, A; Edwall, G","CGG2084","1893","01","09",NA,"Brasil","São Paulo","Franca",NA,"-47.4000015258789","-20.5300006866455",NA,NA,"SP006029","SP006029",NA,"1971","06",NA,NA,"27521","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-10-03 23:54:20-03","UM","RECOLNAT_UM_MPU","MPU014914","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens grandifolia","Chodat & Hassl.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary",NA,NA,"hb","Double de P00712246 et P00712247 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014914' target='other'> <mi>dwc_moreinfo</mi></a>","MPU014914",NA,NA,NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,"isotype","grandifolia",NA
"81","2015-10-03 23:54:20-03","UM","RECOLNAT_UM_MPU","MPU014914","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens grandifolia","Chodat & Hassl.",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Iter ad 'Yerbales' montium 'Sierra de Maracayú' : In regione fluminis Capibary",NA,NA,"hb","Double de P00712246 et P00712247 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu014914' target='other'> <mi>dwc_moreinfo</mi></a>","MPU014914",NA,NA,NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,"isotype","grandifolia",NA
"82","2010-08-16 16:39:01-03","GH","HU-HERB","GH 00048435","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens grandifolia","Chodat & Hassler",NA,"E. Hassler","4441",NA,NA,NA,"South America","Paraguay",NA,NA,"Iter ad Yerbales montium Sierra de Maracayú; in regione fluminis Capibary",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,"Isotype","grandifolia","undetermined"
"83","2010-08-16 16:39:01-03","GH","HU-HERB","GH 00048435","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens grandifolia","Chodat & Hassler",NA,"E. Hassler","4441",NA,NA,NA,"South America","Paraguay",NA,NA,"Iter ad Yerbales montium Sierra de Maracayú; in regione fluminis Capibary",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA,NA,NA,"Isotype","grandifolia","undetermined"
"84","2014-09-23 10:57:33-03","G","G","G00441915","S","Plantae",NA,NA,"Euphorbiaceae","Manihot","procumbens","Manihot procumbens","Müll. Arg.","Allem, A. C.","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00441915",NA,NA,"1983","01","01",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,"SYNTYPUS of Manihot procumbens Müll. Arg.",NA,NA
