"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"168","2021-03-30 12:44:11-03","EAO","IAN","172565","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Andrade, ACS; Venturieri, GC","125","2000","10","13","Southern America","Brasil",NA,NA,"Erva; flor rósea.","IAN172565","Dicotiledônea",NA,"L.","Pará","Bragança",NA,"-46.7655982971191","-1.05360996723175",NA,NA,NA,NA,NA,"56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-30 12:44:11-03","EAO","IAN","185132","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Nascimento, MP do; Oliveira, JCL de; Freitas, JC; Xavier-Júnior, SR","429","2009","10","27","Southern America","Brasil",NA,NA,"Erva com flor rosa com botões florais verdes.","IAN185132","Dicotiledônea",NA,"L.","Pará","Igarapé-Açu","Estrada Velha de Cafezal","-47.6199989318848","-1.12889003753662",NA,NA,NA,NA,"Nascimento, MP do","29938","auto",NA,NA,"2009","10","28",NA,NA,NA,NA,NA,NA
"170","2021-03-30 12:44:11-03","EAO","IAN","162279","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Marinho, LR","06","1988","06","17","Southern America","Brasil",NA,NA,"Arbusto de 1m com flor rosea.","IAN162279","Dicotiledônea",NA,"L.","Pará","Marabá","Quadra da Castanha nas parcelas do Experimento do Dr. Mario Dantas. Floresta Rio Doce. Parcela 01, subparcela 03 (nº1A).","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-30 12:44:11-03","EAO","IAN","179750","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Carmo, NAS do; Nascimento, MP do; Melo, ATS de; Oliveira, JCL de","68","2004","04","28","Southern America","Brasil",NA,NA,"Arbusto de 3 m alt.; flores cálice verde e corola rosa, parte interna rosa escuro; botões florais pequenos de cor verde; frutos carnosos de cor verde com pêlos grossos.","IAN179750","Dicotiledônea",NA,"L.","Pará","Moju","Campo Experimental da Embrapa Amazonia Oriental, PA 150 Km 34.","-48.7689018249512","-1.88389003276825",NA,NA,NA,NA,"Cordeiro, MR","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-30 12:44:11-03","EAO","IAN","196603","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Boelter, CR","623","2017","07","10","Southern America","Brasil",NA,NA,"Crescendo no Campo.","IAN196603","Dicotiledônea",NA,"L.","Pará","Portel",NA,"-50.8210983276367","-1.93555998802185",NA,NA,NA,NA,NA,"184936","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-30 12:44:11-03","EAO","IAN","168271","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Rodrigues, ST; Souza Filho, AP de","212","1997","09","30","Southern America","Brasil",NA,NA,"Arbusto; flores roseas.","IAN168271","Dicotiledônea",NA,"L.","Pará","Terra Alta","Fazenda Belém.","-47.9075012207031","-1.04111003875732",NA,NA,NA,NA,NA,"17591","auto",NA,NA,"1997","10",NA,NA,NA,NA,NA,NA,NA
"174","2021-03-30 12:44:11-03","EAO","IAN","36480","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Fróes, RL","23225","1948","04","22","Southern America","Brasil",NA,NA,NA,"IAN036480","Dicotiledônea",NA,"L.","Roraima","Caracaraí","Secondary forest.","-61.128101348877","1.81611001491547","IAN036480 IAN036480_e","reticulata",NA,NA,"Monteiro, H","365858","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"175","2021-03-30 12:44:11-03","EAO","IAN","35410","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Santoro, J","510","1936","05","04","Southern America","Brasil",NA,NA,"Arbusto.","IAN035410","Dicotiledônea",NA,"L.","São Paulo","Campinas","Av. Brasil.","-47.060001373291","-22.8999996185303","IAN035410 IAN035410_e","americana",NA,NA,"Monteiro, H","23900","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"176","2021-03-30 12:44:11-03","EAO","IAN","37308","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Santoro, J","9302","1948","05","13","Southern America","Brasil",NA,NA,"Arbusto.","IAN037308","Dicotiledônea",NA,"L.","São Paulo","Campinas","Campo Experimental Instituto.","-47.060001373291","-22.8999996185303","IAN037308 IAN037308_e","americana",NA,NA,"Monteiro, H","23900","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"177","2021-03-30 12:44:11-03","EAO","IAN","11774","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Ducke, A","7518","1942","07","06","Southern America","Brasil",NA,NA,"Common weed around Belém, 6 ft high; flowers pink, closing at noon. Produces fiber, used locally to make sacks.","IAN011774","Dicotiledônea",NA,"L.","Pará",NA,NA,NA,NA,"IAN011774 IAN011774_e","americana",NA,NA,"Monteiro, H",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"178","2021-03-30 12:44:11-03","EAO","IAN","33129","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Black, GA","2392","1948","03","29","Southern America","Brasil",NA,NA,"Arbustivo (herbáceo); flores roseas; planta muito robusta, espalhando-se muito. Fruto carrapicho.","IAN033129","Dicotiledônea",NA,"L.","Pará","Nhangapi","Entre Rio Nengapi e Rio Iteua, capoeira.",NA,NA,"IAN033129 IAN033129_e","americana",NA,NA,"Monteiro, H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-30 12:44:11-03","EAO","IAN","48790","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Costa, M da","06","1931","08",NA,"Southern America","Brasil",NA,NA,"Shrub.","IAN048790","Dicotiledônea",NA,"L.",NA,NA,"Region Boa Vista.",NA,NA,NA,"americana",NA,NA,"Monteiro, H",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"180","2021-03-30 12:44:11-03","EAO","IAN","54233","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Black, GA; Engelhard, F","8909","1950","02","20","Southern America","Brasil",NA,NA,"Perene; flor rosea.","IAN054233","Dicotiledônea",NA,"L.","Pará",NA,"Ilha do Marajó, fazenda Menino Deus, Rio Paracauary, campo.",NA,NA,NA,"americana",NA,NA,"Monteiro, H",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"181","2021-03-30 12:44:11-03","EAO","IAN","79243","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Sobrinho, V; Pickel, BJ","137","1936","04","18","Southern America","Brasil",NA,NA,"Indústria textil; fibras da casca; de ótinmos resultados na fabricação de sacos, substituindo perfeitamente a juta. Floração: flor roxa; anthese pela manhã.","IAN079243","Dicotiledônea",NA,"L.","Pernambuco",NA,"Capoeira; sem predileção por terreno.",NA,NA,NA,"americana",NA,NA,"Monteiro, H",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"182","2021-03-30 12:44:11-03","EAO","IAN","13603","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Silva, MB da","173","1943","11",NA,"Southern America","Brasil",NA,NA,"Shrub. Gunny sacks made locally from bark fiber.","IAN013603","Dicotiledônea",NA,"L.","Pará","Belém","4-6 km NW of IAN, near São Joaquim.","-48.5043983459473","-1.4558299779892","IAN013603 IAN013603_e","americana",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"183","2021-03-30 12:44:11-03","EAO","IAN","56791","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Black, GA; Ledoux, PVD","10139","1950","08","27","Southern America","Brasil",NA,NA,"Perene; flor rosea.","IAN056791","Dicotiledônea",NA,"L.","Pará","Belém","Capoeira 157 L. IAN.","-48.5043983459473","-1.4558299779892",NA,"americana",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"184","2021-03-30 12:44:11-03","EAO","IAN","73680","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Lima, RP de","127","1951","11",NA,"Southern America","Brasil",NA,NA,NA,"IAN073680","Dicotiledônea",NA,"L.","Pará","Belém","Capoeira do IAN.","-48.5043983459473","-1.4558299779892",NA,"americana",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"185","2021-03-30 12:44:11-03","EAO","IAN","13118","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Silva, A da","14","1944","01","12","Southern America","Brasil",NA,NA,"Flower reddiash.","IAN013118","Dicotiledônea",NA,"L.","Pará","Belém","On lands of IAN, 1 km N of administration Building.","-48.5043983459473","-1.4558299779892","IAN013118 IAN013118_e","americana",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"186","2021-03-30 12:44:11-03","EAO","IAN","35410","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Santoro, J","510","1936","05","04","Southern America","Brasil",NA,NA,"Arbusto.","IAN035410","Dicotiledônea",NA,"L.","São Paulo","Campinas","Av. Brasil.","-47.060001373291","-22.8999996185303","IAN035410 IAN035410_e","americana",NA,NA,"Monteiro, H","23900","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"187","2021-03-30 12:44:11-03","EAO","IAN","37308","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata americana","Santoro, J","9302","1948","05","13","Southern America","Brasil",NA,NA,"Arbusto.","IAN037308","Dicotiledônea",NA,"L.","São Paulo","Campinas","Campo Experimental Instituto.","-47.060001373291","-22.8999996185303","IAN037308 IAN037308_e","americana",NA,NA,"Monteiro, H","23900","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"188","2021-03-30 12:44:11-03","EAO","IAN","133976","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Silva, NT da","2110","1969","06","04","Southern America","Brasil",NA,NA,"Arbusto de 1m; flor amarela.","IAN133976","Dicotiledônea",NA,"L.","Pará",NA,"Estrada entre Bandeira e Pilão, km 39, margem do Igarapé Bandeira. Mata de várzea. Capoeira.",NA,NA,NA,"reticulata",NA,NA,"Silva, NT da",NA,NA,NA,NA,"1971","10",NA,NA,NA,NA,NA,NA,NA
"189","2021-03-30 12:44:11-03","EAO","IAN","64098","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Fróes, RL","27072","1951","05","14","Southern America","Brasil",NA,NA,"Arbusto de 1 metro; flores roseas.","IAN064098","Dicotiledônea",NA,"L.","Pará",NA,"Baixo Rio Tocantins; ao lado da margem do rio.",NA,NA,"IAN064098 IAN064098_e","reticulata",NA,NA,"Monteiro, H",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"190","2021-03-30 12:44:11-03","EAO","IAN","68792","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Louis, J","11608","1938","10","03",NA,"Congo Bélgica",NA,NA,NA,"IAN068792","Dicotiledônea",NA,"L.",NA,NA,"Jangambi.",NA,NA,NA,"reticulata",NA,NA,"Monteiro, H",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"191","2021-03-30 12:44:11-03","EAO","IAN","93009","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Pickel, BJ","326","1916","06",NA,"Southern America","Brasil",NA,NA,NA,"IAN093009","Dicotiledônea",NA,"L.","Pernambuco",NA,"Prazeres. Valas dos Caminhos.",NA,NA,NA,"reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-30 12:44:11-03","EAO","IAN","13437","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Silva, MB da","126","1942","10","01","Southern America","Brasil",NA,NA,"Shrub, in open places. Flowers cream. Fiber used to make rope. Extracted by cutting stems. Clearing off leaves and placing in water for eight days to ret. Then pulp is cleaned from the fiber.&nf;(Planta silvestre. Arbusto de lugares de c","IAN013437","Dicotiledônea",NA,"L.","Pará","Belém","5 km NW od IAN. Near São Joaquim.","-48.5043983459473","-1.4558299779892","IAN013437 IAN013437_e IAN013437_e1","reticulata",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"193","2021-03-30 12:44:11-03","EAO","IAN","13438","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Silva, MB da","126","1942","10","01","Southern America","Brasil",NA,NA,"Shrub, in open places. Flowers cream. Fiber used to make rope. Extracted by cutting stems. Clearing off leaves and placing in water for eight days to ret. Then pulp is cleaned from the fiber.&nf;(Planta silvestre. Arbusto de lugares de c","IAN013438","Dicotiledônea",NA,"L.","Pará","Belém","5 km NW od IAN. Near São Joaquim.","-48.5043983459473","-1.4558299779892","IAN013438 IAN013438_e","reticulata",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"194","2021-03-30 12:44:11-03","EAO","IAN","63959","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Fróes, RL; Barkley, FA","26913","1951","04","03","Southern America","Brasil",NA,NA,"Arbusto de 2 metros; flores roseas; fibra para a indústria; comum nos terrenos arenosos; planta daninha.","IAN063959","Dicotiledônea",NA,"L.","Pará","Belém","Arredores do IAN.","-48.5043983459473","-1.4558299779892","IAN063959 IAN063959_e","reticulata",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"195","2021-03-30 12:44:11-03","EAO","IAN","12945","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Silva, A da","338","1944","06",NA,"Southern America","Brasil",NA,NA,"Produces fiber.","IAN012945","Dicotiledônea",NA,"L.","Pará","Belém","On lands of IAN.","-48.5043983459473","-1.4558299779892","IAN012945 IAN012945_e","reticulata",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"196","2021-03-30 12:44:11-03","EAO","IAN","11465","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Archer, WA","7891","1942","11","28","Southern America","Brasil",NA,NA,"1-4 ft high; flower pink. Fiber plant.","IAN011465","Dicotiledônea",NA,"L.","Pará","Belém","Roads and fields of the IAN.","-48.5043983459473","-1.4558299779892","IAN011465 IAN011465_e","reticulata",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"197","2021-03-30 12:44:11-03","EAO","IAN","11463","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Archer, WA","7893","1942","11","28","Southern America","Brasil",NA,NA,"4-5 ft high; flower pink. Fiber plant.","IAN011463","Dicotiledônea",NA,"L.","Pará","Belém","Roads and fields of the IAN.","-48.5043983459473","-1.4558299779892","IAN011463 IAN011463_e","reticulata",NA,NA,"Monteiro, H","48462","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"198","2021-03-30 12:44:11-03","EAO","IAN","183107","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Rodrigues, ST; Pedrosa, E","296","2002","06","06","Southern America","Brasil",NA,NA,"Arbusto de flores róseas","IAN183107","Dicotiledônea",NA,"L.","Pará","Belterra","Estrada 6 .","-54.937198638916","-2.63638997077942",NA,"reticulata",NA,NA,NA,"74752","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-30 12:44:11-03","EAO","IAN","36480","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata reticulata","Fróes, RL","23225","1948","04","22","Southern America","Brasil",NA,NA,NA,"IAN036480","Dicotiledônea",NA,"L.","Roraima","Caracaraí","Secondary forest.","-61.128101348877","1.81611001491547","IAN036480 IAN036480_e","reticulata",NA,NA,"Monteiro, H","365858","auto",NA,NA,"1955","02",NA,NA,NA,NA,NA,NA,NA
"200","2013-07-03 11:10:43-03","EBDA","BAH","1532","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Milton Mello",NA,"1960","05","20",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","Bahia","Salvador","IBB.","-38.5108","-12.9711",NA,NA,NA,NA,"Milton Mello","26018","auto",NA,NA,"1960","05",NA,NA,NA,NA,NA,NA,NA
"201","2013-07-03 11:10:43-03","EBDA","BAH","6912","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","L.R. Noblick","3940","1985","07","05",NA,"Brasil",NA,NA,"Arbusto de 2,5m de altura com pétalas roxas.",NA,NA,NA,"L.","Bahia","Dom Macedo Costa","Fazenda Mocambo.","-39.166667","-12.933333",NA,NA,NA,NA,NA,NA,NA,"39W 10' 00","12S 56' 00",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2013-07-03 11:10:43-03","EBDA","BAH","8500","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Ednaldo Brito Pereira","1","1987","05","27",NA,"Brasil",NA,NA,"IMPORT. PLANTA: Planta com propiedades medicinais.",NA,NA,NA,"L.","Bahia","Pau Brasil","Itajú.","-39.6511","-15.4642",NA,NA,NA,NA,"Carmen L. de P. Melo","26306","auto",NA,NA,"1987","06",NA,NA,NA,NA,NA,NA,NA
"203","2013-07-03 11:10:43-03","EBDA","BAH","7918","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","J.C.A. Lima","11","1981","04","30",NA,"Brasil",NA,NA,"Arbusto de 1,80m de altura, botão e cálice verdes, corola rosa.",NA,NA,NA,"L.","Esperito Santo","Linhares","Estrada que liga Linhares ao povoado de Barra Seca.","-40.0722","-19.3911",NA,NA,NA,NA,"G.P. Pinto","48094","auto",NA,NA,"1981","10",NA,NA,NA,NA,NA,NA,NA
"204","2013-07-03 11:10:43-03","EBDA","BAH","8594","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Beatriz da Silva","5","1993","11","10",NA,"Brasil",NA,NA,"IMPORT. PLANTA: Planta invasora com propriedades medicinais. É fornecedora de fibras maciças de boa qualidade para o uso no fabrico de cordas e sacarias.",NA,NA,NA,"L.","Bahia","Salvador","Campus Universitário.","-38.5108","-12.9711",NA,NA,NA,NA,"Neves, M. Fagundes","26018","auto",NA,NA,"1994","07",NA,NA,NA,NA,NA,NA,NA
"205","2020-02-27 21:09:14-03","PUCPR","HUCP","14497","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Ghezzi, JT","007","1984","09","09",NA,"Brasil",NA,NA,NA,"HUCP00013712","Eudicotiledonea",NA,"Bittencourt","Paraná","Pontal do Paraná","Balneário Grajaú","-48.511100769043","-25.6735992431641","HUCP00013712",NA,NA,NA,"Kaminski, N","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-02-27 21:09:14-03","PUCPR","HUCP","686","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Rohn, RH","020",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HUCP00013716","Eudicotiledonea",NA,"Bittencourt","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637","HUCP00013716",NA,NA,NA,"Acra, LA","24916","auto",NA,NA,"1984","09","30",NA,NA,NA,NA,NA,NA
"207","2020-02-27 21:09:14-03","PUCPR","HUCP","14496","S","Plantae","Malvaceae","Urena","lobata","Urena lobata","Bortoloto, S","004","1988","09","10",NA,"Brasil",NA,NA,NA,"HUCP00013768","Eudicotiledonea",NA,"Bittencourt","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637","HUCP00013768",NA,NA,NA,"Kaminski, N","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-02 16:29:05-03","CPAN-UFMS","COR","5830","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Pott, V. J.; Foster, R.; Damasceno-Júnior, G. A.; Resende, U. & Nakajima, J.","3509","1998","08","26",NA,"Brasil",NA,NA,"Subarbusto com 1 m de altura; flor rosa Habito: Subarbusto",NA,NA,NA,"L.","Mato Grosso do Sul","Rio Negro","Rio do Peixe; rodovia estadual MS-080","-54.983056","-19.390278",NA,NA,NA,NA,"Pott, V. J.",NA,NA,"54º58'59''W","19º23'25''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-11-26 18:08:48-03","CPAN-UFMS","COR","879","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Almeida Rego","722","1986","08","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-10-09 11:19:50-03","UFBA","ALCB","025610","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Guedes, ML","3546","1993","08","22","Southern America","Brasil",NA,NA,"Ca. de 1,50 m de alt. Folhas discolores com glândulas rimosas, dispostas sobre as nervuras no lado dorsal, carpídios com cristas gloquidiadas.",NA,"Dicotyledon",NA,"L.","Bahia","Caravelas","Extremo Sul, Área da AnaCruz Celulose.","-39.224722","-17.620833",NA,NA,NA,NA,"Guedes, ML",NA,NA,"-39.224722","-17.620833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-10-09 11:19:50-03","UFBA","ALCB","023076","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Gouveia, EP de","s/n","1990","06","27","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"L.","Bahia","Ituaçu","Serra Geral, Próximo ás estradas e ao Rio Mato Grosso","-41.283333","-13.8",NA,NA,NA,NA,NA,NA,NA,"-41.283333","-13.8","1997","01",NA,NA,NA,NA,NA,NA,NA
"212","2019-10-09 11:19:50-03","UFBA","ALCB","024489","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Gouveia, EP de","s/n","1989","06","23","Southern America","Brasil",NA,NA,"Plantas arbustiva c/ flores azuis e frutos com sementes aculeadas.",NA,"Dicotyledon",NA,"L.","Bahia","Ituaçu","Serra Geral, Sítio Barreiros","-41.283333","-13.8",NA,NA,NA,NA,"Guedes, ML",NA,NA,"-41.283333","-13.8","1993","11",NA,NA,NA,NA,NA,NA,NA
"213","2019-10-09 11:19:50-03","UFBA","ALCB","024923","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Guedes, ML","2968","1993","08","23","Southern America","Brasil",NA,NA,"Ca. de 1,50 de alt. Folhas discolor.",NA,"Dicotyledon",NA,"L.","Bahia","Picadão","Extremo Sul",NA,NA,NA,NA,NA,NA,"Guedes, ML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-10-09 11:19:50-03","UFBA","ALCB","025229","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Guedes, ML","3058","1999","05","15","Southern America","Brasil",NA,NA,"Ca. de 2m de alt. Folhas membranáceas, ásperas, flores de cor rosa.",NA,"Dicotyledon",NA,"L.","Bahia","Banolândia","Faz. Liberdade",NA,NA,NA,NA,NA,NA,"Guedes, ML",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-10-09 11:19:50-03","UFBA","ALCB","02626","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Hoehne, W","s/n","1944","03","17","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"L.","São Paulo","São Paulo","Parque E.S. Paulo","-46.633333","-23.533333",NA,NA,NA,NA,NA,NA,NA,"-46.633333","-23.533333","1953","08",NA,NA,NA,NA,NA,NA,NA
"216","2019-10-09 11:19:50-03","UFBA","ALCB","02634","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Noblick, LR","1325","1979","05","12","Southern America","Brasil",NA,NA,"Flores Violetas.",NA,"Dicotyledon",NA,"L.","Bahia","Salvador","Região Metropolitana Salvador, Lagoa do Abaeté","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-10-09 11:19:50-03","UFBA","ALCB","02635","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Alunos da 3ª série","s/n","1959",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"L.","Bahia","Salvador","Região Metropolitana Salvador, Parque em Ondina","-38.5","-12.966667",NA,NA,NA,NA,"Costa, AL",NA,NA,"-38.5","-12.966667","1959",NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-10-09 11:19:50-03","UFBA","ALCB","02636","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Hoehne, W","16","1944","03","17","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"L.","São Paulo","São Paulo","Parque E.S. Paulo","-46.633333","-23.533333",NA,NA,NA,NA,NA,NA,NA,"-46.633333","-23.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-10-09 11:19:50-03","UFBA","ALCB","026991","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Silva, NR da","01","1995","06","13","Southern America","Brasil",NA,NA,"Folhas membranáceas discolores, flores róseas, fruto do tipo carpídio, com cristas gloquidiciadas.",NA,"Dicotyledon",NA,"L.","Bahia","Salvador","Região Metropolitana Salvador, Itapoã","-38.5","-12.966667",NA,NA,NA,NA,"Silva, NR da",NA,NA,"-38.5","-12.966667","1995","06",NA,NA,NA,NA,NA,NA,NA
"220","2019-10-09 11:19:50-03","UFBA","ALCB","057200","PreservedSpecimen","Plantae","Malvaceae","Urena","lobata","Urena lobata","Loureiro, DM; Alves, L. de J.; Guedes, ML","623","2002","05","20","Southern America","Brasil",NA,NA,"com ramos longos. Indumento de pêlos de ápice estrelado, brancos, que se distinguem mais facilmente quando os ramos são vermelhos. Folhas discolores, com nectário sobre a nervura mediana e ás vezes sobre as duas que a ladeiam encontram-se, logo acim",NA,"Dicotyledon",NA,"L.","Bahia","Simões Filho","Região Metropolitana Salvador, Área do Empreendimento da BELOV, Mapele","-38.445833","-12.774167",NA,NA,NA,NA,"Guedes, ML",NA,NA,"-38.445833","-12.774167","2002","06",NA,NA,NA,NA,NA,NA,NA
