"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","class","previousCatalogNumber","typeStatus","coordinatePrecision","geoFlag","relatedCatalogItem","individualCount","eventTime","fieldNumber"
"48","2020-02-08 10:36:24-03","NBC","NL-BOTANY","L.2876599","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs",NA,NA,NA,NA,"Hatschbach GG",NA,"1966","10","19","Brazil",NA,NA,"Est Paraná, Mun Palmas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2876599 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2876599","NL-L2876599",NA,"Solanales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-02-08 10:36:24-03","NBC","NL-BOTANY","L.2876600","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs",NA,NA,NA,NA,"Klein RM",NA,"1963","11","02","Brazil",NA,NA,"Santa Catarina, Painel, lajes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2876600 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2876600","NL-L2876600",NA,"Solanales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-02-08 10:36:24-03","NBC","NL-BOTANY","L.4154196","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs",NA,NA,NA,NA,"Wasum R",NA,"1999","11","14","Brazil",NA,NA,"RS-Mun. Sao Francisco de Paula- RS 235. Arvoreta em beira da mata.","-50.550278","-29.364722","-50.550278","-29.364722",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4154196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4154196","NL-L4154196",NA,"Solanales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-02-08 10:36:24-03","NBC","NL-BOTANY","WAG.1842674","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs",NA,NA,NA,NA,"Smith LB; Reitz R",NA,"1964","10","24","Brazil",NA,NA,"Santa Catarina. Mun. Fachinal dos Guedes: river margin, gorge of the Rio Irani, 12 km southeast of Fachinal dos Guedes.","-52.2","-26.95","-52.2","-26.95",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1842674 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1842674","NL-WAG1842674",NA,"Solanales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:33:31-03","IAP","PACA-AGP","28777","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","L. A. Mentz","1996","12","17","Emrich, K.",NA,"1945","03","10","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: fruto submaturo","PACA028777",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,"16452","auto",NA,NA,NA,NA
"53","2019-08-27 13:33:32-03","IAP","PACA-AGP","62509","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","L. A. Mentz","1996","12","17","Camargo, O. R.","2076","1957","10","13","Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,NA,NA,NA,"Habitat: In silvula Fenofase: flor","PACA062509",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,"25074","auto",NA,NA,NA,NA
"54","2019-08-27 13:33:31-03","IAP","PACA-AGP","47858","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","L. A. Mentz","1996","12","17","Sehnem, A.","2203","1946","10","15","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: In silvula secundaria Fenofase: flor","PACA047858",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,"21601","auto",NA,NA,NA,NA
"55","2020-12-21 16:37:26-03","IAP","PACA-AGP","105955","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","M. Sobral","2008","04","01","Gasper, A.L.","22697","2007","11","08","Brasil","SC","Canoinhas","Rio dos Pardos/Serra da MOrte","-50.580303","-26.381312","-50,580303","-26,381312","1226","1226","IFSC 978/S/22. FOM. [Coord.Orig.UTM: 541866, 7082019] Fenofase: flor branca","PACA105955",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:33:31-03","IAP","PACA-AGP","116387","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","Sobral","2009","07","17","Verdi, M.","1891","2009","04","06","Brasil","SC","Urubici","São Pedro","-49.498611","-28.007778","49º29'55''W","28º00'28''S","947","947","IFFSC - 1/9997/coleta extra/ arbórea; fruto verde Habitat: campos naturais e turfosos, borda da mata Fenofase: flor branca Hábito: arbórea","PACA116387",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-27 13:33:31-03","IAP","PACA-AGP","30000.1","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","L. A. Mentz & G. S. Vendruscolo","2006","11",NA,"Emrich, K.",NA,"1940",NA,NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"essa planta está na exsicata nº 30000 Habitat: ad silvulam scandens Fenofase: flor","PACA030000-1",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,"16452","auto",NA,NA,NA,NA
"58","2019-08-27 13:33:31-03","IAP","PACA-AGP","37200","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","L. A. Mentz","1996","12","17","Emrich, K.",NA,"1948","01","20","Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: fruto submaturo","PACA037200",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,"16452","auto",NA,NA,NA,NA
"59","2019-08-27 13:33:31-03","IAP","PACA-AGP","48381","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","S. F. Smith","1985","12",NA,"Sehnem, A.","2203","1946","10","15","Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"conf. L. A. Mentz em 11.2006 Habitat: Arbor in prata","PACA048381",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,"21601","auto",NA,NA,NA,NA
"60","2019-08-27 13:33:32-03","IAP","PACA-AGP","50532","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L. B. Sm. & Downs","S. F. Smith","1985","12",NA,"Sehnem, A.","3934","1949","10","23","Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,"600","600","conf. L. A. Mentz em 24.01.1997 Habitat: Arbor in pascuis","PACA050532",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliatae",NA,NA,"21601","auto",NA,NA,NA,NA
"61","2019-11-21 14:46:16-03","UFJF","CESJ","59428","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","M. Sobral","2009","07","17","A. Stival-Santos; S. Silveira","640","2009","04","23","Brasil","Santa Catarina","Macieira","Paiol da Pedra-Macieira","-51.303333","-26.818889","-51.303333","-26.818889","931","931","Floresta Ombrófila Mista; estádio suces. avançado. Árvore, em interior de mata, fruto imaturo verde.","CESJ059428",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-27 13:53:03-03","UFS","ASE","40418","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Oliveira, AA","2011","01","25","Verdi, M; Souza, NL; Klemz, G; Klettenberg, DH","3841","2011","02","26","Brasil","Santa Catarina","Rio Fortuna","Canyon espraiado., Campo dos Padres.","-49.1914","-27.5926","-49.1914","-27.5926","145","145","Floresta ombrófila mista, estágio médio a avançado.","ASE0041939",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:41:48-03","UNICAMP","UEC","77466","S","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm.","Stehmann, JR",NA,NA,NA,"Stehmann, JR; Ippolito, A","1695","1995","12","01","Brazil","Paraná","Prudentópolis",NA,"-50.775278","-25.409167","-50.775278","-25.409167",NA,NA,"Árvore, ca. 6 m de altura; corola branca.","UEC078208","UEC078208","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:41:48-03","UNICAMP","UEC","69921","S","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm.","Stehmann, JR",NA,NA,NA,"Stehmann, JR; Dutilh, JHA","1549","1994","11","04","Brazil","Santa Catarina","Bom Jardim da Serra","Estrada B. Jardim -> S. Joaquim, km 29.","-49.624698638916","-28.3369007110596",NA,NA,"1300","1300","Árvore de pequeno porte (ca. 4-5m); flores com corola branca.","UEC078207","UEC078207","Magnoliopsida",NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA
"65","2020-06-06 18:30:42-03","UFPB","JPB","6597","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","Smith et DownsDowns",NA,NA,NA,NA,"Sehnem, A","JPB6597","1949","10","23","Brasil","Rio Grande do Sul","São Salvador",NA,NA,NA,NA,NA,NA,NA,"; DESC: Árvore",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-04 13:19:46-03","UDESC","LUSC","2350","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Silva, A.C. & Higuchi, P.",NA,NA,NA,"Aguiar, M.D.",NA,"2009","09","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC001196","LUSC001196",NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA
"67","2020-12-04 13:19:46-03","UDESC","LUSC","5708","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M.E.G.",NA,NA,NA,"Negrini, M.",NA,NA,NA,NA,"Brasil","Santa Catarina","Urubici",NA,"-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"LUSC007700","LUSC007700",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"68","2020-12-04 13:19:46-03","UDESC","LUSC","9055","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Silva, A.C.",NA,NA,NA,"Duarte, E.",NA,NA,NA,NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,NA,"LUSC005705","LUSC005705",NA,NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"69","2019-01-17 11:27:17-02","PUCRS","MPUC","15336","S","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","N.I. Matzenbacher","1985","01","01",NA,NA,"1985","04","27","Brasil","RS","Cambará do Sul","Aparados da Serra","-50.1444444","-29.0477778","-50.1444444000","-29.0477778000",NA,NA,NA,NA,NA,NA,"Solanales","South America",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"70","2019-01-17 11:27:17-02","PUCRS","MPUC","9336","S","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","L.A. Mentz",NA,NA,NA,NA,NA,"1999","02","20","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"Cognição da Mata de Araucária do CPCN Pró-Mata",NA,NA,NA,"Solanales","South America",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"71","2020-10-14 10:06:45-03","FURB","FURB","13265","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2009","07","17","Verdi, M.; Hasckel, R.P. & Klemz, G.","2645","2009","04","23","Brasil","Santa Catarina","Urubici","Morro da Igreja - Parque Nacional São Joaquim.","-49.4983333","-28.0744445","-49.4983333","-28.0744445","1546","1546","Fito IFFSC 166/N/8 Regeneração N/4 Habitat: Floresta nebular e campos naturais; Estágio médio de regeneração Habito: arbórea; Fruto verde; flor branca com estames amarelos","FURB44321","FURB44321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-10-14 10:06:45-03","FURB","FURB","13440","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2009","07","17","Stival-Santos, A.; Silveira, S.","640","2009","04","23","Brasil","Santa Catarina","Macieira","Paiol da Pedra-Macieira.","-51.3033333","-26.8188889","-51.3033333","-26.8188889","931","931","Florística IFFSC 725(Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior da mata Habito: arbórea; Fruto verde;","FURB44322","FURB44322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-10-14 10:06:45-03","FURB","FURB","13494","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2009","07","17","Verdi, M.; Hasckel, R.P. & Klemz, G.","1891","2009","04","06","Brasil","Santa Catarina","Urubici","São Pedro.","-49.4986111","-28.0077778","-49.4986111","-28.0077778","947","947","Coleta Extra IFFSC (Arbórea) Habitat: Campos naturais e turfosos; borda da mata Habito: arbórea; Fruto verde; flor branca","FURB44323","FURB44323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-10-14 10:06:45-03","FURB","FURB","27281","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Oliveira, AA de","2011","01","25","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","3841","2010","03","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado / Campo dos Padres.","-49.3205556","-27.9905555","-49.3205556","-27.9905555","1450","1450","Fito IFFSC 193 /N/5 Habitat: Floresta Ombrófila Mista; Estágio Médio a avançado; interior do fragmento Habito: arbórea;","FURB44319","FURB44319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 10:06:45-03","FURB","FURB","32066","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2010","10","29","Dreveck, S.","2306","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","Rua Nossa Senhora de Fátima.","-48.78","-27.54","-48.7800000","-27.5400000","230","230","Florística IFFSC 351 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; entorno do fragmento Habito: arbusto; flor branca","FURB44317","FURB44317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 10:06:45-03","FURB","FURB","35490","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Korte, A","2011","05","24","Korte, A.","6900","2011","05","24","Brasil","Santa Catarina","Lebon Régis","Distante 16 km à leste de Fraiburgo.","-50.76","-27","-50.7600000","-27.0000000","881","881","Fito IFFSC 618 //50 Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: árvore;","FURB44313","FURB44313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 10:06:45-03","FURB","FURB","45524","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Oliveira, AA de","2015","01","03","Oliveira, A.A. de","967","2015","01","03","Brasil","Santa Catarina","Urubici","Morro da Igreja - Parque Nacional São Joaquim.","-49.4983333","-28.0827778","-49.4983333","-28.0827778","1546","1546","Regeneração IFFSC 166 /L/23","FURB44318","FURB44318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 10:06:45-03","FURB","FURB","46627","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Pastório, FF","2015","03","25","Oliveira, A.A. de","1318","2015","03","04","Brasil","Santa Catarina","Água Doce","Fazenda Serrito.","-51.4802778","-26.6375","-51.4802778","-26.6375000","1316","1316","Regeneração IFFSC 837 /S/8 Habitat: Floresta Ombrófila Mista; Habito: arbustiva;","FURB44724","FURB44724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-10-14 10:06:45-03","FURB","FURB","7137","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E. & Santos, E.M.","918","2007","11","08","Brasil","Santa Catarina","Canoinhas","Rio dos Pardos/Serra da Morte.","-50.5802778","-26.3813889","-50.5802778","-26.3813889","1226","1226","Fito IFFSC 978/S/22 Habitat: Floresta Ombrófila Mista; Habito: flor branca","FURB03611","FURB03611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-14 10:06:45-03","FURB","FURB","7689","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E.","1263","2008","01","15","Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.9408333","-26.4616667","-50.9408333","-26.4616667","1143","1143","Florística IFFSC 934 Habitat: Floresta Ombrófila Mista; Habito: Fruto verde;","FURB44320","FURB44320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-10-14 10:06:45-03","FURB","FURB","8054","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Oliveira, AA de","2011","01","25","Verdi, M.; Carneiro, F.E.","629","2008","04","30","Brasil","Santa Catarina","Correia Pinto",NA,"-50.22","-27.6308334","-50.2200000","-27.6308334",NA,NA,"Florística IFFSC 301. Habitat: Floresta Ombrófila Mista; Habito: Fruto verde;","FURB44316","FURB44316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:06:45-03","FURB","FURB","8776","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2008","04","01","Dreveck, S.; Gasper, A.L. de & Brogni, E.","338","2008","03","25","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1325","-27.275","-50.1325000","-27.2750000","1135","1135","Florística IFFSC 456. Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: Fruto verde;","FURB44312","FURB44312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:06:45-03","FURB","FURB","8894","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2008","04","01","Verdi, M.; Carneiro, F.E.","491","2008","03","26","Brasil","Santa Catarina","São José do Cerrito",NA,"-50.5786111","-27.6319445","-50.5786111","-27.6319445","1051","1051","IFFSC 297/S/114. Habitat: Floresta Ombrófila Mista; Habito: Fruto verde;","FURB44314","FURB44314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-10-14 10:06:45-03","FURB","FURB","9577","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","Sobral, M","2008","04","01","Gasper, A.L. de; Brogni, E.","1262","2008","01","15","Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.9408333","-26.4616667","-50.9408333","-26.4616667","1143","1143","IFFSC 934/S/19. Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: Fruto verde;","FURB44315","FURB44315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-16 17:55:14-03","UCS","HUCS","1768","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Smith, S.F.","1985","12",NA,"Sehnem, A.","s.n.","1949","10","23","Brasil","Rio Grande do Sul","São Salvador","Arbor in pascuis.",NA,NA,NA,NA,NA,NA,"Coleção Sehnem 3934.",NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2021-03-16 17:55:14-03","UCS","HUCS","48257","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Oliveira, A.A.","2011","01","25","Verdi, M.","3841","2010","03","09","Brasil","Santa Catarina","Rio Fortuna","Canyon Espraiado. Campo dos Padres","-49.320556","-27.990556","-49.320556","-27.990556","145","145","FURB 27281; Floresta Ombrófila Mista, estágio médio e avançado, interior do fragmento. Árborea",NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2021-03-16 17:55:14-03","UCS","HUCS","30875","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Mentz, L.A.","2009","04",NA,"Wasum, R.A.","3913","2006","11","03","Brasil","Paraná","São Mateus do Sul","Dois Irmãos","-50.3828010559082","-25.8742008209229",NA,NA,"800","800","com flores brancas; orla da mata",NA,NA,"Angiospermae","Solanales",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA
"88","2014-10-14 15:57:08-03","BS","M","M-0165965","S","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs",NA,NA,NA,NA,"Pereira, E.",NA,"1961","10","20","Brasil",NA,NA,"Santa Catarina, BR-2, Planalto Catarinense, 1100 metros perto de Santa Cecilia",NA,NA,NA,NA,NA,NA,NA,"M0165965",NA,"Magnoliophyta","Solanales",NA,NA,"Magnoliopsida",NA,"PARATYPE",NA,NA,NA,NA,"21:00",NA
"89","2019-08-16 08:41:14-03","UTFPR","HCF","22773","S","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B.Sm. & Downs","M. Sobral","2009","07","17","M. Verdi","1891","2009","04","06","Brasil","SC","Urubici","Comunidade de São Pedro","-49.498611","-28.007778","49°29'55 W","28°00'28 S","947","947","arbórea. Fruto verde. Flor branca. Campos naturais e turfosos. Borda da mata. Coleta Extra IFFSC 9997.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:45:51-03","MBM","MBM","14795","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Stehmann, J.R.; Mentz, L.A.",NA,NA,NA,"Hatschbach, G.","3490",NA,NA,NA,"Brazil","Paraná","Clevelândia","Clevelândia","-52.4707984924316","-26.3957996368408",NA,NA,NA,NA,NA,"MBM014795","MBM014795",NA,NA,"Southern America",NA,NA,NA,NA,"30860","auto",NA,NA,NA,NA
"91","2020-12-21 16:45:51-03","MBM","MBM","45133","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Stehmann, J.R.; Mentz, L.A.",NA,NA,NA,"Hatschbach, G.","3490",NA,NA,NA,"Brazil","Paraná","Rio Negro","Pangaré","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM045133","MBM045133",NA,NA,"Southern America",NA,NA,NA,NA,"31514","auto",NA,NA,NA,NA
"92","2020-12-21 16:45:51-03","MBM","MBM","419442","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Barboza, E.","2019","06","18","Schwirkowski, P.","454","2014","10","11","Brazil","Santa Catarina","São Bento do Sul","Serra Alta, próximo à rua José Augustin","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Arvoreta com 2 m de altura.; Área antrópica.","MBM419442",NA,NA,NA,"Southern America",NA,NA,NA,NA,"23090","auto",NA,NA,NA,NA
"93","2020-12-21 16:45:51-03","MBM","MBM","410305","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Sobral, M.","2009","07","17","Verdi, M.; Hasckel, R.P.; Klemz, G.; Hasckel, R.P.; Klemz, G.","1891","2009","04","06","Brazil","Santa Catarina","Urubici","São Pedro","-49.498611","-28.007778","-49.498611","-28.007778","947","947","Arbórea; fruto verde; flor branca; Campos naturais e turfosos; borda da mata","MBM410305","MBM410305",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:45:51-03","MBM","MBM","418407","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Meyer, F.S.","2018","11",NA,"Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2457","2018","11",NA,"Brazil","Santa Catarina","Santa Cecília","FSC - Fazenda Santa Cecília","-50.370978","-26.880533","-50.370978","-26.880533",NA,NA,"Arbusto ca. 1,5 m altura. Flores com pétalas brancas na face adaxial, roxas na face abaxial; estames amarelos.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.","MBM418407",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:45:51-03","MBM","MBM","423611","PreservedSpecimen","Plantae","Solanaceae","Solanum","pabstii","Solanum pabstii","L.B. Sm. & Downs","Oliveira, A.A. de","2011","01","25","Verdi, M.; Souza, N.L. de; Klemz, G.; Klettenberg, D.H.; Souza, N.L. de; Klemz, G.; Klettenberg, D.H.","3841","2010","03","09","Brazil","Santa Catarina","Rio Fortuna","Campo dos Padres, Canyon Espraiado","-49.320556","-27.990556","-49.320556","-27.990556","145","145","Árborea.; FOM, estágio médio a avançado, interior do fragmento árboreo.","MBM423611",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
