"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","class","individualCount","sex"
"50","2020-11-18 11:49:54-03","UERJ","HRJ","12609","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"C.Y#?#. G. Manão,; S.J. Silva Neto","778","2009","07","18",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012793",NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"51","2020-11-18 11:40:55-03","UERJ","HRJ","11725","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011675",NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"52","2020-11-18 11:40:55-03","UERJ","HRJ","12353","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","A.L. Peixoto","L. P. G. Rosa; w. Silva, L. Mauad, M. C. Fraga, R. Cesar","s.n.","2011","07","19",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012794",NA,NA,NA,"730","730",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"53","2020-11-18 11:40:55-03","UERJ","HRJ","11724","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00011674",NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"54","2021-02-09 10:13:30-03","UENF","HUENF","1838","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Moreno, M.R.; Nascimento, M.T.","859","1997","10","22",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Imbé","-41.796944","-21.846944",NA,NA,"HUENF00001840",NA,"41º47'49''W","21º50'49''S","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-09-12 05:00:02-03","US","US","3170161","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"M. Pereira Neto & M. L. M. Azevedo","376","1989","7","24","South America - Neotropics","Brazil","Distrito Federal",NA,"Fazenda Água Limpa/UNB. Mata ciliar do Córrego Olho d´Água da Onça.","-47.9103","-15.9736",NA,NA,"US01347571","US01347571_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"56","2020-09-12 05:00:02-03","US","US","3108882","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"D. Alvarenga & F. Paixao","653","1990","1","30","South America - Neotropics","Brazil","Distrito Federal",NA,"Mata ciliar do córrego Taquara/Gama","-47.8975","-15.9925",NA,NA,"US01347572","US01347572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"57","2020-09-12 05:00:02-03","US","US","2595099","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Miers, --","3941",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US01347576","US01347576_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"58","2020-09-12 05:00:02-03","US","US","3170162","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"M. Pereira Neto & E. C. Lopes","313","1989","6","14","South America - Neotropics","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE. Mata ciliar do córrego Pitoco","-47.8789","-15.9628",NA,NA,"US01347575","US01347575_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"59","2020-09-12 05:00:02-03","US","US","3145624","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"M. Pereira Neto & E. C. Lopes","332","1989","6","21","South America - Neotropics","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE. Mata ciliar do Córrego Pitôco.","-47.885","-15.9692",NA,NA,"US01347574","US01347574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"60","2020-09-12 05:00:02-03","US","US","1123570","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"A. F. M. Glaziou","18487","1891","6","19","South America - Neotropics","Brazil","Río de Janeiro",NA,"Alto Macahe.",NA,NA,NA,NA,"US00098991","US00098991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledonae","1",NA
"61","2020-09-12 05:00:02-03","US","US","3145607","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"M. L. M. Azevedo & E. C. Lopes","411","1989","11","13","South America - Neotropics","Brazil","Distrito Federal",NA,"Reserva Ecológica do IBGE. Mata Ciliar do Córrego Escondido.","-47.8947","-15.9589",NA,NA,"US01347573","US01347573_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"62","2020-09-12 05:00:02-03","US","US","1484202","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Mollinedia","riedeliana","Mollinedia riedeliana","Tolmachev",NA,"L. Riedel","---","1823","11",NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00098996","US00098996_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type fragment",NA,"Dicotyledonae","1",NA
"63","2019-11-13 11:26:21-03","USP","SPF","181496","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EJ","Jardim, JG","4806","2005","12","17",NA,"Brasil","Bahia","Arataca","Serra do Peito de Moça, Rod. Arataca/Una, entrada à direita no assentamento Santo Antônio 9.5 km, vicinal para a Fazenda Palmeira, 8.9 da entrada. RPPN Palmeira/IESB.","-39.339444","-15.174167",NA,NA,"SPF00181496",NA,"-39.339444","-15.174167","450","450","2016","12",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 18:28:53-03","USP","SPF","197999","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EJ; Zavatin, DA","Santos, MF","520","2008","10","23",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Terras de José Agostinho, na mata.","-43.402056","-19.396361",NA,"Árvore, 7 m. Ramo esverdeado com manchas paleáceas. Folha com face adaxial verde-escura e brilhante. Estéril.","SPF00197999",NA,"-43.402056","-19.396361",NA,NA,"2018","08",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:26:21-03","USP","SPF","198000","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EJ","Santos, MF","418","2008","10","25",NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Interior da Mata do Cachoeirão.","-43.432861","-19.431861",NA,NA,"SPF00198000",NA,"-43.432861","-19.431861",NA,NA,"2016","12",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 18:28:53-03","USP","SPF","200386","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EJ","Freitas, HS","45","2009","02","14",NA,"Brasil","São Paulo","Areias","Fazenda São Domingos. Acesso pelo km 237 da Rod. dos Tropeiros (SP068).","-44.736944","-22.645278",NA,"Interior da mata.","SPF00200386",NA,"-44.736944","-22.645278","731","731","2016","12",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:26:21-03","USP","SPF","215708","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EJ","Jardim, AB","110","2008","10","12",NA,"Brasil","Bahia","Arataca",NA,"-39.358333","-15.178333",NA,NA,"SPF00215708",NA,"-39.358333","-15.178333",NA,NA,"2016","12",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:26:21-03","USP","SPF","190285","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Lírio, EJ","Hatschbach, G","46881","1983","10","15",NA,"Brasil","Espírito Santo","Muniz Freire",NA,"-41.4131011962891","-20.4641990661621",NA,NA,"SPF00190285",NA,NA,NA,NA,NA,"2016","12",NA,"30072","auto",NA,NA,NA,NA,NA
"69","2019-10-07 09:23:10-03","UEFS","HUEFS","127542","PreservedSpecimen","Plantae","Angiospermae","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","A.L.Peixoto","Jardim, J.G.","4806","2005","12","17",NA,"Brasil","Bahia","Arataca","Rod. Arataca / Una entrada à direita no assentamento Santo Antônio 9,5 km vicinal para a Fazenda Palmeira 8,9 km da enrtada. Serra da entrada. Serra do Peito-de-Moça, RPPN Palmeira / IESB. Coletas efetuadas próximo ao córregoca. 2 km da sede.","-39.339444","-15.174167",NA,"Floresta ombrófila.","HUEFS0127542","HUEFS0127542","39W20'22''","15S10'27''","450","450","2009","06",NA,NA,NA,NA,NA,"Magnolianae",NA,NA
"70","2021-03-04 11:16:16-03","UEFS","HUEFS","188127","PreservedSpecimen","Plantae","Angiospermae","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","E.J.Lírio","Jardim, A.B","160","2008","12","20",NA,"Brasil","Bahia","Arataca","RPPN do IESB. Serra do Peito de Moça. Rod. Arataca/UNA, entrada 9,5 Km da cidade, mais 8,9 Km da entrada. Trilha para o topo da serra.","-39.339444","-15.174167",NA,NA,"HUEFS0188127","HUEFS0188127","39W20'22''","15S10'27''",NA,NA,"2016",NA,NA,NA,NA,NA,NA,"Magnolianae",NA,NA
"71","2019-09-04 19:42:21-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,NA,"A. Glaziou","18487","1891","1","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"Dicotyledoneae",NA,NA
"72","2019-09-04 18:25:03-03","F","FMNH-SEEDPLANTS","V0064236F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,NA,"A. Glaziou","18487","1891","1","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064236F","V0064236F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA
"73","2019-01-23 11:19:47-02","F","FMNH-SEEDPLANTS","V0064237F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,NA,"A. Glaziou","18487","1891","1","19","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064237F","V0064237F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae",NA,NA
"74","2020-10-14 16:35:27-03","UFVJM","HDJF","7598","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Paixão, FA","R51P23","2018","11","12","Southern America","Brasil","Minas Gerais","Marliéria","Rio Doce, Margem Esquerda","-42.500389","-19.712806",NA,NA,"HDJF007598","HDJF007598_01","-42.500389","-19.712806","243","243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-10-14 16:35:27-03","UFVJM","HDJF","7638","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Paixão, FA","R14P26","2018","11","18","Southern America","Brasil","Minas Gerais","Bom Jesus do Galho","Rio Doce, Margem Direita","-42.497333","-19.673278",NA,NA,"HDJF007638","HDJF007638_01","-42.497333","-19.673278","241","241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-10-14 16:35:24-03","UFVJM","HDJF","7582","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Paixão, FA","120P23","2018","11","12","Southern America","Brasil","Minas Gerais","Marliéria","Rio Doce, Margem Esquerda","-42.500389","-19.712806",NA,NA,"HDJF007582","HDJF007582_01","-42.500389","-19.712806","243","243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-10-14 16:35:24-03","UFVJM","HDJF","7593","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Paixão, FA","254P23","2018","11","12","Southern America","Brasil","Minas Gerais","Marliéria","Rio Doce, Margem Esquerda","-42.500389","-19.712806",NA,NA,"HDJF007593","HDJF007593_01","-42.500389","-19.712806","243","243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-10-14 16:35:24-03","UFVJM","HDJF","7429","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins",NA,"Paixão, FA","154P3","2018","09","29","Southern America","Brasil","Minas Gerais","Mariana","Rio Gualaxo do Norte, Margem Direita","-43.376778","-20.251083",NA,NA,"HDJF007429","HDJF007429_01","-43.376778","-20.251083","691","691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-06-24 08:13:08-03","IAC","IAC","56475","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","97","2011","02","24",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,"-45.109914","-23.360372",NA,NA,"2011","02","24",NA,NA,NA,NA,NA,NA,NA
"80","2020-07-23 12:14:56-03","CEPLAC","CEPEC","109118","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"A. L. Peixoto","Lopes, M. M. M.","363","2005","11","22",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, 13,8 Km ao SW de Coaraci, estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833",NA,NA,NA,NA,"39W36'12","14S42'21","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-23 12:14:56-03","CEPLAC","CEPEC","109928","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"Sem Informação","Jardim, J. G.","4806","2005","12","17",NA,"Brasil","Bahia","arataca","Rod. Arataca/Una entrada à direta no assentamento Santo Antônio 9,5 km, vicinal para a Fazenda Palmeira 8,9km da entrada. Serra do Peito de Moça, RPPN Palmeira/IESB. Coletas efetuadas próximo ao córrego ca. 2km da sede.","-39.339444","-15.174167",NA,NA,NA,NA,"39W20'22","15S10'27","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-23 12:14:56-03","CEPLAC","CEPEC","114062","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"A. L. Peixoto","Jardim, J. G.","4733","2005","07","22",NA,"Brasil","Bahia","arataca","RPPN Caminho das Pedras. Serra do Peito de Moça, entrada a 9,5km no Assent. Santo Antônio, mais 8,9km até a sede da RPPN. Acesso pela Faz. Santa Rita. Coletas na base da serra, ca. 4km da sede.","-39.339444","-15.174167",NA,NA,NA,NA,"39W20'22","15S10'27","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-23 12:14:56-03","CEPLAC","CEPEC","114342","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"A. M. Amorim","Amorim, A. M.","6341","2006","09","23",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,NA,NA,NA,"39W20'30","15S10'25","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-23 12:14:56-03","CEPLAC","CEPEC","114515","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"Sem Informação","Lopes, M. M. M.","1122","2006","10","04",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado. 9,8Km ao SW de Coarací na estrada para Almadina, daí N até a Fazenda São José. Proprietário Senhor Francisco. Meio da encosta.","-39.603333","-14.705833",NA,NA,NA,NA,"39W36'12","14S42'21","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-23 12:14:56-03","CEPLAC","CEPEC","126535","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"Sem Informação","Perdiz, R. de O.","502","2009","08","15",NA,"Brasil","Bahia","CAMACAN","Trilha da Pousada.","-39.565278","-15.391667",NA,"Frutos em álcool.",NA,NA,"39W33'55","15S23'30","835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-23 12:14:56-03","CEPLAC","CEPEC","135364","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"Liuth, H.S.","Liuth, H.S.","194","2010","10","28",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita, interior da mata na trilha da bapeba","-39.566111","-15.395833",NA,"Indivíduo P07-6(1) da fenologia",NA,NA,"39W33'58","15S23'45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-07-23 12:14:56-03","CEPLAC","CEPEC","109079","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"A. L. Peixoto","Lopes, M. M. M.","324","2005","11","21",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7 Km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra.","-39.202778","-14.770278",NA,NA,NA,NA,"39W12'10","14S46'13","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-07-23 12:14:56-03","CEPLAC","CEPEC","135164","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"Sem Informação","M.M. Coelho","649","2012","04","10",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, na estrada que passa pela fazenda São Miguel e sobe até o acesso a serra.","-39.536111","-14.770278",NA,NA,NA,NA,"39W32'10","14S46'13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-11-19 14:06:24-03","Unimontes","MCMG","6699","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Paixão, F. A.; Resck, D. V. S.","Paixão, F. A.; Resck, D. V. S.",NA,"2019","05","27",NA,"Brasil","Minas Gerais","Barra Longa","Barra Longa","-43.0410995483398","-20.2828006744385",NA,NA,NA,NA,"W43° 10' 17.7","S20° 16' 13.0",NA,NA,NA,NA,NA,"16960","auto",NA,NA,NA,NA,NA
"90","2020-11-19 14:06:24-03","Unimontes","MCMG","6402","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Paixão, F. A.; Resck, D. V. S.","Paixão, F. A.; Resck, D. V. S.",NA,"2018","11","12",NA,"Brasil","Minas Gerais","Marliéria","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"W42° 30' 01.4","S19° 42' 46.1",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"91","2020-11-19 14:06:24-03","Unimontes","MCMG","6352","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","Paixão, F. A.; Resck, D. V. S.","Paixão, F. A.; Resck, D. V. S.",NA,"2018","11","09",NA,"Brasil","Minas Gerais","Timóteo","Timóteo","-42.644401550293","-19.5825004577637",NA,NA,NA,NA,"W42° 31' 22.1","S19° 33' 07.6",NA,NA,NA,NA,NA,"16391","auto",NA,NA,NA,NA,NA
"92","2019-11-13 16:04:53-03","UNISANTA","HUSC","1511","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins.","Martins, S.E.","Sampaio, P.S.P.; Martins, S.E.; Lima, E.S.","154","1998","11","10",NA,"Brasil","São Paulo","Bertioga","Guaratuba, Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,"Arvoretam 3n de altura. Botões florais verdes.; Floresta de Restinga Paludosa sobre solo turfoso baixa.",NA,NA,NA,NA,NA,NA,"2000",NA,NA,"37616","auto",NA,NA,NA,NA,NA
"93","2021-03-04 15:44:24-03","IF","SPSF","37214","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,"G.A.D.C. Franco","NM. Ivanauskas & M.T.Z.Toniato & R.T. Polisel & D.Souza & C.O.da.Silva & P.D.Fogaça","6153","2006","08","29","América do Sul","Brasil","SP","São Miguel Arcanjo","PECB","-47.9900016784668","-23.8700008392334",NA,"COLETA: XLS: SPSFNovo; arvoreta, 4m alt., botões florais verdes; GEOGRAFIA: Trilha do Turvinho 2&nf;UTM: X=202479 Y=7340811 ZONA=23J;",NA,NA,NA,NA,"816","816","2006","10","31","27904","auto",NA,NA,"Magnoliopsida",NA,NA
"94","2021-03-04 15:44:24-03","IF","SPSF","11594","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,NA,"O.T. Aguiar","225","1987","12","09","América do Sul","Brasil","SP","São Paulo","serra da Cantareira, Pinheirinho","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA
"95","2021-03-04 15:44:24-03","IF","SPSF","10366","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha",NA,NA,"A.Custodio Filho","2577","1986","04","19","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"96","2021-03-04 15:44:24-03","IF","SPSF","37997","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","G. A. D. C. Franco","R.T.Polisel & N. M. Ivanauskas & F. M. Souza & V. S. Santos","274","2005","12","13","América do Sul","Brasil","SP","Embú","Itatuba","-46.889722","-23.636944",NA,"GEOGRAFIA: Comunidade Terapêutica.;",NA,NA,NA,NA,NA,NA,"2006","01","23",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"97","2021-03-04 15:44:24-03","IF","SPSF","39061","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","G.A.D.C. Franco","R.T. Polisel","380","2006","09","07","América do Sul","Brasil","SP","Juquitiba","Estrada para o Recanto Maria Tereza","-47.1","-23.966667",NA,"COLETA: Arvoreta de 4 m. Frutos imaturos verdes; GEOGRAFIA: Km. 1,5;",NA,NA,NA,NA,NA,NA,"2007","04","10",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"98","2021-03-04 15:44:24-03","IF","SPSF","45458","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","G.A.D.C. Franco","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","6384","2011","08","31","América do Sul","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.360556","-22.78",NA,"COLETA: Árvore 6m altura;",NA,NA,NA,NA,"1860","1860","2012","01","30",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"99","2021-03-04 15:44:24-03","IF","SPSF","48945","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","N.M.Ivanauskas","C.de Moura & F.E.S.P.Vilela & F. A. R. D. P. Arzolla & N.M.Ivanauskas","479","2012","11","28","América do Sul","Brasil","SP","Apiaí","Gleba Banhado Grande","-48.661944","-24.448333",NA,"COLETA: Árvore com botões florais.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,NA,NA,"718","718","2012","12","30",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"100","2021-03-04 15:44:24-03","IF","SPSF","53700","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Mollinedia","oligantha","Mollinedia oligantha","Perkins","G.A.D.C.Franco","L.G.Lazzaro & C.G.Santos","11","2018","07","27","América do Sul","Brasil","SP","Sete Barras","P.E.Carlos Botelho","-47.933611","-24.184444",NA,"COLETA: Árvore de 4,5 m de altura. PAP 18 cm. Indivíduo 20182259;",NA,NA,NA,NA,"300","300","2018","09","05",NA,NA,NA,NA,"Magnoliopsida",NA,NA
