"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"127","2021-03-01 16:33:54-03","UNICAMP","UEC","141908","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Matsumoto, K; Barbosa, AR; Barbosa, B","744","2001","12","28",NA,"Brazil","Minas Gerais","Parque Nacional Serra do Cipó, Estrada Santana Riacho-Lapinha.","-43.703806","-19.136361","1146","1146",NA,"Arbusto ca 50 cm, flores brancas, estames vermelhos, frutos maduros nigrescentes.","UEC012946","UEC012946","D.Don","Santana do Riacho",NA,NA,NA,"-43.703806","-19.136361",NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:33:54-03","UNICAMP","UEC","157649","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Valente, B","Souza, VC; Souza, JP; Astorino, A; Rezende, MM","15281","1997","04","21",NA,"Brazil","Mato Grosso","Fazenda Estrela, Topo da Serra de Apiacás. Ca 90 Km S (em linha reta) de Alta Floresta. Savana Arborizada (cerrado) com solo pedregoso.","-56.4","-10.616667",NA,NA,NA,"Subarbusto, ca. 40 cm alt.; pétalas e estilete alvos; filetes róseo-claros, estames vermelhos.","UEC015805","UEC015805","D.Don","Alta Floresta",NA,NA,"2018","-56.4","-10.616667",NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:33:54-03","UNICAMP","UEC","157807","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Valente, B","Souza, VC; Souza, JP; Astorino, A; Rezende, MM","15209","1997","04","21",NA,"Brazil","Mato Grosso","Fazenda Brasil, Ca. 80km SSW (em linha reta) de Alta Floresta.","-56.333333","-10.533333",NA,NA,NA,"Erva, até 50cm alt.; corola e estiletes alvos; estames rosa-forte; frutos róseos-vináceos.; Savana Florestada (Cerradão).","UEC015753","UEC015753","D.Don","Alta Floresta",NA,NA,"2018","-56.333333","-10.533333",NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:33:54-03","UNICAMP","UEC","53531","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F","Martínez, ES","16423","1986","01","20",NA,"Mexico","Chiapas","A 16 km al NWde Boca Lacantum camino a Pallenque.",NA,NA,NA,NA,NA,"Hierba de 1 m con fruto rojo.; Selva baja subcaducifolia. Altitud: 220 msnm.","UEC003014","UEC003014","D.Don","Ococingo",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:33:54-03","UNICAMP","UEC","53542","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F","Martínez, ES","10345","1985","02","14",NA,"Mexico","Chiapas","En campanamento COFOLASA a 24 km al SE de Crucero Corozal, camino Boca Lacantum.",NA,NA,NA,NA,NA,"Arbusto de 4 m. con flor blanca y fruto.; Selva media y baja subcaducifolia. Altitud: 220 m.s.n.m.","UEC003010","UEC003010","D.Don","Ococingo",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:33:54-03","UNICAMP","UEC","53551","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F","Martínez, ES","9155","1984","12","07",NA,"Mexico","Chiapas","En el campanamento COFOLASA a 24 km al SE de el Crucero Corozal, sobre el camino Palenque Boca Lacantum.",NA,NA,NA,NA,NA,"Arbusto de 4 m. con flor rosa.; Selva media y alta subcaducifolia. Altitud: 220 m.s.n.m.","UEC003012","UEC003012","D.Don","Ococingo",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:33:54-03","UNICAMP","UEC","53578","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F","Davidse, G; Brant, AE","32276","1987","03","10",NA,"Belize","Toledo","Maya Mountains, Richardson Peak.","-88.783333","16.6",NA,NA,NA,"Shrub 1 m. tall.; Short scrub forest dominated by Ericaceae, <em>Clusia</em>, <em>Clethra</em>, <em>Quercus</em>, <em>Myrica</em>, <em>Roupala</em>, a few pines and with solid understory of <em>Pteridium aquilinum</em>. Elev. 800-920 m","UEC003018","UEC003018","D.Don",NA,NA,NA,"1987","-88.783333","16.6",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:33:54-03","UNICAMP","UEC","64023","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Wurdack, JJ","Ramírez, N; Hokche, O; López, M; Raimundez, E","3950","1993","03","23",NA,"Venezuela","Bolivar","Carretera Fuerte Luepa - Kavanayen. Rastrojo a 300 mts de la Estación Río Parupa. (margem derecha). Parque Nacionanl Canaima.","-61.497222","5.877083",NA,NA,NA,"Planta arbustiva de aprox. 80 cm de alto. Flores con cáliz y anteras rosado oscuro, pétalos blancos, frutos verdes rojizos cuando jóvenes negro rojizos cuando maduros.","UEC003002","UEC003002","D.Don","Gran Sabana",NA,NA,"1993","-61.497222","5.877083",NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:33:54-03","UNICAMP","UEC","81400","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F","Breedlove, DE","25257","1972","05","19",NA,"Mexico","Chiapas","3 km north of Ocozocoautla along road to Mal Paso.",NA,NA,NA,NA,NA,"Flowers pink and white. Shrub 3 feet tall.; Steep walled ravine and sandtone bluffs with Seasonal Evergreen Forest with <em>Quercus</em>, <em>Mastichodendron</em>, <em>Styrax</em>, <em>Oreopanax</em>, and <em>Bursera</em>.","UEC003016","UEC003016","D.Don","Ocozocoaulta de Espinoza",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:33:54-03","UNICAMP","UEC","20001","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Michelangeli, FA","Austin, DF; Nauman, CE; Secco, RS; Rosário, CS; Santos, MR","7273","1979","10","28",NA,"Brazil","Amapá","Brasil, T.F. de Amapá, Serra do Navio, entre a vila e o rio Amapari.","-52.0022010803223","0.895555973052979",NA,NA,NA,"Arbusto de 1m, corola branca com manchas lilases, estames lilases.","UEC079803","UEC079803","D.Don","Serra do Navio","170794","auto","2015",NA,NA,"02",NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:33:54-03","UNICAMP","UEC","189536","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Meireles, JE","Meireles, JE; et al.","704","2011","09","03",NA,"Brazil","Amazonas","Aldeia indígena Yá-mirim","-67.0892028808594","-0.130278006196022",NA,NA,NA,"Arbusto ca. 50 cm alt. Flores 4-meras com pétalas brancas e anteras rosa pink. Frutos maduros roxos","UEC126012","UEC126012","D.Don","São Gabriel da Cachoeira","377621","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:33:54-03","UNICAMP","UEC","121845","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Romero, R; Almeda, F; Martins, AB; Guimarães, P; Belinello, R","5739","1999","05","11",NA,"Brazil","Bahia","Base do Morro do Pai Inácio.","-41.5588989257812","-12.5289001464844",NA,NA,NA,"Subarbusto, ca. 0,5m. Frutos verdes.; Proximidade de mata de galeria (área degradada).","UEC003008","UEC003008","D.Don","Palmeiras","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:33:54-03","UNICAMP","UEC","114901","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Matsumoto, K","Matsumoto, K; Simões, AO; Lopes, CA; Jannini, AW","605","1998","01","10",NA,"Brazil","Minas Gerais","Fazenda Água Limpa.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Arbusto ca 1m, Flores com pétalas albo-róseas, anteras pink, filetes creme e frutos nigrescentes.; Afloramento rochoso.","UEC012697","UEC012697","D.Don","Carrancas","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:33:54-03","UNICAMP","UEC","114899","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Matsumoto, K","Matsumoto, K; Simões, AO","631","1998","02","03",NA,"Brazil","Minas Gerais","Fazenda Água Limpa.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Erva ca. 60 cm.; Afloramento rochoso.","UEC012700","UEC012700","D.Don","Carrancas","21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:33:54-03","UNICAMP","UEC","34321","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Valente, B","Leitão Filho, HF; Semir, J; Yamamoto, K; Tozzi, AMGA; et al.","15184","1983","12","06",NA,"Brazil","Minas Gerais","Próximo a cidade.","-44.1781005859375","-21.1103000640869",NA,NA,NA,"Arbusto até 80 cm, flores rosadas.; Campo rupestre, entre pedras.","UEC079821","UEC079821","D.Don","Tiradentes","10355","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:33:54-03","UNICAMP","UEC","100282","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Valente, B","Amaral, MCE; Arantes, AA; Belinello, R; et al.","9768","1997","04","20",NA,"Brazil","São Paulo","Distrito Estreito. Campo rupestre, cerrado ao lado da Represa de Furnas.","-47.4700012207031","-20.25",NA,NA,NA,"Arbusto 40 cm. Frutos nigrescentes.","UEC003025","UEC003025","D.Don","Pedregulho","27552","auto","2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-11-19 14:08:22-03","UFRPE","PEUFR","31203","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","R. Goldenberg","A. Sacramento","649","2000","02","11",NA,"Brasil","Pernambuco","APA de Guadalupe; mata do telefone","-35.1046981811523","-8.75971984863281",NA,NA,NA,"Arbusto com 2 m de altura","PEUFR031203",NA,"D. Don","Tamandaré","16930","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2019-11-19 14:08:22-03","UFRPE","PEUFR","32461","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","R. Goldenberg","J.R.R. Cantarelli; A.C. Sacramento; A.C. Souza","213","1999","12","02",NA,"Brasil","Pernambuco","Mata de Momocaba","-35.1046981811523","-8.75971984863281",NA,NA,NA,"Erva de 30-35 cm de altura; folhas discolores; soros castanhos","PEUFR032461",NA,"D. Don","Tamandaré","16930","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-19 14:08:22-03","UFRPE","PEUFR","42444","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","R. Goldenberg","A. Laurênio; R. Laurênio","1560","1999","03","27",NA,"Brasil","Pernambuco","Engenho Pombal","-35.2914009094238","-8.11806011199951",NA,NA,NA,"Arbusto com cerca de 1 m de altura; pétalas brancas; frutos vináceos; frequência rara","PEUFR042444",NA,"D. Don","Vitória de Santo Antão","21817","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-04-22 16:21:52-03","UFPB","JPB","52313","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Melastomataceae","Clidemia","sericea","Clidemia sericea","Goldenberg, R","Laurênio, A; Laurênio, R","1560","1999","03","27","Southern America","Brasil","Pernambuco","Engenho Pombal. Vegetação arbustiva em moitas. Solo amarelado, raso (tabuleiro?).","-35.2914009094238","-8.11806011199951",NA,NA,NA,"; DESC: Arbusto ca. 1m de altura. Pétalas brancas, frutos vináceos. Freqüência rara.","JPB0052313","JPB0052313","D. Don","Vitória de Santo Antão","21817","auto","2010",NA,NA,"03","01",NA,NA,NA,NA,NA
"147","2020-04-27 16:10:32-03","UFES","VIES","32339","S","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Iglesias, D.T.","Dal col, A.C.S.; Rodrigues Filho, J.","120","2013","08","17",NA,"Brasil","Espírito Santo","Parque Natural Municipal Morro da Pescaria.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES032339","VIES032339","D.Don","Guarapari","28401","auto","2014",NA,NA,"09","03",NA,NA,NA,NA,NA
"148","2020-12-21 16:34:06-03","MBM","MBM","169152","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Callejas, R.","Arbeláez, M.V.; et al.; et al.","132",NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"MBM169152","MBM169152","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:34:06-03","MBM","MBM","245942","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Santiago, R.","Martínez, E.M.; et al.; et al.","25061",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,"MBM245942","MBM245942","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:34:06-03","MBM","MBM","54006","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Uribe, L.","Forero, E.; et al.; et al.","1100",NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,"MBM054006","MBM054006","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:34:06-03","MBM","MBM","92620","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea","Almeda, F.","Stevens, W.D.; et al.; et al.","19628",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,"MBM092620","MBM092620","D. Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2015-09-04 21:30:47-03","MNHN","RECOLNAT_MNHN_P","P05289853","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Schomburgk",NA,"1839","1","1",NA,"Guiana",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289853' target='other'> <mi>dwc_moreinfo</mi></a>","P05289853","P05289853_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"643",NA,NA,NA
"153","2015-09-05 07:33:04-03","MNHN","RECOLNAT_MNHN_P","P04802166","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Sastre, C.",NA,"1973","9","8",NA,"Colômbia",NA,"Comm. Amazonas, Rio Igara-Parana, Bella Vista.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802166' target='other'> <mi>dwc_moreinfo</mi></a>","P04802166","P04802166_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2155",NA,NA,NA
"154","2015-09-05 07:33:04-03","MNHN","RECOLNAT_MNHN_P","P04802167","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Sastre, C.",NA,"1974","7","8",NA,"Colômbia",NA,"Com. Amazonas, rio Irara-Paraná (affl. rio Putumayp), corr. La Chorrera, San Antonio.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802167' target='other'> <mi>dwc_moreinfo</mi></a>","P04802167","P04802167_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3597",NA,NA,NA
"155","2015-09-05 07:33:04-03","MNHN","RECOLNAT_MNHN_P","P04802168","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,"1974","6","12",NA,"Colômbia",NA,"Com. Amazonas, rio Igara-Parana (affl. rio Putumayo), corr. La Chorrera, territoire des indiens Witoto Jitomagaro, famille Kuiru (17 km en aval de La Chorrera).",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802168' target='other'> <mi>dwc_moreinfo</mi></a>","P04802168","P04802168_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3318",NA,NA,NA
"156","2015-09-05 07:33:04-03","MNHN","RECOLNAT_MNHN_P","P04802169","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Martin, C.V.|Markiban, S.",NA,"1999","2","28",NA,"Guyane française",NA,"Montsinnéry. Pripri Yé Yé.","52.5","4.91667",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802169' target='other'> <mi>dwc_moreinfo</mi></a>","P04802169","P04802169_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,NA
"157","2015-09-05 07:33:04-03","MNHN","RECOLNAT_MNHN_P","P04802170","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Sastre, C.",NA,"1973","9","8",NA,"Colômbia",NA,"Comm. Amazonas, rio Igara-Parana, Bella Vista, ancien abattis.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04802170' target='other'> <mi>dwc_moreinfo</mi></a>","P04802170","P04802170_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2134",NA,NA,NA
"158","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827280","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Granville, J.J.|Crozier, F.|Sarthou, C.",NA,"2004","4","17",NA,"Guyane française",NA,"Inselbergs de la haute Wanapi: savane roche du sud ouest. Extrémité Ouest de la savane roche (02°30´304, 53°50´049).","-53.82778","2.50556","220",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827280' target='other'> <mi>dwc_moreinfo</mi></a>","P04827280","P04827280_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16012",NA,NA,NA
"159","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827281","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Mori, S.A.|Gracie, C.A.",NA,"1986","6","7",NA,"Guyane française",NA,"Saül, in vicinity of the village.","-53.2","3.61667",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827281' target='other'> <mi>dwc_moreinfo</mi></a>","P04827281","P04827281_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18399",NA,NA,NA
"160","2015-09-05 07:33:34-03","MNHN","RECOLNAT_MNHN_P","P04827282","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,NA,NA,"2004","6","22",NA,"Guyane française",NA,"Inselbergs du haut Marouini - A: Inselberg de la D.Z.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827282' target='other'> <mi>dwc_moreinfo</mi></a>","P04827282","P04827282_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16351",NA,NA,NA
"161","2015-09-05 07:33:35-03","MNHN","RECOLNAT_MNHN_P","P04827283","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Mori, S.A.|Peckham, H.P.|Hecklau, E.F.|Keeley, B.W.|Lobova, T.A.",NA,"2001","5","7",NA,"Guyane française",NA,"Relais de Patawa. On the Montagne de Kaw road.","-59.19194","4.72389",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827283' target='other'> <mi>dwc_moreinfo</mi></a>","P04827283","P04827283_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25323",NA,NA,NA
"162","2015-09-05 07:33:35-03","MNHN","RECOLNAT_MNHN_P","P04827284","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Tostain, O.",NA,"2007","5","13",NA,"Guyane française",NA,"Montagne des Chevaux, carrière SCC, du groupe Ribal, prèalablement à sa réouverture.","-52.43667","4.74278","35",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04827284' target='other'> <mi>dwc_moreinfo</mi></a>","P04827284","P04827284_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"598",NA,NA,NA
"163","2015-09-04 21:30:45-03","MNHN","RECOLNAT_MNHN_P","P05289841","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Riedel",NA,"1824","6","1",NA,"Brasil",NA,"Sr. José.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289841' target='other'> <mi>dwc_moreinfo</mi></a>","P05289841","P05289841_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"192",NA,NA,NA
"164","2015-09-04 21:30:46-03","MNHN","RECOLNAT_MNHN_P","P05289846","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Plowman, T.",NA,"1984","4","26",NA,"Venezuela",NA,"Territorio Federal Amazonas: Dept. Átures. Puerto Ayacucho. 6 km north of Puerto Ayacucho on road to El Burro.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289846' target='other'> <mi>dwc_moreinfo</mi></a>","P05289846","P05289846_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13746",NA,NA,NA
"165","2015-09-04 21:30:46-03","MNHN","RECOLNAT_MNHN_P","P05289847","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Castillo, A.|Bocaranda, F.",NA,"1988","11","28",NA,"Venezuela",NA,"Edo. Mirando. Dtto. Paz Castillo. Mun. Resyes Cueta. Los Guayabitos. Bosque húmedo de la Virgen.","-66.64333","10.35444",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289847' target='other'> <mi>dwc_moreinfo</mi></a>","P05289847","P05289847_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3006",NA,NA,NA
"166","2015-09-04 21:30:46-03","MNHN","RECOLNAT_MNHN_P","P05289848","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Morillo, G.|Morillo, B.",NA,"1976","9","5",NA,"Venezuela",NA,"Edo. Miranda: Colinas de Carrizal, camino al O de quebrada. 0.5-1 km O de Avenid el Golf. .",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289848' target='other'> <mi>dwc_moreinfo</mi></a>","P05289848","P05289848_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4593",NA,NA,NA
"167","2015-09-04 21:30:46-03","MNHN","RECOLNAT_MNHN_P","P05289849","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Garcia-Barriga, H.|Jaramillo, R.",NA,"1969","5","22",NA,"Colômbia",NA,"Departamento de Santander del Norte: carretera de Abrego a La Maria.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289849' target='other'> <mi>dwc_moreinfo</mi></a>","P05289849","P05289849_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19925",NA,NA,NA
"168","2015-09-04 21:30:46-03","MNHN","RECOLNAT_MNHN_P","P05289850","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Schimburgk",NA,NA,NA,NA,NA,"Guiana",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289850' target='other'> <mi>dwc_moreinfo</mi></a>","P05289850","P05289850_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"643",NA,NA,NA
"169","2015-09-04 21:30:47-03","MNHN","RECOLNAT_MNHN_P","P05289852","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Glaziou",NA,"1888","4","19",NA,"Brasil","Minas Gerais","Serra do Lenheiro.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289852' target='other'> <mi>dwc_moreinfo</mi></a>","P05289852","P05289852_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16959",NA,NA,NA
"170","2015-09-04 21:30:47-03","MNHN","RECOLNAT_MNHN_P","P05289854","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Kvist, L.P.|Londoño, X.|Tiwari, S.|Steele, O.C.",NA,"1987","10","10",NA,"Guiana",NA,"Potaro-Siparuni Region: Mining camp along Potaro River, 6 km downstream Kaieteur Falls. .","-59.45","5.21667","90",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289854' target='other'> <mi>dwc_moreinfo</mi></a>","P05289854","P05289854_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"206",NA,NA,NA
"171","2015-09-04 21:30:47-03","MNHN","RECOLNAT_MNHN_P","P05289855","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Kvist, L.P.|Londoño, X.|Tiwari, S.|Steele, O.C.",NA,"1987","10","6",NA,"Guiana",NA,"Potaro-Siparuni Region: Kaieteur Falls, close to the falls and the government house.","-59.48333","5.18333","425",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289855' target='other'> <mi>dwc_moreinfo</mi></a>","P05289855","P05289855_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA
"172","2015-09-04 21:30:47-03","MNHN","RECOLNAT_MNHN_P","P05289856","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Clidemia","sericea","Clidemia sericea",NA,"Pipoly, J.|Gharbarran, G.",NA,"1986","12","20",NA,"Guiana",NA,"E. Berbice-Corentyne Region: Cow Savana along S bank of Canje |River, W of Digitima Creek.","-57.58333","5.6","25",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05289856' target='other'> <mi>dwc_moreinfo</mi></a>","P05289856","P05289856_01","D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9477",NA,NA,NA
