"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","fieldNumber","individualCount"
"50","2021-01-27 14:32:56-03","UFSM","SMDB","14667","S","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Rua, GH","Rua, GH; et al.","912","2007","04","20",NA,"Brasil","Distrito Federal","Brasília","Área da Fercal, BR-205 L km 8, campo sujo em encos","-47.835","-15.5375","870","870",NA,"relevo: ondulado; Frequência: comum; Hábito: cespitosa laxa; base dos culmos delicados e sem folhas. Participantes: Gabriel Hugo Rua. Patrocinadores: EMBRAPA-CENARGEN; campo sujo","SMDB014667",NA,NA,NA,NA,NA,NA,"-47.835","-15.5375",NA,NA,NA,NA
"51","2020-12-21 16:40:48-03","MBM","MBM","38736","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Oliveira, R.C.","Hatschbach, G.","36963",NA,NA,NA,"Southern America","Brazil","Goiás","São João da Aliança","Fazenda Capão da Onça",NA,NA,NA,NA,NA,NA,"MBM038736","MBM038736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:40:48-03","MBM","MBM","61786","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Davidse, G.","Davidse, G.","5152",NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM061786","MBM061786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:40:48-03","MBM","MBM","61787","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Davidse, G.","Ramamoorthy, T.P.; et al.; et al.","12155",NA,NA,NA,"Southern America","Brazil","Distrito Federal",NA,"Ca. 7km E de Goiás",NA,NA,NA,NA,NA,NA,"MBM061787","MBM061787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:40:48-03","MBM","MBM","207445","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Renvoize, S.A.","Dombrowski, L.T.","5885",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM207445",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:40:48-03","MBM","MBM","207446","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","9145",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM207446",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:40:48-03","MBM","MBM","311921","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Renvoize, S.A.","Dombrowski, L.T.","6876",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Próximo a Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM311921","MBM311921",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:40:48-03","MBM","MBM","60339","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Davidse, G.","Anderson, W.R.","9809",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Barra do Garças","Ca. 9km NE de Barra do Garças","-52.2566986083984","-15.8900003433228",NA,NA,NA,NA,"MBM060339","MBM060339",NA,NA,"123012","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:40:48-03","MBM","MBM","207450","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Renvoize, S.A.","Dombrowski, L.T.","2927",NA,NA,NA,"Southern America","Brazil","Paraná","Araucária","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"MBM207450",NA,NA,NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA
"59","2015-09-27 11:57:55-03","MNHN","RECOLNAT_MNHN_P","P00640984","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Chase","Claussen, P.",NA,"1838",NA,NA,NA,"Brésil",NA,NA,"Minas-Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640984' target='other'> <mi>dwc_moreinfo</mi></a>","P00640984","P00640984_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","1021",NA
"60","2015-09-03 22:53:05-03","MNHN","RECOLNAT_MNHN_P","P01780872","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Mexia, Y.",NA,"1931","4","2",NA,"Brasil",NA,NA,"Corinto. Fazenda do Diamante. Brasil, América do Sul",NA,NA,"600",NA,"hb",". . Reçu le 5 Avril 1934 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780872' target='other'> <mi>dwc_moreinfo</mi></a>","P01780872","P01780872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5520",NA
"61","2015-09-03 22:53:05-03","MNHN","RECOLNAT_MNHN_P","P01780873","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Glaziou, A.",NA,"1895","5","27",NA,"Brasil",NA,NA,"Brésil: Goyaz. Paranauá, Chemin de Rajadinha. Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780873' target='other'> <mi>dwc_moreinfo</mi></a>","P01780873","P01780873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-03 22:53:05-03","MNHN","RECOLNAT_MNHN_P","P01780874","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Glaziou, A.",NA,"1898","5","27",NA,"Brasil","Goiás",NA,"Paranauá, any campos la Coxoxirinha. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780874' target='other'> <mi>dwc_moreinfo</mi></a>","P01780874","P01780874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22599",NA
"63","2015-09-03 22:53:05-03","MNHN","RECOLNAT_MNHN_P","P01780875","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Irwin, H.S.|Souza, R.|Reis Santos, R.",NA,"1966","6","2",NA,"Brasil","Mato Grosso",NA,"Serra do Roncador, ca. 84 km N. of Xavantina, Mato Grosso. Mato Grosso, Centro-oeste, Brasil, América do Sul",NA,NA,"550",NA,"hb","Plants of the Planalto do Brasil. . Field work conducted with the collaboration of the Universidade de Brasília, Instituto Agronômico do Norte, and the Ministério da Agricultura. Supported in part by funds from the national Science Foundation <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780875' target='other'> <mi>dwc_moreinfo</mi></a>","P01780875","P01780875_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16449",NA
"64","2015-09-03 22:53:05-03","MNHN","RECOLNAT_MNHN_P","P01780876","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Ratter, J.A.",NA,"1967","4","10",NA,"Brasil","Mato Grosso",NA,"C. 50 km S. of Xavantina on Xavantina - Aragarças road. Mato Grosso, Centro-oeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780876' target='other'> <mi>dwc_moreinfo</mi></a>","P01780876","P01780876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"81",NA
"65","2015-09-03 22:53:05-03","MNHN","RECOLNAT_MNHN_P","P01780877","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Claussen",NA,"1838","1","1",NA,"Brasil",NA,NA,"Brésil: Minas Geraes. Brasil, América do Sul",NA,NA,NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780877' target='other'> <mi>dwc_moreinfo</mi></a>","P01780877","P01780877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1021",NA
"66","2015-09-03 22:53:04-03","MNHN","RECOLNAT_MNHN_P","P01780869","PreservedSpecimen",NA,NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"s.c.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Lagoa Santa","Brésil. Lagoa Santa, Minas Gerais, Sudeste, Brasil, América do Sul","-43.8897018432617","-19.6271991729736",NA,NA,"hb",". . [64]. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01780869' target='other'> <mi>dwc_moreinfo</mi></a>","P01780869","P01780869_01",NA,NA,"12338","auto",NA,NA,NA,NA,NA,"64",NA
"67","2020-10-01 14:27:01-03","JBB","HEPH","13273","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Oliveira, RC","Oliveira, RC","874","1997","08","07","Southern America","Brasil","Goiás","Minaçu","Rodovia de Minaçu sentido Reservatório da A.H.E. Serra da Mesa km 8, do canteiro de obras da U.H.E Serra da Mesa-Area de Influencia","-48.299444","-13.718889","600","600",NA,"Unica touceira em final de floracao",NA,NA,"1997",NA,NA,NA,NA,"-48.299444","-13.718889",NA,NA,NA,NA
"68","2020-10-01 14:27:01-03","JBB","HEPH","21737","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Oliveira, RC","Aguiar, SNF","33","2005","04","12","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília área do Poção","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,"2005",NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"69","2020-10-01 14:27:01-03","JBB","HEPH","24445","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Oliveira, RC","Munhoz, CBR","3986","2008","05","15","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE (RECOR)","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2008",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:45:16-03","UFMG","BHCB","135321","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Mendes, MS; Carvalho, WAC","s.n.","2008","01","23","Southern America","Brasil","Minas Gerais","Três Marias","Votorantin Metais.","-45.232778","-18.185","525","525",NA,"Cerrado, herbáceo",NA,NA,NA,NA,NA,NA,NA,"-45.232778","-18.185",NA,NA,NA,NA
"71","2020-12-11 11:45:16-03","UFMG","BHCB","93784","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Wagner, ZL; Viana, PL","9668","2005","03","16","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"72","2010-10-07 15:27:00-03","MO","MOBOT","2969012","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 14200","1966","3","28","South America","Brazil","Goiás",NA,"Cerrado, Rio Paraná, ca. 35 km N. of Formosa on road to São Gabriel, Goiás.","-46.0001667","-14","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2018-06-26 16:16:00-03","MO","MOBOT","101052554","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Agnes Chase","Agnes Chase","Chase 11892","1930","4","8","South America","Brazil","Mato Grosso",NA,"Between Bonito and Rondonopolis.","-53.5","-16.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"74","2008-05-27 22:02:00-03","MO","MOBOT","1153861","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","E. Gutiérrez","Timothy J. Killeen|E. Gutiérrez|M. Menacho","Killeen 5877","1993","10","26","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. Pampa Toledo. Suelo húmedo.","-60.88472","-14.61527","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","1155528","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","E. Gutiérrez","Timothy J. Killeen|E. Gutiérrez|R.C. Quevedo","Killeen 6083","1993","11","13","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Flor de Oro. Pampa húmeda con termiteros. Parcela permanente; 2 km al N de la casa de guardaparques.","-61.00805","-13.55166","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1155530","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","E. Gutiérrez","Timothy J. Killeen|E. Gutiérrez|R.C. Quevedo","Killeen 6092","1993","11","13","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Flor de Oro. Pampa húmeda con termiteros. Parcela permanente; 2 km al N de la casa de guardaparques.","-61.00805","-13.55166","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2018-06-21 10:12:00-03","MO","MOBOT","1735240","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Gerrit Davidse","Gerrit Davidse","Davidse 3159","1971","11","18","South America","Venezuela","Barinas",NA,"16 km SW of the Méride intersection just outside of Barinas.",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"613","2"
"78","2018-06-21 10:12:00-03","MO","MOBOT","1735243","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Gerrit Davidse","Gerrit Davidse","Davidse 3162","1971","11","18","South America","Venezuela","Barinas",NA,"16 km SW of the Méride intersection just outside of Barinas.",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"613","1"
"79","2018-06-27 11:28:00-03","MO","MOBOT","1824394","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 12155","1976","4","9","South America","Brazil","Goiás",NA,"7 km E of the Goias-Distrito Federal border along Highway BR-020-030.",NA,NA,"870.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1233","1"
"80","2008-05-27 22:02:00-03","MO","MOBOT","1824446","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 12181","1976","4","9","South America","Brazil","Goiás",NA,"18 km SW of Abadiânia along Highway BR-060. Cerrado grassland.",NA,NA,"940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1238",NA
"81","2015-04-21 12:59:00-03","MO","MOBOT","1872681","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","Gerrit Davidse|Ángel C. González","Davidse 21323","1982","10","28","South America","Venezuela","Lara","Jiménez","La Gran Parada, 15 airline km ESE of Sanare, Parque Nacional Yacambú.","-69.5333333","9.7","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1509","1"
"82","2014-04-13 05:22:00-03","MO","MOBOT","1873687","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Gerrit Davidse|Fany Llanos","Davidse 5152","1973","12","25","South America","Colombia","Vichada",NA,"Ca. 8 km E of Las Gaviotas along the unimproved dirt road to Santa Rita. Completely open Trachypogon savanna with forest along spring fed stream.","-70.8984","4.5681","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"906",NA
"83","2009-11-04 15:57:00-02","MO","MOBOT","213889","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"J.B.E. Pohl","Pohl 1484",NA,NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"Santa Maria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2014-09-26 11:06:00-03","MO","MOBOT","248467","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Peter Clausen","Clausen 1021","1838",NA,NA,"South America","Brazil","Minas Gerais",NA,"Without locality.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"1"
"85","2011-01-17 10:00:00-02","MO","MOBOT","2968466","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","William R. Anderson|Paul A. Fryxell|Steven R. Hill|R. Reis dos Santos|R. Souza","Anderson 82880","1973","4","6","South America","Brazil","Goiás",NA,"Rio Cristal, 44 km by road SE of Cristalina; grassy campo and gallery forest. Campo.",NA,NA,"980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2012-03-30 18:07:00-03","MO","MOBOT","2968542","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","William R. Anderson|Steven R. Hill|R. Reis dos Santos|R. Souza","Anderson 9704","1973","5","4","South America","Brazil","Mato Grosso",NA,"Ca. 35km (straight line) ENE of Barra do Garças; hillside cerrado. Scattered cerrado.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2010-10-07 15:27:00-03","MO","MOBOT","2968586","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16121","1966","5","27","South America","Brazil","Mato Grosso",NA,"Serra do Roncador. Disturbed cerrado and galley margin, Rio Turvo, ca.210 km N. of Xavantina, Mato Grosso.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2014-07-23 15:34:00-03","MO","MOBOT","2968600","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Jason R. Swallen","Swallen 3980","1935","3","20","South America","Brazil","Maranhão",NA,"Carolina to San Antonio De Balsas, Maranhão. Rocky hillside.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"89","2013-05-07 06:03:00-03","MO","MOBOT","2968716","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","Morrone & Zuloaga","Ynés Mexia","Mexia 5520","1931","4","2","South America","Brazil","Minas Gerais",NA,"Corinto. Fazenda do Diamante; pasture southeast of buildings in open campo.",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","2968740","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","Timothy J. Killeen","Killeen 1877","1986","3","27","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Est. Santa Maria 10 km S of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62","-16.21666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","2968815","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone & F.O. Zuloaga","Timothy J. Killeen","Killeen 893","1985","5","6","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Est. Las Madres, 15km N of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semi-deciduous forest, wooded savanna and savanna wetland.","-62","-16.03333","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","2968860","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","Timothy J. Killeen","Killeen 2015","1986","5","10","South America","Bolivia","Santa Cruz","Nuflo de Chavez","3km SW of Concepción on road around resevoir. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna and savanna wetland.","-62.16666","-16.05","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2010-07-20 10:24:00-03","MO","MOBOT","2770665","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","G. Davidse","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 8985","1980","2","21","South America","Brazil","Pará","Conceição do Araguaia","Mun. Coneição do Araguaia: Redenção. Area of cerrado vegetacion about 4 km. west of town center along highway PA-150.","-50.0666667","-8.0333333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","1"
"94","2008-05-27 22:02:00-03","MO","MOBOT","2969042","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","Timothy J. Killeen","Killeen 2443","1987","4","5","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Est. Santa Maria, 7km S of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semi-deciduous forest, wooded savanna and savanna wetland.","-62","-16.16666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","2969262","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","Timothy J. Killeen","Killeen 1956","1986","4","15","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Est. Salta, 10km S of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna, and savanna wetland.","-62","-16.21666","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2012-04-06 10:04:00-03","MO","MOBOT","2969526","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","J. Blydenstein","J. Blydenstein","Blydenstein 1364","1963","7","12","South America","Colombia","Boyacá",NA,"Llanos Orientales: Depto. Boyacá; al sur de El Yopal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2010-10-07 15:27:00-03","MO","MOBOT","2969804","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16055","1966","5","25","South America","Brazil","Mato Grosso",NA,"Serra Do Roncador. Gallery forest, ca. 60 km N of Xavantina, Mato Grosso.",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2010-10-07 15:27:00-03","MO","MOBOT","2970033","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 16449","1966","6","2","South America","Brazil","Mato Grosso",NA,"Serra Do Roncador. Wet campo, ca. 84 km N of Xavantina, Mato Grosso.",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","2970363","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","F.C.A. Oliveira","Oliveira 640","1996",NA,NA,"South America","Brazil","Goiás",NA,"Mun. de Niquelândia. Km 05 da estrada de chão em direção á Reserva do IBAMA. Relevo ondulado. Solo pedregoso/arenoso.","-48.45","-14.49611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2012-04-24 14:06:00-03","MO","MOBOT","2970542","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","geminiflorum","Paspalum geminiflorum","Steud.","O. Morrone","T.A.B. Dias|et al.","Dias 055","1992","5","5","South America","Brazil","Distrito Federal",NA,"Brasilia. NA DF-100 A 99.7 km do cenargen/embrapa a esquerda da estrada. Ecotono cerrado/campo sujo. Ambiente Casacalho-Cambisolo, Relevo Ondulado frequente.","-47.3833333","-15.8833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
