"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","recordNumber","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","class","fieldNumber","typeStatus","relatedCatalogItem","sex"
"52","2019-11-21 14:32:59-03","UFJF","CESJ","60605","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. Menini Neto","2012","09","S.G. Furtado; L. Menini Neto","2012","09","22","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Mata de Araucária, em encosta, a 1800-2000 m.s.m.","-45.237278","-22.24025",NA,"Epífita facultativa, frequente no interior de Floresta Ombrófila Mista. Bainha castanha; brácteas do escapo e florais verdes, pintalgadas de vináceo; inflorescência coberta por mucilagem viscosa.",NA,"22","-45.237278","-22.24025",NA,NA,NA,"111","América do Sul",NA,"CESJ060605",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:32:59-03","UFJF","CESJ","60621","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. Menini Neto; S.G. Furtado","2012","09","S.G. Furtado; L. Menini Neto","2012","09","22","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Mata de Araucária, em encosta, a 1800-2000 m.s.m.","-45.237278","-22.24025",NA,"Epífita facultativa, frequente em interior de Floresta Ombrófila Mista. Bainhas castanhas, frutos passados.",NA,"22","-45.237278","-22.24025",NA,NA,NA,"125","América do Sul",NA,"CESJ060621",NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:32:59-03","UFJF","CESJ","56128","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","F.C. Favoreto","2010","01","F.C. Favoreto; D.R.Couto","2010","01","29","Brasil","Espírito Santo","Cachoeiro do Itapemirim","Estrada para a Caveira d'Anta, já próximo à divisa com Alegre. Lat.20º38'02.4S; Lon.41º 22' 53,8W.",NA,NA,NA,"Epífitas à meia sombra. Planta em fruto. Folhas verdes com ápice seco ou negro. Parte reprodutiva seca (sem coloração).",NA,"29",NA,NA,NA,NA,NA,"60","América do Sul",NA,"CESJ056128",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:32:59-03","UFJF","CESJ","58536","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. Menini Neto","2010","09","F.E. Alves; L. Menini Neto; B.R. M. Bastos","2010","09","11","Brasil","Minas Gerais","Olaria","Serra do Cruz, Capão de mata. 21º53'26,61S, 44º04'29,77O. 1451m.s.m.","-44.074936","-21.890725",NA,"Epífita em borda de capão. Bainha pintalgada de preto, folha externamente matizada de róseo, ápice vináceo. Frutos passados na cor castanha.",NA,"11","-44.074936","-21.890725","1451","1451",NA,"11","América do Sul",NA,"CESJ058536",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:32:59-03","UFJF","CESJ","67767","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. Menini Neto","2013",NA,"D.E.F. Barbosa; G.A. Basilio","2013","12","08","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611",NA,"Epífita facultativa, da base do tronco até 4m. Frequente. Folhas verdes com bainha creme passando a marrom escuro. Bracteas vináceas, flores vinho. Borda e interior de mata.",NA,NA,"-43.913333","-21.698611","1300","1300",NA,"152","América do Sul",NA,"CESJ067767",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:32:59-03","UFJF","CESJ","54932","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","A.P.G. de Faria","2009","11","F.S. Souza; F.R.G. Salimena; A.P.G. de Faria","2009","11","01","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373","11991","Epífita no interior de mata. Folha concolor, ápice castanho. Inflorescência jovem. Ovário verde, sépalas verdes.","auto","01",NA,NA,NA,NA,NA,"818","América do Sul",NA,"CESJ054932",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:32:59-03","UFJF","CESJ","71789","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","D.E.F. Barbosa","2016","07","D.E.F. Barbosa; G.A. Basilio","2016","07","16","Brasil","Minas Gerais","Descoberto","Serra do Relógio, Floresta semidecidual montana","-42.935833","-21.387778",NA,"Epífita facultativa. Frutos passados. Frequente. Interior e borda de mata.",NA,"16","-42.935833","-21.387778","1200","1200",NA,"271","América do Sul",NA,"CESJ071789",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:32:59-03","UFJF","CESJ","46438","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","M.G.L. Wanderley","2006","06","N.L. Abreu; K. Antunes; C.N. Matozinhos; F.S. Souza; P.L. Viana","2005","11",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para a cachoeira do Ninha da Égua","-43.8278007507324","-22.0891990661621","20815","Erva terrestre ou epífita. Folhas com face adaxial verde e face abaxial castanho, ápice foliar vináceo, bráctea do escapo e floral castanho, flores discolores, escapo cimoso. Presença de mucilagem.","auto","01",NA,NA,NA,NA,NA,"39","América do Sul",NA,"CESJ046438",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:32:59-03","UFJF","CESJ","50354","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","M.G.C.Nogueira","2012","08","N.L. Abreu; L. Menini Neto","2008","05","11","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Serra Negra, município de Monte Verde.","-43.793098449707","-21.8425006866455","30417","Erva epífita em interior de mata nebular. Folhas verdes discolores, bainha castanho-escura na face abaxial, brácteas do escapo verdes e castanhas, frutos verdes.","auto","23",NA,NA,NA,NA,NA,"230","América do Sul",NA,"CESJ050354",NA,NA,NA,NA,NA,NA,NA
"61","2020-07-02 18:52:20-03","UFJF","CESJ","63535","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. Menini Neto; S.G. Furtado","2013","06","S.G. Furtado; L. Menini Neto","2013","06","01","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista.","-44.8899993896484","-21.9589004516602","29865","Epífita facultativa em até ca. de 6m, frequente. Em interior de mata 1900 m.s.m. Folhas verdes, bainhas creme máculadas de vináceo no ápice. Bráctea da inflorescência verde claro pintalgada de vináceo. Flores de creme a vináceo. Visitada por beija-flores","auto","01",NA,NA,NA,NA,NA,"250","América do Sul",NA,"CESJ063535",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-17 13:39:51-03","UNICAMP","UEC","152083","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Coffani-Nunes, JV","2012","06","Morokawa, R","2009","10","24","Brazil","Minas Gerais","Extrema","Trilha para a Pedra das Flores.","-46.307522","-22.880917",NA,"Epífita, a 50 cm do solo. Pétalas laranja-claro, sépalas esverdeadas, brácteas florais roxo-esverdeadas, sem máculas. Raque verde e bráctea do escapo verde-arroxeado.",NA,"13","-46.307522","-22.880917",NA,NA,NA,"252",NA,NA,"UEC018806","UEC018806",NA,NA,NA,NA,NA,NA
"63","2021-02-17 13:39:51-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Coffani-Nunes, JV","2012","06","Morokawa, R","2009","10","24","Brazil","Minas Gerais","Extrema","Trilha para a Pedra das Flores.","-46.307522","-22.880917",NA,"Epífita, a 50 cm do solo. Pétalas laranja-claro, sépalas esverdeadas, brácteas florais roxo-esverdeadas, sem máculas. Raque verde e bráctea do escapo verde-arroxeado.",NA,"13","-46.307522","-22.880917",NA,NA,NA,"252",NA,NA,"UEC083551","UEC083551",NA,NA,NA,NA,NA,NA
"64","2019-08-20 09:59:17-03","UNICAMP","UEC","124625","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MDGL","2003","01","Meireles, LD","2002","04","09","Brazil","Minas Gerais","Camanducaia","Monte Verde, Pedra Redonda","-46.1446990966797","-22.7553005218506","22140","Erva, folhas com base arroxeada, ápice com acúme arroxeado, brácteas da inflorescência arroxeada, brácteas florais esverdeadas.","auto",NA,NA,NA,NA,NA,NA,"1029",NA,NA,"UEC087201","UEC087201",NA,NA,NA,NA,NA,NA
"65","2019-08-20 09:59:17-03","UNICAMP","UEC","6804","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Wanderley, MDGL","1981","02","Davis, PH; Kinoshita, LS; Semir, J; Shepherd, GJ; Cruz, ND; Felippe, GM","1976","09","29","Brazil","São Paulo","Campos do Jordão","Reserva do Instituto Florestal, Ao lado de Guaratinguetá","-45.5900001525879","-22.7299995422363","21048","flor, Mata úmida. Altura até 1,2m. Brácteas esverdeadas. Tépalas amarelas.","auto",NA,NA,NA,"2000","2000",NA,"3117",NA,NA,"UEC043480","UEC043480",NA,NA,NA,NA,NA,NA
"66","2019-08-20 09:59:17-03","UNICAMP","UEC","62294","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Sazima, I","1997","01","Buzato, S; Sazima, M","1993","04","02","Brazil","São Paulo","Caraguatatuba","Condomínio Parque Imperial","-45.4099998474121","-23.6200008392334","30093","flor e fruto","auto",NA,NA,NA,NA,NA,NA,"28732",NA,NA,"UEC043479","UEC043479",NA,NA,NA,NA,NA,NA
"67","2019-08-20 09:59:17-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Leme, EMC","1995","08","Sazima, I; Oliveira, OC","1994","11","25","Brazil","São Paulo","Caraguatatuba","Condomínio Parque Imperial, Próximo à praia de Massaguaçu.","-45.4099998474121","-23.6200008392334","30093","flor, Epífita, flores amarelo-alaranjado, venação mais escura. Há diapositivos da planta no ambiente. Há material fixado (flores).","auto",NA,NA,NA,NA,NA,NA,"32521",NA,NA,"UEC043475","UEC043475",NA,NA,NA,NA,NA,NA
"68","2019-08-20 09:59:17-03","UNICAMP","UEC","98882","S","Plantae","Liliopsida",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Leme, EMC","1995","08","Sazima, I; Oliveira, OC","1994","11","25","Brazil","São Paulo","Caraguatatuba","Condomínio Parque Imperial, Próximo à praia de Massaguaçu.","-45.4099998474121","-23.6200008392334","30093","flor, Epífita, flores amarelo-alaranjado, venação mais escura. Há diapositivos da planta no ambiente. Há material fixado (flores).","auto",NA,NA,NA,NA,NA,NA,"32521",NA,NA,"UEC043478","UEC043478",NA,NA,NA,NA,NA,NA
"69","2019-09-27 18:04:05-03","UFES","VIES","21643","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Couto, D.R.","2011","11","Zorzanelli, J.P.F.","2011","11","05","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","32198",NA,"auto","18",NA,NA,NA,NA,NA,"191",NA,NA,"VIES021643","VIES021643",NA,NA,NA,NA,NA,NA
"70","2020-06-29 09:29:57-03","UFRRJ","RBR","22219","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","B.R. Silva","1999","03","G.V. Somner","1994","02","10","Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Após a entrada (portão) da REBIO Tinguá. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561","25743",NA,"auto","18",NA,NA,NA,NA,NA,"786",NA,NA,"RBR00022219","RBR00022219",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:19:33-03","MBM","MBM","162580","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Mello-Silva, R.",NA,NA,"Arbo, M.M.; et al.; et al.","1992","11","28","Brazil","Bahia","Morro do Chapéu","Morrão ao S de Morro do Chapéu","-41.1561012268066","-11.5500001907349","98143",NA,"auto",NA,NA,NA,NA,NA,NA,"5426","Southern America",NA,"MBM162580","MBM162580 MBM162580_1",NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0703","PreservedSpecimen","Plantae",NA,"Angiospermae","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L.B. Smith.",NA,NA,"P.E. Leite S.J.","1945","03",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,"auto",NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"000703",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-15 09:04:27-03","UESC","UESC","2024","S","Plantae","Angiospermae","Florideophycidae","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Fontoura, T.","1998","02","20","Brasil","Bahia","Funilândia",NA,NA,NA,NA,"Erva epífita ocorrendo a 18 m de altura na árvore hospedeira.",NA,NA,NA,NA,NA,NA,NA,"391",NA,NA,"UESC0002024",NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"74","2019-08-15 09:04:27-03","UESC","UESC","2025","S","Plantae","Angiospermae","Florideophycidae","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Fontoura, T.","1998","02","20","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662","61245","Erva epífita ocorrendo a aproximadamente 8-10 m de altura.","auto",NA,NA,NA,NA,NA,NA,"392",NA,NA,"UESC0002025",NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"75","2015-09-03 21:17:40-03","MNHN","RECOLNAT_MNHN_P","P01641325","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","platynema","Tillandsia platynema","(Gaudich.) Griseb.",NA,NA,NA,"Regnell, A.",NA,NA,NA,"Brasil",NA,NA,"R.J. ad Caldas Minas Gerais. Brasil, América do Sul",NA,NA,NA,". s.d. Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01641325' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb","P01641325","P01641325_01",NA,NA,"II 286",NA,NA,NA
"76","2015-09-03 21:06:09-03","MNHN","RECOLNAT_MNHN_P","P00571400","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Glaziou",NA,NA,"Glaziou, A.","1883","4","1","Brésil",NA,NA,"Petropolis & Rio de Janeiro",NA,NA,NA,"Reçu en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00571400' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00571400","P00571400_01 P00571400_02",NA,NA,"15466",NA,NA,NA
"77","2020-12-11 11:43:35-03","UFMG","BHCB","149869","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wauira",NA,NA,NA,"Almeida, TE; Mota, NFO; Ramalho, AJ; Lau, BL; Batista, JAN","2011","03","17","Brasil","Minas Gerais","Delfim Moreira","Fazenda Onça, Trilha para o Pico do Carrasco.Floresta Ombrófila Mista","-45.336361","-22.614194",NA,"Erva epífita no interior de floresta. Inflorescências imaturas verdes com margens negras. Folhas com bases e ápices castanhos",NA,NA,"-45.336361","-22.614194","1993","1993",NA,"2912","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:43:35-03","UFMG","BHCB","178193","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wauira",NA,NA,NA,"Ribeiro, OBC","2012","06","01","Brasil","Minas Gerais","Serro","Fazenda Angloamerican, Projeto Azteca","-43.386967","-18.547778",NA,"Epífita.; Em mata primária",NA,NA,"-43.386967","-18.547778","1157","1157",NA,"390","Southern America",NA,"BHCB030672",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:43:35-03","UFMG","BHCB","85303","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wauira",NA,NA,NA,"Salino, A; Mota, RC da; Mota, NFO; Melo, PHA de","2003","10","10","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, fazenda Duas Barras; próximo a divisa com o estado da Bahia. Floresta Ombrófila Densa Montana entre 750-850m de altitude.;","-40.057611","-16.404583",NA,"Epífita em mata; brácteas do escapo da inflorescência e ápice das flores castanho-avermelhado, inflorescência parcialmente espiralada, cálice verde-claro na base e mudando gradativamente para castanho-avermelhado em direção ao ápice; presença de resi",NA,NA,"-40.057611","-16.404583",NA,NA,NA,"9222","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:43:35-03","UFMG","BHCB","174117","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wauira",NA,"2003","02","Torres, RB","2000","03","01","Brasil","Minas Gerais","Camanducaia","Mata do Bras","-46.1446990966797","-22.7553005218506","22140","Erva epífita. Flores com cálice amarelo claro, nectar adocicado abundante.","auto",NA,NA,NA,"1122","1122",NA,"1122","Southern America",NA,"BHCB019596",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:43:35-03","UFMG","BHCB","13730","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wauira",NA,NA,NA,"Sousa, HC; et al.","1987","06","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455","30417",NA,"auto",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:43:35-03","UFMG","BHCB","41451","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wauira",NA,NA,NA,"Vasconcelos, MF de; Corgozinho, PHC","1998","04","05","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051","epífita","auto",NA,NA,NA,"1700","1700",NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-11 11:43:34-03","UFMG","BHCB","12292","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wauira",NA,NA,NA,NA,"1987","06","15","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2018-05-21 13:49:00-03","MO","MOBOT","101047433","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"A. Wilkinson","1972","3","13","Brazil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937",NA,"auto",NA,NA,NA,NA,NA,"1","Wilkinson 1138","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2016-03-17 12:58:00-03","MO","MOBOT","100900430","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","A. Fernández",NA,NA,"Ángel Fernández|Wilmer Becerra|E. Gómez|et al.","2015","6","1","Venezuela","Vargas",NA,"Parroquia Macuto. Parque Nacional Waraira Repano (El Ávila). Vertiente Norte. +/- 300 m al NE de la Estación San José.","-66.8905555","10.5694445",NA,NA,NA,NA,NA,NA,"1180.00000000",NA,"1","Fernández 36200","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","10233",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","A. Costa/21-08-2001",NA,NA,"I. G. Varassin; et al","1999","03","23","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Epífita. Heliófila. Brácteas florais verdes, flores amarelo castanho.",NA,NA,"40W31'49","19S58'17",NA,NA,NA,"60",NA,NA,"MBML010233","MBML010233_1 MBML010233_2 MBML010233_3 MBML010233_4",NA,NA,NA,NA,NA,NA
"87","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","17116",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Fraga/2020",NA,NA,"R.R. Vervloet; et al","2002","08","01","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Epífita a 1m do solo, vegetação seca, local ensolarado, frutos imaturos de cor verde, brácteas escapais verde, folhas com a parte dorsal vinho, parte ventral verde, base das folhas de cor marrom, escapo com 1,65m.",NA,NA,"40W33'11","19S54'27",NA,NA,NA,"647",NA,NA,"MBML017116","MBML017116_1 MBML017116_2",NA,NA,NA,NA,NA,NA
"88","2020-07-10 09:44:44-03","MBML","MBML-HERBARIO","24885",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","L. Kollmann/15-07-2005",NA,NA,"L. Kollmann; et al","2005","07","15","Brasil","Espírito Santo","Castelo","Rio Manso","-41.12","-20.526389",NA,"Epífita na sombra, frutos verdes e folhas com listras mais escuras, ápice de folhas com um ponto marrom.",NA,NA,"41W7'12","20S31'35",NA,NA,NA,"8098",NA,NA,"MBML024885","MBML024885_1 MBML024885_2",NA,NA,NA,NA,NA,NA
"89","2020-06-17 15:24:58-03","UNESP-RC","HRCB","9143","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra ",NA,NA,NA,"Ribeiro, J. E. L. S.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-06-17 15:24:58-03","UNESP-RC","HRCB","9223","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra ","A. Costa",NA,NA,"Ribeiro, J. E. L. S.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-03-01 11:55:17-03","UFPE","UFP","74602","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra",NA,NA,NA,"Benko-Iseppon, AM; et. al","2012","12","09","Brasil","Bahia","Mucuge",NA,"-41.3708000183105","-13.0052995681763","52493","Área: Rural.","auto",NA,NA,NA,NA,NA,NA,"1756",NA,NA,"UFP074602",NA,NA,NA,NA,NA,NA,NA
"92","2021-03-01 11:55:17-03","UFPE","UFP","21995","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Siqueira-Filho, JA","1998","05","Siqueira-Filho, JA; Campelo, MJA","1997","09","28","Brasil","Pernambuco","Jaqueira",NA,"-35.7933006286621","-8.72667026519775","11830","Epífita em frutificação.Escapo floral simples dístico.Material depositado no Bromeliário Biounirverso sob o n° 51.&nf;&nf;&nf;; Microregião da Mata","auto","11",NA,NA,NA,NA,NA,"738",NA,NA,"UFP021995",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 11:55:17-03","UFPE","UFP","21426","PreservedSpecimen","Plantae",NA,"Pales","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa","Wawra","Siqueira-Filho, JA","1997","01","Siqueira-Filho, JA","1997","01","13","Brasil","Pernambuco","Jaqueira",NA,"-35.7933006286621","-8.72667026519775","11830","Epífita,próximo à Cachoeira das Moças.Indivíduo jovem e mimercófilo.Material encontrado no Bromeliário Biouniverso so o n°51.","auto","13",NA,NA,NA,NA,NA,"772",NA,NA,"UFP021426",NA,NA,NA,NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","2519302","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa minor","L.B. Sm.",NA,NA,NA,"E. Pereira & G. F. J. Pabst","1957","4","4","Brazil","Minas Gerais",NA,"Tijuca and Serro Highway.",NA,NA,NA,NA,NA,NA,NA,NA,"1300","1300","1","2861","South America - Neotropics",NA,"US00091158","US00091158_01","minor","Monocotyledonae",NA,"Isotype",NA,NA
"95","2020-09-12 05:00:02-03","US","US","2568235","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa",NA,NA,NA,NA,"L. Emygdio de Mello Filho & Aydil","1966","7","23","Brazil","Minas Gerais","Itabirito","Pico do Itabirito","-43.8","-20.25",NA,NA,NA,NA,NA,NA,NA,NA,"1","2190","South America - Neotropics",NA,"US01914070","US01914070_01",NA,"Monocotyledonae",NA,NA,NA,NA
"96","2019-07-09 12:56:22-03","F","FMNH-SEEDPLANTS","V0416109F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa",NA,"L. B. Smith",NA,NA,"L. B. Smith","1929","1","1","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1625","South America",NA,"V0416109F","V0416109F_01",NA,"Monocotyledoneae",NA,NA,NA,NA
"97","2019-07-09 12:56:24-03","F","FMNH-SEEDPLANTS","V0416110F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Vriesea","bituminosa","Vriesea bituminosa",NA,"L. B. Smith",NA,NA,"A. Castellanos","1962","4","29","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23399","South America",NA,"V0416110F","V0416110F_01",NA,"Monocotyledoneae",NA,NA,NA,NA
