"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","class","fieldNumber","individualCount"
"49","2020-12-11 11:33:19-03","UFMG","BHCB","47671","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Lombardi, JA","2952","1999","06","11","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.333333","-18.083333",NA,NA,NA,"Plantas do Brasil.; Erva. Folhas argênteas. Brácteas ocres. Flores lilases.; Campo arenoso.","BHCB052031",NA,NA,NA,"-43.333333","-18.083333","2000","04",NA,NA,NA,NA,NA
"50","2020-12-11 11:33:19-03","UFMG","BHCB","84443","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Souza, VC de; Souza, JP; Romão, GO; Araújo, AO","25075","2001","07","05","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro. Próximo à bifurcação para Morro do Pilar.","-43.499167","-19.220278","1500","1500",NA,"Prensado em álcool.; Herbáceo. Flores roxas.; Campo rupestre com mata ciliar no fundo do vale.","BHCB025622",NA,NA,NA,"-43.499167","-19.220278","2002","12",NA,NA,NA,NA,NA
"51","2014-08-23 05:36:00-03","MO","MOBOT","3307783","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","scapigera","Vernonia scapigera","Less.",NA,"Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 27909","1970","3","19","South America","Brazil","Minas Gerais",NA,"In rocky summits with soil-filled crevices and small areas of white sand, ca. 18 km. E of Diamantina.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-05-23 11:07:55-03","UFLA","ESAL","26664","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","J. Semir","Mansanares, ME; Verola, CF","347",NA,NA,NA,NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri","-43.6002998352051","-18.2493991851807","1","1",NA,"; ; flores magenta;",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-09-12 05:00:02-03","US","US","3724833","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"N. Roque, A. Quaresma, I. Franco & D. Gonçalves","3075","2011","6","24","South America - Neotropics","Brazil","Minas Gerais","São Gonçalo do Rio Preto","Planalto Diamantina, Instituto Estadual de Floresta, Parque Estadual do Rio Preto, trilha para Vargem das Estrelas acima da Casa de Hospede.","-43.3761","-18.1192","1121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"54","2020-09-12 05:00:02-03","US","US","3315388","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"S. Splett","1023","1995","3","22","South America - Neotropics","Brazil","Minas Gerais",NA,"Estrada Diamantina - Medanha, km 578, entrada depois da ponte sobre Corrego Soberbo","-44.6","-18.18","1000",NA,NA,NA,"US01636506","US01636506_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"55","2020-09-12 05:00:02-03","US","US","3369470","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","68222","1998","7","25","South America - Neotropics","Brazil","Minas Gerais",NA,"Rod. BR-259, proximo ao trevo para Presidente Kubitschek (mun. Presidente Kubitschek)",NA,NA,NA,NA,NA,NA,"US01636503","US01636503_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"56","2020-09-12 05:00:02-03","US","US","3497915","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"N. F. F. MacLeish, V. F. Ferreira, G. L. Smith & J. G. Stutts","693","1980","10","4","South America - Neotropics","Brazil","Minas Gerais",NA,"Between Mendaha and Diamantina, 4 km north of Diamantina on Estrada 367.",NA,NA,NA,NA,NA,NA,"US01636504","US01636504_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"57","2020-09-12 05:00:02-03","US","US","3135042","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"G. Hatschbach & V. Nicolack","53104","1989","5","23","South America - Neotropics","Brazil","Minas Gerais",NA,"Rod. BR-259 (mun. Pres. Kubitchek)",NA,NA,"1000",NA,NA,NA,"US01636502","US01636502_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"58","2020-09-12 05:00:02-03","US","US","3387629","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"J. A. Lombardi","2952","1999","6","11","South America - Neotropics","Brazil","Minas Gerais",NA,"Parque Estadual do Rio Preto, Sao Goncalo do Rio Petro","-43.33","-18.08",NA,NA,NA,NA,"US01636505","US01636505_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"59","2020-09-12 05:00:02-03","US","US","2709494","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"H. S. Irwin, S. F. Fonsêca, R. Souza, R. Reis dos Santos & J. Ramos","28085a","1970","3","22","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaco, Cerrado, Gallerym abd campo, ca. 10 km. N of Sao Joao da Chapada, road to Inhai",NA,NA,NA,NA,NA,NA,"US01636507","US01636507_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1"
"60","2019-11-13 11:16:29-03","USP","SPF","214804","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, B","Loeuille, B","529","2010","08","10",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.595583","-18.214694","1362","1362",NA,NA,"SPF00214804",NA,NA,NA,"-43.595583","-18.214694","2010","08",NA,NA,NA,NA,NA
"61","2021-03-15 18:25:32-03","USP","SPF","224390","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, B","Siniscalchi, CM","539","2014","09","02",NA,"Brasil","Minas Gerais","Olhos-d'Água","Parque Nacional das Sempre-Vivas, Entrada do distrito de Macacos, estrada em direção ao norte do parque, sentido Inhacica.","-43.764167","-17.841639","121","121",NA,"Erva em rosetas, folhas prateadas. Inflorescências velhas, frutos com pápus estramíneo.; Campo rupestre com afloramentos rochosos e capões de mata próximos a cursos d'água. Solo arenoso.","SPF00224390",NA,NA,NA,"-43.764167","-17.841639","2014","09",NA,NA,NA,NA,NA
"62","2021-03-15 18:25:32-03","USP","SPF","223226","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, B","Watanabe, MTC","94","2007","04","22",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata. Km 159.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Erva, ca. 40 cm alt. Roseta presente. Brácteas verdes. Flores lilás.; Solo pedregoso.","SPF00223226",NA,"101169","auto",NA,NA,"2017","07",NA,NA,NA,NA,NA
"63","2019-10-07 09:11:51-03","UEFS","HUEFS","9201","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","N.Roque","Queiroz, L.P.de","2350","1989","07","03",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"HUEFS0009201",NA,"101169","auto",NA,NA,"2003","11",NA,NA,"Asteranae",NA,NA
"64","2019-10-07 09:11:51-03","UEFS","HUEFS","39777","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","H.P.Bautista","Hatschbach, G.","68222","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para Presidente Kubitscheck.","-43.562198638916","-18.6144008636475",NA,NA,NA,"Campo rupestre, solo arenoso.","HUEFS0039777",NA,"13347","auto",NA,NA,"1999","10",NA,NA,"Asteranae",NA,NA
"65","2019-09-04 19:58:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Vernonia","scapigera","Vernonia scapigera",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]","Dicotyledoneae",NA,NA
"66","2020-04-29 16:29:36-03","UFVJM","HDJF","455","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Otoni, TJO","Oliveira, PA","s.n.","2010","05","13","Southern America","Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri. BR 367.","-43.590278","-18.201944",NA,NA,NA,NA,"HDJF000455","HDJF000455_01",NA,NA,"-43.590278","-18.201944","2013","06","17",NA,NA,NA,NA
"67","2020-04-29 16:29:36-03","UFVJM","HDJF","457","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Otoni, TJO","Oliveira, PA","s.n.","2010","05","13","Southern America","Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri. BR 367.","-43.590278","-18.201944",NA,NA,NA,NA,"HDJF000457",NA,NA,NA,"-43.590278","-18.201944","2013","06","17",NA,NA,NA,NA
"68","2020-04-29 16:29:36-03","UFVJM","HDJF","6848","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Chaves, DA","Faria, JEQ","7914","2017","06","18","Southern America","Brasil","Minas Gerais","Diamantina","Margem da estrada para Conselheiro Mata, próximo a estrada para Galheiros","-43.796111","-18.293611","1309","1309",NA,NA,"HDJF006848",NA,NA,NA,"-43.796111","-18.293611","2017","06",NA,NA,NA,NA,NA
"69","2020-04-29 16:29:36-03","UFVJM","HDJF","456","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Otoni, TJO","Oliveira, PA","s.n.","2010","05","13","Southern America","Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri. BR 367.","-43.590278","-18.201944",NA,NA,NA,NA,"HDJF000456","HDJF000456_01",NA,NA,"-43.590278","-18.201944","2013","06","17",NA,NA,NA,NA
"70","2020-04-29 16:29:36-03","UFVJM","HDJF","6827","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.","Faria, JEQ","Faria, JEQ; Chaves, DA","7892","2017","06","14","Southern America","Brasil","Minas Gerais","Diamantina","Margem da estrada para Conselheiro Mata","-43.897778","-18.3075","1242","1242",NA,NA,"HDJF006827",NA,NA,NA,"-43.897778","-18.3075","2017","06",NA,NA,NA,NA,NA
"71","2020-04-29 16:29:36-03","UFVJM","HDJF","3193","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H. Rob.",NA,"Munhoz, CBR; Mello, TRB; Silva Júnior, MC","7388","2011","04","22","Southern America","Brasil","Minas Gerais","Diamantina","Parque Nacional Sempre Vivas. Depois da Vila dos Macacos","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"HDJF003193","HDJF003193_01","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-12 16:58:26-03","UEL","FUEL","42890","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Semir, J","Mansanares, ME; Verola, CF","347","2003","08","15",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri, Afloramento a 10 km do asfalto","-43.6002998352051","-18.2493991851807","1385","1385",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-01 14:54:19-03","UnB","UB","167712","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Bringel, JBA","Proença, CEB; Harris, SA","3902","2011","08","25","Southern America","Brasil","Minas Gerais","Diamantina","Estrada do Cruzeiro Luminoso. Trilha do Escravo Izidoro Marcus","-43.583611","-18.233611","1220","1220",NA,"Fotos S.A. Harris. &nf;Projeto Reflora - Subprojeto Refazendo o caminho de Gardner; Erva em densa roseta; folhas graminoides. Escapo floral até 1,4m. Aquênios imaturos e dispersos, papus castanho dourado; Campo rupestre, na beira do afloramento rochoso",NA,NA,NA,NA,"-43.583611","-18.233611",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-01 14:54:19-03","UnB","UB","207390","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Chaves, DA","Chaves, DA; Gonçalves, MF","444","2014","05","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos","-43.332433","-18.179817","1298","1298",NA,"Complexo Rupestre",NA,NA,NA,NA,"-43.332433","-18.179817","2014","07","29",NA,NA,NA,NA
"75","2019-11-01 14:54:19-03","UnB","UB","207391","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Chaves, DA","Chaves, DA; Gonçalves, MF","445","2014","05","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos","-43.332433","-18.179817","1298","1298",NA,"Complexo Rupestre",NA,NA,NA,NA,"-43.332433","-18.179817","2014","07","29",NA,NA,NA,NA
"76","2019-11-01 14:54:19-03","UnB","UB","207392","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Chaves, DA","Chaves, DA; Gonçalves, MF","446","2014","05","03","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos","-43.332433","-18.179817","1298","1298",NA,"Complexo Rupestre",NA,NA,NA,NA,"-43.332433","-18.179817","2014","07","29",NA,NA,NA,NA
"77","2019-11-01 14:54:19-03","UnB","UB","45451","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Robinson, H","Splett, S","1023","1995","03","22","Southern America","Brasil","Minas Gerais",NA,"Estrada Diamantina-Medanha, km 578, entrada depois da ponte sobre o Córrego Soberbo","-44.6","-18.183333","1000","1000",NA,"Planta perene com rizoma bem desenvolvido. Folhas em roseta basal. Inflorescências compostas de capítulos pequenos; flores em botão.; Crescendo em solo pedregoso, arenoso.",NA,NA,NA,NA,"-44.6","-18.183333","1996",NA,NA,NA,NA,NA,NA
"78","2019-11-01 14:54:19-03","UnB","UB","45452","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, B","Irwin, HS; Fonsêca, SF; Souza, R; Santos, RR; Ramos, J","28085","1970","03","22","Southern America","Brasil","Minas Gerais",NA,"Ca. 10km N of São João da Chapada, road to Inhaí",NA,NA,"1050","1050",NA,"Terrestrial 1m. Fruto green.; Cerrado, gallery and campo.",NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA
"79","2019-11-01 14:54:19-03","UnB","UB","45453","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, B","Irwin, HS; Fonsêca, SF; Souza, R; Santos, RR; Ramos, J","28086","1970","03","22","Southern America","Brasil","Minas Gerais",NA,"Ca. 10km N of São João da Chapada, road to Inhaí",NA,NA,"1050","1050",NA,"Rosette herb. The inflorescences to ca. 1,25m tall. Heads light red-violet.; Cerrado, gallery, campo.",NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA
"80","2019-11-01 14:54:19-03","UnB","UB","206111","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Munhoz, CBR; Mello, TRB; Silva Júnior, MC","7388","2011","04","22","Southern America","Brasil","Minas Gerais","Diamantina","Parque Nacional Sempre Vivas. Depois da Vila de Macacos","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Mata alterada",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-05-06 11:53:50-03","UFU","HUFU","51522","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O.; Soares, P.N. & Martins, C.A.","273","2008","05","18",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri, 3 km da entrada.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto, ca. 1,5 m. Brácteas involucrais vinho, corola e ramos do estilete lilás, anteras roxas.; Campo rupestre.","HUFU00048703","HUFU00048703","101169","auto",NA,NA,"2011","07","19",NA,NA,NA,NA
"82","2019-05-06 11:53:50-03","UFU","HUFU","49645","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Mello, F.N.A.; Nakajima, J.N.; Rosa, P.O. & Santos, A.P.M.","65","2007","10","19",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Medanha, A 12 km de Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Herbácea, ca. 1,0 m. Brácteas marrom, papilho creme.; Campo rupestre.","HUFU00048698","HUFU00048698","101169","auto",NA,NA,"2013","03",NA,NA,NA,NA,NA
"83","2019-05-06 11:53:50-03","UFU","HUFU","58779","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Quaresma, A.S.","68","2010","03","14",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Poço do estudante","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto ca de 1 metro de altura, corola alva com extremidade lilás, estigma roxo, anteras lilases, folhas rosuladas.; Cerrado Senso Stricto","HUFU00048708","HUFU00048708","101169","auto",NA,NA,"2012","03","06",NA,NA,NA,NA
"84","2019-05-06 11:53:50-03","UFU","HUFU","58334","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Yamagishi-Costa, J.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.","172","2010","09","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Gouveia, ca.7km da cidade de Diamantina.","-43.691667","-18.35","1379","1379",NA,"Planta inteira, brácteas verdes, pétala branca a violeta, papús rosa.; Campo rupestre.","HUFU00048699","HUFU00048699",NA,NA,"-43.691667","-18.35","2013","03",NA,NA,NA,NA,NA
"85","2019-05-06 11:53:50-03","UFU","HUFU","58350","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Yamagishi-Costa, J.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.","188","2010","09","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Gouveia, ca.7km da cidade de Diamantina.","-43.691667","-18.35","1379","1379",NA,"Planta inteira, brácteas verdes, corola lilás, estigma lilás.; Campo rupestre.","HUFU00048700","HUFU00048700",NA,NA,"-43.691667","-18.35","2013","03",NA,NA,NA,NA,NA
"86","2019-05-06 11:53:50-03","UFU","HUFU","58374","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzineck, J.","264","2010","09","21",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Cachoeira dos Cristais.","-43.601944","-18.161667","1054","1054",NA,"Palanta ca. de 0,6 m alt. Brácteas involucrais marrons, papos avermelhados, corola e estigma róseo.; Campo Rupestre.","HUFU00048706","HUFU00048706",NA,NA,"-43.601944","-18.161667","2011","07","19",NA,NA,NA,NA
"87","2019-05-06 11:53:50-03","UFU","HUFU","58764","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Loeuille, B.","Quaresma, A.S.; Franco, I.M.; Gusa, M.G.; Gonella, P.M. & Loeuille, B.","120","2010","08","10",NA,"Brasil","Minas Gerais","Diamantina","Trilha do Caminho dos escravos, Trilha do Caminho dos Escravos. próximo ao Km 585 da BR 367","-43.595833","-18.230556","1350","1350",NA,"Sub arbusto ca. de 5 metros. População muito numerosa. Folhas rosuladas flores liláses.; Campo Rupestre","HUFU00048697","HUFU00048697",NA,NA,"-43.595833","-18.230556",NA,NA,NA,NA,NA,NA,NA
"88","2019-05-06 11:53:50-03","UFU","HUFU","59905","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Marques, D.; Versiane, A.F.A.; et al.","8454","2011","05","17",NA,"Brasil","Minas Gerais","Diamantina","ca. 2 km da entrada principal do P.E. do Biribiri, trilha das cachoeiras.","-48.303611","-18.990556","1030","1030",NA,"Subarbusto, ca. de 0,8 m. Brácteas involucrais marrons, flores secas.; Campo rupestre.","HUFU00048704","HUFU00048704",NA,NA,"-48.303611","-18.990556","2014","07","19",NA,NA,NA,NA
"89","2019-05-06 11:53:50-03","UFU","HUFU","59821","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Marques, D.; Romero, R.; Castro, N.M.; Simão, D.; Rezende, A.R.; Araújo, I.M.; et al.","217","2011","05","19",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Lapa do Forno. Estrada Diamantina-Medanha, ca. 10 Km do campus da Universidade.","-43.550833","-18.1675","1300","1300",NA,"Erva, ca. 1,3 m alt. Brácteas involucrais verde-esbranquiçadas, corola branca com estilete e lacínias roxos.; Campo rupestre.","HUFU00048702","HUFU00048702",NA,NA,"-43.550833","-18.1675","2011","07","19",NA,NA,NA,NA
"90","2019-05-06 11:53:50-03","UFU","HUFU","61964","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Marques, D.","Marques, D.; Araújo, I.M.; Romero, R. & Versiane, A.F.A.","323","2011","10","04",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri, Alto do Jatobazeiro.","-43.575","-18.148056",NA,NA,NA,"Subarbusto, ca. 0,5m. Brácteas invokucrais esverdeadas, flores roxas.; Campo rupestre.","HUFU00048705","HUFU00048705",NA,NA,"-43.575","-18.148056","2012","04",NA,NA,NA,NA,NA
"91","2019-05-06 11:53:50-03","UFU","HUFU","66471","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Franco, I.M.; Cota, M.M.T. & Monge, M.","1236","2013","02","21",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri,  João de Barro , seguindo pela estrada principal.","-43.621667","-18.21","1170","1170",NA,"Erva em solo arenoso. Folhas verde argenteas. Escapo com ápice vináceo. Flore sem botão.; Campo rupestre.","HUFU00048701","HUFU00048701",NA,NA,"-43.621667","-18.21",NA,NA,NA,NA,NA,NA,NA
"92","2019-05-06 11:53:50-03","UFU","HUFU","71327","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Romero, R.; Versiane, A.F.A.; Vital, L.P.; Serra, A.C.; Silva, L.C. & Rosa, B.B.","8774","2015","10","06",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata, Km 184, próximo a reflorestamento de eucaliptus.","-43.850556","-18.295833","1250","1250",NA,"Erva, ca. 0,4m. Brácteas involucrais verde-acinzentada, corola e ramos do estilete róseos.; Campo Rupestre","HUFU00052402","HUFU00052402",NA,NA,"-43.850556","-18.295833",NA,NA,NA,NA,NA,NA,NA
"93","2020-11-27 11:33:30-03","UFU","HUFU","71802","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Chaves, D.A.","Chaves, D.A.; Gonçalves, M.F.","445","2014","05","03",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Rio Preto, Cadeio do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos,","-43.3325","-18.179722","1298","1298",NA,"Complexo rupestre.","HUFU00055200","HUFU00055200",NA,NA,"-43.3325","-18.179722","2014","07","29",NA,NA,NA,NA
"94","2019-05-06 11:53:50-03","UFU","HUFU","24587","S","Plantae",NA,NA,"Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.","Robinson, H.","Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68222","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","BR 259, Próximo ao trevo para Presidente Kubitschek.","-43.562198638916","-18.6144008636475",NA,NA,NA,"Ereta, ca. 1 m. Capítulo lilás.; Campo rupestre, solo arenoso.","HUFU00048707","HUFU00048707","13347","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"95","2020-08-20 14:55:13-03","UFSC","FLOR","36991","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","scapigera","Minasia scapigera","H.Rob.",NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","68222","1998","07","25",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Rod. BR-259, próximo ao trevo para Presidente Kubitschek.","-43.562198638916","-18.6144008636475",NA,NA,NA,"ereta, flor capítulo lilás, 1m altura","FLOR0036991",NA,"13347","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:08:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","scapigera","Vernonia scapigera","Less.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in pratis alpestribus inter Villa de Campanha et S. João d'El Rey, prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
