"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","individualCount","class","relatedCatalogItem"
"48","2020-12-11 11:39:37-03","UFMG","BHCB","195152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral",NA,"Zambom, O; Assis, AM","338","1998","06",NA,"Southern America","Brasil","Espírito Santo","Guarapari","Setiba, Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Flores verde amarelado. Sépalas verdes. Pétalas e filetes marrons (secos). Anteras e gineceu brancos, 3 m.; Restinga. Plano.","BHCB195152",NA,"28401","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-11-13 14:21:00-02","MO","MOBOT","101009847","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M. Sobral","Jomar G. Jardim|A.M. de Carvalho|Sérgio C. de Sant'Ana|et al.","Jardim 233","1993","7","15","South America","Brazil","Bahia","Una","Estrada à direita no km .. Rod. Una/Ilhéus. Restinga Arbórea.","-39.0833333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"50","2018-06-26 05:23:00-03","MO","MOBOT","101047728","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.C. Souza","Pedro Fiaschi|André M. Amorim|J. Lima da Paixão|A. Martini|Evandro","Fiaschi 2059","2004","3","18","South America","Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca. Área do inventário do plano de manejo.","-39.115","-14.4997222","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"51","2011-03-18 12:34:00-03","MO","MOBOT","3215100","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M. Sobral","Marco A. de Assis","Assis 723","1999","9","9","South America","Brazil","Espírito Santo",NA,"Guarapari. Parque Estadual Paulo C. Vinha, Setiba. Restinga. Plano. Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","3215539","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M. Sobral","Zambom, Oberdan","Zambom 339","1998",NA,NA,"South America","Brazil","Espírito Santo",NA,"Guarapari. Parque Estaudual Paulo Cesar Vinha. Restinga. Plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-04 11:05:54-03","UFRB","HURB","23751","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","A. Stadnik","Stadnik, A.; Melo, J.D.O.; Roque, N.; Sulivan, B.K. & Rodrigues..","338","2015","08","28",NA,"Brasil","Bahia","Mata de São João","Reserva Sapiranga;","-38.0375","-12.564722",NA,NA,NA,"árvore, ca. 10m, folhas discolores, com muitas glândulas de tamanhos diferentes, frutos maduros atropurpúreos","HURB000023751","HURB000023751",NA,NA,"2019","09","38º02'15W","12º33'53S",NA,NA,NA,NA,NA
"54","2021-01-26 13:56:49-03","IMA","MAC","43948","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.Sobral","Chagas-Mota","5452","2009","09","12",NA,"Brasil","Alagoas","Feliz Deserto","Várzea da Marituba.","-36.5","-10.475833",NA,NA,NA,"Árvore ca. 5 m de altura. Frutos passados.; Restinga.","MAC0043948","MAC0043948",NA,NA,"2017",NA,"-36.5","-10.475833",NA,NA,NA,NA,NA
"55","2021-01-26 13:56:49-03","IMA","MAC","35605","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","E.C.O.Chagas","Chagas-Mota; L.M.Leão","1823","2009","02","04",NA,"Brasil","Alagoas","Marechal Deodoro","Dunas do Cavalo Russo.","-36.5","-10.201944",NA,NA,NA,"Árvore ca. 4 m de altura. Frutos verdes.; Restinga/Encosta","MAC0035605","MAC0035605",NA,NA,"2009","02","-36.5","-10.201944","04",NA,NA,NA,NA
"56","2021-01-26 13:56:49-03","IMA","MAC","7267","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.Sobral","G.L.Esteves","2179","1989","03","31",NA,"Brasil","Alagoas","Marechal Deodoro","APA de Santa Rita, Sítio Campo Grande.","-36.497222","-10.184167",NA,NA,NA,"Árvore com ca. de 7m de altura. Frutos maduros vináceos.; Restinga arbórea aberta.","MAC0007267","MAC0007267",NA,NA,"2004",NA,"-36.497222","-10.184167",NA,NA,NA,NA,NA
"57","2021-01-26 13:56:49-03","IMA","MAC","17657","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.Sobral","M.A.B.L.Machado","302","2003","05","22",NA,"Brasil","Alagoas","Coruripe","Usina Coruripe - Fazenda Santo Antônio B - Miaí de Cima.","-36.285278","-10.225833",NA,NA,NA,"Árvore planta com ca. de 6m de alt. Frutos imaturos verdes.; Mata Atlântica","MAC0017657","MAC0017657",NA,NA,"2017",NA,"-36.285278","-10.225833",NA,NA,NA,NA,NA
"58","2021-01-26 13:56:49-03","IMA","MAC","56402","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.Sobral","C.B.L.Araújo; J.S.Correia; R.L.Silva","75","2012","08","21",NA,"Brasil","Alagoas","Piaçabuçu","Várzea da Marituba.","-36.728889","-10.682222",NA,NA,NA,"Árvore ca. 4 m. Frutos verdes.; Restinga.","MAC0056402","MAC0056402",NA,NA,"2017",NA,"-36.728889","-10.682222",NA,NA,NA,NA,NA
"59","2021-02-04 10:29:30-03","UFRPE","HST","19500","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.C.Souza","A.M.Miranda; J.Ferraz et H.Adorno","6510","2012","06","11",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,"Arvoreta; caule acinzentado; folhas coriáceas; flores em botões alvos.","HST019500",NA,"47329","auto","2014","03",NA,NA,"12",NA,NA,NA,NA
"60","2021-02-04 10:29:30-03","UFRPE","HST","19514","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.C.Souza","A.M.Miranda; J.Ferraz et H.Adorno","6524","2012","06","13",NA,"Brasil","Bahia","Mata de São João",NA,"-38.2991981506348","-12.5303001403809",NA,NA,NA,"Arvoreta ca. 6 m alt.; caule marrom; folhas crassas; flores com estames brancos.","HST019514",NA,"47329","auto","2014","03",NA,NA,"12",NA,NA,NA,NA
"61","2021-03-25 12:04:04-03","UENF","HUENF","12387","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","H.B.M.Viana","H.B.M. Viana","277","2021","01","07",NA,"Brasil","Rio de Janeiro","Bom Jesus do Itabapoana","Rosal. Fragmento de Floresta Estacional Semidecidual sub-montana. Parque Municipal Sabiá Laranjeira","-41.722778","-20.879722","598","598",NA,"Arbusto, aprox. 2 m de alt, multiplos fustes ramificados a partir da base em número aprox. de 8, dap#?#s médios de 5cm. Folhas levemente verde-discolores apresentando pontuações translúcidas e margens encurvadas descêndentes; flores","HUENF00013206",NA,NA,NA,"2021","01","41º43'22''W","20º52'47''S","07",NA,NA,NA,NA
"62","2021-02-25 10:13:10-03","CVRD","CVRD","10286","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Carolyn Proença","Luz, A.A. da","438","2007","06","05","América do Sul","BRASIL","ES","Guarapari",NA,"-40.425684","-20.602457","6","6",NA,"<ll>dwc_commonname:</ll> Batinga setiba","CVRD010286",NA,NA,NA,"2011","06","-40,425684","-20,602457","13",NA,NA,"Magnoliopsida",NA
"63","2019-10-07 09:35:50-03","UEFS","HUEFS","54864","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","M.Sobral","Guedes, M.L.S.","8098","2001","03","29",NA,"Brasil","Bahia","Massarandupió","Litoral Norte, a 25km, próximo à região de brejos.","-38.083333","-11.933333",NA,NA,NA,NA,"HUEFS0054864","HUEFS0054864",NA,NA,"2004","05","38W5'","11S56'",NA,NA,NA,"Rosanae",NA
"64","2019-10-07 09:35:50-03","UEFS","HUEFS","182939","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Matos, E.N.de","468","2011","08","29",NA,"Brasil","Bahia","Caravelas","Rio do Poço-Areinha.","-39.308611","-17.744444",NA,NA,NA,"Campestre e moitas.","HUEFS0182939","HUEFS0182939",NA,NA,NA,NA,"39W18'31''","17S44'40''",NA,NA,NA,"Rosanae",NA
"65","2019-10-07 09:35:50-03","UEFS","HUEFS","182940","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Matos, E.N.de","492","2011","08","29",NA,"Brasil","Bahia","Caravelas","Rio do Poço-Areinha.","-39.308611","-17.744444",NA,NA,NA,"Campestre e moitas.","HUEFS0182940","HUEFS0182940",NA,NA,NA,NA,"39W18'31''","17S44'40''",NA,NA,NA,"Rosanae",NA
"66","2020-07-23 12:16:30-03","CEPLAC","CEPEC","146145","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. C. Souza","H. M. Dias","319","2007","10","22",NA,"Brasil","Bahia","caravelas","Extremo Sul da Bahia. Região da Tapera. Sítio do Sr. João Heleno. Entre os Rios do Cupido e Caribe.","-39.288056","-17.743889",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,"39W17'17","17S44'38",NA,NA,NA,NA,NA
"67","2020-07-23 12:16:30-03","CEPLAC","CEPEC","59023","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. C. Souza","A. M. de Carvalho","4305","1993","07","27",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão REBIO) (IBAMA). Entr. Km 46 BA-001 Ilheus/Uma. Picada da Bandeira.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/09/2006"
"68","2020-07-23 12:16:30-03","CEPLAC","CEPEC","59107","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. Sobral","J. G. Jardim","233","1993","07","15",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 Ba-001 Ilheus/Uma. Entrada a direita no Km 10,4 Rod. Uma/Ilheus.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/12/2003"
"69","2020-07-23 12:16:30-03","CEPLAC","CEPEC","59683","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. C. Souza","A. M. Amorim","1429","1993","11","09",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (REBIO). Entrada Km 46 BA-001 Ilheus/Uma, estr. p/ sede da Reserva.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/09/2006"
"70","2020-07-23 12:16:30-03","CEPLAC","CEPEC","59718","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. C. Souza","A. M. Amorim","1458","1993","11","10",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). (IBAMA)Entr. Km 46 BA-001 Ilheus/Uma. Picada da Bandeira.","-39.083333","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/09/2006"
"71","2020-07-23 12:16:30-03","CEPLAC","CEPEC","91244","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. Sobral","M. L. Guedes","8098","2001","03","29",NA,"Brasil","Bahia","entre rios","Litoral Norte, Massarandupió, a 25Km, próximo a região de brejos.","-38.083333","-11.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W5'","11S56'",NA,NA,NA,NA,"30/12/2005"
"72","2020-07-23 12:16:30-03","CEPLAC","CEPEC","87890","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"A. Giaretta","J. G. Jardim","2135","1999","05","23",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 BA-001 Ilheus/Una. Trilha paralela a área de cacau-cabruca.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"<ll>dwc_commonname:</ll> Araçá",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/2012"
"73","2020-07-23 12:16:30-03","CEPLAC","CEPEC","45015","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. Sobral","Pessoal Classe de Taxonomia","385","1985","06","26",NA,"Brasil","Espírito Santo","guarapari","Rodovia do Sol, ES-060, Km 32.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"74","2020-07-23 12:16:30-03","CEPLAC","CEPEC","145326","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M.C. Souza","C. Farney","4852",NA,NA,NA,NA,"Brasil","Bahia","caravelas",NA,"-39.2658004760742","-17.7318992614746",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"106553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-23 12:16:30-03","CEPLAC","CEPEC","88045","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. C. Souza","J. G. Jardim","2268","1999","10","27",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão (REBIO). Entrada KM 46 BA-001 Ilheus/Uma. Área de cacau-cabruca, limite L da Reserva.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Estéril",NA,NA,"36070","auto",NA,NA,"39W3'65","15S11'63",NA,NA,NA,NA,"30/09/2006"
"76","2020-07-23 12:16:30-03","CEPLAC","CEPEC","88609","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. C. Souza","J. G. Jardim","2115","1999","05","22",NA,"Brasil","Bahia","UNA","Reserva Biológica (REBIO). (IBAMA). Entrada no Km 46 Rod. BA--001 Ilhéus/Uma. Trilha paralela a área de plantação de cacau-cabruca.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Estéril",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/09/2006"
"77","2020-07-23 12:16:30-03","CEPLAC","CEPEC","141083","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"Sem Informação","Lopes, L.C.M.","484","2012","07","25",NA,"Brasil","Bahia","UNA",NA,"-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,"39W7'73","15S10'80",NA,NA,NA,NA,NA
"78","2020-07-23 12:16:30-03","CEPLAC","CEPEC","59461","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. Sobral","J. G. Jardim","302","1993","09","16",NA,"Brasil","Bahia","UNA","Km 50 da Rod. Ilhéus/Una. Estação da EMBRAPA (EDJAB).","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2014"
"79","2020-07-23 12:16:30-03","CEPLAC","CEPEC","100906","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa",NA,"M. Sobral","P. Fiaschi","2059","2004","03","18",NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande/Uruçuca. Área do inventário do plano de manejo. Mata da torre do celular.","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2006"
"80","2019-12-09 10:46:09-03","UFSJ","HUFSJ","3370","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom",NA,"Oliveira, AG; Monteiro, MM; Souza, TC; Fanticelle, BS","263","2008","06","14",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas, vegetação de restinga sobre cordão arenoso com estrato de 18m localizado atrás da Fazenda Jequitaia. Adjacente a estrada principal","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Planta de 14m com flores albas.","HUFSJ003370",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-02-27 14:03:20-03","UFSJ","HUFSJ","4988","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Santos, LAS","Santana, MC","24611","2011","04","18",NA,"Brasil","Sergipe","Pirambu","Próximo à Lagoa redonda.","-36.8560981750488","-10.7377996444702",NA,NA,NA,NA,"HUFSJ004988",NA,"22600","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-12-20 18:46:48-03","UFSJ","HUFSJ","2293","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Sobral, M","Folli, DA","438","2007","06","05",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.425678","-20.602386",NA,NA,NA,"Porte arbustivo, botão verde, flor branca, seiva incolor, fuste cilindrica, casca áspera.","HUFSJ002293",NA,NA,NA,"2011",NA,"-40.425678","-20.602386",NA,NA,NA,NA,NA
"83","2019-02-27 14:03:20-03","UFSJ","HUFSJ","3773","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Proença, C","Matos, E; Machado, U; Vidal, G","492","2011","08","29",NA,"Brasil","Bahia","Caravelas","Rio do Poço Areinha.","-39.2658004760742","-17.7318992614746",NA,NA,NA,"Arvoreta, ca. 4m de altura.","HUFSJ003773",NA,"106553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-02-27 14:03:20-03","UFSJ","HUFSJ","4706","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Sobral, M","Zambom, O","s.n.","1998","06",NA,NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba. Restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Arbusto 3 m; flores verde-amareladas; sépalas verdes, pétalas e filetes marrons, secos; anteras e gineceu branco.","HUFSJ004706",NA,"28401","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-02-27 14:03:20-03","UFSJ","HUFSJ","4708","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambom","Sobral, M","Zambom, O","339","1998","07",NA,NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba. Restinga.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Arbusto.","HUFSJ004708",NA,"28401","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-01 15:06:43-03","UnB","UB","168018","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Souza, MC","Rosa, LV","114","1990","11","06","Southern America","Brasil","Espírito Santo","Guarapari","Setiba","-40.51","-20.66",NA,NA,NA,"Pl. com 8m de altura.; Mata seca",NA,NA,NA,NA,"2012","12","-40.51","-20.66",NA,NA,NA,NA,NA
"87","2019-11-01 15:06:43-03","UnB","UB","178379","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Proença, CEB; Bezerra, KMG","Proença, CEB; Landim, MF","4047","2012","03","12","Southern America","Brasil","Sergipe","Estância","Na SE-218 sentido Praia do Abaís, logo após o entroncamento da Linha verde, ca. 5km antes da Praia do Abaís, do lado direito","-37.270556","-11.266389",NA,NA,NA,"Coletado material na sílica para estudos de filogenia molecular; Árvore 5m x 15cm diâm. a altura do solo (DAS). Fuste curto, ramificada desde baixo (ca. 50cm). Folhas verde-claro brilhantes; Restinga arbórea. Solo de areia branca",NA,NA,NA,NA,"2012",NA,"-37.270556","-11.266389",NA,NA,NA,NA,NA
"88","2019-11-01 15:06:43-03","UnB","UB","168164","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Proença, CEB","Landim, MF","419","1995","06","23","Southern America","Brasil","Sergipe","Barra dos Coqueiros","Área próxima ao terminal portuário de Sergipe","-37.04","-10.91",NA,NA,NA,"Árvore com ca. 4m de altura. Presença de flores e frutos imaturos.; Restinga",NA,NA,NA,NA,"2008",NA,"-37.04","-10.91",NA,NA,NA,NA,NA
"89","2019-11-01 15:06:43-03","UnB","UB","168167","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Souza, MC","Carvalho, AM; Sant'Ana, SC; Jardim, JG; Santos, EB; Gois Neto, A","4305","1993","07","27","Southern America","Brasil","Bahia","Una","Entrada no km 46 da rod. BA 001","-39.083333","-15.15",NA,NA,NA,"Árvore com ca. 10m de altura. Folhas discolores com face inferior mais clara. Flores alvas. Frutos imaturos verdes; Região da mata higrófila sul baiana",NA,NA,NA,NA,"2012","12","-39.083333","-15.15",NA,NA,NA,NA,NA
"90","2019-11-01 15:06:43-03","UnB","UB","185839","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Souza, MC","Fiaschi, P; Amorim, A; Paixão, JL; Martini, A","2059","2004","03","18","Southern America","Brasil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca","-39.115","-14.499722","380","380",NA,"Árvore. Folhas discolores. Flores com cálice verde-claro, rompendo-se irregularmente, pétalas pequenas, alvas, estames alvos; Área do inventário do plano de manejo. Mata da torre do celular",NA,NA,NA,NA,"2012","12","-39.115","-14.499722",NA,NA,NA,NA,NA
"91","2019-11-01 15:06:43-03","UnB","UB","196866","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Proença, CEB","Proença, CEB; Carvalho, PS; Landim, MF; Miranda, SC","4620","2014","01","13","Southern America","Brasil","Bahia","Mata de São João","Praia do Forte. Parque Municipal Klaus Peters","-38.006667","-12.570556","5","5",NA,"Fotos P.S. de Carvalho; coletado folhas na sílica gel; Arvoreta 1,8m. Frutos imaturos verde claros e maduros atro-purpúreos brilhantes, insípidos com leve sabor de óleo essencial no epicarpo; Restinga arbórea de areia branca",NA,NA,NA,NA,"2014","01","-38.006667","-12.570556",NA,NA,NA,NA,NA
"92","2019-11-01 15:06:43-03","UnB","UB","196875","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Proença, CEB","Carvalho, PS; Proença, CEB; Miranda, SC; Landim, MF","1001","2014","01","13","Southern America","Brasil","Bahia","Mata de São João","Praia do Forte. Bordas do Parque Municipal Klaus Peters","-36.883889","-13.113333",NA,NA,NA,"Árvore ca. 4,5m com presença de galha de Homoptera. Frutos maduros roxos e imaturos verdes, com sequência de maturação de verde, carmim, roxo-escuro. Embrião plano-convexo com eixo radícula-hipocótilo desenvolvido; Mata de restinga",NA,NA,NA,NA,"2014","01","-36.883889","-13.113333",NA,NA,NA,NA,NA
"93","2019-11-01 15:06:43-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Faria, JEQ","Faria, JEQ; Zanatta, MRV; Caires, CS","8292","2017","10","16","Southern America","Brasil","Bahia","Porto Seguro","Trancoso, Praia dos Coqueiros, na Pousada Bahia Bonita","-39.093889","-16.604444","18","18",NA,"Árvore 5m. Caule liso, avermelhado. Fruto seco pegado no pé; Na pousada",NA,NA,NA,NA,"2017","10","-39.093889","-16.604444",NA,NA,NA,NA,NA
"94","2019-11-01 15:06:43-03","UnB","UB","185911","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon",NA,"Simonelli, M","264","1995","05","27","Southern America","Brasil","Espírito Santo","Guarapari","Setiba, PArque Estadual Paulo Cesar Vinha. Formação aberta de Clusia.","-40.5110015869141","-20.6580009460449",NA,NA,NA,"Flores brancas.",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-01 15:06:43-03","UnB","UB","131086","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Neomitranthes","obtusa","Neomitranthes obtusa","Sobral & Zambon","Proença, CEB","Jardim, JG","s.n.","1993","09","15","Southern America","Brasil","Bahia","Una","Km 50 da Rod. Ilhéus/Una. Estação da EMBRAPA","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Frutos imaturos verdes.; Árvore 17m.; Mata de restinga",NA,NA,"36070","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA
