"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"183","2019-08-27 13:25:57-03","IAP","PACA-AGP","9849","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Leersia","hexandra","Leersia hexandra","Swartz","Rambo, B.",NA,"1942",NA,"Brasil","Ch. Dr. Fernandes",NA,"conf.Swallen. Habitat: in paludosis Fenofase: fruto","PACA009849",NA,"01","29","RS","Tupanciretã","-53.8358001708984","-29.0806007385254","L. Parodi",NA,NA,NA,NA,NA,NA,"59498","auto",NA,"Liliatae",NA,NA,NA,NA
"184","2019-08-27 13:25:57-03","IAP","PACA-AGP","35141","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Leersia","hexandra","Leersia hexandra","Swartz","Rambo, B.",NA,"1947",NA,"Brasil","Faz. da Ronda",NA,"SEM MATERIAL Habitat: in palude Fenofase: fruto","PACA035141",NA,"01","15","RS","Vacaria","-50.9338989257812","-28.5121994018555","Emrich-Rambo",NA,NA,NA,NA,NA,NA,"63451","auto",NA,"Liliatae",NA,NA,NA,NA
"185","2019-08-27 13:25:57-03","IAP","PACA-AGP","45142","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Leersia","hexandra","Leersia hexandra","Swartz","Rambo, B.",NA,"1950",NA,"Brasil","Faz. Arroio",NA,"Habitat: in palude Fenofase: fruto","PACA045142",NA,"01","04","RS","Osório","-50.2696990966797","-29.8866996765137","Emrich-Rambo",NA,NA,NA,NA,NA,NA,"27350","auto",NA,"Liliatae",NA,NA,NA,NA
"186","2019-08-27 13:25:57-03","IAP","PACA-AGP","58981","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Leersia","hexandra","Leersia hexandra","Swartz","Camargo, O. R.","157","1956",NA,"Brasil","Estação Expeimental de Silvicultura",NA,"Habitat: in humidis alte graminosis Fenofase: fruto","PACA058981",NA,"01","05","RS","Santa Maria","-53.8069000244141","-29.6842002868652","Emrich-Rambo",NA,NA,NA,NA,"1957","05","37819","auto","08","Liliatae",NA,NA,NA,NA
"187","2019-08-27 13:25:57-03","IAP","PACA-AGP","36434.1","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Leersia","hexandra","Leersia hexandra","Swartz","Rambo, B.",NA,"1948",NA,"Brasil","Cambará",NA,"Habitat: in humidis campestribus Fenofase: fruto","PACA036434-1",NA,"02",NA,"RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","B. Rambo SJ",NA,NA,NA,NA,NA,NA,"76715","auto",NA,"Liliatae",NA,NA,NA,NA
"188","2019-08-27 13:25:57-03","IAP","PACA-AGP","35666","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Leersia","hexandra","Leersia hexandra","Swartz","Henz",NA,"1946",NA,"Brasil",NA,NA,"Habitat: in palude Fenofase: fruto","PACA035666",NA,"12","20","RS","São Leopoldo","-51.1472015380859","-29.7602996826172","Emrich-Rambo",NA,NA,NA,NA,NA,NA,"10287","auto",NA,"Liliatae",NA,NA,NA,NA
"189","2019-08-27 13:25:57-03","IAP","PACA-AGP","95401","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Leersia","hexandra","Leersia hexandra","Swartz","J. Consoni",NA,"1999",NA,"Brasil","Arroio Capivara",NA,"HASU 11477&nf;A 5","PACA095401",NA,"03","28","RS","Triunfo","-51.7181015014648","-29.9433002471924","C. Mondin",NA,NA,NA,NA,NA,NA,"41194","auto",NA,"Liliatae",NA,NA,NA,NA
"190","2020-10-20 14:17:59-03","UFOPA","HSTM","728","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Giacomin, L.L.; André, T.J.C.; Aragon, S.; Farias, E.; Ferreira, E.; dos Santos, F.; Santos, E.;Araújo, D.","2570","2015",NA,"Brasil","Distrito de Alter do Chão. Lago Verde dos Muiraquitãs. Vegetação ripária às margens do Lago à direita da orla, voltado para o lago; próximo à praia do Belo Alter.",NA,NA,"HSTM000728","HSTM000728","05","31","Pará","Santarém","-54.945278","-2.5025","Viana, P. L.","16","16","54º56'43''W","2º30'9''S","2016","12",NA,NA,"05",NA,NA,NA,NA,NA
"191","2020-10-20 14:17:59-03","UFOPA","HSTM","7447","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Manoel, S.; s.c.",NA,"1999",NA,"Brasil","Uruará. NULL.",NA,NA,"HSTM007447","HSTM007447","06","08","Pará","Santarém","-54.708056","-2.443333",NA,NA,NA,"54º42'29''W","2º26'36''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2019-11-21 14:42:40-03","UFJF","CESJ","25682","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","R.C. Oliveira; M.C.M. Garcia; L.P. Oliveira","s.n.","1992","América do Sul","Brasil","Campus da UFJF",NA,"Ao lado do campo de futebol, no centro Olímpico, em local sujeito a alagamento, solo argiloso, indivíduos isolados (não formando touceiras), formando uma pequena população. Estames brancos.","CESJ025682",NA,"02","18","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713","F.M. Ferreira",NA,NA,NA,NA,"2006","02","36144","auto","17",NA,NA,NA,NA,NA
"193","2019-11-21 14:42:40-03","UFJF","CESJ","23775","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","L. Krieger; M.C. Brügger","CESJ23775","1989","América do Sul","Brasil","Bengo",NA,"Invasora em arrozal. Parece um pouco com arroz miúdo.","CESJ023775",NA,"05","30","Minas Gerais","São João Del Rei","-44.2616996765137","-21.1355991363525","T. Sendulsky",NA,NA,NA,NA,"1992",NA,"39093","auto",NA,NA,NA,NA,NA,NA
"194","2021-04-07 11:47:28-03","UFMS","CGMS","28487","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","R.B. Rodrigues; N.L. Cunha; F. Gonçalves; M.D. Nunes; C. Vidotto","55","2009",NA,"Brasil","Região do Castelo, Pantanal do Rio Paraguai; Baía do Castelo.",NA,NA,"CGMS1057938",NA,"06","01","Mato Grosso do Sul","Corumbá","-57.5586111","-18.5875","V.J. Pott",NA,NA,"-57,5586111","-18,5875","2009","05",NA,NA,"05",NA,NA,NA,NA,NA
"195","2021-04-07 11:47:28-03","UFMS","CGMS","34079","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","M. Rocha; D.A.F. Ferreira; D.A. Souza","196","2011",NA,"Brasil","Próximo a BR-262.",NA,"Flor verde. Local encontrava-se seco em sua maior parte. Habitat: Campo inundável, solo com alto teor de matéria orgânica. Habito: Erva.","CGMS1063478",NA,"05","29","Mato Grosso do Sul","Miranda","-56.9533333","-19.4611111","M. Rocha","95","95","-56,9533333","-19,4611111","2011","05",NA,NA,"29",NA,NA,NA,NA,NA
"196","2021-04-07 11:47:28-03","UFMS","CGMS","17231","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","C.R. Lehn; S. Boff; C. Gurski","16","2006",NA,"Brasil","Estrada do Carandazal.",NA,NA,"CGMS1046528",NA,"07","26","Mato Grosso do Sul","Corumbá","-57.0419444","-19.6919444","A. Guglieri",NA,NA,"-57,0419444","-19,6919444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-04-07 11:47:28-03","UFMS","CGMS","22829","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; A.Pott","10348","2008",NA,"Brasil","Lagoa Gua[ira, prox ao marco de fronteira com a Bolívia.",NA,NA,"CGMS1052247",NA,"07","30","Mato Grosso do Sul","Corumbá","-57.7183334","-17.7308334","V.J.Pott","95","95","-57,7183334","-17,7308334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-04-07 11:47:28-03","UFMS","CGMS","39817","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","J.A. Rotta; D.B. Borges; D.T. Azevedo; S.N. Moraes","45","2013",NA,"Brasil","Feixe dos Morros; Rio Paraguai.",NA,"Flor branca. BotãoFloral verde. Habitat: Pantanal; meandro Rio Paraguai. Habito: Erva emergente.","CGMS1069196",NA,"07","12","Mato Grosso do Sul","Porto Murtinho","-57.9","-21.4455555","V.J. Pott",NA,NA,"-57,9","-21,4455555","2017","07",NA,NA,"12",NA,NA,NA,NA,NA
"199","2021-04-07 11:47:28-03","UFMS","CGMS","33765","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.C. Soares; F.J. Kochanovski; M.M. Garcia; N.V. Alcântara","41","2011",NA,"Brasil","Fazenda São Bento.",NA,"Flor branca. Nós pilosos brancos, em forma de anel, no caule avermelhado. Habitat: Vazante secando. Relevo plano. Habito: Erva anfibia. 0,80-1,00m.","CGMS1063166",NA,"06","28","Mato Grosso do Sul","Corumbá","-57.0166667","-18.4825","V.J. Pott","93","93","-57,0166667","-18,4825","2011","06",NA,NA,"28",NA,NA,NA,NA,NA
"200","2021-04-07 11:47:28-03","UFMS","CGMS","26215","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","A. Guglieri; F.J.M. Caporal","2129","2009",NA,"Brasil","Pantanal sub-região do Paraguai; MS-228; estrada para Porto da Manga.",NA,"Aquática emergente.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC/CAPES -","CGMS1055651",NA,"06","01","Mato Grosso do Sul","Corumbá","-57.4022222","-19.2458333","A. Guglieri","86","86","-57,4022222","-19,2458333","2009","06",NA,NA,"08",NA,NA,NA,NA,NA
"201","2021-04-07 11:47:28-03","UFMS","CGMS","70884","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; A. Pott; L.C.P. Lima","4886","2001",NA,"Brasil","Parque Nacional do Pantanal (Parna); entre a sede e o morro do Caracará.",NA,NA,"CGMS1103536",NA,"09","13","Mato Grosso","Poconé","-57.4144444","-17.8522222","V.J. Pott",NA,NA,"-57,4144444","-17,8522222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-04-07 11:47:28-03","UFMS","CGMS","27263","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","S.N. Moreira; V.A. Assunção; L.S. Rodrigues; B. Bueno","264","2009",NA,"Brasil","Baía Mandioré - Pantanal do Paraguai.",NA,NA,"CGMS1056702",NA,"06","04","Mato Grosso do Sul","Corumbá","-57.4538889","-18.2311111","V.J. Pott","400","400","-57,4538889","-18,2311111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-04-07 11:47:28-03","UFMS","CGMS","28384","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","R.H. Silva","88","2008",NA,"Brasil","Campo inundável próximo à margem do Rio Paraguai.",NA,"Possui nós pilosos em forma de anel, no caule.","CGMS1057833",NA,"04","25","Mato Grosso do Sul","Corumbá","-57.6233334","-18.9727778","R.H. Silva",NA,NA,"-57,6233334","-18,9727778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-04-07 11:47:28-03","UFMS","CGMS","70885","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; C. Rosso; R.P. Araújo","4553","2001",NA,"Brasil","Hotel Fazenda Rio Paraguai, Próximo ao Forte Coimbra, Pantanal do Nabileque.",NA,"Fruto castanho. Habitat: Campo inundável, de Paspalum hydrophilum; Solo argiloso; Relevo plano. Habito: Erva aquática emergente. Ocasional.","CGMS1103537",NA,"04","18","Mato Grosso do Sul","Corumbá","-57.8372222","-19.9544444","V.J. Pott",NA,NA,"-57,8372222","-19,9544444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-04-07 11:47:28-03","UFMS","CGMS","28385","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","R.H. Silva","89","2009",NA,"Brasil","Campo inundável próximo da margem do rio Bracinho.",NA,"Possui nós pilosos em forma de anel, no caule.","CGMS1057834",NA,"04","26","Mato Grosso do Sul","Corumbá","-57.6077778","-18.9677778","R.H. Silva",NA,NA,"-57,6077778","-18,9677778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-04-07 11:47:28-03","UFMS","CGMS","53807","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","B.A. Coutinho; C. Aoki, B.A. Arrua","107","2014",NA,"Brasil","Baía Grande - Estância Pôr-do-Sol.",NA,"Flor ausente. Fruto ausente. Habitat: Pantanal. Habito: Planta aquática anfíbia e emergente.","CGMS1083776",NA,"08","29","Mato Grosso do Sul","Aquidauana","-55.8644444","-20.3013889","V.J. Pott","140","140","-55,8644444","-20,3013889","2015","09",NA,NA,"29",NA,NA,NA,NA,NA
"207","2021-04-07 11:47:28-03","UFMS","CGMS","22801","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; A.Pott","10320","2008",NA,"Brasil","Fazenda São Pedro; Corixo São Jorge, próx. Ao Rio Paraguai.",NA,NA,"CGMS1052219",NA,"07","28","Mato Grosso do Sul","Corumbá","-57.37","-18.1661111","V.J.Pott","90","90","-57,37","-18,1661111","2008","07",NA,NA,"28",NA,NA,NA,NA,NA
"208","2021-04-07 11:47:28-03","UFMS","CGMS","16920","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","J.S. Garcia; A.C.M. Cristaldo; R.G. Adamowicz","11","2006",NA,"Brasil","Baia da medalha , BEP / UFMS.",NA,"Influorescência esbranquiçada. Habitat: Baceiro, solso hidronerfico Habito: Herbáceo. 2.00-2.50m de altura","CGMS1046218",NA,"07","25","Mato Grosso do Sul","Corumbá","-57.0177778","-19.5725","A. Guglieri","90","90","-57,0177778","-19,5725","2006","08",NA,NA,"18",NA,NA,NA,NA,NA
"209","2021-04-07 11:47:28-03","UFMS","CGMS","27258","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","S.N. Moreira; V.A. Assunção; L.S. Rodrigues; B. Bueno","259","2009",NA,"Brasil","Paraguai Mirim - Pantanal do Paraguai.",NA,NA,"CGMS1056697",NA,"06","03","Mato Grosso do Sul","Corumbá","-59.3402777","-18.4841666","V.J. Pott","400","400","-59,3402777","-18,4841666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-04-07 11:47:28-03","UFMS","CGMS","73124","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; A. Pott; C.N. da Cunha; E.C. de Arruda; L. Rebellato","6083","2003",NA,"Bolívia","José Miguel de Velasco. Baía Marguerita, próximo a casa do Sr. Thomazi e Fazenda Jaguaribe; lagoa ligada a baía (lagoa) Gaíva, Pantanal do Rio Paraguai.",NA,"Flor esbranquiçada. Habitat: Lagoa com plantas emergentes/anfíbias, 1,2-1,6m de profundidade. Solo argiloso. Relevo plano. Dominante. Habito: Erva aquática emergente.","CGMS1105931",NA,"03","28","Santa Cruz","Santa Cruz","-57.6894444","-17.8211111","V.J. Pott","95","95","-57,6894444","-17,8211111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-04-07 11:47:28-03","UFMS","CGMS","24989","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","F.S. Carvalho; S.C.H. Medeiros; B.E.M. Pinto; J.R. Silva","72","2009",NA,"Brasil","Fazenda Alegria, Pantanal de Nhecolândia.",NA,NA,"CGMS1054412",NA,"05","08","Mato Grosso do Sul","Corumbá","-56.8177778","-18.9858333","A. Pott; G.A. Damasceno-Junior","92","92","-56,8177778","-18,9858333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-04-07 11:47:28-03","UFMS","CGMS","34035","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","M. Rocha; C.C.S. Júnior; D.A.F.Ferreira","152","2011",NA,"Brasil","Próximo a BR-262.",NA,"Fruto não visto. Profundidade da água no local com aproximadamente 22 cm. Habitat: Campo inundável, solo com alto teor de matéria orgânica. Habito: Erva.","CGMS1063434",NA,"04","18","Mato Grosso do Sul","Miranda","-56.9533333","-19.7755556","M. Rocha","95","95","-56,9533333","-19,7755556","2011","04",NA,NA,"18",NA,NA,NA,NA,NA
"213","2021-04-07 11:47:28-03","UFMS","CGMS","37535","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","F.Bao; M.Rocha; A.Pott","155","2011",NA,"Brasil","Fazenda São Bento.",NA,"Flor ausente. Fruto ausente. Habitat: Campo inundável. Relevo plano. Habito: Herbáceo.","CGMS1066950",NA,"11","12","Mato Grosso do Sul","Corumbá","-57.0166667","-19.5027778","A.Pott",NA,NA,"-57,0166667","-19,5027778","2011","11",NA,NA,"12",NA,NA,NA,NA,NA
"214","2021-04-07 11:47:28-03","UFMS","CGMS","70883","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; G.A. Damasceno-Junior; I.H. Ishii; E. Assis; G. Fernandes","4626","2001",NA,"Brasil","Córrego Zé Dias, 200m da Foz (Baía Zé Dias).",NA,NA,"CGMS1103535",NA,"05","05","Mato Grosso do Sul","Corumbá","-57.5191667","-17.8683334","V.J. Pott",NA,NA,"-57,5191667","-17,8683334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-04-07 11:47:28-03","UFMS","CGMS","26866","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","A. Guglieri; F.J.M. Caporal","2782","2009",NA,"Brasil","BR-267, km 673.",NA,"Área alterada com evidências de queimada recente. Habitat: Local alagado em baixada. Habito: Erva aquática emergente. Abundante.","CGMS1055692",NA,"07","03","Mato Grosso do Sul","Porto Murtinho","-57.7844444","-21.7058333","A. Pott","87","87","-57,7844444","-21,7058333","2016","08",NA,NA,"15",NA,NA,NA,NA,NA
"216","2021-04-07 11:47:28-03","UFMS","CGMS","30888","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","T.H. Stefanello; V.S. Santos; A.C.S. Brito","157","2010",NA,"Brasil","Sub-região Pantanal do Paraguai, Baía Mandioré.",NA,"Antécios verdes. Habitat: Planície inundável. Habito: Erva.","CGMS1060299",NA,"11","23","Mato Grosso do Sul","Corumbá","-57.5","-18.1986111",NA,"90","90","-57,5","-18,1986111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-04-07 11:47:28-03","UFMS","CGMS","57963","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","B.A. Coutinho; C. Aoki, C.H. Simão","167","2013",NA,"Brasil","Baía Grande - Estância Pôr-do-Sol.",NA,"Flor ausente. Fruto ausente. Habitat: Pantanal. Habito: Planta aquática anfíbia e emergente.","CGMS1087902",NA,"04","11","Mato Grosso do Sul","Aquidauana","-55.8644444","-20.3013889","V.J. Pott","140","140","-55,8644444","-20,3013889","2013","05",NA,NA,"12",NA,NA,NA,NA,NA
"218","2021-04-07 11:47:28-03","UFMS","CGMS","28340","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","R.H. Silva","44","2008",NA,"Brasil","Campo inundável próximo à margem do Rio Paraguai.",NA,"Flor durante boa parte do ano. Fruto durante boa parte do ano. Possui nós pilosos em forma de anel, no caule.","CGMS1057789",NA,"09","22","Mato Grosso do Sul","Corumbá","-57.6233334","-18.9727778","R.H. Silva",NA,NA,"-57,6233334","-18,9727778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-04-07 11:47:28-03","UFMS","CGMS","43865","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","F.J.M. Caporal","964","2010",NA,"Brasil","Base de Estudos do Pantanal.",NA,"Pequena população. Habitat: Área úmida e alagada junto à estrada de acesso à torre. Habito: Erva.","CGMS1073831",NA,"06","26","Mato Grosso do Sul","Corumbá","-57.0211111","-19.5647222","V.J. Pott",NA,NA,"-57,0211111","-19,5647222","2016","03",NA,NA,"24",NA,NA,NA,NA,NA
"220","2021-04-07 11:47:28-03","UFMS","CGMS","33140","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","L.C.S. Magalhães; A.P.T. Pereira; D.S. Matos; N.C.A. Guimarães; A. Pott","490","2011",NA,"Brasil","Próximo à ferrovia da Estação Carandazal.",NA,NA,"CGMS1062531",NA,"06","29","Mato Grosso do Sul","Corumbá","-57.1666667","-19.4855555","G.A. Damasceno-Junior","102","102","-57,1666667","-19,4855555","2011","06",NA,NA,"29",NA,NA,NA,NA,NA
"221","2021-04-07 11:47:28-03","UFMS","CGMS","71091","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; D. Orem; M. Santim; B.D. da Silva","4407","2001",NA,"Brasil","Rio Alegre, Parque Nacional do Pantanal.",NA,"Ocasional. Habitat: Ilha de vegetação flutuante (batume ou baceiro) em estágio avançado de sucessão; Solo orgânico; Relevo plano. Habito: Erva aquática emergente, 40-50cm de altura.","CGMS1103742",NA,"03","24","Mato Grosso","Poconé","-57.4127778","-17.6294445","V.J. Pott",NA,NA,"-57,4127778","-17,6294445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-04-07 11:47:28-03","UFMS","CGMS","71090","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","A. Pott; V.J. Pott, A.L.B. Sartori, C.N. da Cunha, E.A. Silveira, L. Amorim","8627","2001",NA,"Brasil","Parque Nacional do Pantanal, lado leste da sede do Parque, marmequezal com Aspilia latissima.",NA,"Esparsa. Habitat: Campo arbustivo inundável com Arvoretas Esparsas e Trepadeiras; Solo vertissolo, rico em matéria-orgânica; Relevo plano. Habito: Erva aquática emergente.","CGMS1103743",NA,"03","21","Mato Grosso","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA
"223","2021-04-07 11:47:28-03","UFMS","CGMS","19788","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","E.C. Bertazzoni; W. Magalhães; R.B. Rodrigues","2520",NA,NA,"Brasil","Amolar.",NA,"Flor rosada. Rosado. Habitat: Arrozal. Habito: Erva.","CGMS1049094",NA,NA,NA,"Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","E.C. Bertazzoni",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"224","2021-04-07 11:47:28-03","UFMS","CGMS","28418","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","R.B. Rodrigues; M.D. Nunes; J.L.M.M. Sugai; J. Terra; A.F. Beda; K.M. Campião; V.L. Ferreira","86","2008",NA,"Brasil","Baía 37 da Fazenda Nhumirim, Pantanal da Nhecolândia.",NA,"Coordenadas geográficas: 21K 539970 UTM 7902177 Habitat: Em diversas partes da lagoa. Habito: Erva aquática anfíbia ou emergente.","CGMS1057868",NA,"11","03","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","R.B. Rodrigues","103","103",NA,NA,"2009","03","295160","auto","31",NA,NA,NA,NA,NA
"225","2021-04-07 11:47:28-03","UFMS","CGMS","2155","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","C.A. Conceição","2494","1989",NA,"Brasil","Base de Pesquisa / UFMS- Pantanal.",NA,"Flor alva. Habitat: Em área inundavel ao norte da base de estudos Habito: Herbáceo.","CGMS1016985",NA,"05","22","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375","A. Guglieri",NA,NA,NA,NA,"2006","05","92112","auto","08",NA,NA,NA,NA,NA
"226","2021-04-07 11:47:28-03","UFMS","CGMS","56789","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Bárbara E.M. Pinto; A. Guglieri-Caporal","154","2009",NA,"Brasil","Fazenda Retiro Conceição.",NA,NA,"CGMS1089621",NA,"07","02","Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA
"227","2021-04-07 11:47:28-03","UFMS","CGMS","71092","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","V.J. Pott; S.N. Moreira & A. Pott","10768","2010",NA,"Brasil","Fazenda Modelo da Embrapa Gado de Corte; Varjão próximo à ferrovia.",NA,"Ocasional. Coordenadas geográficas 20°33#?#31'S 54°47#?#23,3'W Habitat: Transição campo úmido - lagoa com Andropogon hypogynus em período chuvoso; Solo argiloso. Habito: Erva aquática emergente, 70 - 90 cm de altura.","CGMS1103741",NA,"01","08","Mato Grosso do Sul","Terenos","-54.8602981567383","-20.4421997070312","V.J. Pott","510","510",NA,NA,"2010","01","52758","auto","08",NA,NA,NA,NA,NA
"228","2019-11-27 13:51:45-03","UFS","ASE","3549","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Leersia","hexandra","Leersia hexandra","Sw.","Noblick, L.R.; Santos, E","ASE3549","1985","Southern America","Brasil","Arredores da UFS. Campus",NA,"Erva. em colonias,enraizada em solo alagadiço e com caules crescendo em cima e flutuando na água.; Erva. em colonias,enraizada em solo alagadiço e com caules crescendo em cima e flutuando na água.; Alagadiço em restinga","ASE0015090","ASE0015090","04","17","Sergipe","São Cristóvão","-37.101092","-10.924378","Filgueiras",NA,NA,"-37.101092","-10.924378","2003","03",NA,NA,"10",NA,NA,NA,NA,NA
