"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"197","2019-10-25 11:38:44-03","IECOS","HBRA","2011","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","U. Mehlig","L. Oliveira","2008","05","01","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, bosque na 3ª ilha de terra firme","-46.67025","-0.91619444","-46.67025000","-0.91619444",NA,NA,"Herbácea. Planta de coloração esbranquiçada-amarelada; corola amarela","HBRA0002027","HBRA0002027 HBRA0002027_v01","2011","04","09","47",NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-10-25 11:38:44-03","IECOS","HBRA","5065","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","U. Mehlig","M. J. Silva","2011","07","14","Brasil","Pará","Primavera","Ilha do Coco, mata secundária em terreno elevado, circundado por manguezais","-47.08666667","-0.85388889","-47.08666667","-0.85388889",NA,NA,NA,"HBRA0002020","HBRA0002020","2011","07","14","285",NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-10-25 11:38:44-03","IECOS","HBRA","4498","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","U. Mehlig","M. J. Silva","2010","07","21","Brasil","Pará","Augusto Corrêa","Ilha do Rodrigues, terreno elevado com solo arenoso, circundado por manguezais, aprox. 14 km ao leste de Augusto Corrêa. Bosque na porção norte da ilha","-46.51527778","-1.02888889","-46.51527778","-1.02888889",NA,NA,"Planta amarela","HBRA0002088","HBRA0002088","2011","04","09","33",NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-10-25 11:38:44-03","IECOS","HBRA","5009","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","U. Mehlig","M. J. Silva","2011","07","14","Brasil","Pará","Primavera","Ilha do Coco, mata secundária em terreno elevado, circundado por manguezais","-47.08666667","-0.85388889","-47.08666667","-0.85388889",NA,NA,NA,"HBRA0002086","HBRA0002086","2011","07","14","229",NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-10-25 11:38:44-03","IECOS","HBRA","6153","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","U. Mehlig","U. Mehlig","2012","05","05","Brasil","Pará","Bragança","Cajueiro Grande, bosque baixo ao norte de ramal entre Caranã e Cajueiro Grande, aprox. 2,7 km ao nordeste da vila Caranã. Solo de areia branca","-46.87805556","-1.13222222","-46.87805556","-1.13222222",NA,NA,"Caule e corola amarelos","HBRA0002015","HBRA0002015","2012","05","05","1211",NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-10-25 11:38:44-03","IECOS","HBRA","741","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","U. Mehlig","A. Lima","2005","05","22","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, bosque na 3ª ilha de terra firme","-46.66888889","-0.91611111","-46.66888889","-0.91611111",NA,NA,"Corola amarela","HBRA0002080","HBRA0002080 HBRA0002080_v01","2011","04","09","8",NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-10-20 14:17:33-03","UFOPA","HSTM","14062","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"T.M. Machado","2018","02","22","Brasil","Pará","Oriximiná","Lago Sapucuá, Comunidade Casinha, Campinarana da Casinha.","-56.225","-1.758889","56º13'30''W","1º45'32''S",NA,NA,NA,"HSTM014062",NA,NA,NA,NA,"832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-24 17:09:13-03","UFES","SAMES","2651","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","A,Melo.","Monteiro,M.M.; Giaretta,A.O.","2009","10","11","Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Parque Estadual de Itaúnas. Mata de restinga sobre influência de lençol freático, alagável. Trilha das borboletas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"Flores amarelas, solitárias, sombreadas, em meio à serrapilheira.","SAMES02651",NA,"2020","01","13","186",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"205","2019-11-21 14:37:20-03","UFJF","CESJ","37539","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers","E.F. Guimarães","R.C. Forzza; et all.","2002","04","20","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Planta saprofitica no chão da mata,alaranjada.","CESJ037539",NA,"2003",NA,NA,"2176","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"206","2019-11-21 14:37:20-03","UFJF","CESJ","55362","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers","F.S. Souza; J.H.C. Ribeiro","F.S. Souza; J.H.C. Ribeiro","2010","01","09","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Saprófita no interior de mata, próximo a água. Flores alaranjadas","CESJ055362",NA,"2010","05",NA,"833","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"207","2019-11-21 14:37:20-03","UFJF","CESJ","63715","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers","J.H.C. Ribeiro","J.H.C. Ribeiro; C.R. Fonseca; E.T. Amorim","2012","07","10","Brasil","Minas Gerais","Rio Preto","Serra Negra, Próximo ao vilarejo de Três Cruzes.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Erva saprófita na mata ciliar, sobre tapete de musgos. Flores amarelas.","CESJ063715",NA,"2012",NA,NA,"267","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA
"208","2021-04-07 11:44:59-03","UFMS","CGMS","9026","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"U.M. Resende; V. Kinupp","2002","03","07","Brasil","Mato Grosso","Reserva do Cabaçal","Margem do rio do Peixe.","-58.4664001464844","-15.0797004699707",NA,NA,NA,NA,"Flor azul pálida. Planta saprófita. Habitat: Mata ciliar alagada. Junto a serrapilheira. Habito: Erva.","CGMS1016796",NA,NA,NA,NA,"1822",NA,NA,NA,NA,"28332","auto",NA,NA,NA,NA,NA,NA
"209","2019-11-27 13:49:31-03","UFS","ASE","21547","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Santos, LAS","Prata, AP; Santos, LAS; Carregosa, T; Santos, E; Farias, MCV","2011","07","02","Brasil","Sergipe","Estância","Povoado Rio Fundo","-37.438056","-11.268611","-37.438056","-11.268611",NA,NA,"Erva saprófita. Planta toda amarela.; Erva saprófita. Planta toda amarela.; Restinga.","ASE0028166","ASE0028166","2011","07",NA,"2667","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:31:42-03","UNICAMP","UEC","185534","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Shimizu, GH","Kinoshita, LS; Tadeu, NB; Lima, MASS; Moraes, DHD; Cortez, MBS; Nemes, LG; Shimizu, GH","2011","05","26","Brazil","Minas Gerais","Delfinópolis","Região da Serra da Canastra","-46.534444","-20.485556","-46.534444","-20.485556","956","956","Erva, 7cm de altura, corola amarela, parasita, interior de mata, serrapilheira","UEC116110","UEC116110","2011","06",NA,"11/285","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-08-20 10:15:39-03","UNICAMP","UEC","39324","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Maas, PJM","Harley, RM","1980","04","13","Brazil","Bahia","Caitité","Serra Geral de Caitité. 9, 5 km S of Cai","-42.5","-15.166667","-42.5","-15.166667","1000","1000","flor, Slender white stemmed herb to ca. 10 cm. Corolla with pale yellow tube & darker lobes. By small reservoir and stream. Scrub among rocks rocks by stream, & with nearby woodland. This plant growing in dry forest.","UEC134713","UEC134713",NA,NA,NA,"21309","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:31:42-03","UNICAMP","UEC","208511","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"Azevedo, RN","2019","09","18","Brazil","São Paulo","Ubatuba","Situada dentro do Parque Estadual da Serra do Mar - Núcleo de Picinguaba","-44.8","-23","-44.8","-23",NA,NA,"Terrícola, com aproximadamente 17 centímetros, de coloração amarelada; Local sombreado, crescendo em serrapilheira, ao lado de um tronco caído.","UEC164827","UEC164827",NA,NA,NA,"4","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2019-08-20 10:15:39-03","UNICAMP","UEC","30243","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Maas, H; Maas, PJM","Mantovani, W; Rocha, DMS","1981","07","06","Brazil","Amazonas",NA,"Est. Exp. Silv. Trop. (INPA/SUFRAMA) km",NA,NA,NA,NA,NA,NA,"flor, Flores amarelas. Saprófita. Mata de areia.","UEC134707","UEC134707","1992",NA,NA,"12767","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2019-08-20 10:15:39-03","UNICAMP","UEC","32210","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Maas, H; Maas, PJM","Ramos, AE","1982","07","19","Brazil","Distrito Federal","Brasília","Reserva Biológica de Águas Emendadas. Ma","-47.55","-15.583333","-47.55","-15.583333",NA,NA,"fruto, Mata. Erva saprófita, sem pigmento verde. Flor amarela. Fruto branco deiscente. Folhas rudimentares amarelas.","UEC134709","UEC134709","1992",NA,NA,"71","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-08-20 10:15:39-03","UNICAMP","UEC","97266","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Cordeiro, I","Romero, R; Semir, J; Dutilh, JHA; Goldenberg, R","1996","02","12","Brazil","Minas Gerais","Mendes Pimentel","Estrada para Mendes, entrada da Fazenda","-41.4047012329102","-18.6611003875732",NA,NA,NA,NA,"flor, Afloramentos, cerrote, em local brejoso. Planta 10 cm. Flores amarelas.","UEC134708","UEC134708","2002","10",NA,"5055","Magnoliopsida",NA,NA,NA,"19634","auto",NA,NA,NA,NA,NA,NA
"216","2019-08-20 10:15:39-03","UNICAMP","UEC","61180","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"Souza, WS; Marconi, LP","1987","07","31","Brazil","Paraná","Paranaguá","Ilha do Mel. Praia de Brasília.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"fruto, Erva com flores amarelas e frutos valvares, na serrapilheira da restinga úmida.","UEC134711","UEC134711",NA,NA,NA,"24563","Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"217","2019-08-20 10:15:39-03","UNICAMP","UEC","190456","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"Silva, SM; Britez, RM","1986","04","13","Brazil","Paraná","Paranaguá","Praia Grande.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"flor, Erva saprófita com flores amarelas em local úmido e sombreado da restinga.","UEC120969","UEC120969",NA,NA,NA,"24832","Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"218","2019-08-20 10:15:39-03","UNICAMP","UEC","59312","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Meira Neto, JAA","Meira Neto, JAA","1991","05","31","Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara.","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,"flor, Cerrado. Saprófita sobre folhado. Flor amarela no cerrado-mata ciliar (transição).","UEC134706","UEC134706","1991","08",NA,"385","Magnoliopsida",NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA
"219","2019-08-20 10:15:39-03","UNICAMP","UEC","137263","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Souza, VC","Breier, TB; Nakakura, HCC","2002","07","29","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC134714","UEC134714","2003","10",NA,"0390","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"220","2019-08-20 10:15:39-03","UNICAMP","UEC","30101","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Tamashiro, JY; Semir, J","Yamamoto, K; Marcondes-Ferreira, W; Chautems, A","1983","04","01","Brazil","São Paulo","Sete Barras","Reserva Florestal de Sete Barras.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"flor, Erva. Sobre tronco caído. Flor amarela. Local úmido. (UNICATA).","UEC134710","UEC134710",NA,NA,NA,"14700","Magnoliopsida",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:31:42-03","UNICAMP","UEC","203905","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"Sisti, LS; Mayer, JLS","2019","01","18","Brazil","São Paulo","Ubatuba","Ubatuba. Parque estadual da Serra do Mar - Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Herbácea, ca. 15cm de altura. Caule e flor alvo/amarelados.","UEC167287",NA,NA,NA,NA,"5","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"222","2020-04-22 16:19:36-03","UFPB","JPB","27351","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","Pers.","Guimarães, EF","César, EA; et al.","2000","06","20","Brasil","Paraíba","Sapé",NA,"-35.2325","-7.096389","-35.2325","-7.096389","123","123",NA,NA,NA,"2001","07","24","30","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-04-22 16:19:36-03","UFPB","JPB","48241","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","Pers.",NA,"Mendonça, ED; Araújo, AAM; Amorim, BS; Araújo, D; Chagas, MA","2011","09","19","Brasil","Pernambuco","Jaqueira","RPPN Frei Caneca, Mata do Quengo, Borda da mata","-35.842778","-8.714444","-35.842778","-8.714444","752","752","; HABITAT: Floresta Atlântica; DESC: Erva saprófita, caule e raiz de cor branca, flor pentâmera amarela com dilatação na região do ovário.","JPB0048241",NA,NA,NA,NA,"54","Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-06 09:55:45-03","UFOP","OUPR","13034","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.",NA,"Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Ex Herb. Escola de Minas 1939",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"225","2020-10-14 10:01:49-03","FURB","FURB","110","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Valduga, E","Valduga, E.","2015","01","20","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.1897222","-29.865","-50.1897222","-29.8650000","16","16",NA,"FURB47404","FURB47404","2015","02","05","602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-10-14 10:01:49-03","FURB","FURB","19756","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Gasper, AL de","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","01","Brasil","Santa Catarina","Angelina","Rancho das Tábuas.","-49.0494444","-27.6302778","-49.0494444","-27.6302778","590","590","Florística IFFSC 314 (Erva Terrícola) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: saprófita; flor amarela","FURB25787","FURB25787","2010","01","25","1597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-10-14 10:01:49-03","FURB","FURB","19796","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Verdi, M","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","2010","01","28","Brasil","Santa Catarina","Siderópolis","Belvedere Baixo.","-49.4130556","-28.5263889","-49.4130556","-28.5263889","453","453","Florística IFFSC 59 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola; flor amarela","FURB25786","FURB25786","2010","01","25","3460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-10-14 10:01:49-03","FURB","FURB","29147","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Stival-Santos, A","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Florística IFFSC 285 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: saprófita;","FURB25788","FURB25788","2010","09","28","2761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-10-14 10:01:49-03","FURB","FURB","29383","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Gasper, AL de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","30","Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444","-48.6019444","-27.1494444","6","6","Florística IFFSC e8002c (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: erva terrícola; flor amarela","FURB01867","FURB01867","2010","09","30","2941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-10-14 10:01:49-03","FURB","FURB","33405","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Korte, A","Korte, A.","2010","12","14","Brasil","Santa Catarina","Florianópolis","Praia de Jurerê Internacional.","-48.5080556","-27.4511111","-48.5080556","-27.4511111","6","6","Florística IFFSC 391 (Erva Terrícola) Habitat: Restinga; Estágio Médio Habito: erva terrícola; flor amarela","FURB25785","FURB25785","2010","12","14","5625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-10-14 10:01:49-03","FURB","FURB","44051","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Funez, L.A.","Funez, L.A.","2014","05","12","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.5116667","-27.7297223","-48.5116667","-27.7297223",NA,NA,NA,"FURB25784","FURB25784","2014","05","12","2808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-10-14 10:01:49-03","FURB","FURB","50609","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Funez, L.A.","Bittencourt, F.","2016","06","25","Brasil","Santa Catarina","Blumenau","fragmento de floresta no Bairro Valparaíso.","-49.0794445","-26.9558333","-49.0794445","-26.9558333","177","177",NA,"FURB50609","FURB50609","2016","06","27","816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-10-14 10:01:49-03","FURB","FURB","54616","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Gasper, A.L.","Farias, D.M.; Garcia, S.A.M.; Gebien, W.","2017","08","19","Brasil","Santa Catarina","Ilhota","Morro do Baú.","-48.9433333","-26.8069444","-48.9433333","-26.8069444",NA,NA,"flor amarela Habitat: interior do fragmento Habito: erva","FURB54616","FURB54616","2017","08","19","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-10-14 10:01:49-03","FURB","FURB","60068","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","07","17","Brasil","Santa Catarina","Palhoça",NA,"-48.5994444","-27.9047222","-48.5994444","-27.9047222",NA,NA,"flor amarela Habitat: interior da unidade amostral Habito: erva parasita","FURB60068","FURB60068","2018","07","17","3094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-16 17:52:28-03","UCS","HUCS","41994","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Valduga, E.","Valduga, E.","2015","01","20","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.189811","-29.864942","-50.189811","-29.864942","16","16","Erva; solo úmido de mata paludosa",NA,NA,"2015","02","05","602","Angiospermae","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-16 17:52:28-03","UCS","HUCS","39726","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Valduga, E.","Valduga, E.","2012","10","13","Brasil","Rio Grande do Sul","Palmares do Sul",NA,"-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"com flores amarelas; interior da mata paludosa",NA,NA,"2012","10",NA,"473","Angiospermae","Gentianales",NA,NA,"31350","auto",NA,NA,NA,NA,NA,NA
"237","2021-03-16 17:52:28-03","UCS","HUCS","41141","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Gonzatti, F.","Gonzatti, F.","2014","01","16","Brasil","Rio Grande do Sul","Terra de Areia",NA,"-50.07080078125","-29.5853004455566",NA,NA,NA,NA,"saprófita, áfila, com flores amarelas; interior da mata paludosa",NA,NA,"2014","03",NA,"1030","Angiospermae","Gentianales",NA,NA,"32697","auto",NA,NA,NA,NA,NA,NA
"238","2021-03-16 17:52:28-03","UCS","HUCS","38967","PreservedSpecimen","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Valduga, E.","Valduga, E.","2012","05","27","Brasil","Rio Grande do Sul","Palmares do Sul","margem oeste da Lagoa Porteira","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"planta com aproximadamente 15 cm de altura; no interior da mata paludosa",NA,NA,"2012","06",NA,"390","Angiospermae","Gentianales",NA,NA,"31350","auto",NA,NA,NA,NA,NA,NA
"239","2020-04-27 16:10:06-03","UFES","VIES","23208","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","A. Melo","Monteiro, M.M.; Oliveira, A.G.","2009","10","11","Brasil","Espírito Santo","Conceição da Barra","Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES023208","VIES023208","2020","01","21","186",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"240","2020-04-27 16:10:06-03","UFES","VIES","43192","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","A. Melo","Machado, J.O.; Souza, W.O.; Alves-Araújo, A.","2013","12","05","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas, Trilha da Alméscar.","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES043192","VIES043192","2020","01","21","150",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"241","2019-06-27 10:25:18-03","UFES","VIES","3132","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Maas, H.","Pereira, O.J.; Gomes, J.M.L.","1988","10","18","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES003132","VIES003132","1999",NA,NA,"1863",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
"242","2020-04-27 16:10:06-03","UFES","VIES","28503","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Wandekoken, D.T.","Wandekoken, D.T.; Ruschi, G.G.","2018","08","20","Brasil","Espírito Santo","Aracruz","Santa Cruz, Estação Biologia Marinha Augusto Ruschi. EBMAR. Restinga.","-40.140556","-19.970556","40º8'26''W","19º58'14''S",NA,NA,NA,"VIES028503","VIES028503","2018","09","12","316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-04-27 16:10:06-03","UFES","VIES","39417","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","A. Melo","Wandekoken, D.T.","2015","11","01","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo Cesar Vinha. Floresta periodicamente inundada.","-40.423333","-20.598333","40º25'24''W","20º35'54''S",NA,NA,NA,"VIES039417","VIES039417","2020","01","21","118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-06-27 10:25:18-03","UFES","VIES","8287","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Maas, H.","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","1992","06","23","Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES008287","VIES008287","1992",NA,NA,"3530",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"245","2019-06-27 10:25:18-03","UFES","VIES","4773","S","Plantae","Gentianaceae","Voyria","aphylla","Voyria aphylla","(Jacq.) Pers.","Maas, H.","Pereira, O.J.; Gomes, J.M.L.; Pereira, S.V. & Vinha, P.C.","1990","07","26","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES004773","VIES004773","1992",NA,NA,"2151",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA
