"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount"
"49","2019-10-07 09:11:03-03","UEFS","HUEFS","66448","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind","Isótipo","Harley, R.M.","27287","1988","12","17",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, Campo do Queiroz","-41.95","-13.533333","1500","1500",NA,NA,"HUEFS0066448",NA,NA,NA,NA,"41W57'","13S32'",NA,NA,"Asteranae",NA,NA
"50","2019-10-07 09:11:03-03","UEFS","HUEFS","66449","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind","Parátipo","Harley, R.M.","27293","1988","12","18",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, vale ao sul do Pico (evidente na subida do Campo do Queiroz)","-41.966667","-13.533333","1550","1550",NA,NA,"HUEFS0066449",NA,NA,NA,NA,"41W58'","13S32'",NA,NA,"Asteranae",NA,NA
"51","2019-10-07 09:11:03-03","UEFS","HUEFS","66450","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind","Parátipo","Harley, R.M.","27293","1988","12","18",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas. Vertente leste, vale ao sul do Pico (evidente na subida do Campo do Queiroz)","-41.966667","-13.533333","1550","1550",NA,NA,"HUEFS0066450",NA,NA,NA,NA,"41W58'","13S32'",NA,NA,"Asteranae",NA,NA
"52","2020-09-09 09:33:36-03","UEFS","HUEFS","68149","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, R.M.","27287","1988","12","17",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333","1500","1500",NA,"Área de pedregulho.","HUEFS0068149","HUEFS0068149",NA,NA,NA,"41W57'","13S32'",NA,NA,"Asteranae",NA,NA
"53","2019-10-07 09:11:03-03","UEFS","HUEFS","69892","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"França, F.","4279","2003","02","04",NA,"Brasil","Bahia","Abaíra","Catolés: Guarda-Mor","-41.865833","-13.304167","1270","1318",NA,"Vegetação herbáceo-arbustiva com árvores esparsas.","HUEFS0069892","HUEFS0069892","M.Alves","2015","03","41W51'57''","13S18'15''",NA,NA,"Asteranae",NA,NA
"54","2019-10-07 09:11:03-03","UEFS","HUEFS","72845","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Oliveira, A.A.de","156","2003","01","18",NA,"Brasil","Bahia","Rio de Contas","Pico da Almas","-41.933889","-13.519722",NA,NA,NA,NA,"HUEFS0072845","HUEFS0072845","M.Alves","2015","03","41W56'2''","13S31'11''",NA,NA,"Asteranae",NA,NA
"55","2019-10-07 09:11:03-03","UEFS","HUEFS","74386","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Conceição, A.S.","574","2003","05","30",NA,"Brasil","Bahia","Abaíra","Catolés, Bicota, Subida do Bicota","-41.8525","-13.328333","1262","1262",NA,"Campo rupestre.","HUEFS0074386","HUEFS0074386","M.Alves","2015","03","41W51'9''","13S19'42''",NA,NA,"Asteranae",NA,NA
"56","2019-10-07 09:11:03-03","UEFS","HUEFS","92176","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, R.M.","55088","2004","03","10",NA,"Brasil","Bahia","Rio de Contas","10,9 Km da cidade na estrada para o Pico das Almas.","-41.888889","-13.5225","1293","1293",NA,"Cerrado de altitude com solo arenoso e afloramento rochoso.","HUEFS0092176","HUEFS0092176","J.M.Gonçalves","2005","06","41W53'20''","13S31'21''",NA,NA,"Asteranae",NA,NA
"57","2019-10-07 09:11:03-03","UEFS","HUEFS","93699","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, R.M.","55088A","2004","03","10",NA,"Brasil","Bahia","Rio de Contas","10,9 Km da cidade na estrada para o Pico das Almas.","-41.888889","-13.5225","1293","1293",NA,"Cerrado de altitude com solo arenoso e afloramento rochoso.","HUEFS0093699","HUEFS0093699","M.Alves","2015","03","41W53'20''","13S31'21''",NA,NA,"Asteranae",NA,NA
"58","2019-10-07 09:11:03-03","UEFS","HUEFS","10940","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Ganev, W.","497","1992","06","15",NA,"Brasil","Bahia","Piatã",NA,"-41.7728004455566","-13.1519002914429","1200","1200",NA,NA,"HUEFS0010940","HUEFS0010940","M.Alves","2015","03",NA,NA,"41184","auto","Asteranae",NA,NA
"59","2019-10-07 09:11:03-03","UEFS","HUEFS","60172","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Turma de Sistemática de Fanerógamas",NA,"2000","12","02",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"HUEFS0060172","HUEFS0060172","M.Alves","2015","03",NA,NA,"49773","auto","Asteranae",NA,NA
"60","2019-10-07 09:11:03-03","UEFS","HUEFS","34946","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Oliveira, R.P.","89","1998","11","14",NA,"Brasil","Bahia","Rio de Contas","Subida para o Pico do Itubira, ca. 28Km de Rio de Contas.","-41.8114013671875","-13.5789003372192","1700","1700",NA,"Campo rupestre.","HUEFS0034946","HUEFS0034946","M.Alves","2015","03",NA,NA,"49773","auto","Asteranae",NA,NA
"61","2020-07-23 11:58:40-03","CEPLAC","CEPEC","47373","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis",NA,"Holótipo","R. M. Harley","27287","1979","07","21",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,NA,"41W57'0","13S32'0",NA,NA,NA,"30/12/1993",NA
"62","2020-07-23 11:58:40-03","CEPLAC","CEPEC","75710","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis",NA,NA,"R. M. Harley","4284","1996","11","15",NA,"Brasil","Bahia","RIO DE CONTAS","Pico do Itobira.","-41.884167","-13.368611",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,NA,"41W53'3","13S22'7",NA,NA,NA,"30/11/1996",NA
"63","2020-07-23 11:58:40-03","CEPLAC","CEPEC","97017","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis",NA,NA,"R. M. Harley","27887","1988","12","17",NA,"Brasil","Bahia","RIO DE CONTAS","Pico dasAlmas. Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,NA,"41W57'","13S32'",NA,NA,NA,"30/05/1989",NA
"64","2020-07-23 11:58:40-03","CEPLAC","CEPEC","96849","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis",NA,NA,"D. J. N. Hind","50294","1991","12","23",NA,"Brasil","Bahia","ABAÍRA","Subida da Forquilha da Serra.","-41.883333","13.283333",NA,NA,NA,NA,NA,NA,"M. B. B. Alves",NA,NA,"41W53'","13N17'",NA,NA,NA,"30/01/2012",NA
"65","2020-07-23 11:58:40-03","CEPLAC","CEPEC","85383","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis",NA,NA,"A. M. Amorim","2792","1999","04","12",NA,"Brasil","Bahia","RIO DE CONTAS","Pico do Itubira. Coletas na trilha para o Pico.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,"D. J. N. Hind",NA,NA,NA,NA,"49773","auto",NA,"29/10/2002",NA
"66","2020-11-12 16:58:13-03","UEL","FUEL","40709","PreservedSpecimen","Plantae","Tracheophyta","Asterales","Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Harley, RM","55088","2004","03","10",NA,"Brasil","Bahia","Rio de Contas","10,9km da cidade na estrada para o Pico das Almas, Cerrado de altitude com solo arenoso e afloramento rochoso.","-41.888889","-13.5225","1293","1293",NA,NA,NA,NA,"Gonçalves, JM","2005","06","-41.888889","-13.5225",NA,NA,NA,NA,NA
"67","2019-11-21 09:59:47-03","IBt","SP","344925","S","Plantae",NA,NA,"Asteraceae","Aspilia","almasensis","Aspilia almasensis","D.J.N.Hind",NA,"Amorim, AM; Forzza, RC; Costa, CB; Sant'Ana, SC","2792","1999","04","12",NA,"Brasil","Bahia","Rio de Contas","Pico do Itobira. Trilha para o Pico.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"SP032718","SP032718","Hind, DJN",NA,NA,NA,NA,"49773","auto",NA,NA,NA
