"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","recordNumber","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","individualCount","phylum"
"53","2011-03-02 10:40:00-03","MO","MOBOT","3151926","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","1998","1","17","South America","Brazil","Common. Small river (name not known) this river drains into rio Jaguari, ca. 24 km SE of town of Santiago; ca. 2 km SE of raod to Nova Esperanca, Ca. 4 km N of town of Jaguari on raod to Santiago. Nos. 5032-5037 from same general area; collected at least 2 m apart. Podostemum rutifolium (Nos. 5032-5036 and Tristicha trifaria (No. 5037) collected from this location.",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","-54.75","-29.45",NA,NA,NA,"Philbrick 5032",NA,"115.00000000",NA,NA,NA,NA,NA,NA
"54","2011-03-02 10:42:00-03","MO","MOBOT","3152081","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Claudio V. de Senna Gastal, Jr.","1999","1","6","South America","Brazil","Town of Tres Ilhas, Uruguay River. Common on isolated large rocks in an otherwise cobble-bottomed section of the river. These plants collected from two rocks what were ca. 400 m from the Argentina side of the river. We were taken to the middle of the river by boat. These plants were submerged in ca. 4 dm of moderate current. Tristicha trifaria (No. 5248) occurs occasionally on these rocks.",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","-53.26666","-27.41666",NA,NA,NA,"Philbrick 5247",NA,"146.30400000",NA,NA,NA,NA,NA,NA
"55","2011-03-02 10:40:00-03","MO","MOBOT","3152215","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","C. Thomas Philbrick|Alejandro Novelo R.|Bruno E. Irgang|Claudio V. de Senna Gastal, Jr.","1998","1","23","South America","Brazil","Abundant, most leaves simple, but some divided. In spray zone away from directly falling water, either on the side or behind falling water. Could not get to top of waterfall to collect. About 120 km W. of city of Blumenau, off of BR-470, 4 km from the main road (BR-470) on dirt road. (Nos. 5160-5176 collected in same area: Nos. 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall).",NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","-50.05","-27.3",NA,NA,NA,"Philbrick 5170",NA,"463.29600000",NA,NA,NA,NA,NA,NA
"56","2009-04-30 11:37:00-03","MO","MOBOT","100184284","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium ricciiforme","(Liebm.) Novelo & C.T. Philbrick","* HAGEMANN",NA,NA,NA,"South America","Colombia",NA,NA,NA,NA,"Novelo, Philbrick & Crow",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAGEMANN 1908",NA,NA,NA,NA,NA,"ricciiforme","1",NA
"57","2019-07-05 20:37:46-03","UEM","HUEM","20826","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium rutifolium","Warm.","Fernando Alves Ferreira","2009","01",NA,NA,"Brasil","rio Paraná, margem esquerda","Macrofíta aquática de coloração parda, submersa fixa, adpresa a rochas submersas; frutos coloração marrom escuro.","HUEM000010571","HUEM000010571","Aldaleia Tavares","2009","05",NA,"Paraná","-53.221694","-22.734083","-53.221694","-22.734083",NA,"244","Porto Rico","243","243",NA,NA,"rutifolium",NA,NA
"58","2020-11-04 17:30:25-03","UEM","HUEM","3653","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","L.M.Bini; colaboradores","1996","09","20",NA,"Brasil","São Vicente","Sobre a rocha. Herbácea submersa.; Herbácea submersa.; Sobre a rocha.","HUEM000023037",NA,"Mormul, RP","2016","06","24","Paraná","-54.247501373291","-25.0918998718262",NA,NA,NA,"15","Missal",NA,NA,"19752","auto",NA,NA,NA
"59","2020-08-20 14:57:29-03","UFSC","FLOR","50099","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Tur, N.M.; et alii","1996","01","11",NA,"Argentina","Al cortado del camping El Ñandú, Río Iguazú, Parque Nac. Iguazú, Dpto. Iguazú.",NA,"FLOR0050099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2139","Missiones",NA,NA,NA,NA,NA,NA,NA
"60","2020-08-20 20:39:48-03","UFSC","FLOR","50104","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Guaglianone, E.R.; Bacigalupo, N.M.; Tur, N.M. & Guillén, R.","1995","11","21",NA,"Argentina","Dpto. Gral. M. Belgrano: Ruta Nac. 101, Salto Andresito.",NA,"FLOR0050104",NA,"Tur, N.M.","1995",NA,NA,NA,"-53.666667","-26.2","53º40'W","26º12'S",NA,"2982","Missiones","750","750",NA,NA,NA,NA,NA
"61","2020-08-20 20:39:48-03","UFSC","FLOR","50105","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Guaglianone, E.R.; Bacigalupo, N.M.; Tur, N.M. & Guillén, R.","1995","11","20",NA,"Argentina","Dpto. Gral. M. Belgrano: Ruta Nac. 101, Salto Andresito.",NA,"FLOR0050105",NA,"Tur, N.M.","1995",NA,NA,NA,"-53.666667","-26.2","53º40'W","26º12'S",NA,"2974","Missiones","750","750",NA,NA,NA,NA,NA
"62","2020-08-20 20:39:48-03","UFSC","FLOR","50106","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Guaglianone, E.R.; Bacigalupo, N.M.; Tur, N.M.; Rodríguez, M. & Guillén, R.","1995","11","14",NA,"Argentina","Dpto. San Pedro: Parque Provincial Moconá, Río Uruguai.",NA,"FLOR0050106",NA,"Tur, N.M.","1995",NA,NA,NA,"-53.883333","-27.15","53º53'W","27º9'S",NA,"2858a","Missiones",NA,NA,NA,NA,NA,NA,NA
"63","2020-08-20 14:57:30-03","UFSC","FLOR","52476","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuernberg, A.; Mello, A.S. & Weber, P.","2014","04","28",NA,"Brasil","Ilhas fluviais do Rio Itajaí-açu, APA (Área de Proteção Ambiental) das Ilhas Fluviais.",NA,"FLOR0052476","FLOR0052476","Mello, A.S.","2014","04","28","Santa Catarina","-49.089444","-26.875556","49º5'22''W","26º52'32''S",NA,"1406","Blumenau","10","10",NA,NA,NA,NA,NA
"64","2020-08-20 14:57:30-03","UFSC","FLOR","52485","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuernberg, A.; Mello, A.S. & Weber, P.","2014","04","29",NA,"Brasil","Ilha fluvial #?##?#da Celesc#?##?# (barragem) no Rio Itajaí-açu, APA (Área de Proteção Ambiental) das Ilhas Fluv.","herbácea aquática,","FLOR0052485","FLOR0052485","Mello, A.S.","2014","04","29","Santa Catarina","-49.111111","-26.881667","49º6'40''W","26º52'54''S",NA,"1325","Blumenau","27","27",NA,NA,NA,NA,NA
"65","2020-08-20 14:57:30-03","UFSC","FLOR","62652","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuernberg, A.; Mello, A.S.; Weber, P.","2014","04","28",NA,"Brasil","Ilhas fluviais do Rio Itajaí-açu, APA (Área de Proteção Ambiental) das Ilhas Fluviais.","Submersa","FLOR0062652",NA,"Mello, A.S.","2014","04","28","Santa Catarina","-49.089444","-26.875556","49º5'22''W","26º52'32''S",NA,"1406","Blumenau","10","10",NA,NA,NA,NA,NA
"66","2020-08-20 14:57:30-03","UFSC","FLOR","62653","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Nuernberg, A.; Mello, A.S.; Weber, P.","2014","04","29",NA,"Brasil","Ilha fluvial da Celesc (barragem) no Rio Itajaí-açu, APA (Área de Proteção Ambiental) das Ilhas Fluviais.","Herbácea aquática","FLOR0062653",NA,"Mello, A.S.","2014","04","29","Santa Catarina","-49.111111","-26.881667","49º6'40''W","26º52'54''S",NA,"1325","Blumenau","27","27",NA,NA,NA,NA,NA
"67","2020-08-20 14:57:30-03","UFSC","FLOR","57938","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Beretta, M.","2009","11","13",NA,"Brasil","Rio das Cinzas, 2 km da entrada de Tomazina em direção à Pinhalão.","vegetativa","FLOR0057938",NA,"Mello, A.S.","2010","10","06","Paraná","-49.9496994018555","-23.778299331665",NA,NA,NA,"552","Tomazina",NA,NA,"29630","auto",NA,NA,NA
"68","2020-08-20 14:57:30-03","UFSC","FLOR","52579","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Nuernberg, A.","2014","01","01",NA,"Brasil","Barra do Ouro, Rio do Ouro, logo acima de Ponta.","reófita, Fruto Maduro, cápsulas abertas, 0,2m altura. Rio limpo.","FLOR0052579",NA,"Mello, A.S.","2014","01","01","Rio Grande do Sul","-50.2071990966797","-29.6749992370605",NA,NA,NA,"756","Maquiné","100","100","28094","auto",NA,NA,NA
"69","2020-08-20 14:57:30-03","UFSC","FLOR","52576","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Nuernberg, A.","2013","12","28",NA,"Brasil","Camping do Pedancino, no Rio Caí, em corredeiras.","reófita. Formas densas comunidade no leito do rio, juntamente com tristida trifaria.","FLOR0052576",NA,"Mello, A.S.",NA,NA,NA,"Rio Grande do Sul","-51.1143989562988","-29.3763999938965",NA,NA,NA,"755","Nova Petrópolis","250","250","14669","auto",NA,NA,NA
"70","2020-08-20 14:57:29-03","UFSC","FLOR","47878","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Weber, P.","2012","10","12",NA,"Brasil","Cascata do Panelão.","herbácea aquática, 0,2m altura","FLOR0047878",NA,"Mello, A.S.","2012","10","12","Rio Grande do Sul","-51.1143989562988","-29.3763999938965",NA,NA,NA,"s.n.","Nova Petrópolis","200","200","14669","auto",NA,NA,NA
"71","2020-08-20 14:57:30-03","UFSC","FLOR","57937","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Nuernberg, A.","2010","09","05",NA,"Brasil","Rio Chapecó, Prainha, localidade na qual poderá ser feita uma PCH.","vegetativa","FLOR0057937",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-52.3283004760742","-26.5646991729736",NA,NA,NA,"585","Abelardo Luz",NA,NA,"35836","auto",NA,NA,NA
"72","2020-08-20 14:57:30-03","UFSC","FLOR","57983","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Weber, P.A.P.","2013","04","04",NA,"Brasil","Rio Canoas.","vegetativo","FLOR0057983",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-51.2249984741211","-27.4016990661621",NA,NA,NA,"676","Campos Novos",NA,NA,"43319","auto",NA,NA,NA
"73","2020-08-20 14:57:30-03","UFSC","FLOR","57933","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Nuernberg, A.","2009","12","09",NA,"Brasil","Rio Amola faca.","vegetativa","FLOR0057933",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"556","Corupá",NA,NA,"23917","auto",NA,NA,NA
"74","2020-08-20 14:57:30-03","UFSC","FLOR","57939","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Tavares, A.S.","2008","09","09",NA,"Brasil","Rio Correias.","vegetativa","FLOR0057939",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"4","Corupá",NA,NA,"23917","auto",NA,NA,NA
"75","2020-08-20 14:57:30-03","UFSC","FLOR","57935","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Tavares, A.S.","2008","09","09",NA,"Brasil","Rio Correias.","flores","FLOR0057935",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"6","Corupá",NA,NA,"23917","auto",NA,NA,NA
"76","2020-08-20 14:57:30-03","UFSC","FLOR","57949","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Tavares, A.S.","2008","09","09",NA,"Brasil","Rio da Bruaca.","flores","FLOR0057949",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"7","Corupá",NA,NA,"23917","auto",NA,NA,NA
"77","2020-08-20 14:57:30-03","UFSC","FLOR","57934","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Nuernberg, A.","2009","12","09",NA,"Brasil","Rio Novo.","vegetativa","FLOR0057934",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"560","Corupá",NA,NA,"23917","auto",NA,NA,NA
"78","2020-08-20 14:57:30-03","UFSC","FLOR","57952","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Beretta, M.","2009","11","11",NA,"Brasil","Rio Novo.","vegetativa","FLOR0057952",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"557","Corupá",NA,NA,"23917","auto",NA,NA,NA
"79","2020-08-20 14:57:30-03","UFSC","FLOR","57961","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Beretta, M.","2009","11","02",NA,"Brasil","Rio Novo.","vegetativo","FLOR0057961",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"558","Corupá",NA,NA,"23917","auto",NA,NA,NA
"80","2020-08-20 14:57:30-03","UFSC","FLOR","57963","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Tavares, A.S.","2008","09","09",NA,"Brasil","Rio Novo.","vegetativo","FLOR0057963",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-49.2430992126465","-26.4253005981445",NA,NA,NA,"4A","Corupá",NA,NA,"23917","auto",NA,NA,NA
"81","2020-08-20 14:57:30-03","UFSC","FLOR","57940","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Ghizoni, I.","2010","07","07",NA,"Brasil","Rio da divisa, divisa entre SC e PR.","vegetativa","FLOR0057940",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-48.8549995422363","-26.0266990661621",NA,NA,NA,"1500","Garuva",NA,NA,"22441","auto",NA,NA,NA
"82","2020-08-20 14:57:30-03","UFSC","FLOR","57936","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Nuernberg, A.","2010","09","02",NA,"Brasil","Rio Caveiras, Passo dos Fernandes.","vegetativa","FLOR0057936",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-50.326099395752","-27.8160991668701",NA,NA,NA,"572","Lages",NA,NA,"70701","auto",NA,NA,NA
"83","2020-08-20 14:57:30-03","UFSC","FLOR","57982","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Mello, A.S.; Weber, P.A.P.","2013","04","04",NA,"Brasil","Rio Canoas, Área alagada pelo reservatório da Hidrelétrica de São Roque.","vegetativo","FLOR0057982",NA,"Mello, A.S.","2010","10","06","Santa Catarina","-50.9749984741211","-27.489200592041",NA,NA,NA,"675","Vargem",NA,NA,"16238","auto",NA,NA,NA
"84","2021-02-08 12:44:47-03","UFRGS","ICN","114202","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","23","América do Sul","Brasil","120 km of city","Nos. 5160-5176 collectd in same area: nos 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Colleced, 50-100 m downstream from waterfall. Could not get to top of waterfall to collect. About 120 km W of city of B",NA,NA,"Mello, AS","2009","09","23","SC","-50.043056","-27.294167","-50.043056","-27.294167",NA,"5175","Blumenau","463","463",NA,NA,NA,NA,"Dicotyledon"
"85","2021-02-08 12:44:48-03","UFRGS","ICN","114203","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","23","América do Sul","Brasil","120 km of city","Nos. 5160-5176 collectd in same area: nos 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Colleced, 50-100 m downstream from waterfall. Could not get to top of waterfall to collect. About 120 km W of city of B",NA,NA,"Mello, AS","2009","09","23","SC","-50.043056","-27.294167","-50.043056","-27.294167",NA,"5176","Blumenau","463","463",NA,NA,NA,NA,"Dicotyledon"
"86","2021-02-08 12:44:47-03","UFRGS","ICN","114201","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","23","América do Sul","Brasil","120 km of city","Nos. 5160-5176 collectd in same area: nos 5160-5172 from beneath waterfall, and Nos. 5173-5176 from downstream of the waterfall.; Colleced, 50-100 m downstream from waterfall. Could not get to top of waterfall to collect. About 120 km W of city of B",NA,NA,"Mello, AS","2009","09","23","SC","-50.043056","-27.294167","-50.043056","-27.294167",NA,"5174","Blumenau","463","463",NA,NA,NA,NA,"Dicotyledon"
"87","2021-02-08 12:44:48-03","UFRGS","ICN","114207","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","24","América do Sul","Brasil","26°52.426S 49°13.830W 16 km of city","Nos. 5177-5183 collected within 10m of each other at same location.; Tafona river drains into the much larger River (the Itajaí River too swollen by rcent rains to collect in).; Abundant, small plants, submerged or patially exposed, not in diretly fa",NA,NA,"Mello, AS","2009","09","24","SC","-49.230278","-26.873611","-49.230278","-26.873611",NA,"5179","Blumenau","69","69",NA,NA,NA,NA,"Dicotyledon"
"88","2021-02-08 12:44:48-03","UFRGS","ICN","114208","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","24","América do Sul","Brasil","26°52.426S 49°13.830W 16 km of city","Nos. 5177-5183 collected within 10m of each other at same location.; Tafona river drains into the much larger River (the Itajaí River too swollen by rcent rains to collect in).; Abundant, small plants, submerged or patially exposed, not in diretly fa",NA,NA,"Mello, AS","2009","09","24","SC","-49.230278","-26.873611","-49.230278","-26.873611",NA,"5180","Blumenau","69","69",NA,NA,NA,NA,"Dicotyledon"
"89","2021-02-08 12:44:48-03","UFRGS","ICN","114205","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","24","América do Sul","Brasil","26°52.426S 49°13.830W 16 km of city","Nos. 5177-5183 collected within 10m of each other at same location.; Tafona river drains into the much larger River (the Itajaí River too swollen by rcent rains to collect in).; Abundant, small plants, submerged or patially exposed, not in diretly fa",NA,NA,"Mello, AS","2009","09","24","SC","-49.230278","-26.873611","-49.230278","-26.873611",NA,"5177","Blumenau","69","69",NA,NA,NA,NA,"Dicotyledon"
"90","2021-02-08 12:44:48-03","UFRGS","ICN","114206","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","24","América do Sul","Brasil","26°52.426S 49°13.830W 16 km of city","Nos. 5177-5183 collected within 10m of each other at same location.; Tafona river drains into the much larger River (the Itajaí River too swollen by rcent rains to collect in).; Abundant, small plants, submerged or patially exposed, not in diretly fa",NA,NA,"Mello, AS","2009","09","24","SC","-49.230278","-26.873611","-49.230278","-26.873611",NA,"5178","Blumenau","69","69",NA,NA,NA,NA,"Dicotyledon"
"91","2021-02-08 12:44:47-03","UFRGS","ICN","114080","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","18","América do Sul","Brasil","28°23.137S; 54°02.022W","Nos. 5050 - 5054 collected in the same tiver, within 2-3m of each other).; Abundant, divided leaved plants. Nos. 5051-5053, 5054 are all divided leaved plants. Each collected from a separate rock. River level swollen from recent rains, all plants sub",NA,NA,"Mello, AS","2009","10","02","RS","-54.033611","-28.385556","-54.033611","-28.385556",NA,"5051","Ijuí","310","310",NA,NA,NA,NA,"Dicotyledon"
"92","2021-02-08 12:44:47-03","UFRGS","ICN","114082","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","18","América do Sul","Brasil","28° 23.137S; 54°02.022W. Rio Conceição ( a broad river) about 11km W of town of Ijuí Coronel Barros County","(Nos. 5050 - 5054 colleted in the same river, within 2-3 m of each other.); Abundant, divided leaves. Nos. 5051,5053, 5054 are all divided leaved plants. Each colleted from a separate rock. River level swollen from recent rains, all plants submerged",NA,NA,"Mello, AS","2009","09","30","RS","-54.033611","-28.385556","-54.033611","-28.385556",NA,"5053","Ijuí","310","310",NA,NA,NA,NA,"Dicotyledon"
"93","2021-02-08 12:44:47-03","UFRGS","ICN","114083","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","18","América do Sul","Brasil","28° 23.137S; 54°02.022W. Rio Conceição ( a broad river) about 11km W of town of Ijuí Coronel Barros County","(Nos. 5050 - 5054 colleted in the same river, within 2-3 m of each other.); Abundant, divided leaves. Nos. 5051,5053, 5054 are all divided leaved plants. Each colleted from a separate rock. River level swollen from recent rains, all plants submerged",NA,NA,"Mello, AS","2009","09","30","RS","-54.033611","-28.385556","-54.033611","-28.385556",NA,"5054","Ijuí","310","310",NA,NA,NA,NA,"Dicotyledon"
"94","2021-02-08 12:44:47-03","UFRGS","ICN","114073","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","17","América do Sul","Brasil","28° 52.673S; 54° 448W about 44 km N of town of Santiago on road to Bocaroca Santiago County","Abundant, samll turf-like plants. Turf-like and medium stemmed plants occur in areas of various current intensity (calm, moderate, swift). Rather quiet (slow current) river (Rio Taquarebo).",NA,NA,"Mello, AS","2009","09","30","RS","-54.740556","-28.877778","-54.740556","-28.877778",NA,"5044","Santiago",NA,NA,NA,NA,NA,NA,"Dicotyledon"
"95","2021-02-08 12:44:47-03","UFRGS","ICN","114071","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","17","América do Sul","Brasil","28° 52.673S; 54° 448W about 44 km N of town of Santiago on road to Bocaroca Santiago County","Abundant, samll turf-like plants. Turf-like and medium stemmed plants occur in areas of various current intensity (calm, moderate, swift). Rather quiet (slow current) river (Rio Taquarebo).",NA,NA,"Mello, AS","2009","09","30","RS","-54.740556","-28.877778","-54.740556","-28.877778",NA,"5042","Santiago",NA,NA,NA,NA,NA,NA,"Dicotyledon"
"96","2021-02-08 12:44:47-03","UFRGS","ICN","114072","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","17","América do Sul","Brasil","28° 52.673S; 54° 448W about 44 km N of town of Santiago on road to Bocaroca Santiago County","Abundant, samll turf-like plants. Turf-like and medium stemmed plants occur in areas of various current intensity (calm, moderate, swift). Rather quiet (slow current) river (Rio Taquarebo).",NA,NA,"Mello, AS","2009","09","30","RS","-54.740556","-28.877778","-54.740556","-28.877778",NA,"5043","Santiago",NA,NA,NA,NA,NA,NA,"Dicotyledon"
"97","2021-02-08 12:44:47-03","UFRGS","ICN","114070","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","17","América do Sul","Brasil","28° 52.673S; 54° 448W about 44 km N of town of Santiago on road to Bocaroca Santiago County","Nos. 5041 - 5048 colleted of from different rocks in ca. 75 m stretch of river.; These diffrent sized plants seems to integrade. Turf-like and medium stemmed plants occur in area of various current intensity (calm, moderate, swift).; Abundant, samll",NA,NA,NA,NA,NA,NA,"RS","-54.740556","-28.877778","-54.740556","-28.877778",NA,"5041","Santiago",NA,NA,NA,NA,NA,NA,"Dicotyledon"
"98","2021-02-08 12:44:47-03","UFRGS","ICN","114033","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","13","América do Sul","Brasil","29°40.790S; 52°30.416W","Common on some rocks, small river (Rio Francisco Alves) running over basalt outcrops, upstream of town of Vale do Sul (=Trombudo on some maps) about 1 km, submerged in swift current. (Nos. 5003 - 5007 collected within 10 m of each other).",NA,NA,"Mello, AS","2009","10","02","RS","-52.506667","-29.679722","-52.506667","-29.679722",NA,"5004","Vale do Sol",NA,NA,NA,NA,NA,NA,"Dicotyledon"
"99","2021-02-08 12:44:47-03","UFRGS","ICN","114060","S","Plantae",NA,NA,"Podostemaceae","Podostemum","rutifolium","Podostemum rutifolium","Warm.","Thomas Philbrick, C; et al.","1998","01","16","América do Sul","Brasil","31°13.266S - 54°16.731W about 170 km NW of tonw on BR293 abouth 45 km SE of tonw of Dom Pedrito","Commom, small plants in areas of moderate current close to shore, not as commom as No, 5030, colleted within a couple metres of the more commm no. 5030.",NA,NA,"Mello, AS","2009","09","30","RS","-54.278611","-31.221111","-54.278611","-31.221111",NA,"5031","Pinheiro Machado","210","210",NA,NA,NA,NA,"Dicotyledon"
