"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"46","2019-06-25 17:37:11-03","UNEMAT","HERBAM","19590","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","ZORTÉA, M.","306","2017","07","14",NA,"Brasil","Mato Grosso","Alta Floresta","Fazenda Serra Azul, Cerrado (lato sensu), fisionomia florestal (Cerradão). Região de transição entre Cerrado e Amazônia.","-56.816781","-10.359061",NA,NA,"HERBAM019590",NA,"402","402",NA,NA,"Piva, J","2017","08","-56.816781","-10.359061",NA,NA,NA,NA,NA,NA,NA
"47","2019-06-25 17:37:11-03","UNEMAT","HERBAM","19590","S","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","ZORTÉA, M.","306","2017","07","14",NA,"Brasil","Mato Grosso","Alta Floresta","Fazenda Serra Azul, Cerrado (lato sensu), fisionomia florestal (Cerradão). Região de transição entre Cerrado e Amazônia.","-56.816781","-10.359061",NA,NA,"HERBAM019590",NA,"402","402",NA,NA,"Piva, J","2017","08","-56.816781","-10.359061",NA,NA,NA,NA,NA,NA,NA
"48","2021-04-05 11:05:57-03","UNESP-IBB","BOTUW","277","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","rabelloana","Buchenavia rabelloana","Mattos",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000277",NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA
"49","2013-04-01 09:15:29-03","IPT","BCTW","11659","S","Plantae","Magnoliophyta",NA,NA,"Buchenavia","parvifolia","Buchenavia parvifolia","Ducke",NA,NA,NA,NA,NA,NA,"Brasil","Amazonas","Manaus",NA,"-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"50","2013-04-01 09:15:29-03","IPT","BCTW","16437","S","Plantae","Magnoliophyta",NA,NA,"Buchenavia","parvifolia","Buchenavia parvifolia","Ducke",NA,NA,NA,NA,NA,NA,"Brasil","Pará",NA,"Jari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"51","2013-04-01 09:15:29-03","IPT","BCTW","14752","S","Plantae","Magnoliophyta",NA,NA,"Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Loureiro, A.A., Coelho, L.F. & Mello, F.",NA,"1964","04","08",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Adolpho Ducke, picada INPA","-60.025","-3.10194",NA,"Madeira pesada, dura, ocada, alburno amarelada, cerne castanho claro, casca marrom, com pequenos sulcos longitudinais, cheiro e gosto indistintos, Árvore de 19m x 25cm de DAP. Terra firme, solo argiloso.",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"52","2013-04-01 09:15:29-03","IPT","BCTW","11632","S","Plantae","Magnoliophyta",NA,NA,"Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Mello, F. e auxiliares",NA,"1964","04","08",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"138090","auto","Arthur A. Loureiro",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:21:04-03","MBM","MBM","243233","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Ribeiro, J.E.L.S.; et al.; et al.","1657","1995","06","19","Southern America","Brazil","Amazonas","Manaus","Reserva Florestal Ducke, Manaus - Itacoatiara, km 26","-60.0250015258789","-3.10193991661072",NA,NA,"MBM243233","MBM243233",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:21:04-03","MBM","MBM","141651","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Rimachi, M. .Y.","4430","1979","06","05","Southern America","Peru",NA,NA,NA,NA,NA,NA,NA,"MBM141651","MBM141651",NA,NA,NA,NA,"McDaniel, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-11-07 03:08:01-02","MNHN","RECOLNAT_MNHN_P","P01901349","PreservedSpecimen",NA,NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Ducke, A.",NA,"1922","9","23",NA,"Brésil",NA,NA,"Rio Tapajiz (Para) circa cataractas infinas loco Villa Braya, silva non inundabili",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901349' target='other'> <mi>dwc_moreinfo</mi></a>","P01901349","P01901349_01",NA,NA,NA,NA,"Stace",NA,NA,NA,NA,NA,"isolectotype",NA,NA,"17686",NA,NA
"56","2015-09-05 05:41:58-03","MNHN","RECOLNAT_MNHN_P","P04716490","PreservedSpecimen",NA,NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Ducke, A.",NA,"1933","6","14",NA,"Brasil","Amazonas","Manaus",NA,"-60.0250015258789","-3.10193991661072","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04716490' target='other'> <mi>dwc_moreinfo</mi></a>","P04716490","P04716490_01",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25016",NA,NA
"57","2016-12-03 08:56:00-02","MO","MOBOT","100940975","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","OSINFOR","OSINFOR BHDM 002","2015","11","14","South America","Peru","Madre de Dios","Tambopata","Distrito Laberinto.","-69.6838889","-12.8422222",NA,NA,NA,NA,"242.00000000",NA,NA,NA,"R. Vásquez (HOXA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2017-03-14 11:58:00-03","MO","MOBOT","100958854","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","OSINFOR","OSINFOR AFGR 018","2016","7","19","South America","Peru","Madre de Dios","Tambopata","Distrito Inambari.",NA,NA,NA,NA,NA,NA,"238.00000000",NA,NA,NA,"R. Vásquez (HOXA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2014-11-15 05:40:00-02","MO","MOBOT","1351493","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Nigel Pitman|Tom Delinks","Pitman 3183","1998","2",NA,"South America","Ecuador","Napo","Orellana","Tiputini Biodiversity Station. Terra firme forest in T. Erwin's entomology transects, Harpia trail.","-76.16666","-0.63333",NA,NA,NA,NA,"250.00000000",NA,NA,NA,"N. Pitman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2011-06-09 16:54:00-03","MO","MOBOT","1765376","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Carlos E. Cerón","Cerón Martínez 19052","1992","6","9","South America","Ecuador","Napo","Tena","Potreros cerca a la Estación Biológica Jatun-Sacha.","-77.61666","-1.06666",NA,NA,NA,NA,"400.00000000",NA,NA,NA,"C. Cerón (QAP)",NA,NA,NA,NA,NA,NA,NA,NA,"201","3",NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","3427622","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Saúl Altamirano","Altamirano Azurduy 4024","2006","10","31","South America","Bolivia","Pando","Gral. Federico Roman","Nueva Esperanza. A 5 km hacia Fortaleza. Bosque alto bien drenado con Bertholletia excelsa y Attalea speciosa. Suelos arcillosos hasta limosas, se nota algunos afloramientos con laterita.","-65.4025","-10.07277",NA,NA,NA,NA,"214.00000000",NA,NA,NA,"S. Altamirano (BOLV)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2016-12-07 05:17:00-02","MO","MOBOT","3579162","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Jürgen Homeier|M.A. Chinchero|E. Jaramillo|L. Guachamin","Homeier 3011","2007","10","17","South America","Ecuador","Napo",NA,"area of the biological station Jatun Sacha, tropical lowland forest","-77.61666","-1.06666",NA,NA,NA,NA,NA,NA,NA,NA,"E. Jaramillo (QCNE)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"63","2013-11-13 05:54:00-02","MO","MOBOT","919659","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Buchenavia","parvifolia","Buchenavia parvifolia","Ducke","Milton Aulestia","Aulestia 2705","1994","9","7","South America","Ecuador","Napo","Orellana","Parque Nacional Yasun. Carretera y oleoducto de Maxus, Km 40. Parcela permanente # 10, de 1 hectrea. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.","-76.43333","-0.65",NA,NA,NA,NA,"250.00000000",NA,NA,NA,"D.A. Neill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-10-05 10:56:00-03","MO","MOBOT","3177428","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"D. Sabatier","Sabatier 2300","1988",NA,NA,"South America","French Guiana","Cayenne",NA,"Ecorce fissuree longiduinalment, fibreuse. Limbe vernisse dessus, chartace. NEr. 1 proeminente sur les 2 faces, les 11 legerement sensibles dessous, 111 et nervilles visibles quasi planes dessous. Jeunes axes d'un roux intense, tomenteux. Neme tomentum sur la nervure I des jeunes feuilles.","-53.2","3.6333333",NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"65","2018-09-25 17:28:00-03","MO","MOBOT","306044","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Severo Espinoza","Espinoza 232","1990","5","1","South America","Ecuador","Pastaza","Pastaza","Pozo petrolero Masaramu de UNOCAL. 40 km al nor-oriente de Montalvo. Bosque húmedo Tropical, primario. Arboles cortados por las obras petroleras. Suelo rojo, colinas.","-76.8666667","-0.7333333",NA,NA,NA,NA,"390.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"90-1","10","parvifolia"
"66","2018-09-25 17:26:00-03","MO","MOBOT","3174631","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"P. A. Costa Lima Assunção|E. da C. Pereira","Assunção 450","1997","1","17","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km. 26. Trilha torre-acará.","-59.9666667","-2.8833333",NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"67","2020-04-19 15:47:00-03","MO","MOBOT","3175117","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Euler Marín","Marín 895","1990","2",NA,"South America","Venezuela","Amazonas","Atabapo","Llanura de erosión (planicie) entre el cerro Curagua y desembocadura del río Matacuni en el Padamo.","-65.2333333","3.0833333",NA,NA,NA,NA,"180.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"68","2018-09-28 09:38:00-03","MO","MOBOT","1070838","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Gerardo Aymard|Carlos Gómez","Aymard C. 11117","1996","5","28","South America","Venezuela","Amazonas",NA,"Nonflooded forest on low hills over clay soils, ca. 10.5 km west of Yavita, along Yavita-Maroa road. GPS unit used.","-67.4908333","2.8644444",NA,NA,NA,NA,"110.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"4","2","parvifolia"
"69","2018-09-28 09:43:00-03","MO","MOBOT","1070943","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Gerardo Aymard|Carlos Gómez","Aymard C. 11207","1996","5","30","South America","Venezuela","Amazonas",NA,"Nonflooded forest on low hills over clay soils, ca. 14 km west of Yavita, along Yavita-Maroa road. GPS unit used.","-67.496952","2.83066",NA,NA,NA,NA,"110.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"5","2","parvifolia"
"70","2018-09-28 09:40:00-03","MO","MOBOT","1159646","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 21562","1996","11","6","South America","Peru","Amazonas","Bagua","Distrito Imaza, Yamayakat. Bosque primario, Quebrada Kusú, transecto 2 x 500 m.","-78.3397222","-5.0555556",NA,NA,NA,NA,"380.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","parvifolia"
"71","2018-10-05 10:52:00-03","MO","MOBOT","1253226","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 23434","1997","4","23","South America","Peru","Loreto","Maynas","Distrito Iquitos, Allpahuayo-IIAP. Bosque primario, sobre arena blanca Varillal Alto Seco, transecto 2 x 500 m.","-73.4297223","-3.9552778",NA,NA,NA,NA,"140.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","parvifolia"
"72","2018-10-05 10:53:00-03","MO","MOBOT","1424415","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Paul E. Berry|Gerardo Aymard","Berry 7483","2000","4","1","South America","Venezuela","Amazonas",NA,"Bosque de tierra firme de ladera, ca. 1.5 km al este de la boca del caño frente a Laja Viento, por el Río Guainía. (Parcela 9).","-67.0891666","2.0830556",NA,NA,NA,NA,"130.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"279","6","parvifolia"
"73","2018-09-25 17:30:00-03","MO","MOBOT","305087","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Fernando Hurtado|David A. Neill|Carlos E. Cerón","Hurtado 62","1988","5","27","South America","Ecuador","Napo",NA,"Parque Nacional Yasuní. Pozo petrolero Daimi I, CONOCO. Bosque húmedo Tropical; bosque primario, lomas, suelos rojos oxisol.","-76.1666667","-1.0333333",NA,NA,NA,NA,"230.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"88-1","4","parvifolia"
"74","2018-09-25 17:29:00-03","MO","MOBOT","305240","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo","Gentry 42535","1983","7","4","South America","Peru","Loreto","Maynas","Yanamono. Explorama Tourist Camp, Río Amazonas halfway between Indiana and mouth of Río Napo. Mature forest on yellowish lateritic soil. Tree Plot","-72.8333333","-3.4666667",NA,NA,NA,NA,"130.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"83-162","4","parvifolia"
"75","2020-02-12 14:19:00-03","MO","MOBOT","305273","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Walter H. Lewis|et al.","Lewis 4057","1982","11","28","South America","Peru","Loreto","Alto Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","parvifolia"
"76","2018-09-25 17:32:00-03","MO","MOBOT","305281","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Walter H. Lewis|et al.","Lewis 4070","1982","11","28","South America","Peru","Loreto","Alto Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","parvifolia"
"77","2018-09-28 09:45:00-03","MO","MOBOT","305347","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"John James Pipoly, III","Pipoly 16302","1991","11","15","South America","Colombia","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Quebrada de Agua Pudre, ca. 1.5 km NE de desemboca dura sobre el río Amacayacu; Muestreo Permanente Estratégica del MO. Bosque muy húmedo.","-70.25","-3.7833333",NA,NA,NA,NA,"200.00000000","220.00000000",NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"52","4","parvifolia"
"78","2018-09-28 09:40:00-03","MO","MOBOT","305355","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 11331","1986","6","16","South America","Peru","Loreto","Alto Amazonas","Washintsa and vicinity, Río Huasaga, Low secondary and primary rainforest, terra firma and flooded river banks. Achual Jívaro","-76.3333333","-3.3333333",NA,NA,NA,NA,"185.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"86-5","3","parvifolia"
"79","2018-09-28 09:41:00-03","MO","MOBOT","305364","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 11385","1986","6","16","South America","Peru","Loreto","Alto Amazonas","Washintsa and vicinity, Río Huasaga, Low secondary and primary rainforest, terra firma and flooded river banks. Achual Jívaro","-76.3333333","-3.3333333",NA,NA,NA,NA,"185.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"86-5","3","parvifolia"
"80","2020-02-12 14:20:00-03","MO","MOBOT","305382","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 10846","1986","6","4","South America","Peru","Loreto","Loreto","Pampa Hermosa and vicinity, Río Corrientes, 1 km S of jct. with Río Macusari. Low rainforest, mostly firma with scattered white sand. Mayna Jívaro","-75.8333333","-3.25",NA,NA,NA,NA,"160.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"86-1","3","parvifolia"
"81","2018-09-28 09:39:00-03","MO","MOBOT","305471","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 18003","1992","3","23","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo: (IIAP) Inventario Permanente. Levantamiento de individuos >|_ 2.5 cm de diámetro, 2 x 500 m en la linea T de la parcela de 25 has, subparcela 2 x 50 m subparcela 2.","-73.5","-4.1666667",NA,NA,NA,NA,"150.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"488","4","parvifolia"
"82","2018-09-25 17:21:00-03","MO","MOBOT","305536","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Rodolfo Vásquez|N. Arévalo","Vásquez Martínez 9013","1987","3","29","South America","Peru","Loreto","Loreto","Nauta, Quebrada saragosa. Bosque inundable estacional.","-73.5833333","-4.4833333",NA,NA,NA,NA,"200.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"87-14","6","parvifolia"
"83","2018-09-25 17:24:00-03","MO","MOBOT","305544","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Rodolfo Vásquez|et al.","Vásquez Martínez 12314","1989","6","14","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Puerto Almendras. Bosque primario.","-73.4166667","-3.8",NA,NA,NA,NA,"122.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"101","8","parvifolia"
"84","2018-09-26 09:55:00-03","MO","MOBOT","305570","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Carlos E. Cerón|Fernando Hurtado","Cerón Martínez 4158","1988","5","26","South America","Ecuador","Napo",NA,"Parque Nacional Yasuní. Pozo petrolero Daimi 2.","-76.1833333","-0.9166667",NA,NA,NA,NA,"200.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"88-13","5","parvifolia"
"85","2018-09-25 17:31:00-03","MO","MOBOT","305653","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 7846","1986","8","19","South America","Peru","Loreto","Maynas","Carretera Dtto. Iquitos-Nauta, Km 32. Bosque primario.","-73.5","-4.1666667",NA,NA,NA,NA,"150.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"86-38","4","parvifolia"
"86","2018-09-25 17:19:00-03","MO","MOBOT","305805","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Alwyn H. Gentry|Angel Salazar V.|C. Palm|J. Pérez","Gentry 52171","1985","10","10","South America","Peru","Loreto","Alto Amazonas","Km 22 Yurimaguas- Tarapoto road, remnant patch of mature forest on white sand and adjacent scrub.","-76.2166667","-6",NA,NA,NA,NA,"190.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"85-355","4","parvifolia"
"87","2018-09-28 09:39:00-03","MO","MOBOT","306256","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"David A. Neill|et al.","Neill 8477","1988","6","3","South America","Ecuador","Napo",NA,"Estación Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí. Bosque muy húmedo Tropical. Lomas de suelo rojo, Oxisol.","-77.6","-1.0666667",NA,NA,NA,NA,"450.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"88-13","6","parvifolia"
"88","2018-09-25 17:24:00-03","MO","MOBOT","306297","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"David A. Neill|Carlos E. Cerón|Walter A. Palacios","Neill 8269","1988","1","9","South America","Ecuador","Napo",NA,"Parque Nacional Yasuní. Pozo Petrolero Conoco - Amo 2. Bosque húmedo tropical. Bosque primario, lomas, oxisol.","-76.2166667","-0.95",NA,NA,NA,NA,"230.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,"88-1","3","parvifolia"
"89","2018-12-29 04:34:00-02","MO","MOBOT","306305","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Agustin Rudas L.|Adriana Prieto|C. Rodríguez","Rudas Lleras 5835","1992","7","23","South America","Colombia","Amazonas","Tarapacá","Corregimiento de Tarapacá. Parque Nacional Natural Amaycayacu. Sector Lorena (R. Cotuhé) bosque de terra-firme. Parcela permanente #2. Transecto U14-U13.","-70","-3.0333333",NA,NA,NA,NA,"100.00000000",NA,NA,NA,"R.Liesner (MO) Sept.",NA,NA,NA,NA,NA,NA,NA,NA,"243","3","parvifolia"
"90","2018-09-25 17:26:00-03","MO","MOBOT","3174875","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"P. A. Costa Lima Assunção","Assunção 407","1996","9","17","South America","Brazil","Amazonas",NA,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Trilha torre-acará.","-59.9666667","-2.8833333",NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"91","2018-09-25 17:27:00-03","MO","MOBOT","3175233","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Michael H. Nee","Nee 42605","1992","2","25","South America","Brazil","Amazonas",NA,"Mun. de Manaus, ca. 80 km. N. de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva No. 3402, Cabo Frio. Upland tropical evergreen forest (mata de terra firme sobre latosolo amarelo).","-59.9","-2.4166667",NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"92","2018-09-25 17:23:00-03","MO","MOBOT","3178358","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"Paul E. Berry|Luis Chesney","Berry 2061","1976","2","26","South America","Venezuela","Amazonas",NA,"Estación Experimental de Sta. Bárbara del Orinoco--Estudio ecológico del bosque de tierra firme a 1-2 km. al sur de Trapichote.",NA,NA,NA,NA,NA,NA,"130.00000000",NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
"93","2018-09-25 17:27:00-03","MO","MOBOT","3178364","PreservedSpecimen","Plantae",NA,NA,"Combretaceae","Terminalia","parvifolia","Terminalia parvifolia parvifolia",NA,"A. Ducke","Ducke 374","1937","1","3","South America","Brazil","Amazonas",NA,"Manáos, loco Cachoeira. Grande in relictis silvae non inundabilis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R.Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","parvifolia"
