"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"45","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","179","S","Plantae","Leguminosae-Pap.","Centrolobium","paraense","Centrolobium paraense","Lopes, GA","s.n.","2006","11",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Tul.",NA,"Alagoas","Usina Serra Grande, Brejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2013-04-01 09:16:05-03","IPT","BCTW","7021","S","Plantae",NA,"Centrolobium","paraense","Centrolobium paraense",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"Tul.",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"47","2013-04-01 09:16:05-03","IPT","BCTW","3777","S","Plantae",NA,"Centrolobium","paraense","Centrolobium paraense",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"RE 916693-203",NA,"Magnoliophyta",NA,"Tul.","IPT","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"48","2013-04-01 09:16:05-03","IPT","BCTW","4214","S","Plantae",NA,"Centrolobium","paraense","Centrolobium paraense",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"Tul.","IPT","Acre",NA,"-67.81","-9.97472",NA,NA,NA,"Rio Branco",NA,"178770","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"49","2013-04-01 09:16:05-03","IPT","BCTW","9589","S","Plantae",NA,"Centrolobium","paraense","Centrolobium paraense orenocense",NA,NA,NA,NA,NA,NA,"Panamá",NA,NA,NA,NA,"Magnoliophyta",NA,"Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"orenocense",NA,NA,NA,NA,NA
"50","2013-04-01 09:16:05-03","IPT","BCTW","9557","S","Plantae",NA,"Centrolobium","paraense","Centrolobium paraense orenocense",NA,NA,NA,NA,NA,NA,"Panamá",NA,NA,NA,NA,"Magnoliophyta",NA,"Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"orenocense",NA,NA,NA,NA,NA
"51","2015-09-04 01:56:27-03","MNHN","RECOLNAT_MNHN_P","P00312255","PreservedSpecimen",NA,"Fabaceae","Centrolobium","paraense","Centrolobium paraense","Fereira",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00312255' target='other'> <mi>dwc_moreinfo</mi></a>","P00312255",NA,NA,"Tul.","Rudd.","Para",NA,NA,NA,"P00312255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA
"52","2015-09-04 02:02:54-03","MNHN","RECOLNAT_MNHN_P","P02952254","PreservedSpecimen",NA,"Fabaceae","Centrolobium","paraense","Centrolobium paraense","Fróes, R.L.",NA,"1948","3","10",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02952254' target='other'> <mi>dwc_moreinfo</mi></a>","P02952254",NA,NA,"Tul.",NA,"Roraima","Road Bôa Vista- Caracaraí. Rio Mucajaí.",NA,NA,"P02952254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23055",NA
"53","2010-11-24 06:26:00-02","MO","MOBOT","3177850","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense paraense","Marion J. Jansen-Jacobs|Ben J.H. ter Welle|Claes Gustafsson|V. James","Jansen-Jacobs 4012","1995","6","9","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,"M.J. Jansen-Jacobs","Rupununi","Dadanawa. Bushisland.","-59.51666","2.81666",NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"paraense",NA,NA,NA,NA,NA
"54","2010-11-24 06:30:00-02","MO","MOBOT","3177847","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense paraense","Marion J. Jansen-Jacobs|Ben J.H. ter Welle|Claes Gustafsson|V. James|R. Andrew","Jansen-Jacobs 4192","1995","6","19","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,"M.J. Jansen-Jacobs","Rupununi","Foot of Mount Shiri. Forest.","-59.71666","2.88333",NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"paraense",NA,NA,NA,NA,NA
"55","2016-06-14 05:29:00-03","MO","MOBOT","100261958","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Hermano Elias Brother Leon","Hermano Elias 1580F","1930","1","19","South America","Colombia",NA,NA,NA,NA,NA,NA,"Tul.","Pirie et al. in litt.","Atlántico","Barranquilla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"56","2011-07-22 12:30:00-03","MO","MOBOT","100394380","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Julian A. Steyermark|Gerrit Davidse|Alexander Stoddart","Steyermark 123225","1980","6","3","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","R. Liesner (MO)","Zulia","Distrito Mara: pastured valley along road, near Hacienda Rancho 55, 2 1/2 km west of Corpozulia Campamento Carichuano.","-72.2916666","11.025",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"57","2018-12-06 09:48:00-02","MO","MOBOT","101085051","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Julian A. Steyermark|Victor Carreño E.|Bruno J. Manara","Steyermark 107725","1973","8","18","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Sucre","Selva tropófila, Fila de Guayuta, entre La Mediania y Los Altos.",NA,NA,NA,"600.00000000","700.00000000","Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"58","2018-12-06 09:57:00-02","MO","MOBOT","101085056","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Leandro Aristeguieta","Aristeguieta 7045","1969","4","1","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Guárico","Alrededores de Guardatinajas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2018-12-06 10:03:00-02","MO","MOBOT","101085059","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Luciano Bernardi","Bernardi 7386","1959","3","7","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Bolívar","Bosque de San Mateo.",NA,NA,NA,"300.00000000","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2018-12-06 10:13:00-02","MO","MOBOT","101085064","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Julian A. Steyermark|Gerrit Davidse|Alexander Stoddart","Steyermark 123053","1980","6","1","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Zulia","Undisturbed deciduous forest remnant on low hills, 4 km (by air) north of Corpozulia Campamento Carichuano.","-72.275","11.0416666",NA,"150.00000000","200.00000000","Mara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"61","2018-12-06 10:16:00-02","MO","MOBOT","101085065","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Julian A. Steyermark|Gerrit Davidse|Alexander Stoddart","Steyermark 122979","1980","5","31","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Zulia","Forest remnants along road, 5-8 km south and southeast of Corpozulia Campamento Carichuano north of Río Socuy.","-72.2666667","10.95",NA,"50.00000000","90.00000000","Mara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"62","2018-12-06 10:51:00-02","MO","MOBOT","101085079","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Nelson Ramírez","Ramírez 2472","1987","11","25","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Guárico","Estación Biológica de los Llanos de la Sociedad Venezolana de Ciencias Naturales. Ubicada aproximadamente a 12 km SE de Calabozo.","-67.4166667","8.9333333",NA,"75.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"63","2018-12-06 11:03:00-02","MO","MOBOT","101085088","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Francisco Tamayo","Tamayo 3524","1948","3","3","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Guárico","Legumbre samaroide de un arbol de lom. de alto que es uno de los dominantes de los bosques xerófilos de El Sombrero-Chaguaramas-Tamanaco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"64","2018-12-06 11:06:00-02","MO","MOBOT","101085090","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Julian A. Steyermark","Steyermark 61487","1945","3","14","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Anzoátegui","Forested rocky slopes along Río Querecual, southwest of Bergantín.",NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"65","2018-12-06 11:14:00-02","MO","MOBOT","101085095","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Luis Ruiz-Pérez","Ruiz-Pérez 365","1960","12","16","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Guárico","Bosque tropófito de El Vedero, a unos 2 km de la población de San Antonio de Tamanaco, Distrito Monagas.",NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"66","2018-12-06 11:17:00-02","MO","MOBOT","101085097","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Leandro Aristeguieta","Aristeguieta 7155","1969","6",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","H.C. de Lima","Guárico","El sombrios-Calabozo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"67","2018-12-06 11:07:00-02","MO","MOBOT","1304874","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Ronald L. Liesner|Ángel C. González|Basil Stergios","Liesner 12654","1982","3","13","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Portuguesa","30 km west of Guanare by air. Along Río Tucupido.","-70.0166667","9.0333333",NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","1"
"68","2018-12-06 09:45:00-02","MO","MOBOT","1313225","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Ronald L. Liesner|Ángel C. González","Liesner 11077","1981","4","1","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Bolívar","Represa Guri, 1 to 5 km south of dam. Islands and west side of river. Forest.","-63","7.75",NA,"220.00000000","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","1"
"69","2013-12-26 20:37:00-02","MO","MOBOT","1788359","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","S. Espinal","Espinal 4224","1978","1","16","South America","Colombia",NA,NA,NA,NA,NA,NA,"Tul.",NA,"Antioquia","Rio Samana Norte","-74.83333","6",NA,"700.00000000",NA,"San Carlos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-12-06 11:08:00-02","MO","MOBOT","1792302","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Alwyn H. Gentry","Gentry 10306","1974","3","10","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Guárico","30 km S of Calabozo on road to El Sombrero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3419","1"
"71","2018-12-06 11:15:00-02","MO","MOBOT","1822776","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Alwyn H. Gentry|Paul E. Berry","Gentry 15032","1975","7","7","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Bolívar","Lumber trail into mature and otherwise undisturbed tropical moist forest, 18 km E of La Paragua-Ciudad Piar Road on road to San Pedro.",NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3994","1"
"72","2018-12-06 09:54:00-02","MO","MOBOT","1942604","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Ronald L. Liesner|Ángel C. González","Liesner 5419","1978","7","23","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Bolívar","20 km E of La Paragua. Disturbed primary forest.","-63.25","6.9333333",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"482","1"
"73","2018-12-06 11:18:00-02","MO","MOBOT","1945371","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Ronald L. Liesner|Ángel C. González","Liesner 5748","1978","7","27","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Bolívar","San Pedro de las Dos Bocas at junction of Río Paragua and Caroni to 7 km north. Patches of forest surrounded by savannah.","-62.9","7",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"491","1"
"74","2018-12-06 10:53:00-02","MO","MOBOT","2111895","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Ronald L. Liesner|Ángel C. González","Liesner 6000","1978","8","4","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Bolívar","5 km N of Monteco and 1 to 4 km W of main road.","-62.6666667","7.5",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"542","1"
"75","2012-08-18 05:19:00-03","MO","MOBOT","3176361","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","João Murça Pires","Pires 14684","1974","6","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"Tul.",NA,NA,"Arvore mediana. Cálice quase preto, petala amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-08-09 09:28:00-03","MO","MOBOT","3176461","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Albert C. Smith","Smith 3207","1938","3","4","South America","Guyana",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie",NA,"Western extremity of Kanuku Mountains in drainage of Takutu River; dense forest.",NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"77","2008-05-27 22:02:00-03","MO","MOBOT","3176611","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Nelson A. Rosa","Rosa 3119","1979","2","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"Tul.","N.A. Rosa",NA,"T.F. de Roraima, arredores da estacão ecologica de Maracã, mata de terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2014-09-01 09:31:00-03","MO","MOBOT","3176859","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Michael J.G. Hopkins|K.F. Rodrigues|E.S. Silva|R. Pereira de Lima|J. Guedes de Oliveira|B. Lowy","Hopkins 521","1986","6","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Tul.","R. Barneby",NA,"Ilha de Maracá, Mun. Alto Alegre. Sema Estacão. Forest trails close to Estacão. Primary forest of sandy soil, canopy between 20 & 30 m, heavily dissected.,","-61.33333","3.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2011-04-08 14:42:00-03","MO","MOBOT","3176964","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Schomburgk","SCHOMBURGK 314","1841",NA,NA,"South America","Guyana",NA,NA,NA,NA,NA,NA,"Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"80","2008-05-27 22:02:00-03","MO","MOBOT","3177178","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Lima","Lima 2622","1985","11","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"Tul.","H.C. Lima","Rio de Janeiro","Horto Florestal, proximo a estrada Dona Castorina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","3177420","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Howard S. Irwin","Irwin 12022","1966","1","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"Tul.","Velva E. Rudd",NA,"Steep wooded slopes, Corrego Landim, ca. 25 km N. of Brasilia, D.F.",NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-12-04 17:12:00-02","MO","MOBOT","3177639","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Gert G. Hatschbach|F.J. Zelma","Hatschbach 49536","1985","7","31","South America","Brazil",NA,NA,NA,NA,NA,NA,"Tul.","H.C. Lima","Paraná","Ribeirão do Rocha (mun. Cerro Azul)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-07-17 09:47:00-03","MO","MOBOT","3177841","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","A. Ducke","Ducke 516","1937",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Tul.","J.K. Brigishy","Amazonas","Rio Branco Serra Grande, silva sub montium radicibus.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2012-08-10 21:20:00-03","MO","MOBOT","3177853","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","A. Madriz","Madriz 88","1964",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.","R. Liesner","Anzoátegui","Entre San Mateo y Anaco.",NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"85","2015-03-09 23:13:00-03","MO","MOBOT","3375285","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Omar Zambrano|D. Pacheco|G. Sthormes|Carrillo","Zambrano 2200","1991","6","21","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Tul.",NA,"Zulia","Región Socopo-Embalse Pueblo Viejo. Mpio. Miranda. Carretera La Tabla, arbol de mene. Sector La Guacamaya; a 1 km del caserío agua Santa; lado izquierdo de la Hda. Sr. Romero.","-70.81666","10.45",NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2018-12-06 09:44:00-02","MO","MOBOT","82447","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","Robin B. Foster","Foster 9940","1984","8","31","South America","Peru",NA,NA,NA,NA,NA,NA,"Tul.","M.D. Pirie","Madre de Dios","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest.","-71.4166667","-11.8333333",NA,"350.00000000",NA,"Manu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-75","4"
"87","2020-04-16 11:17:00-03","MO","MOBOT","3177844","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense orinocense","Alfredo Chaviel","Chaviel 28","1991","10",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Benth.","S.M. Niño","Amazonas","Tipo de formación. Dpto. Rio Negro H8 (Pica 1. NH 45 degrees).","-63.5166667","2.2666667",NA,"540.00000000",NA,"Río Negro",NA,NA,NA,NA,NA,NA,NA,"orinocense",NA,NA,NA,NA,"1"
"88","2021-01-10 20:50:12-03","INPA","INPA","26699","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Prance, GT","9562","1969","02","01","Southern America","Brasil",NA,NA,NA,"INPA0026699","Dicotyledon Rosids","Fabales","Tul.","Giordano, LCS","Roraima","BR174, 85 km North of Boa Vista, Fazenda União.","-60.65","3.62","INPA0026699 INPA0026699_e",NA,NA,"Boa Vista","2000",NA,NA,"-60.65","3.62",NA,NA,NA,"10",NA,NA,NA,NA
"89","2020-08-31 09:15:33-03","INPA","INPA","80361","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Santos, JL dos","303","1978","11","22","Southern America","Brasil",NA,NA,NA,"INPA0080361","Dicotyledon Rosids","Fabales","Tul.","Lima, HC de","Roraima","Ilha de Maracá, Estação Ecológica","-61.7","3.4","INPA0080361 INPA0080361_1 INPA0080361_1e",NA,NA,"Maracá","1986",NA,NA,"-61.7","3.4",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-08-31 09:15:33-03","INPA","INPA","108275","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Renner, SS","s.n.","1982","05","31","Southern America","Brasil",NA,NA,NA,"INPA0108275","Dicotyledon Rosids","Fabales","Tul.",NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-08-31 09:15:33-03","INPA","INPA","152144","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Hopkins, MJG","521","1986","06","06","Southern America","Brasil",NA,NA,NA,"INPA0152144","Dicotyledon Rosids","Fabales","Tul.",NA,"Roraima","Ilha de Maracá. SEMA Estação., Forest trails close to Estação. Primary forest of sandy soil, canopy between 20 & 30 m, heavily dissected.","-61","3.366667","INPA0152144 INPA0152144_e",NA,NA,"Alto Alegre",NA,NA,NA,"-61","3.366667",NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-01-10 20:50:12-03","INPA","INPA","152144","Carpo","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Hopkins, MJG","521","1986","06","06","Southern America","Brasil",NA,NA,NA,"INPA0152144","Dicotyledon Rosids","Fabales","Tul.",NA,"Roraima","Ilha de Maracá. SEMA Estação., Forest trails close to Estação. Primary forest of sandy soil, canopy between 20 & 30 m, heavily dissected.","-61","3.366667","INPA0152144 INPA0152144_e",NA,NA,"Alto Alegre",NA,NA,NA,"-61","3.366667",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-08-31 09:15:33-03","INPA","INPA","167560","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Ratter, JA","5489","1987","02","27","Southern America","Brasil",NA,NA,NA,"INPA0167560","Dicotyledon Rosids","Fabales","Tul.",NA,"Roraima","Ilha de Maracá, SEMA Ecological Station, Ilha de Maracá. On road to Santa Rosa, c 1/2 km from the station.","-61","3.366667","INPA0167560 INPA0167560_e",NA,NA,"Alto Alegre",NA,NA,NA,"-61","3.366667",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-08-31 09:15:33-03","INPA","INPA","6827","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Aubréville, A","700","1958","02","28","Southern America","Brasil",NA,NA,NA,"INPA0006827","Dicotyledon Rosids","Fabales","Tul.",NA,"Roraima","Serra do Taiano, Serra do Taiano","-61.2","3.1","INPA0006827 INPA0006827_e",NA,NA,NA,NA,NA,NA,"-61.2","3.1",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-01-10 20:50:12-03","INPA","INPA","255349","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Perdiz, RO","1379","2012","05","20","Southern America","Brasil",NA,NA,NA,"INPA0255349","Dicotyledon Rosids","Fabales","Tul.","Perdiz, RO","Roraima","Estaçao Ecologica da Ilha de Maraca., Trilha de acesso à grade do PPBio.","-61.438667","3.367639","INPA0255349 INPA0255349_e","117","117","Alto Alegre","2012",NA,NA,"-61.438667","3.367639",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-08-31 09:15:33-03","INPA","INPA","150286","S","Plantae","Leguminosae-Pap","Centrolobium","paraense","Centrolobium paraense","Santos, JL dos","790a","1987","05","20","Southern America","Brasil",NA,NA,NA,"INPA0150286","Dicotyledon Rosids","Fabales","Tul.","Coêlho, LF","Roraima","Estação Ecológica de Maracá","-61.7","3.4","INPA0150286 INPA0150286_e INPA0150286_e1",NA,NA,"Boa Vista","1989",NA,NA,"-61.7","3.4",NA,NA,NA,"03",NA,NA,NA,NA
"97","2021-03-03 13:56:16-03","UFF","NIT","NITw1013","PreservedSpecimen","Plantae","Leguminosae","Centrolobium","paraense","Centrolobium paraense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NITw00002016",NA,NA,"Tul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","E. M. Harris, M. Quigley, M. Hossein & C. Phillip","1088","1991","10","24","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Rosales",NA,"Harris, E. M.","U. Takutu-U. Essequibo","6.5 km NE of Warimure Ranch; SE flank of Kanuku Mts. foothills","-59.35","3.01667",NA,"120",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","3359921","PreservedSpecimen","Plantae","Fabaceae","Centrolobium","paraense","Centrolobium paraense","M. J. Jansen-Jacobs, B. Welle, C. G. Gustafsson & V. James","4012","1995","6","9","South America - Neotropics","Guyana",NA,NA,NA,"US01275014",NA,"Rosales",NA,"Pirie, M. D., (U)",NA,"Rupununi Distr., Dadanawa. Bushisland","-59.52","2.82","US01275014_01","120",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
