"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","typeStatus","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","individualCount","dayIdentified","sex"
"44","2014-04-04 05:51:00-03","MO","MOBOT","1551841","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A. Smith (UC)","Rodolfo Vásquez|Silvia Patricia Flores Vásquez","Vásquez Martínez 26287","1999","11","21","South America","Peru","Cajamarca","San Ignacio","San José de Lourdes. Selva Andina. Bosque primario.","-78.88416","-4.98944","2020.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1557300","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Alan R. Smith (UC)","H. van der Werff|et al.","van der Werff 16644","2001","4","3","South America","Peru","Amazonas",NA,"Near the border with Dept. San Martin. Montane low forest and scrub, with many mosses and epiphytes.","-77.8","-5.68333","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"281",NA,"5",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1557317","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Alan R. Smith (UC)","H. van der Werff|et al.","van der Werff 16657","2001","4","3","South America","Peru","Amazonas",NA,"Near the border with Dept. San Martin. Montane low forest and scrub, with many mosses and epiphytes.","-77.8","-5.68333","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"281",NA,"2",NA,NA
"47","2009-06-26 08:22:00-03","MO","MOBOT","1588317","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Henk van der Werff (MO)","Thomas Hawkins","Hawkins 2077","2001","6","29","South America","Suriname","Sipaliwini",NA,"Caiman Camp area (Tafelberg). Trail between the Caiman Creek campsite and the East Ridge overlook of the Tafelberg. Tropical forest of mixed hardwood species dominated by Clusia species growing on sandstone rocks or stream drainages.","-56.17944","3.90277","750.00000000",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"128",NA,"2",NA,NA
"48","2013-07-12 09:39:00-03","MO","MOBOT","1770744","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","I. Jimenez (LPB)","Alfredo F. Fuentes|Narel Paniagua Zambrana|Héctor Cabrera|Fabiola Torrico","Fuentes Claros 5339","2002","9","26","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi, río Tuichi, arroyo Rudidi.","-67.9708334","-14.3491666","367.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-37",NA,"2",NA,NA
"49","2014-01-20 20:16:00-02","MO","MOBOT","1806745","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","R.C. Moran","D.L. Echeverri|N. Contreras","Echeverri B. 177","1990","1","17","South America","Colombia","Antioquia","Guatapé","Vereda Santa Rita, finca Montepinar, bosque pluvial, bosque # 2","-75.16666","6.25","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2014-01-20 20:16:00-02","MO","MOBOT","1806749","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","R.C. Moran","D.L. Echeverri|N. Contreras","Echeverri B. 129","1989","11","21","South America","Colombia","Antioquia","Guatapé","Vereda Santa Rita, finca Montepinar, bosque pluvial","-75.16666","6.25","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2014-04-04 05:52:00-03","MO","MOBOT","1914416","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Alan R. Smith (UC)","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18160","2003","7","9","South America","Peru","Pasco","Oxapampa","Along road Chatarra-Pto. Bermudez. Heavily logged forest.","-75.05","-10.5","880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336",NA,"2",NA,NA
"52","2014-04-04 05:52:00-03","MO","MOBOT","1916249","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A. Smith (UC)","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18301","2003","7","11","South America","Peru","Pasco","Oxapampa","Along road Chatarra-Cacazu, forest on steep, rocky slopes.","-75.06666","-10.53333","890.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,"1",NA,NA
"53","2018-10-27 13:34:00-03","MO","MOBOT","1917968","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A. Smith (UC)","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18491","2003","7","15","South America","Peru","Pasco","Oxapampa","Along old road Oxapampa-Cerro de Pasco. Heavily disturbed montane forest.","-75.1","-10.5833333","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"342",NA,"1",NA,NA
"54","2011-03-28 16:27:00-03","MO","MOBOT","1930993","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith (UC)","H. Huaylla","Huaylla 846","2003","3","5","South America","Ecuador","Napo","Archidona","Parque Nacional Sumaco Napo-Galeras. Cumbre de la Cordillera de Galeras. bosque pluvial premontano, suelo derivado de roca arenisca.","-77.53277","-0.83583","1690.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2016-10-13 05:55:00-03","MO","MOBOT","1969","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","P.M. Jørgensen (MO)","Walter A. Palacios|David A. Neill","Palacios Cuenca 4720","1989","10","24","South America","Ecuador","Napo",NA,"Cantón Archidona. Faldas al sur del Volcán Sumaco. Sendero entre la comunidad El Pacto y el cerro Huahua Sumaco. Bosque pluvial Premontano. Bosque primario sobre áreas pantanosas. Suelos volcánicos.","-77.58333","-0.6","1800.00000000",NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"89-90",NA,"2",NA,NA
"56","2011-06-09 17:29:00-03","MO","MOBOT","22187","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","P.M. Jørgensen (MO)","Vlastimil Zak|Jaime L. Jaramillo","Zak 3631","1987",NA,NA,"South America","Ecuador","Napo",NA,"Francisco de Orellana, cerca del Cañón de los Monos, en Potrero.","-77","-0.33333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-58",NA,"1",NA,NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","2271389","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.",NA,"M. Kessler","Kessler 8111",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2011-06-09 17:51:00-03","MO","MOBOT","25953","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","P.M. Jørgensen (MO)","Carlos E. Cerón","Cerón Martínez 1242","1987","4","24","South America","Ecuador","Napo",NA,"Reserva Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí. Bosque muy Húmedo Tropical.","-77.6","-1.06666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-7",NA,"4",NA,NA
"59","2014-01-09 09:57:00-02","MO","MOBOT","2631741","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.",NA,"H. Ankersen|Christina Kragelund","Ankersen 64","1995","4","1","South America","Ecuador","Pichincha",NA,"Estación Biolólogica Río Guajalito in Quebrada Las Palmeras, km 59 along road Chilligallo - Alluriquin.","-78.8166667","-0.2333333","1860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"60","2014-01-09 10:02:00-02","MO","MOBOT","2631781","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.",NA,"H. Ankersen|Christina Kragelund","Ankersen 83","1995","4","1","South America","Ecuador","Pichincha",NA,"Estación Biolólogica Río Guajalito in Quebrada Las Palmeras, km 59 along road Chilligallo - Alluriquin.","-78.8166667","-0.2333333","1860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"61","2014-01-09 10:02:00-02","MO","MOBOT","2631784","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.",NA,"H. Ankersen|Christina Kragelund","Ankersen 84","1995","4","1","South America","Ecuador","Pichincha",NA,"Estación Biolólogica Río Guajalito in Quebrada Las Palmeras, km 59 along road Chilligallo - Alluriquin.","-78.8166667","-0.2333333","1860.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"62","2012-01-20 05:01:00-02","MO","MOBOT","2647813","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","M.Sundue (NY)","Wilson Quizhpe|Byron Medina|C. Aguirre|M. Prado","Quizhpe 1035","2005","3","13","South America","Ecuador","Zamora-Chinchipe","Palanda","Región de la Cordillera del Cóndor, sector sur. Parroquia San Francisco de Vergel. Playones. Margen izquierdo del Río Vergel. Bosque muy húmedo montano bajo.","-78.9630556","-4.7169445","1800.00000000",NA,NA,NA,NA,"2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,"4",NA,NA
"63","2011-03-22 21:15:00-03","MO","MOBOT","2684156","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Navarrete, H. (AAU)","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1455","1995","11","16","South America","Ecuador","Morona-Santiago",NA,"Mutinza, eastern foothills of Cord. Cutucú, trail to Tunantza.","-77.73333","-2.18333","660.00000000",NA,NA,NA,NA,"680.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-03-22 21:15:00-03","MO","MOBOT","2684985","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Navarrete, H. (AAU)","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1725","1996","3","15","South America","Ecuador","Napo",NA,"Valley of Río Oyacachi, 10-15 km W of El Chaco, trail Río San Juan Grande to Santa Maria.","-77.86666","-0.25","1850.00000000",NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2011-03-22 21:15:00-03","MO","MOBOT","2685154","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Navarrete, H. (AAU)","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1861","1996","10","23","South America","Ecuador","Sucumbíos",NA,"Sinangue, upstream from Lumbaqui on Río Aguarico, ca 2.3 km NW of village near Río Candué. Tall mature forest on undulating terrain.","-77.43333","-0.1","620.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2011-03-22 21:15:00-03","MO","MOBOT","2685244","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Ollgaard, B. (AAU)","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 1897","1996","10","31","South America","Ecuador","Morona-Santiago",NA,"Mutintz, SE of Makuma, ca. 1 km along trail to Tunantza. Secondary forest, ca 15-20 years old, on flat terrain.","-77.73333","-2.18333","675.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2011-03-22 21:15:00-03","MO","MOBOT","2685621","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Ollgaard, B. (AAU)","Benjamin Øllgaard|Hugo Navarrete","Øllgaard 2049","1996","11","13","South America","Ecuador","Los Ríos",NA,"Summit of Cerro Samama (Hda. Clementina), S of road Caluma-Catarama. Tall cloud forest on slope.","-79.31666","-1.66666","700.00000000",NA,NA,NA,NA,"730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2009-09-13 06:44:00-03","MO","MOBOT","2685899","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Ollgaard, B. (AAU)","Benjamin Øllgaard|Hugo Navarrete|Esteban Terneus|Victor Quipuscoa S.","Øllgaard 2175","1996","11","30","South America","Ecuador","Imbabura",NA,"Forest of La Magdalena (Mandurial), on W-facing slopes just N of Río Guayllabamba, opposite Hda. Conquista, E of Saguangal. Tall montane forest.","-78.78333","0.25","1030.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2009-09-13 06:47:00-03","MO","MOBOT","2691595","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Moran, R.C. (AAU)","Benjamin Øllgaard|Birgitte Bergmann|M. Ruiz","Øllgaard 99376","1991","10","21","South America","Ecuador","Zamora-Chinchipe",NA,"Miazi, at junction of Río Chumbiriatza with Río Nangaritza. Tall montane forest, riverside forest, riverbanks, dwarfed mossy ridgetop forest and calcareous rocks.","-78.66666","-4.31666","1200.00000000",NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2016-11-04 05:21:00-02","MO","MOBOT","2743329","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith (UC)","L. Franco Mellado N.|Edwin Becerra González","Mellado 1830","2004","9","20","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. Sector Quebrada Yanachaga (P.N. Yanachaga-Chemillen). Bosque primario.","-75.47388","-10.38888","2410.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"71","2012-12-29 13:45:00-02","MO","MOBOT","2767694","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith","Angelina Licata|Nidia Cuello","Licata 234","1995","6","19","South America","Venezuela","Trujillo",NA,"Distrito Boconó. Parque Nacional Guaramacal. Selvas nubladas, en la vertiente Norte. Proyecto Flora de Guramacal. Convenio Smithsonian Institution (US)-UNELLEZ","-70.21194","9.24972","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2014-02-25 05:40:00-03","MO","MOBOT","2767898","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A. Smith","Ángel Fernández","Fernández 5375","1989","4",NA,"South America","Venezuela","Bolívar",NA,"Mpio. Cedeno. Serranía de Maigualida. Montañas graniticas, 20 km al E de San José de Kayamá, 45 km al N de Cerro Impacto","-65.2","6.31666","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","2767901","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith","Felix Woytkowski","Woytkowski 35370","1948","2","23","South America","Peru","Junín","Tarma","Utcuyacu. Upon a tree trunk",NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2011-03-16 15:56:00-03","MO","MOBOT","2769054","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R.Smith(UC)","Jorge E. Ramos|J. Contreras|L. Ramos","Ramos 7526","2003","8","20","South America","Ecuador","Pichincha",NA,"Reserva Ecológica Los Illinizas, finca del sr. Iván Hidalgo, detrás de Cerro Corazón, ca 1:30 horas de casa del sr. Segundo Veracucha, dentro del bosque; lugar Laureles del Pongo.","-78.6825","-0.48833","3340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2011-08-03 14:22:00-03","MO","MOBOT","3113519","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith (UC)","L. Franco Mellado N.","Mellado 2983","2005","7","7","South America","Peru","Pasco","Oxapampa","Dist. Villa Rica. Bosque de la Reserva Municipal El Sho'llet, Abra Villa Rica. Bosque transicional entre vegetación tipo páramo y bosque montano.","-75.1666667","-10.4","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"76","2020-05-12 22:33:00-03","MO","MOBOT","3143531","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith (UC)","Alfredo F. Fuentes|M. Cornejo|E. Ticona|I. Loza|G. Chive|L. Cayola|Saul Sompero","Fuentes Claros 11261","2006","10","28","South America","Bolivia","La Paz","Franz Tamayo","Santo Domingo, sector arroyo Tintaya, parcela permanente 2. Bosque de yungas subandino superior pluvial con Dictyocaryum lamarckianum en plano mal drenado.","-68.6086111","-14.7791667","1420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-80",NA,"7",NA,NA
"77","2020-04-24 18:04:00-03","MO","MOBOT","3160328","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.C. Smith (UC)","L. Cayola|G. Chive|I. Loza|M. Cornejo|E. Ticona|Alfredo F. Fuentes","Cayola Pérez 2524","2006","10","22","South America","Bolivia","La Paz","Franz Tamayo","Región Madidi, Santo Domingo, sector arroyo Tintaya. Bosque yungueño subandino superior pluvial con Dyctiocaryum lamarckianum y Socratea exorrhiza, ladera, pendiente 5%.","-68.5916666","-14.7791667","1468.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-07",NA,"4",NA,NA
"78","2010-01-04 18:31:00-02","MO","MOBOT","3334527","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith (UC)","Abel Monteagudo|L. Cárdenas|Antonio Peña|J.L. Mateo|Rolando Francis","Monteagudo Mendoza 12284","2006","6","23","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillen. Bosque ribereño, quebrada diablo fuerte.","-75.60972","-10.29944","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","3701","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","synonomy","Walter A. Palacios","Palacios Cuenca 2258","1987","12","12","South America","Ecuador","Napo",NA,"Via Hollin-Loreto. Entre Río Guamani y Río Pucuno, Km 40. Bosque muy húmedo premontano.","-77.605","-0.725","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-33",NA,"6",NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","38569","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","synonomy","A. Bøgh Pedersen","Bøgh Pedersen 47964","1989","9","20","South America","Ecuador","Loja",NA,"Parque Nacional Podocarpus. E. of Nudo de Cajanuma, just N. of Centro de Información Sample plot site.","-79.16666","-4.08333","2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","38579","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","synonomy","BOGH","BOGH 86606","1989","11","16","South America","Ecuador","Loja",NA,"Parque Nacional Podocarpus. Above Nudo de Cajanuma around Centro de información. Wet montane forest.","-79.16666","-4.08333","2800.00000000",NA,NA,NA,NA,"3000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","38589","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","synonomy","Bjarke Eriksen","Eriksen 91235","1989","2","1","South America","Ecuador","Loja",NA,NA,NA,NA,"2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-04-28 11:24:00-03","MO","MOBOT","39378","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","P.M. Jørgensen (MO)","W. Scott Hoover","Hoover 2193","1987","12","1","South America","Ecuador","Carchi",NA,"Further ascent of Río Verde past stream and waterfall entering from SW and continuing beyond principal drainage stream of large Cerro Golondrinas into drainage streams of medium Golondrinas mountains.","-78.1166667","0.8666667","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-13",NA,"2",NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","4026","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","Robbin C. Moran (MO)","Walter A. Palacios","Palacios Cuenca 5310","1990","9","7","South America","Ecuador","Napo",NA,"Cantón El Chaco. Márgen derecha del Río Quijos. Finca La Ave Brava de Segundo Pacheco. Bosque pluvial Premontano. Bosque primario, sobre suelos saturados.","-77.65","-0.2","1800.00000000",NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"90-43",NA,"3",NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","4424","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","P.M. Jørgensen (MO)","H. van der Werff|Calaway H. Dodson|Walter A. Palacios","van der Werff 9548","1987","5","20","South America","Ecuador","Esmeraldas",NA,"Esmeraldas Lita wet evergreen forest, mostly in area with recently cut trees.","-78.46666","0.86666","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-38",NA,"1",NA,NA
"86","2012-04-30 13:07:00-03","MO","MOBOT","998683","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","P.M. Jørgensen (MO)","Luis A. Mille","Mille s.n.","1920",NA,NA,"South America","Ecuador","Pichincha",NA,"Crescit in sylvis subandinis. Legit in Mt. Atacatzo.",NA,NA,"2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2012-03-02 05:15:00-03","MO","MOBOT","2379922","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R. Sm.","A.R. Smith (UC)","H. van der Werff|Bruce Gray|Juan C. Ronquillo|Wilson Quizhpe","van der Werff 19016","2004","10","29","South America","Ecuador","Zamora-Chinchipe",NA,"In the vicinity of the mining camp at the Río Tundaime. Along road from mining camp to military base El Condor. Montane rain forest.","-78.44055","-3.62527","1770.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"358",NA,"13",NA,NA
"88","2020-08-31 09:23:05-03","INPA","INPA","216018","S","Plantae","Polypodiopsida","Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R.Sm.","Salino, A","Carvalho, FA de","244","2004","12","27","Southern America","Brasil","Amazonas","São Gabriel da Cachoeira","Parque Nacional do Pico da Neblina, Trilha para a cachoeira do Anta, entre o acampamento Bebedouro Novo e Cuiabixi. Subindo a Serra da Neblina.","-65.975278","0.748333","1080",NA,NA,"INPA0216018",NA,"1080",NA,NA,"2009","04","-65.975278","0.748333",NA,NA,NA,NA,NA,NA,NA
"89","2020-08-31 09:23:05-03","INPA","INPA","216024","S","Plantae","Polypodiopsida","Polypodiales","Polypodiaceae","Terpsichore","taxifolia","Terpsichore taxifolia","(L.) A.R.Sm.","Salino, A","Carvalho, FA de","253","2004","12","27","Southern America","Brasil","Amazonas","São Gabriel da Cachoeira","Parque Nacional do Pico da Neblina, Parque Nacional do Pico da Neblina - Trilha para a cachoeira do Anta, entre o acampamento e Cuiabixi e Mao ao ao. Floresta ombrófila densa montana. Em pedra com muitas briófitas. Margem de córrego de pedras.","-65.975278","0.770278","1250",NA,NA,"INPA0216024",NA,"1250",NA,NA,"2009","04","-65.975278","0.770278",NA,NA,NA,NA,NA,NA,NA
