"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus","sex"
"94","2021-03-15 16:37:00-03","NY","NYBG","3863006","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"I. I. Linneo Forona","2007","07","16","Bolivia","Santa Cruz","Andrés Ibáñez","Municipio de Porongo, localidad del Monumento Natural Espejillos.","-63.4481","-17.9008",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139429' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863006",NA,"1102","South America","sheet",NA,"650","750","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-15 16:37:00-03","NY","NYBG","3862988","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"L. Valenzuela Gamarra","2003","04","20","Peru","Cusco","Urubamba","Dist. Machu Picchu, San Miguel, Bosque Secundario, junto a la línea ferrea.","-72.5","-13.15",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139411' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862988",NA,"1898","South America","sheet",NA,"1679",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 16:37:00-03","NY","NYBG","3863012","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1989","12","06","Bolivia","Santa Cruz","Ignacio Warnes","11 km SE of Montero on road to Warnes, 0.5 km S of turnoff to El Carmen","-63.2","-17.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139435' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863012",NA,"37982","South America","sheet",NA,"310",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-15 16:37:00-03","NY","NYBG","3863058","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"Á. L. Cabrera","1933","03","26","Argentina","Buenos Aires","La Plata","Los Talar [El Talar]",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139481' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863058","NY03863058_01","2788","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-15 16:37:00-03","NY","NYBG","3863004","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"O. E. White","1921","07","19","Bolivia","La Paz",NA,"Canamina, Cañamina",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139427' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863004","NY03863004_01","505","South America","sheet",NA,"4000",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-15 16:37:00-03","NY","NYBG","3862994","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1997","12","31","Bolivia","Santa Cruz","Florida","On road from Mairana to Postrervalle, 1.5 km N of Quirusillas, along río Quirusillas","-63.95","-18.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139417' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862994","NY03862994_01","47670","South America","sheet",NA,"1475",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-15 16:37:00-03","NY","NYBG","3862986","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"R. B. Foster","1984","08","16","Peru","Madre de Dios","Manú Province","Parque Nacional del Manu, Río Manu: Cocha Cashu Station.","-71.42","-11.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139409' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862986",NA,"9856","South America","sheet",NA,"350",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","807210","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","R. C. Moran",NA,NA,NA,"J. L. Paixão","1998","12","16","Brazil","Bahia","Ilhéus","Area do CEPEC, km 22 na Rod. Ilhéus/Itabuna (BR 415).","-39.2273659","-14.771874",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796941' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807210","NY00807210_01","130","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 16:37:00-03","NY","NYBG","3863070","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"E. M. Zardini","1996","06","14","Paraguay","Amambay",NA,"Arroyo Aceite (buffer zone of Parque Nacional Cerro Corá)","-56.0253","-22.6719",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139493' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863070","NY03863070_01","45204","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","3863067","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"T. Morong","1890","04","18","Paraguay",NA,NA,"Pilcomayo River",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139490' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863067","NY03863067_01","1000","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","3863029","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"L. J. Dorr","1989","12","27","Bolivia","La Paz","Inquisivi","Below Cajuata, near Puente Alegre on the Alegre on the Río Suri",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139452' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863029","NY03863029_01","6839","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","3862968","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. T. Murillo-Pulido","1967","05","09","Colombia","Cundinamarca",NA,"Mun. Sopó, carretera hacia El Salitre.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139391' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862968","NY03862968_01","1040","South America","sheet",NA,"2640",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","3862936","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"F. J. Ortega Mendoza","1985","08","29","Venezuela","Portuguesa",NA,"Dtto. Guanare, en el asentamiento campesino la Palaciega.","-69.82","8.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139359' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862936",NA,"2725","South America","sheet",NA,"100",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","3862987","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"A. L. Monteagudo Mendoza","2003","03","25","Peru","Pasco","Oxapampa","Distrito Oxapampa. Parque Nacional Yanachaga Chemillén. Parte baja de la Quebrada San Alberto.","-75.35","-10.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139410' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862987",NA,"4829","South America","sheet",NA,"2150",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","88662","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","D. E. Williams",NA,NA,NA,"D. E. Williams","1988","02","09","Bolivia","Santa Cruz","Andrés Ibáñez","Jardín Botánico de Santa Cruz. 12 km E of center of Santa Cruz on road to Cotoca","-63.07","-17.77",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=685804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00088662","NY00088662_01","672","South America",NA,NA,"375","375","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","3863073","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"C. E. O. Kuntze","1892","02",NA,"Chile","Maule",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139496' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863073","NY03863073_01","s.n.","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","3863071","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"T. Morong","1890","09",NA,"Chile","Atacama",NA,"Desert of Atacama, Chili",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139494' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863071","NY03863071_01","1196","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","3863050","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"H. H. Bartlett","1943","08","09","Argentina","San Juan",NA,"Pocito department, Near Sanchez de Loria",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139473' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863050","NY03863050_01","20663","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","3862952","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"A. D. A. Fay","1992","06","08","Ecuador","Napo","Quijos","Within 5 km of the town of Baeza.","-77.55","-0.4514",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139375' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862952",NA,"3849","South America","sheet",NA,"1900",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","3863002","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. Bang",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139425' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863002","NY03863002_01","1901","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","3863064","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"Collector unspecified","1978","12","02","Argentina","Buenos Aires","Tornquist","Sierra de La Ventana. Abra de la Ventana",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139487' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863064","NY03863064_01","613","South America","sheet",NA,"450",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","3862959","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"K. S. Lowell","1985","09","25","Ecuador","Morona-Santiago",NA,"Centro Nayamax, Bomboiza. Swampy area near Bomboiza river.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139382' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862959",NA,"535","South America","sheet",NA,"300",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","3863011","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"S. R. Hill","2007","04","10","Bolivia","Santa Cruz","Florida","9 km (by road) southeast of Bermejo, 11.8 km northwest of Angostura, along highway from Samaipata to Santa Cruz; northeast side of Rio Bermejo.","-63.5781","-18.1675",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139434' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863011","NY03863011_01","37272","South America","sheet",NA,"750",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-15 16:37:00-03","NY","NYBG","3863024","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. A. Lewis","1988","06","23","Bolivia","La Paz","Inquisivi","Mouth of the Río de La Plata where it meets the Río Khara. Ca. 2 km N of Licoma Pampa.","-67.22","-16.78",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139447' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863024","NY03863024_01","88921","South America","sheet",NA,"1700",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-15 16:37:00-03","NY","NYBG","3863030","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"I. G. Vargas Caballero","1991","07","03","Bolivia","Santa Cruz","Cordillera","Ibasiriri, Bañados del Izozog","-62.58","-19.58",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139453' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863030","NY03863030_01","1027","South America","sheet",NA,"400",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-15 16:37:00-03","NY","NYBG","03692089","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","2008","05","22","Bolivia","Santa Cruz",NA,"Santiesteban. Prov. Santiestevan. 3.2 km NE of highway at “Aguahi”, along dirt road, 13.5 km (straight line) NW of bridge at Chañé Independencia.","-63.2969","-16.8675",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3931728' target='other'> <mi>dwc_moreinfo</mi></a>","NY03692089",NA,"55743","South America","sheet",NA,"230",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-15 16:37:00-03","NY","NYBG","3862960","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"S. Lægaard","1984","04","28","Ecuador","Pichincha",NA,"Road Nono-Tandaya.","-78.63","-0.03",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139383' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862960",NA,"52035","South America","sheet",NA,"2000",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-15 16:37:00-03","NY","NYBG","883796","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"A. J. de Sampaio","1929","04","27","Brazil","Minas Gerais","Passa Quatro",NA,"-44.9667","-22.3906",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00883796","NY00883796_01","6207","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-03-15 16:37:00-03","NY","NYBG","3862977","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"B. Øllgaard","1980","07","22","Ecuador","Pastaza",NA,"Río Pastaza. Rover banks between the outlets of Río Bobonaza and Río Ishpingo.","-76.72","-2.57",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139400' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862977",NA,"34987","South America","sheet",NA,"275",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-15 16:37:00-03","NY","NYBG","3862989","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"F. Mellado N.","2005","01","07","Peru","Pasco","Oxapampa","Dist. Chontabamba. Sector La Suiza Vieja, Zona de Amortiguamiento del P.N. Yanachaga-Chemillén.","-75.4517","-10.6517",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139412' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862989",NA,"2335","South America","sheet",NA,"2195",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-15 16:37:00-03","NY","NYBG","3863020","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1999","11","06","Bolivia","Santa Cruz","Florida","valley of Quebrada La Coca, 5 km by dirt road from turnoff of Bermejo-Samaipata","-63.7","-18.17",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139443' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863020","NY03863020_01","50480","South America","sheet",NA,"1150",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-15 16:37:00-03","NY","NYBG","3862947","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"H. H. Smith","1898","08","25","Colombia",NA,NA,"Santa Marta. Near Onaca.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139370' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862947","NY03862947_01","2467","South America","sheet",NA,"762",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-15 16:37:00-03","NY","NYBG","3863016","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04",NA,"Bolivia","Cochabamba","Quillacollo","Tunari",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139439' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863016","NY03863016_01","s.n.","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-15 16:37:00-03","NY","NYBG","883797","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","E. B. Copeland",NA,NA,NA,"Y. E. J. Mexia","1930","07","31","Brazil","Minas Gerais","Viçosa","Railroad side, near Kilo. 377","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00883797","NY00883797_01","4933","South America","sheet",NA,"675","675","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-15 16:37:00-03","NY","NYBG","3862981","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. J. M. Christenhusz","2002","08","13","Peru","San Martín","Lamas","Foothill of Cerro Escalera, 6km N from village Vellavista, 35 km NW from Lamas","-76.52","-6.37",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139404' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862981","NY03862981_01","2109","South America","sheet",NA,"400",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-15 16:37:00-03","NY","NYBG","3863023","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. Bang",NA,NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139446' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863023","NY03863023_01","1901","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-15 16:37:00-03","NY","NYBG","2481054","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"N. Ritter","1994","06","02","Bolivia","Cochabamba","Chapare","Highway from the Chapare to Cochabamba",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2729696' target='other'> <mi>dwc_moreinfo</mi></a>","NY02481054","NY02481054_01","1138","South America","sheet",NA,"1450",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-15 16:37:00-03","NY","NYBG","3863015","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"C. E. O. Kuntze","1892","04",NA,"Bolivia",NA,NA,"Río Cosocajis?",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139438' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863015","NY03863015_01","s.n.","South America","sheet",NA,"1250",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-15 16:37:00-03","NY","NYBG","3862971","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"A. D. A. Fay","1995","07","05","Ecuador","Bolívar","San Miguel","Within 3 km of Balzapamba. On flood plain of river, south of town.","-79.17","-1.78",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139394' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862971",NA,"4596","South America","sheet",NA,"750",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-15 16:37:00-03","NY","NYBG","3863033","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"M. H. Nee","1987","08","21","Bolivia","Santa Cruz",NA,"Santiesteban. 1 km. E of Puente Eisenhower over Rio Pirai along highway, 7 km. NW of Montero, 9 km. NE of Portachuelo.","-63.3","-17.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139456' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863033",NA,"35716","South America","sheet",NA,"300",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-15 16:37:00-03","NY","NYBG","3863043","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"H. H. Bartlett","1943","06","27","Argentina","San Juan",NA,"Dept. Rawson, Medano de Oro",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139466' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863043","NY03863043_01","20567","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-15 16:37:00-03","NY","NYBG","3863045","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"H. H. Bartlett","1943","06","19","Argentina","San Juan",NA,"Chimbas (near dam, Rio San Juan)",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139468' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863045","NY03863045_01","20491","South America","sheet",NA,NA,NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-15 16:37:00-03","NY","NYBG","3863003","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"B. A. Krukoff","1939","07","01","Bolivia","La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya)",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139426' target='other'> <mi>dwc_moreinfo</mi></a>","NY03863003","NY03863003_01","10355","South America","sheet",NA,"750","900","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-15 16:37:00-03","NY","NYBG","807215","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.","D. B. Lellinger",NA,NA,NA,"H. García-Barriga","1973","12","25","Colombia","Tolima",NA,"Cordillera Central; Caño del Río Amaime. Hacienda Santa Rita.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807215","NY00807215_01","20419","South America","sheet",NA,"1800","1900","Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-15 16:37:00-03","NY","NYBG","3862966","PreservedSpecimen","Plantae","Equisetaceae","Equisetum","giganteum","Equisetum giganteum","L.",NA,NA,NA,NA,"W. H. Hodge","1947","07","13","Colombia","Antioquia",NA,"Fac. de Agrononcia Medelin.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4139389' target='other'> <mi>dwc_moreinfo</mi></a>","NY03862966",NA,"6922","South America","sheet",NA,"1560",NA,"Pteridophyta","Equisetales",NA,NA,NA,NA,NA,NA,NA,NA,NA
