"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"293","2021-03-01 16:38:24-03","UNICAMP","UEC","199652","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","1990","05",NA,"Mattos, J","1973","09","15","Brazil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Num campestre, na borda de um corrego.",NA,NA,"Parque Estadual, perto da sede.","16349",NA,NA,NA,"Magnoliopsida",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"294","2021-03-01 16:38:24-03","UNICAMP","UEC","89287","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000","03",NA,"Gemtchujnicov, I","1959","11","09","Brazil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Flor branca; botão roxo. Planta com 40-50 cm altura.; Bananal novo - Camburu",NA,NA,"Faz. S. Sebastião","06",NA,NA,NA,"Magnoliopsida",NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA
"295","2019-08-20 10:23:25-03","UNICAMP","UEC","110480","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Aona, LYS; Matsumoto, K; Feres, FR; Pansarin, ER; Belinello, R","1997","01","23","Brazil","São Paulo","Cássia dos Coqueiros","-47.1699981689453","-21.2800006866455",NA,NA,NA,NA,NA,"UEC055308","UEC055308","Estrada de terra S.B. Areias-cássia do coqueiros. Brejo.","97249",NA,NA,NA,"Magnoliopsida",NA,NA,"13265","auto",NA,NA,NA,NA,NA,NA
"296","2019-08-20 10:23:25-03","UNICAMP","UEC","104722","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Belinello, R","1996","07","25","Brazil","São Paulo","Cordeirópolis","-47.4500007629395","-22.4799995422363",NA,NA,NA,NA,NA,"UEC055320","UEC055320","Cerâmica São João, Rodovia Washington Luis. Brejo.","96/287",NA,NA,NA,"Magnoliopsida",NA,NA,"15000","auto",NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:38:24-03","UNICAMP","UEC","85177","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000","03",NA,"Baitello, JB","1994","03","29","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Herbácea, rastejante, decumbente, flores brancas.",NA,NA,"Parque estadual da Serra do Mar, Estrada do rio Bonito e Paraibuna.","546",NA,NA,NA,"Magnoliopsida",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"298","2021-03-01 16:38:24-03","UNICAMP","UEC","91251","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2006","07",NA,"Souza, JP; Souza, VC; Rodrigues, RR; Tamashiro, JY; Ivanauskas, NM","1996","12","12","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Erva, 50cm alt. Botões alvos, ócreas róseas.; Floresta ombrófila densa com ação antrópica, entorno da estrada.","UEC154518","UEC154518","Pq. Estadual da Serra do Mar - Núcleo Cunha, Trilha da Barra do Rio.","812",NA,NA,NA,"Magnoliopsida",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"299","2021-03-01 16:38:24-03","UNICAMP","UEC","23914","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000",NA,NA,"Lima, HC","1979","11","20","Brazil","São Paulo","Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Sub-arbusto, erecto, +- 0,30-0,60cm de alt., heliófilo, com os nós e ápice dos ramos viciosos, flores albo-esverdeados, formando agrupamentos em locais recentemente devastados.","UEC154527","UEC154527","Reserva Estadual de Cunha, Inst. Florestal, secretaria Agric.","1121",NA,NA,NA,"Magnoliopsida",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"300","2021-03-01 16:38:24-03","UNICAMP","UEC","105498","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2006","06",NA,"Tozzi, AMGA; et al.","1998","12","04","Brazil","São Paulo","Iperó","-47.6800003051758","-23.3500003814697",NA,NA,"520","520","Subarbusto até 60cm de altura. Flores róseas.","UEC154537","UEC154537","Fazenda Ipanema. Porteira Fepasa.","380",NA,NA,NA,"Magnoliopsida",NA,NA,"17831","auto",NA,NA,NA,NA,NA,NA
"301","2019-08-20 10:23:25-03","UNICAMP","UEC","110475","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Matsumoto, K; Galvão, JC; Belinello, R","1997","02","24","Brazil","São Paulo","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,"UEC055316","UEC055316","lago e córrego","97363",NA,NA,NA,"Magnoliopsida",NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA
"302","2019-08-20 10:23:25-03","UNICAMP","UEC","110477","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Belinello, R","1997","03","13","Brazil","São Paulo","Itupeva","-47.0499992370605","-23.1499996185303",NA,NA,NA,NA,NA,"UEC055314","UEC055314","brejo localizado em estrada de terra sentido Itupeva_Cabreuva.","97497",NA,NA,NA,"Magnoliopsida",NA,NA,"11330","auto",NA,NA,NA,NA,NA,NA
"303","2021-03-01 16:38:24-03","UNICAMP","UEC","13172","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000","03",NA,"Davis, PH; Shepherd, GJ; Sakane, M; et al.","1976","09","06","Brazil","São Paulo","Jacupiranga","-48","-24.6900005340576",NA,NA,NA,NA,"Perennial herbsb. Flowers pinkish.","UEC154536","UEC154536","S.W. of Registro, Grassy/bushy banks near road.","D60581",NA,NA,NA,"Magnoliopsida",NA,NA,"35797","auto",NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:38:24-03","UNICAMP","UEC","87464","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000","03",NA,"Hoehne, W","1953","10","18","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Erva com inflorescência vermelha e flores pálidas.","UEC154542","UEC154542",NA,"s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"305","2021-03-01 16:38:24-03","UNICAMP","UEC","26837","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000",NA,NA,"Leitão Filho, HF; Shepherd, GJ; Tamashiro, JY; Yamamoto, K","1981","11","07","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Erva com cerca de 1m. Caule avermelhado. Beira do riacho.; nativo em mata.","UEC154530","UEC154530","Serra do Japi","13136",NA,NA,NA,"Magnoliopsida",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"306","2019-08-20 10:23:25-03","UNICAMP","UEC","109420","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Aona, LYS; Pansarin, ER","1999","12","03","Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"1070","1070",NA,"UEC055359","UEC055359","Serra do Japi, Brejo localizado próximo a caixa d'água do Condomínio Ermida.","99131",NA,NA,NA,"Magnoliopsida",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"307","2019-08-20 10:23:25-03","UNICAMP","UEC","148218","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Dinato, DO","2008",NA,NA,"Dahlström, L","2008","04","01","Brazil","São Paulo","Luís Antônio","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,NA,"UEC154541","UEC154541","Campo de gramíneas, encharcado e com poucos arbustos","73",NA,NA,NA,"Magnoliopsida",NA,NA,"26872","auto",NA,NA,NA,NA,NA,NA
"308","2021-03-01 16:38:24-03","UNICAMP","UEC","13170","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000",NA,NA,"Gibbs, PE; Leitão Filho, HF","1977","10","20","Brazil","São Paulo","Mogi Guaçu","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"Herbácea, flors brancacentas, nativa a beira de riacho.; mata ciliar.","UEC154528","UEC154528","Estação experimental de Mogi Guaçu, 25 km. NW de Mogi-Guaçu. Fazenda Campininha.","6101",NA,NA,NA,"Magnoliopsida",NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA
"309","2021-03-01 16:38:24-03","UNICAMP","UEC","75617","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000",NA,NA,"Bernacci, LC; Andrade, PR; et al.","1995","03","16","Brazil","São Paulo","Monte Alegre do Sul","-46.6800003051758","-22.6800003051758",NA,NA,NA,NA,"Erva ca. 0,7m alt., ramos avermelhados, botões róseos.","UEC154522","UEC154522","E. E. do IAC, região montanhosa, mata.","1302",NA,NA,NA,"Magnoliopsida",NA,NA,"11114","auto",NA,NA,NA,NA,NA,NA
"310","2019-08-20 10:23:25-03","UNICAMP","UEC","104727","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Aona, LYS; Belinello, R","1997","03","24","Brazil","São Paulo","Monte Mor","-47.310001373291","-22.9400005340576",NA,NA,NA,NA,NA,"UEC055309","UEC055309","Bairro Moreira, Borda alagada de lago, sentido M. Mor_Sumaré.","97527",NA,NA,NA,"Magnoliopsida",NA,NA,"12206","auto",NA,NA,NA,NA,NA,NA
"311","2019-08-20 10:23:25-03","UNICAMP","UEC","100051","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Aona, LYS; Barbosa, A; Galvão, JC; Singer, RB; Belinello, R","1997","10",NA,"Brazil","São Paulo","Ourinhos","-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,NA,"UEC055310","UEC055310","Brejo ao lado da Rod. Raposo Tavares, ~ km 389","97785",NA,NA,NA,"Magnoliopsida",NA,NA,"14099","auto",NA,NA,NA,NA,NA,NA
"312","2020-02-18 09:36:01-03","UNICAMP","UEC","110474","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Aona, LYS; Matsumoto, K; Feres, FR; Galvão, JC; Belinello, R","1996","12","19","Brazil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"UEC055318","UEC055318","Estação Experimental de Pariquera-Açu, Borda de canal de água.","96/559",NA,NA,NA,"Magnoliopsida",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"313","2020-02-18 09:35:34-03","UNICAMP","UEC","110473","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Aona, LYS; Matsumoto, K; Feres, FR; Galvão, JC; Belinello, R","1996","12","19","Brazil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"UEC055317","UEC055317","Estação Experimental de Pariquera-Açu, Borda de lago da fazenda Morrinhos localizada em estrada de terra dentro da Estação Experimental de Pariquera-Açu.","96/567",NA,NA,NA,"Magnoliopsida",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"314","2020-02-18 09:35:34-03","UNICAMP","UEC","110474","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2006","06",NA,"Faria, AD; Matsumoto, K; Aona, LYS; Galvão, C; Belinello, R; Feres, FR","1996","12","17","Brazil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"UEC055362","UEC055362","Sítio Três Irmãs, SP 226, km 5-6, em brejo.","96521",NA,NA,NA,"Magnoliopsida",NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"315","2021-03-01 16:38:24-03","UNICAMP","UEC","80682","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Toledo, JF","1949","02","22","Paolieri, L; Germeck, E","1940","02","02","Brazil","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,"Herbácea.","UEC154526","UEC154526","Haras Paulista","4446",NA,NA,NA,"Magnoliopsida",NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"316","2019-08-20 10:23:25-03","UNICAMP","UEC","80678","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Toledo, JF","1949","02","22","Klearokopes, H","1941","02",NA,"Brazil","São Paulo","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,"UEC154523","UEC154523",NA,"14",NA,NA,NA,"Magnoliopsida",NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA
"317","2021-03-01 16:38:24-03","UNICAMP","UEC","13164","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000",NA,NA,"Leitão Filho, HF; Semir, J; Martins, R","1975","10","07","Brazil","São Paulo","Pirassununga","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"Erva 0,60m, em beira de lagoa, sendo drenada, flores vinosas.","UEC154519","UEC154519","km 221 da rod. Anhanguera.","1536",NA,NA,NA,"Magnoliopsida",NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA
"318","2019-08-20 10:23:25-03","UNICAMP","UEC","100072","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Aona, LYS; Barbosa, A; Galvão, JC; Singer, RB; Belinello, R","1997","10",NA,"Brazil","São Paulo","Presidente Venceslau","-51.8400001525879","-21.8700008392334",NA,NA,NA,NA,NA,"UEC055319","UEC055319","Brejo ao lado do rio Santo Anastácio; ao lado da Rodovia Raposo Tavares.","97/740",NA,NA,NA,"Magnoliopsida",NA,NA,"32901","auto",NA,NA,NA,NA,NA,NA
"319","2020-02-18 09:36:01-03","UNICAMP","UEC","110476","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Aona, LYS; Faria, AD; Matsumoto, K; Feres, FR; Galvão, JC; Belinello, R","1996","12","16","Brazil","São Paulo","Registro","-47.8400001525879","-24.4799995422363",NA,NA,NA,NA,NA,"UEC055315","UEC055315","Auto posto Jardim Yama, Lago localizado na rodovia Regis Bittencourt, na altura do km 449.","9623",NA,NA,NA,"Magnoliopsida",NA,NA,"25922","auto",NA,NA,NA,NA,NA,NA
"320","2021-03-01 16:38:24-03","UNICAMP","UEC","80680","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Toledo, JF","1949","02","22","Guimarães, LRS","1938","12","14","Brazil","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Planta coletada em coleção de água em depressão de terreno.","UEC154524","UEC154524","Ponta da Praia","224",NA,NA,NA,"Magnoliopsida",NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA
"321","2019-08-20 10:23:25-03","UNICAMP","UEC","110478","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Marcondes-Ferreira, W","2001","01",NA,"Faria, AD; Aona, LYS; Matsumoto, K; Feres, FR; Pansarin, ER; Belinello, R","1997","01","22","Brazil","São Paulo","São José do Rio Pardo","-46.8800010681152","-21.5900001525879",NA,NA,NA,NA,NA,"UEC055313","UEC055313","Sítio N. S. das Graças, SP 350. Brejo.","97215",NA,NA,NA,"Magnoliopsida",NA,NA,"15885","auto",NA,NA,NA,NA,NA,NA
"322","2021-03-01 16:38:24-03","UNICAMP","UEC","87443","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000","03",NA,"Hoehne, W","1949","04","18","Brazil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Brejo","UEC154538","UEC154538","Próximo a Interlagos","12263",NA,NA,NA,"Magnoliopsida",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"323","2019-08-20 10:23:25-03","UNICAMP","UEC","166399","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,"Almeida, LG; Garcia, MA","1996","03","07","Brazil","São Paulo","São Roque","-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,NA,"UEC040327","UEC040327","Propriedade do Mussarela. &nf;Área marginal do canteiro experimental.","18",NA,NA,NA,"Magnoliopsida",NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA
"324","2021-03-01 16:38:24-03","UNICAMP","UEC","13168","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Melo, E","2000",NA,NA,"Gibbs, PE; Leitão Filho, HF; Andrade, JB","1977","03","30","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Herbáceo até 50cm. Inflorescência com tépalas vermelhas.; Em mata.","UEC154532","UEC154532","Rodovia Taubaté-Ubatuba, No alto da Serra.","4624",NA,NA,NA,"Magnoliopsida",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"325","2020-07-15 18:05:23-03","UFPB","JPB","30674","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx",NA,NA,NA,NA,"Costa-Santos, M","2001","03","23","Brasil","Paraíba","Sapé","-35.2325","-7.096389","-35.2325","-7.096389","123","123",NA,NA,NA,NA,"41","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-04-22 16:23:16-03","UFPB","JPB","53852","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx",NA,NA,NA,NA,"Gadelha Neto, PC; Pereira, LA; Lima, KKA","2013","04","25","Brasil","Paraíba","Pilões","-35.585278","-6.892222","-35.585278","-6.892222",NA,NA,"; HABITAT: Mata Ciliar; DESC: Erva palustre, ereta com cerca de 40cm. Folhas simples, estreito-lanceoladas. Flores alvas reunidas em rácemos terminais. Vegetando em ambiente lótico de subtrato areno-argiloso.","JPB0053852",NA,"Cachoeira do Ouricuri, Rio Araçagi","3554","Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-12-04 13:19:40-03","UDESC","LUSC","9261","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Bortoluzzi, R. L. C.",NA,NA,NA,"Duarte, E.","2017",NA,NA,"Brasil","Santa Catarina","Urubici","-49.514167","-28.079722","49º30'51''W","28º4'47''S",NA,NA,"Plântula amostrada no banco de sementes do solo. Erva, fruto rosado.","LUSC005681","LUSC005681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-12-04 13:19:40-03","UDESC","LUSC","9624","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Bortoluzzi, R.L.C",NA,NA,NA,"Bortoluzzi, R.L.C","2007","02","23","Brasil","Santa Catarina","Capão Alto","-50.5119018554688","-27.9368991851807",NA,NA,NA,NA,NA,"LUSC009188",NA,"Fazenda Santa Maria.",NA,NA,NA,NA,NA,NA,NA,"41668","auto",NA,NA,NA,NA,NA,NA
"329","2020-12-04 13:19:40-03","UDESC","LUSC","9625","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","R.C. Bortoluzzi",NA,NA,NA,"R.C. Bortoluzzi",NA,NA,NA,"Brasil","Santa Catarina","Ponte Alta","-50.380298614502","-27.4841995239258",NA,NA,NA,NA,NA,"LUSC009189",NA,"Fazenda Salto.","9",NA,NA,NA,NA,NA,NA,"33166","auto",NA,NA,NA,NA,NA,NA
"330","2020-12-04 13:19:40-03","UDESC","LUSC","2835","PreservedSpecimen","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Martins, D.",NA,NA,NA,"Martins, D.","2008","03","18","Brasil","Santa Catarina","Urupema","-49.8731002807617","-27.9528007507324",NA,NA,NA,NA,NA,"LUSC009051","LUSC009051","Fazenda das Nascentes.",NA,NA,NA,NA,NA,NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA
"331","2019-01-17 11:25:03-02","PUCRS","MPUC","13941","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","C. Schlindwein",NA,NA,NA,NA,"1990","12","20","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"Arroio, habitat úmido (F:37)",NA,NA,"BR 116 Km 295, posto de pesagem",NA,"South America",NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"332","2019-01-17 11:25:03-02","PUCRS","MPUC","1232","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","T. Strehl","1975","01","01",NA,"1975","01","01","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Morro Santana",NA,"South America",NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"333","2019-01-17 11:25:04-02","PUCRS","MPUC","437","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","G.C. Hiltl","1977","01","01",NA,"1977","03","01","Brasil","RS","Porto Alegre","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,"Morro Santana",NA,"South America",NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,"1","7",NA
"334","2019-01-17 11:25:04-02","PUCRS","MPUC","700","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","G.C. Hiltl","1978","01","01",NA,"1978","03","16","Brasil","RS","Farroupilha","-51.3500833","-29.2168889","-51.3500833000","-29.2168889000",NA,NA,NA,NA,NA,".",NA,"South America",NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,"1","69",NA
"335","2019-01-17 11:25:04-02","PUCRS","MPUC","904","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","G.C. Hiltl","1978","01","01",NA,"1978","04","13","Brasil","RS","Feliz","-51.3061111","-29.4508333","-51.3061111000","-29.4508333000",NA,NA,NA,NA,NA,".",NA,"South America",NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,"1","230",NA
"336","2019-01-17 11:25:04-02","PUCRS","MPUC","2104","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","S.M. Nunes","1980","01","01",NA,"1979","01","23","Brasil","RS","Encantado","-51.8694444","-29.2361111","-51.8694444000","-29.2361111000",NA,NA,NA,NA,NA,".",NA,"South America",NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,"1","701",NA
"337","2019-01-17 11:25:03-02","PUCRS","MPUC","19140","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","L.B. Smith","1985","01","01","et.al.","1985","06","30","Brasil","RS","Caxias do Sul","-51.1791667","-29.1683333","-51.1791667000","-29.1683333000",NA,NA,"beira da estrada",NA,NA,"Estrada para São João",NA,"South America",NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida",NA,NA,"2",NA,NA
"338","2019-01-17 11:25:03-02","PUCRS","MPUC","20043","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","A. Bastos","1996","01","01","F.R. Galvani","1995","09","08","Brasil","RS","Barra do Quaraí","-57.5546989440918","-30.2071990966797",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual do Espinilho",NA,"South America",NA,NA,NA,"Caryophyllales",NA,"42332","auto","Magnoliopsida",NA,NA,"1",NA,NA
"339","2019-01-17 11:25:03-02","PUCRS","MPUC","10481","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","Equipe do Projeto","1995","01","01","P. Brack","1989","05","21","Brasil","RS","São Nicolau","-55.2672004699707","-28.1825008392334",NA,NA,NA,NA,NA,NA,NA,"Foz do rio Ijuí",NA,"South America",NA,NA,NA,"Caryophyllales",NA,"25814","auto","Magnoliopsida",NA,NA,"1",NA,NA
"340","2019-01-17 11:25:04-02","PUCRS","MPUC","20078","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","T.M.C. Santos","1985","01","01",NA,"1985","10","18","Brasil","RS","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Levantamento e identificação das principais espécies de macrófitas aquáticas do Arroio Itapitocai",NA,NA,"Arroio Itapitocai",NA,"South America",NA,NA,NA,"Caryophyllales",NA,"93142","auto","Magnoliopsida",NA,NA,"1","25",NA
"341","2019-01-17 11:25:03-02","PUCRS","MPUC","20079","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.","A.L.S. Gonçalves",NA,NA,NA,NA,"1985","10","18","Brasil","RS","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Levantamento e identificação das principais espécies de macrófitas aquáticas do Arroio Itapitocai",NA,NA,"Arroio Itapitocai",NA,"South America",NA,NA,NA,"Caryophyllales",NA,"93142","auto","Magnoliopsida",NA,NA,"1",NA,NA
"342","2019-01-17 11:25:04-02","PUCRS","MPUC","22283","S","Plantae","Polygonaceae","Polygonum","hydropiperoides","Polygonum hydropiperoides","Michx.",NA,NA,NA,NA,NA,"1999","03","05","Brasil","RS","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,"Guará; Potreiro das Éguas",NA,"South America",NA,NA,NA,"Caryophyllales",NA,"93142","auto","Magnoliopsida",NA,NA,"1",NA,NA
