"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"50","2020-09-12 05:00:02-03","US","US","1336658","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira, G. E.","J. Ball","244","South America - Neotropics","Brazil","Petropolis",NA,NA,"US00079806","US00079806_01","1882","7","10","Rio de Janeiro",NA,NA,NA,"610","914",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"51","2020-09-12 05:00:02-03","US","US","2951637","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira, G. E.","G. Martinelli & E. Leme","7712","South America - Neotropics","Brazil","Estado do Rio de Janeiro, Mun. Petrópolis, Fazenda Inglesa, Floresta sob Regime de Preservacao Permanente-IBDF",NA,NA,"US00909976","US00909976_01","1981","9","25","Rio de Janeiro",NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"52","2020-09-12 05:00:02-03","US","US","2981876","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira, G. E.","G. Martinelli, T. R. Soderstrom & A. Burman","9604","South America - Neotropics","Brazil","Estado do Rio de Janeiro, Município de Petrópolis, Floresta sob Preservacao Permanente-IBDF, Rocio, .., 8 km da BR-40",NA,NA,"US00909978","US00909978_01","1983","10","6","Rio de Janeiro",NA,NA,NA,"1050","1150",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"53","2020-09-12 05:00:02-03","US","US","3172084","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira, G. E.","D. Sucre & P. I. S. Braga","4005","South America - Neotropics","Brazil","Mun. of Tetropolis, Grota do Jaco",NA,NA,"US00318197","US00318197_01","1968","11","2","Rio de Janeiro",NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","3433704","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira, G. E.","A. Salino & L. Melo","5918","South America - Neotropics","Brazil","Passa Vinto, distrito do Carlos Euler, Usina Hidreléctrica de Paes Leme",NA,NA,"US00662050","US00662050_01","2000","11","15","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","1484155","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Ferreira, G. E.","L. Riedel","115","South America - Neotropics","Brazil","Mandiocia",NA,NA,"US00079805","US00079805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","2228198","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"J. Roig","14380","South America - Neotropics","Brazil","Petropolis",NA,NA,"US00079807","US00079807_01","1938","10","15","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA
"57","2020-09-02 16:29:40-03","Cenargen","CEN","105489","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","L. C. Pereira","L. A. S. Faria","11",NA,"Brasil","Reserva Biológica do Tinguá. Alto da serra, começo da descida para Baixada Fluminense. . Floresta preservada ao lado de estrada que corta a reserva.","Exsicatas","No barranco. Folhas discolores, face adaxial verde escuro brilhante, face abaxial verde claro fosco. Cálice amarelo sujo, base da corola amarelo-sol,. Ápice de corola branca. Doação Universidade de São Paulo - Herbário SPF.","CEN00105489","CEN00105489","2012","09","07","RJ","MIGUEL PEREIRA","-43.426388","-22.538611","885","885",NA,NA,"2017","08","-43.426388","-22.538611",NA,NA,NA,NA,"1",NA,NA
"58","2019-11-13 11:20:17-03","USP","SPF","225306","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Pereira, LC","Faria, LAS","11",NA,"Brasil","Reserva Biológica do Tinguá",NA,NA,"SPF00225306","SPF00225306","2012","09","07","Rio de Janeiro","Miguel Pereira","-43.426389","-22.538667","885","885",NA,NA,"2017","08","-43.426389","-22.538667",NA,NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:15:50-03","UEFS","HUEFS","110392","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","G.E.Ferreira","Nunes, T.S.","1750",NA,"Brasil","estrada Petrópolis - Rio de Janeiro, Br 040, km 87 Belvedere. Serra dos Ógãos.",NA,"Mata Atlântica.","HUEFS0110392","HUEFS0110392","2006","06","07","Rio de Janeiro","Petrópolis","-43.233611","-22.541944","637","637",NA,NA,"2015","10","43W14'1''","22S32'31''",NA,"Asteranae",NA,NA,NA,NA,NA
"60","2019-10-07 09:15:50-03","UEFS","HUEFS","189133","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","G.E.Ferreira","Braga, J.M.A.","5403",NA,"Brasil","Reserva da Petrobras. Garrão, Sítio Riacho dos Beija - flores, prox. barragem de Saracuruna.",NA,NA,"HUEFS0189133","HUEFS0189133","1999","08","30","Rio de Janeiro","Duque de Caxias","-43.266667","-22.55","130","130",NA,NA,"2015","10","43W16'0''","22S33'0''",NA,"Asteranae",NA,NA,NA,NA,NA
"61","2019-10-07 09:15:50-03","UEFS","HUEFS","229293","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","A.Chautems","Silva Neto, S.J.","307",NA,"Brasil","Margem da estrada para a Represa de Itacolomi",NA,NA,"HUEFS0229293","HUEFS0229293","1993","10","06","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2003","01",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"62","2019-09-04 18:25:09-03","F","FMNH-SEEDPLANTS","V0060478F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia",NA,NA,"H. W. Schott","6140","South America","Brazil",NA,NA,NA,"V0060478F","V0060478F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA,NA
"63","2019-09-04 19:51:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,NA,"C. F. P. von Martius",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA
"64","2019-09-04 18:39:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,NA,"H. W. Schott","6140","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA
"65","2019-06-24 08:12:59-03","IAC","IAC","48821","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","R.B. Torres","H.O. Yamaki; S.A. Brazi; A.M. Silva & M.I. Ferreira","17",NA,"Brasil","Votorantim",NA,"coordenadas medidas: -22.45431N, -45.2753L; 765m alt.",NA,NA,"2006","10","11","São Paulo","Pindamonhangaba","-45.4617","-22.9239",NA,NA,NA,NA,"2007","12","-45.4617","-22.9239","11",NA,NA,NA,NA,NA,NA
"66","2020-07-23 12:08:33-03","CEPLAC","CEPEC","136531","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,"J. M. A. Braga","J. A. L. Neto","623",NA,"Brasil","Reserva da petrobrás. Trilha ao redor da represa (barragem), Plataforma.",NA,NA,NA,NA,"1984","07","07","Rio de Janeiro","DUQUE DE CAXIAS","-43.233333","-22.516667",NA,NA,NA,NA,NA,NA,"43W14'0","22S31'0",NA,NA,NA,NA,NA,"30/10/1998",NA
"67","2020-07-23 12:08:33-03","CEPLAC","CEPEC","139926","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,"A. Chautems","S. J. S. Neto","307",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-07-23 12:08:33-03","CEPLAC","CEPEC","32778","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,"A. Chautems","D. Sucre","4005",NA,"Brasil","Grota do Jaco.",NA,NA,NA,NA,"1968","01","01","Rio de Janeiro","PETRÓPOLIS","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"69","2020-07-23 12:08:33-03","CEPLAC","CEPEC","32761","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,"F. C. Hoehne","A. P. Duarte","3464",NA,"Brasil","Serra de Petropolis, Km 34.",NA,NA,NA,NA,"1952","01","08","Rio de Janeiro","rio de janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/12/1954",NA
"70","2020-07-23 12:08:33-03","CEPLAC","CEPEC","32748","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,"B. Flaster","P. Occhioni","1106",NA,"Brasil","Serra de Tingua.",NA,NA,NA,NA,"1984","06","29","Rio de Janeiro","rio de janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"23/03/1972",NA
"71","2020-07-23 12:08:33-03","CEPLAC","CEPEC","32744","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa",NA,"A. Chautems","D. Araujo","531",NA,"Brasil","Serra dos Orgaos, estrada p/ Petropolis, via Bingem. Refugio Alpino.",NA,NA,NA,NA,"1973","11","09","Rio de Janeiro","rio de janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997",NA
"72","2016-08-23 09:45:20-03","NHMLondon","NHM-LONDON-BOT","BM001118821","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Bernardo Flaster; b.1934; Flaster","George Gardner; b.1812; d.1849; Gardner","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,"1840","09",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"1972","03","-53.08982","-10.773109","24",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5189087"
"73","2016-08-23 09:45:20-03","NHMLondon","NHM-LONDON-BOT","BM001118820","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","s.n.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5189085"
"74","2019-05-06 11:58:05-03","UFU","HUFU","73984","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Lopes, T.","Krieger, L.","9562",NA,"Brasil","Vale do Bonsucesso, Estrada do contorno.",NA,"Na mata, lugar úmido, arbusto de 1m, cálice amarelo, corola branca.; Na mata, lugar úmido.","HUFU00071899","HUFU00071899","1980","09","01","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"36524","auto","2004","07",NA,NA,"12",NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Sellow, F","s.n.","Southern America","Brazil","ultra",NA,NA,NA,"P08P1N0065",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Widgren, JF","s.n.","Southern America","Brazil","ultra",NA,NA,NA,"P08P1N0065",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Pohl, JBE","s.n.","Southern America","Brazil","ultra",NA,"Fl. m. Aug. Sept.",NA,"P08P1N0065",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Martins, AB","s.n.","Southern America","Brazil","ultra",NA,NA,NA,"P08P1N0065",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"?","s.n.","Southern America","Brazil","in omni montium Serra dos Orgaos tractu, alt. 500 ped.",NA,NA,NA,"P08P1N0065",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"Pohl, JBE","s.n.","Southern America","Brazil","ultra",NA,"Dryas",NA,"P08P1N0065",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:10:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.",NA,"?","s.n.","Southern America","Brazil","Habitat in prov. Rio de Janeiro in silvis umbrosis ad fontes prope Mandiocca, alibi in Serra d'Estrella",NA,NA,NA,"P08P1N0065",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2014-09-23 11:01:39-03","G","G-DC","G00133417","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","CAT.HERB.PRODR.","Vauthier, A.-C.","555","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=116291&base=img&lang=en","G00133417","G00133417","1833",NA,"00","Rio de Janeiro",NA,"-42.9125","-22.48222222",NA,NA,NA,NA,"2007","01","-42.9125","-22.48222222","01",NA,"HOLOTYPUS of Besleria umbrosa var. latifolia DC.",NA,NA,NA,NA
"83","2019-11-21 10:06:59-03","IBt","SP","162771","S","Plantae",NA,NA,"Gesneriaceae","Besleria","grandifolia","Besleria grandifolia","Schott","Chautems, A","Mantovani, W","154",NA,"Brasil","Estrada de Acesso à Reserva Florestal",NA,"Planta de 0,4m., flores rosas",NA,NA,"1979","10","23","São Paulo","Bananal","-44.3199996948242","-22.6800003051758",NA,NA,"26795","auto","2018","09",NA,NA,"24",NA,NA,NA,NA,NA,NA
"84","2020-09-24 08:24:46-03","IBt","SP","490254","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A","Silva Neto, SJ; Silva, W","307",NA,"Brasil","Margem da estrada para a Represa de Itacolomi",NA,NA,NA,NA,"1993","10","06","Rio de Janeiro","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,"25743","auto","2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:07:00-03","IBt","SP","276811","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A","Rossi, L; Oyakama, OT","1532",NA,"Brasil","Próximo a cachoeira do Alcantilado, Serra da Mantiqueira",NA,"Subarbusto, 80 cm de alt., folhas com nervuras bem marcadas, cálice amarelo brilhante, corola amarela, anteras creme",NA,NA,"1994","06","24","Rio de Janeiro","Resende","-44.4467010498047","-22.468900680542",NA,NA,"36089","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:07:00-03","IBt","SP","75971","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A","Kuhlmann, M","2903",NA,"Brasil","Eugenio Lefevre",NA,"Subsoque da mata",NA,NA,"1953","11","11","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"24176","auto","2006","03",NA,NA,"22",NA,NA,NA,NA,NA,NA
"87","2020-09-24 08:24:45-03","IBt","SP","340420","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Cordeiro, I","Nicolau, SA; et al.","2188",NA,"Brasil","Fazenda São Sebastião do Ribeirão Grande, ao longo do curso d'água, em barranco",NA,NA,NA,NA,"1993","12","02","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"24176","auto","2014","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-09-24 08:24:45-03","IBt","SP","270651","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Hiroshita, LKR","Nicolau, SA; Oliveira, LA","428",NA,"Brasil","Fazenda São Sebastião do Ribeirão Grande, área I, trilha em direção a Campos do Jordão",NA,NA,NA,NA,"1992","06","20","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"24176","auto","2016","04",NA,NA,"11",NA,NA,NA,NA,NA,NA
"89","2020-09-24 08:24:45-03","IBt","SP","488527","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Pereira, LC","Nicolau, SA; et al.","3615",NA,"Brasil","Parque Natural Municiapl Trabiju. Trilha encosta",NA,NA,NA,NA,"2008","12","24","São Paulo","Pindamonhangaba","-45.4599990844727","-22.9200000762939",NA,NA,"24176","auto","2017","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2014-09-23 10:57:56-03","G","G","G00370829","S","Plantae",NA,NA,"Gesneriaceae","Besleria","umbrosa","Besleria umbrosa","Mart.","Chautems, A.","Vauthier, A.-C.","555","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: No information Image URL: No picture available on the institution's web site","G00370829",NA,"1833",NA,"00","Rio de Janeiro","Serra dos Orgãos","-43","-22.43333333",NA,NA,NA,NA,"1996","01","-43.0","-22.43333333","01",NA,"ISOTYPUS of Besleria umbrosa var. latifolia DC.",NA,NA,NA,NA
