"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"46","2021-03-30 12:53:00-03","EAO","IAN","38783","PreservedSpecimen","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Lisbôa, A","s.n.","1909","08","02","Southern America","Brasil",NA,NA,NA,"IAN038783","Monocotiledônea",NA,"(J.Presl) Hitchc. & Chase",NA,"Maranhão","Grajaú","Foi encontrada nos carrascos do Rio Grajaú. (Herb. Museu Paraense 2502).","-46.138599395752","-5.81943988800049",NA,NA,"IAN038783 IAN038783_e","64236","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-30 12:53:00-03","EAO","IAN","62278","PreservedSpecimen","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Kuhlmann, M","1720","1918","03",NA,"Southern America","Brasil",NA,NA,NA,"IAN062278","Monocotiledônea",NA,"(J.Presl) Hitchc. & Chase",NA,"Mato Grosso","Diamantino","(Herb. do Jardim Botânico do Rio de Janeiro).","-56.4460983276367","-14.4085998535156",NA,NA,"IAN062278 IAN062278_e IAN062278_e1 IAN062278_e2","134442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-30 12:53:03-03","EAO","IAN","148838","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Anderson, WR","9111","1973","04","18","Southern America","Brasil",NA,NA,NA,"IAN148838","Monocotiledônea",NA,"(Lag.) Chase","Davidse, G","Minas Gerais",NA,"About 1km E of Rio Pandeiros, near road to Januária; sandy cerrado, with some rocky areas. Among rocks.",NA,NA,"520","520",NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:53:03-03","EAO","IAN","157706","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Davidse, G; Ramamoorthy, TP","12259","1976","04","10","Southern America","Brasil",NA,NA,NA,"IAN157706","Monocotiledônea",NA,"(Lag.) Chase",NA,"Goiás",NA,"26-31km S of Goiânia along highway BR 153. Cerrado, heavily grazed.",NA,NA,"860","860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:53:03-03","EAO","IAN","157722","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Davidse, G; Ramamoorthy, TP","12199","1976","04","08","Southern America","Brasil",NA,NA,"Annual.","IAN157722","Monocotiledônea",NA,"(Lag.) Chase",NA,"Goiás",NA,"10km SW of Alvorada do Norte, along highwayt BR-020. Cerrado with sandy soil.",NA,NA,"580","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:53:03-03","EAO","IAN","162510","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Killeen, TJ","1957","1986","04","15",NA,"Bolívia",NA,NA,"Perennial from short, fat, horizontal rhizomes, innovations extravaginal; plants much branched; foliage all on the culm; blades ascending, stiff, flat or folded. Common in wooded savannas.","IAN162510","Monocotiledônea",NA,"(Lag.) Chase","Killeen, TJ",NA,NA,"Santa Cruz, Nuflo de Chavez, Est. Salta, 10km S of Concepción. Eroded tertiary planation surface overlying precambrian shield; mosaic of semideciduous forest, wooded savanna, and savanna wetland.",NA,NA,"500","500",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:53:03-03","EAO","IAN","162015","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Plowman, T; Davidse, G","8168","1980","01","31","Southern America","Brasil",NA,NA,"Annual herb on granitic outcrop.","IAN162015","Monocotiledônea",NA,"(Lag.) Chase","Davidse, G","Tocantins","Presidente Kennedy","Road from highway BR 153 to Itaporã, 12km west of village Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.616667","-3.416667","500","500",NA,NA,NA,"1980","-48.616667","-3.416667",NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:53:03-03","EAO","IAN","58724","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Pires, JM; Black, GA","2298","1950","05","27","Southern America","Brasil",NA,NA,NA,"IAN058724","Monocotiledônea",NA,"(Lag.) Chase",NA,"Maranhão",NA,"Serra da Malícia, duas léguas de Carolina, Rio Tocantins.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:53:03-03","EAO","IAN","142346","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Ratter, JA; Ferreira, A","2087","1968","07","06","Southern America","Brasil",NA,NA,"Cerrado grass, 60cm tall to the top of the inflorescence.","IAN142346","Monocotiledônea",NA,"(Lag.) Chase",NA,"Mato Grosso",NA,"Close to the Base Camp of the Expedition, c. 270km N of Xavantina on the Xavantina-São Felix road. In cerrado on very sandy soil.","-51.866667","-12.9",NA,NA,NA,NA,NA,NA,"-51.866667","-12.9",NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:53:03-03","EAO","IAN","62307","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Kuhlmann, M","1719","1918","04",NA,"Southern America","Brasil",NA,NA,NA,"IAN062307","Monocotiledônea",NA,"(Lag.) Chase","Black, GA","Mato Grosso",NA,"Diamantino para Quebra-Canella. (Herb. do Jardim Botânico do Rio de Janeiro).",NA,NA,NA,NA,"IAN062307 IAN062307_e",NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:53:03-03","EAO","IAN","62311","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Chase, A","11053","1930","02","26","Southern America","Brasil",NA,NA,NA,"IAN062311","Monocotiledônea",NA,"(Lag.) Chase",NA,"Mato Grosso","Aquidauana","(Herb. Jardim Botânico Rio de Janeiro).",NA,NA,NA,NA,"IAN062311 IAN062311_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-30 12:53:03-03","EAO","IAN","66174","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Löfgren, A","1161","1910","05","05","Southern America","Brasil",NA,NA,NA,"IAN066174","Monocotiledônea",NA,"(Lag.) Chase",NA,"Ceará",NA,"S. Camará.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-30 12:53:03-03","EAO","IAN","87038","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Smith, SG; Idrobo-Muñoz, JM","1417","1950","08","17",NA,"Colômbia",NA,NA,"Common.","IAN087038","Monocotiledônea",NA,"(Lag.) Chase","Swallen, JR",NA,NA,"Open savannah; wooded along stream-bottons. Boca de Monte, Llanos de San Martín. Intendencia Meta.",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:53:03-03","EAO","IAN","90544","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Macêdo, A","2287","1950","04","15","Southern America","Brasil",NA,NA,"Campestre. Inflorescência parda-dourada.","IAN090544","Monocotiledônea",NA,"(Lag.) Chase",NA,"Minas Gerais","Ituiutuba","Local: São Vicente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-30 12:53:03-03","EAO","IAN","58965","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Pires, JM; Black, GA","2545","1950","06","01","Southern America","Brasil",NA,NA,NA,"IAN058965","Monocotiledônea",NA,"(Lag.) Chase",NA,"Maranhão","Carolina","Campo.","-47.4693984985352","-7.33277988433838",NA,NA,NA,"99438","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-30 12:53:03-03","EAO","IAN","62352","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Lisbôa, PLB","2502","1904","08","02","Southern America","Brasil",NA,NA,NA,"IAN062352","Monocotiledônea",NA,"(Lag.) Chase",NA,"Maranhão","Grajaú","(Herbario do Jardim Botânico do Rio).","-46.138599395752","-5.81943988800049",NA,NA,"IAN062352 IAN062352_e","64236","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-30 12:53:03-03","EAO","IAN","50289","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Pires, JM; Black, GA","1708a","1949","08","05","Southern America","Brasil",NA,NA,"Anual; comum.","IAN050289","Monocotiledônea",NA,"(Lag.) Chase",NA,"Maranhão","Imperatriz","Fazenda Vitória.","-47.49169921875","-5.52639007568359",NA,NA,NA,"48110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-30 12:53:03-03","EAO","IAN","96832","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Moraes, JC de","1783","1956","08","20","Southern America","Brasil",NA,NA,NA,"IAN096832","Monocotiledônea",NA,"(Lag.) Chase",NA,"Paraíba","Areia","Capoeiras em terrenos baixos, frescos.","-35.6916999816895","-6.96332979202271",NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-12-04 15:26:39-03","PUCPR","HUCP","25046","S","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Oliveira, GC","68","2001","01","31",NA,"Brasil",NA,NA,"Vereda, herbácea ca. 0,50m; marrom esverdeada. Localizada a 6km da br 050, na altura do km 25, Uberlândia, MG.","HUCP00025046","Monocotiledonea",NA,"(Lag.) M.W. Chase.",NA,"Minas Gerais","Uberlândia","Fazenda Pinusplan","-48.2771987915039","-18.9186000823975",NA,NA,"HUCP00025046","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-12-04 15:26:39-03","PUCPR","HUCP","25018","S","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Oliveira, GC","277","2002","02","28",NA,"Brasil",NA,NA,"Vereda. Herbácea ca. 1,60m. Verde Amarrozada. Localiada a 300m da estrada vicinal RM 479, na altura do km 1,3, Uberlândia, MG.","HUCP00025018","Monocotiledonea",NA,"(Lag.) M.W. Chase.",NA,"Minas Gerais","Uberlândia","Reserva Vegetal do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUCP00025018","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-02 16:29:10-03","CPAN-UFMS","COR","2534","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Feitosa, A. L. A.",NA,"1991","08","05",NA,"Brasil",NA,NA,"Habito: Erva",NA,NA,NA,"(Lag.) Chase","Delfini, C.","Mato Grosso do Sul","Corumbá","Fazenda Fazendinha/ Rio Negro. Terrestre; ; Planície.","-57.551944","-18.075",NA,NA,NA,NA,NA,NA,"57º33'7''W","18º4'30''S",NA,NA,NA,NA,NA,NA
"67","2020-02-08 10:16:20-03","NBC","NL-BOTANY","L.1219441","PreservedSpecimen","Plantae","Gramineae","Axonopus","appendiculatus","Axonopus appendiculatus","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219441",NA,"Poales","(J.Presl) Hitchc. & Chase",NA,NA,NA,"Brasila.",NA,NA,NA,NA,"NL-L1219441",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"68","2020-02-08 10:16:20-03","NBC","NL-BOTANY","U.1492750","PreservedSpecimen","Plantae","Gramineae","Axonopus","appendiculatus","Axonopus appendiculatus","Mexia YEJ",NA,"1931","04","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492750",NA,"Poales","(J.Presl) Hitchc. & Chase",NA,NA,NA,"Minas Gerais, Corinto Fazendo do Diamante, base of Serra do Angico.",NA,NA,NA,NA,"NL-U1492750",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"69","2020-02-08 10:16:20-03","NBC","NL-BOTANY","U.1492751","PreservedSpecimen","Plantae","Gramineae","Axonopus","appendiculatus","Axonopus appendiculatus","Mexia YEJ",NA,"1931","04","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492751",NA,"Poales","(J.Presl) Hitchc. & Chase",NA,NA,NA,"Minas Gerais, Corinto Fazendo do Diamante, base of Serra do Angico.",NA,NA,NA,NA,"NL-U1492751",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"70","2020-02-08 10:16:21-03","NBC","NL-BOTANY","L.1219396","PreservedSpecimen","Plantae","Gramineae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Davidse G",NA,"1971","10","31","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219396",NA,"Poales","(Lag.) Chase",NA,NA,NA,"Amazonas: 8 km S Of Pt. Ayacucho, & just S of Rio Carinagua; savannas between the Rio Orinoco on the road.",NA,NA,NA,NA,"NL-L1219396",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"71","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1493495","PreservedSpecimen","Plantae","Gramineae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Alston AHG",NA,"1938","11","26","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493495",NA,"Poales","(Lag.) Chase",NA,NA,NA,"Federal district, La Florida, near Caracas, Grassy slope.",NA,NA,NA,NA,"NL-U1493495",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"72","2020-02-08 10:16:21-03","NBC","NL-BOTANY","WAG.1316553","PreservedSpecimen","Plantae","Gramineae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Killeen TJ",NA,"1986","03","25","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1316553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1316553",NA,"Poales","(Lag.) Chase",NA,NA,NA,"Santa Cruz, Nuflo de Chavez; Peublo de Concepcion, laguna west of town.","-62","-16.083333",NA,NA,"NL-WAG1316553",NA,NA,NA,"-62.0","-16.083333","Magnoliopsidae",NA,NA,NA,NA,NA
"73","2020-02-08 10:16:21-03","NBC","NL-BOTANY","U.1492627","PreservedSpecimen","Plantae","Gramineae","Axonopus","excavatus","Axonopus excavatus","Ratter JA; Ferreira A; Castro RA de; Andrelinho",NA,"1968","07","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492627",NA,"Poales","(Nees ex Trin.) Henrard",NA,NA,NA,"Flora of Mato Grosso, close to the Base camp of the Expedition, 270 km N. of the Xavantina on the Xavantina- Sao Felix road.","-51.866667","-12.9",NA,NA,"NL-U1492627",NA,NA,NA,"-51.866667","-12.9","Magnoliopsidae",NA,NA,NA,NA,NA
"74","2020-11-04 12:15:42-03","ESALQ","ESA","142143","PreservedSpecimen","Plantae","Poaceae","Axonopus","cf. chrysoblepharis","Axonopus cf. chrysoblepharis","Pott, A.","11024.0","2003","05","07",NA,"Brasil",NA,NA,NA,"ESA142143",NA,NA,"(Lag.) Chase",NA,"Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-11-04 12:18:35-03","ESALQ","ESA","36204","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14985.0","1997","03","23",NA,"Brasil",NA,NA,"Erva; espiguetas verdes.","ESA036204","Magnoliophyta",NA,NA,"Delfini, C.","Mato Grosso","Canarana","Estrada Água Boa -Nova Xavantina, Ca. 40 km após a entrada de Canarana. Savana arborizada (cerrado)","-520.439","-135.429",NA,NA,NA,NA,NA,NA,"-520,439","-135,429",NA,NA,NA,NA,NA,NA
"76","2020-11-04 12:18:35-03","ESALQ","ESA","122362","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Vincent, R.C.","738.0","2002","04","02",NA,"Brasil",NA,NA,"Campo rupestre quartzítico nodular","ESA122362","Magnoliophyta",NA,NA,"Viana, P.L.","Minas Gerais","Nova Lima","Sa. da Calçada/Retiro das Pedras","-43.8466987609863","-19.9855995178223","1300","1300","ESA122362","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-11-04 12:15:42-03","ESALQ","ESA","142802","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Fonseca, M.L","198.0","1995","03","23",NA,"Brasil",NA,NA,NA,"ESA142802",NA,NA,"(Lag.) Chase","Delfini, C.","Goiás","Niquelândia",NA,"-48.4597015380859","-14.4738998413086",NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-11-04 12:15:42-03","ESALQ","ESA","142826","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Eiten, G.","4382.0","1962","04","24",NA,"Brasil",NA,NA,NA,"ESA142826",NA,NA,"(Lag.) Chase","Delfini, C.","Maranhão","Loreto",NA,"-45.1411018371582","-7.08444023132324",NA,NA,NA,"79629","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-11-04 12:15:42-03","ESALQ","ESA","142932","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","G. Eiten & L.T. Eiten","4177.0","1962","04","07",NA,"Brasil",NA,NA,NA,"ESA142932",NA,NA,"(Lag.) Chase",NA,"Maranhão","Loreto",NA,"-45.1411018371582","-7.08444023132324",NA,NA,NA,"79629","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-11-04 12:15:42-03","ESALQ","ESA","141416","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Barbosa, A.A,","3404.0","2000","02","04",NA,"Brasil",NA,NA,NA,"ESA141416",NA,NA,NA,NA,"Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-11-04 12:15:42-03","ESALQ","ESA","142931","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","R.C. Mendonça et al.","3911.0","1999","03","20",NA,"Brasil",NA,NA,NA,"ESA142931",NA,NA,NA,NA,"Tocantins","Lagoa da Confusão",NA,"-49.6236000061035","-10.7936000823975",NA,NA,NA,"144939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-11-04 12:15:42-03","ESALQ","ESA","142929","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","M. Aparecida da Silva et al.","4003.0","1999","03","20",NA,"Brasil",NA,NA,NA,"ESA142929",NA,NA,NA,NA,"Tocantins","Lagoa da Confusão",NA,"-49.6236000061035","-10.7936000823975",NA,NA,NA,"144939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-11-04 12:18:35-03","ESALQ","ESA","120478","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Walter, B.M.T.","1150.0","1992","10","01",NA,"Brasil",NA,NA,NA,"ESA120478","Magnoliophyta",NA,NA,"Feliciano, C.D.","Goiás","Niquelândia","Ponte sobre o Rio Bagagem. Estrada Niquelândia-Colinas do Sul.","-48.4597015380859","-14.4738998413086","440","440",NA,"74171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-11-04 12:18:35-03","ESALQ","ESA","122166","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Vincent, R.C.","363.0","2002","02","11",NA,"Brasil",NA,NA,"Campo rupestre quartzítico nodular úmido","ESA122166","Magnoliophyta",NA,NA,"Viana, P.L.","Minas Gerais","Nova Lima","Sa. da Calçada/Retiro das Pedras","-43.8466987609863","-19.9855995178223","1250","1250","ESA122166","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-04 12:18:35-03","ESALQ","ESA","122361","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Vincent, R.C.","737.0","2002","04","02",NA,"Brasil",NA,NA,"Campo rupestre quartzítico nodular","ESA122361","Magnoliophyta",NA,NA,"Viana, P.L.","Minas Gerais","Nova Lima","Sa. da Calçada/Retiro das Pedras","-43.8466987609863","-19.9855995178223","1300","1300","ESA122361","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-11-04 12:18:35-03","ESALQ","ESA","122363","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Vincent, R.C.","739.0","2002","05","20",NA,"Brasil",NA,NA,"Campo rupestre quartzítico nodular","ESA122363","Magnoliophyta",NA,NA,"Viana, P.L.","Minas Gerais","Nova Lima","Sa. da Calçada/Retiro das Pedras","-43.8466987609863","-19.9855995178223","1300","1300","ESA122363","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-11-04 12:18:35-03","ESALQ","ESA","122364","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Vincent, R.C.","740.0","2002","05","28",NA,"Brasil",NA,NA,"Campo rupestre quartzítico nodular","ESA122364","Magnoliophyta",NA,NA,"Viana, P.L.","Minas Gerais","Nova Lima","Sa. da Calçada/Retiro das Pedras","-43.8466987609863","-19.9855995178223","1300","1300","ESA122364","29211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-11-04 12:18:35-03","ESALQ","ESA","121139","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Delfini, C.","659.0","2012","10","01",NA,"Brasil",NA,NA,"Erva, ca. 1m alt. Espiguetas marrons, tricomas dourados","ESA121139","Magnoliophyta",NA,NA,NA,"Goiás","Alto Paraíso de Goiás","Vale da Lua","-47.5099983215332","-14.1324996948242","1018","1018",NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-02-15 11:47:26-02","IPA","IPA","13010","S","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Sarmento, A.","436","1961","08","25","Southern America","Brasil",NA,NA,"Capim de 20-30 cm alt. infl. dourada.","IPA0013010","Plantae",NA,"(J. Presl) Hitchc. & Chase","Sarmento, A.","Pernambuco","Carpina","Á margem da estrada.","-35.2546997070312","-7.850830078125",NA,NA,NA,"19558","auto","1961",NA,NA,NA,"09","28",NA,NA,NA
"90","2019-07-26 11:40:52-03","IPA","IPA","8864","S","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Vasconcellos, J.M.","8864","1945","05","20","Southern America","Brasil",NA,NA,"(B. Pickel 5865)","IPA0008864","Plantae",NA,"(J. Presl) Hitchc. & Chase","Swallen","Paraíba","Areia","(Escola). Num lugar baixo e úmido.","-35.6916999816895","-6.96332979202271",NA,NA,NA,"15425","auto","1948",NA,NA,NA,"02",NA,NA,NA,NA
"91","2019-07-26 11:40:52-03","IPA","IPA","1146","S","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Sobrinho, V.","1146","1937","09",NA,"Southern America","Brasil",NA,NA,NA,"IPA0001146","Plantae",NA,"(J. Presl) Hitchc. & Chase","Black, G.A.","Pernambuco","Itambé","Aboleiro silicoso","-35.1128005981445","-7.41028022766113",NA,NA,NA,"24207","auto","1948",NA,NA,NA,"12","12",NA,NA,NA
"92","2019-02-15 11:47:26-02","IPA","IPA","11917","S","Plantae","Poaceae","Axonopus","appendiculatus","Axonopus appendiculatus","Giulietti, A.M.","3251","1958","09","25","Southern America","Brasil",NA,NA,NA,"IPA0011917","Plantae",NA,"(J. Presl) Hitchc. & Chase","Sarmento, A.","Pernambuco","Itambé","Estação Experimental do IPA","-35.1128005981445","-7.41028022766113",NA,NA,NA,"24207","auto","1958",NA,NA,NA,"10","31",NA,NA,NA
"93","2019-02-15 11:47:27-02","IPA","IPA","47505","S","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Luetzelburg","26087","1934","05","20","Southern America","Brasil",NA,NA,NA,"IPA0047505","Plantae",NA,"(Lag.)Chase","Costa e Silva, M.B.","Ceará","Crato","Granjeiro, Tabuleiro.","-39.4094009399414","-7.23416996002197",NA,NA,NA,"30071","auto","2004",NA,NA,NA,"10","13",NA,NA,NA
"94","2019-02-15 11:47:27-02","IPA","IPA","15756","S","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Andrade-Lima","66-4593","1966","06","22","Southern America","Brasil",NA,NA,"Planta ereta, pilosa, infl. secas pilosas.","IPA0015756","Plantae",NA,"(Lag.)Chase","Tenório, E.","Amazonas","Humaitá","Ampo do Mangabal, Em frente á faz. de Criação.","-63.0208015441895","-7.50611019134521",NA,NA,NA,"202650","auto","1968",NA,NA,NA,"06","21",NA,NA,NA
"95","2019-02-15 11:47:27-02","IPA","IPA","10863","S","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Moraes, J.C.","1783","1956","08","20","Southern America","Brasil",NA,NA,NA,"IPA0010863","Plantae",NA,"(Lag.)Chase","Black, G.A.","Paraíba","Areia","Capoeira em terrenos baixos e frescos.","-35.6916999816895","-6.96332979202271",NA,NA,NA,"15425","auto","1957",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-20 21:18:54-03","UFV","VIC","035270","PreservedSpecimen","Plantae","Poaceae","Axonopus","chrysoblepharis","Axonopus chrysoblepharis","Rodrigues, A.C.; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"VIC035270",NA,NA,"(Lag.) Chase",NA,"Minas Gerais","Paraopeba","FLONA de Paraopeba, Cerrado stricto sensu denso sobre latossolo vermelho amarelo.","-44.4042015075684","-19.2744007110596",NA,NA,"VIC035270","26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
