"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","individualCount"
"49","2020-04-27 12:22:00-03","MO","MOBOT","101191266","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","B. Wallnöfer (W)","Cyl Farney|J.C. Gomes","Farney 3141","1992","6","25","South America","Brazil","Rio de Janeiro",NA,"Reserva Ecológica Estadual de Jacarepiá, Restinga de Ipitangas,","-42.4333333","-22.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2020-04-27 12:35:00-03","MO","MOBOT","101191269","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","B. Wallnöfer (W)","Dimitri Sucre","Sucre 3728","1968","9","19","South America","Brazil","Rio de Janeiro","Cabo Frio","Restinga de Cabo Frio.","-42.0166667","-22.8833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2020-04-27 12:41:00-03","MO","MOBOT","101191271","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","B. Wallnöfer (W)","E.A. Filho","Filho 144","1993","3","17","South America","Brazil","Rio de Janeiro","Parati","Paraty [= Parati], Área de Proteção Ambiental do Cairuçu, Morro do Carrapato, atrás do Sitio da D. Nadú, acesso pela Rio-Santos, lado direito em direção à São Paulo, 165 m,","-44.6833333","-23.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2020-04-27 12:48:00-03","MO","MOBOT","101191272","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","B. Wallnöfer (W)","R. Marquete","Marquete 1151","1993","7","1","South America","Brazil","Rio de Janeiro","Parati","Mun. Parati, ca. 16 km do Trevo de Parati, entrada a direita da Rio-Santos antes da ponte na mata próxima ao córrego dos Micos,","-44.6833333","-23.3","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2020-04-27 12:30:00-03","MO","MOBOT","1515030","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","B. Wallnöfer (W)","Dorothy Araujo","Araujo 8611","1988","10","20","South America","Brazil","Rio de Janeiro","Saquarema","Mun. Saquarema, Comoros da Lagoa Vermelha,","-42.3833333","-22.9333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"54","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","14893",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","M.F. Santos/XI-2011","L. Kollmann; et al","4275","2001","08","08",NA,"Brasil","Espírito Santo","Santa Teresa","25 de Julho","-40.604167","-19.780556",NA,NA,NA,"Arvoreto 7m. Frutos verdes.","MBML014893","MBML014893",NA,NA,NA,NA,NA,NA,NA,NA,"40W36'15","19S46'50",NA
"55","2020-07-10 09:45:48-03","MBML","MBML-HERBARIO","17944",NA,"Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","M.F. Santos/XI-2011","R.R. Vervloet; et al","1111","2002","10","01",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore com 15m, meia encosta, dossel 15m, sépalas de cor verde, frutos redondos de cor verde com pêlos amarelos, altitude 850m.","MBML017944","MBML017944",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA
"56","2020-09-12 05:00:02-03","US","US","1517620","PreservedSpecimen","Plantae",NA,"Ebenales","Ebenaceae","Diospyros","janeirensis","Diospyros janeirensis","Sandwith",NA,"J. G. Kuhlmann","507","1920","10",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Ad urbem loco Muido [interpreted] Novo.",NA,NA,NA,NA,NA,NA,"US03131379","US03131379_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"57","2019-11-13 11:19:13-03","USP","SPF","162826","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Fiaschi, P","1826","2003","11","02",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada","-39.536111","-14.770278",NA,NA,NA,NA,"SPF00162826",NA,"2014",NA,NA,NA,NA,NA,NA,NA,"-39.536111","-14.770278",NA
"58","2019-11-13 11:19:13-03","USP","SPF","157831","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Fiaschi, P","1290","2003","02","05",NA,"Brasil","Bahia","Buerarema",NA,"-39.288889","-15.105278","600","600",NA,NA,"SPF00157831",NA,"2014",NA,NA,NA,NA,NA,NA,NA,"-39.288889","-15.105278",NA
"59","2019-11-13 11:19:13-03","USP","SPF","175945","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Jardim, JG","1319","1998","01","21",NA,"Brasil","Bahia","Almadina",NA,"-39.696111","-14.735",NA,NA,NA,NA,"SPF00175945",NA,"2014",NA,NA,NA,NA,NA,NA,NA,"-39.696111","-14.735",NA
"60","2019-11-13 11:19:13-03","USP","SPF","177522","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Lopes, MMM","1032","2006","08","11",NA,"Brasil","Bahia","Camacan",NA,"-39.565278","-15.391667","850","850",NA,NA,"SPF00177522","SPF00177522","2014",NA,NA,NA,NA,NA,NA,NA,"-39.565278","-15.391667",NA
"61","2019-11-13 11:19:13-03","USP","SPF","181759","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Lopes, MMM","787","2006","06","05",NA,"Brasil","Bahia","Camacan",NA,"-39.565278","-15.391667","850","850",NA,NA,"SPF00181759",NA,"2014",NA,NA,NA,NA,NA,NA,NA,"-39.565278","-15.391667",NA
"62","2019-11-13 11:19:13-03","USP","SPF","199997","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Mello-Silva, R","3278","2010","12","02",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.073111","-19.162111","48","48",NA,NA,"SPF00199997",NA,"2014",NA,NA,NA,NA,NA,NA,NA,"-40.073111","-19.162111",NA
"63","2019-11-13 11:19:13-03","USP","SPF","135260","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Mello-Silva, R","1545","1999","02","09",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00135260",NA,"2014",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:19:13-03","USP","SPF","225923","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Wallnöfer, B","Silva, IA","353","1982","10","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00225923",NA,"2010","03",NA,"48094","auto",NA,NA,NA,NA,NA,NA
"65","2019-11-13 11:19:13-03","USP","SPF","225924","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Wallnöfer, B","Folli, DA","5572","2007","05","09",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00225924","SPF00225924","2010","03",NA,"48094","auto",NA,NA,NA,NA,NA,NA
"66","2019-11-13 11:19:13-03","USP","SPF","98013","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Silva, IA","120","1979","11","19",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00098013",NA,"2014",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:19:13-03","USP","SPF","189643","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Kollmann, L","4275","2001","08","08",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SPF00189643",NA,"2014",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:19:13-03","USP","SPF","189642","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","Santos, MF","Vervloet, RR","1111","2002","10","01",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"SPF00189642",NA,"2014",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-04 11:15:26-03","UEFS","HUEFS","110918","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","M.F.Santos","Jardim, J.G.","1319","1998","01","21",NA,"Brasil","Bahia","Almadina","Rod. Almadina/Ibitupã, entrada a ca. 5 km W da sede do município. Fazenda Cruzeiro do Sul. Serra do sete-paus, ca. 8 km da entrada. Inventário florestal e fitossociológico.","-39.696111","-14.735",NA,NA,NA,NA,"HUEFS0110918","HUEFS0110918","2014",NA,NA,NA,NA,"Asteranae",NA,NA,"39W41'46''","14S44'6''",NA
"70","2021-03-04 11:15:26-03","UEFS","HUEFS","114204","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","M.F.Santos","Lopes, M.M.M.","1032","2006","08","11",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 10 Km de Camacã na estrada para Jacarecí, 6 Km SW na estrada para a RPPN e Torre de transmissão; trilha do Mirante.","-39.565278","-15.391667","850","850",NA,"Floresta ombrófila densa montana.","HUEFS0114204","HUEFS0114204","2014",NA,NA,NA,NA,"Asteranae",NA,NA,"39W33'55''","15S23'30''",NA
"71","2021-03-04 11:15:26-03","UEFS","HUEFS","117445","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","B.Wallnöfer","Borges, R.A.X.","346","2006","12","09",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 9,7 Km de Camacan na estrada para Jacarecí. Daí 6 Km SW na estrada para a RPPN e torre da Embratel.","-39.565278","-15.391667","900","1000",NA,"Floresta Ombrófila Densa Montana.","HUEFS0117445","HUEFS0117445",NA,NA,NA,NA,NA,"Asteranae",NA,NA,"39W33'55''","15S23'30''",NA
"72","2021-03-04 11:15:26-03","UEFS","HUEFS","110919","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi","M.F.Santos","Fiaschi, P.","1290","2003","02","05",NA,"Brasil","Bahia","Buerarema","Rodovia Buerarema - São José da Vitória(BR 101), ramal à esq., ca. 15 km de Buerarema. Entrada à direita, ca. 9,5 km da BR. Fazenda Sta. Rosa, entrada ca. 500 m à dir. proprietário: José Elias.","-39.288889","-15.105278","600","600",NA,NA,"HUEFS0110919","HUEFS0110919","2014",NA,NA,NA,NA,"Asteranae",NA,NA,"39W17'20''","15S6'19''",NA
"73","2020-02-21 12:15:35-03","F","FMNH-SEEDPLANTS","V0334659F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ebenaceae","Diospyros","janeirensis","Diospyros janeirensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0334659F","V0334659F_01 V0334659F_02",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"74","2020-02-21 12:21:00-03","F","FMNH-SEEDPLANTS","V0334660F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ebenaceae","Diospyros","janeirensis","Diospyros janeirensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0334660F","V0334660F_01 V0334660F_02",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"75","2020-07-23 12:05:08-03","CEPLAC","CEPEC","77555","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos",NA,"M. F. Santos","R. Marquete","1151","2006","07","01",NA,"Brasil","Rio de Janeiro","PARATY","Apa-cairuçu, coórrego do Mico.","-44.5","-23.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/2011","44W30'","23S10'",NA
"76","2020-07-23 12:05:08-03","CEPLAC","CEPEC","96077","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos",NA,"M. F. Santos","P. Fiaschi","1290","1997","02","06",NA,"Brasil","Bahia","BUERAREMA","Rod. Buerarema/São José da Vitória (BR-101), ramal a esq., ca. 15Km de Buerarema. Entrada a direita, ca. 9,5Km da BR. Fazenda Sta. Rosa, entr. Ca 500m. A dir. prop. Sr. José Elias.","-39.288889","-15.105278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/11/2011","39W17'20","15S6'19",NA
"77","2020-07-23 12:05:08-03","CEPLAC","CEPEC","152687","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos",NA,"M. F. Santos","R. Mello-Silva","3278",NA,NA,NA,NA,"Brasil","Espírito Santo","LINHARES",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"78","2020-07-23 12:05:08-03","CEPLAC","CEPEC","9577","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos",NA,"M. F. Santos","R. S. Pinheiro","2315","1973","11","27",NA,"Brasil","Espírito Santo","LINHARES","Km 15 da Rod. Linhares/Povoação.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,"30/11/2011",NA,NA,NA
"79","2020-07-23 12:05:08-03","CEPLAC","CEPEC","9566","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos",NA,"M. F. Santos","R. S. Pinheiro","2269","1973","11","23",NA,"Brasil","Espírito Santo","LINHARES","Km 8 da Rod. Linhares/Vitória.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,"30/11/2011",NA,NA,NA
"80","2020-10-08 08:53:10-03","IBt","SP","337275","S","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi",NA,"Mello-Silva, R","1545","1999","02","09",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"81","2021-01-07 09:33:36-03","IBt","SP","452724","S","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi",NA,"Fontana, AP","5249","2008","05","10",NA,"Brasil","Espírito Santo","Nova Venécia",NA,"-40.4006004333496","-18.710599899292",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42400","auto",NA,NA,NA,NA,NA,NA
"82","2021-01-07 09:33:36-03","IBt","SP","452725","S","Plantae",NA,NA,"Ebenaceae","Diospyros","apeibacarpos","Diospyros apeibacarpos","Raddi",NA,"Forzza, RC","5103","2008","02","19",NA,"Brasil","Espírito Santo","Nova Venécia",NA,"-40.4006004333496","-18.710599899292",NA,NA,NA,NA,NA,NA,NA,NA,NA,"42400","auto",NA,NA,NA,NA,NA,NA
