"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"44","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518105","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Dusén PKH",NA,"1916","02","28","Southern America","Brazil","Santa Catarina",NA,"Paraná, STa. Catharina, Rio Capinsal.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518105","NL-U1518105",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0081714",NA,NA,NA,NA
"45","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518106","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Dusén PKH",NA,"1916","02","28","Southern America","Brazil","Santa Catarina",NA,"Paraná, STa. Catharina, Rio Capinsal.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518106 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518106","NL-U1518106",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0081715",NA,NA,NA,NA
"46","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518107","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Philbrick CT","Lindeman JC; Irgang BE",NA,"1971","10","17","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518107 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518107","NL-U1518107","2000",NA,NA,"Magnoliopsidae","07","01",NA,"U 0039906",NA,NA,NA,NA
"47","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518108","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Philbrick CT","Lindeman JC",NA,"1976","01","01","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518108","NL-U1518108","2000",NA,NA,"Magnoliopsidae","07","01",NA,"U 0039907",NA,NA,NA,NA
"48","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1518109","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Krapovickas A",NA,"1994","10","18","Southern America","Paraguay","Cordillera",NA,"Depto, Cordillera. Salto Piraretá.","-56.916667","-25.5",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1518109 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1518109","NL-U1518109",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,"U 0039908","-56.916667","-25.5",NA,NA
"49","2020-02-08 09:56:43-03","NBC","NL-BOTANY","U.1601597","PreservedSpecimen","Plantae",NA,"Malpighiales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A; Philbrick CT; Novelo R","Lindeman JC; Haas JH de",NA,"1966","05","01","Southern America","Brazil","Paraná",NA,"In rapids in Rio Chopim, ca. 2½ km W of ferry 15 km N of Clevelândia.",NA,NA,NA,NA,NA,"In rapids. On flat rocks in the wettened zone.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1601597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1601597",NA,"2003",NA,NA,"Magnoliopsidae","07","01",NA,"U 0037053",NA,NA,NA,NA
"50","2021-01-14 15:33:12-03","MN","R","213028","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5086","1998","01","19",NA,"Brasil","Rio Grande do Sul","Pouso Novo",NA,"-52.180194",NA,"91","91",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°10'48,7W","29°13'97,6S",NA,NA
"51","2021-01-14 15:33:07-03","MN","R","212991","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5487","1999","01","14",NA,"Brasil","Santa Catarina",NA,NA,"-51.164556",NA,"899","899",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51°09'52,4W","27°23'71,9S",NA,NA
"52","2021-01-14 15:33:07-03","MN","R","212986","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5484","1999","01","14",NA,"Brasil","Santa Catarina","Campos Novos",NA,"-51.164556",NA,"899","899",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51°09'52,4W","27°23'71,9S",NA,NA
"53","2021-01-14 15:33:07-03","MN","R","212985","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5436","1999","01","12",NA,"Brasil","Santa Catarina","Xanxerê",NA,"-52.468083",NA,"618","618",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°28'05,1W","26°45'79,8S",NA,NA
"54","2021-01-14 15:33:07-03","MN","R","212976","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5435","1999","01","12",NA,"Brasil","Santa Catarina","Xanxerê",NA,"-52.468083",NA,"610","610",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°28'05,1W","26°45'79,8S",NA,NA
"55","2021-01-14 15:33:07-03","MN","R","212975","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5436","1999","01","12",NA,"Brasil","Santa Catarina","Xanxerê",NA,"-52.468083",NA,"618","618",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°28'05,1W","26°45'79,8S",NA,NA
"56","2021-01-14 15:33:12-03","MN","R","238862","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Maringá","Rio preto, piscina natural","-44.582381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44°34'56.57W","22°19'27.22S",NA,NA
"57","2021-01-14 15:33:07-03","MN","R","212983","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5686","2001","07","16",NA,"Brasil","Minas Gerais","São João Batista da Glória",NA,"-46.327417","-20.652028","729","729",NA,"Plants of Brazil Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°19'38,7W","20°39'07,3S",NA,NA
"58","2021-01-14 15:33:07-03","MN","R","176471","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Smith, L.B.; Reitz, R.","12791","1964","10","21",NA,"Brasil","Santa Catarina","São Miguel do Oeste",NA,"-53.733333","-26.533333","300","300",NA,NA,NA,NA,"2010",NA,NA,NA,"09","27",NA,NA,"53°44'W","26°32'S",NA,NA
"59","2021-01-14 15:33:07-03","MN","R","176469","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Smith, L.B.; Reitz, R.","14191","1965","01","02",NA,"Brasil","Santa Catarina","São Joaquim","Bom Jardim","-49.583333","-28.366667","1100","1100",NA,NA,NA,NA,"2005",NA,NA,NA,"03","08",NA,NA,"49°35'W","28°22'S",NA,NA
"60","2021-01-14 15:33:07-03","MN","R","212974","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.","5375","1999","01","10",NA,"Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.959667","-27.523722",NA,NA,NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51°57'34,8W","27°31'25,4S",NA,NA
"61","2021-01-14 15:33:07-03","MN","R","176472","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Smith, L.B.; Reitz, R.","14333","1965","01","06",NA,"Brasil","Santa Catarina","São Joaquim","Três Pedrinhas","-49.366667","-28.366667","1200","1200",NA,NA,NA,NA,"2005",NA,NA,NA,"03","08",NA,NA,"49°22'W","28°22'S",NA,NA
"62","2021-01-14 15:33:07-03","MN","R","212980","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5113","1998","01","21",NA,"Brasil","Rio Grande do Sul","Cambará do Sul",NA,NA,"-29.088583","245","245",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50°10'90,1W","29°05'18,9S",NA,NA
"63","2021-01-14 15:33:07-03","MN","R","212981","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5410","1999","01","12",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,"326","326",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°30'74,4W","27°05'71,6S",NA,NA
"64","2021-01-14 15:33:07-03","MN","R","212982","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5699","2001","07","18",NA,"Brasil","Minas Gerais",NA,NA,"-46.416","-21.947944","1072","1072",NA,"Plants of Brazil Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°24'57,6W","21°56'52,6S",NA,NA
"65","2021-01-14 15:33:07-03","MN","R","212984","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5086","1998","01","19",NA,"Brasil","Rio Grande do Sul","Pouso Novo",NA,"-52.180194",NA,"91","91",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°10'48,7W","29°13'97,6S",NA,NA
"66","2021-01-14 15:33:07-03","MN","R","212989","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5455","1999","01","13",NA,"Brasil","Santa Catarina",NA,NA,"-52.29725",NA,"734","734",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°17'50,1W","26°34'81,1S",NA,NA
"67","2021-01-14 15:33:07-03","MN","R","212990","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5485","1999","01","14",NA,"Brasil","Santa Catarina",NA,NA,"-51.164556",NA,"899","899",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51°09'52,4W","27°23'71,9S",NA,NA
"68","2021-01-14 15:33:07-03","MN","R","212992","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5385","1999","01","10",NA,"Brasil","Rio Grande do Sul","Viadutos",NA,"-51.994028","-27.534722","472","472",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51°59'38,5W","27°32'05,0S",NA,NA
"69","2021-01-14 15:33:07-03","MN","R","212993","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5370","1999","01","10",NA,"Brasil","Rio Grande do Sul","Marcelino Ramos",NA,"-51.959667","-27.523722",NA,NA,NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51°57'34,8W","27°31'25,4S",NA,NA
"70","2021-01-14 15:33:12-03","MN","R","212994","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5546","1999","01","18",NA,"Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.2655","-29.021778","896","896",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50°15'55,8W","29°01'18,4S",NA,NA
"71","2021-01-14 15:33:12-03","MN","R","238864","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Bove, C.P. 2568; Philbrick, T.; Philbrick, P.; Ruhfel, B. & Linn, J.",NA,"2019","07","29",NA,"Brasil","Minas Gerais","Maringá","Rio Preto","-44.5825","-22.324167",NA,NA,NA,NA,"R010069483","R010069483","2019",NA,NA,NA,"08",NA,NA,NA,"44°34'57W","22°19'27S",NA,NA
"72","2021-01-14 15:33:12-03","MN","R","212997","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5542","1999","01","18",NA,"Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.2655","-29.021778","896","896",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50°15'55,8W","29°01'18,4S",NA,NA
"73","2021-01-14 15:33:12-03","MN","R","212999","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5699","2001","07","18",NA,"Brasil","Minas Gerais",NA,NA,"-46.416","-21.947944","1072","1072",NA,"Plants of Brazil Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°24'57,6W","21°56'52,6S",NA,NA
"74","2021-01-14 15:33:12-03","MN","R","213029","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5552","1998","01","18",NA,"Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.2655","-29.021778","896","896",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50°15'55,8W","29°01'18,4S",NA,NA
"75","2021-01-15 14:42:37-03","MN","R","213030","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Smith, L.B.; Reitz, R.","A - 12873","1964","10","23",NA,"Brasil","Santa Catarina","Abelardo Luz",NA,"-52.333333","-26.583333","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°20'W","26°35'S",NA,NA
"76","2021-01-14 15:33:12-03","MN","R","212998","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5195","1998","01","26",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"-29.585722","73","73",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50°25'61,0W","29°35'08,6S",NA,NA
"77","2021-01-14 15:33:12-03","MN","R","213027","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5067","1998","01","18",NA,"Brasil","Rio Grande do Sul","Espumoso",NA,NA,"-28.838083","600","600",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°42'66,7W","28°50'17,1S",NA,NA
"78","2021-01-14 15:33:12-03","MN","R","212995","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5074","1998","01","18",NA,"Brasil","Rio Grande do Sul","Espumoso",NA,NA,"-28.838083","600","600",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52°42'66,7W","28°50'17,1S",NA,NA
"79","2021-01-14 15:33:12-03","MN","R","214904","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Couto, R.S.","498","2011","05","25",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-01-14 15:33:12-03","MN","R","214902","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Bove, C.P.","1804","2007","01","09",NA,"Brasil","Goiás","Mineiros",NA,"-52.5511016845703","-17.5694007873535",NA,NA,"Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,"100343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-01-14 15:33:12-03","MN","R","214899","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Werneck, A.; Medeiros, D.","311","2004","09","26",NA,"Brasil","Minas Gerais","Aiuruoca",NA,"-44.603099822998","-21.9755992889404",NA,NA,"Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-01-14 15:33:12-03","MN","R","214901","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Ferreira, F.M.","1124","2006","09","09",NA,"Brasil","Minas Gerais","Baependi",NA,"-44.8899993896484","-21.9589004516602",NA,NA,"Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-01-14 15:33:12-03","MN","R","214900","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Philbrick, C.T.","Ferreira, F.M.","1041","2006","01","20",NA,"Brasil","Minas Gerais","Baependi",NA,"-44.8899993896484","-21.9589004516602",NA,NA,"Álcool 70%","Coleção líquida Podostemaceae",NA,NA,"2006","29865","auto",NA,"07","31",NA,NA,NA,NA,NA,NA
"84","2021-01-14 15:33:07-03","MN","R","212979","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Cervi, A.C.","8693","2004","10","01",NA,"Brasil","Paraná","General Carneiro",NA,"-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,"2005","33284","auto",NA,"06","01",NA,NA,NA,NA,NA,NA
"85","2021-01-14 15:33:12-03","MN","R","214903","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Cervi, A.C.","8877","2006","03",NA,NA,"Brasil","Paraná","General Carneiro",NA,"-51.315601348877","-26.4274997711182",NA,NA,"Álcool 70%","Coleção líquida Podostemaceae",NA,NA,"2006","33284","auto",NA,"03",NA,NA,NA,NA,NA,NA,NA
"86","2021-01-14 15:33:07-03","MN","R","212978","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Nona, C.","228","2005","02","21",NA,"Brasil","Paraná","General Carneiro",NA,"-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,"2005","33284","auto",NA,"06","01",NA,NA,NA,NA,NA,NA
"87","2021-01-14 15:33:07-03","MN","R","212977","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Nona, C.",NA,"2004","02","18",NA,"Brasil","Paraná","General Carneiro",NA,"-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,"2005","33284","auto",NA,"06","01",NA,NA,NA,NA,NA,NA
"88","2021-01-14 15:33:07-03","MN","R","176473","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Smith, L.B.; Reitz, R.","15819","1971","12","16",NA,"Brasil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-01-14 15:33:07-03","MN","R","176468","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Bove, C.P.","Smith, L.B.; Reitz, R.","9886","1957","01","03",NA,"Brasil","Santa Catarina","Joaçaba",NA,"-51.5046997070312","-27.1781005859375","600","600",NA,NA,NA,NA,"2005","18588","auto",NA,"03","08",NA,NA,NA,NA,NA,NA
"90","2021-01-14 15:33:07-03","MN","R","176463","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","Royen, P.V.","Smith, L.B.; Reitz, R.","10188","1957","01","16",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328","1100","1100",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-01-14 15:33:12-03","MN","R","212996","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.","5448","1999","01","12",NA,"Brasil","Santa Catarina","Xanxerê",NA,"-52.4042015075684","-26.8768997192383",NA,NA,NA,"Plants of Brazil Santa Catarina",NA,NA,NA,"16278","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-01-14 15:33:12-03","MN","R","214898","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.",NA,"Bove, C.P.; Costa, W. & Costa, B.B.","1115","2003","03","04",NA,"Brasil","São Paulo","Socorro",NA,"-46.5200004577637","-22.5900001525879",NA,NA,"Álcool 70%","Coleção líquida Podostemaceae",NA,NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2016-02-02 14:38:54-02","BGBM","B","B 10 0127550","S","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","Wedd.",NA,"F. Sellow","4435",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Brasilia aequinoct.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100127550 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100127550","B100127550 B100127550_1",NA,NA,NA,NA,NA,NA,"lectotype",NA,NA,NA,NA,NA
"94","2016-02-02 14:38:54-02","BGBM","B","B 10 0127549","S","Plantae",NA,NA,"Podostemaceae","Podostemum","distichum","Podostemum distichum","Wedd.",NA,"A. F. M. Glaziou","21993",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"type material???; mixed fragments; plant material from lower capsule <a href=http://herbarium.bgbm.org/object/B100127549 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100127549","B100127549 B100127549_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-08-27 13:34:21-03","IAP","PACA-AGP","104487","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Sehnem, A.","1339","1956","03","07",NA,"Brasil","RS",NA,"Vale Vêneto",NA,NA,NA,NA,NA,"Fenofase: flor verde Hábito: erva submersa","PACA104487",NA,"2010",NA,NA,"Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
"96","2019-08-27 13:34:21-03","IAP","PACA-AGP","9027","PreservedSpecimen","Plantae","Magnoliophyta","Podostemales","Podostemaceae","Podostemum","distichum","Podostemum distichum","(Cham.) Wedd.","A.S.Melo","Rambo, B.",NA,"1942","01","16",NA,"Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: In rivo ad rupes Fenofase: estéril","PACA009027",NA,"2010","55856","auto","Magnoliopsida","07","01",NA,NA,NA,NA,NA,NA
