"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"113","2020-12-11 11:41:31-03","UFMG","BHCB","30703","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"114","2020-12-11 11:41:31-03","UFMG","BHCB","30703","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"115","2020-12-11 11:41:31-03","UFMG","BHCB","30700","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"116","2020-12-11 11:41:31-03","UFMG","BHCB","30700","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"117","2020-12-11 11:41:31-03","UFMG","BHCB","28757","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"118","2020-12-11 11:41:31-03","UFMG","BHCB","28757","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"119","2020-12-11 11:41:31-03","UFMG","BHCB","31855","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-11 11:41:31-03","UFMG","BHCB","31855","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:41:31-03","UFMG","BHCB","69483","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Stehmann, JR; Salino, A; Barros, AM; Mota, RC da","3042","Southern America","Brasil",NA,NA,"Árvore, no subosque da mata; frutos verde-avermelhados, muricados. PELD 432. Nome popular: negamina",NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,"2002","03","24","Minas Gerais","Marliéria","Parque Estadual do Rio Doce; caminho para a Lagoa do Meio","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-11 11:41:31-03","UFMG","BHCB","28290","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-11 11:41:31-03","UFMG","BHCB","28290","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"(Poepp. & Endl.) A.DC.",NA,NA,NA,NA,"Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-11 11:41:31-03","UFMG","BHCB","60002","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","glossostyla","Siparuna glossostyla","Brina, AE","s.n.","Southern America","Brasil",NA,NA,"Mata estacional semidecidual",NA,"Dicotyledon",NA,"Perkins",NA,"2000","02","01","Minas Gerais","Açucena","Bacia do Rio Corrente Grande.","-42.5463981628418","-19.0730991363525",NA,NA,NA,NA,NA,NA,NA,NA,"35235","auto",NA,NA,NA,NA,NA,NA
"125","2008-05-27 22:02:00-03","MO","MOBOT","1297366","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Sarah DeWalt|Valentín García|Alcides Serato","DeWalt 323","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","S. Renner","1995","4","25","La Paz","Abel Iturralde","Comunidad de Buena Vista. Parcela perm. de estudio etnobotanico, 3 km al NE de la comunidad, transectos de 2 m, Bosque humedo de llanura.","-67.55","-14.36666",NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"126","2020-07-09 23:15:00-03","MO","MOBOT","2370707","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Alejandro Araujo M.|Paola Gismondi|Norma Flores","Araujo Murakami 1708","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","L. Cayola (LPB), 08/","2004","12","6","La Paz","Abel Iturralde","Madidi, cerranias de los alrededores del campamento de guardaparques El Bala.","-67.5016667","-14.55",NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-20","1",NA
"127","2008-05-27 22:02:00-03","MO","MOBOT","3397334","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","E. Thomas","Thomas 836","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","S. Renner","2004","8","19","Cochabamba","Chapare","Territorio Indigena Parque Nacional Isidoro-Secure, comunity of El Carmen de la Esperanza, tierra firme, primary forest, sandy soil.","-65.95","-16.38333",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2008-05-27 22:02:00-03","MO","MOBOT","45577","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","James C. Solomon","Solomon 14792","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","Ronald Liesner","1985","11","19","Beni","Gral. Ballivian","Serrania Pilón Lajas, 15.8 km N of the bridge over the Río Quiquibey on the road to San Borja. Moist forest along the crest of the Serrania; trees 15-25 m tall.","-67.18333","-15.4",NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-163","4",NA
"129","2008-05-27 22:02:00-03","MO","MOBOT","45168","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Timothy J. Killeen|K. Smith","Killeen 3632","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","Susanne S. Renner (MO)","1992","2","16","Beni","Gral. Ballivian","Serranía Pilón Lajas; La Cumbre del Pilón sobre La carratera Quiquibe-Yucumo, 30 km oeste del Yucumo. Bosque muy húmedo tropical, terreno muy pendiente hasta 60º; suelos rojos arcillosos desarrollado de areniscas rojas, superficiales. Area con muchos disturbios naturales. Muestras preservadas en alcohol.","-67","-15.25",NA,"850.00000000","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","7",NA
"130","2016-03-25 06:58:00-03","MO","MOBOT","3489933","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Rodolfo Vásquez|Christopher Davidson|Sharon R. Christoph|Jim Farfán|Efraín Suclli|Antonio Peña","Vásquez Martínez 32975","South America","Peru",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","Susanne S. Renner (M-MO)","2007","10","29","Cusco","Paucartambo","Distrito Kosñipata. Quebrada Piñi Piñi. Bosque secundario en una trocha de extracción de madera.","-71.40888","-12.87638",NA,"682.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"131","2008-05-27 22:02:00-03","MO","MOBOT","1236976","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","F. Cornejo|A. Balarezo","Cornejo Valverde 3355","South America","Peru",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","Fernando Cornejo","1997","10","26","Cusco","Quispicanchis","Ligeramente colinoso.","-70.68333","-12.98333",NA,"370.00000000","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","2",NA
"132","2008-05-27 22:02:00-03","MO","MOBOT","3123138","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Boris A. Krukoff","Krukoff 5270","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","Ronald Liesner","1933","8","3","Acre",NA,"Near mouth of Rio Macauhan (tributary of Rio Yaco), on terra firma.","-69","-9.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2014-12-18 05:31:00-02","MO","MOBOT","100166726","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Modesto Zárate","Zárate B. 3112","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","M. Zarate (BOLV)","2008","4","10","Cochabamba","Carrasco","Valle de Sacta, a 240 km carretera principal Cochabamba-Santa Cruz, a 4,5 km entrando a la comunidad Pukara. Estación de Valle Sacta.","-64.7672223","-17.0875",NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"134","2018-10-10 15:50:00-03","MO","MOBOT","100250610","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","A. Escalante|I. Loza|M. Cornejo|R. Sonco|F. Delgado|N. Mamani|H. Mamani|Elias Quispe","Escalante Cruz 214","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2009","9","30","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Thola Pampa, sector loma Kallawaya, 1 Km al NE del Caserío.","-68.4658333","-15.0753611",NA,"1242.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","3",NA
"135","2016-03-22 09:07:00-03","MO","MOBOT","100252400","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","A. Escalante|I. Loza|M. Cornejo|R. Sonco|F. Delgado|N. Mamani|H. Mamani|Elias Quispe","Escalante Cruz 291","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2009","9","30","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Thola Pampa, sector loma Kallawaya, 1 Km al NE del Caserío.","-68.4658333","-15.0753611",NA,"1242.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","4",NA
"136","2020-05-01 20:20:00-03","MO","MOBOT","100252758","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","A. Escalante|I. Loza|M. Cornejo|R. Sonco|F. Delgado|N. Mamani|H. Mamani|Elias Quispe","Escalante Cruz 303","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","S. Renner (M)","2009","9","30","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Thola Pampa, sector loma Kallawaya, 1 Km al NE del Caserío.","-68.4658333","-15.0753611",NA,"1242.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","8",NA
"137","2016-03-22 09:07:00-03","MO","MOBOT","100252832","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","A. Escalante|I. Loza|M. Cornejo|R. Sonco|F. Delgado|N. Mamani|H. Mamani|Elias Quispe","Escalante Cruz 319","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2009","9","30","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Thola Pampa, sector loma Kallawaya, 1 Km al NE del Caserío.","-68.4658333","-15.0753611",NA,"1242.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","6",NA
"138","2016-03-22 09:07:00-03","MO","MOBOT","100253859","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","A. Escalante|I. Loza|M. Cornejo|R. Sonco|F. Delgado|N. Mamani|H. Mamani|Elias Quispe","Escalante Cruz 365","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2009","9","30","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Thola Pampa, sector loma Kallawaya, 1 Km al NE del Caserío.","-68.4658333","-15.0753611",NA,"1242.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","4",NA
"139","2016-03-22 09:07:00-03","MO","MOBOT","100253864","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","A. Escalante|I. Loza|M. Cornejo|R. Sonco|F. Delgado|N. Mamani|H. Mamani|Elias Quispe","Escalante Cruz 370","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2009","9","30","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Thola Pampa, sector loma Kallawaya, 1 Km al NE del Caserío.","-68.4658333","-15.0753611",NA,"1242.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","3",NA
"140","2010-11-16 11:01:00-02","MO","MOBOT","100261473","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Otto Buchtien","Buchtien 96","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","Foster's catalog notes file","1907","11",NA,NA,NA,"Mapiri, Charopampa",NA,NA,NA,"570.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"141","2011-06-08 17:16:00-03","MO","MOBOT","100261961","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","José Steinbach","Steinbach G. 3492","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","Foster's Catalog Note File","1917","10",NA,"Santa Cruz","Sara","Monte del Rio Surutú",NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"142","2010-04-02 12:56:00-03","MO","MOBOT","100265058","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Oscar Colque","Colque 368","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","S. Renner (M)","2005","1","10","Cochabamba","Carrasco","Dist. Tres, Sector Coop. Litoral, Isla de Bosque Amazonico de piedemonte andino, eventualmente intervenido por ganado vacuno.","-64.5163889","-17.1883333",NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"143","2010-04-02 12:56:00-03","MO","MOBOT","100265060","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Oscar Colque","Colque 186","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","S. Renne (M)","2004","4","11","Cochabamba","Carrasco","Dist. Tres, Sector Coop. Litoral, Isla de Bosque Amazonico de piedemonte andino, eventualmente intervenido por ganado vacuno.","-64.5277778","-17.2125",NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"144","2010-05-04 17:58:00-03","MO","MOBOT","100271117","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","M. Huamán|R. Rivera|M. Chapeta","Huamán 430","South America","Peru",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","R. Vásquez, Noviembre 2008","2008","11","13","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Santa Rosa de Chuchurras.","-75.2166667","-10.1166667",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"145","2010-09-14 15:14:00-03","MO","MOBOT","100303418","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Isau Huamantupa|Antonio Peña|J.L. Mateo","Huamantupa Chuquimaco 10667","South America","Peru",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.",NA,"2008","4","10","Pasco","Oxapampa","Dist. Palcazú. Parque Nacional Yanachaga-Chemillén, sector Paujil-Quebrada Venado. Parcela RAINFOR 3.","-75.2591667","-10.3469444",NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"146","2018-10-10 15:45:00-03","MO","MOBOT","100347784","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Gabriel Arellano|Pablo Solíz|Óscar Quiroga|J. Salas|B. Apaza|Coda, Severino","Arellano Torres 2248B","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2010","5","7","La Paz","Larecaja","Desde la comunidad de Quilapituni, subiendo por el camino antiguo Ingenio-Mapiri, hasta un lugar llamado Victopampa. Campamento a unas 3 horas a pie bajando hacia el río Chiñijo. Parcela temporal de muestreo (0,1 ha). Parcela nº 380. Plantas alcoholizadas.","-68.3553333","-15.4647752",NA,"1299.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-09","1",NA
"147","2016-03-22 09:07:00-03","MO","MOBOT","100347787","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Gabriel Arellano|Pablo Solíz|Óscar Quiroga|J. Salas|B. Apaza|Coda, Severino","Arellano Torres 2247","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2010","5","7","La Paz","Larecaja","Desde la comunidad de Quilapituni, subiendo por el camino antiguo Ingenio-Mapiri, hasta un lugar llamado Victopampa. Campamento a unas 3 horas a pie bajando hacia el río Chiñijo. Parcela temporal de muestreo (0,1 ha). Parcela nº 380. Plantas alcoholizadas.","-68.3553333","-15.4647752",NA,"1299.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-09","4",NA
"148","2016-03-22 09:07:00-03","MO","MOBOT","100347914","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Gabriel Arellano|Pablo Solíz|Óscar Quiroga|J. Salas|B. Apaza|Coda, Severino","Arellano Torres 2213","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2010","5","7","La Paz","Larecaja","Desde la comunidad de Quilapituni, subiendo por el camino antiguo Ingenio-Mapiri, hasta un lugar llamado Victopampa. Campamento a unas 3 horas a pie bajando hacia el río Chiñijo. Parcela temporal de muestreo (0,1 ha). Parcela nº 380. Plantas alcoholizadas.","-68.3553333","-15.4647752",NA,"1299.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-09","4",NA
"149","2016-03-22 09:07:00-03","MO","MOBOT","100348845","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Gabriel Arellano|Pablo Solíz|J. Salas|Óscar Quiroga|B. Apaza|Coda, Severino","Arellano Torres 1905","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2010","4","25","La Paz","Larecaja","Desde la comunidad de Quilapituni, subiendo por el camino antiguo Ingenio-Mapiri, hasta un lugar llamado Victopampa. Campamento a unas 3 horas a pie bajando hacia el río Chiñijo. Parcela temporal de muestreo (0,1 ha). Parcela nº 376. Plantas alcoholizadas.","-68.3564074","-15.4608796",NA,"1224.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-05","3",NA
"150","2020-01-15 04:34:00-03","MO","MOBOT","100498600","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Jehizon Terán|D. Soux|M. Aliaga|E. Rodríguez|Eric Feltz|Huber Villca","Terán Aguilar 4238","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","S. Renner (M)","2009","10","23","Cochabamba","Carrasco","Chasqui porvenir.","-64.8033333","-16.895",NA,"205.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chasqui 4213","1",NA
"151","2019-01-25 04:36:00-02","MO","MOBOT","100627550","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Luis Valenzuela G.|J.L. Mateo|C. Mateo|J. Chiguanco|P. Francisco|J. Valerio","Valenzuela Gamarra 15084","South America","Peru",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.",NA,"2010","11","21","Pasco","Oxapampa","Dist. Palcazu. Sector Raya. Reserva Comunal Yanesha.","-75.1519444","-10.3802778",NA,"462.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","8",NA
"152","2014-01-09 12:35:00-02","MO","MOBOT","100662759","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Marccus V. Alves|S. Heald|H. Freitas|E. Oliveira","Alves 2614","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","S.S. Renner","2002","2","1","Acre","Porto Acre","Reserva Ecológica de Humaitá, Universidade Federal do Acre.","-67.6705556","-9.7572222",NA,"180.00000000","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"153","2017-07-04 10:02:00-03","MO","MOBOT","100740103","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|A.S. Poma C.|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando|Ibahuari, Basilio","Nieto Ariza 21","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2014","5","12","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8130833","-14.0843611",NA,"215.00000000","217.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-01","3",NA
"154","2017-07-04 10:02:00-03","MO","MOBOT","100740329","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|A.S. Poma C.|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando|Ibahuari, Basilio","Nieto Ariza 171","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2014","5","17","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8030833","-14.0828056",NA,"241.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-04","3",NA
"155","2017-07-04 10:02:00-03","MO","MOBOT","100740438","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|A.S. Poma C.|Cartagena Chuqui, Julio Teddy|Rubín de Celis Castillo, Daniel Fernando|Racua Amutari, Belisario|Ibahuari, Basilio","Nieto Ariza 257","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2014","5","26","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8162778","-14.09025",NA,"215.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-06","3",NA
"156","2017-07-04 10:02:00-03","MO","MOBOT","100740882","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Beatriz Nieto Ariza|Huber Villca Corani|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando|Govezensky, Tamar","Nieto Ariza 617","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2014","7","14","La Paz","Abel Iturralde","Ixiamas, concesión de la empresa forestal Bosques del Norte, arroyo Muri","-67.9085278","-13.4296945",NA,"194.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-10","3",NA
"157","2017-07-04 10:01:00-03","MO","MOBOT","100741007","PreservedSpecimen","Plantae","Siparunaceae","Siparuna","bifida","Siparuna bifida","Beatriz Nieto Ariza|Huber Villca Corani|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando","Nieto Ariza 749","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Poepp. & Endl.) A. DC.","A. Fuentes (LPB)","2014","7","26","La Paz","Abel Iturralde","Ixiamas, concesión de la empresa forestal Bosques del Norte, arroyo Muri","-67.8986389","-13.4350277",NA,"221.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14-14","3",NA
