"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","recordNumber","identifiedBy","imagecode","class","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","order","coordinatePrecision","geoFlag"
"47","2015-04-21 05:44:00-03","MO","MOBOT","100562346","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Ivan Linneo|C. Jaimes","2012","4","5","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Cocapata. Comunidad de Altamachi (ingreso por Quillacollo), 3-4 km NE, zona de Tocoro. <2744-2838>","-66.3477777","-16.9369444",NA,NA,"3584.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Linneo Foronda 2766","S. Churchill",NA,NA,NA,NA,NA,"1","12-3",NA,NA,NA
"48","2009-01-08 14:46:00-02","MO","MOBOT","100157157","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"C. Aldana","2005","5","14","South America","Bolivia","La Paz","Nor Yungas","Parque Nacional Cotapata. Laguna Chaco Khota. Sanjapamapa a 4.5 km al NO de Chucura desviando del Choro.","-68.0405555","-16.2441666",NA,NA,"4020.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Aldana 170","S. Churchill",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"49","2012-04-12 05:10:00-03","MO","MOBOT","100263977","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Alfredo F. Fuentes|H. Huaylla","2008","6","7","South America","Bolivia","La Paz","Franz Tamayo","Area Natural de Manejo Integrado Apolobamba, Agua Blanca y carretera hacia Antaquilla, pasando el río Pelechuco?","-69.1230556","-14.8144444",NA,NA,"4100.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Fuentes Claros 12820","S. Churchill",NA,NA,NA,NA,NA,"4","08-87",NA,NA,NA
"50","2011-02-17 15:20:00-02","MO","MOBOT","100348779","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Isau Huamantupa","2005","9","23","South America","Peru","Cusco","La Convención","Dist. Santa Teresa, Uchuyillaspay.","-72.625","-13.1230556",NA,NA,"3800.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Huamantupa Chuquimaco 7051B",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"51","2011-03-26 01:43:00-03","MO","MOBOT","100359617","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1991","7",NA,"South America","Bolivia","La Paz","Inquisivi","Boca del Rio Calvario. 9 km SE de Choquetnga. Cerca al rio Calvario, junto al Rio Glorieta.","-67.2833333","-16.9166667",NA,NA,"3370.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 39008","S. Churchill",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"52","2015-04-21 05:44:00-03","MO","MOBOT","100557916","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Ivan Linneo|C. Jaimes","2012","4","4","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Cocapata, comunidad de Altamachi (ingreso por Quillacollo), 5 a 6 km NE en línea recta. <2628-2722>","-66.3263889","-16.9277778",NA,NA,"3534.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Linneo Foronda 2713","S. Churchill",NA,NA,NA,NA,NA,"1","12-1",NA,NA,NA
"53","2018-07-07 11:00:00-03","MO","MOBOT","101054379","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1978","11","14","South America","Ecuador","Bolívar",NA,"Prov. Bolívar/Prov. Chimborazo: Summit of Riobamba - Guaranda road, west of San Juan.","-78.85","-1.6",NA,NA,"4120.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 78-2609","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"54","2015-04-21 05:44:00-03","MO","MOBOT","100562439","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Ivan Linneo|C. Jaimes","2012","4","4","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Cocapata, comunidad de Altamachi (ingreso por Quillacollo), 5 a 6 km NE en línea recta. <2628-2722>","-66.3263889","-16.9277778",NA,NA,"3534.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Linneo Foronda 2709","S. Churchill",NA,NA,NA,NA,NA,"1","12-1",NA,NA,NA
"55","2015-04-21 05:44:00-03","MO","MOBOT","100562482","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Ivan Linneo|C. Jaimes","2012","4","5","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Cocapata. Comunidad de Altamachi (ingreso por Quillacollo), 3-4 km NE, zona de Tocoro. <2744-2838>","-66.3477777","-16.9369444",NA,NA,"3584.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Linneo Foronda 2826A","S. Churchill",NA,NA,NA,NA,NA,"1","12-3",NA,NA,NA
"56","2015-04-21 05:44:00-03","MO","MOBOT","100562494","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Ivan Linneo|C. Jaimes","2012","4","4","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Cocapata, comunidad de Altamachi (ingreso por Quillacollo), 5 a 6 km NE en línea recta. <2628-2722>","-66.3263889","-16.9277778",NA,NA,"3534.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Linneo Foronda 2711B","S. Churchill",NA,NA,NA,NA,NA,"1","12-1",NA,NA,NA
"57","2015-04-21 05:44:00-03","MO","MOBOT","100564820","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Ivan Linneo|C. Jaimes","2012","4","5","South America","Bolivia","Cochabamba","Ayopaya","Municipio de Cocapata. Comunidad de Altamachi (ingreso por Quillacollo), 3-4 km NE, zona de Tocoro. <2744-2838>","-66.3477777","-16.9369444",NA,NA,"3584.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Linneo Foronda 2745A","S. Churchill",NA,NA,NA,NA,NA,"1","12-3",NA,NA,NA
"58","2018-01-01 12:39:00-02","MO","MOBOT","100667909","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Narel Paniagua Zambrana","2013","11","21","South America","Peru","La Libertad","Bolivar","Uchumarca, Chivane, subida a Conga de Yonan.","-77.7263056","-7.0672778",NA,NA,"3550.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Paniagua Zambrana 8866","B. Allen",NA,NA,NA,NA,NA,"5","26",NA,NA,NA
"59","2018-07-07 10:55:00-03","MO","MOBOT","100811874","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1978","11","14","South America","Ecuador","Bolívar",NA,"Prov. Bolívar/Prov. Chimborazo: Summit of Riobamba - Guaranda road, west of San Juan.","-78.85","-1.6",NA,NA,"4120.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 78-2596","R. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"60","2015-06-16 02:51:00-03","MO","MOBOT","100822154","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"T. Herzog","1911","4",NA,"South America","Bolivia","Santa Cruz",NA,"Comarapa.","-64.5166667","-17.9",NA,NA,"2600.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Herzog 3936",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"61","2016-09-11 22:33:00-03","MO","MOBOT","100928482","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Knoche, E.","1909",NA,NA,"South America","Bolivia","La Paz",NA,"Aguila, Cordillera Real.","-67.7833333","-16.6333333",NA,NA,"5200.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Knoche 53","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"62","2016-09-11 23:01:00-03","MO","MOBOT","100928485","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"T. Herzog","1911","5",NA,"South America","Bolivia","Cochabamba",NA,"Tablas.","-66","-17.1166667",NA,NA,"3400.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Herzog 2873","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"63","2017-08-04 21:01:00-03","MO","MOBOT","100928554","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Lukas, B.","1932",NA,NA,"South America","Peru","Ancash",NA,"Cordillera Blanca, Pico Cajon Rury.","-77.5833333","-9.1666667",NA,NA,"4600.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lukas 3013","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"64","2016-09-12 12:21:00-03","MO","MOBOT","100928555","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"D. Stafford","1937","10",NA,"South America","Peru","Cusco",NA,"Marcapata.","-71.0166667","-13.7333333",NA,NA,"3650.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Stafford 1011","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"65","2017-05-27 13:29:00-03","MO","MOBOT","100928557","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Carl Troll","1927",NA,NA,"South America","Bolivia","La Paz","Inquisivi","Yungas von Inquisive, Cejagurtel bei Negracota.",NA,NA,NA,NA,"3200.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Troll 82","R.H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"66","2017-09-25 13:33:00-03","MO","MOBOT","100998904","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Jesús Muñoz","1998","7","26","South America","Colombia","Nariño",NA,"Subida al volcán Cumbal.","-77.85","0.9333333",NA,NA,"3500.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Muñoz 98-246",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"67","2018-07-07 03:05:00-03","MO","MOBOT","101054376","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1978","11","9","South America","Ecuador","Azuay",NA,"Area Nacional de Recreación Cajas, small lakes NW of head of Río Maladero, WNW of Sayausí.","-79.2333333","-2.8",NA,NA,"3950.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 78-2420","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"68","2018-07-07 03:08:00-03","MO","MOBOT","101054377","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"William C. Steere","1984","10","23","South America","Ecuador","Azuay",NA,"Gualaceo-Sucúa road, E of Cuenca, on wet roadside cliffs in highest pass and W of it.","-78.8","-3.1666667",NA,NA,"3210.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Steere 27744","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"69","2018-07-07 10:53:00-03","MO","MOBOT","101054378","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1978","11","14","South America","Ecuador","Bolívar",NA,"Prov. Bolívar/Prov. Chimborazo: Summit of Riobamba - Guaranda road, west of San Juan.","-78.85","-1.6",NA,NA,"4120.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 78-2539","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"70","2018-07-07 11:18:00-03","MO","MOBOT","101054382","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"William C. Steere","1943","8",NA,"South America","Ecuador","Carchi",NA,"Cordillera Occidental, páramo above Tufiño, SE slope Volcán Chiles.","-77.9","0.8",NA,NA,"3505.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Steere 8749","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"71","2018-07-07 11:20:00-03","MO","MOBOT","101054383","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"William C. Steere","1943","8",NA,"South America","Ecuador","Carchi",NA,"Cordillera Occidental, páramo above Tufiño, SE slope Volcán Chiles.","-77.9","0.8",NA,NA,"3505.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Steere 8748","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"72","2018-07-07 12:29:00-03","MO","MOBOT","101054384","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1978","12","14","South America","Ecuador","Tungurahua",NA,"Volcán Tungurahua, trail from Banos.","-78.4333333","-1.45",NA,NA,"3700.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 78-3428","W.C. Steere",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"73","2009-08-21 06:28:00-03","MO","MOBOT","90039708","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Michelle J. Price","1995","10","2","South America","Ecuador","Azuay",NA,"El Cajas National Recreation Park. On SSW slope of E-W ridge parallel with road through park. Below Peak Portada de Burn <16-31, 46>","-79.28333","-2.9",NA,NA,"3700.00000000","4200.00000000",NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Price 27","R.H. Zander",NA,NA,NA,NA,NA,"1","95-2",NA,NA,NA
"74","2013-01-08 11:22:00-02","MO","MOBOT","90041030","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1987","5","27","South America","Bolivia","La Paz","Inquisivi","Cordillera de Quimsa Cruz on E slope of pass throughCerro Colombia to Mina Huichincani (ex Mina Don Vincente)ca 0.5 km NE of Represa Pacuni and 8.5 km NW of Quime.","-67.3","-16.95",NA,NA,"4270.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 87-372","P. M. Eckel",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"75","2009-11-20 12:13:00-02","MO","MOBOT","90042859","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill|Julio C. Betancur B.","1991","5","9","South America","Colombia","Tolima","Casabianca","Cerca del Nevado del Ruiz, carretera a Murillo. Páramo. <17881-17291>","-75.28333","4.93333",NA,NA,"3885.00000000","3975.00000000",NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Churchill 17894","R.H. Zander",NA,NA,NA,NA,NA,"1","91-25",NA,NA,NA
"76","2019-06-15 04:36:00-03","MO","MOBOT","90051581","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Pirkko Hegewald|Eberhard Hegewald","1973","8","31","South America","Peru","Amazonas","Chachapoyas","Calla-Calla, zw. Balsas u. Leimebamba. <6890-6967>","-77.81666","-6.75",NA,NA,"3100.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Hegewald 6948","R. Zander",NA,NA,NA,NA,NA,"1","73-81",NA,NA,NA
"77","2019-06-15 04:36:00-03","MO","MOBOT","90058075","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Pirkko Hegewald|Eberhard Hegewald","1977","7","6","South America","Peru","Ayacucho","La Mar","3 km from Ayna in the direction of Ayacucho. <9044-9072>","-73.9166667","-12.65",NA,NA,"1000.00000000","2000.00000000",NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Hegewald 9075","R. E. Zander",NA,NA,NA,NA,NA,"1","77-54",NA,NA,NA
"78","2010-10-14 11:00:00-03","MO","MOBOT","90060616","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1988","11","11","South America","Bolivia","La Paz","Franz Tamayo","Along the trail between Pelechuco and Moxos ca. 2 km downstream from Pelechuco.","-69.0333333","-14.7833333",NA,NA,"3600.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 88-1584",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"79","2008-05-27 22:02:00-03","MO","MOBOT","90071046","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1979","5","30","South America","Bolivia","Cochabamba","Chapare","Near summit of Cerro Chua Laguna, north of Corani.","-65.88333","-17.21666",NA,NA,"3375.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 79-2278A","R. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"80","2008-05-27 22:02:00-03","MO","MOBOT","90071047","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1979","4","22","South America","Bolivia","La Paz","Murillo","Head of Río Zongo at SW slope of Cerro Chekhara.","-68.1","-16.28333",NA,NA,"4630.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 79-1845","R. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","90071048","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1987","7","22","South America","Bolivia","La Paz","Inquisivi","Along Quime-Molinos road 3 km W of Quime from their base, ca 300 m up the falls, locally known as Cascada Naranjani.","-67.23333","-16.98333",NA,NA,"3490.00000000","3570.00000000",NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 87-653","B. Allen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2018-07-07 10:57:00-03","MO","MOBOT","90071049","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1978","11","14","South America","Ecuador","Bolívar",NA,"Prov. Bolívar/Prov. Chimborazo: Summit of Riobamba - Guaranda road, west of San Juan.","-78.85","-1.6",NA,NA,"4120.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 78-2594","R. H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","90071050","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1979","3","2","South America","Bolivia","La Paz","Camacho","1 km below Escoma-Charasani road, ca. 3 km S of Amarete turnoff, NNW of Chuma.","-69.03333","-15.26666",NA,NA,"4660.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 79-919","R. Zander",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"84","2009-12-04 09:35:00-02","MO","MOBOT","90071051","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Bernardo R. Ramírez Padilla","1995","12","3","South America","Colombia","Nariño","Sapuyes","Páramo de Paja Blanca.","-77.6","1.96666",NA,NA,"3500.00000000","3600.00000000",NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Ramírez Padilla 9007","spc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-11-20 12:13:00-02","MO","MOBOT","90071052","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"S. P. Churchill|Julio C. Betancur B.","1991","5","9","South America","Colombia","Caldas","Villamaria","Cerca de Km 214, carretera a Nevado del Ruiz. Bosque montano alto, en cañon. <17922-17942>","-75.35","4.91666",NA,NA,"3575.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Churchill 17927","spc",NA,NA,NA,NA,NA,NA,"91-26",NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","90127436","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"HOLLAENDER","1991","8","28","South America","Colombia","Cauca",NA,"Purace, PNN Purace, Volc. Purace, via a Termales de San Juan","-76.38333","2.35",NA,NA,"3225.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","HOLLAENDER 1450","Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2011-10-05 04:59:00-03","MO","MOBOT","90071056","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Dana G. Griffin, III|et al.","1972","7",NA,"South America","Venezuela","Mérida",NA,"Distrito Rangel: Sierra de Santo Domingo, Páramo de Mucubají.","-70.8","8.78333",NA,NA,"3200.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Griffin III 017459","R. Zander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-08-24 12:11:00-03","MO","MOBOT","90071057","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1973","6","9","South America","Colombia","Arauca",NA,"Sierra Nevada del Cocuy, Quebrada El Playón, Plan de S. José.","-72.25","6.41666",NA,NA,"3625.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 10070","R. H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"89","2009-08-24 12:11:00-03","MO","MOBOT","90071058","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1973","5","22","South America","Colombia","Boyacá",NA,"Páramo de Pisva [Pisba], carretera Socha - La Punta Km 61. Alto de Calarcá.","-72.61666","5.88333",NA,NA,"3600.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 9895","R. H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"90","2009-08-24 12:11:00-03","MO","MOBOT","90071059","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","6","10","South America","Colombia","Boyacá",NA,"Páramo de Pisba.","-72.61666","5.88333",NA,NA,"3600.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef s.n.","R. H. Zander",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2018-07-23 12:22:00-03","MO","MOBOT","90071060","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1973","4","28","South America","Colombia","Cundinamarca",NA,"Cebeceras de la Quebrada Chuza entre la mina de cal del páramo de Palacio y el páramo de Chingaza, Laguna Seca y alrededores, Alto La Cumbre.","-73.75","4.5166667",NA,NA,"3650.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 9657","R. H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"92","2009-08-24 12:11:00-03","MO","MOBOT","90071061","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1973","5","24","South America","Colombia","Boyacá",NA,"Páramo de Chita, cabeceras del Río Casanare. Hoya Lag. Chorros Blancos, unos 2 km al NE del Peñón Debisques.","-72.3","6.41666",NA,NA,"3340.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 9941","R. H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"93","2009-08-24 12:11:00-03","MO","MOBOT","90071062","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Antoine M. Cleef","1972","1","31","South America","Colombia","Meta",NA,"Páramo de Sumapaza, Cerro Nevado del Sumapaz.","-74.2","3.75",NA,NA,"4100.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Cleef 1416","R. H. Zander",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"94","2019-06-15 04:36:00-03","MO","MOBOT","90072611","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Pirkko Hegewald|Eberhard Hegewald","1977","7","6","South America","Peru","Ayacucho","Huanta","Pass Tapuna between Tambo and Ayna. <9075-9108>","-73.96666","-12.78333",NA,NA,"3800.00000000","3850.00000000",NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Hegewald 9097","R. Zander",NA,NA,NA,NA,NA,"1","77-56",NA,NA,NA
"95","2019-06-15 04:36:00-03","MO","MOBOT","90072763","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Pirkko Hegewald|Eberhard Hegewald","1977","7","8","South America","Peru","Junín","Huancayo","West of the pass Huaytapallana. 30 km from Huancayo in the direction of Parihuanca. <9165-9195>","-75.11666","-12.03333",NA,NA,"4550.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Hegewald 9176","R.H. Zander",NA,NA,NA,NA,NA,"1","77-61",NA,NA,NA
"96","2019-06-15 04:36:00-03","MO","MOBOT","90072765","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Pirkko Hegewald|Eberhard Hegewald","1977","7","8","South America","Peru","Junín","Huancayo","West of the pass Huaytapallana. 30 km from Huancayo in the direction of Parihuanca. <9165-9195>","-75.11666","-12.03333",NA,NA,"4550.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Hegewald 9179","EH",NA,NA,NA,NA,NA,"1","77-61",NA,NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","90073877","PreservedSpecimen","Plantae","Pottiaceae","Leptodontium","wallisii","Leptodontium wallisii",NA,"Marko Lewis","1988",NA,NA,"South America","Bolivia","La Paz","Nor Yungas","Between Cumbre de La Paz & Unduavi road, between Laguna Kolini & Cuadrilla 35, south slope of Cerro Picacho Kasiri.","-68.03333","-16.31666",NA,NA,"4350.00000000",NA,NA,NA,NA,NA,NA,"(Müll. Hal.) Kindb.","Lewis 88-753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
