"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","maximumElevationInMeters","typeStatus","individualCount","fieldNumber","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","coordinatePrecision","geoFlag"
"49","2012-04-20 05:09:00-03","MO","MOBOT","1251649","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rocío Rojas","Rojas Gonzáles 0168","1997","7","24","South America","Peru","Amazonas","Distrito El Cenepa, Comunidad de Tutino. Bosque primario.","-78.19277","-4.57527","300.00000000",NA,NA,NA,NA,"R. Vasquez (MO)","Condorcanqui",NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA
"50","2018-08-22 21:33:00-03","MO","MOBOT","1252138","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez|et al.","Vásquez Martínez 22347","1997","1","26","South America","Peru","Amazonas","Distrito El Cenepa, Comunidad de Mamayaque, Río Cenepa, Quebrada Saasa. Bosque primario, sobre colinas.","-78.19444","-4.52777","300.00000000",NA,NA,NA,NA,"Marcela Mora","Condorcanqui",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"51","2014-04-04 05:50:00-03","MO","MOBOT","1253922","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez|et al.","Vásquez Martínez 24130","1997","6","24","South America","Peru","Amazonas","Distrito El Cenepa, Comunidad de Tutino, Cerro Tutino. Bosque primario, sobre arenisca, suelo cubierto por un manto esponjoso de raíces Campau.","-78.20416","-4.56388","600.00000000",NA,NA,NA,NA,"R. Vasquez (MO)","Condorcanqui",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-09-15 10:03:00-03","MO","MOBOT","1280900","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Alwyn H. Gentry|David N. Smith","Gentry 36038","1982","3","4","South America","Peru","Pasco","Drainage of Río Palcazu between Km 51 and 60 of new road in construction NW of Villa Rica toward Puerto Bermudez, wet tropical forest in steep foothills.","-75.0833333","-10.5","700.00000000",NA,NA,NA,NA,"Marcela Mora",NA,NA,NA,"5","2267",NA,NA,NA,NA,NA,NA,NA
"53","2018-04-26 10:53:00-03","MO","MOBOT","1905463","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Abel Monteagudo|Carlos Mateo|Gregorio Ortiz","Monteagudo Mendoza 4252","2002","10","23","South America","Peru","Pasco","Distrito Palcazu. Parque Nacional Yanachaga Chemillén. Estación Biológica Paujil. Bosque secundario.","-75.25","-10.31666","400.00000000",NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA
"54","2018-04-26 10:57:00-03","MO","MOBOT","2737713","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez|Abel Monteagudo|Antonio Peña|Rolando Francis|J.L. Mateo","Vásquez Martínez 29589","2004","2","24","South America","Peru","Pasco","Dist. Palcazú. Reserva Comunal Yanesha-Sector Azulis. Bosque primario.","-75.11277","-10.48583","670.00000000",NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA
"55","2011-06-08 11:54:00-03","MO","MOBOT","3196111","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","José Schunke V.","Schunke Vigo 5762","1962","1","20","South America","Peru","San Martín","Camino a Porongo (Uchiza).",NA,NA,"450.00000000",NA,NA,NA,NA,"Ronald Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2016-11-04 05:21:00-02","MO","MOBOT","3336123","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Edwin Becerra González","Becerra González 1238","2006","3","13","South America","Peru","Pasco","Dist. Palcazú. Iscozacín. Fundo de Walter Westraicher. Bosque intervenido y chacra","-75.17388","-10.215","500.00000000",NA,NA,NA,NA,NA,"Oxapampa",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA
"57","2018-05-04 14:36:00-03","MO","MOBOT","3342630","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez","Vásquez Martínez 31377","2006","3","31","South America","Peru","Pasco","Dist. Palcazú, Parque Nacional Yanachaga-Chemillén, Estación Biológica Paujil-hacia pozo tigre. Bosque primario.","-75.25194","-10.33777","450.00000000",NA,NA,NA,NA,"I. Villalba (HOXA), 2014 confirmed M. Mora","Oxapampa",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","3346348","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Guillermo Klug","Klug 2651","1932","9",NA,"South America","Peru","San Martín","Pongo de Cainarachi, Río Cainarachi, tributary of Río Huallaga, forest.",NA,NA,"230.00000000",NA,NA,NA,NA,"Al Gentry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-28 05:47:00-03","MO","MOBOT","3347534","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Pedro Acevedo-Rodríguez|Deborah Bell|Katheryn Rankin|Stephen F. Smith","Acevedo-Rodríguez 9057","1997","1","24","South America","Peru","Cusco","Camiesea. Campamento San Martin-C, Camimisea Production Unit. S and SW of camp. Primary, moist, lowland, non-flooded forest dominated by bamboo (Guadua).","-72.6991666","-11.7855555","450.00000000",NA,NA,NA,NA,"Marcela Mora","Cusco",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
"60","2018-04-26 11:04:00-03","MO","MOBOT","341163","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","David N. Smith","Smith 2874","1982","12","1","South America","Peru","Pasco","2-3 km E of Iscozacin. Shiringal soil tan-colored or sandy, said to be too poor for crops.","-75.21666","-10.18333","400.00000000",NA,NA,NA,NA,"Marcela Mora","Oxapampa",NA,NA,"5","82-212",NA,NA,NA,NA,NA,NA,NA
"61","2018-05-17 15:56:00-03","MO","MOBOT","341311","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","David N. Smith|Willi Brack E.|Elsa Meza","Smith 5457","1983","12","28","South America","Peru","Pasco","Villa Rica-Yesú road. Primary forest remnants and second growth.","-75.3","-10.73333","1600.00000000",NA,NA,NA,NA,"Marcela Mora (S. decurrens)","Oxapampa",NA,NA,"6","83-175",NA,NA,NA,NA,NA,NA,NA
"62","2020-09-15 10:26:00-03","MO","MOBOT","341338","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Alwyn H. Gentry|Juan Revilla|Douglas C. Daly","Gentry 19001","1977","4","4","South America","Peru","Loreto","Río Corrientes at the Ecuador border. Between Teniente Lopez and Puesto Avanzado.","-76.1666667","-2.5166667","280.00000000",NA,NA,NA,NA,"Marcela Mora","Loreto","350.00000000",NA,"1","1050",NA,NA,NA,NA,NA,NA,NA
"63","2020-08-16 04:38:00-03","MO","MOBOT","341863","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Milton Tirado|Vlastimil Zak|Lorenzo Vargas|Hector Andi","Tirado 193","1993","8","4","South America","Ecuador","Pastaza","Parroquia Curaray. Pozo Petrolero Villano 2 de ARCO. Entre los ríos Iquino y Villano. Bosque húmedo Tropical. Bosque primario sobre colinas disectadas.","-77.45","-1.48333","350.00000000",NA,NA,NA,NA,"Marcela Mora","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-10-12 11:22:00-03","MO","MOBOT","341960","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","James Aronson","Aronson 788","1979","4","9","South America","Peru","Loreto","Río Pastaza. Campamento Andoas.","-76.46666","-2.8","2218.00000000",NA,NA,NA,NA,"Marcela Mora","Loreto",NA,NA,"7","166",NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","342005","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Fernando Hurtado|Pauchi, Berna","Hurtado 2417","1989","7","14","South America","Ecuador","Napo","Cantón Archidona. Area al sureste del Volcann Sumaco. Carretera Hollín-Loreto, Km 65. Huaticocha. Bosque primario. Bosque muy húmedo Tropical.","-77.46666","-0.75","620.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"4","89-18",NA,NA,NA,NA,NA,NA,NA
"66","2019-08-31 11:02:00-03","MO","MOBOT","342033","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","John James Pipoly, III|et al.","Pipoly 17465","1993","12","1","South America","Colombia","Antioquia","Zona limitrofe del Parque Nacional Natural Las Orquídeas. Vereda Calles. Alto de Palmitas, ca. 1 km de la Cabaña de Calles del INDERENA. Bosque nublado sobre pendientes fuertes. Colectado con W. Rodríguez, J. Velez & O. Alvarez.","-76.31666","6.53333","1300.00000000",NA,NA,NA,NA,"M.M. Mora & P.P. Lowry II","Urrao","1400.00000000",NA,"5","69",NA,NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","342112","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Martín E. Timaná","Timaná 1146","1990","11","24","South America","Peru","Cusco","Dto. Camanti, Manití. Camino que conduce a la represa en el Río Yanamono. Bosque de terraza, levemente perturbado.","-70.8","-13.28333","720.00000000",NA,NA,NA,NA,"D. Frodin (PH)","Quispicanchis",NA,NA,"6","30",NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","342147","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Martín E. Timaná","Timaná 972","1990","10","13","South America","Peru","Cusco","Camanti, Maniri. Colectadas desde la carretera por el camino que conduce a la represa en el Río Yanamayo. Bosque de terraza, levemente perturbado.","-70.8","-13.28333","720.00000000",NA,NA,NA,NA,"D. Frodin (PH)","Quispicanchis",NA,NA,"3","22",NA,NA,NA,NA,NA,NA,NA
"69","2018-10-16 06:37:00-03","MO","MOBOT","342365","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Carlos E. Cerón","Cerón Martínez 862","1987","1","17","South America","Ecuador","Napo","Reserva Biológica Jatun Sacha. Río Napo, 8 km abajo de Misahuallí.","-77.6","-1.0666667","450.00000000",NA,NA,NA,NA,"D. Frodin, l988 (PH)",NA,NA,NA,"2","87-1",NA,NA,NA,NA,NA,NA,NA
"70","2021-01-01 19:07:00-03","MO","MOBOT","342377","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Carlos E. Cerón","Cerón Martínez 1229","1987","4","24","South America","Ecuador","Napo","Reserva Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí. Bosque muy Húmedo Tropical.","-77.6","-1.0666667","450.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"3","87-7",NA,NA,NA,NA,NA,NA,NA
"71","2011-06-09 17:51:00-03","MO","MOBOT","342401","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Carlos E. Cerón","Cerón Martínez 1313","1987","4","24","South America","Ecuador","Napo","Reserva Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí. Bosque muy Húmedo Tropical.","-77.6","-1.06666","450.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"6","87-7",NA,NA,NA,NA,NA,NA,NA
"72","2021-01-01 19:33:00-03","MO","MOBOT","342509","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","David A. Neill","Neill 9005","1989","5","8","South America","Ecuador","Napo","Cantón Tena. Jatun Sacha Biological Station. Río Napo, 8 km E of Misahuallí. Tropical Wet Forest. Primary forest, on hills, red clay soil, Dystropept.","-77.6","-1.0666667","400.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"3","89-17",NA,NA,NA,NA,NA,NA,NA
"73","2016-10-13 05:56:00-03","MO","MOBOT","342565","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","David A. Neill|Marc A. Baker|Walter A. Palacios|Jorge Zaruma","Neill 6052","1985","3","9","South America","Ecuador","Napo","Jatun Sacha Biological Station.","-77.6","-1.06666","400.00000000",NA,NA,NA,NA,"D. Frodin","Tena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","342571","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios","Palacios Cuenca 374","1985","5","18","South America","Ecuador","Napo","Jatun Sacha Biological Station. Río Napo, 8 km east of Misahualli.","-77.6","-1.06666","400.00000000",NA,NA,NA,NA,"D. Frodin (K)","Tena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2010-09-23 13:26:00-03","MO","MOBOT","342668","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Percy Núñez V.","Núñez Vargas 14027","1991","8","10","South America","Peru","Cusco","Hills around Río Araza between Pande Azucar and Quince Mil Airport. Forests 292 km from Cusco.","-70.75","-13.2166667","643.00000000",NA,NA,NA,NA,NA,"Quispicanchis",NA,NA,"4","97",NA,NA,NA,NA,NA,NA,NA
"76","2018-07-27 11:35:00-03","MO","MOBOT","343069","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Rodolfo Vásquez","Vásquez Martínez 4439","1983","9","9","South America","Peru","Loreto","Andoas. Bosque transicional.","-76.41666","-2.91666","180.00000000",NA,NA,NA,NA,"D. Frodin (PH),1991. Conf. M.Mora","Alto Amazonas",NA,NA,"4","83-30",NA,NA,NA,NA,NA,NA,NA
"77","2018-06-13 16:08:00-03","MO","MOBOT","343129","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Vlastimil Zak|Daniel Rubio","Zak 4295","1989","4","1","South America","Ecuador","Pastaza","Carretera de PETRO-CANADA en construc- ción. Vía Auca, 115 km al sur de Coca, 6 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario, cortados.","-76.9166667","-1.25","320.00000000",NA,NA,NA,NA,"Marcela Mora",NA,NA,NA,"5","89-4",NA,NA,NA,NA,NA,NA,NA
"78","2021-01-01 19:32:00-03","MO","MOBOT","343164","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios","Palacios Cuenca 7037","1991","4","14","South America","Ecuador","Napo","Estación Biológica Jatun Sacha. Río Napo, 8 km al E de Misahuallí. Bosque muy húmedo Tropical. Suelo aluvial, junto a la Parcela Permanete 05.","-77.6","-1.0666667","400.00000000",NA,NA,NA,NA,"Marcela Mora","Tena",NA,NA,"3","91-25",NA,NA,NA,NA,NA,NA,NA
"79","2018-09-28 17:23:00-03","MO","MOBOT","343165","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Vlastimil Zak|Daniel Rubio","Zak 4329","1989","4","1","South America","Ecuador","Pastaza","Carretera de PETRO-CANADA en construc- ción. Vía Auca, 115 km al sur de Coca, 6 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario, cortados.","-76.9166667","-1.25","320.00000000",NA,NA,NA,NA,"Marcela Mora",NA,NA,NA,"9","89-4",NA,NA,NA,NA,NA,NA,NA
"80","2009-12-31 14:22:00-02","MO","MOBOT","343172","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Vlastimil Zak|Daniel Rubio","Zak 4331","1989","4","1","South America","Ecuador","Pastaza","Carretera de PETRO-CANADA en construc- ción. Vía Auca, 115 km al sur de Coca, 6 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario, cortados.","-76.9166667","-1.25","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"5","89-4",NA,NA,NA,NA,NA,NA,NA
"81","2012-06-05 17:42:00-03","MO","MOBOT","343186","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Vlastimil Zak|Daniel Rubio","Zak 4332","1989","4","1","South America","Ecuador","Pastaza","Carretera de PETRO-CANADA en construc- ción. Vía Auca, 115 km al sur de Coca, 6 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario, cortados.","-76.9166667","-1.25","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"11","89-4",NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","343220","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Fernando Hurtado","Hurtado 2341","1989","6","23","South America","Ecuador","Napo","Cantón Archidona. Area al sureste del Volcán Sumaco. Carretera Hollín Loreto, km 65. Huaticocha. Bosque primario. Bosque muy húmedo Tropical.","-77.46666","-0.75","620.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"4","89-17",NA,NA,NA,NA,NA,NA,NA
"83","2010-01-07 09:05:00-02","MO","MOBOT","343228","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Vlastimil Zak","Zak 4112","1989","3","1","South America","Ecuador","Pastaza","Carretera de PETRO-CANADA en construcción. Vía Auca, 115 km al sur de Coca, 5 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario, cortados.","-76.9166667","-1.25","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"8","89-2",NA,NA,NA,NA,NA,NA,NA
"84","2018-10-02 14:58:00-03","MO","MOBOT","343233","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios|Efraín Freire","Palacios Cuenca 5152","1990","5","14","South America","Ecuador","Napo","Cantón Tena. Estación Biológica Jatun Sacha, 8 km al este de Misahuallí. Bosque primario sobre suelos rojos de colinas.","-77.6","-1.06666","400.00000000",NA,NA,NA,NA,"Marcela Mora",NA,NA,NA,"6","90-29",NA,NA,NA,NA,NA,NA,NA
"85","2018-10-01 12:26:00-03","MO","MOBOT","343348","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Vlastimil Zak|Daniel Rubio","Zak 4211","1989","3","31","South America","Ecuador","Pastaza","Carretera de PETRO-CANADA en construc- ción. Vía Auca, 115 km al sur de Coca, 6 km al sur del Río Tigüino. Bosque húmedo Tropical; lomas; suelo rojo Dystropept. Arboles del bosque primario, cortados.","-76.9166667","-1.25","320.00000000",NA,NA,NA,NA,"Marcela Mora",NA,NA,NA,"4","89-3",NA,NA,NA,NA,NA,NA,NA
"86","2018-06-05 12:17:00-03","MO","MOBOT","343364","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Robin B. Foster","Foster 9528","1984","1","26","South America","Peru","Pasco","Palcazu Valley, Iscozacin. Trail to Villa America; low forested hills.","-75.25","-10.2","400.00000000",NA,NA,NA,NA,"D. Frodin","Oxapampa",NA,NA,"3","84-16",NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","343386","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios","Palacios Cuenca 4292","1989","5","17","South America","Ecuador","Napo","Cantón Tena. Estación Biológica Jatun Sacha. Río Napo, 8 km al este de Misahuallí. Bosque muy húmedo Tropical. Bosque primario. Colinas; suelos rojos Dystropept.","-77.6","-1.06666","400.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"3","89-59",NA,NA,NA,NA,NA,NA,NA
"88","2018-08-28 09:03:00-03","MO","MOBOT","343462","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Victor Huashikat","Huashikat 2248","1980","3","14","South America","Peru","Amazonas","Monte Virgin, 2 km. atrás de la comunidad de Caterpiza, banda este de la Quebrada Caterpiza, Río Santiago. Aprox. 65 km al N de Pinglo.","-77.7","-3.9166667","200.00000000",NA,NA,NA,NA,"Alwyn Gentry (MO)","Condorcanqui",NA,NA,"3","90",NA,NA,NA,NA,NA,NA,NA
"89","2021-01-01 19:11:00-03","MO","MOBOT","343592","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios","Palacios Cuenca 1627","1987","6","8","South America","Ecuador","Napo","Vía Coca - Loreto. 8 km. antes de Loreto. Bosque húmedo tropical. Bosque primario.","-77.3333333","-0.5833333","800.00000000",NA,NA,NA,NA,"D. Frodin, l988 (PH)",NA,NA,NA,"2","87-7",NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","343603","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios|Carlos Iguago","Palacios Cuenca 4586","1989","10","5","South America","Ecuador","Napo","Cantón Archidona. Faldas al sur del Volcán Sumaco. Vía Hollín-Loreto, km 40. Huamaní. Bosque pluvial Pre Montano. Bosque primario sobre suelos de origen volcánico.","-77.76666","-0.71666","1200.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"3","89-81",NA,NA,NA,NA,NA,NA,NA
"91","2021-01-01 19:11:00-03","MO","MOBOT","343645","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios","Palacios Cuenca 1656","1987","7","3","South America","Ecuador","Napo","RESERVA BIOLOGICA JATUN SACHA, 8 km. de Puerto de Misahualli, margen derecha del Río Napo. Bosque húmedo tropical. Bosque primario.","-77.6166667","-1.0666667","450.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"4","87-10",NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","343717","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter A. Palacios","Palacios Cuenca 1709","1987","7","3","South America","Ecuador","Napo","RESERVA BIOLOGICA JATUN SACHA, 8 km. de Puerto de Misahualli, margen derecha del Río Napo. Bosque húmedo tropical. Bosque primario.","-77.61666","-1.06666","450.00000000",NA,NA,NA,NA,"D. Frodin (K)",NA,NA,NA,"3","87-10",NA,NA,NA,NA,NA,NA,NA
"93","2018-10-11 09:39:00-03","MO","MOBOT","343789","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre","Lewis 10164","1985","12","3","South America","Peru","Loreto","Hermosa and vicinity, Río Corrientes, 1 km S of junction with Río Macusari.","-75.8333333","-3.25","160.00000000",NA,NA,NA,NA,"W.H. Lewis","Loreto",NA,NA,"3","85-3",NA,NA,NA,NA,NA,NA,NA
"94","2011-03-10 10:32:00-03","MO","MOBOT","343795","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 10808","1986","6","4","South America","Peru","Loreto","Pampa Hermosa and vicinity, Río Corrientes, 1 km S of jct. with Río Macusari. Low rainforest, mostly firma with scattered white sand. Mayna Jívaro","-75.8333333","-3.25","160.00000000",NA,NA,NA,NA,"!D. Frodin","Loreto",NA,NA,"3","86-1",NA,NA,NA,NA,NA,NA,NA
"95","2011-03-10 10:31:00-03","MO","MOBOT","343805","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 11500","1986","6","16","South America","Peru","Loreto","Washintsa and vicinity, Río Huasaga, Low secondary and primary rainforest, terra firma and flooded river banks. Achual Jívaro","-76.3333333","-3.3333333","185.00000000",NA,NA,NA,NA,"D. Frodin","Alto Amazonas",NA,NA,"3","86-5",NA,NA,NA,NA,NA,NA,NA
"96","2018-10-11 09:39:00-03","MO","MOBOT","343825","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre","Lewis 10304","1985","12","3","South America","Peru","Loreto","Hermosa and vicinity, Río Corrientes, 1 km S of junction with Río Macusari.","-75.8333333","-3.25","160.00000000",NA,NA,NA,NA,"W.H. Lewis","Loreto",NA,NA,"3","85-3",NA,NA,NA,NA,NA,NA,NA
"97","2011-10-22 04:56:00-02","MO","MOBOT","343999","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","sprucei","Schefflera sprucei","(Seem.) Harms","John James Pipoly, III|Álvaro Cogollo P.|et al.","Pipoly 16679","1992","12","7","South America","Colombia","Antioquia","Las Orquídeas: Vereda Calles; Parque Nacional Natural Las Orquídeas; Quebrada Honda. Inventario Permanente de bosque húmedo premontano; en el filo al NW de La Cabaña Calles; Parcela W, subparcelas W 2-W 3.","-76.23333","6.48333","1340.00000000",NA,NA,NA,NA,"Ronald Liesner (MO)","Urrao",NA,NA,"4","57",NA,NA,NA,NA,NA,NA,NA
