"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"43","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299468","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Pedersen TM",NA,"1952","01","11","Southern America","Argentina",NA,"Argentina, on moist sand with little vegetation by the Rio Parana,estancia 'las tres marias', dep empedrado, prov. corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299468","NL-U1299468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299469","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Rosengurtt B",NA,"1942","01","27","Southern America","Uruguay",NA,"Paysandu, rio Uruguay, isla Queguay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299469","NL-U1299469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299503","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Davidse G; Gonzales A",NA,"1978","02","12","Southern America","Venezuela",NA,"Apure: Distrto pedro camejo, bank of the rio meta, ca. 19 airline km WSW of Paraquito. Open exposure on steep river bank.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299503","NL-U1299503",NA,"-68.083333","6.233333",NA,NA,NA,NA,NA,NA,NA,NA,"-68.083333","6.233333","Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299504","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Ellenberg H",NA,"1957","09","12","Southern America","Peru",NA,"Regenwalder im Amazonasbecken ostperus, hochgras - uferboschung, insel muyuy, S von Iqutos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299504","NL-U1299504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"47","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299505","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Steyermark JA; Velasco ER",NA,"1967","09","04","Southern America","Venezuela",NA,"Estado Zulia: distrito Colon: municipio san carlos del zulia: hacienda las mercedes, km 7.5 de la carretera santa barbara del zulia - el vigia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299505","NL-U1299505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"48","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1299506","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Croat TB",NA,"1972","09","13","Southern America","Peru",NA,"Department of loreto, Isla Iquitos, across Amazon river at Iquitos. Abundant on sandy soil along river.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299506","NL-U1299506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"49","2020-02-08 10:13:19-03","NBC","NL-BOTANY","U.1601469","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Goetghebeur P","Lanjouw J; Donselaar J van; Donselaar- Bokkel Huinink WAE van",NA,"1959","02","17","Southern America","Guyana","Upper Takutu-Upper Essequibo","Rupununi savanna, in directionem borealem de montibus Kanuku, bij Lethem, hoog op de oever van de Takutu.",NA,"Hoog op de oever.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1601469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1601469","NL-U1601469",NA,"-59.75","3.4",NA,NA,NA,"1989",NA,NA,"03","01","-59.75","3.4","Magnoliopsidae",NA,NA,NA,NA,NA
"50","2020-02-08 10:13:19-03","NBC","NL-BOTANY","WAG.1749713","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Croat TB",NA,"1972","09","13","Southern America","Peru",NA,"Department of loreto, Isla Iquitos, across Amazon river at Iquitos. Abundant on sandy soil along river.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1749713 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1749713","NL-WAG1749713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"51","2020-02-08 10:13:33-03","NBC","NL-BOTANY","U.1299295","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Cyperus","radiatus","Cyperus radiatus","Vahl",NA,"Herter WGF",NA,"1935","03","08","Southern America","Uruguay",NA,"Uruguayenses, dep de cerro largo, loc dict. palleros.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299295 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299295","NL-U1299295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"52","2020-11-04 11:05:42-03","ESALQ","ESA","118337","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus",NA,"Macedo, C.C.L.","Macedo, C.C.L.","2.0","2009","05","01",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118337","ESA118337","Mairiporã","-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-19 10:23:18-03","CPAP","CPAP","13035","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","T. M. Pedersen","Pott, V. J.","2361","1994","08","04",NA,"Brasil","MS","Fazenda Leque (Murundu); Sub-região do Abobral; Pantanal - baía do Fundão",NA,"Erva rosulada 20cm de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Centro úmido de lagoa que secou. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"Corumbá","-57.016667","-19.233333","90","90",NA,"1998",NA,NA,"05",NA,"57°01' W","19°14' S",NA,NA,NA,NA,NA,NA
"54","2020-11-19 10:23:18-03","CPAP","CPAP","14671","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","L.Pereira-Silva","Pott, A.","7635","1995","11","20",NA,"Brasil","MS","Fazenda Rio Negro; rio Negro; Sub-região de Aquidauana; Pantanal",NA,"Erva cespitosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Bancos de areia e beira alagável de rio. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"Aquidauana","-56.25","-19.566667","96","96",NA,"2018",NA,NA,"11","23","56°15' W","19°34' S",NA,NA,NA,NA,NA,NA
"55","2020-11-19 10:23:18-03","CPAP","CPAP","18163","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","L.Pereira-Silva","Pott, V. J.","3800","1998","09","02",NA,"Brasil","MS","Fazenda Rio Negro, rio Negro, corixo do Santo Antonio; Sub-região de Aquidauana; Pantanal",NA,"Erva. FLOR: . FRUTO: castanho. INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Corixo, braço abandonado de rio na época da água baixa. SUBSTRATO: solo argilo-arenoso. RELEVO: plano.",NA,NA,"Aquidauana","-56.346667","-19.603611",NA,NA,NA,"2018",NA,NA,"11","23","56°20'48'' W","19°36'13'' S",NA,NA,NA,NA,NA,NA
"56","2020-11-19 10:23:18-03","CPAP","CPAP","22060","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","J. Hefler","Pott, V. J.","5023","2001","11","23",NA,"Brasil","MS","Rio Paráguai, logo acima da foz do rio Bigueirinho, Pantanal do Rio Paráguai.",NA,"Erva ereta, 30-60 cm de altura. com inflorescência. Muito frequente. em manchas. Barranco de rio na desembocadura de uma vazante. Solo: argiloso.. Relevo: plano. Planta anual. Forrageira. da capivara.",NA,NA,"Corumbá","-57.575583","-17.809556",NA,NA,NA,"2005",NA,NA,"11",NA,"57°34'32,1''W","17°48'34,4''S",NA,NA,NA,NA,NA,NA
"57","2020-11-19 10:23:18-03","CPAP","CPAP","8073","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","T. M. Pedersen","Pott, V. J.","1542","1990","12","12",NA,"Brasil","MS","Porto da Manga - lado de Corumbá; Pantanal",NA,"Erva rosulada 50cm de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Barranco de rio (rio Paraguai). SUBSTRATO: solo argiloso. RELEVO: inclinado.",NA,NA,"Corumbá","-57.233333","-19.2","90","90",NA,"1998",NA,NA,"05",NA,"57°14' W","19°12' S",NA,NA,NA,NA,NA,NA
"58","2020-11-19 10:23:18-03","CPAP","CPAP","20872","PreserverdSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","V. J. Pott","Garcia, H. C.","54","2005","12","02",NA,"Brasil","MS","Baía do Tuiuiú; rio Paraguai; Pantanal",NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa marginal e área inundável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,"2006","295160","auto","08","28","57 35'26''W","18 48'12''S",NA,NA,NA,NA,NA,NA
"59","2019-02-15 11:37:22-02","IPA","IPA","87613","S","Plantae","Plantae",NA,"Cyperaceae","Cyperus","campestris","Cyperus campestris","Schrad. ex Nees.","Lucena, M.","Sá, I.B.; Miranda, E.E. de; Miranda, E.E. de","15","1985","08","02","Southern America","Brasil","Pernambuco","sub-médio - Embrapa. Rampa da calha do rio.",NA,"Erva anual; FI2., FI3, mais ou menos 25cm de altura; caule triangular ereto. Flor, inflorescência de verde a castanho claro.","IPA0087613",NA,"Petrolina","-40.683333","-9.578889",NA,NA,NA,NA,NA,NA,NA,NA,"-40.683333","-9.578889",NA,NA,NA,NA,NA,NA
"60","2019-02-15 11:37:25-02","IPA","IPA","55664","S","Plantae","Plantae",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Luceño, M.","Luceño, M.","295","1995","04","25","Southern America","Brasil","Pernambuco","Brejo dos Cavalos",NA,NA,"IPA0055664",NA,"Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"35136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-02-15 11:37:25-02","IPA","IPA","3318","S","Plantae","Plantae",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Alves, M.; Luceño, M.","Pickel, B.","2843","1931","12","19","Southern America","Brasil","Pernambuco","Tapera, São Bento, beira do Rio Tapacurá.",NA,NA,"IPA0003318",NA,"São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,NA,"1995","21764","auto","10","05",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-02-15 11:37:25-02","IPA","IPA","3292","S","Plantae","Plantae",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Kük","Pickel, B.","1853","1928","12","27","Southern America","Brasil","Pernambuco","Tapera, São Bento, terra úmida à beira do Rio Tapacurá.",NA,NA,"IPA0003292",NA,"São Lourenço da Mata","-35.0182991027832","-8.00222015380859",NA,NA,NA,"1935","21764","auto","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-08-27 13:25:29-03","IAP","PACA-AGP","41136","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz","Emrich-Rambo","Rambo, B.",NA,"1949","04","24",NA,"Brasil","RS","Ilha da Pintada",NA,"Habitat: in paludosis dumetosis Fenofase: flor e fruto","PACA041136",NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"1954","29946","auto","07","23",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"64","2019-08-27 13:25:29-03","IAP","PACA-AGP","2858","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz","Emrich-Rambo","C. Orth SJ",NA,"1937","10","12",NA,"Brasil","RS",NA,NA,"Habitat: in paludosis alte graminosis Fenofase: flor e fruto","PACA002858",NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,"1954","10287","auto","07","23",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"65","2019-08-27 13:25:29-03","IAP","PACA-AGP","45861","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz","Emrich-Rambo","Rambo, B.",NA,"1950","02","21",NA,"Brasil","RS","Lagoa dos Quadros",NA,"Habitat: ad lacum paludosis Fenofase: flor e fruto","PACA045861",NA,"Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,"1954","20837","auto","07","23",NA,NA,"Liliatae",NA,NA,NA,NA,NA
"66","2021-04-07 11:42:39-03","UFMS","CGMS","24002","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","V.A. Assunção","V.A. Assunção; F.S. Carvalho; L.C. Romero","155","2008","03","29",NA,"Brasil","Mato Grosso do Sul","RPPN/UFMS. Transecto 10.",NA,NA,"CGMS1053414",NA,"Campo Grande","-54.6133333","-20.5091667","600","600",NA,"2008",NA,NA,"09","20","-54,6133333","-20,5091667",NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:42:39-03","UFMS","CGMS","31202","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","V.J. Pott","F. Bao; C.S. Robles; M. Rocha; R.H. Silva","42","2010","11","26",NA,"Brasil","Mato Grosso do Sul","Região da Reserva Penha.",NA,"Inflorescência verde. Habitat: Mata ciliar à beira do Rio Paraguai. Solo argiloso. Habito: Erva.","CGMS1060628",NA,"Corumbá","-57.4333333","-17.9966666","93","93",NA,"2010",NA,NA,"11","26","-57,4333333","-17,9966666",NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:42:39-03","UFMS","CGMS","18649","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","F.J.M. Caporal","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; T.H.D. Leandro","4755","2006","12","22",NA,"Brasil","Mato Grosso do Sul","APA do Guariroba.",NA,NA,"CGMS1047949",NA,"Campo Grande","-54.2266667","-20.5225","554","554",NA,NA,NA,NA,NA,NA,"-54,2266667","-20,5225",NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:42:39-03","UFMS","CGMS","74021","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","T. M. Pedersen","V.J. Pott; N.C. Bueno, C.J.A. Ferreira & J.J. Neiff","1542","1990","12","12",NA,"Brasil","Mato Grosso do Sul","Porto Da Manga, Lado De Corumba, Pantanal.",NA,"CPAP - 8073. Habitat: Barranco De Rio (Rio Paraguai). Solo argiloso. Relevo inclinado. Habito: Erva rosulada 50 cm de altura. Freqüente.","CGMS1106886",NA,"Corumbá","-57.2333333","-19.2","90","90",NA,NA,NA,NA,NA,NA,"-57,2333333","-19,2",NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:42:39-03","UFMS","CGMS","24423","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","V.J. Pott; H.C. Vinci-Carlos","H.C. Vinci-Carlos; G.A. Damasceno-Junior; A. Guglieri","68","2007","11","23",NA,"Brasil","Mato Grosso do Sul","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.",NA,"Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Habito: Erva. 0,50 m de altura.","CGMS1053848",NA,"Campo Grande","-54.3983333","-20.5838889","559","559",NA,"2008",NA,NA,"07","08","-54,3983333","-20,5838889",NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:42:39-03","UFMS","CGMS","41711","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","S.M. Hefler","V.J. Pott; G.A. Damasceno Jr.; J. Nakajima; R. Romero","5023","2001","11","23",NA,"Brasil","Mato Grosso do Sul","Rio Paraguai, logo acima da foz do Rio Bigueirinho, Pantanal do Rio Paraguai.",NA,"Planta anual. Habitat: Barranco de Rio na desembocadura de uma vazante. Solo argiloso. Relevo plano. Habito: Erva ereta. Muito Frequente. 0,30-0,60m de altura com a inflorescência.","CGMS1071699",NA,"Corumbá","-57.5755556","-17.8094444",NA,NA,NA,"2005",NA,NA,"11","07","-57,5755556","-17,8094444",NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:42:39-03","UFMS","CGMS","18243","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","F.J.M. Caporal","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","4294","2006","12","09",NA,"Brasil","Mato Grosso do Sul","APA do Guariroba.",NA,"Flor amarela. Área degradada Habitat: Campo inundável (área degradada). Solo arenoso. Relevo fundo de vale com curso d#?#água. Habito: Erva.","CGMS1047537",NA,"Campo Grande","-54.3897222","-20.5047222",NA,NA,NA,NA,NA,NA,NA,NA,"-54,3897222","-20,5047222",NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:42:39-03","UFMS","CGMS","31283","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","V.J. Pott","T.H.D. Leandro; W.S. Arruda; S. Zacharias","82","2010","11","24",NA,"Brasil","Mato Grosso do Sul","IHP (Instituto Homem Pantaneiro).",NA,NA,"CGMS1060712",NA,"Corumbá","-57.4666667","-18.0902777",NA,NA,NA,"2014",NA,NA,"10","01","-57,4666667","-18,0902777",NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:42:39-03","UFMS","CGMS","32629","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","G.S.V. Duarte; V.J. Pott","G.S.V. Duarte","148","2011","01","18",NA,"Brasil","Mato Grosso do Sul","Bacia do Rio Paraguai.",NA,NA,"CGMS1062059",NA,"Porto Murtinho","-57.8833333","-21.7022222","62","62",NA,"2011",NA,NA,"03","03","-57,8833333","-21,7022222",NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:42:39-03","UFMS","CGMS","74020","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","T. M. Pedersen","V.J. Pott; S. Farias & O. Branco","2361","1994","08","04",NA,"Brasil","Mato Grosso do Sul","Fazenda Leque, Murundum, Baia Do Fundao, Abobral,Pantanal.",NA,"CPAP - 13035. Habitat: Centro Úmido De Lagoa Que Secou. Solo arenoso. Relevo plano. Habito: Erva rosulada. 20 cm de altura. Muito Freqüente.","CGMS1106885",NA,"Corumbá","-57.0166667","-19.2333333","90","90",NA,NA,NA,NA,NA,NA,"-57,0166667","-19,2333333",NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:42:39-03","UFMS","CGMS","43817","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","F.J.M. Caporal","F.J.M. Caporal; A. Guglieri-Caporal",NA,"2010","01","19",NA,"Brasil","Mato Grosso do Sul","BR-267, km 671, Fazenda Retiro Conceição.",NA,"Comum. Habitat: Interior e borda de mata. Habito: Erva.","CGMS1073790",NA,"Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,"2010","185577","auto","01","19",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:19:29-03","UNICAMP","UEC","203281","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Gómez, GN","Coulleri, JP; Ferrucci, MS","319","2012","03","20",NA,"Argentina","Corrientes","Pilcomayo",NA,"En terreno inundable al borde del rio.","UEC190292","UEC190292","Formosa",NA,NA,NA,NA,NA,"2015",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-08-20 09:59:42-03","UNICAMP","UEC","83740","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Ocaña-Nava, D","Ocaña-Nava, D","229","1988","06","23",NA,"Mexico","Campeche","Rio Palizada",NA,"ori, Palustre. En la orilla del rio, asociada a gramíneas. Hidrófita enraizada emergente. Herbácea, 60cm. Flor verde.","UEC075194","UEC075194","Palizada","-91.85","18.366667","5","5",NA,NA,NA,NA,NA,NA,"-91.85","18.366667",NA,NA,NA,NA,NA,NA
"79","2019-08-20 09:59:42-03","UNICAMP","UEC","109938","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Tucker, GC","Pansarin, ER; Belinello, R; Galvão, JC; Faria, AD","581","2000","01","14",NA,"Brazil","São Paulo","No trevo para Suzanópolis.",NA,NA,"UEC075193","UEC075193","Pereira Barreto","-51.0999984741211","-20.6299991607666",NA,NA,NA,"2000","36734","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-01-17 11:23:04-02","PUCRS","MPUC","223","S","Plantae",NA,"Poales","Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Ir. Augusto",NA,NA,"1943","10","06","South America","Brasil","RS",".",NA,NA,NA,NA,"Canoas","-51.1836111","-29.9180556",NA,NA,NA,"1943",NA,NA,"01","01","-51.1836111000","-29.9180556000","Liliopsida",NA,"1",NA,NA,NA
"81","2019-06-27 10:24:40-03","UFES","VIES","18175","S","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Passamani, F.; Azevedo, A.R.","Azevedo, A.R.; Passamani, F.","157","1996",NA,NA,NA,"Brasil","Espírito Santo","Jacaraípe.",NA,NA,"VIES018175","VIES018175","Serra","-40.3078002929688","-20.1285991668701",NA,NA,NA,"1996","16451","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-04-27 16:09:26-03","UFES","VIES","4758","S","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Guarnier, J.C.","Pereira, O.J.; Pereira, S. & Vinha, P.C.","2127","1990","07","26",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha.",NA,NA,"VIES004758","VIES004758","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,"2018","28401","auto","05","07",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-04-27 16:09:26-03","UFES","VIES","11002","S","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Araújo, A.C.","Zambom, O.","73","1995","08","17",NA,"Brasil","Espírito Santo","Interlagos.",NA,NA,"VIES011002","VIES011002","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,NA,"1995","27156","auto","08","17",NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-16 11:58:09-03","UTFPR","HCF","3193","S","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","M. Alves","E. Coaresma",NA,"2005","08","30",NA,"Brasil","PR","Sítio Bonfim",NA,"Herbácea, ereta, heliófita, entouceirada, em solo encharcado.",NA,NA,"Engenheiro Beltrão","-52.2691993713379","-23.7971992492676",NA,NA,NA,"2009","20288","auto","06","08",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-11-10 10:09:24-03","UFRRJ","RBR","20647","S","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","C. Ramalho Campêlo","C. Ramalho; A. B. Campêlo",NA,"1969","02","14",NA,"Brasil","Pernambuco","Cordeiro, Rua Áureo Xavier.",NA,NA,"RBR00020647","RBR00020647","Recife","-34.8810997009277","-8.05389022827148",NA,NA,NA,"1972","18865","auto","04","07",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:22:07-03","MBM","MBM","169906","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Araujo, A.C.","Imaguire, N.","642","1967","09","03","Southern America","Brazil","Paraná","Caiobá",NA,NA,"MBM169906","MBM169906","Matinhos","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:22:07-03","MBM","MBM","136191","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.","Pedersen, T.M.","Ribas, O.S.; Silva, J.M.; Silva, J.M.","77","1989","03","07","Southern America","Brazil","Paraná","Rio Taboado",NA,NA,"MBM136191","MBM136191","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:22:07-03","MBM","MBM","62126","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","imbricatus","Cyperus imbricatus","Retz.",NA,"Schinini, A.","16113","1978","11","28","Southern America","Argentina",NA,NA,NA,NA,"MBM062126","MBM062126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
