"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"100","2020-05-26 14:30:29-03","UFCG","CSTR","6300","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L","Tores, C.","265","2012","03","30",NA,"Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654",NA,NA,NA,"Erva ca de 80 cm, inflorescência verde a amarela.; Espinho Branco.",NA,NA,"Torres, C.",NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-05-26 14:30:29-03","UFCG","CSTR","3475","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L","Queiroga, I.S.","85","2011","05","29",NA,"Brasil","Paraíba","Pombal","Sítio Maniçoba II","-37.801700592041","-6.77027988433838",NA,NA,NA,"Erva; folhas membranáceas; inflorescência amarelo esverdeada; frequente; Próximo ao poço da barra",NA,NA,"Alves, M.",NA,NA,"28929","auto","2011","11","09",NA,NA,NA,NA,NA
"102","2021-03-01 16:19:29-03","UNICAMP","UEC","102543","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Schinini, A","344229","1998","03","21",NA,"Argentina","Corrientes","Empedrado","Ruta 12, 28 Km SE de Corrientes.","-59","-27.833333",NA,NA,NA,"En pastizal de Andropogon latteralis, suelo arenoso con retención de águas.","UEC075175","UEC075175","Schinini, A","-59","-27.833333",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:19:29-03","UNICAMP","UEC","203691","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Morais, IL","4695","2016","11","27",NA,"Brazil","Goiás","Quirinópolis",NA,"-50.774697","-18.756972",NA,NA,NA,"Erva com 80cm, espigueta verde com 5mm C; 2mmL.","UEC189967","UEC189967",NA,"-50.774697","-18.756972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-08-20 09:59:42-03","UNICAMP","UEC","102542","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Schinini, A","34426","1998","03","21",NA,"Argentina","Corrientes","Empedrado","Ruta 12, 28km SE de Corrientes",NA,NA,NA,NA,NA,"ori, En pastizal de Andropogon latteralis, suelo arenoso con retencion de aguas.",NA,NA,"Schinini, A",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 09:59:42-03","UNICAMP","UEC","93680","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Marafon, CA","202","1987","04","10",NA,"Brazil","Mato Grosso","Nova Xavantina","Lavoura do Sr. Lauro Schirmbeck","-52.353099822998","-14.6732997894287",NA,NA,NA,"fruto, Erva ereta, frutos castanhos. Solo arenoso, relevo plano, cerrado. Aundante. Projeto vale da serra azul; planta invasora em lavoura de soja.","UEC075227","UEC075227","Costa, SM",NA,NA,"79739","auto","2010","04",NA,NA,NA,NA,NA,NA
"106","2019-08-20 09:59:42-03","UNICAMP","UEC","25131","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Cunha, CN; Rocha, D; Rodrigues, T","11420","1980","04","07",NA,"Brazil","Mato Grosso","Poconé","Porto Cercado","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"UEC075185","UEC075185","Costa, SM",NA,NA,"200792","auto","2010","04",NA,NA,NA,NA,NA,NA
"107","2019-08-20 09:59:42-03","UNICAMP","UEC","25133","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Cunha, CN; Rocha, D; Rodrigues, T","11418","1980","04","07",NA,"Brazil","Mato Grosso","Poconé","Porto Cercado","-56.6227989196777","-16.2567005157471",NA,NA,NA,"ori","UEC075188","UEC075188","Costa, SM",NA,NA,"200792","auto","2010","04",NA,NA,NA,NA,NA,NA
"108","2019-08-20 09:59:42-03","UNICAMP","UEC","25171","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Coffani-Nunes, JV; Rocha, D; Rodrigues, T","11421","1980","04","07",NA,"Brazil","Mato Grosso","Poconé","Porto Cercado","-56.6227989196777","-16.2567005157471",NA,NA,NA,"ori","UEC075186","UEC075186","Costa, SM",NA,NA,"200792","auto","2010","04",NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:19:29-03","UNICAMP","UEC","78954","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Bernacci, LC; Belinello, R; Moreira, JLA; Sciamarelli, A; Andrade, PRP","1722","1995","05","17",NA,"Brazil","São Paulo","Magda","Fazenda CFM (ingleses)","-50.2200012207031","-20.6399993896484",NA,NA,NA,"Erva ca. 0,5m de altura. Inflorescências amareladas esverdeadas.; Brejo.","UEC075183","UEC075183","Tucker, GC",NA,NA,"20042","auto","2000",NA,NA,NA,NA,NA,NA,NA
"110","2019-08-20 09:59:42-03","UNICAMP","UEC","94804","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Faria, AD; Aona, LYS; Matsumoto, K","97304","1997","01","28",NA,"Brazil","São Paulo","Mira Estrela","Rod. Cândido Brasil Estrela, sentido Mira Estrela - Macedônia. Margem de córrego.","-50.1300010681152","-19.9699993133545",NA,NA,NA,NA,"UEC099317","UEC099317","Costa, SM",NA,NA,"11417","auto","2016","06",NA,NA,NA,NA,NA,NA
"111","2019-08-20 09:59:42-03","UNICAMP","UEC","62573","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Kawazoe, U","23934","1974","08","26",NA,"Brazil","São Paulo","Ourinhos","Rodovia Raposo Tavares","-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,"UEC075180","UEC075180",NA,NA,NA,"14099","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-08-20 09:59:42-03","UNICAMP","UEC","62808","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Kawazoe, U","23938","1974","08","26",NA,"Brazil","São Paulo","Ourinhos","Rodovia Raposo Tavares","-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,"UEC075179","UEC075179",NA,NA,NA,"14099","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-08-20 09:59:42-03","UNICAMP","UEC","61875","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Kawazoe, U","23883","1974","08","26",NA,"Brazil","São Paulo","Ourinhos","Rodovia Raposo Tavares, km 378, 379, 380","-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,"UEC075178","UEC075178","Tucker, GC",NA,NA,"14099","auto","2000",NA,NA,NA,NA,NA,NA,NA
"114","2019-08-20 09:59:42-03","UNICAMP","UEC","62595","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Kawazoe, U","23882","1974","08","26",NA,"Brazil","São Paulo","Ourinhos","Rodovia Raposo Tavares - km 378, 379 e 380","-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,"UEC075184","UEC075184","Tucker, GC",NA,NA,"14099","auto","2000",NA,NA,NA,NA,NA,NA,NA
"115","2019-08-20 09:59:42-03","UNICAMP","UEC","63269","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Kawazoe, U","23910","1974","08","26",NA,"Brazil","São Paulo","Ourinhos","Rodovia Raposo Tavares - km 378, 379 e 380","-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,"UEC075182","UEC075182","Tucker, GC",NA,NA,"14099","auto","2000",NA,NA,NA,NA,NA,NA,NA
"116","2019-08-20 09:59:42-03","UNICAMP","UEC","63272","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Kawazoe, U","23914","1974","08","26",NA,"Brazil","São Paulo","Ourinhos","Rodovia Raposo Tavares - km 378, 379 e 380","-49.8699989318848","-22.9699993133545",NA,NA,NA,NA,"UEC075181","UEC075181","Tucker, GC",NA,NA,"14099","auto","2000",NA,NA,NA,NA,NA,NA,NA
"117","2019-08-20 09:59:42-03","UNICAMP","UEC","86159","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Longhi-Wagner, HM; Boechat, SC; Wagner, SC; et al.; Araújo, AC","3303","1996","01","26",NA,"Brazil","São Paulo","Santa Cruz da Conceição","Perto do Sítio Hermínio Bigaram, Beira da estrada.","-47.4500007629395","-22.1399993896484",NA,NA,NA,NA,"UEC075177","UEC075177","Tucker, GC",NA,NA,"13805","auto","2000",NA,NA,NA,NA,NA,NA,NA
"118","2019-08-20 09:59:42-03","UNICAMP","UEC","142538","S","Plantae","Liliopsida",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Almeida, LG; Garcia, MA","6","1996","02","22",NA,"Brazil","São Paulo","São Roque","Estufa - IAC","-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,"UEC025878","UEC025878",NA,NA,NA,"15567","auto",NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-19 14:06:15-03","UFRPE","PEUFR","35757","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","M.Luceño; M.Alves; A.Vanzela; A.P.Mendes; E.A.Rocha. M.B.Costa e Silva; I. Romero","646","1996","06","30",NA,"Brasil","Tocantins","Porto Nacional","Praia da Carrera Comprida","-48.466667","-8.066667","220","220",NA,"Frequente","PEUFR035757",NA,NA,"48º28'00,00W","8º04'00,00S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-19 14:06:15-03","UFRPE","PEUFR","52176","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","H.O. Machado-Filho","273","2014","05","05",NA,"Brasil","Paraíba","Boqueirão","Açude","-36.135","-7.481667","355","355",NA,"Erva anfíbia, espiguetas esverdeadas.","PEUFR052176",NA,"H.O. Machado-Filho","36º 08' 06 W","07º 28' 54 S",NA,NA,"2014","05","06",NA,NA,NA,NA,NA
"121","2019-11-19 14:06:15-03","UFRPE","PEUFR","53051","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","C. Torres","265",NA,NA,NA,NA,"Brasil","Paraíba","Patos","Espinho Branco","-37.2799987792969","-7.02443981170654",NA,NA,NA,"Erva 80cm; inflorescência verde amarela.","PEUFR053051",NA,"C. Torres",NA,NA,"26419","auto",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-04-22 16:26:13-03","UFPB","JPB","63842","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Gomes-Silva, F; Coutinho, TS; Lucena, DS; Luna, NK; Silva, FP","129","2016","07","21","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Tauá, No caminho para o fragmento","-35","-8",NA,NA,NA,"Erva ereta ca 40 cm alt., com espiga marrom esverdeada","JPB0063842",NA,"Alves, M","-35","-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-04-22 16:26:13-03","UFPB","JPB","62877","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Rocha, FV","63","2011","11","22","Southern America","Brasil","Paraíba","Rio Tinto","APA da Barra do Rio Mamanguape","-34.99975","-6.835306",NA,NA,NA,"; HABITAT: Mata Atlântica; DESC: Erva de inflorescência castanho claro.","JPB0062877","JPB0062877","Lima, RB","-34.99975","-6.835306",NA,NA,"2012","06","06",NA,NA,NA,NA,NA
"124","2020-04-22 16:26:13-03","UFPB","JPB","62993","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Rocha, FV","179","2011","11","19","Southern America","Brasil","Paraíba","Rio Tinto","APA da Barra do Rio Mamanguape","-34.998778","-6.8425",NA,NA,NA,"; HABITAT: Mata Atlântica; DESC: Erva de inflorescência castanho claro.","JPB0062993","JPB0062993","Lima, RB","-34.998778","-6.8425",NA,NA,"2013","03","05",NA,NA,NA,NA,NA
"125","2020-04-22 16:26:13-03","UFPB","JPB","63041","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Machado-Filho; Santos, MV","610","2014","07","18","Southern America","Brasil","Paraíba","João Pessoa","Margem esquerda do Rio Jaguaribe","-34.876667","-7.139444","10","10",NA,"; HABITAT: Vegetação ripária","JPB0063041","JPB0063041","Machado-Filho","-34.876667","-7.139444",NA,NA,"2014","08","13",NA,NA,NA,NA,NA
"126","2019-01-17 11:23:05-02","PUCRS","MPUC","2840","S","Plantae",NA,"Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.",NA,NA,"1982","05","28","South America","Brasil","RS","Cachoeira do Sul",".","-52.8938889","-30.0394444",NA,NA,NA,NA,NA,NA,"M.T.M.B. das Neves","-52.8938889000","-30.0394444000",NA,NA,"1982","01","01","Liliopsida",NA,"1",NA,NA
"127","2019-11-08 08:51:28-03","FURB","FURB","37542","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Funez, L.A.","271","2012","01","17",NA,"Brasil","Santa Catarina","Blumenau","Rua Pastor Osvaldo Hesse.","-49.0488889","-26.9288889","27","27",NA,NA,"FURB01398","FURB01398","Trevisan, R","-49.0488889","-26.9288889",NA,NA,"2012","05","11",NA,NA,NA,NA,NA
"128","2019-11-08 08:51:28-03","FURB","FURB","37840","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Sevegnani, L.; Casagrande, L.","43","2012","01","03",NA,"Brasil","Santa Catarina","Blumenau","Rua Amazonas 1120, ao lado do Condomio Bavaria - Garcia.","-49.06","-26.9325","13","13",NA,NA,"FURB22981","FURB22981","Veber, B; Zaporski, S","-49.0600000","-26.9325000",NA,NA,"2012","05","11",NA,NA,NA,NA,NA
"129","2020-10-14 10:00:53-03","FURB","FURB","40330","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Funez, L.A.","1656","2013","01","31",NA,"Brasil","Santa Catarina","Timbó","Bairro Quintino, quadra da rua Indaial.","-49.2669445","-26.8358333","70","70",NA,NA,"FURB22980","FURB22980","Funez, L.A.","-49.2669445","-26.8358333",NA,NA,"2013","01","31",NA,NA,NA,NA,NA
"130","2019-11-08 08:51:28-03","FURB","FURB","40989","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Funez, L.A.","2005","2013","04","02",NA,"Brasil","Santa Catarina","Blumenau","Rua Pastor Osvaldo Hesse.","-49.0488889","-26.9286111","39","39",NA,NA,"FURB23038","FURB23038","Trevisan, R.","-49.0488889","-26.9286111",NA,NA,"2018","10","29",NA,NA,NA,NA,NA
"131","2020-10-14 10:00:53-03","FURB","FURB","42837","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Funez, L.A.","2347","2013","11","15",NA,"Brasil","Santa Catarina","Navegantes","Bairro Gravatá.","-48.6422222","-26.8319445","7","7",NA,NA,"FURB23025","FURB23025","Trevisan, R.","-48.6422222","-26.8319445",NA,NA,"2018","10","29",NA,NA,NA,NA,NA
"132","2020-10-14 10:00:53-03","FURB","FURB","43247","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Funez, L.A.","2615","2014","01","13",NA,"Brasil","Santa Catarina","Navegantes","Gravatá.","-48.6347222","-26.8316667","5","5",NA,NA,"FURB23036","FURB23036","Trevisan, R.","-48.6347222","-26.8316667",NA,NA,"2018","10","29",NA,NA,NA,NA,NA
"133","2020-10-14 10:00:53-03","FURB","FURB","46712","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Fonseca, W.O.; Souza, N.X.M.","90","2014","09","22",NA,"Brasil","Bahia","São Francisco do Conde","Comunidade de São Bento, Rua do Cais, próximo a lagoa.","-38.6997222","-12.6136111",NA,NA,NA,NA,"FURB23020","FURB23020","Trevisan, R.","-38.6997222","-12.6136111",NA,NA,"2018","10","29",NA,NA,NA,NA,NA
"134","2019-11-08 08:51:28-03","FURB","FURB","52750","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Funez, L.A.","6077","2017","02","22",NA,"Brasil","Santa Catarina","Rodeio","Propriedade do sr. Feler.","-49.3777778","-26.9330556","97","97",NA,NA,"FURB52750","FURB52750","L.A. Funez","-49.3777778","-26.9330556",NA,NA,"2017","02","22",NA,NA,NA,NA,NA
"135","2020-10-14 10:00:53-03","FURB","FURB","26362","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Cordeiro, J.","2314","2006","03","24",NA,"Brasil","Paraná","Curitiba","Horto do Guabirotuba.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"FURB22982","FURB22982","Cordeiro, J",NA,NA,"25180","auto","2006",NA,NA,NA,NA,NA,NA,NA
"136","2019-11-08 08:51:28-03","FURB","FURB","5807","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Kalk, J.M.",NA,"2006","01","05",NA,"Brasil","Santa Catarina","Indaial","Warnow Central.","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,"FURB22983","FURB22983","Kalk, JM",NA,NA,"29534","auto","2006","05","24",NA,NA,NA,NA,NA
"137","2021-03-16 17:54:17-03","UCS","HUCS","31873","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Hefler, S.M.","294","2004","01","09",NA,"Brasil","Rio Grande do Sul","Capivari","RS 040 Km 69",NA,NA,NA,NA,NA,"beira do asfalto",NA,NA,"Hefler, S.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-16 17:54:17-03","UCS","HUCS","42956","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Gonzatti, F.","1513","2015","01","19",NA,"Brasil","Rio Grande do Sul","Osório","Entorno da Lagoa dos Barros","-50.412689","-29.953117","14","14",NA,"erva; valeta de estrada",NA,NA,"Demeda, C.","-50.412689","-29.953117",NA,NA,"2015","07","23",NA,NA,NA,NA,NA
"139","2021-03-16 17:54:17-03","UCS","HUCS","35498","PreservedSpecimen","Plantae","Angiospermae","Poales","Cyperaceae","Cyperus","iria","Cyperus iria","L.","Cordeiro, J.","2314","2006","03","24",NA,"Brasil","Paraná","Curitiba","Horto de Guabirotuba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Herbário MBM; ruderal",NA,NA,"Cordeiro, J.",NA,NA,"25180","auto","2006",NA,NA,NA,NA,NA,NA,NA
"140","2020-04-27 16:09:26-03","UFES","VIES","18230","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Azevedo, A.R.; Passamani, F.","153","1996",NA,NA,NA,"Brasil","Espírito Santo","Serra","Jacaraípe.","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"VIES018230","VIES018230","Araújo, A.",NA,NA,"16451","auto","1997","06","16",NA,NA,NA,NA,NA
"141","2020-04-27 16:09:26-03","UFES","VIES","2124","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Pereira, O.J.; Fabris, L.C. & Thomaz, L.D.","1314","1987","10","26",NA,"Brasil","Espírito Santo","Vitória","Campus da UFES.","-40.3377990722656","-20.3194007873535",NA,NA,NA,NA,"VIES002124","VIES002124","Brandão, M.",NA,NA,"15291","auto","1988","05","10",NA,NA,NA,NA,NA
"142","2020-04-27 16:09:26-03","UFES","VIES","2243","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Gomes, J.M.L.","285","1987","11","19",NA,"Brasil","Espírito Santo","Anchieta",NA,"-40.6455993652344","-20.8057994842529",NA,NA,NA,NA,"VIES002243","VIES002243","Brandão, M.",NA,NA,"28755","auto","1988","04","25",NA,NA,NA,NA,NA
"143","2020-04-27 16:09:26-03","UFES","VIES","26552","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Gomes, J.M.L.","3021","2007","05","01",NA,"Brasil","Espírito Santo","Mimoso do Sul","Aparecida.","-41.3664016723633","-21.0641994476318",NA,NA,NA,NA,"VIES026552","VIES026552","Gomes, J.M.L.",NA,NA,"29430","auto","2007","05","01",NA,NA,NA,NA,NA
"144","2021-03-16 11:58:09-03","UTFPR","HCF","29650","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","F. Marinero","1107","2018","11","27",NA,"Brasil","MG","Governador Valadares","Rio Doce","-42.081389","-18.966111","171","171",NA,"herbácea cespitosa 30 cm. Espiguetas verde-amareladas. Vegetação secundária em estágio inicial.",NA,NA,"F. Marinero","42°04'53 W","18°57'58 S",NA,NA,"2019","03","19",NA,NA,NA,NA,NA
"145","2021-03-16 11:58:09-03","UTFPR","HCF","827","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","N.A. Toneti",NA,"2004","02","06",NA,"Brasil","PR","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,"Planta ereta, herbácea, fibrosa, cespitosa, glabra, de colmos triangulares, com 55 cm de altura.",NA,NA,"M.G. Caxambu",NA,NA,"28572","auto","2004","02","10",NA,NA,NA,NA,NA
"146","2020-11-10 10:09:24-03","UFRRJ","RBR","20652","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","C.R. Campêlo","770","1979","01","27",NA,"Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"RBR00020652","RBR00020652","C.R. Campêlo",NA,NA,"161190","auto","1980","02","01",NA,NA,NA,NA,NA
"147","2020-11-10 10:09:24-03","UFRRJ","RBR","20649","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","C. Ramalho",NA,"1968","02","26",NA,"Brasil","Rio de Janeiro","Duque de Caxias",NA,"-43.3116989135742","-22.7856006622314",NA,NA,NA,NA,"RBR00020649","RBR00020649","C. Ramalho Campêlo",NA,NA,"34388","auto","1980","02","01",NA,NA,NA,NA,NA
"148","2020-11-10 10:09:24-03","UFRRJ","RBR","20650","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","C.R. Campêlo",NA,"1968","02","26",NA,"Brasil","Rio de Janeiro","Duque de Caxias","Rua 12.","-43.3116989135742","-22.7856006622314",NA,NA,NA,NA,"RBR00020650","RBR00020650 RBR00020650_1","C.R. Campêlo",NA,NA,"34388","auto","1971","10","23",NA,NA,NA,NA,NA
"149","2020-11-10 10:09:24-03","UFRRJ","RBR","20651","S","Plantae",NA,NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","C.R. Campêlo",NA,"1971","03","05",NA,"Brasil","Itaguai","Seropédica","UFRRJ, Km 47, Rua UAD.","-43.7075004577637","-22.7439002990723",NA,NA,NA,NA,"RBR00020651","RBR00020651","C.R. Campêlo",NA,NA,"13730","auto","1980","02","01",NA,NA,NA,NA,NA
"150","2021-03-21 19:40:08-03","UFC","EAC","47872","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","335","2010","05","16","Southern America","Brasil","Ceará","Iguatu",NA,"-40.491667","-6.430056",NA,NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047872","EAC0047872","Matias, L.Q.; Normando, L.R.O.","-40.491667","-6.430056",NA,NA,"2010","09","10",NA,NA,NA,NA,NA
"151","2021-03-21 19:40:08-03","UFC","EAC","45154","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Ribeiro, A.R.O.","101","2008","01","29","Southern America","Brasil","Rio Grande do Norte","Mossoró","Margem de lago, próx. à Feira do Bode, próx. ao Ri, Substrato aquático","-37.325278","-5.199444",NA,NA,NA,"Erva cespitosa, ocasional; Margem de lago seco","EAC0045154","EAC0045154","Ribeiro, A.R.O.","-37.325278","-5.199444",NA,NA,"2008","04","03",NA,NA,NA,NA,NA
"152","2021-03-21 19:40:08-03","UFC","EAC","47854","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","469","2010","05","18","Southern America","Brasil","Ceará","Iguatu",NA,"-39.18825","-6.405861",NA,NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047854","EAC0047854","Matias, L.Q.; Normando, L.R.O.","-39.18825","-6.405861",NA,NA,"2010","09","10",NA,NA,NA,NA,NA
"153","2021-03-21 19:40:08-03","UFC","EAC","47869","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","88","2010","05","13","Southern America","Brasil","Ceará","Iguatu",NA,"-39.304833","-6.509806",NA,NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047869","EAC0047869","Matias, L.Q.; Normando, L.R.O.","-39.304833","-6.509806",NA,NA,"2010","09","10",NA,NA,NA,NA,NA
"154","2021-03-21 19:40:08-03","UFC","EAC","47870","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","586","2010","05","18","Southern America","Brasil","Ceará","Iguatu",NA,"-39.201667","-6.376611",NA,NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047870","EAC0047870","Matias, L.Q.; Normando, L.R.O.","-39.201667","-6.376611",NA,NA,"2010","09","10",NA,NA,NA,NA,NA
"155","2021-03-21 19:40:08-03","UFC","EAC","47871","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Cyperus","iria","Cyperus iria","L.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","588","2010","05","18","Southern America","Brasil","Ceará","Iguatu",NA,"-39.20875","-6.367472",NA,NA,NA,"Macrófita Aquática; Lêntico/Caatinga","EAC0047871","EAC0047871","Matias, L.Q.; Normando, L.R.O.","-39.20875","-6.367472",NA,NA,"2010","09","10",NA,NA,NA,NA,NA
