"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","coordinatePrecision","geoFlag","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","relationshipType","infraspecificEpithet","sex"
"118","2021-03-01 16:28:43-03","UNICAMP","UEC","3940","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Heringer, EP; Paula, JE; Mendonça, RC; Salles, AJEH","1169","1979","04",NA,"Brazil","Distrito Federal","Coleta feita no córrego Papuda","-47.9296989440918","-15.7797002792358",NA,"Trepadeira, Folha membranacea. Botão floral amarelado. FLores amarelas.","UEC093902","UEC093902","17","Brasília","70570","auto","Simão-Bianchini, R",NA,NA,NA,NA,"2017","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-01 16:28:43-03","UNICAMP","UEC","102964","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Miranda, AM","525","1992","07",NA,"Brazil","Pernambuco","Córrego do Verde","-35.1796989440918","-7.89666986465454",NA,"Trepadeira, flores amarelas e frutos maduros","UEC093904","UEC093904","27","Paudalho","17062","auto","Simão-Bianchini, R",NA,NA,NA,NA,"2017","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-19 14:06:09-03","UFRPE","PEUFR","11208","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F. Austin & Staples","Djalma Thomaz","417","1977","07",NA,"Brasil","Maranhão","A 10km de Sta. Luzia",NA,NA,NA,"Cipó, flôres amarelo - avermelhadas, sem perfume.","PEUFR011208",NA,"29",NA,NA,NA,"G.Staples",NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-19 14:06:09-03","UFRPE","PEUFR","23835","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","D.B. Moura",NA,NA,NA,NA,"Brasil","Pernambuco","Estrada da mata da Pedra Grande",NA,NA,NA,"Cipó; trepadeira; flores amarelas","PEUFR023835",NA,NA,"São Lorenço da Mata",NA,NA,"J.R.I. Wood",NA,NA,NA,NA,"2014","08","13",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-19 14:06:09-03","UFRPE","PEUFR","13180","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F. Austin & Staples","A. Mª Miranda; R. Simão-Bianchini","525","1992","07",NA,"Brasil","Pernambuco","Corrego do Verde","-35.1796989440918","-7.89666986465454",NA,"Trepadeira, flores amarela, frutos maduros.","PEUFR013180",NA,"27","Paudalho","17062","auto","G.Staples",NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-19 14:06:09-03","UFRPE","PEUFR","8771","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F. Austin & Staples","I. Pontual","1748","1980","10",NA,"Brasil","Pernambuco","Engº brejinho","-36.0116996765137","-8.82777976989746",NA,"Planta escandente, frutos.","PEUFR008771",NA,"02","Quipapá","11788","auto","G.Staples",NA,NA,NA,NA,"2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-04-22 16:18:52-03","UFPB","JPB","48038","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F.Austin & Staples","Cavalcanti, D; García-González, JD; Amorim, BS; Chagas, MA","453","2011","02","Southern America","Brasil","Pernambuco","RPPN Fazenda Tabatinga, Manguezal.","-34.820556","-7.606111",NA,"; HABITAT: Mata Atlântica; DESC: Trepadeira sobre uma Laguncularia racemosa (mangue-branco).","JPB0048038",NA,"28","Goiana",NA,NA,"Buril, MT",NA,NA,"-34.820556","-7.606111","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-04-22 16:18:52-03","UFPB","JPB","59336","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F.Austin & Staples","Costa-Lima, JL; Moura, EO; W.M.B. São-Mateus","535","2011","08","Southern America","Brasil","Rio Grande do Norte","Distrito de Imuna","-35.179003","-6.101219",NA,"Trepadeira herbácea, a ca. de 2,5 m alt. Folhas membranáceas, levemente discolores, verde-claras. Frutos maduros amarronzados.; HABITAT: Fragmento de Mata Atlântica às margens da rodovia RN-063.; DESC: Trepadeira herbácea, a ca. de 2,","JPB0059336",NA,"27","Nísia Floresta",NA,NA,"Delgado Júnior, GC","45","45","-35.179003","-6.101219","2014","10","06",NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-04-22 16:18:52-03","UFPB","JPB","4151","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F.Austin & Staples","Agra, MF","67","1978","09","Southern America","Brasil","Paraíba",NA,"-35.4986000061035","-6.78000020980835",NA,"; DESC: Trepadeira voluvel, caule alado. Flores grande, capsula c/ quatro sementes negras.",NA,NA,"20","Pirpirituba","10512","auto","Buril, MT",NA,NA,NA,NA,"2014","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","380","S","Plantae",NA,NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Fonseca, CF da; Cavalcanti, L; Roseane Vrancks","s.n.","2010","03",NA,"Brasil","Pernambuco","Comunidade indígena Kapinawa, Caatinga","-37.3396987915039","-8.75333023071289",NA,NA,NA,NA,"21","Tupanatinga","41275","auto","Fonseca, CF da",NA,NA,NA,NA,"2010","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-02-23 17:02:14-03","UNEMAT","HERBAM","17563","S","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Da Silva, D.R.; Gallo, S.C.; Silva, D.F. & Ribeiro, R.S.","172","2017","03",NA,"Brasil","Mato Grosso","RPPN Mirante da Serra, Trilha do Tapiri, Vegetação aberta circundada por Floresta Estacional Decidual Submontana sobre afloramento rochoso.","-55.917611","-9.586472",NA,NA,"HERBAM017563",NA,"30","Novo Mundo",NA,NA,"D.R. da Silva","326","326","-55.917611","-9.586472","2017","06","26",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-21 19:29:05-03","UNEMAT","HERBAM","1437","S","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Sasaki, D.; Nascimento, J.; André, T.J.C.; Mortati, A.F. & Piva, J.H.","1611","2007","05",NA,"Brasil","Mato Grosso","Parque Estadual Cristalino, Afloramento rochoso cercado por campo rupestre e mata decidual.","-55.918611","-9.586111",NA,NA,"HERBAM001437",NA,"06","Novo Mundo",NA,NA,"Ramos, JF","319","319","-55.918611","-9.586111","2007","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-21 19:29:05-03","UNEMAT","HERBAM","0575","S","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","P.F.C.; Sasaki, D.; Vieira, I. & Piva, J.H.","468","2006","09",NA,"Brasil","Mato Grosso","Parque Estadual Cristalino, Topo da serra. Mata decidual em afloramento rochoso. Ocorrência de muitas bromélias e aráceas.","-55.919444","-9.587222",NA,NA,"HERBAM000575",NA,"28","Novo Mundo",NA,NA,"Ramos, JF","302","302","-55.919444","-9.587222","2006","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2014-10-14 15:57:05-03","BS","M","M-0184761","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"Brasilia Provinc. Rio Negro.",NA,NA,NA,NA,"M0184761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA
"132","2014-10-14 15:57:05-03","BS","M","M-0184757","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"in virgultetis inter Brejo et Ilha Praedia. Provinciae Piauh.",NA,NA,NA,NA,"M0184757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA
"133","2014-10-14 15:57:05-03","BS","M","M-0184758","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"in maritimis. Provinciae Maragnan.",NA,NA,NA,NA,"M0184758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA
"134","2014-10-14 15:57:05-03","BS","M","M-0184759","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"Brasilia Provinc. Pará.",NA,NA,NA,NA,"M0184759",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA
"135","2014-10-14 15:57:05-03","BS","M","M-0184760","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"in sylvis ad Japura fl. Provinciae Rio Negro.",NA,NA,NA,NA,"M0184760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA
"136","2014-10-14 15:57:05-03","BS","M","M-0184762","S","Plantae","Magnoliophyta","Solanales","Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Martius, C.F.P. von",NA,NA,NA,NA,"Brasil",NA,"Provinciae Rio Negro.",NA,NA,NA,NA,"M0184762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA,NA,NA,NA
"137","2019-08-16 08:39:03-03","UTFPR","HCF","5789","S","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","R.G. de Morais","48","2002","06",NA,"Brasil","MT","Angical","-56.4275016784668","-14.8360996246338",NA,"trepadeira. Frutos maduros marrom-avermelhados.",NA,NA,"15","Rosário Oeste","187324","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-21 19:33:56-03","UFC","EAC","37916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Paula-Zárate, E.L.; Figueiredo, M.A.; Oliveira, O.F.; Lima-Verde, L.W.; Gomes, O.M.","227","1996","06","Southern America","Brasil","Ceará","Chapado do Apodi, Mato Alto, Terrestre, Grupo Apodi, calcário jandaíra.","-37.816667","-5.183333",NA,"Trepadeira, terrestre, alt. 3m, caule haste piloso, casca lisa, folhas simples alternas membranáceas e pilosa, inflorescência uniflora axilar, corola amarela, fruto cápsula verde, caule com expansão lateral em ambos os lados, folhas c","EAC0037916","EAC0037916","13","Quixeré",NA,NA,"Lima-Verde, L.W.","110","110","-37.816667","-5.183333","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-21 19:33:56-03","UFC","EAC","41302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Paula-Zárate, E.L.; et al.","230","1996","06","Southern America","Brasil","Ceará","Fazenda Mato Alto, Substrato: grupo apodi, calcário jandaíra.","-37.816667","-5.183333",NA,"Trepadeira; exsudato látex incolor; folhas simples, alternas, membranáceas, pilosas; infloresc. isolada axilar, corola amarela; fruto cápsula verde piloso.; Caatinga arbustivo-arbórea","EAC0041302","EAC0041302","13","Quixeré",NA,NA,"Lima-Verde, L.W.; Loiola, M.I.B.","110","110","-37.816667","-5.183333","1996","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-21 19:33:56-03","UFC","EAC","41303","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Paula-Zárate, E.L.; et al.","227","1996","06","Southern America","Brasil","Ceará","Fazenda Mato Alto, Substrato: grupo apodi, calcário jandaíra.","-37.816667","-5.183333",NA,"Trepadeira; caule com expansão lateral em ambos os lados; folhas simples alternas, membranáceas, com pêlos na face abaxial; infloresc. uniflora axilar, corola amarela; fruto cápsula verde.; Caatinga arbustivo-arbórea","EAC0041303","EAC0041303","13","Quixeré",NA,NA,"Lima-Verde, L.W.","110","110","-37.816667","-5.183333","1996","08","28",NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-21 19:33:57-03","UFC","EAC","6423","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Nunes, E.; Castro, A.J.","EAC6423","1979","06","Southern America","Brasil","Maranhão","MA 61- Entre Lago da Pedra e Lago do Junco, substrato arenoso.",NA,NA,NA,"Trepadeira, independente, abundante; flor amarela.; Capoeira","EAC0006423","EAC0006423","09",NA,NA,NA,"Falcão, J.",NA,NA,NA,NA,"1984","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-21 19:33:57-03","UFC","EAC","862","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Bezerra, P.","s.n.","1946","07","Southern America","Brasil","Ceará","Sítio Soledade, PS: Antes o município de Caucaia era conhecido como Soure.","-38.6530990600586","-3.73610997200012",NA,NA,"EAC0000862","EAC0000862","11","Caucaia","40484","auto","Nunes, E.; Castro, A.J.",NA,NA,NA,NA,"1998","09","02",NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-21 19:33:55-03","UFC","EAC","21286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Veloso, R.","s.n.","1994","07","Southern America","Brasil","Ceará","HPM, UFC - Campus do Pici","-38.543098449707","-3.71722006797791",NA,"Erva trepadeira, flor amarela.","EAC0021286","EAC0021286",NA,"Fortaleza","19924","auto","Veloso, R.",NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-21 19:33:55-03","UFC","EAC","15353","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Nunes, E.","EAC15353","1987","06","Southern America","Brasil","Ceará","HPM, UFC - Campus do Pici","-38.543098449707","-3.71722006797791",NA,"Trepadeira, flor amarela.","EAC0015353","EAC0015353","10","Fortaleza","19924","auto","Nunes, E.",NA,NA,NA,NA,"1987","06","11",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-21 19:33:57-03","UFC","EAC","51716","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Silva, L.R.","342","2011","07","Southern America","Brasil","Pernambuco","Povoado Tiriri de Dentro","-35.0349998474121","-8.28666973114014",NA,"Trepadeira; folhas aveludadas, abaxialmente verde-claro e adaxialmente verde-escuro; flores tubular amareladas; botões vermelhos que quando abertos apresentam uma cápsula translúcida contendo no seu interior as sementes. Apresentam um","EAC0051716","EAC0051716","28","Cabo de Santo Agostinho","25282","auto","Miranda, A.M.",NA,NA,NA,NA,"2011","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-21 19:33:56-03","UFC","EAC","34145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Vasconcelos, S.F.","s.n.","2003","03","Southern America","Brasil","Ceará","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Trepadeira, fruto.; Caatinga","EAC0034145","EAC0034145","15","Crateús","43216","auto","Lima-Verde, L.W.","260","370",NA,NA,"2003","04","20",NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-21 19:33:56-03","UFC","EAC","34144","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Vasconcelos, S.F.","s.n.","2003","03","Southern America","Brasil","Ceará","RPPN Serra das Almas","-40.6775016784668","-5.1783299446106",NA,"Trepadeira, botão e flor.; Caatinga","EAC0034144","EAC0034144","15","Crateús","43216","auto","Lima-Verde, L.W.","260","370",NA,NA,"2003","04","20",NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-21 19:33:55-03","UFC","EAC","27656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Pessoa, J.L.","s.n.","1988","06","Southern America","Brasil","Ceará","Horto de Plantas Medicinais - Campus do Pici - UFc","-38.543098449707","-3.71722006797791",NA,NA,"EAC0027656","EAC0027656","02","Fortaleza","19924","auto","Fernandes, A.; Nunes, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-21 19:33:57-03","UFC","EAC","49087","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Castro, A.S.F.","2473","2011","05","Southern America","Brasil","Ceará","Pecém, estr. p/ Porto, Substrato arenoso","-38.9682998657227","-3.6072199344635",NA,"Trepadeira, flor amarela; Tabuleiro litorâneo","EAC0049087","EAC0049087","01","São Gonçalo do Amarante","39107","auto","Castro, A.S.F.",NA,NA,NA,NA,"2011","05","01",NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-21 19:33:55-03","UFC","EAC","30022","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Castro, A.S.F.","829","2000","05","Southern America","Brasil","Ceará","Macapá, estrada para Granja","-41.0922012329102","-3.56222009658813",NA,"Trepadeira, flor branca.","EAC0030022","EAC0030022","24","Viçosa do Ceará","34051","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-03-21 19:33:57-03","UFC","EAC","6287","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Nunes, E.; Castro, A.J.","EAC6287","1979","06","Southern America","Brasil","Maranhão","Depois do Pontão, na direção da zona urbana","-42.4178009033203","-3.36139011383057",NA,"Trepadeira, flor amarela.; Mata","EAC0006287","EAC0006287","01","São Bernardo","33066","auto","Nunes, E.; Castro, A.J.",NA,NA,NA,NA,"1998","09","02",NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-21 19:33:56-03","UFC","EAC","47330","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","alata","Operculina alata","(Ham.) Urb.","Araújo, M.M.","3750","2008","07","Southern America","Brasil","Paraíba",NA,"-37.2541999816895","-7.22278022766113",NA,NA,"EAC0047330","EAC0047330","18","Teixeira","12774","auto","Buril, M.T.",NA,NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-21 19:33:57-03","UFC","EAC","52197","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Loiola, M.I.B.; Soares Neto, R.L.; Nogueira, C.","1632","2012","04","Southern America","Brasil","Ceará","Pé da Serra do Acarape","-40.944","-3.676417",NA,"Trepadeira; flor amarela.","EAC0052197","EAC0052197","27","Tianguá",NA,NA,"Loiola, M.I.B.; Soares Neto, R.L.",NA,NA,"-40.944","-3.676417","2012","08","14",NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-21 19:33:57-03","UFC","EAC","61119","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Araújo, F.F.","243","2017","06","Southern America","Brasil","Ceará","Sítio Santa Clara.","-40.820528","-3.956889",NA,"Inventário florístico da Região Noroeste do Estado do Ceará: diversidade e potencialidades do bioma Caatinga.; Trepadeira volúvel; caule verde; folhas cartáceas; flor com cálice verde amarelado e corola amarela.; Área de caatinga fech","EAC0061119","EAC0061119","18","Graça",NA,NA,"Araújo, F.F.",NA,NA,"-40.820528","-3.956889","2017","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-21 19:33:57-03","UFC","EAC","61907","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Sampaio, V.S.; Araujo, R.O.; Vieira, M.I.C.","464","2018","06","Southern America","Brasil","Ceará","Parque Botânico do Ceará","-38.641694","-3.71425",NA,"Flores amarelas com botões, frutos secos.; Restinga.","EAC0061907","EAC0061907","29","Caucaia",NA,NA,"Sampaio, V.S.","34","34","-38.641694","-3.71425","2018","11","02",NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-21 19:33:57-03","UFC","EAC","62009","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Souza, E.B.; Nepomuceno, F.A.A.; Nepomuceno, I.V.; Araújo, F.F.","4273","2016","06","Southern America","Brasil","Ceará","Localidade de Pedra da Carnaúba. Periferia da cidade.","-41.254722","-3.049444",NA,"Inventário florístico do noroeste do estado do Ceará: diversidade e potencialidades do bioma Caatinga.; Trepadeira herbácea, volúvel. Caules verde-vináceos. Folhas membranáceas. Flor com cálice verde e corola rosa.; Área de Caatinga,","EAC0062009","EAC0062009","10","Chaval",NA,NA,"Santos, F.D.S.","17","17","-41.254722","-3.049444","2016","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-21 19:33:57-03","UFC","EAC","63324","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Sampaio, V.S.; Araujo, R.O.; Lucena, E.M.P.","304","2018","06","Southern America","Brasil","Ceará","Campus do Itaperi da Universidade Estadual do Ceará","-38.556028","-3.798222",NA,"Botões florais amarelos, trepadeira.; Restinga.","EAC0063324","EAC0063324","08","Fortaleza",NA,NA,"Sampaio, V.S.","29","29","-38.556028","-3.798222","2019","09","10",NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-21 19:33:57-03","UFC","EAC","48501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G.Don) D.F.Austin & Staples","Miranda, A.M.","525","1992","07","Southern America","Brasil","Pernambuco",NA,"-35.1796989440918","-7.89666986465454",NA,"Trepadeira, flor amarela, fruto maduro.","EAC0048501","EAC0048501","27","Paudalho","17062","auto","Santos, F.D.S.",NA,NA,NA,NA,"2015","07","02",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:21:32-03","MBM","MBM","41207","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","alata","Operculina alata","Urb.","Hatschbach, G.; et al.; et al.","38380","1976","03","Southern America","Brazil","Goiás","Araguaína, 20km ao sul",NA,NA,NA,NA,"MBM041207","MBM041207","26","Araguaína",NA,NA,"Falcão, J.I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:21:32-03","MBM","MBM","150587","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","alata","Operculina alata","Urb.","Mattos Silva, L.A.; et al.; et al.","2352","1988","04","Southern America","Brazil","Bahia","Fazenda Espírito","-40.3652992248535","-14.5297002792358",NA,NA,"MBM150587","MBM150587","06","Poções","31357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:21:32-03","MBM","MBM","99357","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","alata","Operculina alata","Urb.","Silva, M.G.; Rosário, C.; Rosário, C.","5422","1980","06","Southern America","Brazil","Pará","Breu Branco","-49.6725006103516","-3.76610994338989",NA,NA,"MBM099357","MBM099357","09","Tucuruí","59618","auto","Silva, M.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:21:32-03","MBM","MBM","23672","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","altissima","Operculina altissima","(Mart.) Meisn.","Macedo, A.","317","1944","04","Southern America","Brazil","Minas Gerais","Santa Terezinha","-49.4650001525879","-18.968900680542",NA,NA,"MBM023672","MBM023672","20","Ituiutaba","50022","auto","Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:21:32-03","MBM","MBM","429621","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F. Austin & G.W. Staples","Canestraro, B.K.; Link, V.; Marcondes, R.; Link, V.; Marcondes, R.","1024","2017","07","Southern America","Brazil","Pará","Estrada PA-444 para a praia do Atalaia","-47.3560981750488","-0.613610982894897",NA,"Liana herbácea, heliófita, borda do fragmento e de frente à estrada, frutos secos e sementes lisas e negras.; Manguezal/área antropizada.","MBM429621",NA,"11","Salinópolis","23190","auto","Engels, M.E.",NA,NA,NA,NA,"2017","07","13",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:21:32-03","MBM","MBM","249626","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Operculina","hamiltonii","Operculina hamiltonii","(G. Don) D.F. Austin & G.W. Staples","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70986","2000","05","Southern America","Brazil","Goiás","Fazenda Santa Marta, próximo a Mandassaia","-46.7717018127441","-13.0367002487183",NA,NA,"MBM249626","MBM249626","12","Campos Belos","70364","auto","Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
