"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","county","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"233","2021-03-15 16:37:00-03","NY","NYBG","2447724","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","R. Spruce","1499","1851","05",NA,"South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623160' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447724","Prope Barra [Manaus], Prov. Rio Negro","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-59.9953079","-3.0673242","NY02447724_01",NA,"floribunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-15 16:37:00-03","NY","NYBG","01023061","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera balsamifera","N. A. Rosa","2067","1977","06","06","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184522' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023061","Margem esquerda do R. Juruena, proximo a cahoeira S. Joao da Barra. Mata, terra firma. SC 21 VB","Magnoliophyta","Malpighiales",NA,"-58.5558736","-8.9417327","NY01023061_01","C. E. Zartman","balsamifera",NA,NA,"Juruena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-15 16:37:00-03","NY","NYBG","2447727","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera floribunda","G. A. Black","47-1756","1947","10","24","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623164' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447727","Beira do Rio Tapajós.","Magnoliophyta","Malpighiales","(Mart.) Cuatrec.","-56.6558075","-4.7009877","NY02447727_01",NA,"floribunda",NA,NA,"Belterra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-15 16:37:00-03","NY","NYBG","02270839","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","G. Martinelli","12276","1987","12","04","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443435' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270839","Igarapé Jaramacarú. Campos de Ariramba","Magnoliophyta","Malpighiales","Aubl.","-55.7591289","-1.1645993","NY02270839_01",NA,NA,NA,NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-15 16:37:00-03","NY","NYBG","2270845","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","I. L. do Amaral","943","1983","04","25","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443442' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270845","Estrada santarém-Cuiabá, Br-163, Km 794, Serra do Cachimbo, Base Aérea","Magnoliophyta","Malpighiales","Aubl.","-54.9","-9.3666669","NY02270845_01",NA,NA,NA,NA,"Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-03-15 16:37:00-03","NY","NYBG","2447709","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera balsamifera","D. C. Daly","806","1980","11","01","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2623133' target='other'> <mi>dwc_moreinfo</mi></a>","NY02447709","White-sand campina approx. 10 Km inland from Boa Vista, Rio Guamá, due S of Belém.","Magnoliophyta","Malpighiales",NA,"-48.383333","-1.566667","NY02447709_01",NA,"balsamifera",NA,NA,"Belém",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-15 16:37:00-03","NY","NYBG","01023035","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera minarum","H. S. Irwin","9292","1965","10","19","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023035","Chapada dos Veadeiros, ca. 12 km N.W. of Alto Paraíso de Goiás (formerly Veadeiros).","Magnoliophyta","Malpighiales","Cuatrec.","-47.59528","-14.04001","NY01023035_01","J. Cuatrecasas","minarum","1200","1200","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-15 16:37:00-03","NY","NYBG","01023048","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera parvifolia","H. S. Irwin","23567","1969","02","19","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184242' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023048","Serra do Espinhaço, Rio Itacambiruçu, ca. 10 km west of Grão Mogol, road to Cristália","Magnoliophyta","Malpighiales","(A.Juss.) Cuatrec.","-42.94755","-16.62225","NY01023048_01","J. Cuatrecasas","parvifolia","900","900","Cristália",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-15 16:37:00-03","NY","NYBG","1016409","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","A. M. Amorim","3996","2004","04","22","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162532' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016409","Trilha de acesso ao Pico das Almas, em Campo Rupestre do Queiroz.","Magnoliophyta","Malpighiales","Aubl.","-41.9506","-13.5503","NY01016409_01",NA,NA,NA,NA,"Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-15 16:37:00-03","NY","NYBG","573421","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","B. L. Stannard","H51150","1992","02","03","South America","Brazil","Bahia","sheet",NA,"SPF, CEPEC, HUEFS, K - Patrocínio Nat. Geographic Soc. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573421","Riacho da Taquara","Magnoliophyta","Malpighiales","Aubl.","-41.92","-13.25","NY00573421_01","L. Rossi",NA,"1650","1650","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-15 16:37:00-03","NY","NYBG","584313","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","R. M. Harley","H50715","1992","01","10","South America","Brazil","Bahia","sheet",NA,"SPF,CEPEC, HUEFS, K - Patrocínio Royal Geographic Soc <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584313","Campo de Ouro Fino (baixo)","Magnoliophyta","Malpighiales","Aubl.","-41.9","-13.25","NY00584313_01","D. C. Zappi",NA,"1600","1700","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-15 16:37:00-03","NY","NYBG","593376","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","L. A. Mattos Silva","4227","2000","10","06","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622005' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593376","Caravalas: Km 16 da Rodovia Caravelas/Alcobaça (BA 001)","Magnoliophyta","Malpighiales","Aubl.","-39.2247","-17.6208","NY00593376_01",NA,NA,NA,NA,"Caravelas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-15 16:37:00-03","NY","NYBG","593377","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","L. A. Mattos Silva","4350","2001","07","24","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00593377","Maraú: Estrada que liga Itacaré a Maraú, km 4","Magnoliophyta","Malpighiales","Aubl.","-39.0156","-14.245","NY00593377_01",NA,NA,NA,NA,"Maraú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-15 16:37:00-03","NY","NYBG","00835815","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","W. W. Thomas","11610","1997","07","18","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835815","Parque Nacional Monte Pascoal. North of Barra Velha.","Magnoliophyta","Malpighiales","Aubl.","-39.1441667","-16.8752778","NY00835815_01","M. L. Kawasaki",NA,NA,NA,"Porto Seguro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-15 16:37:00-03","NY","NYBG","2398836","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","G. L. Sobel","4591","1984","10","16","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622979' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398836","Ilha do Marajó, Sitio Campina on river Pracuuba-mirím, ca. 1 hour by boat upstream from São Sebastião de Boa Vista","Magnoliophyta","Malpighiales","Aubl.","-49.6395457","-1.6123151","NY02398836_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-15 16:37:00-03","NY","NYBG","01067126","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","R. M. Harley","10539","1968","10","08","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067126","Path North from base camp for 2 km.","Magnoliophyta","Malpighiales","Aubl.","-51.77","-12.82","NY01067126_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-15 16:37:00-03","NY","NYBG","2270444","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","A. B. Anderson","137","1975","07","02","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443685' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270444","Cuieiras Campina, rio Cuieiras near mouth of rio Brancinho.","Magnoliophyta","Malpighiales","Aubl.","-60.3200886","-2.5451154","NY02270444_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-15 16:37:00-03","NY","NYBG","2270440","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","J. Revilla","8528","1983","10","04","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443680' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270440","Campinas de Santa Rosa.","Magnoliophyta","Malpighiales","Aubl.","-49.6725","-3.76611","NY02270440_01",NA,NA,NA,NA,"Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-15 16:37:00-03","NY","NYBG","2398838","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","C. A. Cid Ferreira","3980","1983","07","01","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622981' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398838","Bacia do rio Madeira, Posto da FUNAI, Vila dos Índios Mundurucus, rio Marimarí","Magnoliophyta","Malpighiales","Aubl.","-59.0942","-3.88806","NY02398838_01",NA,NA,NA,NA,"Nova Olinda do Norte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-15 16:37:00-03","NY","NYBG","00997442","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","M. Alves","2305","2001","03","05","South America","Brazil","Espírito Santo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1178176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00997442","Parque Estadual Paulo Cesar Vinha (Restinga de Setiba), próximo ao anel da rodovia do sol, ca. 10 km após a saída de Guarapari.","Magnoliophyta","Malpighiales","Aubl.","-40.4325","-20.6211","NY00997442_01","J. A. Kallunki",NA,"20","50","Guarapari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-15 16:37:00-03","NY","NYBG","445900","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","W. W. Thomas","6188","1988","02","20","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621979' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445900","15-20 km N of Porto Seguro and 1.5 km W of road to Sta. Cruz da Cabralia","Magnoliophyta","Malpighiales","Aubl.","-39.08","-16.33","NY00445900_01","M. L. Kawasaki",NA,NA,NA,"Santa Cruz Cabrália",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-15 16:37:00-03","NY","NYBG","2270413","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","R. Romero-Castañeda","3576","1952","11","16","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443646' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270413","Orilla izquierda del Río Vaupés; entre Yútica y Nandú.","Magnoliophyta","Malpighiales","Aubl.",NA,NA,"NY02270413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-15 16:37:00-03","NY","NYBG","445896","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","R. P. Belém","2487","1966","07","06","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=622002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445896",NA,"Magnoliophyta","Malpighiales","Aubl.","-38.88","-15.86","NY00445896_01",NA,NA,NA,NA,"Belmonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-15 16:37:00-03","NY","NYBG","2398832","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","G. T. Prance","13340","1971","06","10","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622975' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398832","Vicinity of Manaus, Manaus-Caracarai Road, Km 45","Magnoliophyta","Malpighiales","Aubl.","-60.0315821","-2.5844508","NY02398832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-15 16:37:00-03","NY","NYBG","445891","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","R. P. Belém","747","1965","04","11","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445891","Rodovia Camacan-Canvieira, 30 km W de Canavieira","Magnoliophyta","Malpighiales","Aubl.","-38.94","-15.67","NY00445891_01","S. A. Mori",NA,NA,NA,"Canavieiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-15 16:37:00-03","NY","NYBG","2398839","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","L. Riedel","s.n.","1824",NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622982' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398839","Borba","Magnoliophyta","Malpighiales","Aubl.",NA,NA,"NY02398839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-15 16:37:00-03","NY","NYBG","2398829","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","G. T. Prance","17904","1973","09","14","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2622972' target='other'> <mi>dwc_moreinfo</mi></a>","NY02398829","Rio Cuieras, 2 Km from Rio Cuieras at 2 Km. below mouth of Rio Branquinho.","Magnoliophyta","Malpighiales","Aubl.","-60.3208","-2.5636","NY02398829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-15 16:37:00-03","NY","NYBG","02282255","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","C. A. Cid Ferreira","1860","1980","07","27","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2391330' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282255","Rio Trombetas, margem direita, Porto Trombetas, estrada da Mina km 7 margem direita","Magnoliophyta","Malpighiales","Aubl.","-55.8658","-1.7658","NY02282255_01","H. Liuth",NA,NA,NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-15 16:37:00-03","NY","NYBG","02282254","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","C. A. Cid Ferreira","1199","1980","06","30","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2391325' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282254","Rio Mapuera a 30 Km da cachoeira Porteira, margem esquerda a 5Km da margem do rio.","Magnoliophyta","Malpighiales","Aubl.","-55.8661","-1.76556","NY02282254_01","L. F. Coêlho",NA,NA,NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-15 16:37:00-03","NY","NYBG","2270447","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","L. O. A. Teixeira","1178","1982","06","17","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443688' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270447","Estrada Humaitá-Jacarecanga, km 62.","Magnoliophyta","Malpighiales","Aubl.","-62.533333","-7.75","NY02270447_01",NA,NA,NA,NA,"Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-15 16:37:00-03","NY","NYBG","2270438","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","P. B. Cavalcante","3382","1978","12","15","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443678' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270438","Ilha de Ipomonga.","Magnoliophyta","Malpighiales","Aubl.","-47.8481","-0.728889","NY02270438_01",NA,NA,NA,NA,"Curuçá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2021-03-15 16:37:00-03","NY","NYBG","00835846","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","W. W. Thomas","4156","1985","10","03","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=919095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835846","Muns. Sinop & Colider: Along BR 080 ca. 94 km E of junction with BR 163. Cerradão forest in the Serra Formosa range.","Magnoliophyta","Malpighiales","Aubl.","-54.13","-10.45","NY00835846_01","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-15 16:37:00-03","NY","NYBG","2270426","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","I. Cordeiro","105","1985","06","30","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443666' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270426","Margens do Rio Jauarí, afluente do rio Aracá, 15 km da Serra do Aracá.","Magnoliophyta","Malpighiales","Aubl.","-63.366667","-0.7","NY02270426_01",NA,NA,NA,NA,"Barcelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2021-03-15 16:37:00-03","NY","NYBG","573424","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","W. Ganev","3541","1994","07","14","South America","Brazil","Bahia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573424","Caminho Jambreiro_Belo Horizonte","Magnoliophyta","Malpighiales","Aubl.","-41.85","-13.3","NY00573424_01","L. Rossi",NA,"1100","1150","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-15 16:37:00-03","NY","NYBG","2270842","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","G. A. Black","47-1276","1947","08","25","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443439' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270842","Tefé.","Magnoliophyta","Malpighiales","Aubl.",NA,NA,"NY02270842_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-15 16:37:00-03","NY","NYBG","445884","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","L. Riedel",NA,"1824",NA,NA,"South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445884","Serra do Lapa","Magnoliophyta","Malpighiales","Aubl.",NA,NA,"NY00445884_01","O. Huber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-03-15 16:37:00-03","NY","NYBG","01067123","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","A. P. Duarte","2629","1950","04","18","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205707' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067123","Serra do Cipó, km 131","Magnoliophyta","Malpighiales","Aubl.","-43.499904","-19.221042","NY01067123_01",NA,NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-03-15 16:37:00-03","NY","NYBG","01067125","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","W. R. Anderson","36130","1972","02","17","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205705' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067125","Serra do Espinhaço, Serra do Cipó","Magnoliophyta","Malpighiales","Aubl.","-43.567497","-19.391589","NY01067125_01","W. R. Anderson",NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-03-15 16:37:00-03","NY","NYBG","1551205","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","J. A. Silva","648","1986","08","07","South America","Brazil","Roraima","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524680' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551205","Boa Vista. Estrada para a Colônia do Apiaui.","Magnoliophyta","Malpighiales","Aubl.","-60.67","2.83","NY01551205_01","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2021-03-15 16:37:00-03","NY","NYBG","2270421","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","C. A. Cid Ferreira","9550","1987","11","11","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443660' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270421","Área da Mineração Rio Norte, 05 km da vila residencial.","Magnoliophyta","Malpighiales","Aubl.","-56.383333","-1.466667","NY02270421_01",NA,NA,NA,NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2016-09-27 04:37:00-03","NY","NYBG","445877","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","W. A. Diaz","1028","1992","11","06","South America","Venezuela","Bolívar","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=621984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445877","Aza-karon. A 1,2 km al N de la pista Paraíso Nvo","Magnoliophyta","Malpighiales",NA,"-63.3753","6.3517",NA,"G. A. Aymard Corredor",NA,"270","270","Raúl Leoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-15 16:37:00-03","NY","NYBG","02270433","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","J. Revilla","8286","1983","08","18","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443673' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270433","Margem da estrada do rio Mojú +/- km 25.","Magnoliophyta","Malpighiales","Aubl.","-49.6725","-3.7661","NY02270433_01",NA,NA,NA,NA,"Tucuruí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2021-03-15 16:37:00-03","NY","NYBG","2270431","PreservedSpecimen","Plantae","Humiriaceae","Humiria","balsamifera","Humiria balsamifera","I. L. do Amaral","1543","1984","02","13","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2443671' target='other'> <mi>dwc_moreinfo</mi></a>","NY02270431","Plato da Serra Araca, parte SE da Serra Norte.","Magnoliophyta","Malpighiales","Aubl.","-63.37","0.85","NY02270431_01",NA,NA,"1150","1250","Barcelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
