"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","class"
"51","2020-12-11 11:38:05-03","UFMG","BHCB","40999","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223","29211",NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:38:05-03","UFMG","BHCB","40998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro","-43.8466987609863","-19.9855995178223","29211",NA,"auto","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:19:38-03","UFPR","UPCB","63320","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Andrade, P.",NA,NA,NA,"Andrade, P.","1997","12","15","Brasil","Minas Gerais","Ouro Preto","Estação Ecológica de Tripué, ponte da linha férrea.","-43.5080986022949","-20.2875003814697","44599","Herbácea, flor branca, sobre pedra, beira d'água. Mata ciliar..","auto","1543",NA,NA,"UPCB0012217","UPCB0012217",NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:19:38-03","UFPR","UPCB","71736","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naud.","Michelangeli, F.A.","2011","02",NA,"Michelangeli, F.A.","2011","02","04","Brasil","Minas Gerais","Ouro Preto","Rocky canyon 1km south of the Parque Estadual Itacolomi offices, about 350 m SW of park boundary","-43.855278","-20.741667",NA,"Creeping herb on shaded and protected rocks. Vegetative..",NA,"1590",NA,NA,"UPCB0012461","UPCB0012461","1348",NA,"-43.855278","-20.741667","1348",NA,NA
"55","2021-02-11 17:19:38-03","UFPR","UPCB","64095","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naud.","Andrade, P.M.","1997","01","01","Andrade, P.M.","1997","12","15","Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas.","-43.5080986022949","-20.2875003814697","44599","Herbácea, flor branca, população agrupada no paredão. Sobre pedra, beira d'água, mata ciliar..","auto","1545",NA,NA,"UPCB0012463","UPCB0012463",NA,NA,NA,NA,NA,NA,NA
"56","2015-08-10 05:49:00-03","MO","MOBOT","3230937","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Amaro Macedo","1951",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Macedo 2856","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-06-10 10:11:07-03","FZB-BH","BHZB","10968","S","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis",NA,NA,NA,NA,NA,"Ordones, J. et al.","2015","11","25","Brasil","MG","Nova Lima","Mata do Jambreiro","-43.8466987609863","-19.9855995178223","29211","Plantas com folhas alternas, endêmica.Doação de duplicata para Herbário BHCB.","auto","2259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-06-10 10:11:07-03","FZB-BH","BHZB","10404","S","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva",NA,NA,NA,NA,NA,"Ordones, J. et al.","2013","12","27","Brasil","MG","Rio Acima","Estrada Rio Acima/Itabirito , paredão rochoso ao lado da ponte sobre Rio das Velhas","-43.7893981933594","-20.0874996185303","13827","unicata, Outro coletor Ferreira Junior, C.A.","auto","2233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-09-04 18:48:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,"Dicotyledoneae"
"60","2019-05-06 11:59:18-03","UFU","HUFU","19219","S","Plantae",NA,NA,"Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","Romero, R.","2012","05",NA,"Vasconcelos, M.F. de","1997","12","13","Brasil","Minas Gerais","Rio Acima",NA,"-43.7893981933594","-20.0874996185303","13827","Herbáceo.; Mata.","auto","s.n.",NA,NA,"HUFU00060576","HUFU00060576","900",NA,NA,NA,"900",NA,NA
"61","2017-03-01 11:28:31-03","CAS","CAS-BOT","353655","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Eriocnema","fulva","Eriocnema fulva","Naudin","F. Almeda",NA,NA,NA,"Almeda, Frank; Martins, A. B.; Fritsch, P. W.; Belinello, R.","2001","10",NA,"Brazil","Minas Gerais",NA,"Minas Gerais: Municipio of Ouro Preto. Estação Ecológica Tripui. Along Córrego Tripui below the fifth railroad bridge just before the tunnel.","-43.5369415283","-20.3949966431",NA,"Rhizomatous semi-succulent herb in post-mature fruit. Local and uncommon. lvs, photo",NA,"8416","South America",NA,NA,NA,"1182",NA,"43°32'13W","20°23'42S",NA,NA,"Magnoliopsida"
"62","2020-08-26 10:49:44-03","MCN-FZBRS","HAS","91857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana","Hoehne",NA,NA,NA,"Barreto, M.","1933","05",NA,"Brasil","Minas Gerais","Itabirito","Porto do Bentevi","-43.801399230957","-20.2532997131348","20553","(SP 38185)","auto","6730",NA,NA,"HAS0091857",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:09:40-03","IBt","SP","38185","S","Plantae",NA,NA,"Melastomataceae","Eriocnema","acaulis","Eriocnema acaulis","Triana",NA,NA,NA,NA,"Mello Barreto","1933","03","29","Brasil","Minas Gerais","Itabirito","Ponte do Bentevi","-43.801399230957","-20.2532997131348","20553",NA,"auto","6730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
