"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","locality","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"46","2021-03-01 16:29:13-03","UNICAMP","UEC","59033","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Krieger, L; et al.","24067","1989","04","30",NA,"Brazil","Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","15056",NA,"Terreirão. Arbustinho, entre pedras, folhas duras, frutinho vermelho.","UEC110785","UEC110785","auto","Romão, GO","MG-P.N.Caparaó- Campos altos.","2350","2350",NA,NA,"2002","05","08",NA,NA,NA,NA,NA
"47","2019-06-27 10:24:46-03","UFES","VIES","35070","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Flores, T.B.; Kuntz-Glavão, J. & Campos, O.R.","1316","2012","10","20",NA,"Brasil","Espírito Santo","Dores do Rio Preto","-41.8452987670898","-20.6888999938965","23972",NA,NA,"VIES035070","VIES035070","auto","Flores, T.B.","Parque Nacional do Caparaó.",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"48","2020-04-27 16:09:32-03","UFES","VIES","35382","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Manhães, V.C.; Carrijo, T.T. & Garbin, M.L.","429","2013","09","19",NA,"Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,NA,"VIES035382","VIES035382","auto","Manhães, V.C.","Parque Nacional do Caparaó.",NA,NA,NA,NA,"2013","09","20",NA,NA,NA,NA,NA
"49","2020-04-27 16:09:32-03","UFES","VIES","33050","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Zorzanelli, J.P.F.","855","2013","11","04",NA,"Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,NA,"VIES033050","VIES033050","auto","Souza, W.O.","Serra do Caparaó.","1950","1950",NA,NA,"2015","09","10",NA,NA,NA,NA,NA
"50","2015-09-04 15:25:57-03","MNHN","RECOLNAT_MNHN_P","P04483346","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Brade, A.C.",NA,"1941","9","10",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04483346' target='other'> <mi>dwc_moreinfo</mi></a>","P04483346","P04483346_01",NA,NA,"Serra do Caparaó","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16908",NA
"51","2020-12-11 11:35:03-03","UFMG","BHCB","183043","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Sanín, D; Leroy, CJL; Duarte, MO; Cruz-Lustre, GM","6717","2016","09","13","Southern America","Brasil","Minas Gerais","Alto Caparaó","-41.800167","-20.430333",NA,NA,"PRENSADO EM ÁLCOOL; Subarbusto, flor com sépalas verdes, cálice rosado claro quando maduro, botão roxo claro, ovário ínfero.",NA,NA,NA,NA,"Parque Nacional do Caparaó, Descida do Pico da Bandeira","2715","2715",NA,NA,"2016","11","30",NA,"-41.800167","-20.430333",NA,NA
"52","2020-12-11 11:35:03-03","UFMG","BHCB","171143","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Romão, GO; Dantas, APT","1474","2006","07","22","Southern America","Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto até 25cm alt.; corola rosada com ápice branco; frutos imaturos verdes. População com poucos indivíduos adensados.; Campo de altitude com afloramento rochoso, solo arenoso pedregoso.","BHCB015711",NA,"auto",NA,"Parque Nacional do Caparaó., Trilha Tronqueira-Terreirão.","1970","2400",NA,NA,"2006","07","22",NA,NA,NA,NA,NA
"53","2020-07-10 09:45:49-03","MBML","MBML-HERBARIO","46973",NA,"Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","T.B. Flores; J. Kuntz-Galvão & O.R. Campos","1316","2012","10","20",NA,"Brasil","Espírito Santo","Dores do Rio Preto","-41.8325","-20.4775",NA,NA,"Subarbusto, ca 30cm. Flores rosa e lilás","MBML046973","MBML046973",NA,NA,"Parque Nacional do Caparaó - Estrada para o Pico da Bandeira",NA,NA,NA,NA,NA,NA,NA,NA,"41W49'57","20S28'39",NA,NA
"54","2020-09-12 05:00:02-03","US","US","2281321","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","H. S. Irwin","2794","1959","3","3","South America - Neotropics","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,"US02986789","US02986789_01",NA,NA,"Pico da Bandeira, Serra Caparaó.","2865",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"55","2020-01-14 12:01:24-03","USP","SPF","231072","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Romão, GO","2371","2010","04","11",NA,"Brasil","Minas Gerais","Alto Caparaó","-41.8535","-20.420833",NA,NA,NA,"SPF00231072",NA,NA,"Romão, GO","Parque Nacional do Caparaó","2000","2890",NA,NA,"2010",NA,NA,NA,"-41.8535","-20.420833",NA,NA
"56","2020-01-14 12:01:42-03","USP","SPF","231073","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Romão, GO","1739","2006","10","30",NA,"Brasil","Santa Catarina","Campo Alegre","-49.214167","-26.167722",NA,NA,NA,"SPF00231073",NA,NA,"Romão, GO","Serra do Quiriri","1388","1388",NA,NA,"2006","07",NA,NA,"-49.214167","-26.167722",NA,NA
"57","2019-11-13 11:19:20-03","USP","SPF","23270","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Furlan, A","CFCR3063","1982","04","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","-43.35","-18.4",NA,NA,NA,"SPF00023270",NA,NA,"Romão, GO",NA,"2050","2050",NA,NA,"2011","10",NA,NA,"-43.35","-18.4",NA,NA
"58","2019-11-13 11:19:20-03","USP","SPF","63948","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Kameyama, C","CFCR11270","1987","07","17",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","-43.3067016601562","-18.465799331665","19014",NA,NA,"SPF00063948",NA,"auto","Romão, GO","Pico do Itambé",NA,NA,NA,NA,"2010","08",NA,NA,NA,NA,NA,NA
"59","2019-10-07 09:12:43-03","UEFS","HUEFS","193431","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Romão, G.O.","2724","2010","04","11",NA,"Brasil","Minas Gerais","Alto Caparaó","-41.853611","-20.420833",NA,NA,"Camp Rupertre.","HUEFS0193431","HUEFS0193431",NA,NA,"Parque nacional do Caparó. Trilha entre a Tronqueira e o Pico da Bandeira.","2000","2890","Asteranae",NA,NA,NA,NA,NA,"41W51'13''","20S25'15''",NA,NA
"60","2019-10-07 09:12:43-03","UEFS","HUEFS","193438","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Romão, G.O.","2731","2010","04","11",NA,"Brasil","Minas Gerais","Alto Caparaó","-41.853611","-20.420833",NA,NA,"Campo Rupestre.","HUEFS0193438","HUEFS0193438",NA,NA,"Parque Nacional do Caparaó. Trilha entre a Tronqueira e o Pico da Bandeira.","2000","2890","Asteranae",NA,NA,NA,NA,NA,"41W51'13''","20S25'15''",NA,NA
"61","2018-10-25 11:34:07-03","F","FMNH-SEEDPLANTS","V0141740F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis",NA,"H. S. Irwin","2796","1959","3","3","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0141740F","V0141740F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2018-10-25 11:34:07-03","F","FMNH-SEEDPLANTS","V0141741F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis",NA,"G. J. Shepherd et al.","5794","1977","9","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0141741F","V0141741F_01",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-02-23 13:22:06-03","MN","R-TIPOS","49755","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Moreira, A.X.","45","1947","10","31",NA,"Brasil","Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","15056",NA,NA,"R000049755","R000049755_001","auto","Romão, G.O.","Pico Luiz Inácio",NA,NA,NA,NA,"2010","03","09","Holotypus",NA,NA,NA,NA
"64","2021-02-23 13:22:06-03","MN","R-TIPOS","49755a","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","Moreira, A.X.","45","1947","10","31",NA,"Brasil","Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","15056",NA,NA,"R000049755a","R000049755a_001","auto","Romão, G.O.","Pico Luiz Inácio",NA,NA,NA,NA,"2010","03","09","Isotypus",NA,NA,NA,NA
"65","2021-01-21 15:29:17-03","IBt","SP","491816","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","caparoensis","Gaylussacia caparoensis","Sleumer","García, GS","367","2016","09","27",NA,"Brasil","Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","21645",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
