"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus","sex"
"42","2021-04-08 17:43:18-03","EAO","IAN","8220","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Jameson","837",NA,NA,NA,"Southern America","Equador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN008220","IAN008220_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:26:06-03","PUCPR","HUCP","24781","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.","Kersten, RA","Kersten, RA","1691","2017","05","05",NA,"Brasil","Paraná","Pontal do Paraná","Rio Guaraguaçu","-48.511100769043","-25.6735992431641",NA,NA,NA,"Floresta de restinga próxima ao rio Guaraguaçu, secundária alterada. Epífita, folhas alternas. 10m s.n.m.","HUCP00024781","HUCP00024781","2017","05","05","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1480442","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Henkel TW; Chin M; Williams (Guyana) R; James R",NA,"1994","03","05","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,"Guyana. Region: Upper Takutu - Upper Essequibo. Acarai Mts; Tinarnau Creek at NW'ernbase of Tinarnau Creek.","-58.6","1.266667",NA,NA,NA,"Mixed hardwood forest and creekside vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480442","NL-U1480442",NA,NA,NA,NA,NA,"Magnoliopsidae","-58.6","1.266667","U 0120628",NA,NA,NA,NA,NA
"45","2020-02-08 10:10:02-03","NBC","NL-BOTANY","L.1542075","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Herzog TCJ",NA,"1911","07","01","Southern America","Bolivia",NA,NA,"Rio Tocorani. *.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1542075 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1542075","NL-L1542075",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1480443","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Granville J-J de; Feuillet CPGA; Hollenberg L; Poncy O; Sangrey M",NA,"1986","01","15","Southern America","French Guiana",NA,NA,"Guyane Francaise: Mont Galbao. Secteur Est.","-53.283333","3.6",NA,NA,NA,"Forêt submontagnarde.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480443","NL-U1480443",NA,NA,NA,NA,NA,"Magnoliopsidae","-53.283333","3.6","U 0120627",NA,NA,NA,NA,NA
"47","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1480444","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Clarke HD; Williams (Guyana) R; Perry C; Tripp EA; Kelly J",NA,"2001","07","01","Southern America","Guyana","Potaro-Siparuni",NA,"Guyana. Region: Potaro-Siparuni. Mt. Ayanganna, east face, 0.2-1.0 km S of camp at base of first of four escarpments.","-59.916667","5.333333",NA,NA,NA,"Dense forest on brown sandy clay and laterite, with Dicymbe, Caryocar, and Inga.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480444","NL-U1480444",NA,NA,NA,NA,NA,"Magnoliopsidae","-59.916667","5.333333","U 0120626",NA,NA,NA,NA,NA
"48","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1480445","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Clarke HD; Williams (Guyana) R; Perry C; Tripp EA; Kelly J",NA,"2001","06","09","Southern America","Guyana","Potaro-Siparuni",NA,NA,"-59.933333","5.316667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480445","NL-U1480445",NA,NA,NA,NA,NA,"Magnoliopsidae","-59.933333","5.316667","U 0119357",NA,NA,NA,NA,NA
"49","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1480446","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Boom BM",NA,"1994","09","13","Southern America","French Guiana","Saint-Laurent-du-Maroni",NA,NA,"-53.266667","3.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480446","NL-U1480446",NA,NA,NA,NA,NA,"Magnoliopsidae","-53.266667","3.583333","U 0118525",NA,NA,NA,NA,NA
"50","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1480447","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Henkel TW; Chin M; Williams (Guyana) R; James R",NA,"1994","02","23","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,"Region U. Takutu-U. Essequibo, Acarai Mts; Watuwau Creek 6-10 km upstream of juncture with Chodikar River.","-58.7","1.366667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480447","NL-U1480447",NA,NA,NA,NA,NA,"Magnoliopsidae","-58.7","1.366667","U 0118524",NA,NA,NA,NA,NA
"51","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1480449","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Maas PJM; Westra LYT",NA,"1979","11","12","Southern America","Guyana",NA,NA,NA,"-60.55","5.95",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480449","NL-U1480449",NA,NA,NA,NA,NA,"Magnoliopsidae","-60.55","5.95","U 0098478",NA,NA,NA,NA,NA
"52","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1481114","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.","Wurdack JJ","Fuchs HP; Torres-Romero JH; Zanella L",NA,"1967","02","21","Southern America","Colombia","Chocó",NA,"Chocó: Rio Baudo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481114","NL-U1481114",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0041051",NA,NA,NA,NA,NA
"53","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1481115","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Jaramillo Mejía R; Hammen T van der; Echeverry R; Rangel O",NA,"1977","09","04","Southern America","Colombia",NA,NA,"Departamento del Magdalena: Sierra Nevada de Sta. Marta; Transecto Buritaca, Alto Rio Buritaca, Cuchilla.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481115","NL-U1481115",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1481117","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"León H; et al.",NA,"1986","06","10","Southern America","Colombia",NA,NA,"Colombia: Depto. de Nariño, Municipio de la Espriella, en la via a Tumaco antes de la Guayana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481117","NL-U1481117",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1481118","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.",NA,"Rooden J van; Welle BJH ter; Topper SMC",NA,"1979","11","15","Southern America","Colombia",NA,NA,"Departemento Valle Del Cauca: Municipio Buenaventura, community of San Isidro.","-76.95","3.983333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481118","NL-U1481118",NA,NA,NA,NA,NA,"Magnoliopsidae","-76.95","3.983333",NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:10:02-03","NBC","NL-BOTANY","U.1481116","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","emarginella","Peperomia emarginella emarginella",NA,NA,"Klug G",NA,"1930","10","01","Southern America","Colombia",NA,NA,"Comisaría del Putumayo: Umbría.","-76.166667","0.9",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1481116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1481116","NL-U1481116",NA,NA,NA,NA,NA,"Magnoliopsidae","-76.166667","0.9",NA,"emarginella",NA,NA,NA,NA
"57","2020-11-04 12:18:04-03","ESALQ","ESA","84929","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Souza, V.C.","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","116.0","2003","04","21",NA,"Brasil","São Paulo","Iporanga","Parque Estadual Intervales. Núcleo Bulha D'água, Trilha da caverna do Sr. Bento. Vegetação Secundária de Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito) e trechos regenerados","-48.5900001525879","-24.5799999237061","550","550",NA,"Epífita","ESA084929","ESA084929","2003","01","01","38740","auto",NA,"-48,499,444","-24,338,333",NA,NA,NA,NA,NA,NA
"58","2021-01-14 15:32:55-03","MN","R","38935","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.","Yuncker, T.G.","Freire Allemão, F.; Cysneiros, M.","1459",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010054930","R010054930_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:41:30-03","UFJF","CESJ","11272","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","E.F.Guimarães","L. Krieger","CESJ11272","1971","12",NA,"América do Sul","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vilha Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Epífita, folhas carnosas, lentiformes. Infl. esverdeadas. Na mata.","CESJ011272",NA,"1980","01",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:41:30-03","UFJF","CESJ","43641","PreservedSpecimen","Plantae","Angiosperma",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","V.C. Souza","Urbanetz; et al.","116","2003","04","21","América do Sul","Brasil","São Paulo","Iporanga","Núcleo Bulha D'água, Trilha da caverna do Sr. Bento, a 550m de altitude. Lat. 24º20'18S; 48º29'58W.","-48.5900001525879","-24.5799999237061",NA,NA,NA,"Vegetação Secundária de Floresta Ombrófila Densa Montana/Submontana, com trechos remanescentes de floresta com extrativismo seletivo (madeira e palmito) e trechos regenerados de antigas áreas de cultivo (20 anos).","CESJ043641",NA,"2003",NA,NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:37:48-03","UNICAMP","UEC","133899","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(S.W.) A.DC.","Souza, VC","Urbanetz, C; Destro, GFG; Moreira-Coneglian, IR; Harder, ICF; Muniz, MRA; et al.","116","2003","04","21",NA,"Brazil","São Paulo","Iporanga","Núcleo Bulha D'água, trilha da caverna do Sr. Bento","-48.4995","-24.338389",NA,NA,NA,"epifita","UEC159898","UEC159898","2003",NA,NA,NA,NA,NA,"-48.4995","-24.338389",NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:37:48-03","UNICAMP","UEC","134783","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(S.W.) A.DC.","Souza, VC","Urbanetz, C; Destro, GFG; Moreira-Coneglian, IR; Harder, ICF; Muniz, MRA; et al.","116","2003","04","21",NA,"Brazil","São Paulo","Iporanga","Núcleo Bulha D'água, trilha da caverna do Sr. Bento","-48.4995","-24.338389",NA,NA,NA,"epifita","UEC149464","UEC149464","2003",NA,NA,NA,NA,NA,"-48.4995","-24.338389",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:37:48-03","UNICAMP","UEC","67872","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(S.W.) A.DC.",NA,"Barros, F; et al.","29473","1993","11","09",NA,"Brazil","São Paulo","Ubatuba","Trilha do Corisco","-44.816667","-23.333333",NA,NA,NA,"epifita com inflorescencia avermelhada","UEC149463","UEC149463",NA,NA,NA,NA,NA,NA,"-44.816667","-23.333333",NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:37:48-03","UNICAMP","UEC","51654","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(S.W.) A.DC.","Silva, SM","Britez, RM; Sousa, WS","s.n.","1986","05","02",NA,"Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"erva epifita pequena coletada em tronco caido na floresta","UEC149465","UEC149465","1987","12",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-10-14 10:04:36-03","FURB","FURB","38464","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.","Lichtenfelz, F.A.","Funez, L.A.","616","2012","06","22",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0791667","-26.9222223","87","87",NA,NA,"FURB38455","FURB38455","2017","05","08",NA,NA,NA,"-49.0791667","-26.9222223",NA,NA,NA,NA,NA,NA
"66","2020-10-14 10:04:36-03","FURB","FURB","4026","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.","Guimarães, D","Mirele; Kiehn, E.",NA,"2000","03","11",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0733334","-26.9213889",NA,NA,NA,"H/3798. Código PSF06.","FURB37280","FURB37280","2003","03","01",NA,NA,NA,"-49.0733334","-26.9213889",NA,NA,NA,NA,NA,NA
"67","2020-10-14 10:04:36-03","FURB","FURB","47346","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.","Lichtenfelz, F.A.","Gasper, A.L. de; Pastório, F.F.","3664","2015","02","07",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","60","60",NA,NA,"FURB38410","FURB38410","2017","05","08",NA,NA,NA,"-49.0719445","-26.9213889",NA,NA,NA,NA,NA,NA
"68","2020-10-14 10:04:36-03","FURB","FURB","54196","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.","Lichtenfelz, F.A.","Lichtenfelz, F.A.","24","2016","11","08",NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0916666","-26.9208334",NA,NA,NA,"Epífita.","FURB54196","FURB54196","2017","04","11",NA,NA,NA,"-49.0916666","-26.9208334",NA,NA,NA,NA,NA,NA
"69","2020-10-14 10:04:36-03","FURB","FURB","4032","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.","Guimarães, D","Raquel, C.",NA,"2000","01","26",NA,"Brasil","Santa Catarina","Benedito Novo","Margem da estrada geral - Km 9.","-49.3643989562988","-26.7828006744385",NA,NA,NA,NA,"FURB02970","FURB02970","2003","03","01","20912","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:04:36-03","FURB","FURB","4027","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C.DC.","Guimarães, D","Mirele",NA,"2000","03","20",NA,"Brasil","Santa Catarina","Rodeio","Congregação das Irmãs Franciscanas.","-49.3664016723633","-26.9228000640869",NA,NA,NA,"H/3794 / MIRO6A.","FURB37282","FURB37282","2003","03","01","13874","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:39:30-03","MBM","MBM","342151","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.",NA,"Petean, M.P.","s.n.","2007","12","18","Southern America","Brazil","Paraná","Antonina","reserva Natural do Morro da Mina","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Epífita coletada a aproximadamente 2m de altura, em Floresta Ombrófila Densa.","MBM342151","MBM342151",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:39:30-03","MBM","MBM","143137","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Callejas, R.","Callejas, R.; et al.; et al.","1828",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"MBM143137","MBM143137",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:39:30-03","MBM","MBM","45081","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Yuncker, T.G.","Hatschbach, G.","9165",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Sítio do Meio","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM045081","MBM045081",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:39:30-03","MBM","MBM","143148","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Callejas, R.","Callejas, R.; et al.; et al.","1850",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Estrada Rio Branco do Sul - Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM143148","MBM143148",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:39:30-03","MBM","MBM","45086","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Smith, L.B.","Hatschbach, G.","9165",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM045086","MBM045086",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:39:30-03","MBM","MBM","125397","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Silva, S.M.","Britez, R.M.; Souza, W.S.; Souza, W.S.","708",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Ilha do Mel, Reserva Ecológica","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM125397","MBM125397",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:39:30-03","MBM","MBM","45087","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Yuncker, T.G.","Hatschbach, G.","9835",NA,NA,NA,"Southern America","Brazil","Paraná","Paranaguá","Sertão do Indaial","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM045087","MBM045087",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:39:30-03","MBM","MBM","395635","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw.) C. DC.","Barboza, E.","Engels, M.E.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.; Lozano, E.D.; Buturi, C.; Pereira, S.; Hekavey, C.","1758","2013","10","13","Southern America","Brazil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Epífita. Verde.; Ecótono entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM395635","MBM395635","2015","04","10","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-09-03 21:28:19-03","MNHN","RECOLNAT_MNHN_P","P01685459","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"Gonzalez, S.",NA,"2010","3","12",NA,"Guyane française",NA,NA,"Mont Itoupé. Guiana Francesa","-53.08639","3.01222","750",NA,"hb","Expédition Itoupé coordonnée par le Parc Amazonien. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01685459' target='other'> <mi>dwc_moreinfo</mi></a>","P01685459","P01685459_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2136",NA,NA,NA
"80","2015-09-03 18:45:38-03","MNHN","RECOLNAT_MNHN_P","P01953206","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C.DC.",NA,"Spruce, R.",NA,"1852","1","1",NA,"Brasil","Amazonas",NA,"Prope San Gabriel da Cachoeira, ad Rio Negro.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01953206' target='other'> <mi>dwc_moreinfo</mi></a>","P01953206","P01953206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2399",NA,NA,NA
"81","2009-09-13 06:40:00-03","MO","MOBOT","2683329","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.","Mathieu, G. (GENT)","Benjamin Øllgaard|J. Korning|Karsten Thomsen|Thea Illum","Øllgaard 57295","1985","2","7","South America","Ecuador","Carchi",NA,"Perhumid forest on wet plateau above San Marcos de los Coaiqueres, on trail towards Gualpí Bajo.","-78.28333","1.1","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2010-02-09 21:32:00-02","MO","MOBOT","2856407","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.","A. Gentry","Enrique Forero|Roberto Jaramillo M.|Luis E. Forero|Nelly Hernández","Forero 3969","1979","3","25","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan. Quebrada La Sierpe, afluente del Río San Juan, al frente de Palestina.","-77.16666","4.16666","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-06-27 16:39:00-03","MO","MOBOT","2653710","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.","Mathieu, G. (GENT)","Simon Lægaard","Lægaard 20787","1999","11","1","South America","Ecuador","Loja",NA,"Parque Nacional Podocarpus, Bombuscara, along trail.","-78.96666","-4.11666","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-08-25 05:58:00-03","MO","MOBOT","2856635","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.",NA,"Calaway H. Dodson|Alwyn H. Gentry|James A. Duke","Dodson 7540","1979","2","6","South America","Ecuador","Los Ríos",NA,"Pichincha. Collections from path following ridge line at El Centinela at crest of Montanas de lla on road from Patricia Pilar is at Km 45 on road from Sto Domingo to Quevedo.","-79.3","-0.61666","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2011-11-08 05:06:00-02","MO","MOBOT","2856808","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.","R. Callejas","Ricardo Callejas|J.M. Silva|Clovis Ramos","Callejas Posada 1850","1983","12","6","South America","Brazil","Paraná",NA,"Mpio Cerro Azul, estrada Rio Branco do Sul-Cerro Azul, 5 km depois do Rio Piedras. Mata dominada por Araucaria angustifolia. Solo humedo. Anegado.","-48.75","-0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2016-02-25 20:14:00-03","MO","MOBOT","2199928","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","emarginella","Peperomia emarginella","(Sw. ex Wikstr.) C. DC.","Guido Mathieu (GENT)","Thomas B. Croat|Lynn P. Hannon|Gregory A. Wahlert|Tuntiak Katan","Croat 90473","2004","7","7","South America","Ecuador","Pastaza",NA,"Along road from Mera to Río Anzu and beyond, 3.6 km N of Río Anzu.","-78.4725","-1.4066667","2016.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1486","3",NA,NA
