"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","infraspecificEpithet","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","sex"
"93","2020-11-04 11:03:56-03","ESALQ","ESA","125470","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa",NA,"Polisel, R.T.","1222.0","2013","03","30",NA,"Brasil","São Paulo","Reserva Particular da Votorantim (CBA). Trilha do Chagas, UHE da Fumaça. Floresta Ombrófila Densa à margem esquerda do Rio Juquiá.","-47.37897","-24.03882",NA,NA,"Epífita. Brácteas amareladas.","ESA125470","Forster, W.",NA,NA,"Tapiraí",NA,"2013","04","12",NA,NA,NA,"-47.37897","-24.03882",NA,NA,NA,NA
"94","2020-11-04 11:03:57-03","ESALQ","ESA","75779","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","212.0","2001","04","17",NA,"Brasil","São Paulo","BLOQUEADO","-46.7799987792969","-24.1800003051758","30",NA,"Epífita. Folhas rajadas de roxo, escapo e frutos verdes.","ESA075779",NA,"ESA075779_1 ESA075779_2",NA,"Itanhaém","30",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"95","2020-11-04 11:03:57-03","ESALQ","ESA","75507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","240.0","2001","04","18",NA,"Brasil","São Paulo","BLOQUEADO","-46.7799987792969","-24.1800003051758","5",NA,"Epífita, inflorescência verde.","ESA075507",NA,"ESA075507_1 ESA075507_2",NA,"Itanhaém","5",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-11-04 11:03:57-03","ESALQ","ESA","22444","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa",NA,"Miyagi, P.H. et al.","125.0","1994","09","07",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"ESA022444",NA,"ESA022444",NA,"Subaúma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-01-14 15:26:05-03","MN","R","215835","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Coser, T.S. 325; Zanella, C.M. & Goetze, M.",NA,"2010","09","29",NA,"Brasil","Espírito Santo",NA,"-40.544444","-19.904444",NA,NA,NA,"R010007149",NA,"R010007149",NA,"Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"40°32'40W","19°54'16S",NA,NA,NA,NA
"98","2021-03-24 16:39:42-03","MN","R","102722","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Smith, L.B.","6222","1952","03","14",NA,"Brasil","Santa Catarina","Pilões","-48.666667","-27.666667","50",NA,NA,"R010008737","Moura, R.","R010008737",NA,"Palhoça","50","2001","11","09",NA,NA,NA,"48°40'W","27°40'S",NA,NA,NA,NA
"99","2021-04-07 17:00:40-03","MN","R","103081","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Smith, L.B. 5747; Reitz, R.",NA,"1952","02","21",NA,"Brasil","Paraná",NA,"-48.6","-25.9","2",NA,NA,"R010008736","Moura, R.","R010008736",NA,"Guaratuba","2","2001","11","09",NA,NA,NA,"48°36'W","25°54'S",NA,NA,NA,NA
"100","2021-04-07 17:00:40-03","MN","R","232044","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa var.stenoglessa","(Griseb.) M.A. Spencer & L.B. Sm.","Forzza, R.C. 7130; Martinelli, G.; Costa, D.P.; Moraes, M.A.; Nadruz, M.A. & Blind, M.R.",NA,"2012","09","19",NA,"Brasil","Amazonas","Parque Nacional da Serra da Neblina.",NA,"0.795278","2115",NA,"Jardim Botânico do Rio de Janeiro - RB 571.321","R010036410,R010036411","Barbosa-Silva, R.G.","R010036410","var.stenoglessa","Santa Isabel do Rio Negro","2115","2015","10","19",NA,NA,NA,"66°00'84W","0°47'43N",NA,NA,NA,NA
"101","2021-01-14 15:26:05-03","MN","R","215471","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Neves, B.F.S. 142; Néri, J.",NA,"2012","09","25",NA,"Brasil","Paraná",NA,"-48.5285","-25.788944","15",NA,NA,"R010008699","Neves, B.F.S.","R010008699 R010008699_1",NA,"Matinhos","15","2013","02","19",NA,NA,NA,"48°31'42.6W","25°47'20.2S",NA,NA,NA,NA
"102","2021-04-07 17:00:40-03","MN","R","225008","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Neves, B.F.S. 273; Kessous, I.M. & Couto, D.R.",NA,"2015","03","20",NA,"Brasil","Bahia","Pedra Branca.","-39.475333","-12.845306","800",NA,NA,"R010007152","Neves, B.F.S.","R010007152",NA,"Santa Terezinha","800","2015","03","29",NA,NA,NA,"39°28'31.2W","12°50'43.1S",NA,NA,NA,NA
"103","2021-04-07 17:00:40-03","MN","R","225023","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Neves, B.F.S. 265; Kessous, I.M. & Couto, D.R.",NA,"2015","03","18",NA,"Brasil","Bahia","Parque Nacional da Chapada Diamantina",NA,NA,NA,NA,NA,"R010007151","Neves, B.F.S.","R010007151",NA,"Guiné",NA,"2015","03","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-04-07 17:00:40-03","MN","R","225315","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Neves, B.F.S. 160; Matozinhos, C. & Uribbe, F.P.",NA,"2013","12","08",NA,"Brasil","São Paulo","Parque Estadual da Ilha do Cardoso, Núcleo Perequê.","-47.924806","-25.074806",NA,NA,NA,"R010007150","Neves, B.","R010007150",NA,"Cananéia",NA,"2013","11","18",NA,NA,NA,"47°55'29.3W","25°04'29.3S",NA,NA,NA,NA
"105","2021-04-07 17:00:40-03","MN","R","32493","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Foster, M.B. 371; Foster, R.",NA,"1939","08","19",NA,"Brasil","São Paulo","Alto da Serra",NA,NA,NA,NA,"Herbario M.B. Foster nº 371","R010008697","Moura, R.","R010008697",NA,NA,NA,"2001","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-04-07 17:00:40-03","MN","R","32443","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Foster, M.B. 275; Foster, R.",NA,"1939","07","26",NA,"Brasil","Espírito Santo",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"Herbario M.B. Foster nº 275","R010008738","Moura, R.","R010008738",NA,"Santa Teresa",NA,"2001","11","09","23813","auto",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-24 16:39:42-03","MN","R","213478","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Moura, R.","609","2008","07","21",NA,"Brasil","Pernambuco",NA,"-36.0442008972168","-7.90305995941162",NA,NA,NA,"R010008739","Coser, T.S.","R010008739",NA,"Taquaritinga do Norte",NA,"2010","10","25","25558","auto",NA,NA,NA,NA,NA,NA,NA
"108","2021-04-07 17:00:40-03","MN","R","193134","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Costa, A.F. 520; Boudet Fernandes, H.Q. & Barretto, M.H.",NA,"1995","10","17",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","600",NA,NA,"R010008698","Alcântara, V.","R010008698",NA,"Santa Teresa","600","2009","11","18","23813","auto",NA,NA,NA,NA,NA,NA,NA
"109","2021-01-14 15:26:05-03","MN","R","232917","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Gomes-da-Silva, J.","97","2011","10","19",NA,"Brasil","São Paulo","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,"R010043444",NA,NA,NA,"Cananéia",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"110","2021-01-14 15:26:05-03","MN","R","234538","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Martinelli, G.","17793","2012","09","19",NA,"Brasil","Amazonas","Parque Nacional do Pico da Neblina.","-65.0192031860352","-0.413888990879059",NA,NA,NA,"R010052372",NA,NA,NA,"Santa Isabel do Rio Negro",NA,NA,NA,NA,"323677","auto",NA,NA,NA,NA,NA,NA,NA
"111","2021-04-07 17:00:40-03","MN","R","234321","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Kessous, I.M. 334; Pinto, A.R. & Picanço, W.",NA,"2018","04","26",NA,"Brasil","Paraná","Serra da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,"R010052229","Kessous, I.M.","R010052229",NA,"Morretes",NA,"2018","04","26","30514","auto",NA,NA,NA,NA,NA,NA,NA
"112","2019-02-15 11:35:38-02","IPA","IPA","45548","S","Plantae","Plantae",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Andrade-Lima","72-8279","1972","12","28","Southern America","Brasil","Pernambuco","Sítio Cafundó","-36.0442008972168","-7.90305995941162",NA,NA,NA,"IPA0045548","Baracho, G.S.",NA,NA,"Taquaritinga do Norte",NA,"2000","04","26","25558","auto",NA,NA,NA,NA,NA,NA,NA
"113","2019-02-15 11:35:38-02","IPA","IPA","8603","S","Plantae","Plantae",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A. Spencer & L.B. Sm.","Andrade-Lima","55-2376","1955","11","24","Southern America","Brasil","Ceará","Serra de Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,"Epífita.","IPA0008603","Baracho, G.S.",NA,NA,"Maranguape",NA,"2000","04","26","40608","auto",NA,NA,NA,NA,NA,NA,NA
"114","2020-12-20 21:16:28-03","UFV","VIC","021499","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Grisebach) M.A.Spencer & L.B.Smith","de Paula, C.C.","1134","1996","07","06",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Epífita de brácteas escapais vinho escuro de ápice esverdeado, brácteas florais e primárias pretas, não secundiflora, sépalas verdes, pétalas brancas.","VIC021499",NA,"VIC021499",NA,"Friburgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 14:32:50-03","UFJF","CESJ","13364","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","L. Krieger; et al.","CESJ13364","1974","07","26","América do Sul","Brasil","Paraná",NA,"-48.5746994018555","-25.8827991485596",NA,NA,"Na mata de restinga, com frutos novos, folhas transversalmente marmoradas de castanho escuro.","CESJ013364","M.G.L. Wanderley",NA,NA,"Guaratuba",NA,"2006","06","01","41937","auto",NA,NA,NA,NA,NA,NA,NA
"116","2019-11-27 13:46:40-03","UFS","ASE","1115","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B. Sm.","Marlúcia","ASE1115","1981","09","13","Southern America","Brasil","Sergipe","Parque Nacional da Serra de Itabaiana","-37.253","-10.4107",NA,NA,"erva. Folhas rosuladas, bordo liso, inflorescência tipo cacho com sementes.; erva. Folhas rosuladas, bordo liso, inflorescência tipo cacho com sementes.; Campo rupestre (solo litólico)","ASE0006153","Versioux & sousa",NA,NA,"Itabaiana",NA,"2014","01",NA,NA,NA,NA,"-37.253","-10.4107",NA,NA,NA,NA
"117","2021-03-01 16:19:09-03","UNICAMP","UEC","206550","S","Plantae","Liliopsida",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Nunes, CEP","2013/102","2013","10","27",NA,"Brazil","São Paulo","Trilha da Pirapitinga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","80",NA,"Erva epífita.; Floresta Ombrófila Densa Sub-Montana.","UEC001218","Nunes, CEP","UEC001218",NA,"São Luiz do Paraitinga","1200","2018","06",NA,NA,NA,NA,"-45.133333","-23.316667",NA,NA,NA,NA
"118","2019-08-20 09:59:13-03","UNICAMP","UEC","138488","S","Plantae","Liliopsida",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Breier, TB; Budke, JC","518","2002","08","21",NA,"Brazil","São Paulo","Parque Estadual Carlos Botelho, núcleo Sete Barras, próximo ao rio.","-47.916667","-24.166667",NA,NA,NA,"UEC043672",NA,"UEC043672",NA,"Sete Barras",NA,NA,NA,NA,NA,NA,NA,"-47.916667","-24.166667",NA,NA,NA,NA
"119","2019-08-20 09:59:13-03","UNICAMP","UEC","90265","S","Plantae","Liliopsida",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Leitão Filho, HF","33208","1995","02","09",NA,"Brazil","São Paulo","Parque Estadual do Jacupiranga, próximo","-48.392222","-24.646667",NA,NA,"flor, Epífita, botões florais verdes","UEC043670","Ogawa, K","UEC043670",NA,"Eldorado",NA,"1998","02",NA,NA,NA,NA,"-48.392222","-24.646667",NA,NA,NA,NA
"120","2021-03-01 16:19:09-03","UNICAMP","UEC","90272","S","Plantae","Liliopsida",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Leitão Filho, HF","32885","1994","02","08",NA,"Brazil","São Paulo","Estrada BR-116, acesso a Barra do Turvo. Entrada para o bairro dos Barreiros.",NA,NA,NA,NA,"Epífita. Brácteas florais verdes, sépalas verdes, pétalas brancas. Folhas verdes maculadas de roxo.","UEC043671","Proença, SL","UEC043671",NA,NA,NA,"1998","11","25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-08-20 09:59:13-03","UNICAMP","UEC","138487","S","Plantae","Liliopsida",NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Breier, TB; Nakakura, HCC","358","2002","07","22",NA,"Brazil","São Paulo","Parque Estadual da Ilha do Cardoso, parcelas pemanentes, ao lado da parcela A4","-47.9199981689453","-25.0100002288818",NA,NA,NA,"UEC043669","Breier, TB","UEC043669",NA,"Cananéia",NA,"2004","09",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-08-20 09:59:14-03","UNICAMP","UEC","122136","S","Plantae","Liliopsida",NA,"Bromeliaceae","Tillandsia","spiculosa","Tillandsia spiculosa","Griseb.","Meireles, LD; Souza; Rodrigues, RR; Gonçalves, APS; Soares, Jr; FJ; Meneghetti, GIP","212","2001","04","17",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Núcleo","-46.824444","-24.041111",NA,NA,"fruto, Epífita. Folhas rajadas de roxo, escapo e frutos verdes. Floresta ombrófila densa baixomontana e montana.","UEC043667",NA,"UEC043667",NA,"Itanhaém",NA,NA,NA,NA,NA,NA,NA,"-46.824444","-24.041111",NA,NA,NA,NA
"123","2020-10-14 10:00:11-03","FURB","FURB","13857","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Gasper, A.L. de; Cadorin, T.J. & Schmitt, J.","2238","2009","08","11",NA,"Brasil","Santa Catarina","Campus V - FURB.","-49.0494444","-26.8552778","70",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB01137","Bonnet, A","FURB01137",NA,"Blumenau","70","2010","02","02",NA,NA,NA,"-49.0494444","-26.8552778",NA,NA,NA,NA
"124","2020-10-14 10:00:11-03","FURB","FURB","14434","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Stival-Santos, A.; Legal, E. & Silveira, S.","880","2009","09","18",NA,"Brasil","Santa Catarina","Garcia.","-49.14","-27.0002778","351",NA,"Florística IFFSC 636 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno da mata Habito: epífita; Fruto verde;","FURB19748","Cadorin, TJ","FURB19748",NA,"Blumenau","351","2009","11","10",NA,NA,NA,"-49.1400000","-27.0002778",NA,NA,NA,NA
"125","2020-10-14 10:00:11-03","FURB","FURB","14689","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","115","2009","09","30",NA,"Brasil","Santa Catarina","Sol Nascente.","-48.7272223","-26.055","13",NA,"Epífita IFFSC e8000a (Acima de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita;","FURB19747","Cadorin, TJ","FURB19747",NA,"Garuva","13","2009","11","10",NA,NA,NA,"-48.7272223","-26.0550000",NA,NA,NA,NA
"126","2020-10-14 10:00:11-03","FURB","FURB","15495","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","438","2009","10","27",NA,"Brasil","Santa Catarina","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","533",NA,"Epífita IFFSC e518a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de tronco caído;","FURB19739","Rodrigues, AV","FURB19739",NA,"Presidente Nereu","533","2010","06","11",NA,NA,NA,"-49.2313889","-27.1813889",NA,NA,NA,NA
"127","2020-10-14 10:00:11-03","FURB","FURB","16345","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","436","2009","11","04",NA,"Brasil","Santa Catarina",NA,"-48.78","-27.36","440",NA,NA,"FURB19741","Cadorin, TJ","FURB19741",NA,"Biguaçu","440","2009","11","04",NA,NA,NA,"-48.7800000","-27.3600000",NA,NA,NA,NA
"128","2020-10-14 10:00:11-03","FURB","FURB","17030","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","617","2009","11","21",NA,"Brasil","Santa Catarina","Braço esquerdo.","-49.2355555","-26.365","417",NA,"Epífita IFFSC e993a (Acima de 4m), forófito 3. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB19744","Cadorin, TJ","FURB19744",NA,"São Bento do Sul","417","2009","11","21",NA,NA,NA,"-49.2355555","-26.3650000",NA,NA,NA,NA
"129","2020-10-14 10:00:11-03","FURB","FURB","19907","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1277","2010","02","01",NA,"Brasil","Santa Catarina","Sertão do Campo.","-48.7619444","-27.8788889","180",NA,"Epífita IFFSC e226a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB19737","Schmitt, J","FURB19737",NA,"Paulo Lopes","180","2010","02","01",NA,NA,NA,"-48.7619444","-27.8788889",NA,NA,NA,NA
"130","2020-10-14 10:00:11-03","FURB","FURB","21534","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1220","2010","02","16",NA,"Brasil","Santa Catarina","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444","249",NA,"Epífita IFFSC e8001b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB19742","Cadorin, TJ","FURB19742",NA,"Blumenau","249","2010","02","16",NA,NA,NA,"-49.1180556","-27.0069444",NA,NA,NA,NA
"131","2020-10-14 10:00:11-03","FURB","FURB","22816","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1651","2010","03","16",NA,"Brasil","Santa Catarina","Braço do Solão.","-49.2313889","-27.1813889","533",NA,"Epífita IFFSC e518b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto com fruto;","FURB19740","Gasper, AL de","FURB19740",NA,"Presidente Nereu","533","2010","04","07",NA,NA,NA,"-49.2313889","-27.1813889",NA,NA,NA,NA
"132","2020-10-14 10:00:11-03","FURB","FURB","24001","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Stival-Santos, A.; Legal, E. & Silveira, S.","2255","2010","03","30",NA,"Brasil","Santa Catarina","Reserva Biológica Canela Preta.","-49.14","-27.27","639",NA,"Florística IFFSC 467 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB19745","Cadorin, TJ","FURB19745",NA,"Botuverá","639","2010","04","29",NA,NA,NA,"-49.1400000","-27.2700000",NA,NA,NA,NA
"133","2020-10-14 10:00:11-03","FURB","FURB","24409","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Cadorin, T.J.; Oliveira, C.P.L. & Boing, E.","1765","2010","03","30",NA,"Brasil","Santa Catarina",NA,"-48.78","-27.36","440",NA,NA,"FURB19746","Cadorin, TJ","FURB19746",NA,"Biguaçu","440","2010","03","30",NA,NA,NA,"-48.7800000","-27.3600000",NA,NA,NA,NA
"134","2020-10-14 10:00:11-03","FURB","FURB","25565","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2201","2010","05","10",NA,"Brasil","Santa Catarina","Braço esquerdo.","-49.2355555","-26.365","417",NA,"Epífita IFFSC e993b (Abaixo de 4m). Fruto seco. Habitat: Floresta Ombrófila Densa; Estágio Avançado; próximo a cachoeira Habito: epífita;","FURB19738","Cadorin, TJ","FURB19738",NA,"São Bento do Sul","417","2010","05","10",NA,NA,NA,"-49.2355555","-26.3650000",NA,NA,NA,NA
"135","2020-10-14 10:00:11-03","FURB","FURB","28157","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2569","2010","06","05",NA,"Brasil","Santa Catarina","Sertão do Campo.","-48.7619444","-27.8788889","180",NA,"Epífita IFFSC e226b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; flor inflorecência verde","FURB19736","Bonnet, A","FURB19736",NA,"Paulo Lopes","180","2010","08","25",NA,NA,NA,"-48.7619444","-27.8788889",NA,NA,NA,NA
"136","2020-10-14 10:00:11-03","FURB","FURB","35987","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Cadorin, T.J.; Oliveira, C.P.L.","3261","2011","04","26",NA,"Brasil","Santa Catarina",NA,"-49.1516667","-26.3025","624",NA,NA,"FURB19735","Cadorin, TJ","FURB19735",NA,"Jaraguá do Sul","624","2011","04","26",NA,NA,NA,"-49.1516667","-26.3025000",NA,NA,NA,NA
"137","2019-11-08 08:50:45-03","FURB","FURB","43727","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Funez, L.A.","2782","2014","02","14",NA,"Brasil","Santa Catarina","Morro do 80.","-49.4213889","-26.9136111","736",NA,NA,"FURB19743","Funez, L.A.","FURB19743",NA,"Ascurra","736","2014","02","14",NA,NA,NA,"-49.4213889","-26.9136111",NA,NA,NA,NA
"138","2020-10-14 10:00:11-03","FURB","FURB","50901","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Racinaea","spiculosa","Racinaea spiculosa","(Griseb.) M.A.Spencer & L.B.Sm.","Caglioni, E.; et al.","472","2015","07","04",NA,"Brasil","Santa Catarina","Parque Botânico Morro do Baú.","-48.9433333","-26.8041667","340",NA,NA,"FURB50901","Caglioni, E","FURB50901",NA,"Ilhota","340","2015","07","04",NA,NA,NA,"-48.9433333","-26.8041667",NA,NA,NA,NA
