"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","locality","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","class","relatedCatalogItem"
"49","2019-10-07 09:11:39-03","UEFS","HUEFS","170126","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Saavedra, M.M.","982","2009","07","12",NA,"Brasil","Bahia","Mucugê","-41.373056","-13.013056",NA,"Campo Rupestre.","HUEFS0170126","HUEFS0170126 HUEFS0170126_e1","2018","10","41W22'23''","13S0'47''","984","984","Cemitério Bizantino, nas proximidades da cidade.",NA,NA,NA,NA,NA,"Asteranae",NA
"50","2019-10-07 09:11:39-03","UEFS","HUEFS","18084","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Ganev, W.","3339","1994","06","08",NA,"Brasil","Bahia","Abaíra","-41.866667","-13.333333",NA,NA,"HUEFS0018084","HUEFS0018084 HUEFS0018084_e1","2018","10","41W52'","13S20'","1960","1960",NA,NA,NA,NA,NA,NA,"Asteranae",NA
"51","2019-10-07 09:11:39-03","UEFS","HUEFS","18170","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Ganev, W.","3425","1994","07","23",NA,"Brasil","Bahia","Abaíra","-41.85","-13.316667",NA,NA,"HUEFS0018170","HUEFS0018170 HUEFS0018170_e1","2018","10","41W51'","13S19'","1200","1400",NA,NA,NA,NA,NA,NA,"Asteranae",NA
"52","2019-10-07 09:11:39-03","UEFS","HUEFS","192897","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Quaresma, A.S.","230","2011","11","02",NA,"Brasil","Bahia","Mucugê","-41.369167","-13.020833",NA,"Cerrado rupestre","HUEFS0192897","HUEFS0192897_e1","2018","10","41W22'9''","13S1'15''","1000","1000","Trilha de acesso ao córrego de Arelha.",NA,NA,NA,NA,NA,"Asteranae",NA
"53","2019-10-07 09:11:39-03","UEFS","HUEFS","26134","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Hind, D.J.N.","PCD3643","1996","07","15",NA,"Brasil","Bahia","Mucugê","-41.4075","-12.95",NA,"Gerais.","HUEFS0026134","HUEFS0026134 HUEFS0026134_e1","2018","10","41W24'27''","12S57'0''","1070","1070","Pedra redonda, entre o rio Preto e o rio Paraguaçu.",NA,NA,NA,NA,NA,"Asteranae",NA
"54","2019-10-07 09:11:39-03","UEFS","HUEFS","62156","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Hind, D.J.N.","PCD3537","1996","07","12",NA,"Brasil","Bahia","Mucugê","-41.320556","-12.957222",NA,"Campo rupestre. Sustrato latólico, às vezes areno-humoso.","HUEFS0062156","HUEFS0062156 HUEFS0062156_e1","2018","10","41W19'14''","12S57'26''","1250","1250","Estrada Andaraí-Mucugê, ao lado da torre da Embratel.",NA,NA,NA,NA,NA,"Asteranae",NA
"55","2019-10-07 09:11:39-03","UEFS","HUEFS","68080","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Oliveira, E.C.","12","2001","11","25",NA,"Brasil","Bahia","Mucugê","-41.3","-13.05",NA,NA,"HUEFS0068080","HUEFS0068080 HUEFS0068080_e1","2018","10","41W18'","13S3'",NA,NA,"Trilha para Cachoeira Tiburtino.",NA,NA,NA,NA,NA,"Asteranae",NA
"56","2019-10-07 09:11:39-03","UEFS","HUEFS","68083","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Oliveira, E.C.","15","2001","11","25",NA,"Brasil","Bahia","Mucugê","-41.3","-13.05",NA,NA,"HUEFS0068083","HUEFS0068083 HUEFS0068083_e1","2018","10","41W18'","13S3'",NA,NA,"Trilha para o Projeto Sempre Viva.",NA,NA,NA,NA,NA,"Asteranae",NA
"57","2019-10-07 09:11:39-03","UEFS","HUEFS","96932","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Conceição, A.A.","1407","2005","06","19",NA,"Brasil","Bahia","Mucugê","-41.433333","-12.8",NA,NA,"HUEFS0096932","HUEFS0096932 HUEFS0096932_e1","2018","10","41W26'","12S48'","1200","1200","PARNA Chapada Diamantina. Cachoeirão.",NA,NA,NA,NA,NA,"Asteranae",NA
"58","2019-10-07 09:11:39-03","UEFS","HUEFS","203461","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Loeuille, B.","346","2007","09","19",NA,"Brasil","Bahia","Catolés","-41.85",NA,NA,"Campo rupestre.","HUEFS0203461","HUEFS0203461 HUEFS0203461_e1","2018","10","41W51'0''","13S19'82''","1491","1491","Campo do Bicota.",NA,NA,NA,NA,NA,"Asteranae",NA
"59","2019-10-07 09:11:39-03","UEFS","HUEFS","10282","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","Mattos-Silva, L.A.","2787","1989","05","19",NA,"Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0010282","HUEFS0010282 HUEFS0010282_e1","2018","10",NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,"Asteranae",NA
"60","2019-10-07 09:11:39-03","UEFS","HUEFS","66578","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lychnophorella","regis","Lychnophorella regis","(H.Rob.) Loeuille, Semir & Pirani","J.B.Cândido","King, R.M.","8151","1979","07","26",NA,"Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,"HUEFS0066578","HUEFS0066578_e1","2018","10",NA,NA,"1000","1000","A 3 km as S de Mucugê na estrada que vai para Jussiape.",NA,"52493","auto","Isótipo",NA,"Asteranae",NA
"61","2020-07-23 11:59:14-03","CEPLAC","CEPEC","25299","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"D. J. N. Hind","R. M. Harley","20650","1980","01","25",NA,"Brasil","Bahia","MUCUGÊ","-41.333333","-12.966667",NA,NA,NA,NA,NA,NA,"41W20'","12S58'",NA,NA,"5Km acima de Mucuge, Rod. para Andaraí.",NA,NA,NA,NA,NA,NA,"16/12/1991"
"62","2020-07-23 11:59:14-03","CEPLAC","CEPEC","77368","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"D. J. N. Hind","D. J. N. Hind","3643","1996","07","15",NA,"Brasil","Bahia","MUCUGÊ","-41.4075","-12.95",NA,NA,NA,NA,NA,NA,"41W24'27","12S57'0",NA,NA,"Pedra Redonda, entre o rio Preto e o rio Paraguaçu.",NA,NA,NA,NA,NA,NA,"30/07/1996"
"63","2020-07-23 11:59:14-03","CEPLAC","CEPEC","79104","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"H. A. Ogasawara","D. J. N. Hind","3537","1996","07","12",NA,"Brasil","Bahia","MUCUGÊ","-41.320556","-12.957222",NA,NA,NA,NA,NA,NA,"41W19'14","12S57'26",NA,NA,"Estrada Andarai/Mucuge, ao lado da torre da Embratel.",NA,NA,NA,NA,NA,NA,"18/04/2012"
"64","2020-07-23 11:59:14-03","CEPLAC","CEPEC","18633","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"D. J. N. Hind","R. M. King","8151","1980","07","31",NA,"Brasil","Bahia","MUCUGÊ","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,"A 3Km ao S de Mucuge na estrada que vai para Jussiape.",NA,"52493","auto","Holótipo",NA,NA,"16/12/1991"
"65","2020-07-23 11:59:14-03","CEPLAC","CEPEC","80392","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"H. A. Ogasawara","M. L. Guedes","6105","1998","09","20",NA,"Brasil","Bahia","MUCUGÊ","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chapada Diamantina. Ponto no. 2.",NA,"52493","auto",NA,NA,NA,"18/04/2012"
"66","2020-07-23 11:59:14-03","CEPLAC","CEPEC","38897","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"H. Robinson","G. Hatschbach","47921","1984","06","15",NA,"Brasil","Bahia","MUCUGÊ","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Córrego Moreira.",NA,"52493","auto",NA,NA,NA,"30/12/1985"
"67","2020-07-23 11:59:14-03","CEPLAC","CEPEC","18646","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"R. M. King","R. M. King","8168","1979","07","27",NA,"Brasil","Bahia","MUCUGÊ","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,"Estrada que liga Mucugê/Andarai, a 11Km de Mucugê.",NA,"52493","auto","Paratipo",NA,NA,"30/12/1979"
"68","2020-07-23 11:59:14-03","CEPLAC","CEPEC","45067","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis",NA,"D. J. N. Hind","L. A. Mattos-Silva","2787","1989","05","19",NA,"Brasil","Bahia","MUCUGÊ","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nova Rod. Mucuge/Andaraí, entre Km 0 e 10. Área do Parque Nacional Chapada Diamantina",NA,"52493","auto",NA,NA,NA,"11/01/1991"
"69","2019-11-01 14:54:12-03","UnB","UB","201808","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lychnophora","regis","Lychnophora regis","H.Rob.","Semir, J","King, LRM; Bishop, LE","8736","1981","01","31","Southern America","Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,"Fairly common shrub to 2m tall, flowers mostly past anthesis, the few corollas nearly white","UB0036874","UB0036874","1992","11",NA,NA,NA,NA,"Main valley N of Mucuge from 3-8km N of town",NA,"52493","auto","paratype",NA,NA,NA
"70","2019-11-21 10:00:55-03","IBt","SP","204571","S","Plantae",NA,NA,"Asteraceae","Lychnophora","regis","Lychnophora regis","H.Rob.",NA,"Kral, R; Wanderley, MGL; Cerati, TM; Lima, E","72851","1985","07","21",NA,"Brasil","Bahia","Mucugê","-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,NA,NA,NA,NA,"940","940","Ca. 15 km N of Mucuge by Andaraí-Mucuge road",NA,"52493","auto",NA,NA,NA,NA
