"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","typeStatus","fieldNumber"
"52","2020-09-12 05:00:02-03","US","US","3121307","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","R. L. Liesner & B. K. Holst","21550","1987","3","3","South America - Neotropics","Venezuela","Amazonas","Atures","Yutajé settlement, 8 km NW of; plateau 3 km W of Río Coro-Coro, W of Serrania de Yutajé; valley east base of unnamed 1760m peak","-66.15","5.68","1000",NA,NA,"US00672475",NA,"Bunting, G. S.","1050","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2020-09-12 05:00:02-03","US","US","2621644","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","J. A. Steyermark","98092","1967","3","22","South America - Neotropics","Venezuela","Bolívar",NA,"Meseta del Jaua: Cerro Jáua, cumbre de la porcion Central-Occidental de la Meseta, 36 millas nauticas o 60 km NO de la mision de Campamento Sanidad del Río Kanarakuni","-64.43","4.75","1922",NA,NA,"US00672473",NA,"Bunting, G. S.","2100","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"54","2020-09-12 05:00:02-03","US","US","3717802","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","K. J. Wurdack, K. M. Redden, E. Tripp, A. Radosavljevic, C. Jacobis & J. Ralph","5662","2012","5","18","South America - Neotropics","Guyana","Cuyuni-Mazaruni",NA,"Below 1st escarpment (of four) of Kamakusa Mt., vicinity of large waterfall upstream of Powis Creek (2nd) Camp","-60.2393","5.80961","651",NA,NA,"US01952217",NA,"Croat, T. B.",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","1497522","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","G. H. H.Tate","929","1928","8",NA,"South America - Neotropics","Venezuela","Amazonas",NA,"Aquita, slopes of Mt. Duida","-65.66","3.41","945",NA,NA,"US00672474",NA,"Bunting, G. S.",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","3213983","PreservedSpecimen","Plantae",NA,"Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","O. Huber","13017","1989","11","20","South America - Neotropics","Venezuela","Bolívar","Cedeño","Meseta de Jaua, central-meridional sector; Río Marajano, afluente de Río Cacaro","-64.53","4.8","1750",NA,NA,"US00672476",NA,"Nicolson, D. H.","1800","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"57","2019-09-04 18:10:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Stenospermation","ulei","Stenospermation ulei",NA,"E. H. G. Ule","8490",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"58","2019-07-09 09:49:44-03","F","FMNH-SEEDPLANTS","V0492763F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Stenospermation","ulei","Stenospermation ulei",NA,"R. Liesner","25528","1988","10","28","South America","Venezuela","Amazonas",NA,NA,NA,NA,NA,NA,NA,"V0492763F","V0492763F_01 V0492763F_02","RRC ID Flag",NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25528"
"59","2020-01-24 10:51:12-03","F","FMNH-SEEDPLANTS","V0492764F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Araceae","Stenospermation","ulei","Stenospermation ulei",NA,"J. A. Steyermark","58107","1944","8","31","South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,"V0492764F","V0492764F_01",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-01-16 10:25:48-02","CAS","CAS-BOT","601753","PreservedSpecimen","Plantae","Magnoliophyta","Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Liesner, Ronald","25015","1988","10",NA,"South America","Venezuela","Amazonas","Departamento Atabapo","Cerro Marahuaca","-65.5","3.7166666667","1200",NA,"Epiphyte. Spathe green. Fruit orange. Missouri Botanical Garden Herbarium (MO).",NA,NA,NA,NA,"Liliopsida","65° 30' W","03° 43' N",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-01-16 10:03:23-02","CAS","CAS-BOT","601752","PreservedSpecimen","Plantae","Magnoliophyta","Arales","Araceae","Stenospermation","ulei","Stenospermation ulei","K. Krause","Smith, D. N.; Brack-Egg, W.; Knapp, S.","6277","1984","3",NA,"South America","Peru","Pasco","Provincia de Oxapampa","2-4 km E of Oxapampa.",NA,NA,"1820",NA,"Terrestrial, 1 m tall; inflorescence nodding; spathes white, deciduous; spadix white. Missouri Botanical Garden Herbarium (MO).",NA,NA,NA,"1920","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
