"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"46","2015-11-07 04:15:06-02","MNHN","RECOLNAT_MNHN_P","P04009020","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.",NA,"Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia (Mandiaca)",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04009020' target='other'> <mi>dwc_moreinfo</mi></a>","P04009020","P04009020_01 P04009020_02",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","63",NA,NA,NA
"47","2015-09-04 14:15:02-03","MNHN","RECOLNAT_MNHN_P","P04009021","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.",NA,"Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Brasilia (Mandiaca)",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04009021' target='other'> <mi>dwc_moreinfo</mi></a>","P04009021","P04009021_01 P04009021_02",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","63",NA,NA,NA
"48","2017-06-26 15:28:00-03","MO","MOBOT","100983765","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.","C.P. Bruniera","C.P. Bruniera|W.S. da Silva","Bruniera 717","2012","3","30","South America","Brazil","Rio de Janeiro","Nova Iguaçu","Tinguá. Rebio do Tinguá. Trilha da Catanuda, subindo pela Represa da Serra Velha.","-43.4166667","-22.5833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2020-08-31 08:58:01-03","INPA","INPA","200837","S","Plantae","Dicotyledon Asterids","Gentianales","Rubiaceae","Rudgea","multicostata","Rudgea multicostata","Müll.Arg.","Smith, SF","Hatschbach, GG","68615","1998","10","17","Southern America","Brasil","Bahia","Una","Estrada Una - Pedro do Una.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"INPA0200837","INPA0200837 INPA0200837_e",NA,"1999",NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA
"50","2020-07-10 09:49:13-03","MBML","MBML-HERBARIO","40755",NA,"Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.",NA,"C. M. Vieira; et al","181","1992","02","07",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Trilha para Mariquitas. Área FP 08","-42.85","-22.433333",NA,NA,"Árvore. Folhas discolores verdes. Pedúnculo verde. Frutos imaturos amarelo-alaranjados. Ind.: 952. Alt.: 6m","MBML040755",NA,NA,NA,"42W50'60","22S26'0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-15 14:43:41-03","UNESP-RC","HRCB","13320","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.","Mario Gomes","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"52","2020-07-15 14:43:41-03","UNESP-RC","HRCB","30593","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.",NA,"Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"53","2020-07-15 14:43:41-03","UNESP-RC","HRCB","30591","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.",NA,"Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"54","2020-07-15 14:43:41-03","UNESP-RC","HRCB","30592","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.",NA,"Takahasi, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"55","2020-07-15 14:43:41-03","UNESP-RC","HRCB","11493","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.","Mario Gomes","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"56","2020-07-15 14:43:41-03","UNESP-RC","HRCB","32863","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.",NA,"Gajardo, I. S. M.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"57","2020-07-15 14:43:41-03","UNESP-RC","HRCB","34800","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.","R. G. Udulutsch","Udulutsch, R. G.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"58","2020-07-15 14:43:41-03","UNESP-RC","HRCB","11536","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.","Mario Gomes","Garcia, F. C. P.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"59","2020-07-15 14:43:41-03","UNESP-RC","HRCB","16244","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.","D. C. Zappi","Sanchez, M.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"60","2021-02-09 10:13:52-03","UENF","HUENF","5873","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.",NA,"Alexandrino, C.M.; Pidera, S.; Marques, J.; Neto, S.",NA,"2010","08","28",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica Tinguá","-43.438056","-22.655","52",NA,NA,"HUENF00005876",NA,"52",NA,"43º26'17''W","22º39'18''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-09-12 05:00:02-03","US","US","3089152","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.",NA,"D. Araujo & L. J. Alves","6971","1986","10","16","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Mun. de Cachoeiras de Macacu, Vale do Rio Paraiso, mata secundaria, a beira da trilha",NA,NA,NA,NA,NA,"US02743407","US02743407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"62","2019-11-13 11:30:34-03","USP","SPF","198843","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","Gomes, M","Pessoa, SVA","582","1991","08","28",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual do Paraíso","-42.833333","-22.433333","150",NA,NA,"SPF00198843",NA,"150","1991","-42.833333","-22.433333","10",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:30:34-03","USP","SPF","227013","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","Gomes, M","Braga, JMA","3137","1995","12","20",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344","350",NA,NA,"SPF00227013","SPF00227013","350","2006",NA,NA,"01",NA,"21463","auto",NA,NA,NA,NA,NA
"64","2019-10-07 09:14:55-03","UEFS","HUEFS","164304","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.",NA,"Pessoa, S.V.A.","582","1991","08","28",NA,"Brasil","Rio de Janeiro","Guapimirim","Estação ecológica Estadual de Paraíso. Sítio da Aurora (Picada para Serra Queimada). Área FP42.","-42.833333","-22.433333","150",NA,NA,"HUEFS0164304","HUEFS0164304","150",NA,"42W50'0''","22S26'0''",NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA
"65","2019-09-04 18:57:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","multicostata","Rudgea multicostata",NA,NA,"W. J. Burchell","2543",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA
"66","2019-09-04 19:28:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea",NA,NA,"A. Glaziou","8158",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,"Dicotyledoneae",NA
"67","2018-05-14 16:42:38-03","F","FMNH-SEEDPLANTS","V0293986F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea",NA,"RRC ID Flag","R. Marquete","284","1990","11","13","South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,"V0293986F","V0293986F_01 V0293986F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"284",NA,"Dicotyledoneae",NA
"68","2015-04-09 13:32:22-03","F","FMNH-SEEDPLANTS","V0293995F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0293995F","V0293995F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"69","2020-02-20 14:37:31-03","IAC","IAC","45751","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","R. Cielo Filho; N.M. Ivanauskas & D. Souza","R. Cielo Filho; N.M. Ivanauskas & D. Souza","374","2005","03","03",NA,"Brasil","São Paulo","Peruíbe","Parque Estadual da Serra do Mar, Núcleo Pedro de Toledo, trilha do Rio do Ouro","-46.9983","-24.32",NA,NA,NA,NA,NA,NA,"2005","-46.9983","-24.3200","03","03",NA,NA,NA,NA,NA,NA,NA
"70","2020-02-20 14:37:31-03","IAC","IAC","49043","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","S.L. Jung-Mendaçolli","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","398","2006","11","01",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,NA,"subparcela 67, indivíduo G 1104",NA,NA,NA,"2006","-45.080223","-23.373498","11","01",NA,NA,NA,NA,NA,NA,NA
"71","2020-02-20 14:37:31-03","IAC","IAC","49910","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","E. Ramos et al.","E. Ramos; S. Santos & H.R. Gonçalves","587","2007","10","01",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H","-45.082337","-23.373505",NA,NA,"Sub-parcela 40, indivíduo H0615",NA,NA,NA,"2007","-45.082337","-23.373505","10","01",NA,NA,NA,NA,NA,NA,NA
"72","2020-02-20 14:37:31-03","IAC","IAC","50416","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","594","2007","12","04",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.083511","-23.367009",NA,NA,"subparcela 68, indivíduo I 1392",NA,NA,NA,"2007","-45.083511","-23.367009","12","04",NA,NA,NA,NA,NA,NA,NA
"73","2020-02-20 14:37:31-03","IAC","IAC","50624","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","J.A.M.A. Gomes et al.","J.A.M.A. Gomes; O.A. Santos & S. Santos","715","2009","02","17",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Casa da Farinha (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-44.835","-23.337222",NA,NA,"23°20#?#14#?##?#S , 44°50#?#06#?##?#W",NA,NA,NA,"2009","-44.835000","-23.337222","02","17",NA,NA,NA,NA,NA,NA,NA
"74","2020-02-20 14:37:31-03","IAC","IAC","51960","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","E. Ramos et al.","E. Ramos; M. Eltink; J.F. Benedito & S. Santos","640","2009","11","07",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Capricórnio","-45.081486","-23.372927",NA,NA,"Parcela H, subparcela 91, indivíduo n°1421",NA,NA,NA,"2009","-45.081486","-23.372927","11","07",NA,NA,NA,NA,NA,NA,NA
"75","2020-02-20 14:37:31-03","IAC","IAC","51962","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","E. Ramos","E. Ramos & M. Eltink","s/nº","2009","11","08",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba, Fazenda Capricórnio","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,"2009","-45.0711","-23.4339","11","08",NA,NA,NA,NA,NA,NA,NA
"76","2020-02-20 14:37:31-03","IAC","IAC","54307","S","Plantae",NA,NA,"Rubiaceae-220.Rubioideae-Palicoureeae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","L.C. Bernacci et al.","L.C. Bernacci; A.C.O. Souza; R.M. Coelho & C.A. Joly","4817","2011","02","22",NA,"Brasil","São Paulo","Ubatuba","Parque estadual da Serra do Mar, trlha do Morro da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,"2011","-45.109914","-23.360372","02","22",NA,NA,NA,NA,NA,NA,NA
"77","2020-07-23 12:21:22-03","CEPLAC","CEPEC","154272","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea",NA,"M. Gomes","H. C. de Lima","8372",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"78","2020-07-23 12:21:22-03","CEPLAC","CEPEC","9024","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea",NA,"SpeciesLink/lacunas","R. S. Pinheiro","2029","1972","10","20",NA,"Brasil","Bahia","ITAPÉ","A 2Km do entroncamento para a cidade. Faz. Estreito D'Água, propriedade do Sr. Aufeu de Carvalho.","-39.4211006164551","-14.8983001708984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29131","auto",NA,NA,NA,NA,"30/12/1990"
"79","2020-07-23 12:21:22-03","CEPLAC","CEPEC","7749","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea",NA,"SpeciesLink/lacunas","R. S. Pinheiro","1615","1971","09","10",NA,"Brasil","Bahia","UNA","Ramal Uma/Fazenda São Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,"30/12/1990"
"80","2021-03-04 15:46:12-03","IF","SPSF","49028","PreservedSpecimen","Plantae","Magnoliophyta","Rubiales","Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll. Arg.","M.A.Assis","M.A.Assis",NA,"2009","08","06","América do Sul","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-44.833333","-23.335833","43",NA,"GEOGRAFIA: Floresta Ombrófila Densa de Terras Baixas.;",NA,NA,"69","2009",NA,NA,"08","06",NA,NA,NA,NA,NA,"Magnoliopsida",NA
"81","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","multicostata","Rudgea multicostata","Müll.Arg.",NA,"Burchell, WJ","2543","1826","02","21","Southern America","Brazil","Rio de Janeiro","Guapimirim","IBB/Freixal, Guapimirim, RJ, Forest descent from Serra dos Órgãos to Frechal","-43.066667","-22.55",NA,NA,NA,NA,NA,NA,NA,"-43.066667","-22.55",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:13:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","pachysantha","Rudgea pachysantha","Müll.Arg.",NA,"Lhotsky, J","ex Presls.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Coletor: Lhotzky ex Presl. l. c.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 16:28:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.",NA,"Riedel, L","63",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Magé","IBB/Fazenda da Mandioca, Magé, RJ, Mandioca","-43.1","-22.34",NA,NA,"Habitat in silvis antiquissimis prope Mandioca.; HABITAT: Habitat in silvis antiquissimis prope Mandioca.",NA,NA,NA,NA,"-43.1","-22.34",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:18:38-03","IBt","SP","301044","S","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","Zappi, DC","Furlan, A; Assis, AM; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1507","1994","04","16",NA,"Brasil","São Paulo","Ubatuba","Estrada da Fazenda Capricórnio, km 46 da Rodovia Rio/Santos","-45.083333","-23.4",NA,NA,NA,NA,NA,NA,"2007","-45.083333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:18:38-03","IBt","SP","497427","S","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","Bruniera, CP","Bruniera, CP; Silva, W","758","2012","03","31",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO de Tinguá. Baixadas nos entornos da Represa do Barrelão","-43.416667","-22.583333",NA,NA,NA,NA,NA,NA,"2012","-43.416667","-22.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:18:38-03","IBt","SP","384904","S","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.",NA,"Silva Neto, SJ; et al.","1542","2001","12","10",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Itacolomi, próximo a terceira caixa d'água","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"87","2020-02-13 09:37:17-03","IBt","SP","276540","S","Plantae",NA,NA,"Rubiaceae","Rudgea","vellerea","Rudgea vellerea","Müll.Arg.","Bruniera, CP","Barros, F","2842","1993","11","10",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
