"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","stateProvince","phylum","order","minimumElevationInMeters","maximumElevationInMeters","imagecode","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"42","2021-01-14 15:19:07-03","MN","R","208970","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Folli, D.A.","3731",NA,"Brasil",NA,NA,NA,NA,"R010069399","2000","10","31","Espírito Santo",NA,NA,NA,NA,"R010069399","(Rusby) Lehtonen & Myllys","Bove, C.P.","Linhares","-40.0722007751465","-19.3910999298096","2013",NA,NA,"06","12",NA,"48094","auto",NA,NA,NA,NA
"43","2021-01-14 15:19:07-03","MN","R","31462","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Dusén, P.K.H.","2989",NA,"Brasil",NA,NA,NA,NA,"R010069403,R010069404","1903","12","27","Paraná",NA,NA,NA,NA,"R010069403 R010069404","(Rusby) Lehtonen & Myllys","Bove, C.P.","Piraí do Sul","-49.948600769043","-24.5261001586914","2013",NA,NA,"06","12",NA,"37171","auto",NA,NA,NA,NA
"44","2021-01-14 15:19:07-03","MN","R","147534","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Smith, L.B. 9461; Reitz, R. & Sufridini, O.",NA,NA,"Brasil",NA,NA,NA,NA,"R010069400","1956","12","26","Santa Catarina",NA,NA,NA,NA,"R010069400","(Rusby) Lehtonen & Myllys","Bove, C.P.","Chapecó","-52.6183013916016","-27.096399307251","2013",NA,NA,"06","12",NA,"22671","auto",NA,NA,NA,NA
"45","2021-01-14 15:19:07-03","MN","R","147531","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Klein, R.M.","3320",NA,"Brasil",NA,NA,NA,NA,"R010069401","1962","12","06","Santa Catarina",NA,NA,NA,NA,"R010069401","(Rusby) Lehtonen & Myllys","Bove, C.P.","Curitibanos","-50.584400177002","-27.2828006744385","2013",NA,NA,"06","12",NA,"25987","auto",NA,NA,NA,NA
"46","2021-01-14 15:19:07-03","MN","R","145642","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Smith, L.B. 15484; Klein, R.M.",NA,NA,"Brasil",NA,NA,NA,NA,"R010069405","1971","11","29","Santa Catarina",NA,NA,NA,NA,"R010069405","(Rusby) Lehtonen & Myllys","Bove, C.P.","Curitibanos","-50.584400177002","-27.2828006744385","2013",NA,NA,"06","12",NA,"25987","auto",NA,NA,NA,NA
"47","2020-11-19 10:22:24-03","CPAP","CPAP","13369","PreserverdSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pott, V. J.","2595",NA,"Brasil","Rio Sucuri. Fazenda São Geraldo, ponto turístico de bar com mergulho",NA,NA,". FLOR: . FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Ocasional. AMBIENTE: Mina de nascente de rio calcário, em mata ciliar. SUBSTRATO: solo calcário. RELEVO: plano.",NA,"1995","04","25","MS",NA,NA,"350","350",NA,"(Rusby) Holm-Niels.","R. R. Haynes","Bonito","-56.5575","-21.266944","1996","56°33'27'' W","21°16'01'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:22:24-03","CPAP","CPAP","15831","PreserverdSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pott, V. J.","3215",NA,"Brasil","Fazenda São Geraldo, nascentedo rio Sucuri",NA,NA,"Erva aquática submersa ou na borda úmida. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Nascente de rio, borda com matéria orgânica e mata ciliar. Água muito transparente, calcária, com Chara e Bacopa. SUBSTRATO: solo calcário. REL",NA,"1996","09","07","MS",NA,NA,"350","350",NA,"(Rusby) Holm-Niels.","R. R. Haynes","Bonito","-56.559167","-21.264444","1996","56°33'33'' W","21°15'52'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-19 10:22:24-03","CPAP","CPAP","4986","PreserverdSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Salis, S. M.","167",NA,"Brasil","Canga N1, Serra dos Carajás.",NA,NA,"Erva 25cm alt. FLOR: branca. FRUTO: não visto. INTERESSE: Levantameno floristico.. FREQUÊNCIA: Pouco frequente. AMBIENTE: Mata. SUBSTRATO: solo pedregoso. RELEVO: plano.",NA,"1988","01","01","PA",NA,NA,"700","700",NA,"(Rusby) Holm-Niels.",NA,"Marabá","-49.5","-5.5",NA,"49°30' W","05°30' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-19 10:22:24-03","CPAP","CPAP","5746","PreserverdSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pott, V. J.","733",NA,"Brasil","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía da Sanguessuga",NA,NA,"Erva rosulada, emergente 10cm. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Beira da baía. SUBSTRATO: aquático profundo. RELEVO: plano.",NA,"1988","10","27","MS",NA,NA,"90","90",NA,"(Rusby) Holm-Niels.","R. R. Haynes","Corumbá","-56.65","-18.983333","1996","56°39' W","18°59' S","07",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-19 10:22:24-03","CPAP","CPAP","17114","PreserverdSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"Pott, V. J.","3481",NA,"Brasil","Casa de Vegetação da Embrapa",NA,NA,"Erva rosulada, 7 cm. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Original, borda de minador de água. SUBSTRATO: solo argiloso - calcário. RELEVO: plano.",NA,"1998","08","20","MS",NA,NA,NA,NA,NA,"(Rusby) Holm-Niels.","V. J. Pott","Bonito","-56.4818992614746","-21.1210994720459","1998",NA,NA,"08",NA,NA,"71352","auto",NA,NA,NA,NA
"52","2020-11-19 10:22:27-03","CPAP","CPAP","18324","PreserverdSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Pott, V. J.","3943",NA,"Brasil","4km adiante da sede da fazenda São Geraldo, em direção a nascente do rio Formoso",NA,NA,"Erva aquática anfíbia. FLOR: branca. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Brejo em beira de estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,"1999","08","07","MS",NA,NA,"350","350",NA,"(Rusby) Lehtonen & Myllys","V. J. Pott","Bonito","-56.559167","-21.264444","1999","56°33'33'' W","21°15'52'' S","08",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-19 10:22:27-03","CPAP","CPAP","18214","PreserverdSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Pott, V. J.","3851",NA,"Brasil","Corrego Azul, 26km Norte de Bodoquena",NA,NA,"Erva aquática rosulada, 3cm. FLOR: não vista. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Raro. AMBIENTE: Borda de rio de água calcária, muito transparente, c/ ressurgência. SUBSTRATO: solo orgânico sobre sedimento; calcário xaraés e conchas. RELEVO: pla",NA,"1998","12","04","MS",NA,NA,NA,NA,NA,"(Rusby) Lehtonen & Myllys",NA,"Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,NA,NA,NA,NA,"47684","auto",NA,NA,NA,NA
"54","2020-10-20 14:16:58-03","UFOPA","HSTM","8001","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"Maielo, L.",NA,NA,"Brasil","Lagoa do Amendoim.",NA,NA,NA,"HSTM008001","2015","09","26","Pará",NA,NA,NA,NA,"HSTM008001","(Rusby) Lehtonen & Myllys",NA,"Canaã dos Carajás","-50.370833","-6.399722",NA,"50º22'15''W","6º23'59''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0003403","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"G. Hatschbach; G. Webster","57918",NA,"Brazil","Balneario Ipanema (mun. Paranagua) Parana",NA,NA,"Depressoes da restinga arbustiva, solo brejoso. Petalas alvas, 3-5 m altas.",NA,"1992","8","31","Parana","Magnoliophyta","Alismatales",NA,NA,NA,"(Rusby) Holm-Niesen","R. Haynes, 1996",NA,"-48.5","-25.5167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:40:28-03","UFMS","CGMS","36205","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"V.J. Pott; L.C.P. Lima; A. Pott","5822",NA,"Brasil","Estrada do Assentamento Campanário, próximo ao Pontilhão da Nascente do Rio Coxim, cerca de 4 Km do asfalto, lado esquerdo.",NA,NA,NA,"CGMS1065610","2002","09","16","Mato Grosso do Sul",NA,NA,"650","650",NA,"Rusby","V.J. Pott","São Gabriel do Oeste","-54.5833333","-19.2805556",NA,"-54,5833333","-19,2805556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:40:28-03","UFMS","CGMS","36371","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"V.J. Pott; E. Scremin-Dias; M.R. Sigrist; P.R. de Souza","5706",NA,"Brasil","Fazenda São Geraldo, nascente do rio Sucuri.",NA,NA,"Flor branca. Habitat: Nascente de rio, com ressurgências. Solo calcário. Relevo plano. Habito: Erva aquática submersa fixa. Muito Frequente. 0,5-0,20m de altura.","CGMS1065776","2002","08","26","Mato Grosso do Sul",NA,NA,NA,NA,NA,"Rusby","V.J. Pott","Bonito","-56.55","-21.255",NA,"-56,55","-21,255",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:40:28-03","UFMS","CGMS","14667","PreservedSpecimen","Plantae","Alismataceae","Echinodorus","bolivianus","Echinodorus bolivianus",NA,"V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7233",NA,"Brasil","Fazenda Mimoso, ao longo do córrego mimoso.",NA,NA,"Flor ausente. Fruto imaturo verde. Habitat: Barranco quase plano de córrego, ao longo de Mata de Galeria. Solo argilo-arenoso. Relevo levemente inclinado. Frequente. Habito: Erva aquática emergente, 10-25 cm de altura.","CGMS1044148","2004","11","07","Mato Grosso do Sul",NA,NA,"480","480",NA,"Rusby","V.J. Pott","Costa Rica","-52.9861111","-19.055",NA,"-52,9861111","-19,055",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:40:32-03","UFMS","CGMS","33511","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"A.R.Q. Paredes; S.S. Lima; M. Torres; W. Vargas; E. Semidei","6",NA,"Brasil","Fazenda Rio Bonito, Rio Bonito.",NA,NA,"Estolão; folhas verticiladas; folha mais estreita dentro d#?#água;Inflorescência encontrada naFlora flutuante. Habitat: Mata ciliar do Rio Bonito. Habito: Erva submersa fixa.","CGMS1062905","2011","07","02","Mato Grosso do Sul",NA,NA,NA,NA,NA,"(Rusby) Lehtonen & Myllys",NA,"Bonito","-56.5166667","-20.8980555","2020","-56,5166667","-20,8980555",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:40:32-03","UFMS","CGMS","13505","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A. Pott, A.C.M Cristaldo, S. Aragaki, D.R. Espírito Santo; P.R. Souza","6837",NA,"Brasil","Fazenda Pouso Frio, cerca de 600 m da sede, próximo ao Córrego Pouso Frio.",NA,NA,"Flor branca. Habitat: Borda úmida de represa em córrego de vereda. Solo hidromórfico, argiloso com matéria orgânica. Relevo plano. Habito: Erva aquática anfíbia. Esparsa. 10-15 cm de altura.","CGMS1042937","2004","03","28","Mato Grosso do Sul",NA,NA,"800","800",NA,"(Rusby) Lehtonen & Myllys",NA,"Costa Rica","-52.8666667","-18.6666667","2020","-52,8666667","-18,6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:40:32-03","UFMS","CGMS","32550","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"G.S.V. Duarte","48",NA,"Brasil","Nascente Água Boa. Microbacia Água Boa.",NA,NA,"Inflorescência umbeliforme ou racemosa. Frutos aquênios agregados. Folhas submersas e emersas. Habitat: Cerrado. Habito: Erva emergente ou anfíbia ou submersa. 0,15m de altura.","CGMS1061972","2010","08","17","Mato Grosso do Sul",NA,NA,"433","433",NA,"(Rusby) Lehtonen & Myllys",NA,"Dourados","-54.8333333","-22.2325","2020","-54,8333333","-22,2325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:40:32-03","UFMS","CGMS","43061","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A.da L.Sanches; P.R.de Souza","3943",NA,"Brasil","4Km adiante da Sede da Fazenda São Geraldo, em direção a nascente do Rio Formoso.",NA,NA,"Flor branca. Habitat: Brejo em beira de estrada. Solo argiloso. Relevo plano. Habito: Erva aquática anfíbia. Frequente.","CGMS1073041","1999","08","07","Mato Grosso do Sul",NA,NA,"350","350",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Bonito","-56.5591667","-21.2644444","2016","-56,5591667","-21,2644444","04","25",NA,NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:40:32-03","UFMS","CGMS","76034","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"S.N. Moreira; V.J. Pott & A. Pott","990",NA,"Brasil","Varjão entre Culturama e Deodápolis.",NA,NA,"Flor branca. Fruto verde. Habitat: Relevo plano deprimido. Campo graminoso únido de brejo sem Mauritia flexuosa (buriti). Predomínio de Rhytachne rottboellioides. Em alguns pontos água com mais de 70cm de profundidade. Habito: Eva an","CGMS1108989","2012","09","09","Mato Grosso do Sul",NA,NA,"330","330",NA,"(Rusby) Lehtonen & Myllys","V. Pott","Deodápolis","-54.2763889","-22.2841666","2012","-54,2763889","-22,2841666","09","09",NA,NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:40:32-03","UFMS","CGMS","76071","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"S.N. Moreira; V.J. Pott, A. Pott & J.B. Fabri","1377",NA,"Brasil","Fazenda Jabuticaba.",NA,NA,"Flor branca. Habitat: Campo graminoso úmido sem Mauritia flexuosa (buriti) em domínio de Cerrado. Rapanea umbellata e Miconia chamissois abundantes. Gramíneas filiformes de até 2m de altura. Habito: Erva anfíbia, escapo até 30cm.","CGMS1109026","2013","03","08","Mato Grosso do Sul",NA,NA,"558","558",NA,"(Rusby) Lehtonen & Myllys","V. Pott","Maracaju","-55.5358333","-21.5555556","2013","-55,5358333","-21,5555556","03","08",NA,NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:40:32-03","UFMS","CGMS","69322","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A. Pott; G. Catian","12317",NA,"Brasil","Fazenda São Francisco, banhados do Rio da Prata.",NA,NA,"Flor branca. Habitat: Pequena depressão em campo úmido de Vereda, sem buriti. Solo hidromórfico orgânico, preto acinzentado forte. Relevo plano. Habito: Erva aquática emergente. 3-5 cm de altura, escapo 12-15 cm de altura.","CGMS1102280","2016","10","20","Mato Grosso do Sul",NA,NA,"344","344",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Bonito","-56.5777778","-21.3813889","2016","-56,5777778","-21,3813889","10","20",NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:40:32-03","UFMS","CGMS","49239","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"A. Francener; C.F. Hall; F. Barros; V.B. Paiva-Neto","1204",NA,"Brasil","Próximo ao Rio Indaiá em curso de água alterado para abastecer uma fazenda.",NA,NA,"Corola branca. Fruto verde. Folhas verdes na base.","CGMS1079180","2012","10","27","Mato Grosso do Sul",NA,NA,"501","501",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Chapadão do Sul","-52.5288889","-19.0675","2016","-52,5288889","-19,0675","02","23",NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:40:32-03","UFMS","CGMS","36204","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A. Pott","5105",NA,"Brasil","Nascente do rio Taquari, entre a ferrovia Ferro-Norte e a cidade de Alto Taquari.",NA,NA,"Flor branca. Equipe: João Vila, Myriam Abdan & Roseli F. Santos. Habitat: Campo úmido (brejo) de nascente (minador de água). Solo hidromórfico, argilo-turfoso. Relevo plano deprimido. Habito: Erva aquática emergente. Ocasional. 1,50m","CGMS1065609","2002","02","28","Mato Grosso do Sul",NA,NA,NA,NA,NA,"(Rusby) Lehtonen & Myllys",NA,"Alto Taquari","-53.2666667","-17.8558333","2020","-53,2666667","-17,8558333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:40:32-03","UFMS","CGMS","50980","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; E. Scremin-Dias; A. Pott","8199",NA,"Brasil","Fazenda Princesinha, banhados do rio Perdido, próximo a MS-382, borda oeste do Parque Nacional Serra da Bodoquena.",NA,NA,NA,"CGMS000599","2005","09","09","Mato Grosso do Sul",NA,NA,"565","565",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Bonito","-56.8391666","-21.0608333","2013","-56,8391666","-21,0608333","05","03",NA,NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:40:32-03","UFMS","CGMS","76040","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"S.N. Moreira; V.J. Pott & A. Pott","1035",NA,"Brasil","Varjão entre Culturama e Deodápolis.",NA,NA,"Flor branca. Fruto verde. Habitat: Solo orgânico encharcado a alagado. Relevo plano deprimido. Campo graminoso úmido sem Mauritia flexuosa em domínio de Cerrado. Predomínio de Rhytachne rottboellioides. Em alguns pontos água com mais","CGMS1108995","2012","09","11","Mato Grosso do Sul",NA,NA,"330","330",NA,"(Rusby) Lehtonen & Myllys","Moreira, S.N.","Deodápolis","-54.2763889","-22.2841666","2012","-54,2763889","-22,2841666","09","11",NA,NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:40:32-03","UFMS","CGMS","76044","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"S.N. Moreira; V.J. Pott & A. Pott","1099",NA,"Brasil","Fazenda São Geraldo.",NA,NA,"Flor branca. Habitat: Argissolo hidromórfico. Relevo plano deprimido. Campo úmido sem M. flexuosa em domínio de Cerrado. Habito: Erva anfíbia até 15cm.","CGMS1108999","2012","09","11","Mato Grosso do Sul",NA,NA,"331","331",NA,"(Rusby) Lehtonen & Myllys","V. Pott","Bonito","-56.5536111","-21.3088889","2012","-56,5536111","-21,3088889","09","11",NA,NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:40:32-03","UFMS","CGMS","65417","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"L.K. Reis; V.J. Pott; P.T.A. Ojeda; R.C. Oliveira; D.M. Pineda","116",NA,"Brasil","Fazenda Harmonia, cerca de 700 metros da sede.",NA,NA,"Flor branca. Habitat: Buritizal antropizado em domínio de Cerrado. Habito: Erva aquatica emergente rosulada. 3-4 cm, escapo 10-15 cm de altura.","CGMS1098378","2017","10","19","Mato Grosso do Sul",NA,NA,"367","367",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Alcinópolis","-53.7311111","-18.1133333","2017","-53,7311111","-18,1133333","10","19",NA,NA,NA,NA,NA,NA,NA
"72","2021-04-07 11:40:32-03","UFMS","CGMS","54403","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"M.L.Z. Colado; V.J. Pott; V.K. Stavis; V. Manvailer","115",NA,"Brasil","Parque Estadual das Nascentes do Rio Taquari.",NA,NA,"Flor branca. Tamanho 3-6cm de altura com escapoFloral atinge entre 15 e 20 cm de altura Habitat: Brejo em borda da estrada, em veios d#?#água 2-15 cm de profundidade. Habito: Planta aquática emergente.","CGMS1084368","2015","11","17","Mato Grosso do Sul",NA,NA,"415","415",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Alcinópolis","-53.4130556","-18.1572222","2015","-53,4130556","-18,1572222","11","17",NA,NA,NA,NA,NA,NA,NA
"73","2021-04-07 11:40:32-03","UFMS","CGMS","66235","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A. Pott; G. Catian","12267",NA,"Brasil","Fazenda Gramado.",NA,NA,"Flor branca. Habitat: Pequena depressão em campo úmido de vereda sem buriti. Solo hidromórfico, orgânico argiloso. Relevo plano. Habito: Erva aquática emergente, 3-5 cm de altura, escapo 10-15 cm de comprimento. Mancha ocasional.","CGMS1099196","2016","10","21","Mato Grosso do Sul",NA,NA,"355","355",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Bonito","-56.6111111","-21.3922222","2016","-56,6111111","-21,3922222","10","21",NA,NA,NA,NA,NA,NA,NA
"74","2021-04-07 11:40:32-03","UFMS","CGMS","65300","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"M.H. Silva; D.R. Fonseca; A.S. Rodrigues; V.J. Pott","75",NA,"Brasil","Parque Estadual Nascentes do Rio Taquari, próximo a sede do Cuitelo.",NA,NA,"Flor branca. Fruto imaturo verde. Estolonífera. Habitat: Campo úmido de vereda, sem buritis em domínio de floresta estacional semidecidual. Solo hidromórfico orgânico. Relevo plano em fundo de vale. Habito: Erva aquática emergente. 1","CGMS1098261","2017","10","22","Mato Grosso do Sul",NA,NA,"400","400",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Alcinópolis","-53.4125","-18.1569444","2017","-53,4125","-18,1569444","10","22",NA,NA,NA,NA,NA,NA,NA
"75","2021-04-07 11:40:32-03","UFMS","CGMS","36372","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A. Pott; L.C.P. Lima; R. Mauro; M. Pereira","4679",NA,"Brasil","Fazenda Ribeirão, entrada no Km 130 da rodovia MS 306, próximo a taipa para o bebedouro do gado.",NA,NA,"Flor estéril. Habitat: Pequeno escavado logo abaixo de uma nascente, formando dique para bebedouro de animais; 0,20m de profundidade. Solo arenoso. Relevo plano. Habito: Erva aquática submersa e anfíbia. Dominante. 0,10-0,20m de altu","CGMS1065777","2001","05","30","Mato Grosso do Sul",NA,NA,NA,NA,NA,"(Rusby) Lehtonen & Myllys",NA,"Chapadão do Sul","-52.9666667","-18.9475","2020","-52,9666667","-18,9475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-04-07 11:40:32-03","UFMS","CGMS","72889","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A. Pott; S.N. Moreira","11939",NA,"Brasil","Fazenda Ribeirãozinho.",NA,NA,"Flor branca. Habitat: Campo úmido de vereda sem buriti. Solo hidromórfico orgânico. Relevo plano. Habito: Erva aquática emergente, estolonífera, 4 - 6 cm de altura, escapo 10 - 15 cm de comprimento. Mancha ocasional onde corre água.","CGMS1105696","2015","09","13","Mato Grosso do Sul",NA,NA,"443","443",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Sidrolândia","-54.8647222","-21.0163889","2015","-54,8647222","-21,0163889","10","02",NA,NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:40:32-03","UFMS","CGMS","51904","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; A. Pott","11245",NA,"Brasil","Ao longo do lago da PCH Ponte Alta, Rio Coxim.",NA,NA,"Flor ausente. Fruto ausente. Habitat: Nascente em mata de galeria ao longo do barranco de rio pequeno. Solo argiloso-orgânico. Relevo plano. Mancha ocasional. Habito: Erva aquática, emergente, 4 - 6 cm de altura.","CGMS1081891","2011","05","23","Mato Grosso do Sul",NA,NA,"576","576",NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","São Gabriel do Oeste","-54.4880555","-19.4094444",NA,"-54,4880555","-19,4094444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-04-07 11:40:32-03","UFMS","CGMS","43062","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; P. Robson; C. Rosso; H. Araújo","3851",NA,"Brasil","Córrego azul, 26 Km norte de Bodoquena.",NA,NA,"Flor não vista. muda na casa de vegetação. Habitat: Borda de rio de água calcária, muito transparente, com ressurgência. Solo argan. sobre sedimento calc. xaraés e conchas. Habito: Erva aquática rosulada, 3 cm. Raro.","CGMS1073042","1998","12","04","Mato Grosso do Sul",NA,NA,NA,NA,NA,"(Rusby) Lehtonen & Myllys","V.J. Pott","Bodoquena","-56.7150001525879","-20.5386009216309","2016",NA,NA,"04","25",NA,"47684","auto",NA,NA,NA,NA
"79","2021-04-07 11:40:32-03","UFMS","CGMS","11729","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"C. Lino",NA,NA,"Brasil","Rio Sucuri.",NA,NA,"Flor branca. Habitat: Aquático. Habito: Erva emergente.","CGMS1041057","2003","04","28","Mato Grosso do Sul",NA,NA,NA,NA,NA,"(Rusby) Lehtonen & Myllys",NA,"Bonito","-56.4818992614746","-21.1210994720459","2020",NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
"80","2021-04-07 11:40:32-03","UFMS","CGMS","36206","PreservedSpecimen","Plantae","Alismataceae","Helanthium","bolivianum","Helanthium bolivianum",NA,"V.J. Pott; P.R. de Souza; E. Scremim-Dias","4211",NA,"Brasil","Rio Sucuri, nascente, próximo ao embarque de barcos.",NA,NA,"Flor ausente. Fruto ausente. Habitat: Nascente de rio com resurgências em água cristalina, calcária. Solo calcário. Relevo plano. Habito: Erva aquática, estolonífera, submersa ou anfíbia. Muito Frequente.","CGMS1065611","2000","09","15","Mato Grosso do Sul",NA,NA,NA,NA,NA,"(Rusby) Lehtonen & Myllys",NA,"Bonito","-56.4818992614746","-21.1210994720459","2020",NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA
