"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"48","2019-08-16 08:38:32-03","UTFPR","HCF","4425","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","V.G. Carneiro",NA,"2006","07","20",NA,"Brasil","PR","Engenheiro Beltrão","Reserva Florestal de Figueira D'Oeste","-52.2691993713379","-23.7971992492676",NA,"arbusto heliófito, com sementes aladas.",NA,NA,"M.G. Caxambu",NA,NA,"2007",NA,NA,"02","28",NA,NA,"20288","auto",NA,NA
"49","2019-08-16 08:38:32-03","UTFPR","HCF","2968","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R. M. King & H. Robinson","J.R. Silva",NA,"2005","09","23",NA,"Brasil","PR","Quinta do Sol","Vila Rural O Sol Nasce Para Todos","-52.1296997070312","-23.8521995544434",NA,"heliófita, tamanho aproximado de 1 m. Flor amarela. Coletada em beira de rio.",NA,NA,"J. Cordeiro & F. Marinero",NA,NA,"2006",NA,NA,"03",NA,NA,NA,"16558","auto",NA,NA
"50","2019-12-26 15:11:31-03","UFSM","SMDB","19291","S","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Amancio, AMD","32 A","2008","07","18",NA,"Brasil","Paraná","Querência do Norte","RPPN Fazenda da Mata","-53.4844017028809","-23.0835990905762",NA,"Arbustiva, 1,5m, armada pilosa, borda da trilha D, mata, flores amarelo-creme. Flora do Corredor Caiuá-Ilha Grande. Projeto COMAFEN/PRBIO","SMDB019291",NA,"Cordeiro, J; Barboza, E",NA,NA,"2009",NA,NA,NA,NA,NA,NA,"31834","auto",NA,NA
"51","2020-12-21 16:15:41-03","MBM","MBM","260296","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Pott, V.J.; et al.; et al.","930",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Corumbá","Estrada para o Porto da Manga, 36km de Corumbá, Cachoeira da Bandúlia","-57.6533012390137","-19.0091991424561",NA,NA,"MBM260296","MBM260296","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA
"52","2020-12-21 16:15:41-03","MBM","MBM","198974","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Tomé, M.V.F.","448","1995","07","13","Southern America","Brazil","Paraná","Bandeirantes","Mata do Laranjinha","-50.3675003051758","-23.1100006103516",NA,"Flor branca","MBM198974","MBM198974","Nakajima, J.",NA,NA,"2009",NA,NA,"09",NA,NA,NA,"19645","auto",NA,NA
"53","2020-12-21 16:15:41-03","MBM","MBM","26990","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Hatschbach, G.","30329","1972","09","16","Southern America","Brazil","Paraná","Dois Vizinhos","Três Barras","-53.057201385498","-25.7336006164551",NA,NA,"MBM026990","MBM026990","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19637","auto",NA,NA
"54","2020-12-21 16:15:41-03","MBM","MBM","52014","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Davis, P.H.; et al.; et al.","60946","1976","09","16","Southern America","Brazil","Paraná","Foz do Iguaçu","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,"MBM052014","MBM052014","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA
"55","2020-12-21 16:15:41-03","MBM","MBM","7983","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","19801","1968","09","22","Southern America","Brazil","Paraná","Laranjeiras do Sul","Foz do Chopim","-52.4160995483398","-25.4078006744385",NA,NA,"MBM007983","MBM007983 MBM007983_1","Cabrera, A.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28404","auto",NA,NA
"56","2020-12-21 16:15:41-03","MBM","MBM","41171","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Hatschbach, G.","17085","1967","08","29","Southern America","Brazil","Paraná","Santa Isabel do Ivaí","Santa Isabel do Ivaí","-53.1967010498047","-23.002799987793",NA,NA,"MBM041171","MBM041171","Cabrera, A.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29509","auto",NA,NA
"57","2020-12-21 16:15:41-03","MBM","MBM","382925","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Campiolo, J.B.","s.n.","2011","09","03","Southern America","Brazil","Paraná","Astorga","Sítio Campiolo","-51.665599822998","-23.2325000762939",NA,"Arvoreta, ca. 4m, heliófita. Capítulos alvos.","MBM382925","MBM382925","Cordeiro, J.",NA,NA,"2013",NA,NA,NA,NA,NA,NA,"21368","auto",NA,NA
"58","2020-12-21 16:15:41-03","MBM","MBM","234091","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Carneiro, J.","498","1998","07","20","Southern America","Brazil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,NA,"MBM234091","MBM234091","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17300","auto",NA,NA
"59","2020-12-21 16:15:41-03","MBM","MBM","178080","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","A. Campos V.","1866","1988","05","17","Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM178080","MBM178080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:15:41-03","MBM","MBM","188872","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Krapovickas, A.","13102","1967","08","20","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM188872","MBM188872","Cabrera, A.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:15:41-03","MBM","MBM","219792","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Silverstone-Sopkin, P.; et al.; et al.","6082","1991","01","27","Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,"MBM219792","MBM219792","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:15:41-03","MBM","MBM","295205","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Véliz, M.","6939","1999","03","04","Southern America","Guatemala",NA,NA,NA,NA,NA,NA,NA,"MBM295205","MBM295205","Véliz, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:15:41-03","MBM","MBM","391516","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Campiolo, J.B.","s.n.","2013","09","07","Southern America","Brazil","Paraná","Corumbataí do Sul","Propriedade do Sr. Gerson Rodrigues da Cruz","-52.140417","-24.135833",NA,"Subarbusto escandente, heliófito. Capítulos alvos.; Relevo: ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","MBM391516","MBM391516","Cordeiro, J.","573","573","2013","-52.140417","-24.135833",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:15:41-03","MBM","MBM","402004","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Silva, J.M.; Brotto, M.L.; Brotto, M.L.","8906","2015","07","22","Southern America","Brazil","São Paulo","Ribeira","Rodovia BR-373","-48.932778","-24.551944",NA,"Arbusto com 2m de altura; capítulos cor creme.; Floresta Ombrófila Densa.","MBM402004","MBM402004","Barboza, E.","776","776","2015","-48.932778","-24.551944","11","17",NA,NA,NA,NA,NA,NA
"65","2020-12-21 16:15:41-03","MBM","MBM","409247","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Caxambu, M.G.","5470","2014","07","18",NA,"Brasil","Paraná","Fênix","RPPN Cabigi, Propriedade de Bernard Philippe Marie Philibert de Laguiche","-51.973694","-23.881611",NA,"Arbusto ca. 4 m, heliófito, em beira de trilha. Capítulos alvo-esverdeados.; Solo: Latossolo vermelho. Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","MBM409247","MBM409247","Cordeiro, J.","348","348","2015","-51.973694","-23.881611",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:15:41-03","MBM","MBM","409248","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Caxambu, M.G.","5504","2014","07","18",NA,"Brasil","Paraná","Fênix","RPPN Porto Velho, Propriedade de Ivan Luis de Catro Bittencourt","-51.954444","-23.895694",NA,"Arbusto ca. 2,50 m, heliófito, em beira de trilha. Capítulos alvos. Beira de trilha.; Solo: Latossolo vermelho. Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","MBM409248","MBM409248","Cordeiro, J.","353","353","2015","-51.954444","-23.895694",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-21 16:15:41-03","MBM","MBM","409849","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2502","2017","08","29","Southern America","Brazil","Paraná","Adrianópolis","Rio Ribeira, na margem","-49.005556","-24.659444",NA,"Arbusto com 2 m de altura; capítulo alvo.; Floresta Ombrófila Densa Submontana.","MBM409849","MBM409849","Cordeiro, J.","200","200","2017","-49.005556","-24.659444","09","05",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:15:41-03","MBM","MBM","78539","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Buttura, E.","149","1979","08","20","Southern America","Brazil","Paraná",NA,"Estrada Iate Clube - Foz do Iguaçu",NA,NA,NA,NA,"MBM078539","MBM078539","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:15:41-03","MBM","MBM","41172","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Hatschbach, G.","4046","1957","08","20","Southern America","Brazil","Paraná","Bocaiúva do Sul","Barra Grande","-49.1150016784668","-25.2061004638672",NA,NA,"MBM041172","MBM041172","Barroso, G.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA
"70","2020-12-21 16:15:41-03","MBM","MBM","138429","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","54430","1990","09","04","Southern America","Brazil","Paraná","Cerro Azul","Ribeirão do Veado","-49.261100769043","-24.823600769043",NA,NA,"MBM138429","MBM138429","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA
"71","2020-12-21 16:15:41-03","MBM","MBM","210003","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Chagas, F.; et al.; et al.","866","1985","09","18","Southern America","Brazil","Paraná","Londrina","Floresta dos Irmãos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,"MBM210003","MBM210003","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA
"72","2020-12-21 16:15:41-03","MBM","MBM","289883","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Ribas, O.S.; Straube, F.C.; Urben-Filho, A.; Straube, F.C.; Urben-Filho, A.","5512","2003","10","15","Southern America","Brazil","Paraná","São Pedro do Ivaí","Fazenda Barbacena","-51.8563995361328","-23.8652992248535",NA,NA,"MBM289883","MBM289883","Ribas, O.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16604","auto",NA,NA
"73","2020-12-21 16:15:41-03","MBM","MBM","251309","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Miller) R.M. King & H. Rob.","Carneiro, J.","957","2000","05","03","Southern America","Brazil","Paraná","Tamarana","Salto Apuvaraninha","-51.0971984863281","-23.7233009338379",NA,NA,"MBM251309","MBM251309","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23681","auto",NA,NA
"74","2018-04-24 14:13:08-03","MNHN","RECOLNAT_MNHN_P","P00148969","PreservedSpecimen",NA,NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M.King & H.Rob.","s.c.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148969' target='other'> <mi>dwc_moreinfo</mi></a>","P00148969","P00148969_01","Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",NA
"75","2020-12-11 11:32:44-03","UFMG","BHCB","35502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M.King & H.Rob.","Brina, AE","s.n.","1995",NA,NA,"Southern America","Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,"Plantas do Brasil. Mata estacional semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23972","auto",NA,NA
"76","2020-12-11 11:32:44-03","UFMG","BHCB","55650","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M.King & H.Rob.","Magalhães, GM","205","1940","06","11","Southern America","Brasil","Minas Gerais","Nova Ponte","Rio das Velhas.","-47.6747016906738","-19.1525001525879",NA,"Margem do rio. Muito frequente. Arbusto 2m. Flor alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA
"77","2021-02-11 17:18:04-03","UFPR","UPCB","7722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","morifolium","Eupatorium morifolium","Mill.","Hatschbach, G.","19801","1968","09","22",NA,"Brasil","Paraná","Laranjeiras do Sul","Foz do Chopim","-52.4160995483398","-25.4078006744385",NA,"Arbusto 1,7m, capítulos alvos, clareiras da mata pluvial, às margens do Rio Iguaçu..",NA,NA,"Cabrera, A.L.",NA,NA,"1969",NA,NA,"05",NA,NA,NA,"28404","auto",NA,NA
"78","2017-08-22 11:20:00-03","MO","MOBOT","573154","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","A.S. Barfod|et al.","Barfod 48791","1983","11","20","South America","Ecuador","Carchi",NA,"San Marcos valley. Farmland and rain forest disturbed by the local Coaiquer (Awa) Amerindians.","-78.3666667","1.1166667",NA,NA,NA,NA,"John Pruski","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"79","2017-05-25 09:15:00-03","MO","MOBOT","569596","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|A. Aguayo","Zardini 14084","1989","9","9","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road Melgarejo-Antena, 15 kms N of Antena. Gallery forest along Arroyo Tacuara.","-56.3333333","-24.75",NA,NA,NA,NA,"H. Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"134","4"
"80","2017-08-22 11:13:00-03","MO","MOBOT","588311","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","David N. Smith","Smith 4405","1983","7","27","South America","Peru","San Martín","Rioja","Pedro Ruíz-Moyobamba road, Km 390, Venceremos. Lightly disturbed highmontaine rain forest; NW-facing, moderate slopes. Habitat analysis for Yellow-tailed Woolly Monkey study.","-77.75","-5.8333333",NA,NA,NA,NA,"John Pruski","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-121","8"
"81","2013-03-14 11:27:00-03","MO","MOBOT","1863685","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","M. Kessler","Kessler 3869","1993","7","13","South America","Bolivia","La Paz","Franz Tamayo","2 Kms al W de la Hacienda Ubito en Trocha a Asariamas. Bosque deciduo","-68.48333","-14.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2013-11-26 05:40:00-02","MO","MOBOT","100219807","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Reinaldo Lozano","Lozano 1320","2005","10","5","South America","Bolivia","Chuquisaca","Sud Cinti","Ca. 11 km al NW de la Comunidad de Las Abras camino hacia la comunidad de El Palmar. Pendiente superior cerro Alto de Rosas. Bosque semideciduo estacional Tucumano-Boliviano, piso inferior, en transición con Bosque decido Chaco Serrano. Con presencia dominante de Cedrela lilloi, Juglans australis, Chrysophyllum gonocarpumy, en el sotobosque con Rubiaceas, Helechos y musgos epífitos. Doseles de 14 m en promedio. Suelos rícos en matiera orgánica.","-64.2405555","-21.015",NA,NA,NA,NA,"J. Pruski (MO)","1330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"83","2008-05-27 22:02:00-03","MO","MOBOT","1002306","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 42717","1995","5","27","South America","Paraguay","Alto Paraná",NA,"Estancia San Pedro. South of Estancia Río Bonito. Tall forest.","-54.8","-25.66666",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1005","4"
"84","2008-05-27 22:02:00-03","MO","MOBOT","1002323","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 42723","1995","5","27","South America","Paraguay","Alto Paraná",NA,"Estancia San Pedro. South of Estancia Río Bonito. Tall forest.","-54.8","-25.66666",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1005","4"
"85","2008-05-27 22:02:00-03","MO","MOBOT","1003603","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|C. Balbuena","Zardini 42909","1995","6","20","South America","Paraguay","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Trail to Río Aguaray. Tall forest.","-55.99361","-23.77111",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1010","4"
"86","2008-05-27 22:02:00-03","MO","MOBOT","1003864","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 43087","1995","6","22","South America","Paraguay","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Arroyo Mboi-Río Verde. Tall forest.","-56.15","-23.81666",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1015","2"
"87","2020-01-15 04:34:00-03","MO","MOBOT","100397143","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Luzmila Arroyo P.|G.A. Parada|Y. Inturias|Jehizon Terán|D. Soux|R. Garcia|C. Roth","Arroyo Padilla 5527","2011","7","20","South America","Bolivia","Santa Cruz","Vallegrande","Comunidad Alto Seco, camino a Santa Elena.","-64.0908333","-18.9041667",NA,NA,NA,NA,"G. A. Parada (USZ) 2012","1666.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11-14","1"
"88","2008-05-27 22:02:00-03","MO","MOBOT","1004263","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|F. Garcete","Zardini 43341","1995","8","23","South America","Paraguay","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Trail to Río Aguaray. Tall forest.","-55.98833","-23.77",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1024","4"
"89","2008-05-27 22:02:00-03","MO","MOBOT","1004345","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|F. Garcete","Zardini 43399","1995","8","23","South America","Paraguay","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Trail to Río Aguaray. Tall forest.","-55.98833","-23.77",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1024","4"
"90","2013-05-10 12:15:00-03","MO","MOBOT","100527606","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","J. Alberto Peñaranda|J.G. Tudela","Peñaranda 1123","2009","6","4","South America","Bolivia","Chuquisaca","Luis Calvo","Parque Nacional Área Natural de Manejo Integrado Serrania del Iñao, Cantón Ticucha, Comunidad Monte Grande, Trayecto Monte Grande - Cumandaiti.","-63.8490277","-19.3573056",NA,NA,NA,NA,"J. Pruski (MO)","1001.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2013-03-14 14:00:00-03","MO","MOBOT","100545717","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Otto Buchtien","Buchtien 4400","1917","12",NA,"South America","Bolivia","La Paz","Nor Yungas","Milluguaya",NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2013-09-16 14:17:00-03","MO","MOBOT","100629562","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","George S. Bunting|Jorge Trujillo|Romer León","Bunting 12755","1982","12","9","South America","Venezuela","Zulia","Mara","Cuenca del Río Guasare, alrededores del Destacamento Guasare No. 1 (La Yolanda), en el valle del Caño Indio, entre el Destacamento y el pie del cerro ca. 5 km al SSE, en zona de bosque húmedo ahora alterado.","-72.4916666","10.8694445",NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2015-03-17 13:15:00-03","MO","MOBOT","100798295","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Philip A. Silverstone-Sopkin","Silverstone-Sopkin 7693","1995","7","5","South America","Colombia","Risaralda","Pereira","Hacienda Las Colinas, al sur de Hda. Los Cristales, cerca del río Cauca donde río comienza a encañonarse río abajo de La Virginia, al oeste del río Otún, cerca de Cauquillo, bosque secundario.","-75.8333333","4.85",NA,NA,NA,NA,"J. Pruski (MO)","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"94","2016-12-02 08:44:00-02","MO","MOBOT","100940769","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Álvaro Idárraga-Piedrahita|Julio C. Betancur B.|D. Suescún","Idárraga-Piedrahita 5196","2013","1","5","South America","Colombia","Antioquia","Liborina","Corregimiento de San Diego, verda El Potrero, 1.8-2.7 km en la via Libornia-San Diego.","-75.7997222","6.6844444",NA,NA,NA,NA,"F.J. Roldán","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"95","2008-05-27 22:02:00-03","MO","MOBOT","1108617","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Honora Murphy|E. Parra","Murphy 622a","1982","6","27","South America","Colombia","Valle del Cauca",NA,"Palmira woodsy brookside grazed by cows, remnants of forest.",NA,NA,NA,NA,NA,NA,"R. Robinson (US)","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","1156583","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 45291","1996","7","30","South America","Paraguay","San Pedro",NA,"Yaguarete Forest (Sustainable Forest Systems site). Tall forest.","-56.18833","-23.79888",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1070","4"
"97","2008-05-27 22:02:00-03","MO","MOBOT","1160195","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|M. Vera","Zardini 45380","1996","7","31","South America","Paraguay","San Pedro",NA,"Yaguarete Forest (Sustainable Forest Systems site): trail to Río Aguaray. Tall forest.","-56.02361","-23.77027",NA,NA,NA,NA,"Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1071","4"
"98","2008-05-27 22:02:00-03","MO","MOBOT","1160252","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Critonia","morifolia","Critonia morifolia","(Mill.) R.M. King & H. Rob.","Elsa M. Zardini|Leongino Guerrero","Zardini 45434","1996","7","31","South America","Paraguay","San Pedro",NA,"Yaguarete Forest Systems (Sustainable Forest Systems site). Tall forest.","-56.17444","-23.79694",NA,NA,NA,NA,"Harold Roninson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1072","4"
