"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","infraspecificEpithet","typeStatus"
"248","2010-04-14 18:01:00-03","MO","MOBOT","2912200","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","L. Bernardi","Thomas Morong","Morong 944","1888",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2010-04-13 13:47:00-03","MO","MOBOT","2912384","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","L. Bernardi","Aurelio Schinini|Romeo Carnevali","Schinini Cacace 10550","1974",NA,NA,"South America","Argentina","Corrientes","Ruta 37, 3 Km E de Gdor. Virasoro. En pantano.",NA,NA,NA,NA,NA,NA,"Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2008-05-27 22:02:00-03","MO","MOBOT","2913135","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","L. Bernardi","Gert G. Hatschbach","Hatschbach 23065","1969","12","3","South America","Brazil","Paraná","Rod. BR-277 (Mun. Imbituva). Do brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2010-04-23 21:23:00-03","MO","MOBOT","2913210","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","L. Iharlegui","A. A. Sáenz|Osvaldo Morrone","Sáenz 333","1987",NA,NA,"South America","Argentina","Corrientes","Ruta 14 a 5 Km de Alvear a Santo Tome.",NA,NA,NA,NA,NA,NA,"General Alvear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2015-08-11 21:12:00-03","MO","MOBOT","2913421","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","F.M.S. Vianna","S.A. de Loreto Bordignon","Bordignon 937","1988",NA,NA,"South America","Brazil","Rio Grande do Sul","Guaíba, Fazenda Ma-Alt. ximiano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2008-05-27 22:02:00-03","MO","MOBOT","2913526","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","A.G. Schulz","August G. Schulz","Schulz 7557","1950",NA,NA,"South America","Argentina","Chaco","Estan. Varela, ruta al Zapallar, puente río Guaicurú. Pajal cerca río Guaicurú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2010-03-13 06:57:00-03","MO","MOBOT","2913554","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"Aurelio Schinini|Ramón A. Palacios","Schinini Cacace 25850","1987","12","18","South America","Paraguay","Presidente Hayes","Ruta Trans Chaco, Km 245. En algarrobal de Prosopis spp. con Copernicia alba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2015-02-07 15:24:00-02","MO","MOBOT","2913672","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","R.L. Pinto","J.J. Valla|Mario Mallo|Diego Medan|Roberto D. Tortosa","Valla 17687","1981",NA,NA,"South America","Argentina","Formosa","Ruta Nac. 90 4km als. de V Dostrece banquina camino.",NA,NA,NA,NA,NA,NA,"Pirané",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2010-03-01 19:03:00-03","MO","MOBOT","2913729","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","J.W. Wurdack","F. Javier Fernández Casas|J. Molero","Fernández Casas 3933","1980",NA,NA,"South America","Paraguay","Caaguazú","Entre Caaguazú y Coronel Oviedo, en prados húmedos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2016-11-15 05:15:00-02","MO","MOBOT","2913834","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","L. Bernardi","Antonio C. Krapovickas|Carmen L. Cristóbal|Maria M. Arbo|Victor Maruñak|R.I. Maruñak|J. Irigoyen","Krapovickas 16622","1970",NA,NA,"South America","Argentina","Corrientes","Margen izquierda ayo. Aguapey, 52 Km. SE de Ruta Nac. N 12, desvio a Gobernador Virasoro.",NA,NA,NA,NA,NA,NA,"Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2009-07-10 17:57:00-03","MO","MOBOT","2913888","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","TMP","Troels M. Pedersen","Pedersen 14609","1986",NA,NA,"South America","Paraguay","Presidente Hayes","Open ground. Estancia La Perla","-59.56666","-23.43333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-05-27 04:38:00-03","MO","MOBOT","3434299","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"Moises Mendoza","Mendoza 219","2002","3","14","South America","Bolivia","Santa Cruz","Carretera San Ramón-San Javier, km 53 a 200-300 m lado E del asfalto. Bosque deciduo, Chiquitano altamente perturbado con campos de cultivos en las cercanias. Entrando por un camino que va al proyecto lechero, lugar húmedo cerca a un pequeño río.","-62.41138","-16.29111",NA,NA,NA,NA,"Nuflo de Chavez","390.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2008-05-27 22:02:00-03","MO","MOBOT","3435704","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","R. Lüdtke, 64","R. Lüdtke","Lüdtke 64","2002","11","20","South America","Brazil","Rio Grande do Sul","Santo Antônio das Missões, BR 285, a 60 km de São Borja. Beira de estrada, barranco úmido.","-55.51444","-28.5225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2013-08-20 13:02:00-03","MO","MOBOT","137431","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","J.J. Wurdack (US)","Elsa M. Zardini|R. Velázquez","Zardini 25195","1990","12","8","South America","Paraguay","Paraguarí","Estero del Ypoá, northern part, 10 km E of Nueva Italia on Arroyo Cañabe.","-57.4","-25.6166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"506","3",NA,NA,NA,NA
"262","2008-05-27 22:02:00-03","MO","MOBOT","137087","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","J.J. Wurdack (US)","Elsa M. Zardini|M. Velázquez","Zardini 17817","1990","1","7","South America","Paraguay","Paraguarí","Estero del Ypoá, northern part. 10 km E of Nueva Italia on Arroyo Cañabe. Inundated savanna.","-57.4","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250","2",NA,NA,NA,NA
"263","2008-05-27 22:02:00-03","MO","MOBOT","2911500","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","J.J. Wurdack","Lyman B. Smith","Smith 14788","1965","1","18","South America","Brazil","Paraná","Jaguariaiva: High rocky campo, Fazenda Cajurú, source of Rio Cajurú.","-49.31666","-24.16666",NA,NA,NA,NA,NA,"1000.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2020-08-31 09:16:47-03","INPA","INPA","124061","S","Plantae","Dicotyledon Rosids","Fabales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A.St.-Hil. & Moq.",NA,"Tressens, SG","2245","1984","02","20","Southern America","Argentina","Corrientes","Ruta 119,7 Km S del acesso a Mercedes.",NA,NA,NA,NA,"INPA0124061",NA,"Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2021-03-01 11:50:57-03","UFPE","UFP","24568","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","St. Hil.","Shilindwein, C","Schlindwein, C","s.n.","1989","12","13",NA,"Brasil","Rio Grande do Sul",NA,"-56.4514007568359","-30.3875007629395",NA,NA,"UFP024568",NA,"Quaraí","200","300","74636","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2013-08-08 09:58:43-03","CPQBA","CPMA","186","S","Plantae","Tracheophyta","Magnoliales","Polygalaceae¹","Polygala","molluginifolia","Polygala molluginifolia","A.St.- Hil. & Moq.",NA,"ilio",NA,"1992","01","10",NA,"Brasil","Mato Grosso do Sul","Pantanal",NA,NA,NA,"introdução perdida",NA,NA,NA,NA,NA,NA,NA,NA,"entre. 53 e 66° W","entre 14 e 22° S","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-09-12 05:00:02-03","US","US","3197548","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"E. Zardini & R. Velázquez","19151","1990","2","25","South America","Paraguay","Cordillera","14 km W of Arroyos y Esteros. Right side of basin.","-57.2","-25.13",NA,NA,"US03333786",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"268","2020-09-12 05:00:02-03","US","US","2370142","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"G. Hatschbach","6342",NA,NA,NA,NA,"Brazil","Paraná",NA,"-50.4136009216309","-24.5093994140625",NA,NA,"US01878677","US01878677_01 US01878677_02","Tibagi","696",NA,"56988","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"269","2020-09-12 05:00:02-03","US","US","1055478","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"Dusen, -- & Dusen, --","11352",NA,NA,NA,"South America - Neotropics","Brazil","Paraná","Desvio Ribas","-50.1618995666504","-25.0949993133545",NA,NA,"US01878680","US01878680_01 US01878680_02","Ponta Grossa",NA,NA,"46557","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"270","2020-09-12 05:00:02-03","US","US","1158468","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"C. Osten","6539","1913","3","19","South America","Uruguay","Tacuarembó","Dep. Tacuarembó, miugfigu Kamp nellen Btan pampa wot. [interpreted]",NA,NA,NA,NA,"US03333779",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"271","2020-09-12 05:00:02-03","US","US","3342521","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"T. J. Killeen & M. Toledo","7865",NA,NA,NA,"South America - Neotropics","Bolivia","Santa Cruz","Prov. Chiquitos, Cerro Don Mario, 120 km NE de San José de Chiquitos; concesión minera.","-17.6825","-17.3383",NA,NA,"US03333775",NA,NA,"420",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"272","2020-09-12 05:00:02-03","US","US","1691691","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"M. Job","1149","1936","1",NA,"South America","Argentina","Santa Fe","El Tostado: Estancia La Carreta.",NA,NA,NA,NA,"US03333801",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"273","2020-09-12 05:00:02-03","US","US","2170012","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"T. Pederson","1171","1951","9","6","South America","Argentina","Corrientes","Estancia Las Tres Marias. (James. M. Cook). [unsure placement] Dep. Empedrado.",NA,NA,NA,NA,"US03333799",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"274","2020-09-12 05:00:02-03","US","US","1339604","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.","Bernardi, L.","T. Morong","325","1888",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"US00611042","US00611042_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"275","2020-09-12 05:00:02-03","US","US","3250658","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"E. Zardini & T. Tilleria","29201","1991","12","9","South America","Paraguay","Central","Tavarory, 3 km S from administration, 1 km E of Río Paraguay.","-57.5","-25.5",NA,NA,"US03333782",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"276","2020-09-12 05:00:02-03","US","US","2640999","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"T. Pederson","9616","1970","1","23","South America","Argentina","Corrientes","Estancia Fortín del Iberá, Dep. Concepción.",NA,NA,NA,NA,"US03333795",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"277","2020-09-12 05:00:02-03","US","US","8194","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,NA,"325","1888",NA,NA,"South America","Paraguay","Central","Central Paraguay.",NA,NA,NA,NA,"US03333793","US03333793_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"278","2020-09-12 05:00:02-03","US","US","1055479","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"P. K. Dusén","9223",NA,NA,NA,"South America - Neotropics","Brazil","Paraná",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"US01878681","US01878681_01 US01878681_02","Jaguariaíva",NA,NA,"44368","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"279","2020-09-12 05:00:02-03","US","US","2450227","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"L. Dombrowski, Y. Saito & M. Pereira","876",NA,NA,NA,"South America - Neotropics","Brazil","Paraná","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,"US01878676","US01878676_01 US01878676_02","Ponta Grossa",NA,NA,"46557","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"280","2020-09-12 05:00:02-03","US","US","3197535","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"E. Zardini & R. Velázquez","25195","1990","12","8","South America","Paraguay","Paraguari","Estero del Ypoá, northern part, 10 km E of Nueva Italia on Arroyo Cañabe.","-57.4","-25.62",NA,NA,"US03333783",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"281","2020-09-12 05:00:02-03","US","US","2923127","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"Sparre & Vervoorst","1473","1951","1","9","South America","Paraguay","Cordillera","Dep. Cordillera. Tobatí.",NA,NA,NA,NA,"US03333790",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"282","2020-09-12 05:00:02-03","US","US","3317028","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"F. C. Hoehne","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"-45.9364013671875","-22.2299995422363",NA,NA,"US01878679","US01878679_01 US01878679_02","Pouso Alegre",NA,NA,"20835","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"283","2020-09-12 05:00:02-03","US","US","2650861","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"G. Hatschbach","29485",NA,NA,NA,NA,"Brazil","Mato Grosso do Sul","Rod. Br 262, entre Porto Manga e Corumba (mun. Corumba) Minas Gerais.","-57.6533012390137","-19.0091991424561",NA,NA,"US01878672","US01878672_01 US01878672_02","Corumbá",NA,NA,"295160","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"284","2020-09-12 05:00:02-03","US","US","3294759","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"E. Zardini & P. Aquino","33601","1992","11","18","South America","Paraguay","Central","Estero del Ypoá. Villeta - Puerto Guyrati. 8 km S of Villeta.","-57.55","-25.58",NA,NA,"US03333780","US03333780_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"285","2020-09-12 05:00:02-03","US","US","1989962","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"M. Cárdenas","4560",NA,NA,NA,"South America - Neotropics","Bolivia","Santa Cruz","Portón - Chiquita.",NA,NA,NA,NA,"US03333777",NA,NA,"506",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"286","2020-09-12 05:00:02-03","US","US","3197540","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"E. Zardini & A. Salinas","25013","1990","12","7","South America","Paraguay","Central","Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada, 1 km from the coast.","-57.47","-25.33",NA,NA,"US03333784",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"287","2020-09-12 05:00:02-03","US","US","2573211","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14788",NA,NA,NA,NA,"Brazil","Paraná","High rocky campo, Fazenda Cajurú, source of Rio Cajurú.","-49.32","-24.17",NA,NA,"US01878675","US01878675_01 US01878675_02","Jaguariaíva","1000","1100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"288","2020-09-12 05:00:02-03","US","US","2570989","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"G. Hatschbach","23065",NA,NA,NA,NA,"Brazil","Paraná","Rod. BR-277","-50.6044006347656","-25.2299995422363",NA,NA,"US01878673","US01878673_01 US01878673_02","Imbituva",NA,NA,"24222","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"289","2020-09-12 05:00:02-03","US","US","1416981","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,NA,"944","1888",NA,NA,"South America","Paraguay",NA,"Pilcomayo River.",NA,NA,NA,NA,"US03333792","US03333792_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"290","2020-09-12 05:00:02-03","US","US","2594674","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"R. Reitz & D. Klein","17757",NA,NA,NA,NA,"Brazil","Paraná","Fazenda 3 Capões","-51.4580993652344","-25.395299911499",NA,NA,"US01878674","US01878674_01 US01878674_02","Guarapuava","1000",NA,"53832","auto",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"291","2020-09-12 05:00:02-03","US","US","2283533","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"T. Pederson","4717","1957","12","14","South America","Argentina","Entre Rios","Estancia Buena Esperanza. Dep. Federación.",NA,NA,NA,NA,"US03333797",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"292","2020-09-12 05:00:02-03","US","US","2122505","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"T. Pederson","500","1949","12","2","South America","Argentina","Corrientes","Estancia Santa Teresa. Dep. Mburucuyá.",NA,NA,NA,NA,"US03333800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"293","2020-09-12 05:00:02-03","US","US","1549887","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"S. Venturi","677","1919","12","12","South America","Argentina","Tucuman","Departamento Leales. Leales.",NA,NA,NA,NA,"US03333803",NA,NA,"280",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"294","2020-09-12 05:00:02-03","US","US","3294760","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"E. Zardini & P. Aquino","33601","1992","11","18","South America","Paraguay","Central","Estero del Ypoá. Villeta - Puerto Guyrati. 8 km S of Villeta.","-57.55","-25.58",NA,NA,"US03333781",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"295","2020-09-12 05:00:02-03","US","US","1549910","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"S. Venturi","9088","1926","11","30","South America","Argentina","Formosa","Colonia Clorinda",NA,NA,NA,NA,"US03333804",NA,NA,"150",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"296","2020-09-12 05:00:02-03","US","US","1065768","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"P. Jörgensen","2457","1917","10",NA,"South America","Argentina","Chaco","Commun en bañados Las Palmas.",NA,NA,NA,NA,"US03333794","US03333794_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"297","2020-09-12 05:00:02-03","US","US","1483642","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"P. Jörgensen","3887","1929","12","14","South America","Paraguay",NA,"Common in the camp V. Rica.",NA,NA,NA,NA,"US03333791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"298","2020-09-12 05:00:02-03","US","US","3107097","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"B. Bruderreck","21","1987","11","20","South America - Neotropics","Bolivia","Santa Cruz","Depto. Santa Cruz, Prov. Velasco, San Ignacio 100 km hacia N, comunidad San Miguelito, arboleda cerca de la comunidad, quemada.",NA,NA,NA,NA,"US03333776",NA,NA,"400",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"299","2020-09-12 05:00:02-03","US","US","3197546","PreservedSpecimen","Plantae",NA,"Polygalales","Polygalaceae","Polygala","molluginifolia","Polygala molluginifolia","A. St.-Hil. & Moq.",NA,"E. Zardini & R. Velázquez","19624","1990","3","3","South America","Paraguay","Cordillera","14 km W of Arroyos y Esteros. West side of basin.","-57.2","-25.13",NA,NA,"US03333785",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
