"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"51","2015-09-23 02:52:25-03","MNHN","RECOLNAT_MNHN_P","P00623876","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez","Linden, J.",NA,"1842","6",NA,NA,"Venezuela",NA,NA,"Province de Truxillo",NA,NA,"600",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623876' target='other'> <mi>dwc_moreinfo</mi></a>","P00623876","P00623876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"310",NA,NA
"52","2016-01-21 06:17:04-02","MNHN","RECOLNAT_MNHN_P","P00623877","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Fiebrig, K.",NA,"1902","3",NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623877' target='other'> <mi>dwc_moreinfo</mi></a>","P00623877","P00623877_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"642",NA,NA
"53","2015-09-24 22:05:36-03","MNHN","RECOLNAT_MNHN_P","P00623878","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez","Weddell, H.A.",NA,"1845",NA,NA,NA,"Paraguay",NA,NA,"Secus rio-Cuyaba flumen. Flor. labio lilacino maculis Cat. prope purpureis variegato; fauce luteo.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623878' target='other'> <mi>dwc_moreinfo</mi></a>","P00623878","P00623878_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3110",NA,NA
"54","2015-09-21 20:29:05-03","MNHN","RECOLNAT_MNHN_P","P00623879","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez","Weddell, H.A.",NA,"1845",NA,NA,NA,"Paraguay",NA,NA,"Secus rio-Cuyaba flumen. Flor. labio lilacino maculis Cat. prope purpureis variegato; fauce luteo.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623879' target='other'> <mi>dwc_moreinfo</mi></a>","P00623879","P00623879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3110",NA,NA
"55","2013-09-04 16:31:51-03","MNHN","RECOLNAT_MNHN_P","P00623880","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez","Weddell, H.A.",NA,"1845",NA,NA,NA,"Paraguay",NA,NA,"Secus rio-Cuyaba flumen. Flor. labio lilacino maculis Cat. prope purpureis variegato; fauce luteo.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623880' target='other'> <mi>dwc_moreinfo</mi></a>","P00623880","P00623880_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3110",NA,NA
"56","2016-01-21 06:14:49-02","MNHN","RECOLNAT_MNHN_P","P00623881","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez","Glaziou, A.",NA,"1871","12","16",NA,"Brésil",NA,NA,"Rio Jan. Serra do Tingua et Sao Christovao",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00623881' target='other'> <mi>dwc_moreinfo</mi></a>","P00623881","P00623881_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5520",NA,NA
"57","2015-09-03 18:42:32-03","MNHN","RECOLNAT_MNHN_P","P01645412","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645412' target='other'> <mi>dwc_moreinfo</mi></a>","P01645412","P01645412_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14231",NA,NA
"58","2015-09-03 18:42:32-03","MNHN","RECOLNAT_MNHN_P","P01645428","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil (Rio de Janeiro)",NA,NA,NA,NA,"hb","Donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645428' target='other'> <mi>dwc_moreinfo</mi></a>","P01645428","P01645428_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14231",NA,NA
"59","2015-09-03 18:42:32-03","MNHN","RECOLNAT_MNHN_P","P01645430","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Weddell, H.A.",NA,"1844","11","1",NA,"Brasil",NA,NA,"Brésil: entre Goyaz et Cujaba",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645430' target='other'> <mi>dwc_moreinfo</mi></a>","P01645430","P01645430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2944",NA,NA
"60","2015-09-03 18:42:33-03","MNHN","RECOLNAT_MNHN_P","P01645431","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Glaziou",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645431' target='other'> <mi>dwc_moreinfo</mi></a>","P01645431","P01645431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14231",NA,NA
"61","2015-09-03 18:42:32-03","MNHN","RECOLNAT_MNHN_P","P01645427","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Glaziou, A.",NA,"1887","4","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil (Rio Jan.) Quinta","-43.2075004577637","-22.9027996063232",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645427' target='other'> <mi>dwc_moreinfo</mi></a>","P01645427","P01645427_01",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"16321",NA,NA
"62","2015-09-03 18:42:32-03","MNHN","RECOLNAT_MNHN_P","P01645422","PreservedSpecimen",NA,NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Glaziou",NA,"1887","4","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Quinta","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01645422' target='other'> <mi>dwc_moreinfo</mi></a>","P01645422","P01645422_01",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"16321",NA,NA
"63","2011-12-22 05:01:00-02","MO","MOBOT","1004401","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. Gonzalez","Teodoro Rojas","Rojas 10163","1942","11","21","South America","Paraguay","Central",NA,"In Hortis Botanicis (Asunción).","-57.66666","-25.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2011-10-10 14:09:00-03","MO","MOBOT","1368501","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","Jiménez","Jiménez 1","1981","12","5","South America","Colombia","Sucre",NA,"Pajonal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2012-03-27 17:56:00-03","MO","MOBOT","1516648","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"P. Saravia","Saravia 981",NA,NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2016-12-02 05:30:00-02","MO","MOBOT","2187370","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. Gonzalez (COL)","J.G. Graham|José Schunke V.","Graham 219","1997","10","20","South America","Peru","Ucayali","Purus","Dtto. Purús, Rio Curanja, Colombiana.","-71.1","-10.06666","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2013-04-04 12:26:00-03","MO","MOBOT","100581679","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Julian A. Steyermark|Bruno J. Manara|Victor Carreño E.","Steyermark 102395","1969","1","3","South America","Venezuela","Carabobo",NA,"Selva siempre verde a lo largo del Río Borburata, 2.5-6 kms al sur de Borburata.",NA,NA,"150.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"68","2017-01-28 05:27:00-02","MO","MOBOT","1007423","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. Gonzalez (NY)","Enrique Rentería A.|C. Estrada Mesa|Jorge Brand|Álvaro Cogollo P.","Rentería Arriaga 2034","1979","11","3","South America","Colombia","Antioquia","Yondó","Casabe.","-73.91379","7.009629","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2012-05-04 05:16:00-03","MO","MOBOT","1007439","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. Gonzalez (NY)","Cyril Allen","Allen 417","1924","8","16","South America","Colombia","Magdalena",NA,"Forest, exposed, Rincón Hondo, Magdelena Valley.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2011-03-01 12:21:00-03","MO","MOBOT","1007462","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. Gonzalez (COL)","R. Romero Castañeda","Romero Castañeda 11120","1971","9","3","South America","Colombia","Magdalena","Fundacion","Corregimiento de Santa Rosa, entre el caserío y la margen del Río Fundación, en el arroyo Caraballo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2013-03-13 16:12:00-03","MO","MOBOT","1117763","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","A. Fuentes","Alfredo F. Fuentes","Fuentes Claros 1561","1996","3","4","South America","Bolivia","Santa Cruz","Nuflo de Chavez","Estancia San Miguelito, 200 km. NE de la ciudad de Santa Cruz; campamento La Pascana WCS. Bosque semideciduo chiquitano de piedemonte, sotobosque alterado por fuego.","-61.7833333","-17.0680556","260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"72","2009-11-16 14:11:00-02","MO","MOBOT","1211924","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. Gonzalez (COL)","Cesár A. Grández|M. Aguilar R.","Grández Rios 5854","1994","10","1","South America","Peru","Loreto","Maynas","CEA.","-73.36666","-3.91666","129.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318",NA,NA
"73","2013-10-05 06:32:00-03","MO","MOBOT","1304440","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Ronald L. Liesner|Ángel C. González|Basil Stergios|Gerardo Aymard|E. Rodriguez","Liesner 12411","1982","3","10","South America","Venezuela","Portuguesa",NA,"Dirt road between two watersheds. 4 to 10 km north of dam sites on Río Guanare and Río Tucupido. Secondary vegetation.","-69.88333","9.06666","150.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60",NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1368493","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","Francis W. Pennell","Pennell 12000","1922","9","29","South America","Colombia","Bolívar",NA,"Bodega Central, along Rio Madgalena.",NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","1368494","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","O. Haught","Haught 3637","1943","8","26","South America","Colombia","Cesar",NA,"Las Penas, on Quebrada San Antonio, 12 km W and slightly S of La Jagua.",NA,NA,"0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1368495","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","O. Haught","Haught 3679","1943","9","16","South America","Colombia","Cesar",NA,"Near Becerril.",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","1368496","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","R. Romero Castañeda","Romero Castañeda 285","1945","1",NA,"South America","Colombia","Magdalena",NA,"Tucurinca.","-74.16666","10.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2013-01-09 05:25:00-02","MO","MOBOT","1368497","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","Favio González|et al.","González Garavito 1257","1987","8","7","South America","Colombia","Meta","Puerto Lopez","Guichiral, carretable hacia el Rio Guatiquia.",NA,NA,"200.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2013-01-09 05:25:00-02","MO","MOBOT","1368498","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","Favio González|et al.","González Garavito 1259","1987","8","8","South America","Colombia","Meta","Villavicencio","Sitio La Siberia, riberas inundables del Rio Guatiquia.",NA,NA,"200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-03-07 04:38:00-03","MO","MOBOT","1368499","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Gonzalez, Fl. Colombia #12","H. García Barriga","Garcia Barriga 18473","1965","6","1","South America","Colombia","Norte de Santander",NA,"Correg. Reyes, hoya del Rio Sardinata, Tibu a Petrolea.",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","1368500","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","GOnzalez, Fl. Colombia #12","E. Niemeyer","Niemeyer 3","1926","1","2","South America","Colombia","Santander",NA,"Near Brazo de Moro, Magdalena Rivera above Barrancabermeja.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1524310","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Michael H. Nee","Nee 41844",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166","420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-12-01 17:15:00-02","MO","MOBOT","1526078","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (NY)","Michael H. Nee","Nee 43183","1992","12","20","South America","Bolivia","Santa Cruz","Andrés Ibáñez","10 km ESE of Don Lorenzo, vic. of Quebrada Caracoré on dirt road to Estancia Caracoré. Chaco scrub with Trithrinax, Copernicia alba, Reichenbachia hirsuta, Ziziphus guaranitica.","-62.78333","-17.83333","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","1530838","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","M. Nee","Michael H. Nee","Nee 47378",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166","325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-12-01 16:34:00-02","MO","MOBOT","1531674","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (NY)","Michael H. Nee","Nee 40269","1990","12","8","South America","Bolivia","Santa Cruz","Ichilo","11 km NE of Buena Vista, 1 km N of Buena Vista-Portachuelo highway, on road to Palacios. Flat, sandy soil, brushy pastures and roadside, former tropical evergreen forest. Psidium guineense, Piper heterophyllum, Cupania cinerea, Casearia aculeata.","-63.58333","-17.38333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","1531782","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","M. Nee","Michael H. Nee","Nee 47438",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166","360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","1532321","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","M. Nee","Michael H. Nee","Nee 36072",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The llanura, at the Jardin Botanico de Santa Cruz","-63.06666","-17.78333","375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-12-01 16:35:00-02","MO","MOBOT","1533499","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (NY)","Michael H. Nee","Nee 47547","1997","12","26","South America","Bolivia","Santa Cruz","Warnes","8.2 km NE of La Esperanza and 1.5 km SW of junction with highway from Montero to Colonia Okinawa no. 1.","-63","-17.25","265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2009-12-09 14:28:00-02","MO","MOBOT","1535094","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","Favio González (COL)","Michael H. Nee","Nee 44530","1994","1","20","South America","Bolivia","Santa Cruz","Andrés Ibáñez","7 km ENE of center of Cotoca. Very flat, sandy, moslty fields with unplanted windbreaks, cleared from original deciduous subtropical forest for fields of soybeans, etc. With Acrocomia totai, Albizia niopoides, etc.","-62.9336111","-17.7444444","340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","1538442","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Alwyn H. Gentry|et al.","Gentry 37649","1982","7","17","South America","Peru","San Martín",NA,"Near Bellavista, dry scrub forest along road, Río Huallaga Valley.",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2362",NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","1715972","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","M.Kawasaki, 88","Robin B. Foster","Foster 12415","1992","11","21","South America","Bolivia","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2009-02-05 03:32:00-02","MO","MOBOT","1715992","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Israel G. Vargas C.|S. Ortiz","Vargas Caballero 3657","1998","11","14","South America","Bolivia","Santa Cruz","Andrés Ibáñez","alrededores de Tierras Nuevas - El Palmar, 8 km al SW de la ciudad de Santa Cruz de la Sierra. Bosque natural muy intervenido, por chaqueo y áreas de cultivo, márgenes de los lotes con arbolitos hasta 12 m de altura.","-63.2","-17.85","430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2009-08-21 06:56:00-03","MO","MOBOT","1736480","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Keiichi Mizoguchi","Mizoguchi 508","1978","3","8","South America","Paraguay","Amambay",NA,"Rincon-Del-Julio, Pedro Fuan Caballero, near the border of Brazil",NA,NA,"750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2013-10-05 06:33:00-03","MO","MOBOT","1736481","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Gerrit Davidse|Ángel C. González|Francisco J. Ortega","Davidse 21445","1982","10","30","South America","Venezuela","Portuguesa",NA,"Distrito Guanare: 17 km NW of Tucupido by road, future basin of Represa Tucupido and lower forested, north slope of Fila Las Palmas.","-69.95","9.01666","200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1515",NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","1736483","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Ricardo de Lemos Fróes","Fróes 11610","1939","2",NA,"South America","Brazil","Maranhão",NA,"Island of São Luiz. Estrada do Barreto, Terra firma, low land, sandy soil, old clearing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2009-08-29 06:41:00-03","MO","MOBOT","1739112","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","C. Cerón (QAP)","Carlos E. Cerón|Nelson Gallo","Cerón Martínez 19605","1992","7","19","South America","Ecuador","Chimborazo","Riobamba","Mercado San Alfonso (feria de sábados). Estepa espinosa Montano Bajo. Informantes: M. Obando C., E. Obando, E. Obando y J. Obando. Las plantas se traen de Ambato (alrededores), de Chambo, Cubijíes, Quimia y San Luis. Las que mas se vende son: Cedron, Hierbaluisa, Romero, Matico, Llantén, Taraxaco y Torongil.","-78.65","-1.66666","2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","1",NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","1867950","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.",NA,"Genevieve Bourdy","Bourdy 1920","1997","11","2","South America","Bolivia","La Paz","Abel Iturralde","Santa Fe Tacana, en los Chacos de la comunidad de Santa Fe.","-68.2","-13.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2009-07-13 12:30:00-03","MO","MOBOT","2186896","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Felix Woytkowski","Woytkowski 5532","1959","10","18","South America","Peru","San Martín",NA,"Saposoa.","-76.8","-6.93333","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2011-06-09 17:53:00-03","MO","MOBOT","2187397","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","C. Vargas C.","Vargas Calderón 18552","1967","1",NA,"South America","Peru","Madre de Dios","Tambopata","Alrededores de Maldoncido.",NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2010-06-03 15:51:00-03","MO","MOBOT","2403010","PreservedSpecimen","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","odoratissima","Aristolochia odoratissima","L.","F. González","Sara G. Tressens|Victor Maruñak|M.G. Pellegrini|G.E. Pieszko","Tressens 5580","1996","3","26","South America","Argentina","Misiones","Iguazú","Ruta 12 y Presa Urugua-i. Borde de selva secundaria.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
