"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"150","2015-10-22 13:58:00-02","MO","MOBOT","1082824","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Milton Tirado|Bruce Gray","Tirado 889","1994","2","22","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonliight (E)",NA,"Cordillera del Cóndor. Campamento Militar Pachicutza, camino al hito. Bosque muy húmedo Montano-Bajo. Bosque primario. Bosque con dosel de 25-30 m de altura.","-78.9047222","-4.1213889","1849.00000000",NA,"Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"151","2015-10-23 11:43:00-02","MO","MOBOT","1083184","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Milton Tirado|Patricio Fuentes|Zurita, Rubén|L. Chamorro","Tirado 1225","1994","8","18","South America","Ecuador","Carchi",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"El Carmen. Cerro Golondrinas. Bosque Montano. Bosque primario en colinas.","-78.1833333","0.8333333","2000.00000000","2400.00000000","Mira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"152","2016-03-05 17:18:00-03","MO","MOBOT","1191371","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas B. Croat|John F. Gaskin","Croat 80298","1997","7","24","South America","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,NA,"Aubl.","P. Moonlight (E)",NA,"Along road between main Cali-Loboguerrero road and Bitaco 6 km W of Bitaco. GPS coordinates.","-76.6213889","3.6116667","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"782","3",NA
"153","2009-05-13 10:03:00-03","MO","MOBOT","1197682","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Aída Alvarez|et al.","Alvarez 2249","1997","8","29","South America","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,"Aubl.","A. Alvarez (QCNE)",NA,"Río Lliquino, 1 km al norte del Pozo Villano 2 de ARCO. Bosque primario en terraza aluvial. Bosque húmedo tropical. Parcela temporal de 0.25 ha.","-77.45","-1.45","400.00000000",NA,"Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","1",NA
"154","2008-05-27 22:02:00-03","MO","MOBOT","1210109","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","José Schunke V.","Schunke Vigo 11028","1979",NA,NA,"South America","Peru","San Martín",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith (US)",NA,"Distrito de Tocache Nuevo. Vicinity of Tocache. [fieldbook information lost].","-76.5125","-8.18416","400.00000000","700.00000000","Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"114","5",NA
"155","2020-04-23 12:10:00-03","MO","MOBOT","1231654","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Joaquina Albán C.|et al.","Albán Castillo 9582","1997","3","15","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Imazita; Kunchin, trail to Wawa. Secondary forest and riverbank","-78.4283334","-5.0319445","536.00000000","150.00000000","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"156","2020-04-23 14:44:00-03","MO","MOBOT","1231835","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Joaquina Albán C.|et al.","Albán Castillo 9781","1997","8","9","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Bajo Cachiaco, Quebrada Anchints; Río Nieva. Purma",NA,NA,NA,NA,"Condorcanqui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"157","2020-04-23 16:02:00-03","MO","MOBOT","1231953","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Joaquina Albán C.|et al.","Albán Castillo 9904","1997","8","12","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Bajo Cachiaco, Quebrada Yuwi Entsa; Río Nieva. Primary forest",NA,NA,NA,NA,"Condorcanqui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"158","2020-04-23 16:03:00-03","MO","MOBOT","1231956","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Joaquina Albán C.|et al.","Albán Castillo 9907","1997","8","12","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Bajo Cachiaco, Quebrada Yuwi Entsa; Río Nieva. Primary forest",NA,NA,NA,NA,"Condorcanqui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"159","2020-04-23 17:12:00-03","MO","MOBOT","1231993","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Joaquina Albán C.|et al.","Albán Castillo 9948","1997","8","14","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Bajo Cachiaco, Tayuntsa, Quebrada Kagtashentsa; Río Nieva. Primary forest",NA,NA,NA,NA,"Condorcanqui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"160","2009-01-19 13:20:00-02","MO","MOBOT","1233535","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Camilo Díaz S.","Díaz Santibáñez 8179","1996","9","16","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","R. Vasquez & R. Rojas (MO)",NA,"Dtto. Imaza. Comunidad Aguaruna de Kusú-Listra. Cerro Apág, margen derecha Quebrada Kusú.","-78.3166667","-4.9166667","600.00000000","700.00000000","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272","6",NA
"161","2020-04-24 09:01:00-03","MO","MOBOT","1235899","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Joaquina Albán C.|et al.","Albán Castillo 9473","1997","3","12","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Imazita; Kunchin, Kusu. Primary forest","-78.4283334","-5.0319445","536.00000000",NA,"Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"162","2014-04-04 05:49:00-03","MO","MOBOT","1239633","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Rodolfo Vásquez|et al.","Vásquez Martínez 25145","1997","12","7","South America","Peru","Cajamarca",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith (US)",NA,"Namballe, Vega del Toro. Bosque primario, con tala selectiva.","-79.08361","-4.97944","800.00000000","1000.00000000","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"163","2014-04-04 05:49:00-03","MO","MOBOT","1239733","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Rodolfo Vásquez|Rocío Rojas","Vásquez Martínez 25245","1998","2","11","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith (US)",NA,"Aramango, Chorro Blanco. Bosque primario.","-78.33444","-5.49166","1500.00000000","1800.00000000","Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"164","2014-05-14 14:54:00-03","MO","MOBOT","1242627","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Harriet G. Barclay","Barclay 4875","1957","8","14","South America","Ecuador","Napo",NA,NA,NA,NA,NA,NA,"Aubl.","Adolfo Jara (ANDES)",NA,"Selva, Shandia.","-77.9","-1.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2008-05-27 22:02:00-03","MO","MOBOT","1242784","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Camilo Díaz S.|Antonio Peña","Díaz Santibáñez 8699","1996","11","27","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith (US)",NA,"Camporedondo, Tullanya.","-78.35138","-6.15194","1550.00000000",NA,"Luya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"292","6",NA
"166","2017-10-25 05:23:00-02","MO","MOBOT","1251289","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Eric F. Rodríguez Rodríguez|O. Pesantes","Rodríguez Rodríguez 1667","1997","7","10","South America","Peru","Cajamarca",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith (US)",NA,"Distrito Namballe, Bosque El Pacashal. Bosque primario, márgen derecho del río Canchis.","-79.01666","-5.01666","650.00000000","800.00000000","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"167","2016-09-11 05:19:00-03","MO","MOBOT","1263704","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Luis Carlos García|et al.","García 312","1990","8","3","South America","Colombia","Cauca",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Mpio. Santa Marta, km 27 via Mocoa-Pitalito. Estribaciones cordillera oriental, cabecera de la quebrada El Barniz; inspeccion de policia Santa Marta, Bota caucana.","-76.48638","1.25916","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"168","2018-05-04 14:53:00-03","MO","MOBOT","1387004","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alwyn H. Gentry|Camilo Díaz S.","Gentry 28263","1979","11","17","South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Andoas, Río Pastaza near Ecuador border. Mature forest being cut for chacras, non-inundated lateritic soil.","-76.4022222","-2.9044444","230.00000000",NA,"Alto Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1603","1",NA
"169","2019-09-03 04:36:00-03","MO","MOBOT","1426812","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Homero Vargas|Edwin Narváez|M. Sanchez","Vargas López 3692","1999","7","30","South America","Ecuador","Tungurahua",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Zona de amortiguamiento del Parque Nacional Llanganates. Machay, Río Verde. Colecciones entre Río Machay y Colina San Austín. Bosque húmedo montano bajo, vegetación primaria, suelo aluvial.","-78.28333","-1.36666","2090.00000000",NA,"Baños",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2017-10-25 05:23:00-02","MO","MOBOT","1432757","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Eric F. Rodríguez Rodríguez|et al.","Rodríguez Rodríguez 1144","1996","6","20","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","R. Vasquez & R. Rojas (MO)",NA,"Distrito Imaza, Comunidad Aguaruna de Putuim. Bosque primario, 30% de pendiente. Arriba rio Shimutaz.","-78.31666","-4.91666","480.00000000",NA,"Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"171","2008-05-27 22:02:00-03","MO","MOBOT","1446016","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Fernando Nicolalde-Morejón|Grupo Post-Grado MO-QCNE","Nicolalde-Morejón 432","1999","12","14","South America","Ecuador","Manabí",NA,NA,NA,NA,NA,NA,"Aubl.","F. Nicolalde (QCNE)",NA,"El Chorrillo. Bosque húmedo tropical.","-80.65","-1.33333","450.00000000","600.00000000","Jipijapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2008-05-27 22:02:00-03","MO","MOBOT","1452528","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alwyn H. Gentry|et al.","Gentry 27099","1979","10","21","South America","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,"Aubl.","R. Foster",NA,"Sandy, hilly area behind Cocha Cashu Camp, Manu National Park.",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1843","4",NA
"173","2008-05-27 22:02:00-03","MO","MOBOT","1453619","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alwyn H. Gentry|et al.","Gentry 27355","1979","10","29","South America","Peru","Madre de Dios",NA,NA,NA,NA,NA,NA,"Aubl.","L.B. Smith",NA,"Pantiacolla, Serrania across Río Alto Madre de Dios from Shintuya.","-71.25","-12.5833333","480.00000000","840.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1855","2",NA
"174","2014-09-18 05:38:00-03","MO","MOBOT","1947009","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","N. Raes|G. Iraipi","Raes 167","2003","4","30","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Aubl.","N. Raes",NA,"60 km east of Ascension de Guarayos.","-62.91666","-15.78333","200.00000000",NA,"Guarayos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"175","2014-05-16 14:34:00-03","MO","MOBOT","1473440","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84283","2000","8","6","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","Adolfo Jara (ANDES)",NA,"Along road between Caranavi and Yucumo, vic. of Sapecho, along road to Colonia Tarapacá, Permanent Parcel #2, Projecto de Investigación Agro Forestal (RAF), 3.9 Km.","-67.3566667","-15.5316667","625.00000000",NA,"Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"929","4",NA
"176","2015-07-16 12:12:00-03","MO","MOBOT","1473981","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84320","2000","8","7","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","Adolfo Jara (ANDES)",NA,"Vicinity of Sapecho, along road between Caranavi and Yucumo; along side road NW off main road into Serrania de Marimones to Colonia Tupiza B.","-67.3086111","-15.5236111","600.00000000","850.00000000","Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"930","2",NA
"177","2015-11-09 14:50:00-02","MO","MOBOT","1474455","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84358","2000","8","8","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","P. Moonlight (E)",NA,"Colonia La Casada; along trail into disturbed virgin forest less than 1 Km from main Caranavi-Yucumo Road, 47.4 Km NE of Yucumo, 5.1 Km from frontier of Beni Dept.","-67.1333333","-15.4","900.00000000",NA,"Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"931","4",NA
"178","2015-11-17 12:21:00-02","MO","MOBOT","1475447","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84445","2000","8","9","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Madidi National Park; 12.2 Km NW of turnoff in Tumupasa, 1.0-1.5 Km NW of summit.","-67.9194445","-14.1666667","650.00000000","800.00000000","Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"935","2",NA
"179","2015-11-17 14:19:00-02","MO","MOBOT","1475712","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84469","2000","8","10","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Vicinity of Tumupasa, 1 Km SE of Tumupasa; disturbed tropical moist forest area.","-67.9166667","-13.0833333","350.00000000",NA,"Abel Iturralde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"939","2",NA
"180","2018-10-03 04:36:00-03","MO","MOBOT","1482534","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alwyn H. Gentry|Carmen Bonifaz B.|Jorge Loor C.","Gentry 30925","1981","1","27","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,"Aubl.","Utley",NA,"27 km SE of San Juan Bosco, second growth after clearing.","-78.4","-3.21666","1270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979","2",NA
"181","2008-05-27 22:02:00-03","MO","MOBOT","1534303","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Michael H. Nee","Nee 41938",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Aubl.","G. Marin Ojeda",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2008-05-27 22:02:00-03","MO","MOBOT","1542904","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alwyn H. Gentry|et al.","Gentry 37890","1982","7","21","South America","Peru","San Martín",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"20-27 km NE of Tarapoto, road to Yurimaguas, near top of Cordillera.","-76.33333","-6.5","900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2374",NA,NA
"183","2017-07-11 13:08:00-03","MO","MOBOT","1563504","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Tom Delinks|Carlos Robles","Delinks 141","1998","11","11","South America","Ecuador","Manabí",NA,NA,NA,NA,NA,NA,"Aubl.","Orlando Adolfo Jara (ANDES)",NA,"Cerro Pata de Pajaro, 10 km east of Pedernales; tropical wet forest above La Humedad, north side of road; erosion due to domesticated animal disturbance.","-79.96666","0.01666","400.00000000","500.00000000","Pedernales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","7",NA
"184","2008-05-27 22:02:00-03","MO","MOBOT","1859876","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","M. Kessler","Kessler 3926","1993","7","13","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","S. DeWalt",NA,"aprox. 15 Kms río arriba de la Hacienda Ubito en Trocha a Buena Vista. Bosque ribereño, degradado","-68.45","-14.4","950.00000000",NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2009-03-02 10:23:00-03","MO","MOBOT","1589015","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Thomas Hawkins","Hawkins 2203","2001","7","8","South America","Suriname","Sipaliwini",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith X, (US)",NA,"Arrowhead Basin (Tafelberg). Arrowhead Basin on the south side following the rough trail to Grace Creek and the falls. High mixed tropical lowland forest of diverse hardwood species 20-30 m tall dominated by Micrandra sp.","-56.1763889","3.9083333","650.00000000","750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"140","3",NA
"186","2011-07-26 12:22:00-03","MO","MOBOT","1738263","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Carlos E. Cerón|Marcelo Chango|Valdano Tapur","Cerón Martínez 16700","1991","10","17","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"Aubl.","C. Cerón (QAP)",NA,"Parroquia Guayzimi. Camino al Hito de Pachicutza desde el Campamento Militar. Bosque muy Húmedo Premontano. Topografía colinada, suelo rojo con pocas piedras limo-arcilloso, originado de roca volcánica antigua. (Oxidistropep.) Transectos de 50 x 2 m x 10 (0.1 Ha.). Estudio Financiado Bazo el Tratado de Cooperación Amazónica.","-78.61666","-4.11666","1050.00000000","1100.00000000","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","2",NA
"187","2015-11-02 11:28:00-02","MO","MOBOT","1739235","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Carlos E. Cerón|Marcelo Chango|Valdano Tapur|Gerardo Aymard","Cerón Martínez 17038","1991","10","23","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Parroquia Guayzimi. Campamento Militar Miazi. al sur del rio Nangaritza. Bosque muy Húmedo Premontano. Topografía ligero colinada. Suelos de colinas o Antiguas Terrazas Aluvials, medianamente profundos (DISTROPEP). Transecto de 50 x 2 m (0.1 Ha.).","-78.7","-4.26666","1060.00000000","1100.00000000","Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","2",NA
"188","2011-11-08 05:06:00-02","MO","MOBOT","1747187","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Ricardo Callejas|et al.","Callejas Posada 6627","1988","7","12","South America","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,"Aubl.","!K. Burt-Utley (NOLS)",NA,"Corregimiento La Blanquita, vía Nutibara-La Blanquita, 14.5 km de Nutibara, 10-18 km del Alto de Cuevas a La Blanquita, bmh-T.","-76.4166667","6.75","870.00000000","950.00000000","Frontino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"189","2012-04-12 05:10:00-03","MO","MOBOT","1755597","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alfredo F. Fuentes|Remberto Alvares|Marcelino Villanueva","Fuentes Claros 4940","2002","7","11","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.","S.F. Smith 9/",NA,"Parque Nacional Madidi, Piñalito (Parcela Permanente), 30 km en linea recta al este de Apolo por el camino a San José de Uchupiamonas. Bosque yungueno termo-mesotropical pluviestacional húmedo, con Podocarpus oleifolius, Alchornea spp, Melastomataceae spp y Lauraceae spp. Terreno montanoso, suelos con capa orgánica de 30 cm. Parcela Temporal de Muestreo (0.1 ha) 37.","-68.24944","-14.4975","1936.00000000",NA,"Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02-30","4",NA
"190","2018-01-20 12:09:00-02","MO","MOBOT","1760786","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Rodolfo Vásquez|Rocío Rojas|Luis Campos","Vásquez Martínez 27528","2001","12","20","South America","Peru","Amazonas",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Aramango. Cerros de nueva Esperanza Bosque primario, suelo rocoso","-78.38638","-5.46722","1800.00000000",NA,"Bagua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"191","2008-05-27 22:02:00-03","MO","MOBOT","1770299","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Dieter C. Wasshausen|J.R.I. Wood","Wasshausen 2168","1998","7","30","South America","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2008-05-27 22:02:00-03","MO","MOBOT","1792246","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alwyn H. Gentry","Gentry 10196","1974","2","25","South America","Ecuador","Los Ríos",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Río Palenque Field Station, halfway between Quevedo and Santo Domingo de Los Colorados.","-79.36666","-0.58333","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3392",NA,NA
"193","2015-06-18 06:28:00-03","MO","MOBOT","1800480","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Alwyn H. Gentry|F. Ortiz C.|Rafael Narváez","Gentry 12093","1974","10","26","South America","Ecuador","Pichincha",NA,NA,NA,NA,NA,NA,"Aubl.","K. Burt-Utley",NA,"11 km W of Tandapi, trail along Chictoa River, tributary of Río Pilatón.","-78.86","-0.344","1350.00000000","1550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3660",NA,NA
"194","2015-10-23 11:45:00-02","MO","MOBOT","1829602","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Linder Suin","Suin 1837","2002","5","14","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonliight (E)",NA,"Cordillera del Cutucú. Asociación Shuar Sevilla. Laderas del Cutucu junto al camino Angel Ruby/Transcutucu. Cerro Nashipe. Bosque Primario.","-78.0363889","-2.3508333","1396.00000000",NA,"Morona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"195","2015-11-02 11:38:00-02","MO","MOBOT","1830491","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Walter A. Palacios|N. Jaramillo|Fernando Nicolalde-Morejón","Palacios Cuenca 15632","2002","1","19","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,"Aubl.","Peter Moonlight (E)",NA,"Cordillera de Cutucú. Centro Shuar Uunsuants/Trnaskutuku. Bosque primario con afloramiento de rocas calizas.","-77.9","-2.53333","650.00000000",NA,"Morona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2012-01-20 05:01:00-02","MO","MOBOT","1831794","PreservedSpecimen","Plantae","Begoniaceae","Begonia","glabra","Begonia glabra","Wilson Quizhpe|Carlos Chimbo|V. Granda|R. Chuinda","Quizhpe 260","2002","8","25","South America","Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,"Aubl.",NA,NA,"Región de la Cordillera del Cóndor; cuenca alta del Río Nangaritza. Centro Shuar Shaime, por la unión de los Ríos Nangaritza y Numpatakaime. Cerca de la cueva de los tayos. Bosque muy húmedo premontano; substrato de roca calcárea.","-78.68638","-4.30638","1050.00000000",NA,"Nangaritza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
