"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","year","month","day","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","county","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","order","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"92","2021-03-15 16:37:00-03","NY","NYBG","966609","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","flavinervis","Fissidens flavinervis","J. Weir","413","South America","Colombia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00966609","Bryophyta","Mitt.","1864","01",NA,"Barranca Ver., ad fl. Magdalena prope Honda","NY00966609_01 NY00966609_02",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-15 16:37:00-03","NY","NYBG","966612","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","flavinervis","Fissidens flavinervis","R. Spruce","s.n.","South America","Colombia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00966612","Bryophyta","Mitt.",NA,NA,NA,"San Gabriel, Rio Negro","NY00966612_01 NY00966612_02",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-15 16:37:00-03","NY","NYBG","966610","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","flavinervis","Fissidens flavinervis","R. Spruce","535","South America","Colombia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00966610","Bryophyta","Mitt.",NA,NA,NA,"San Gabriel","NY00966610_01 NY00966610_02",NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-15 16:37:00-03","NY","NYBG","966611","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","flavinervis","Fissidens flavinervis","R. Spruce","542","South America","Colombia","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1095644' target='other'> <mi>dwc_moreinfo</mi></a>","NY00966611","Bryophyta","Mitt.",NA,NA,NA,"San Gabriel","NY00966611_01 NY00966611_02",NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-15 16:37:00-03","NY","NYBG","1020948","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","paulensis","Fissidens paulensis","J. I. Puiggari","532","South America","Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118576' target='other'> <mi>dwc_moreinfo</mi></a>","NY01020948","Bryophyta","Broth.",NA,NA,NA,"Apiahy","NY01020948_01",NA,"-48.814411","-24.414026",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-22 11:16:00-03","UEMA","HABIT","3261","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","R.R. Oliveira","288",NA,"Brasil",NA,NA,"Ambiente: Cerrado",NA,NA,"Brid.","2016","07","12","Próximo à Cancelas",NA,"MA","-47.4693984985352","-7.33277988433838",NA,"D.F. Peralta",NA,"Carolina",NA,"99438","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-22 11:16:00-03","UEMA","HABIT","2566","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","R.R.Oliveira","39",NA,"Brasil",NA,NA,"Ambiente: Cerrado",NA,NA,"Brid.","2016","04","19","Cachoeira São Romão",NA,"MA",NA,"-7.021467",NA,"D.F. Peralta",NA,"Carolina",NA,NA,NA,"47°02'452O","07°01'288S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-22 11:16:00-03","UEMA","HABIT","2606","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","R.R.Oliveira","13",NA,"Brasil",NA,NA,"Ambiente: Cerrado",NA,NA,"Brid.","2016","04","19","Cachoeira São Romão",NA,"MA",NA,"-7.021467",NA,"D.F. Peralta",NA,"Carolina",NA,NA,NA,"47°02'452O","07°01'288S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-22 11:16:00-03","UEMA","HABIT","2617","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","R.R.Oliveira","70",NA,"Brasil",NA,NA,"Ambiente: Cerrado",NA,NA,"Brid.","2016","04","19","Cachoeira São Romão",NA,"MA",NA,"-7.021467",NA,"D.F. Peralta",NA,"Carolina",NA,NA,NA,"47°02'452O","07°01'288S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-22 11:16:00-03","UEMA","HABIT","2630","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","R.R. Oliveira","29",NA,"Brasil",NA,NA,"Ambiente: Cerrado",NA,NA,"Brid.","2016","04","19","Cachoeira São Romão",NA,"MA",NA,"-7.021467",NA,"D.F. Peralta",NA,"Carolina",NA,NA,NA,"47°02'452O","07°01'288S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2015-04-07 13:09:41-03","MICH","MICH","525583","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","paulensis","Fissidens paulensis","Puiggari,","532",NA,"Brazil",NA,NA,"has a duplicate isotype:525585",NA,"Bryophyta","Broth.",NA,NA,NA,"Apiahy",NA,"Sao Paulo",NA,NA,NA,NA,NA,NA,"type?",NA,NA,NA,NA,"Bryopsida","Fissidentales",NA,NA,NA,NA,NA,NA,NA
"103","2019-10-09 11:07:29-03","UFBA","ALCB","100324","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Schäfer-Verwimp; Verwimp","9424","Southern America","Brasil",NA,NA,"Terrícolo",NA,"Briófitas","Brid.","1988","02","08","Ponta Grossa, auf schattigem Sandstein im Park von Vila Velha",NA,"Paraná","-50.033333","-25.216667","900",NA,"900","Ponta Grossa",NA,NA,NA,"-50.033333","-25.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-09 17:04:32-03","IAP","PACA-BRYOPHYTES","80738","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Sehnem, A.",NA,NA,"Brasil",NA,NA,"ASSL 4728&nf;Fissidens anguste-limbatus Mitt&nf;Juçara Bordin 12.12.2009&nf;Fissidens curvates+Fissidens elegans Habitat: In terra","PACA080738",NA,"Brid","1949","12","27","Gramado",NA,"RS","-50.8739013671875","-29.3785991668701","800","E.B. Bartram","800","Gramado",NA,"13851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-12-09 17:04:32-03","IAP","PACA-BRYOPHYTES","80782","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Sehnem, A.",NA,NA,"Brasil",NA,NA,"AASL 4728b&nf;Fissidens sp. Habitat: Em terra","PACA080782",NA,"Brid","1949","12","17","Gramado",NA,"RS","-50.8739013671875","-29.3785991668701","800","Juçara Bordin","800","Gramado",NA,"13851","auto",NA,NA,NA,NA,"2010","04","08",NA,NA,NA,NA
"106","2020-12-09 17:04:32-03","IAP","PACA-BRYOPHYTES","80777","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Sehnem, A.",NA,NA,"Brasil",NA,NA,"ASSL 4041c&nf;Fissidens sp. Habitat: Sobre rocha úmida na capoeira","PACA080777",NA,"Brid","1949","11","08","L.J. de Castilhos",NA,"RS","-51.4611015319824","-29.6886005401611","450","Juçara Bordin","450","Montenegro",NA,"21601","auto",NA,NA,NA,NA,"2009","12","08",NA,NA,NA,NA
"107","2020-12-09 17:04:32-03","IAP","PACA-BRYOPHYTES","80736","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Sehnem, A.",NA,NA,"Brasil",NA,NA,"ASSL 4650&nf;Fissidens caldensis Aongstr. Habitat: In terra in silva","PACA080736",NA,"Brid","1949","12","19",NA,NA,"RS","-50.5835990905762","-29.4480991363525","900","Juçara Bordin","900","São Francisco de Paula",NA,"76715","auto",NA,NA,NA,NA,"2009","12","07",NA,NA,NA,NA
"108","2020-12-09 17:04:32-03","IAP","PACA-BRYOPHYTES","80740","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Sehnem, A.",NA,NA,"Brasil",NA,NA,"ASSL 6888a &nf;Fissidens constrictus CM. Habitat: Ad terram ad rivum","PACA080740",NA,"Brid","1956","02","13","Taimbé",NA,"RS","-50.5835990905762","-29.4480991363525","800","Juçara Bordin","800","São Francisco de Paula",NA,"76715","auto",NA,NA,NA,NA,"2008","12","07",NA,NA,NA,NA
"109","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093189","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz PA; Maas PJM",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093189",NA,"Brid.","1965","01","06",NA,NA,NA,NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0071131","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Hartmann FA; Ek RC; Riet BP van de",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200071131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0071131",NA,"Brid.","2004","02","28",NA,NA,"Cayenne",NA,NA,NA,"Hartmann FA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,"2004","02","01",NA,NA,NA,NA
"111","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093180","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz PA; Maas PJM",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093180",NA,"Brid.","1965","01","02",NA,NA,NA,NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093181","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz PA; Maas PJM",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093181",NA,"Brid.","1965","01","02",NA,NA,NA,NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093182","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Aptroot A",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093182",NA,"Brid.","1985","03","01",NA,NA,"Saint-Laurent-du-Maroni","-53.2","3.633333",NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,"-53.2","3.633333","Musci",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093183","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz-de Waard J; Florschütz PA",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093183 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093183",NA,"Brid.","1951","03","18",NA,NA,NA,NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093184","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz-de Waard J; Florschütz PA",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093184 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093184",NA,"Brid.","1976","02","14",NA,NA,"Brokopondo",NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093185","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz-de Waard J; Florschütz PA",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093185 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093185",NA,"Brid.","1951","04","17",NA,NA,"Sipaliwini",NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093186","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz-de Waard J; Zielman HR",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093186",NA,"Brid.","1981","11","13",NA,NA,"Nickerie",NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093187","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz PA; Maas PJM",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093187 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093187",NA,"Brid.","1965","01","06",NA,NA,NA,NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093188","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz-de Waard J; Florschütz PA",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093188",NA,"Brid.","1975","12","18",NA,NA,"Brokopondo",NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093190","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Cremers GA",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093190 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093190",NA,"Brid.","1977","03","29",NA,NA,NA,NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093191","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz-de Waard J",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093191 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093191",NA,"Brid.","1990","11","01",NA,NA,NA,"-53.2","3.533333",NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,"-53.2","3.533333","Musci",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0093192","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Florschütz PA; Maas PJM",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200093192 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0093192",NA,"Brid.","1965","01","06",NA,NA,NA,NA,NA,NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,NA,NA,"Musci",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-02-08 10:40:25-03","NBC","NL-BOTANY","U 0094528","PreservedSpecimen","Plantae","Musci-Fissidentaceae","Fissidens","elegans","Fissidens elegans","Bekker JM",NA,"Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200094528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0094528",NA,"Brid.","1986","06","30",NA,NA,"Saint-Laurent-du-Maroni","-53.183333","3.616667",NA,"Bruggeman-Nannenga MA",NA,NA,NA,NA,NA,"-53.183333","3.616667","Musci",NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200829","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","821",NA,"Brasil",NA,NA,"Sobre tronco morto","BHCB200829",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.705278","-22.601667","100","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","100","Paracambi",NA,NA,NA,"-43.705278","-22.601667",NA,NA,"2019","11",NA,NA,NA,NA,NA
"125","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200843","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","835",NA,"Brasil",NA,NA,"Sobre pedra","BHCB200843",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.704722","-22.601389","85","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","85","Paracambi",NA,NA,NA,"-43.704722","-22.601389",NA,NA,"2019","11",NA,NA,NA,NA,NA
"126","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200848","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","840",NA,"Brasil",NA,NA,"Sobre barranco","BHCB200848",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.704444","-22.610278","96","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","96","Paracambi",NA,NA,NA,"-43.704444","-22.610278",NA,NA,"2019","11",NA,NA,NA,NA,NA
"127","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200839","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","831",NA,"Brasil",NA,NA,"Sobre pedra","BHCB200839",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.704722","-22.601389","85","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","85","Paracambi",NA,NA,NA,"-43.704722","-22.601389",NA,NA,"2019","11",NA,NA,NA,NA,NA
"128","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200834","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","826",NA,"Brasil",NA,NA,"Sobre tronco morto","BHCB200834",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.705","-22.601389","101","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","101","Paracambi",NA,NA,NA,"-43.705","-22.601389",NA,NA,"2019","11",NA,NA,NA,NA,NA
"129","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200866","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","861",NA,"Brasil",NA,NA,"Sobre barranco","BHCB200866",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.705833","-22.602222","78","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","78","Paracambi",NA,NA,NA,"-43.705833","-22.602222",NA,NA,"2019","11",NA,NA,NA,NA,NA
"130","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200842","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","834",NA,"Brasil",NA,NA,"Sobre pedra","BHCB200842",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.704722","-22.601389","85","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","85","Paracambi",NA,NA,NA,"-43.704722","-22.601389",NA,NA,"2019","11",NA,NA,NA,NA,NA
"131","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200846","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","838",NA,"Brasil",NA,NA,"Sobre pedra","BHCB200846",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.704722","-22.601111","88","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","88","Paracambi",NA,NA,NA,"-43.704722","-22.601111",NA,NA,"2019","11",NA,NA,NA,NA,NA
"132","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200817","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","805",NA,"Brasil",NA,NA,"Sobre pedra","BHCB200817",NA,"Brid.","2013","06","14","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.705","-22.596944","186","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","186","Paracambi",NA,NA,NA,"-43.705","-22.596944",NA,NA,"2019","11",NA,NA,NA,NA,NA
"133","2020-11-19 10:16:00-03","UFMG","BHCB-BRYOPHYTA","200844","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","Maciel-Silva, AS; Knupp, RO; Feitosa, SS","836",NA,"Brasil",NA,NA,"Sobre barranco","BHCB200844",NA,"Brid.","2013","06","15","Parque Natural Municipal Curió",NA,"Rio de Janeiro","-43.704722","-22.601111","88","Maciel-Silva, AS; Araújo, CAT; Oliveira, MF","88","Paracambi",NA,NA,NA,"-43.704722","-22.601111",NA,NA,"2019","11",NA,NA,NA,NA,NA
"134","2019-11-21 14:50:54-03","UFJF","CESJ","58206","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","L.A. Paiva; A.P. Luizi-Ponzo","302","América do Sul","Brasil",NA,NA,"Solo, barranco; fértil","CESJ058206","Musgo","Brid.","2011","06","16","Jardim Botânico da UFJF - Mata do Krambeck, caminho paralelo à entrada",NA,"Minas Gerais","-43.3502998352051","-21.7642002105713",NA,"Paiva, L A",NA,"Juiz de Fora",NA,"36144","auto",NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA
"135","2020-06-30 18:33:08-03","UFJF","CESJ","54443-A","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","T.S. Siviero; H.C.S. Gomes; K.B.L. Baldini","174","América do Sul","Brasil",NA,NA,"Sobre rocha. Em mistura com Cephalozia crassifolia (B)","CESJ54443A","Musgo","Brid.","2009","09","02","Parque Estadual do Ibitipoca, Entrada da Gruta dos Moreiras",NA,"Minas Gerais","-43.793098449707","-21.8425006866455",NA,"T.S. Siviero",NA,"Lima Duarte",NA,"30417","auto",NA,NA,NA,NA,"2009","12","09",NA,NA,NA,NA
"136","2019-11-21 14:50:54-03","UFJF","CESJ","58190","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","L.A. Paiva; A.P. Luizi-Ponzo","286","América do Sul","Brasil",NA,NA,"Solo, barranco; fértil; em mistura com Fissidens zoolingeri","CESJ058190","Musgo","Brid.","2011","06","16","Jardim Botânico da UFJF - Mata do Krambeck, Trilha para o portão",NA,"Minas Gerais","-43.3502998352051","-21.7642002105713",NA,"Paiva, L A",NA,"Juiz de Fora",NA,"36144","auto",NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA
"137","2019-11-21 14:50:54-03","UFJF","CESJ","58146","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","L.A. Paiva; A.P. Luizi-Ponzo","242","América do Sul","Brasil",NA,NA,"Solo, barranco","CESJ058146","Musgo","Brid.","2011","06","16","Jardim Botânico da UFJF - Mata do Krambeck, Trilha para o portão",NA,"Minas Gerais","-43.3502998352051","-21.7642002105713",NA,"Paiva, L A",NA,"Juiz de Fora",NA,"36144","auto",NA,NA,NA,NA,"2011","06",NA,NA,NA,NA,NA
"138","2020-06-30 18:33:08-03","UFJF","CESJ","54453","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","T.S. Siviero; H.C.S. Gomes; K.B.L. Baldini","184","América do Sul","Brasil",NA,NA,"Sobre rocha","CESJ054453","Musgo","Brid.","2009","09","02","Parque Estadual do Ibitipoca, Entrada da Gruta dos Moreiras",NA,"Minas Gerais","-43.793098449707","-21.8425006866455",NA,"T.S. Siviero",NA,"Lima Duarte",NA,"30417","auto",NA,NA,NA,NA,"2009","12","09",NA,NA,NA,NA
"139","2020-06-30 18:33:08-03","UFJF","CESJ","63433-C","PreservedSpecimen","Plantae","Fissidentaceae","Fissidens","elegans","Fissidens elegans","H.C.S. Gomes; L.M. Rocha; T.S. Siviero","98","América do Sul","Brasil",NA,NA,"Sobre rocha, a beira do córrego. Em mistura com Lophocolea muricata (A), Metzgeria albinea (B). Planta em A","CESJ63433C","Musgo","Brid.","2009","03","12","Parque Estadual do Ibitipoca, Mata Grande",NA,"Minas Gerais","-43.793098449707","-21.8425006866455",NA,"T.S. Siviero",NA,"Lima Duarte",NA,"30417","auto",NA,NA,NA,NA,"2009","12","10",NA,NA,NA,NA
