"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","county","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"46","2020-12-21 16:30:07-03","MBM","MBM","109032","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM109032",NA,NA,"Epling","18791","Bahia","Serra do Sincorá",NA,NA,NA,NA,"MBM109032","Harley, R.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:30:07-03","MBM","MBM","262948","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Sano, P.T.; et al.; et al.","1992","02","24","Southern America","Brazil",NA,NA,NA,"MBM262948",NA,NA,"Epling","s.n.","Bahia","Campo do Cigano","-41.6636009216309","-13.2496995925903",NA,NA,"MBM262948","Harley, R.M.","Abaíra",NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"48","2020-12-21 16:30:08-03","MBM","MBM","87734","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Hatschbach, G.","1984","01","22","Southern America","Brazil",NA,NA,NA,"MBM087734",NA,NA,"Epling","47479","Bahia","Mucugê, 5 km S","-41.3708000183105","-13.0052995681763",NA,NA,"MBM087734","Harley, R.M.","Mucugê",NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"49","2020-12-21 16:30:07-03","MBM","MBM","121192","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.; et al.; et al.","1984","02","17","Southern America","Brazil",NA,NA,NA,"MBM121192",NA,NA,"Epling","s.n.","Bahia","Serra de São Pedro","-41.3708000183105","-13.0052995681763",NA,NA,"MBM121192","Harley, R.M.","Mucugê",NA,NA,NA,NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"50","2015-09-04 08:47:48-03","MNHN","RECOLNAT_MNHN_P","P02979442","PreservedSpecimen",NA,"Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.|Santos, T.S.|Pinheiro, R.S.|Mayo, S.J.|Storr, R.M.","1977","2","17",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979442' target='other'> <mi>dwc_moreinfo</mi></a>","P02979442",NA,NA,"Epling",NA,"Bahia","2-3km aproximately SW of Mucugê on the road to Cascavel.","-41.4","-13.01667",NA,NA,"P02979442_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18791",NA,NA
"51","2015-09-04 08:47:48-03","MNHN","RECOLNAT_MNHN_P","P02979443","PreservedSpecimen",NA,"Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.|Pinheiro, R.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.","1974","2","6",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02979443' target='other'> <mi>dwc_moreinfo</mi></a>","P02979443",NA,NA,"Epling",NA,"Bahia","Serra do Sincorá: 4 km S of Mucugé, on road from Cascavel by the Rio Cumbuca.","-41.38333","-13","900",NA,"P02979443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16040",NA,NA
"52","2015-09-04 15:18:53-03","MNHN","RECOLNAT_MNHN_P","P03933928","PreservedSpecimen",NA,"Lamiaceae","Eriope","obovata","Eriope obovata","Harley, R.M.|Sakuragui, C.M.|Sano, P.T.|Souza, V.C.|Atkins, S.","1994","2","21",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03933928' target='other'> <mi>dwc_moreinfo</mi></a>","P03933928",NA,NA,"Epling",NA,"Bahia","Estrada Mucugê-Andaraí, a 3-5 km N de Mucugê, arredores da região conhecida como Gerais do Capa Bode.","-41.34222","-12.975",NA,NA,"P03933928_01",NA,"Mucugê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFCR 14399",NA,NA
"53","2020-12-11 11:36:50-03","UFMG","BHCB","61091","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata",NA,NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Epling","s.n.","Bahia",NA,"-41.6636009216309","-13.2496995925903",NA,NA,NA,NA,"Abaíra",NA,NA,NA,NA,NA,NA,NA,"26531","auto",NA,NA,NA,NA
"54","2015-08-13 05:50:00-03","MO","MOBOT","2901833","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R.M. Harley","1977","2","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"Epling","Harley 18791","Bahia","2-3km approximately SW of Mucugé on the road to Cascavel. Open scrub on white sand with damp areas ad extensive sedge meadow. Partly burnt over","-41.4","-13.01666","950.00000000",NA,NA,"RM Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2015-08-13 05:50:00-03","MO","MOBOT","2901761","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R.M. Harley","1974","2","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Epling","Harley 16040","Bahia","4km. S. of Mucugé, on road from Cascavel by the Rio Cumbuca. Metamorphic and conglomerate rocks. Damp riverside sand, cut over vegetation over white crystalline sand and rock.","-41.38333","-13","900.00000000",NA,NA,"R.M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-05-11 05:21:00-03","MO","MOBOT","3299009","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R.M. Harley|C. M. Sakuragui|Paulo T. Sano|S. Atkins|Vinicius C. Souza","1994","2","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"Epling","Harley 14399","Bahia","Mucugê, estrada Mucugê-Andaral, a 3-5 km N de Mucugê. Campo rupestre. Arredores da região conhecida como gerais do capa bode","-41.34222","-12.975","1000.00000000","1200.00000000",NA,"R.M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-08-13 05:50:00-03","MO","MOBOT","2901621","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R.M. Harley","1992",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Epling","Harley 52163","Bahia","Abaíra: Campo do Cigano. Campo úmido com gramíneas.","-41.91666","-13.25","1700.00000000","1800.00000000",NA,"RM Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2012-04-25 11:55:00-03","MO","MOBOT","2901777","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Gert G. Hatschbach","1984","1","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"Epling","Hatschbach 47479","Bahia","Mucugê, 5km S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2008-05-27 22:02:00-03","MO","MOBOT","2901801","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Scott A. Mori","1979","12","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"Epling","Mori 13132","Bahia","Municipio de mucugê (=Mucujê), a 3km ao S de mucujê, na estrada que vai para Jussiape",NA,NA,"1000.00000000",NA,NA,"R. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-08-31 08:59:08-03","INPA","INPA","132328","S","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Hatschbach, GG","1984","01","22","Southern America","Brasil",NA,NA,NA,"INPA0132328","Dicotyledon Asterids","Lamiales","Epling","47479","Bahia","Mucugê, 5 km S. Campo rupestre, solo arenoso.",NA,NA,NA,NA,"INPA0132328 INPA0132328_e","Harley, RM",NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-08-31 08:59:08-03","INPA","INPA","111656","S","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Carvalho, AMV de","1981","12","19","Southern America","Brasil",NA,NA,NA,"INPA0111656","Dicotyledon Asterids","Lamiales","Epling","1013","Bahia","Pai Inacio km 224 da rodovia BR 242. Vale entre os blocos que compõem o conjunto.","-41.5588989257812","-12.5289001464844",NA,NA,"INPA0111656 INPA0111656_e","Harley, RM","Palmeiras",NA,NA,"1983",NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US","2820102","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","1974","2","6","South America - Neotropics","Brazil",NA,NA,NA,"US02884378",NA,"Lamiales","Epling","16040","Bahia","Serra do Sincorá. 4km. S. of Mucugé, on road from Cascavel by the Rio Cumbuca.","-41.38","-13","900",NA,"US02884378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","3020838","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","G. Hatschbach","1984","1","22","South America - Neotropics","Brazil",NA,NA,NA,"US02884376",NA,"Lamiales","Epling","47479","Bahia","Mucugê, 5 km S.",NA,NA,NA,NA,"US02884376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","3208670","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","1977","2","17","South America - Neotropics","Brazil",NA,NA,NA,"US02884377",NA,"Lamiales","Epling","3208670","Bahia","Serra do Sincorá. 2-3km. approximately SW of Mucugé on the road to Cascavel.","-41.4","-13.02","950",NA,"US02884377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"65","2019-11-13 11:20:40-03","USP","SPF","90823","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1991","12","31",NA,"Brasil",NA,NA,NA,"SPF00090823",NA,NA,"Epling","H50585","Bahia","Campo de Ouro Fino. em solo arenoso úmido e em solo pedregoso quartzítico.","-41.9","-13.25","1600","1700","SPF00090823","Harley, RM","Abaíra",NA,NA,"1991",NA,NA,"-41.9","-13.25",NA,NA,NA,NA,NA,NA
"66","2019-11-13 11:20:40-03","USP","SPF","82596","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W","1993","07","21",NA,"Brasil",NA,NA,NA,"SPF00082596",NA,NA,"Epling","1908","Bahia","Serra do Bicota, Subida por Aquilino. Campo rupestre com solo arenoso com muitas rochas.","-42.366667","-13.85","1930","1930","SPF00082596","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-42.366667","-13.85",NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:20:40-03","USP","SPF","88201","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W","1993","07","05",NA,"Brasil",NA,NA,NA,"SPF00088201",NA,NA,"Epling","1805","Bahia","Serra do Bicota, (Vvira saia). Campo rupestre com solo arenoso.","-42.366667","-13.833333","1550","1550","SPF00088201","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-42.366667","-13.833333",NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:20:40-03","USP","SPF","183535","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Yamamoto, K","2002","09","25",NA,"Brasil",NA,NA,NA,"SPF00183535",NA,NA,"Epling","C113","Minas Gerais","Proximidades da cidade, ambiente de cerrado na beira da estrada de asfalto.","-43.882778","-19.455278",NA,NA,NA,"Silva-Luz, CL","Lagoa Santa",NA,NA,"2008","04","15","-43.882778","-19.455278",NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:20:40-03","USP","SPF","108623","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Souza, VC","1994","02","13",NA,"Brasil",NA,NA,NA,"SPF00108623",NA,NA,"Epling","5236","Bahia","Morro do Pai Inácio","-41.477778","-12.456944","1100","1200","SPF00108623","Harley, RM","Palmeiras",NA,NA,"1994",NA,NA,"-41.477778","-12.456944",NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:20:40-03","USP","SPF","111700","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W","1993","12","30",NA,"Brasil",NA,NA,NA,"SPF00111700",NA,NA,"Epling","2740","Bahia","Campos do Virasaia. Campo rupestre, solo arenoso com rochas.","-41.833333","-13.35","1530","1530","SPF00111700","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.833333","-13.35",NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:20:40-03","USP","SPF","111779","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W","1993","11","12",NA,"Brasil",NA,NA,NA,"SPF00111779",NA,NA,"Epling","2474","Bahia","Serra dos Frios, Campo rupestre, solo arenoso sob rochas.","-41.883333","-13.333333","1700","1800","SPF00111779","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.883333","-13.333333",NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:20:40-03","USP","SPF","113756","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W","1993","10","25",NA,"Brasil",NA,NA,NA,"SPF00113756",NA,NA,"Epling","2313","Bahia","Serra do Bicota, Vira Saia. Campo rupestre com solo arenoso com rochas.","-41.833333","-13.366667","1550","1550","SPF00113756","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.833333","-13.366667",NA,NA,NA,NA,NA,NA
"73","2019-11-13 11:20:40-03","USP","SPF","123810","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1996","07","15",NA,"Brasil",NA,NA,NA,"SPF00123810",NA,NA,"Epling","PCD3623","Bahia","Pedra redonda, entre o rio Preto e o rio Paraguaçu. Campos gerais. Areia.","-41.4075","-12.95","1070","1070","SPF00123810","Harley, RM","Mucugê",NA,NA,"1996","07",NA,"-41.4075","-12.95",NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:20:40-03","USP","SPF","129954","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Saar, E","1997","02","17",NA,"Brasil",NA,NA,NA,"SPF00129954",NA,NA,"Epling","PCD5836","Bahia","Estrada Mucugê Barra da Estiva, 1 km para Mucugê. Campos gerais. arenoso úmido.","-41.563333","-13.005556","1000","1000","SPF00129954","Harley, RM","Mucugê",NA,NA,"2004","04",NA,"-41.563333","-13.005556",NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:20:40-03","USP","SPF","188166","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Paula-Souza, J","2007","10","13",NA,"Brasil",NA,NA,NA,"SPF00188166",NA,NA,"Epling","9409","Minas Gerais","Serra do Cabral, Ca. 5,9 km da cidade. Cerrado. 17.7280º S 44.1850ºW.","-44.185","-17.728",NA,NA,"SPF00188166","Silva-Luz, CL","Joaquim Felício",NA,NA,"2009","05","15","-44.185","-17.728",NA,NA,NA,NA,NA,NA
"76","2019-11-13 11:20:40-03","USP","SPF","183534","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Forzza, RC","2002","09","25",NA,"Brasil",NA,NA,NA,"SPF00183534",NA,NA,"Epling","s.n.","Minas Gerais","Estrada Lagoa Santa - Conceição do Mato Dentro.","-43.882778","-19.455278",NA,NA,"SPF00183534","Silva-Luz, CL","Lagoa Santa",NA,NA,"2009","04","15","-43.882778","-19.455278",NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:20:40-03","USP","SPF","39055","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1977","02","17",NA,"Brasil",NA,NA,NA,"SPF00039055",NA,NA,"Epling","18791","Bahia","Serra do Sincorá, 2-3 km approximately SW of Mucugê on the road to Cascavel. Open scrub on white sand with damp areas and extensive sedge meadow. Partly burnt over.","-41.4","-13.016667","950","950","SPF00039055","Harley, RM","Mucugê",NA,NA,NA,NA,NA,"-41.4","-13.016667",NA,NA,NA,NA,NA,NA
"78","2021-03-15 18:27:29-03","USP","SPF","39066","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1977","03","18",NA,"Brasil",NA,NA,NA,"SPF00039066",NA,NA,"Epling","19602","Bahia","Pico das Almas, Middle N.E. slopes of the Pico das Almas ca. 25 km. W.N.W. of the Vila do Rio de Contas. Sandstone, metamorphic and quartzite rock outcrops with associated marsh, damp flushes and grassland, and some cutover mixed deciduous woodland b","-41.95","-13.55","1500","1600","SPF00039066","Harley, RM","Rio de Contas",NA,NA,NA,NA,NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA
"79","2019-11-13 11:20:40-03","USP","SPF","39157","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1980","03","26",NA,"Brasil",NA,NA,NA,"SPF00039157",NA,NA,"Epling","20985A","Bahia","Serra do Sincorá, Ca. 15 km NW. of Mucugê on the road to Guiné-Palmeiras. Sandstone serra with campo rupestre vegetation with small streams, marsh & rock outcrops.","-41.466667","-12.966667","1300","1500","SPF00039157","Harley, RM","Mucugê",NA,NA,"1981","11","13","-41.466667","-12.966667",NA,NA,NA,NA,NA,NA
"80","2019-11-13 11:20:40-03","USP","SPF","40407","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Lewis, GP","1981","12","21",NA,"Brasil",NA,NA,NA,"SPF00040407",NA,NA,"Epling","963","Bahia","Morro do Pai Inácio, Km 224 da rodovia BR 242.","-41.45","-12.5","1000","1000","SPF00040407","Harley, RM","Palmeiras",NA,NA,"1982",NA,NA,"-41.45","-12.5",NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:20:40-03","USP","SPF","91912","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Sano, PT","1992","02","24",NA,"Brasil",NA,NA,NA,"SPF00091912",NA,NA,"Epling","H52163","Bahia","Campo do Cigano. Campo úmido com gramíneas.","-41.916667","-13.25","1700","1800","SPF00091912","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.916667","-13.25",NA,NA,NA,NA,NA,NA
"82","2019-11-13 11:20:40-03","USP","SPF","49733","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1987","02","19",NA,"Brasil",NA,NA,NA,"SPF00049733",NA,NA,"Epling","24390","Bahia","Pico das Almas",NA,NA,"1400","1400","SPF00049733","Harley, RM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-13 11:20:40-03","USP","SPF","62240","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1988","12","26",NA,"Brasil",NA,NA,NA,"SPF00062240",NA,NA,"Epling","27789","Bahia","As vetentes das serras ao oeste de Catolés, perto de Catolés de Cima. Em solo arenoso, pedregoso.","-41.883333","-13.3","1450","1450","SPF00062240","Harley, RM","Abaíra",NA,NA,"1991",NA,NA,"-41.883333","-13.3",NA,NA,NA,NA,NA,NA
"84","2019-11-13 11:20:40-03","USP","SPF","86971","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Ganev, W","1992","10","21",NA,"Brasil",NA,NA,NA,"SPF00086971",NA,NA,"Epling","1297","Bahia","Serra das Brenhas, Campo rupestre com solo areno-cascalhoso, com muitas rochas afloradas, sobre rochas.","-41.883333","-13.316667","1890","1890","SPF00086971","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.883333","-13.316667",NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:20:40-03","USP","SPF","89142","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Stannard, BL","1992","03","24",NA,"Brasil",NA,NA,NA,"SPF00089142",NA,NA,"Epling","H52819","Bahia","garimpo do Bicota. Solo arenoso, entre rochas.","-41.85","-13.333333","1400","1700","SPF00089142","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.85","-13.333333",NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:20:40-03","USP","SPF","89215","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Stannard, BL","1992","03","21",NA,"Brasil",NA,NA,NA,"SPF00089215",NA,NA,"Epling","H52761","Bahia","Bicota.","-41.85","-13.333333","1400","1750","SPF00089215","Harley, RM","Abaíra",NA,NA,"1999",NA,NA,"-41.85","-13.333333",NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:20:40-03","USP","SPF","94895","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1994","02","21",NA,"Brasil",NA,NA,NA,"SPF00094895",NA,NA,"Epling","CFCR14399","Bahia","Estrada Mucugê-Andaraí, a 3-5 km N de Mucugê. Campo rupestre. Arredores da região conhecida como gerais do capa bode. Campo arenoso.","-41.342222","-12.975","1000","1200","SPF00094895","Harley, RM","Mucugê",NA,NA,"2003",NA,NA,"-41.342222","-12.975",NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:20:40-03","USP","SPF","94953","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1994","02","20",NA,"Brasil",NA,NA,NA,"SPF00094953",NA,NA,"Epling","CFCR14271","Bahia","3-5 km N da cidade, em direção a Palmeiras. Campo rupestre, próximo ao Rio Moreira.","-41.389444","-13.005833",NA,NA,"SPF00094953","Harley, RM","Mucugê",NA,NA,"1994",NA,NA,"-41.389444","-13.005833",NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:20:40-03","USP","SPF","95672B","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1994","03","01",NA,"Brasil",NA,NA,NA,"SPF00095672",NA,NA,"Epling","CFCR14738","Bahia","Estrada entre o distrito de Mato Grosso e o pé do Morro do Itabira. Campo rupestre com mata no pé do morro. Campo arenoso. 13º24'30'' - 13º22'50''S 41º51'13'' - 41º52'57''W.","-41.853611","-13.408333","1400","1600",NA,"Silva-Luz, CL","Rio de Contas",NA,NA,"2009","05","15","-41.853611","-13.408333",NA,NA,NA,NA,NA,NA
"90","2021-03-15 18:27:29-03","USP","SPF","77060","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata gracilis","Harley, RM; Giulietti, AM; Stannard, BL; Hind, DJN; Cavalcanti, TB","1988","11","11",NA,"Brasil",NA,NA,"Subarbusto com sistema subterraneo desenvolvido lenhoso. Caules ramificados na base, até 15 cm de altura. Folhas pouco perfumadas. Cálice roxo-azulado-escuro, quase negro. Corola violeta. Os lobos laterais mais claros. O lábio superi","SPF00077060",NA,NA,"Harley","26368","Bahia","Pico das Almas, Vertente leste. Campo do Queiroz. Campo arenoso com afloramento de rocha conglomerada. Em solo arenoso-pedregoso, florescendo onde queimado.","-41.95","-13.533333","1500","1500","SPF00077060","Harley, RM","Rio de Contas","gracilis","holotype","1991",NA,NA,"-41.95","-13.533333",NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:20:41-03","USP","SPF","94915","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata sincorana","Harley, RM","1994","02","21",NA,"Brasil",NA,NA,NA,"SPF00094915",NA,NA,"Harley","CFCR14387","Bahia","Estrada Mucugê-Andaraí, a 3-5 km N de Mucugê. Campo rupestre. Arredores da região conhecida como campos do capa bode. Campo arenoso. Crescendo com as espécies parentais.","-41.342222","-12.975","1000","1200","SPF00094915","Harley, RM","Mucugê","sincorana",NA,"1994",NA,NA,"-41.342222","-12.975",NA,NA,NA,NA,NA,NA
"92","2019-11-13 11:20:40-03","USP","SPF","36917","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1984","12","18",NA,"Brasil",NA,NA,NA,"SPF00036917",NA,NA,"Epling","CFCR7117","Bahia","Morro do Pai Inácio","-41.3899993896484","-12.563099861145",NA,NA,"SPF00036917","Harley, RM","Lençóis",NA,NA,"1986",NA,NA,NA,NA,"47385","auto",NA,NA,NA,NA
"93","2019-11-13 11:20:40-03","USP","SPF","40680","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Hatschbach, G","1984","01","22",NA,"Brasil",NA,NA,NA,"SPF00040680",NA,NA,"Epling","47479","Bahia","5 km S Bahia. Campo rupestre, solo arenoso.","-41.3708000183105","-13.0052995681763",NA,NA,"SPF00040680","Harley, RM","Mucugê",NA,NA,"1985",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA
"94","2019-11-13 11:20:40-03","USP","SPF","160387","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Conceição, AA","2000","01","30",NA,"Brasil",NA,NA,NA,"SPF00160387",NA,NA,"Epling","754","Bahia","Guiné.&nf;Primeiro registro da Serra do Sincorá.","-41.3708000183105","-13.0052995681763","1350","1450","SPF00160387","Harley, RM","Mucugê",NA,NA,"2004","04","28",NA,NA,"52493","auto",NA,NA,NA,NA
"95","2019-11-13 11:20:40-03","USP","SPF","123369","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Conceição, AA","1997","02","05",NA,"Brasil",NA,NA,NA,"SPF00123369",NA,NA,"Epling","383","Bahia","Parque Nacional da Chapada Diamantina, Gerais do Vieira.","-41.3708000183105","-13.0052995681763",NA,NA,"SPF00123369","Harley, RM","Mucugê",NA,NA,"1997","02",NA,NA,NA,"52493","auto",NA,NA,NA,NA
"96","2019-11-13 11:20:40-03","USP","SPF","36880","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Harley, RM","1984","12","17",NA,"Brasil",NA,NA,NA,"SPF00036880",NA,NA,"Epling","CFCR7080","Bahia","Serra de São Pedro, No campo.","-41.3708000183105","-13.0052995681763","1100","1280","SPF00036880","Harley, RM","Mucugê",NA,NA,"1984","12",NA,NA,NA,"52493","auto",NA,NA,NA,NA
"97","2019-10-07 09:16:06-03","UEFS","HUEFS","53627","PreservedSpecimen","Plantae","Lamiaceae","Eriope","obovata","Eriope obovata","Sano, P.T.","1992","02","24",NA,"Brasil",NA,NA,"Campo úmido com gramíneas.","HUEFS0053627","Angiospermae","Lamiales","Epling","H52163","Bahia","Campo do Cigano.","-41.916667","-13.25","1700","1800","HUEFS0053627",NA,"Abaíra",NA,NA,NA,NA,NA,"41W55'","13S15'",NA,NA,"Asteranae",NA,NA,NA
