"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"46","2020-11-04 10:59:01-03","ESALQ","ESA","21349","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Barreto, K.D.; Fernandes, G.D.; Fernandes, R.D.","3382.0","1994","12","09",NA,"Brasil","São Paulo","Itirapina","Rodovia Washington Luiz (lado direito, sentido São Carlos). 22*09'48,8S, 47*47'22,3W. Cerrado.","-47.8199996948242","-22.25",NA,"Erva, 20 cm alt.; flores róseas.","ESA021349","ESA021349","Siqueira, J.C.",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-19 10:22:30-03","CPAP","CPAP","10951","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Cervi, A. C.","3497","1991","12","16",NA,"Brasil","PR","Jáguariaíva&nf;ag","Próximo 2km da cidade",NA,NA,NA,"Erva xilopodífera. FLOR: rosa intenso. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,"A. C. Cervi",NA,NA,NA,NA,NA,"1991","12","16",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:22:30-03","CPAP","CPAP","15182","PreserverdSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Hatschbach, G.","47266","1983","07","15",NA,"Paráguai",NA,"Pedro Juan Cabalero","Fazenda El Buracon, 30Km O de Pedro Juan Cabalero",NA,NA,NA,". FLOR: inflorescência rosada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo seco, limpo. SUBSTRATO: . RELEVO: .",NA,NA,"T. M. Pedersen",NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-07-02 14:55:13-03","JBP","HPL","11576","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","H. Lorenzi, K. Soares & R. Campos","6773","2009","11","19",NA,"Brasil","MS","Tacuru","Coletado na estrada para Amambaí, a cerca de 8 km de Tacuru, em cerrado ralo sobre solo bem arenoso; rara.","-55.210056","-23.159694",NA,NA,NA,NA,"V.C. Souza","485","485",NA,"55° 12' 36,2 W","23° 09' 34,9 S","2013","10","28",NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-07-02 15:03:48-03","JBP","HPL","11577","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","H. Lorenzi, K. Soares & R. Campos","6777","2009","11","19",NA,"Brasil","MS","Iguatemi","Coletado na estrada para Eldorado, a cerca de 4 km de Iguatemi; em área de cerrado.","-54.490694","-23.679361",NA,NA,NA,NA,"V.C. Souza",NA,NA,NA,"54° 29' 26,5 W","23° 40' 45,7 S","2013","10","28",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-20 21:15:20-03","UFV","VIC","6175","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St .- Hil.","Krieger, L.; et al.","8121","1969","12",NA,NA,"Brasil","Paraná","Vila Velha","Campo",NA,NA,NA,"Rastejante. Brácteas róseas. Folhas amarelas","VIC006175","VIC006175","Krieger, L.",NA,NA,NA,NA,NA,"1970","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-20 21:15:20-03","UFV","VIC","5578","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St .- Hil.","Badini, J.; et al.","s.n.","1975","12","10",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva, Campo.","-43.5080986022949","-20.2875003814697",NA,"Erva de flores purpúreas.","VIC005578","VIC005578","Coons, M.P.",NA,NA,NA,NA,NA,"1976","09","25","44599","auto",NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:29:58-03","UFJF","CESJ","19449","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","St. Hill.","L. Krieger","CESJ19449","1980","01","01","América do Sul","Brasil","Paraná","Uvaia",NA,NA,NA,NA,"Cresce nos campos nativos","CESJ019449","CESJ019449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:29:58-03","UFJF","CESJ","63881","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","St. Hill.","A.C. Cervi; J.M. Silva","9999","2012","02","09","América do Sul","Brasil","Paraná","Ponta Grossa","Furnas de Itaiacoca","-50.1618995666504","-25.0949993133545",NA,"Erva xilopodífera, flores alvas e brácteas róseas (planta rara. Campo graminoso.","CESJ063881","CESJ063881","O.S. Ribas",NA,NA,NA,NA,NA,"2010",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:29:58-03","UFJF","CESJ","11190","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","St. Hill.","L. Krieger","CESJ11190","1971","12","18","América do Sul","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"No campo arenoso, rastejante, rizoma subterrâneo, brácteas róseas, fl. amarelas.","CESJ011190","CESJ011190","S.M.C.Nalchle (p/comp.)",NA,NA,NA,NA,NA,"1982","06","14","46557","auto",NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:29:58-03","UFJF","CESJ","8121","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","St. Hill.","L. Krieger","CESJ8121","1969","12",NA,"América do Sul","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"No campo, rastejante. Brácteas róseas, fl. amarelas.","CESJ008121","CESJ008121","L. Krieger",NA,NA,NA,NA,NA,"1970","08",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:29:58-03","UFJF","CESJ","8194","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","St. Hill.","L. Krieger","CESJ8194","1969","12",NA,"América do Sul","Brasil","São Paulo","Araraquara",NA,"-48.1699981689453","-21.7900009155273",NA,"No campo, brácteas rosa-vivo.","CESJ008194","CESJ008194","J.C.Siqueira",NA,NA,NA,NA,NA,"1982","03","16","29178","auto",NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:40:36-03","UFMS","CGMS","23990","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","V.A. Assunção; A.L. Minari","37","2007","06","19",NA,"Brasil","Mato Grosso do Sul","Campo Grande","RPPN UFMS. Transecto 11.","-54.6133333","-20.5091667",NA,"Inflorescência amarela. Ponta das flores cor-de-rosa. Fruto aspecto seco. Habitat: Cerrado. Cerradão em regeneração. Habito: Erva.","CGMS1053402",NA,"V.A. Assunção","600","600",NA,"-54,6133333","-20,5091667","2008","10","19",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:40:36-03","UFMS","CGMS","47347","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","B.H.S. Ferreira; A. Pott; C.H. Simão; K.C.R. Arruda; N.F. Silva; T.F.C. Viana","52","2014","12","03",NA,"Brasil","Mato Grosso do Sul","Nova Andradina","Fazenda Laranjal. Cerrado Sensu stricto. Aproximadamente 3 km de distância da sede da fazenda.","-53.3625","-22.0513889",NA,"Flor rosa. Planta totalmente pilosa. Habitat: Cerrado sensu strictu antropizado (invadido por Brachiaria). Solo arenoso. Habito: Erva.","CGMS1077303",NA,"A. Pott","396","396",NA,"-53,3625","-22,0513889","2014","12","03",NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:40:36-03","UFMS","CGMS","47851","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","M.M. Morelli; F.M.R. Godoy; P.P. Oliveira; S.R. Ramalho; A. Pott","254","2014","12","02",NA,"Brasil","Mato Grosso do Sul","Nova Andradina","Guaviral da Fazenda Laranjal com cerrado sensu strictu em solo arenoso.","-53.3486111","-22.0311111",NA,"Flor rosa. Habitat: Cerrado Sensu Strictu. Habito: Erva. 16 cm de altura.","CGMS1077806",NA,"M.M. Morelli","406","406",NA,"-53,3486111","-22,0311111","2014","12","02",NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:40:36-03","UFMS","CGMS","3488","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","U.M. Resende","261","1990","11","18",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Cerrado próximo ao CERA.","-55.7872009277344","-20.4710998535156",NA,"Pétalas arroxeadas. Flores vermelho-arroxeadas. Caule pubescente. Habitat: Terrestre. Habito: Erva.","CGMS000924",NA,"U.M. Resende",NA,NA,NA,NA,NA,"1990","12","03","212961","auto",NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:40:36-03","UFMS","CGMS","149","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","C.G. Barbosa",NA,"1979","05","19",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Aero Rancho.","-54.6464004516602","-20.4428005218506",NA,"Flor lilás. Habitat: Terrestre. Habito: Erva.","CGMS000928",NA,"A. de Oliveira",NA,NA,NA,NA,NA,"1988","05","24","161190","auto",NA,NA,NA,NA,NA,NA
"63","2021-04-07 11:40:36-03","UFMS","CGMS","151","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","S. Fernandes-Junior",NA,"1982","11","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","BR-163, km 386,5, saída para São Paulo.","-54.6464004516602","-20.4428005218506",NA,"Flor alaranjada. Habitat: Cerrado. Habito: Erva.","CGMS000930",NA,"A. de Oliveira",NA,NA,NA,NA,NA,"1993","01","28","161190","auto",NA,NA,NA,NA,NA,NA
"64","2021-04-07 11:40:36-03","UFMS","CGMS","18762","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","S. Rosângela; Flávia M.",NA,"1999","04","23",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Cerrado da Química, beira de estrada.","-54.6464004516602","-20.4428005218506",NA,"Frutos lilás. Foi coletada aPlanta toda, bem frequente no chão. Habitat: Cerrado. Habito: Erva.","CGMS1048064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:40:36-03","UFMS","CGMS","2483","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","C.A. Conceição","2531","1989","10","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Chácara Cambará.","-54.6464004516602","-20.4428005218506",NA,"Flor rósea muito vistosa. Com rizoma. Folha subcoriácea pilosa. Flor em inflorescência capituliforme. Habitat: Solo de cerrado. Habito: Erva.","CGMS000921",NA,"A. de Oliveira",NA,NA,NA,NA,NA,"1989","10","29","161190","auto",NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:40:36-03","UFMS","CGMS","4874","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","S.R. Faria",NA,"1982","11","20",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Chácara Cambará.","-54.6464004516602","-20.4428005218506",NA,"Flor amarela pequena única. Capítulos lilases.","CGMS000923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"67","2021-04-07 11:40:36-03","UFMS","CGMS","150","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","S. Fernandes-Junior","126","1983","02","22",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Viúva.","-54.6464004516602","-20.4428005218506",NA,"Flor alaranjada. Habitat: Cerrado. Habito: Erva.","CGMS000922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"68","2021-04-07 11:40:36-03","UFMS","CGMS","2900","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","A. Oliveira",NA,"1987","03","13",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Novo Jockey Clube.","-54.6464004516602","-20.4428005218506",NA,"Flor vermelha. Habitat: Terrestre. Habito: Erva.","CGMS000927",NA,"A. de Oliveira",NA,NA,NA,NA,NA,"1993","01","22","161190","auto",NA,NA,NA,NA,NA,NA
"69","2021-04-07 11:40:36-03","UFMS","CGMS","169","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","A. Oliveira",NA,"1988","06","16",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Rancho dalenomás.","-54.6464004516602","-20.4428005218506",NA,"Flor rosa. Habitat: Terrestre. Habito: Erva.","CGMS1014507",NA,"A. de Oliveira",NA,NA,NA,NA,NA,"1988","06","16","161190","auto",NA,NA,NA,NA,NA,NA
"70","2021-04-07 11:40:36-03","UFMS","CGMS","4304","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","U.M. Resende; J.M.S.","625","1992","03","13",NA,"Brasil","Mato Grosso do Sul","Terenos","Estrada de terra entre Terenos e Dois Irmãos do Buriti.","-54.8602981567383","-20.4421997070312",NA,"Flor vermelha. Brácteas vermelhas.","CGMS000929",NA,"U.M. Resende",NA,NA,NA,NA,NA,"1992","03","13","52758","auto",NA,NA,NA,NA,NA,NA
"71","2021-04-07 11:40:36-03","UFMS","CGMS","43106","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","A.C. Cervi; A. Pott; V.J. Pott; A. Dunaiski Jr; N.C. Bueno; J.M.D. Torezan; C. Bona; J. Cilinski","3497","1991","12","16",NA,"Brasil","Paraná","Jaguariaíva","Próximo 2 Km da cidade.","-49.7057991027832","-24.2511005401611",NA,"Flor rosa intenso. Planta doada pela Universidade Federal do Paraná - Departamento de Botânica. Habitat: Cerrado. Habito: Erva xilopodífera.","CGMS1073088",NA,"A.C. Cervi",NA,NA,NA,NA,NA,"1991","12","16","44368","auto",NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:21:15-03","UNICAMP","UEC","151001","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Lima, CR; Cielo-Filho, R; Aguiar, OT","160","2008","12","18",NA,"Brazil","São Paulo","Itapeva","Estação ecológica, Aceiro em frente ao Banhado.","-48.761111","-24.708333",NA,"Herbácea prostrada. Flores amarelas com brácteas pink.","UEC066435","UEC066435","Souza, SCPM","700","700",NA,"-48.761111","-24.708333","2008","12","22",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:02:21-03","UNICAMP","UEC","117610","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Batalha, MA","2657","1999","01","04",NA,"Brazil","Goiás","Chapadão do Céu","Parque Nacional das Emas. Próxima ao pon","-52.65","-17.816667",NA,"flor, Em campo sujo. Herb. 0,2 m alt.","UEC066422","UEC066422","Batalha, MA",NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-08-20 10:02:21-03","UNICAMP","UEC","76345","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7233","1994","11","14",NA,"Brazil","São Paulo","Itararé","Estrada Itararé - Itapeva, próximo a pon","-49.216667","-24.933333",NA,"flor, Área de cerrado adjacente a banhado. Erva rastejante, tépalas róseas, tubo estaminal alvo com ápice amarelo.","UEC066431","UEC066431","Senna, LR",NA,NA,NA,"-49.216667","-24.933333","2003","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-20 10:02:21-03","UNICAMP","UEC","59093","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Meira Neto, JAA; Martins, E; Siqueira, MF","714","1989","09","09",NA,"Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara.","-49.238899230957","-22.8805999755859",NA,"flor, Erva com 10 cm, no cerrado.","UEC066423","UEC066423","Siqueira, JC",NA,NA,NA,NA,NA,"1991","07",NA,"18363","auto",NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:02:21-03","UNICAMP","UEC","55530","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Meira Neto, JAA","502","1989","12","08",NA,"Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara.","-49.238899230957","-22.8805999755859",NA,"flor, Erva com 15 cm. Inflorescência com brácteas róseas e corolas amarelas. Cerrado.","UEC066424","UEC066424","Meira Neto, JAA",NA,NA,NA,NA,NA,NA,NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA
"77","2019-08-20 10:02:21-03","UNICAMP","UEC","60650","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Tamashiro, JY; Martins, FR; et al.","27090","1992","02","06",NA,"Brazil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,"flor, Cerrado.","UEC066440","UEC066440",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"78","2019-08-20 10:02:21-03","UNICAMP","UEC","64615","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Siqueira, JC","23111","1990","02","07",NA,"Brazil","São Paulo","Itirapina","Canário Grúna.","-47.8199996948242","-22.25",NA,"flor, Subarbusto ca. 20 cm.","UEC066420","UEC066420","Leitão Filho, HF",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:02:21-03","UNICAMP","UEC","146758","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Vilhalva, DAA; Gomes, SM","32","2005","03","20",NA,"Brazil","São Paulo","Itirapina","Cerrado Graúna","-47.8199996948242","-22.25",NA,"Planta com raiz espessada","UEC066429","UEC066429",NA,NA,NA,NA,NA,NA,"2007",NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"80","2019-08-20 10:02:21-03","UNICAMP","UEC","63749","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Baldassari, IB","27260","1992","11","12",NA,"Brazil","São Paulo","Itirapina","Cerrado do Valério.","-47.8199996948242","-22.25",NA,"flor, Flor sulferina.","UEC066433","UEC066433","Senna, LR",NA,NA,NA,NA,NA,"2003","04",NA,"22843","auto",NA,NA,NA,NA,NA,NA
"81","2019-08-20 10:02:21-03","UNICAMP","UEC","53447","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Siqueira, JC","23112","1990","02","07",NA,"Brazil","São Paulo","Itirapina","Cerrado Valério.","-47.8199996948242","-22.25",NA,"flor, Subarbusto ca. 2,00 m.","UEC066421","UEC066421",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:21:15-03","UNICAMP","UEC","130109","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Carmello-Guerreiro, SM; Tamashiro, JY; Vilhalva, D; Demarco, D; Belinello, R","166","2003","02","27",NA,"Brazil","São Paulo","Itirapina","Estação Ecológica.","-47.8199996948242","-22.25",NA,"Erva 0.5 cm; com frutos.","UEC059206","UEC059206","Tamashiro, JY",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"83","2019-08-20 10:02:21-03","UNICAMP","UEC","142239","S","Plantae","Magnoliopsida",NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Galvão, JC; Vilhalva, DAA","781","2005","03","11",NA,"Brazil","São Paulo","Itirapina","Estação Experimental do I. F.","-47.8199996948242","-22.25",NA,"Erva rasteira.","UEC066425","UEC066425","Gomes, SM",NA,NA,NA,NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"84","2019-11-05 16:32:31-03","UFOP","OUPR","10320","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Lobo, A.","s.n.","1903","12",NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,"Herba, fl. roseo-lilacina pulcherrima. In campis. (Ex Gymnasio de Campinas n.137)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"85","2020-10-14 09:58:01-03","FURB","FURB","48954","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.-Hil.","Dias, M.C.","393","1988","12","05",NA,"Brasil","Paraná","Jaguariaíva","Saída da cidade - Sengés.","-49.7057991027832","-24.2511005401611",NA,NA,"FURB48954","FURB48954","Dias, MC",NA,NA,NA,NA,NA,"1993",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"86","2021-03-16 17:51:28-03","UCS","HUCS","40112","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Cervi, A.C.","9999","2012","02","09",NA,"Brasil","Paraná","Ponta Grossa","Furnas de Itaiacoca","-50.1618995666504","-25.0949993133545",NA,"erva xilopodífera, flores alvas e brácteas róseas, planta rara&nf;Herbário MBM; campo graminhoso","HUCS006562",NA,"Cervi, A.C.",NA,NA,NA,NA,NA,"2012","02",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"87","2021-03-16 17:51:28-03","UCS","HUCS","44074","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Dias, M.C.","393","1988","12","05",NA,"Brasil","Paraná","Jaguariaíva","saída de Jaguariaíva, Sengés","-49.7057991027832","-24.2511005401611",NA,"inflorescência rosa escuro, estames amarelos, pelos brancos e amarelos.; herbácea prostrada","HUCS006563",NA,"Dias, M.C.",NA,NA,NA,NA,NA,"1993",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"88","2019-08-16 08:38:10-03","UTFPR","HCF","12908","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.Hil.","E.L. Siqueira","818","2013","10","03",NA,"Brasil","MS","Nova Alvorada do Sul","Assentamento da APAME","-53.9045","-21.748139",NA,"erva heliófita, ca. 0,30 m. Flores rosas.",NA,NA,"M.G. Caxambu","330","330",NA,"53°54'16,2 W","21°44'53,3 S","2013","11","08",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-08-16 08:38:10-03","UTFPR","HCF","15894","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.Hil.","E.D. Lozano","2400","2013","12","18",NA,"Brasil","PR","Ponta Grossa","Parque Estadual de Vila Velha","-50.004167","-25.247222",NA,"herbácea, 30 cm, capítulos róseos, estigma amarelo, campo seco.",NA,NA,"E.D. Lozano",NA,NA,NA,"50°00'15 W","25°14'50 S","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-08-16 08:38:10-03","UTFPR","HCF","594","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.Hil.","M.G. Caxambu","228","2003","12","02",NA,"Brasil","PR","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,"Planta herbácea, xilopodífera, com folhas rosecladas, lanceoladas, hirsutas, capítulos, terminal, com flores tubulares com coloração rosa. Planta ameaçada de extinção.",NA,NA,"M.G. Caxambu",NA,NA,NA,NA,NA,"2011","08","02","28572","auto",NA,NA,NA,NA,NA,NA
"91","2019-08-16 08:38:10-03","UTFPR","HCF","809","S","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A.St.Hil.","M.G. Caxambu","346","2004","01","29",NA,"Brasil","PR","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,"Planta herbácea, xilopodífera, com folhas resuladas lanceoladas, com flores amarelas e pétalas rosas.",NA,NA,"M.G. Caxambu",NA,NA,NA,NA,NA,"2011","08","02","28572","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:11:26-03","MBM","MBM","127258","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Pedersen, T.M.","14783","1986","10","30","Southern America","Paraguay","Amambay","Capitán Bado","San Fernando",NA,NA,NA,"Decumbent, inflorescence pink to crimson.; Rough grassland on sandy soil.","MBM127258","MBM127258","Pedersen, T.M.",NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:11:26-03","MBM","MBM","143304","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Gomphrena","macrocephala","Gomphrena macrocephala","A. St.-Hil.","Hahn, W.","1789","1983","11","01","Southern America","Paraguay","Amambay","Cerro Corá","Parque Nacional Cerro Corá","-56.083333","-22.666667",NA,"Common prostrate forb, sepals and petals bright lacender-pink.; Open savannah. Open plain os palecolored, sandy soil surrounded by forested hills of reddish clay.","MBM143304","MBM143304","Hahn, W.",NA,NA,NA,"-56.083333","-22.666667","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
