"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem"
"49","2019-11-13 11:19:22-03","USP","SPF","92028","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Pirani, JR","H51312","1992","01","26",NA,"Brasil","Bahia","Abaíra",NA,"-41.883333","-13.266667","1450","1450",NA,NA,"SPF00092028",NA,NA,"-41.883333","-13.266667","2006","09",NA,NA,NA,NA,NA
"50","2019-11-13 11:19:22-03","USP","SPF","95548","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Sano, PT","CFCR14613","1994","02","26",NA,"Brasil","Bahia","Abaíra","Catolés, Entre 13°17'27''S, 41°54'06'' W e 13°17'50''S, 41°54'29''W.","-41.6636009216309","-13.2496995925903","1750","2035",NA,NA,"SPF00095548",NA,NA,NA,NA,"2009","12",NA,"26531","auto",NA,NA
"51","2019-11-13 11:19:21-03","USP","SPF","120868","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Conceição, AA","59","1996","08","17",NA,"Brasil","Bahia","Lençóis","Morro do Pai Inácio","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"SPF00120868",NA,NA,NA,NA,"2010",NA,NA,"47385","auto",NA,NA
"52","2019-11-13 11:19:22-03","USP","SPF","37061","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Furlan, A","CFCR7261","1984","12","19",NA,"Brasil","Bahia","Lençóis","Serra Larga","-41.3899993896484","-12.563099861145","1400","1400",NA,NA,"SPF00037061",NA,NA,NA,NA,"2009","12",NA,"47385","auto",NA,NA
"53","2019-11-13 11:19:22-03","USP","SPF","123318","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Conceição, AA","487","1997","03","28",NA,"Brasil","Bahia","Palmeiras","Morro do Pai Inácio","-41.5588989257812","-12.5289001464844",NA,NA,NA,NA,"SPF00123318",NA,NA,NA,NA,"2010","08",NA,"20767","auto",NA,NA
"54","2019-11-13 11:19:22-03","USP","SPF","95740","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Sano, PT","CFCR14703","1994","03","01",NA,"Brasil","Bahia","Rio de Contas","Coord. entre 13°24'30'', 41°51'13''W e 13°22'50''S, 41°52'57''W.","-41.8114013671875","-13.5789003372192","1400","1600",NA,NA,"SPF00095740",NA,NA,NA,NA,"2006","09",NA,"49773","auto",NA,NA
"55","2019-11-13 11:19:22-03","USP","SPF","36600","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","Romão, GO","Harley, RM","CFCR7600","1984","12","26",NA,"Brasil","Bahia","Senhor do Bonfim","Serra de Santana","-40.1893997192383","-10.4614000320435","650","900",NA,NA,"SPF00036600",NA,NA,NA,NA,"2010","08",NA,"27716","auto",NA,NA
"56","2019-10-07 09:12:43-03","UEFS","HUEFS","216485","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","A.A.Sampaio","Pimenta, K.M.","538","2012","10","13",NA,"Brasil","Bahia","Andaraí","Topo do Morro Castelo.","-41.4475","-12.770833","1373","1373",NA,NA,"HUEFS0216485","HUEFS0216485 HUEFS0216485_e1","Asteranae","41W26'51''","12S46'15''","2017","07",NA,NA,NA,NA,NA
"57","2019-10-07 09:12:43-03","UEFS","HUEFS","63997","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","A.A.Sampaio","Carvalho, A.M.de","PCD2167","1996","01","04",NA,"Brasil","Bahia","Palmeiras","Pai Inácio.","-41.421111","-12.461389","900","900",NA,"Campo rupestre. Substrato arenoso com alforamento rochosos.","HUEFS0063997","HUEFS0063997 HUEFS0063997_e1","Asteranae","41W25'16''","12S27'41''","2017","06",NA,NA,NA,NA,NA
"58","2019-10-07 09:12:43-03","UEFS","HUEFS","2913","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Noblick, L.R.","2910","1983","11","20",NA,"Brasil","Bahia","Mucugê",NA,"-41.3","-12.25","900","1000",NA,NA,"HUEFS0002913","HUEFS0002913","Asteranae","41W18'","12S15'","2011","10",NA,NA,NA,NA,NA
"59","2019-10-07 09:12:43-03","UEFS","HUEFS","2794","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Noblick, L.R.","2791","1983","11","19",NA,"Brasil","Bahia","Palmeiras",NA,"-41.466667","-12.45","1000","1060",NA,NA,"HUEFS0002794","HUEFS0002794","Asteranae","41W28'","12S27'","2011","10",NA,NA,NA,NA,NA
"60","2019-10-07 09:12:43-03","UEFS","HUEFS","153453","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","A.A.Sampaio","Sousa,L.A.","258","2009","02","09",NA,"Brasil","Bahia","Pindobaçu","Serra da Fumaça. Campo rupestre atrás do 1° acampamento.","-40.372222","-10.664722",NA,NA,NA,"Campo rupestre.","HUEFS0153453","HUEFS0153453 HUEFS0153453_e1","Asteranae","40W22'20''","10S39'53''","2018","09",NA,NA,NA,NA,NA
"61","2019-10-07 09:12:43-03","UEFS","HUEFS","170576","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","A.A.Sampaio","Gimenes, M.","10","2000","04","17",NA,"Brasil","Bahia","Palmeiras","Morro do Pai Inácio","-41.466944","-12.457222",NA,NA,NA,NA,"HUEFS0170576","HUEFS0170576 HUEFS0170576_e1","Asteranae","41W28'1''","12S27'26''","2018","10",NA,NA,NA,NA,NA
"62","2019-10-07 09:12:43-03","UEFS","HUEFS","31646","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Bautista, H.P.","UMS266","1997","04","06",NA,"Brasil","Bahia","Mucugê","Unidade de Manejo Sustentável","-41.341667","-12.989167","810","810",NA,NA,"HUEFS0031646","HUEFS0031646","Asteranae","41W20'30''","12S59'21''","2011","10",NA,NA,NA,NA,NA
"63","2019-10-07 09:12:43-03","UEFS","HUEFS","52104","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Pirani, J.R.","H51312","1992","01","26",NA,"Brasil","Bahia","Abaíra","Cachoeira das Anáguas.","-41.883333","-13.266667",NA,NA,NA,NA,"HUEFS0052104","HUEFS0052104","Asteranae","41W53'","13S16'","2009","12",NA,NA,NA,NA,NA
"64","2019-10-07 09:12:43-03","UEFS","HUEFS","57982","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Ribeiro, T.","222","2001","04","10",NA,"Brasil","Bahia","Pindobaçu","Serra da Paciência.","-40.379167","-10.693056","1200","1200",NA,"Arbustiva.","HUEFS0057982","HUEFS0057982","Asteranae","40W22'45''","10S41'35''","2011","10",NA,NA,NA,NA,NA
"65","2019-10-07 09:12:43-03","UEFS","HUEFS","64019","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Lughadha, E.N.","PCD5964","1997","03","02",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.207222","-11.590556","1151","1151",NA,"Campo rupestre.","HUEFS0064019","HUEFS0064019","Asteranae","41W12'26''","11S35'26''","2011","10",NA,NA,NA,NA,NA
"66","2019-10-07 09:12:43-03","UEFS","HUEFS","70654","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Costa, J.","370","2003","01","18",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas","-41.933333","-13.516667","1970","1970",NA,"Topo do pico","HUEFS0070654","HUEFS0070654","Asteranae","41W56'","13S31'","2009","12",NA,NA,NA,NA,NA
"67","2019-10-07 09:12:43-03","UEFS","HUEFS","92577","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","G.O.Romão","Conceição, A.A.","1178","2005","02","24",NA,"Brasil","Bahia","Mucugê","Serra do Esbarrancado.","-41.5","-12.733333","1590","1590",NA,NA,"HUEFS0092577","HUEFS0092577","Asteranae","41W30'","12S44'","2011","10",NA,NA,NA,NA,NA
"68","2019-10-07 09:12:43-03","UEFS","HUEFS","35041","PreservedSpecimen","Plantae","Angiospermae","Ericales","Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.","A.A.Sampaio","Silva, M.M.da","145","1998","11","13",NA,"Brasil","Bahia","Rio de Contas","Trilha da Cachoeira do Fraga.","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"HUEFS0035041","HUEFS0035041 HUEFS0035041_e1","Asteranae",NA,NA,"2017","06",NA,"49773","auto",NA,NA
"69","2020-07-23 12:05:16-03","CEPLAC","CEPEC","18318","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"A. A. Sampaio","S. A. Mori","13229","1979","12","24",NA,"Brasil","Bahia","palmeiras","Pai Inácio. BR-242, Km 232, a ca. 15Km ao NE de Palmeiras.","-41.5588989257812","-12.5289001464844","1000","1000",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA
"70","2020-07-23 12:05:16-03","CEPLAC","CEPEC","71040","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"A. A. Sampaio","A. M. de Carvalho","2167","1996","01","04",NA,"Brasil","Bahia","palmeiras","Pai Inácio.","-41.421111","-12.461389",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"41W25'16","12S27'41",NA,NA,NA,NA,NA,NA,NA
"71","2020-07-23 12:05:16-03","CEPLAC","CEPEC","46388","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"L. S. K. Gouvea","R. M. Harley","26431","1988","11","12",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,"41W58'","13S32'",NA,NA,NA,NA,NA,"Isótipo","30/12/1995"
"72","2020-07-23 12:05:16-03","CEPLAC","CEPEC","49134","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"L. Kinoshita","R. M. Harley","26319","1988","11","10",NA,"Brasil","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz.","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,"41W58'","13S32'",NA,NA,NA,NA,NA,"Fototipo","30/12/1995"
"73","2020-07-23 12:05:16-03","CEPLAC","CEPEC","75813","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi",NA,"H. P. Bautista","H. P. Bautista","266","2009","04","08",NA,"Brasil","Bahia","MUCUGÊ","Area da Unidade de Manejo Sustentavel.","-41.341667","-12.989167",NA,NA,NA,NA,NA,NA,NA,"41W20'30","12S59'21",NA,NA,NA,NA,NA,NA,"18/09/1997"
"74","2019-08-06 10:39:31-03","FMM","FMM","523","MachineObservation","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.",NA,NA,NA,"2013","01","03",NA,"Brasil","Bahia","Palmeiras","Parque Nacional da Chapada Diamantina","-41.471964","-12.459147",NA,NA,NA,"Hábito: Arbusto; Domínio Fitogeográfico: Cerrado; Vegetação: Campo rupestre","FMM00523","FMM00523_v1 FMM00523_v2 FMM00523_v3",NA,"41°28'19.07W","12°27'32.93S",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:03:37-03","IBt","SP","285418","S","Plantae",NA,NA,"Ericaceae","Gaylussacia","harleyi","Gaylussacia harleyi","Kin.-Gouv.",NA,"Harley, RM; Giulietti, AM; Stannard, B; Hind, DJN; Cavalcanti, TB; Sales, M; Chukr, NS","26431","1988","11","12",NA,"Brasil","Bahia","Rio de Contas","Pico das Almas, Vertente leste. Subida do Pico do campo do Queiroz","-41.966667","-13.533333","1600","1750",NA,NA,"SP003385","SP003385",NA,"-41.966667","-13.533333",NA,NA,NA,NA,NA,"Paratype",NA
