"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","eventTime","fieldNumber"
"163","2021-03-01 16:41:53-03","UNICAMP","UEC","84606","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Godoy, SAP; Ferreira, GMP; Sordi, SJ; Garcia, RJF","238","1994","09","14","Brazil","São Paulo","São Paulo","Jd. Novo Parelheiros, sítio do sr. José Guilguer Reimberg (José Toco), á direita na estrada Eng. Marsilac, após o entroncamento com a estrada da colônia.","-46.735","-23.835556","-46.735","-23.835556",NA,NA,"Arvoreta ca 5,0m de altura, DAP 0,06m. Flores alvas, frutos verdes.; Borda da mata.","UEC085312","UEC085312","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:41:53-03","UNICAMP","UEC","85539","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giacomin, LL","Ávila, NS; Bellenzani, MLR; Garcia, RJF","329","1994","09","12","Brazil","São Paulo","São Paulo","Camping Ana Paula -Área aberta, próxima aos quiosques- região sul do município de São Paulo.","-46.774444","-23.9","-46.774444","-23.9",NA,NA,"Árvore ca 6,0m alt., sépalas verdes, anteras e estigmas brancos.","UEC082485","UEC082485","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","08",NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:41:53-03","UNICAMP","UEC","85685","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR; Semir, J","Cordeiro, I; Barros, M","1397","1994","05","17","Brazil","São Paulo","Eldorado","Parque estadual de Jacupiranga; arredores da caverna do diabo, proximidades de antena de televisão.","-48.400278","-24.6525","-48.400278","-24.6525",NA,NA,"Arvoreta heliófila, cerca de 8m de altura; DAP 3cm; frutos imaturos verdes.; Mata pluvial montana.","UEC082496","UEC082496","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:41:53-03","UNICAMP","UEC","85857","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR; Giacomin, LL","Garcia, RJF; Stahlhauer, SAS; Brischi, AM","482","1994","05","25","Brazil","São Paulo","São Paulo","Parque ecológico da APA do Carmo; trilha 1.","-46.466667","-23.583333","-46.466667","-23.583333",NA,NA,"Árvore ca de 6m de altura; casca lisa;flores brancas com odor de mel; frutos verdes.; Borda da mata.","UEC082502","UEC082502","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","09",NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:41:53-03","UNICAMP","UEC","85858","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR; Giacomin, LL","Garcia, RJF; Agostinho, V; Ogata, H","457","1994","05","24","Brazil","São Paulo","São Paulo","Parque ecológico da APA do Carmo; trilha 1.","-46.466667","-23.583333","-46.466667","-23.583333",NA,NA,"Arvoreta; frutos verdes.; Borda da mata.","UEC082499","UEC082499","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","09",NA,NA,NA,NA,NA,NA
"168","2021-03-01 16:41:53-03","UNICAMP","UEC","92459","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Franciosi, ERN; Bertani, DF; Yamamoto, LF; Albuquerque, LB; Rodrigues, RR; Souza, VC","25","1996","12","16","Brazil","São Paulo","Cunha","Brasil.Estado de São Paulo, Município de Cunha-SP;P.E da Serra do Mar-Núcleo Cunha.","-44.993333","-23.245833","-44.993333","-23.245833",NA,NA,"Arbusto de 4m de altura;frutos verdes.; Floresta Ombrófila Densa Montana, Pastagem com arbustos e árvores isoladas.","UEC162069","UEC162069","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","03","10",NA,NA,NA,NA,NA
"169","2021-03-01 16:41:53-03","UNICAMP","UEC","24679","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Vasconcellos-Neto, J; Uieda, W","8277","1978","08","06","Brazil","Amazonas","Manaus","Km 32 da estrada ZF-1 que liga as rodovias: Manaus-Itaquatiara à Caracarai (km43)- estação experimental de silvicultura tropical - INPA - Manaus.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Arbusto com flores creme.","UEC078531","UEC078531","Magnoliopsida",NA,"138090",NA,"auto",NA,NA,NA,NA,NA,"1993","07","16",NA,NA,NA,NA,NA
"170","2021-03-01 16:41:53-03","UNICAMP","UEC","88227","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giacomin, LL","Sartori, A; Sciamarelli, A; Koch, I; Goldenberg, R; Mansano, VF","169","1996","08","20","Brazil","Espírito Santo","Santa Teresa","Reserva biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arvoreta 4m, em floresta alta, de encosta. Flores com pétalas brancas e estames amarelos.","UEC078536","UEC078536","Magnoliopsida",NA,"23813",NA,"auto",NA,NA,NA,NA,NA,"2009","08",NA,NA,NA,NA,NA,NA
"171","2021-03-01 16:41:53-03","UNICAMP","UEC","063220","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Lopes, MA; Andrade, IM","816","1985","11","11","Brazil","Minas Gerais","Caratinga","Est. Biologica caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Arbusto.; Mata Atlântica.","UEC169680","UEC169680","Magnoliopsida",NA,"49886",NA,"auto",NA,NA,NA,NA,NA,"2019","03","10",NA,NA,NA,NA,NA
"172","2021-03-01 16:41:53-03","UNICAMP","UEC","63226","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Stehmann, JR; Mendonça Filho, CV","s.n.","1991","01","09","Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros. Próximo a casa da dona Luzia. Próximo ao Jaó.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"Flores com pétalas violáceas.","UEC078533","UEC078533","Magnoliopsida",NA,"49886",NA,"auto",NA,NA,NA,NA,NA,"1993","07","20",NA,NA,NA,NA,NA
"173","2021-03-01 16:41:53-03","UNICAMP","UEC","164910","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Meireles, LD; Shepherd, GJ; Nunes, JA; Belinello, R","1900","2005","07","21","Brazil","Minas Gerais","Passa Quatro","Brasil, Minas Gerais, Passa Quatro, Estrada para Toca do Lobo.","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"Árvore, cc 6m, folhas douradas, flores creme com antera amarela.; Floresta Montana.","UEC028682","UEC028682","Magnoliopsida",NA,"17293",NA,"auto",NA,NA,NA,NA,NA,"2019","03","10",NA,NA,NA,NA,NA
"174","2021-03-01 16:41:53-03","UNICAMP","UEC","76072","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Souza, JP; Miyagi, PH; Zandoval, JA","57","1995","02","14","Brazil","São Paulo","Barra do Turvo","Brasil, São Paulo, Município de Barra do Turvo, 10 km de Barra do Turvo em direção a Pariquera-Açú.","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"Arbusto 2,0-2,5m alt.Flores brancas.","UEC162068","UEC162068","Magnoliopsida",NA,"38172",NA,"auto",NA,NA,NA,NA,NA,"2019","03","12",NA,NA,NA,NA,NA
"175","2021-03-01 16:41:53-03","UNICAMP","UEC","54831","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Alvares, SMR","23302","1989","05","24","Brazil","São Paulo","Capão Bonito","SP-Capão Bonito.Fazenda Intervales (Fundação Florestal Secr.Meio Ambiente).","-48.3400001525879","-24",NA,NA,NA,NA,"Arbusto 2,5m, escandente.Flores com pétalas brancas e frutos imaturos verde claro.","UEC166544","UEC166544","Magnoliopsida",NA,"39505",NA,"auto",NA,NA,NA,NA,NA,"1994","08","12",NA,NA,NA,NA,NA
"176","2021-03-01 16:41:53-03","UNICAMP","UEC","83753","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giacomin, LL","Ogata, H; Heineberg, M","s.n.","1995","05","15","Brazil","São Paulo","Cotia","Parque cemucan.","-46.9099998474121","-23.6000003814697",NA,NA,NA,NA,"Arbusto com flores brancas.","UEC082488","UEC082488","Magnoliopsida",NA,"23869",NA,"auto",NA,NA,NA,NA,NA,"2009","08",NA,NA,NA,NA,NA,NA
"177","2021-03-01 16:41:53-03","UNICAMP","UEC","90622","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Souza, VC; Tamashiro, JY","121","1996","12","17","Brazil","São Paulo","Cunha","Brasil-Estado de São Paulo, Municípiode Cunha;Serra do Mar-Trilha da Marcela.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore de 4 m;casca fendilhada, fina;cheiro cítrico.; Floresta Ombrófila Densa Montana, floresta de altitude.","UEC162082","UEC162082","Magnoliopsida",NA,"38855",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"178","2021-03-01 16:41:53-03","UNICAMP","UEC","85925","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giacomin, LL","Franco, GADC; Kawasaki, ML","1268","1994","08","18","Brazil","São Paulo","Cunha","Oarque estadual da serra do mar., estrada do rio Paraibuna.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Futos verde-amarelados. Árvore 7m. altura.","UEC078539","UEC078539","Magnoliopsida",NA,"38855",NA,"auto",NA,NA,NA,NA,NA,"2009","08",NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:41:53-03","UNICAMP","UEC","85790","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giacomin, LL","Kawazaki, ML","564","1994","08","16","Brazil","São Paulo","Cunha","Parque estadual da serra do mar, picada do Rio Bonito.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Arvoreta 3m. de altura, flores brancas, frutos verdes.","UEC082486","UEC082486","Magnoliopsida",NA,"38855",NA,"auto",NA,NA,NA,NA,NA,"2009","08",NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:41:53-03","UNICAMP","UEC","112618","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Cavalcanti, DC","180","1996","02","25","Brazil","São Paulo","Guaratinguetá","Reserva florestal da escola de especialistas de aeronáutica ~ EEAR.","-45.189998626709","-22.8099994659424",NA,NA,NA,NA,"ÁRvore ca. 12m (quebrada); flores brancas e frutos verdes imaturos.; Mata de planalto.","UEC082487","UEC082487","Magnoliopsida",NA,"27040",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:41:53-03","UNICAMP","UEC","104357","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Hoch, AM; Prado, J; Costa, CB; ; Silva, E; Alice, M; Correa; Galante, O","16","1996","05","21","Brazil","São Paulo","Iporanga","Brasil, São Paulo, município de Iporanga.Fazenda Intervales.Trilha da Figueira.","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"Arbusto 2,0 m alt.Flores alvas, estames amarelos.","UEC162071","UEC162071","Magnoliopsida",NA,"38740",NA,"auto",NA,NA,NA,NA,NA,"1999","01","21",NA,NA,NA,NA,NA
"182","2021-03-01 16:41:53-03","UNICAMP","UEC","162210","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Kirizawa, M; Wanderley, MDGL; Gomes da Silva, SJ; Chu, E","2647","1992","08","24","Brazil","São Paulo","Iporanga","Fazenda Intervales, Trilha do Carmo, com vegetação secundária em recuperação, área úmida.","-48.5900001525879","-24.5799999237061",NA,NA,NA,NA,"Árvore +ou- 3,0 m de altura, sobre barranco. Fruto oval, verde com 2 a 3 listas lilases longitudinais.","UEC024553","UEC024553","Magnoliopsida",NA,"38740",NA,"auto",NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA
"183","2021-03-01 16:41:53-03","UNICAMP","UEC","070837","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giacomin, LL","Árbocz, GF","898","1994","10","14","Brazil","São Paulo","Joanópolis","Margem estrada p/ cachoeira das pedras.","-46.2700004577637","-22.9300003051758",NA,NA,"900","900","Arbusto c/ 2,5m alt. c/ frutos imaturos.","UEC082497","UEC082497","Magnoliopsida",NA,"22329",NA,"auto",NA,NA,NA,NA,NA,"2011","09",NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:41:53-03","UNICAMP","UEC","40173","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Morellato-Fonzar, LPC; Rodrigues, RR","17789","1984","08",NA,"Brazil","São Paulo","Jundiaí","Est. S.Paulo, mun. de Jundiaí, Serra do Japi, Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Árvore-4,5m de altura, flores lilases, botões.; Mata de Altitude.","UEC162153","UEC162153","Magnoliopsida",NA,"17840",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"185","2021-03-01 16:41:53-03","UNICAMP","UEC","50045","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Buzato, S","20761","1988","10","03","Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto com 3m., Frutos.","UEC169682","UEC169682","Magnoliopsida",NA,"17840",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"186","2021-03-01 16:41:53-03","UNICAMP","UEC","49966","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Vasconcellos-Neto, J","20739","1988","08","22","Brazil","São Paulo","Jundiaí","Serra do Japí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto com 2m.","UEC166581","UEC166581","Magnoliopsida",NA,"17840",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"187","2021-03-01 16:41:53-03","UNICAMP","UEC","50049","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Buzato, S","20765","1988","10","03","Brazil","São Paulo","Jundiaí","Serra do Japí-Jundiaí-SP.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto com 4 m, frutos.","UEC162125","UEC162125","Magnoliopsida",NA,"17840",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"188","2021-03-01 16:41:53-03","UNICAMP","UEC","48961","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Vasconcellos-Neto, J","20397","1988","06","13","Brazil","São Paulo","Jundiaí","Serra do Japí-Jundiaí-SP.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto com 2,5 cm, flores creme.","UEC162122","UEC162122","Magnoliopsida",NA,"17840",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"189","2021-03-01 16:41:53-03","UNICAMP","UEC","50661","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Vasconcellos-Neto, J","20991","1989","01","23","Brazil","São Paulo","Jundiaí","Serra do Japí-Jundiaí-SP.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Arbusto com 3 m, frutos.","UEC162084","UEC162084","Magnoliopsida",NA,"17840",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"190","2021-03-01 16:41:53-03","UNICAMP","UEC","83892","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Árbocz, GF; Goldenberg, R; Koch, I; Macias, L; Belinello, R","2774","1996","05","24","Brazil","São Paulo","Queluz","Brasil, São Paulo, Queluz, SP 54;entrada do hotel Ninho do Condor até a cidade.","-44.7700004577637","-22.5300006866455",NA,NA,NA,NA,"Árvore de 8 m com flores creme.; Floresta latifoliada semidecídua alterada.","UEC162089","UEC162089","Magnoliopsida",NA,"14382",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"191","2021-03-01 16:41:53-03","UNICAMP","UEC","070838","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR; Semir, J","Árbocz, GF","539","1994","08","02","Brazil","São Paulo","Ribeirão Grande","Fazenda intervales - base São Pedro.","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Arvoreta +ou- 4m alt, com pelosidade ferrugínea.; Mata Atlântica margem da estrada velha.","UEC082493","UEC082493","Magnoliopsida",NA,"25028",NA,"auto",NA,NA,NA,NA,NA,"1995","03","24",NA,NA,NA,NA,NA
"192","2021-03-01 16:41:53-03","UNICAMP","UEC","070839","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR; Semir, J","Árbocz, GF","479","1994","08","01","Brazil","São Paulo","Ribeirão Grande","Fazenda intervales, base São Pedro.","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Arbusto +ou- 4m, com pelos ferrugincos.; Beira de estrada p/ Berro Grande. Mata Atlântica.","UEC082503","UEC082503","Magnoliopsida",NA,"25028",NA,"auto",NA,NA,NA,NA,NA,"1995","03","24",NA,NA,NA,NA,NA
"193","2021-03-01 16:41:53-03","UNICAMP","UEC","158320","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Machado, CG; Rodrigues, NMR","s.n.","1994","09","17","Brazil","São Paulo","Ribeirão Grande","Parque Estadual Intervales","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Arbusto 1m, inflorescencias com pelos acaneladas, petalas com face adaxial branca e glabia com face abaxial branca com pelos acanelados, anteras amarelas.; Região da sede, Cachoeira do Mirante.","UEC015503","UEC015503","Magnoliopsida",NA,"25028",NA,"auto",NA,NA,NA,NA,NA,"2019","07","10",NA,NA,NA,NA,NA
"194","2021-03-01 16:41:53-03","UNICAMP","UEC","61009","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Meira Neto, JAA; Leitão Filho, HF; Santin, DA","23546","1990","08","31","Brazil","São Paulo","Santo André","Parque do Guaraciaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Árvore na encosta, na beira da mata, pétalas ferrugíneas no exterior e interior.","UEC166582","UEC166582","Magnoliopsida",NA,"27258",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"195","2021-03-01 16:41:53-03","UNICAMP","UEC","51841","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Custódio-Filho, A; Franco, G","2723","1986","06","03","Brazil","São Paulo","São Miguel Arcanjo","Brasil, Estado de São Paulo, Mun. São Miguel Arcanjo, Parque Estadual de Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Sub-Arbusto.; Mata secundária.","UEC166549","UEC166549","Magnoliopsida",NA,"27904",NA,"auto",NA,NA,NA,NA,NA,"2011","10","11",NA,NA,NA,NA,NA
"196","2021-03-01 16:41:53-03","UNICAMP","UEC","33713","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Gianotti, E; Joly, CA; Martins, FR","14925","1983","09","22","Brazil","São Paulo","São Miguel Arcanjo","SP-São Miguel Arcanjo, Reserva Estadual de Carlos Botelho.","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Árvore 10,0m, sépalas castanhas, pétalas de cor creme.; Vegetação de Mata Atlântica de encosta.","UEC166547","UEC166547","Magnoliopsida",NA,"27904",NA,"auto",NA,NA,NA,NA,NA,"1994","08",NA,NA,NA,NA,NA,NA
"197","2021-03-01 16:41:53-03","UNICAMP","UEC","104356","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Ussui, SY; Fiuza de Melo, MMR","2","1982","08","06","Brazil","São Paulo","São Paulo","Brasil, São Paulo,São Paulo, Reserva Biológica Parque Estadual das Fontes do Ipiranga, picada para a divisa com o zoológico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto com cerca de 2 m de altura, cálice esverdeado, com pelos ferrugíneos;corola branca;anteras amarelas.Botões e fruto jovem verde.","UEC162087","UEC162087","Magnoliopsida",NA,"53584",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"198","2021-03-01 16:41:53-03","UNICAMP","UEC","78643","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Garcia, RJF; Falanga, R; Ramos, VA","670","1995","07","25","Brazil","São Paulo","São Paulo","Parque Ecológico da APA do Carmo, Trilha sob a linha da transmissão, partindo da Av.Aricanduva.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore ca 4,0m Flores alvas.","UEC166580","UEC166580","Magnoliopsida",NA,"53584",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"199","2021-03-01 16:41:53-03","UNICAMP","UEC","104348","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Makino, H","31","1977","05","12","Brazil","São Paulo","São Paulo","São Paulo, São Paulo, Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore, ca. 4 m de altura, flores brancas.; Mata.","UEC169694","UEC169694","Magnoliopsida",NA,"53584",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"200","2021-03-01 16:41:53-03","UNICAMP","UEC","72571","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Stehmann, JR","s.n.","1994","09","27","Brazil","São Paulo","São Paulo","SP, São Paulo, Instituto de Botânica.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto, na borda da trilha em interior da mata;flores brancas.; Mata.","UEC169613",NA,"Magnoliopsida",NA,"53584",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"201","2021-03-01 16:41:53-03","UNICAMP","UEC","50317","S","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giudicelli.G.C.","Leitão Filho, HF; Tamashiro, JY; Semir, J; Meira Neto, JAA; Bernacci, LC","20925","1988","10","14","Brazil","São Paulo","São Roque","SP-São Roque, Parque da Câmara.","-47.1300010681152","-23.5200004577637",NA,NA,NA,NA,"Arvoreta e 4m, frutos imaturos verdes.","UEC162062","UEC162062","Magnoliopsida",NA,"15567",NA,"auto",NA,NA,NA,NA,NA,"2011","10","20",NA,NA,NA,NA,NA
"202","2021-03-01 16:41:57-03","UNICAMP","UEC","181520","S","Plantae","Solanaceae","Solanum","xiphocephalum","Solanum xiphocephalum","L.B.Sm. & Downs","Aranha, C","Stella, M; Silvestre, F","43","1977","05","12","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore com ca. de 5,0 m de altura, flores brancas.","UEC085792","UEC085792","Magnoliopsida",NA,"53584",NA,"auto",NA,NA,NA,NA,NA,"2009","09","08",NA,NA,NA,NA,NA
"203","2020-10-14 10:06:46-03","FURB","FURB","13353","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Oliveira, AA de","Verdi, M.; Hasckel, R.P. & Klemz, G.","2253","2009","06","15","Brasil","Santa Catarina","Siderópolis","Reserva Biológica Estadual do Aguaí.","-49.6038889","-28.5494444","-49.6038889","-28.5494444","314","314","Florística IFFSC 57(Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbustiva;","FURB44500","FURB44500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","09","14",NA,NA,NA,NA,NA
"204","2020-10-14 10:06:46-03","FURB","FURB","17958","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Korte, A.; Kniess, A.","1444","2009","12","07","Brasil","Santa Catarina","Rio do Sul","Fundo Canoas.","-49.68","-27.18","-49.6800000","-27.1800000","625","625","Fito IFFSC 513 /N/39 Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: árvore;","FURB44506","FURB44506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","03","03",NA,NA,NA,NA,NA
"205","2020-10-14 10:06:46-03","FURB","FURB","18165","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","183","2009","10","06","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","1131","1131","Florística IFFSC e456a Habitat: Floresta Ombrófila Mista; Estágio Avançado; beira da estrada Habito: Fruto verde;","FURB44508","FURB44508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","03","03",NA,NA,NA,NA,NA
"206","2020-10-14 10:06:46-03","FURB","FURB","18171","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Stehmann, JR","Korte, A.; Kniess, A.","1147","2009","11","28","Brasil","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.4108333","-27.6291667","-49.4108333","-27.6291667","772","772","Florística IFFSC 310 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbustiva;","FURB44509","FURB44509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","03","03",NA,NA,NA,NA,NA
"207","2020-10-14 10:06:46-03","FURB","FURB","18182","PreservedSpecimen","Plantae","Solanaceae","Solanum","rufescens","Solanum rufescens","Sendtn.","Giacomin, LL","Dreveck, S.; Carneiro, F.E.","1392","2009","11","24","Brasil","Santa Catarina","Corupá","Sertãozinho.","-49.41","-26.3697223","-49.4100000","-26.3697223","857","857","Florística IFFSC 991 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: erva terrícola; Fruto amarela;","FURB44497","FURB44497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","02",NA,NA,NA,NA,NA,NA
