"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","class","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"113","2020-10-01 14:24:02-03","JBB","HEPH","36863","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Faria, JEQ; Romão, DR","10034","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","O.Berg","Faria, JEQ","2019","12","12","Goiás","Alto Paraíso de Goiás","Região da Chapada dos Veadeiros, entrando à direita ca. de 13 km sentido São Jorge para Colinas do Sul, fazenda Oréades, trilha para as escrituras rupestres","-47.9075","-14.221944","598","598",NA,"2019",NA,NA,"-47.9075","-14.221944","12",NA,NA,NA,NA,NA,NA,NA
"114","2020-10-01 14:24:02-03","JBB","HEPH","36992","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Faria, JEQ; Soares, ACA; Cunha, PHRM; Miranda, LA","10253","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","O.Berg","Faria, JEQ","2020","02","11","Goiás","Alto Paraíso de Goiás","Região da Chapada dos Veadeiros, entrando à esquerda ca. de 13 km indo de São Jorge para Colinas do Sul, fazenda Hamadríades","-47.894167","-14.2275","706","706",NA,"2020",NA,NA,"-47.894167","-14.2275","02",NA,NA,NA,NA,NA,NA,NA
"115","2020-10-01 14:24:02-03","JBB","HEPH","28025","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Paiva, VF","755","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","O.Berg","Leidiana Lima, S dos","2011","08","16","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358","1020","1020",NA,"2017","70570","auto",NA,NA,"10",NA,"25",NA,NA,NA,NA,NA
"116","2020-10-01 14:24:02-03","JBB","HEPH","5191","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Equipe do Jardim Botânico de Brasília","725","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","O.Berg","Proença, CEB","1986","08","29","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2002","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-01 14:24:02-03","JBB","HEPH","25754","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Carvalho-Silva, M; et al.","743","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","O.Berg","Oliveira, MS","2009","08","28","Distrito Federal","Brasília","Jardim Botânico de Brasília. Cerrado típico atrás do Gabinete.","-47.9296989440918","-15.7797002792358","1020","1020",NA,"2009","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-01 14:24:02-03","JBB","HEPH","24505","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Martins, RC; Proença, CEB","970","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Myrtales","O.Berg","Martins, RC","2008","10","29","Distrito Federal","Brasília","Lago norte. Memorial das idades.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2008","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-01 14:24:02-03","JBB","HEPH","10780","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Nóbrega, MGG","179","Southern America","Brasil",NA,NA,"Com cheiro aniz.",NA,"Dicotyledon","Myrtales","O.Berg","Faria, JEQ","1994","12","17","Goiás","Serranópolis","Fazenda Pedraria acima do rio Pedraria","-51.9622001647949","-18.3061008453369",NA,NA,NA,"2010","86936","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-01 14:24:02-03","JBB","HEPH","10648","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Ramos, AE","998","Southern America","Brasil",NA,NA,"Folhas esmagadas cheirando a goiaba.",NA,"Dicotyledon","Myrtales","O.Berg","Faria, JEQ","1994","12","18","Goiás","Serranópolis","Fazenda São Luis do Alceu Vilela","-51.9622001647949","-18.3061008453369",NA,NA,NA,"2010","86936","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:39:06-03","UFMG","BHCB","162783","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Zardini, EM; Benitez, SR","51107","Southern America","Paraguay",NA,NA,"Herbácea, corola rosa.; Herbácea, corola rosa.","BHCB006284","Dicotyledon",NA,"O.Berg",NA,"1999","09","22","Canindeyú",NA,"Mbaracayu Natural Reserve, by Fundación Moisés Bertoni.: Aguará ñu. Cerrado.","-55.28","-24.183611",NA,NA,NA,"2012",NA,NA,"-55.28","-24.183611","10",NA,NA,NA,NA,NA,NA,NA
"122","2020-12-11 11:39:06-03","UFMG","BHCB","171411","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Faria, JEQ; Campos, LZO; Martins, RC","653","Southern America","Brasil",NA,NA,"Arbusto ca. de 0,6m de altura, flores velhas e botões, solo argiloso, relevo ondulado.","BHCB016052","Dicotyledon",NA,"O.Berg",NA,"2009","09","20","Goiás","Cavalcante","Comunidade Kalunga Engenho II, Trilha para a cachoeira Santa Bárbara, próximo à cachoeira. Campo limpo queimado.","-47.476389","-13.564167","1048","1048",NA,"2009",NA,NA,"-47.476389","-13.564167",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-11 11:39:06-03","UFMG","BHCB","45516","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima",NA,"s.n.",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-11 11:39:06-03","UFMG","BHCB","75812","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Hatschbach, G","73809","Southern America","Brasil",NA,NA,"Subarbusto, 50cm, flor alva. Campo cerrado.","BHCB000840","Dicotyledon",NA,"O.Berg",NA,"2002","08","24","Minas Gerais","Buenópolis","Serra do Cabral, Subida para Buenópolis","-44.1800003051758","-17.8733005523682",NA,NA,"BHCB000840","2002","42854","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-11 11:39:10-03","UFMG","BHCB","96230","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","Hatschbach, G; Hatschbach, M; Barbosa, E","76180","Southern America","Brasil",NA,NA,"Subarbusto, 50cm, flor alva.","BHCB006599","Dicotyledon",NA,"O.Berg",NA,"2003","10","11","Mato Grosso do Sul","Bonito","Rodovia MS-345, Bonito-Anastácio, Campo cerrado, rochoso. próximo da Fazenda Campo Verde.","-56.4818992614746","-21.1210994720459",NA,NA,"BHCB006599","2004","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-02-11 17:20:39-03","UFPR","UPCB","15547","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Hatschbach, G.","33202",NA,"Brasil",NA,NA,"Subarbusto, 35cm, flor alva, fruto maduro vermelho. Campo seco..",NA,NA,NA,"O.Berg","Sobral, M.","1973","11","10","Mato Grosso","Itaquiraí","Rio Corrente",NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,"01",NA,"01",NA,NA,NA,NA,NA
"127","2021-02-11 17:20:39-03","UFPR","UPCB","81121","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Lima, D.F.","496",NA,"Brasil",NA,NA,"Subarbusto 0,4m. Frutos passados..",NA,NA,NA,"O.Berg.","Rosa, P.O.","2014","09","11","Goiás","Alto Paraíso","GO-239, após distrito de São Jorge indo para Colinas do Sul. Cerrado. Alt: 792m","-47.866","-14.203",NA,NA,NA,"2014",NA,NA,"-47.866","-14.203",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-02-11 17:20:39-03","UFPR","UPCB","81119","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Lima, D.F.","490",NA,"Brasil",NA,NA,"Subarbusto 0,3m. Flores com pétalas branccas. Algumas rosadas..",NA,NA,NA,"O.Berg.",NA,"2014","09","11","Goiás","Cavalcante","GO-118 entre Teresina de Goiás e Alto Paraíso. Alt: 985m. Cerrado","-47.383","-13.906",NA,NA,NA,NA,NA,NA,"-47.383","-13.906",NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-02-11 17:20:39-03","UFPR","UPCB","60507","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Cervi, A.C.","9364",NA,"Brasil",NA,NA,"Arbusto do cerrado de 1,5m, flores alvas..",NA,NA,NA,"O.Berg.","Lima, D.F.","2008","10","02","Distrito Federal","Brasília","Trilha para Cachoeira do Tororo.","-47.9296989440918","-15.7797002792358","1050","1050",NA,"2016","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-02-11 17:20:39-03","UFPR","UPCB","60552","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Cervi, A.C.","9362",NA,"Brasil",NA,NA,"Arbusto ca. 1m, flores alvas e frutos pretos quando maduros. Cerrado..",NA,NA,NA,"O.Berg.","Lima, D.F.","2008","10","02","Distrito Federal","Brasília","Trilha para Cachoeira do Tororo.","-47.9296989440918","-15.7797002792358","1050","1050",NA,"2016","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2009-02-10 10:11:00-02","MO","MOBOT","100167948","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Lidia Pérez de Molas","Pérez de Molas 1541","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow (GREE)","1986","12","16","Concepción",NA,"2 km del desvío de Loreto hacia Paso Horqueta.","-57.05","-23.0333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"132","2009-02-10 10:13:00-02","MO","MOBOT","100167949","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Émile Hassler","Hassler 12004","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow (GREE)","1912",NA,NA,NA,NA,"In altaplanitie et declivibus <<Sierra de Amambay>>.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"133","2009-08-04 14:55:00-03","MO","MOBOT","1004132","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Elsa M. Zardini|Leongino Guerrero","Zardini 43258","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow","1995","8","22","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site) E of arroyo Mboi. Cerrado scrub on red, sandy soil.","-56.1172223","-23.8097222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1023","5",NA,NA,NA
"134","2015-09-26 06:12:00-03","MO","MOBOT","1150974","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Ademar Soto|S.N. Panfil|Moore|Soliz","Soto 411","South America","Bolivia",NA,NA,NA,NA,NA,NA,"O. Berg","M.L. Kawaski (F)","1997","1","28","Santa Cruz","Velasco","Parque Nacional noel Kempff Mercado colecta general de Huanchaca I","-60.8127778","-13.8947222","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"135","2009-08-04 14:54:00-03","MO","MOBOT","1392734","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Elsa M. Zardini|Isabelino Chaparro","Zardini 50592","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow (GREE)","1999","5","26","Canindeyú",NA,"Mbaracayú Natural Reserve, administered by Fundación Moisés Bertoni: around Aguará-Ñú. Cerrado scrub on red sandy soil. Collecting area: around two hectares.","-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1173","3",NA,NA,NA
"136","2013-10-15 12:49:00-03","MO","MOBOT","1407651","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Elsa M. Zardini|S. Ramírez B.","Zardini 51100","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow","1999","9","22","Canindeyú",NA,"Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.","-55.28","-24.1836111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1177","4",NA,NA,NA
"137","2015-05-07 07:12:00-03","MO","MOBOT","1410707","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Elsa M. Zardini|S. Ramírez B.","Zardini 51424","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow","1999","9","24","Canindeyú",NA,"Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Aguará-Ñú-Horqueta Mi. On red sandy soil.","-55.285","-24.1597222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1179","4",NA,NA,NA
"138","2008-05-27 22:02:00-03","MO","MOBOT","1430667","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Elsa M. Zardini|D. Quintana","Zardini 53865","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow (GREE)","2000","1","15","Concepción",NA,"Estancia Lapuri, between Estancia Arrecife and road to Valle Mi. Cerrado forest and scrubs on granites.","-57.47611","-22.35972","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200","4",NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","1430697","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Elsa M. Zardini|D. Quintana","Zardini 53885","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow (GREE)","2000","1","15","Concepción",NA,"Estancia Lapuri, between Estancia Arrecife and road to Valle Mi. Cerrado forest and scrubs on granites.","-57.47611","-22.35972","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1200","4",NA,NA,NA
"140","2011-03-09 14:21:00-03","MO","MOBOT","1938047","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Émile Hassler","Hassler 7677","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","M. Sobral","1901","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Syntype",NA,NA
"141","2011-03-09 12:50:00-03","MO","MOBOT","1938049","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Émile Hassler","Hassler 4330","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","M. Sobral","1898","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isotype",NA,NA
"142","2015-02-26 21:44:00-03","MO","MOBOT","2517212","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Belén Jiménez","Jiménez 1599","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg",NA,NA,NA,NA,"Canindeyú",NA,"Reserva Natural del Bosque Mbaracayú","-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2009-11-20 06:16:00-02","MO","MOBOT","3187243","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Gert G. Hatschbach|R. Kummrow","Hatschbach 48410","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg","M. Sobral","1984",NA,NA,"Mato Grosso do Sul",NA,"Amambai, rod. cel. Sapucaia, Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2009-12-04 16:48:00-02","MO","MOBOT","3187290","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Gert G. Hatschbach|C. Koczicki","Hatschbach 33164","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg","M. Sobral","1973",NA,NA,"Mato Grosso do Sul",NA,"Rod. Br-163. Mun. Rio Verde. Mato Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2014-11-20 05:44:00-02","MO","MOBOT","3187388","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Belén Jiménez|Griselda Marín O.","Jiménez 1599","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg",NA,"1996","10","11","Canindeyú",NA,"Nandurokai, rumbo. Bosque bajo en contacto con el cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2015-09-26 06:12:00-03","MO","MOBOT","3187525","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Ademar Soto|et al.","Soto 411","South America","Bolivia",NA,NA,NA,NA,NA,NA,"O. Berg","M.L. Kawaski","1997","1","28","Santa Cruz",NA,"Parque Nacional noel Kempff Mercado colecta general de Huanchaca 1.","-60.8127778","-13.8947222","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"147","2015-08-10 05:49:00-03","MO","MOBOT","3187643","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Amaro Macedo","Macedo 2671","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg","M. Sobral","1950",NA,NA,"Goiás",NA,"Quixada. Tatai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2008-05-27 22:02:00-03","MO","MOBOT","3187880","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Gert G. Hatschbach","Hatschbach 24655","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg","M. Sobral","1970",NA,NA,NA,NA,"Rod. Br-167 Mun. Rio Brilhante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2009-12-24 06:45:00-02","MO","MOBOT","3190296","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Shunsuke Tsugaru|Haruo Guinoza","Tsugaru B-1963","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow, 20 May","1987","11","4","Mato Grosso do Sul",NA,"Near Capão seco, 25km SSE from Campo Grande, along the Rt. BR-163. On shrubby area.",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2008-05-27 22:02:00-03","MO","MOBOT","3190414","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","TSUGARU","TSUGARU B-1919","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow","1987","11","1",NA,NA,"Estado de Mato Grosso: near Tapurah, Municipio de Diamantino, 500km NNW from Cuiaba. On shrubby area.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2009-03-19 03:33:00-03","MO","MOBOT","1411727","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","Elsa M. Zardini|S. Ramírez B.","Zardini 51511","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg","N. Snow","1999","9","25","Canindeyú",NA,"Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Ñandurokai. Cerrado scrub and cerrado forest on red sandy soil.","-55.47972","-23.99972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1180","4",NA,NA,NA
"152","2009-08-21 07:03:00-03","MO","MOBOT","2111681","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","Émile Hassler","Hassler 4921","South America","Paraguay",NA,NA,NA,NA,NA,NA,"O. Berg",NA,NA,NA,NA,"Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2009-12-04 16:24:00-02","MO","MOBOT","3189510","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","Gert G. Hatschbach|J.M. Silva","Hatschbach 50092","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg",NA,"1985",NA,NA,"Bahia",NA,"Mucuge, arredores, Bahis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2015-08-13 05:50:00-03","MO","MOBOT","3428783","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","herbacea","Eugenia herbacea","R.M. Harley","Harley 15988","South America","Brazil",NA,NA,NA,NA,NA,NA,"O. Berg","M. Sobral","1974","2","5","Bahia",NA,"By Rio Cumbuca, about 3 km N of Mucugé on the Andarái road. On conglomerate sandstone rock with partly burnt-over vegetation among rocks by river and neighbouring hillside.","-41.38333","-13","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-08-31 09:07:32-03","INPA","INPA","126473","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Macêdo, M","1619","Southern America","Brasil",NA,NA,NA,"INPA0126473","Dicotyledon Com-Clade","Myrtales","O.Berg","Sobral, MEG; Souza, MAD de","1980","04",NA,"Mato Grosso",NA,"Salgadeira, Salgadeira.","-55.5","-15.8",NA,NA,"INPA0126473 INPA0126473_e INPA0126473_nd","2013",NA,NA,"-55.5","-15.8","09",NA,NA,NA,NA,NA,NA,NA
"156","2020-08-31 09:07:32-03","INPA","INPA","234102","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Proença, CEB","2945","Southern America","Brasil",NA,NA,NA,"INPA0234102","Dicotyledon Com-Clade","Myrtales","O.Berg","Proença, CEB","2004","09","19","Goiás","Pirenópolis","Parque Estadual da Serra do Pirineus. Campo cerrado. Solo arenoso.","-48.910556","-15.837222","900","1100","INPA0234102 INPA0234102_e","2004",NA,NA,"-48.910556","-15.837222","10",NA,NA,NA,NA,NA,NA,NA
"157","2021-01-10 20:46:58-03","INPA","INPA","245775","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Proença, CEB","3607","Southern America","Brasil",NA,NA,NA,"INPA0245775","Dicotyledon Com-Clade","Myrtales","O.Berg","Proença, CEB","2008","11","23","Goiás","Cristalina","Ca. 3km NO de Cristalina, na BR-040","-47.620167","-16.733833","1200","1200","INPA0245775 INPA0245775_e",NA,NA,NA,"-47.620167","-16.733833",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-08-31 09:07:32-03","INPA","INPA","75091","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Macêdo, M","533","Southern America","Brasil",NA,NA,NA,"INPA0075091","Dicotyledon Com-Clade","Myrtales","O.Berg","Mazine, FF","1976","10","29","Mato Grosso",NA,"Estrada Poxoréo-Rondonópolis Km 70, Estrada Poxoréo-Rondonópolis, Km 70.","-56","-15.6",NA,NA,"INPA0075091 INPA0075091_e INPA0075091_e1","2003",NA,NA,"-56","-15.6","07",NA,"25",NA,NA,NA,NA,NA
"159","2020-08-31 09:07:32-03","INPA","INPA","184859","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Proença, CEB","981","Southern America","Brasil",NA,NA,NA,"INPA0184859","Dicotyledon Com-Clade","Myrtales","O.Berg","Proença, CEB","1993","10","17","Goiás","Mineiros",NA,"-52.5511016845703","-17.5694007873535",NA,NA,"INPA0184859 INPA0184859_e","1993","100343","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-04 11:05:52-03","UFRB","HURB","22865","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Silva, T.T.; Fonseca, G.V. & Rocha, L.N.J.","338",NA,"Brasil",NA,NA,NA,"HURB000022865",NA,NA,"O.Berg","A.Stadnik","2019","03","11","Bahia","Estrada entre Riacho de Santana e Caetité",NA,NA,NA,NA,NA,"HURB000022865","2019",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA
"161","2021-03-04 11:05:52-03","UFRB","HURB","9023","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Sousa, N.X.M","86",NA,"Brasil",NA,NA,NA,"HURB000009023",NA,NA,"O.Berg","Stadnik, A.; Melo, J.D.O.; Pereira, J.S.","2014","12","29","Bahia","Piatã","Povoado Veredas;","-41.7728004455566","-13.1519002914429",NA,NA,NA,"2017","41184","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"162","2019-12-19 11:19:50-03","UFG","UFG","41722","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Delprete, P.G.; Francener, A.; Guimarães, T.M. & Vieira, R.","10245",NA,"Brasil",NA,NA,NA,"UFG0041722",NA,NA,"O. Berg","J.E.Q. Faria","2007","08","18","Goiás","Cocalzinho","Serra dos Pireneus","-48.801944","-15.806667","1100","1100","UFG0041722","2018",NA,NA,"-48.801944","-15.806667","12",NA,NA,NA,NA,NA,NA,NA
"163","2019-12-19 11:19:50-03","UFG","UFG","14837","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","S. Splett.; et al.","161",NA,"Brasil",NA,NA,NA,"UFG0014837",NA,NA,"O. Berg","Faria-Júnior, J.E.Q.","1993","10","20","Goiás","Mossâmedes","Serra Dourada","-50.747097","-16.370967",NA,NA,NA,"2009",NA,NA,"-50.747097","-16.370967","04",NA,"18",NA,NA,NA,NA,NA
"164","2019-12-19 11:19:50-03","UFG","UFG","42153","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Delprete, P.G.","10418",NA,"Brasil",NA,NA,NA,"UFG0042153",NA,NA,"O. Berg","J.E.Q. Faria","2007","11","24","Goiás","Cocalzinho","Serra dos Pireneus",NA,NA,NA,NA,"UFG0042153","2018",NA,NA,"-48533.1667","-15422.3333","12",NA,NA,NA,NA,NA,NA,NA
"165","2019-12-19 11:19:50-03","UFG","UFG","42419","S","Plantae","Myrtaceae","Eugenia","angustissima","Eugenia angustissima","Delprete, P.G.","10448",NA,"Brasil",NA,NA,NA,"UFG0042419",NA,NA,"O. Berg","J.E.Q. Faria","2007","11","24","Goiás","Cocalzinho","Serra dos Pireneus",NA,NA,NA,NA,"UFG0042419","2018",NA,NA,"-48533.1667","-15422.3333","12",NA,NA,NA,NA,NA,NA,NA
