"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","individualCount","fieldNumber","infraspecificEpithet","typeStatus","preparationType"
"47","2020-12-21 16:39:57-03","MBM","MBM","231322","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Norrman, G.A.",NA,NA,NA,"Southern America","Argentina",NA,NA,NA,NA,"MBM231322","MBM231322",NA,NA,NA,NA,"143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:39:57-03","MBM","MBM","215075","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Comastri Filho, J.A.",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Fazenda Cáceres, Região da Nhecolândia",NA,NA,"MBM215075","MBM215075","Valls, J.F.M.",NA,NA,NA,"30","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:39:57-03","MBM","MBM","207984","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Dombrowski, L.T.",NA,NA,NA,"Southern America","Brazil","Paraná","São Luís do Purunã",NA,NA,"MBM207984","MBM207984","Renvoize, S.A.",NA,NA,NA,"6888","Campo Largo","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA
"50","2016-05-31 08:35:22-03","JBB","HEPH","13719","S","Plantae",NA,"Poales","Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Munhoz, CBR","1997","11","01","Southern America","Brasil","Goiás","Água Fria",NA,NA,NA,NA,"Oliveira, RC",NA,NA,NA,"549","Alto Paraíso de Goiás","-47.509167","-14.091111","-47.509167","-14.091111",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA
"51","2020-10-01 14:26:39-03","JBB","HEPH","13443","S","Plantae",NA,"Poales","Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Comastri Filho, JA","1979","10","23","Southern America","Brasil","Mato Grosso do Sul","Fazenda Santana região do Paiáguas",NA,"Erva cespitosa, encontrada em solo arenoso no leito de vazantes ou em areas de alagamento periodico",NA,NA,"Allem, A","1979",NA,NA,"11","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"295160","auto","Monocotyledon",NA,NA,NA,NA,NA
"52","2020-12-11 11:44:56-03","UFMG","BHCB","184770","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Moreira, SN; Pott, A; Pott, VJ; Souza, EB; Ferreira, FA","2012","04","30","Southern America","Brasil","Mato Grosso do Sul","Fazenda Feliz",NA,"Erva anfíbia até 2m de altura; Solo orgânico encharcado a alagado. Relevo plano deprimido. Campo úmido com M. flexuosa em domínio de Cerrado","BHCB039851",NA,NA,"2012",NA,NA,"588","Aquidauana","-55.261667","-20.463611","-55.261667","-20.463611","195","195",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA
"53","2020-12-11 11:44:56-03","UFMG","BHCB","93643","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Tameirão Neto, E","2004","01","17","Southern America","Brasil","Minas Gerais","Fazenda Buriti Grande - Plantar.",NA,"Campo hidromórfico, herbáceo.",NA,NA,NA,NA,NA,NA,"3762","Morada Nova de Minas","-45.3567008972168","-18.6044006347656",NA,NA,NA,NA,"44039","auto","Monocotyledon",NA,NA,NA,NA,NA
"54","2012-08-28 14:16:00-03","MO","MOBOT","100369428","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","J.R.I. Wood|D. Soto","2008","11","16","South America","Bolivia","Santa Cruz","87 Kms entre San Ignacio de Velasco y la comunidad de San Vicente.",NA,NA,NA,NA,NA,NA,NA,NA,"Wood 25398","Velasco","-60.9666667","-16.45",NA,NA,"257.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","1578987","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Aurelio Schinini|et al.","1993","3","22","South America","Paraguay","Itapúa","Ruta 6, 5 km N de Artigas. En campos. Abundante. Formando sabanas",NA,NA,NA,NA,"G. Norrman",NA,NA,NA,"Schinini Cacace 27678",NA,"-56.11666","-26.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-04-03 11:18:00-03","MO","MOBOT","1579501","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","D. Alvarenga|Roberta C. de Mendonça|M.L.M. Azevedo|E. Cardoso|M.A. da Silva","1997","12","5","South America","Brazil","Minas Gerais","Parque Nacional Grande Sertão Veredas; Fazenda do Sr. Porcilio; barra do Rio Preto com o Riacho Santa Rita.",NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,"Alvarenga 1139","Formoso","-45.7697223","-15.1819445",NA,NA,"705.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
"57","2019-10-01 07:33:00-03","MO","MOBOT","1582223","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Diego Giraldo-Cañas|René López C.","1996","3",NA,"South America","Colombia","Guaviare","Mpio. San José del guaviare, Inspección de La Fuga, sitio Filo de Hambre.",NA,NA,NA,NA,"D. Giraldo-Cañas",NA,NA,NA,"Giraldo-Cañas 2606",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","1807219","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","10","South America","Brazil","Santa Catarina","5 km N of Lajes along Highway BR-116. Open, treeless grassland on rolling hills.",NA,NA,NA,NA,"Gerrit Davidse, 2003 (MO)",NA,NA,NA,"Davidse 11121",NA,NA,NA,NA,NA,"940.00000000",NA,NA,NA,NA,NA,"1153",NA,NA,NA
"59","2012-04-06 09:59:00-03","MO","MOBOT","1822289","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","J. Blydenstein|Carlos Saravia T.","1963","7","10","South America","Colombia","Boyacá","Llanos Orientales. El Yopal, al sur del hato Matapantano",NA,NA,NA,NA,"J. Blydenstein",NA,NA,NA,"Blydenstein 1172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","1822290","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Moysés Kuhlmann","1953","11","27","South America","Brazil","São Paulo","Mogí-Guassú, Reserva Florestal (Fazenda Campininha). Dominante em lagoas secas, terreno turfoso",NA,NA,NA,NA,"G. Davidse, 1981 (MO)",NA,NA,NA,"Kuhlmann 2936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2011-09-19 13:02:00-03","MO","MOBOT","1822291","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","1981","12",NA,"South America","Venezuela","Guárico","Dtto. Infante. Parque Nacional Aguaro-Guariquito. Morichal Indio Viejo",NA,NA,NA,NA,"G. Davidse, 1989 (MO)",NA,NA,NA,"Delascio Chitty 11500",NA,"-67.52","9.48",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2011-06-09 18:03:00-03","MO","MOBOT","1822292","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gerardo Aymard","1983","6","21","South America","Venezuela","Portuguesa","Dtto. Guanare. Terrenos de la UNELLEZ",NA,NA,NA,NA,"G. Davidse, 1989 (MO)",NA,NA,NA,"Aymard C. 2114",NA,"-69.81666","9.06666",NA,NA,"200.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"63","2011-02-18 17:33:00-02","MO","MOBOT","1822294","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gerardo Aymard|R. Schargel","1987","5","28","South America","Venezuela","Apure","Dtto. Muñoz. Modulo Fernando Corrales de la UNELLEZ. En sabanas",NA,NA,NA,NA,"G. Davidse, 1990 (MO)",NA,NA,NA,"Aymard C. 6203",NA,"-69.55","7.5",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-09-19 13:02:00-03","MO","MOBOT","1822298","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","1981","12",NA,"South America","Venezuela","Guárico","Dtto. Infante. Parque Nacional Aguaro-Guariquito. Via Hatos La Trinidad-Los Arroyuelos (morichal incipiente y sabana)",NA,NA,NA,NA,"G. Davidse, 1982 (MO)",NA,NA,NA,"Delascio Chitty 11070",NA,"-67.64","9.8",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2018-04-03 11:29:00-03","MO","MOBOT","1822299","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gerrit Davidse|Ángel C. González","1979","3","6","South America","Venezuela","Apure","Distrito Rómulo Gallegas; Láguna del Termino, on Hato San Felipe, 18 airline km SSW of Elorza.",NA,NA,NA,NA,"G. Davidse (MO)",NA,NA,NA,"Davidse 16073",NA,"-69.6","6.8833333",NA,NA,"90.00000000",NA,NA,NA,NA,"1","1353",NA,NA,NA
"66","2009-08-07 05:32:00-03","MO","MOBOT","1822302","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Rubén A. Montes","1982","6","17","South America","Venezuela","Guárico","Morichal El Recreo. 5 km sur de la Estacion Biologica de Los Llanos. Calabozo",NA,NA,NA,NA,"G. Davidse, 1985 (MO)",NA,NA,NA,"Montes 1143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2009-08-07 05:32:00-03","MO","MOBOT","1822303","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Rubén A. Montes","1984","4","27","South America","Venezuela","Guárico","Morichal Las Babas. Mesa de Becerra. Calabozo",NA,NA,NA,NA,"G. Davidse, 1985 (MO)",NA,NA,NA,"Montes 1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2011-09-19 13:02:00-03","MO","MOBOT","1822306","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Franciso Delascio C.|Rubén A. Montes|Gerrit Davidse","1981","12",NA,"South America","Venezuela","Guárico","Dtto. Infante, Parque Nacional Aguaro-Guariquito. Caño Carnestolendo",NA,NA,NA,NA,"G. Davidse, 1982 (MO)",NA,NA,NA,"Delascio Chitty 11177",NA,"-67.6","9.44",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2008-05-27 22:02:00-03","MO","MOBOT","1822328","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Leandro Aristeguieta","1963","8",NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Aristeguieta 5119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-12-27 21:24:00-02","MO","MOBOT","1822333","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1956","5","28","South America","Venezuela","Barinas","Cercanias de Barinas, carretera a Ciudad Bolivia",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 1170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2013-08-23 04:12:00-03","MO","MOBOT","1822335","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1971","6","11","South America","Venezuela","Apure","En banco bajo. Sabanas ejidos Mantecal",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 4466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2013-08-23 04:12:00-03","MO","MOBOT","1822337","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1970","10","30","South America","Venezuela","Apure","En banco. Sabanas, del hato El Frío, entre El Samán y Mantecal",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 3980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2012-04-06 10:04:00-03","MO","MOBOT","1822339","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","J. Blydenstein","1961","6","9","South America","Venezuela",NA,"Morichal Villasmil, en la sabana inmediatemente afuera del morichal propio, bajo un Curatella americana. Calabozo",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Blydenstein 98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1822340","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Francisco Tamayo","1959","11",NA,"South America","Venezuela","Guárico","Sabanas de morichales. Entre Calabozo y Cayorba",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Tamayo 4263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-12-27 21:24:00-02","MO","MOBOT","1822342","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1956","5","23","South America","Venezuela",NA,"Cercanias a Barinas, carretera a San Silvestre",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 1154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2014-12-27 21:24:00-02","MO","MOBOT","1822344","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1956","4",NA,"South America","Venezuela","Barinas","Centre el Pinal y el Hato Maracas",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 1039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2012-04-06 10:04:00-03","MO","MOBOT","1822345","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","J. Blydenstein","1962","8","2","South America","Venezuela",NA,"Bajo llana, Hato Becerra",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Blydenstein 496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2014-12-27 21:24:00-02","MO","MOBOT","1822346","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1958","6","23","South America","Venezuela","Apure","En bajio, Palmarito",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 1788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2014-12-27 21:25:00-02","MO","MOBOT","1822349","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1956","5","29","South America","Venezuela","Barinas","Formando macollas. Hato La Marqueseria",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 1194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2014-12-27 21:25:00-02","MO","MOBOT","1822350","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1958","2","5","South America","Venezuela","Apure","Región Elorza-Hato San Pedro, camino a Guasdualito",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 1376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","1822352","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Leandro Aristeguieta","1954","2",NA,"South America","Venezuela","Barinas","Alrededores del río Paguey. Graminea resistente a los incendios periodicas de la sabana",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Aristeguieta 2144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1822353","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Leandro Aristeguieta","1954","2",NA,"South America","Venezuela","Barinas","Alrededores del rîo Paguey. Graminea resistente a los incendios periodicas de la sabana",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Aristeguieta 2142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2014-04-13 05:22:00-03","MO","MOBOT","1822355","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gerrit Davidse|Fany Llanos","1973","12","31","South America","Colombia","Meta","2 km E of Puerto Gaitán in the floodplain the Río Manacaciás. Low lying savanna and scattered secondary forest along river bank.",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Davidse 5404",NA,"-73.8674","3.2312",NA,NA,"150.00000000",NA,NA,NA,NA,NA,"917",NA,NA,NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","1822357","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gerrit Davidse","1973","11","21","South America","Venezuela","Guárico","28 km N of Santa Rita along Hwy. 12 between Chagauramas and Cabruta. Palm swamp (morichal) with Mauritia flexuosa surrounded by Trachypogon savanna with very widely spaced Curatella and Bowdichia. In distinct grassy zones between morichal and savanna",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Davidse 4316",NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2015-05-05 12:32:00-03","MO","MOBOT","1822359","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gerrit Davidse|Ángel C. González","1979","3","7","South America","Venezuela","Apure","Area between the Laguna del Termino and the Río Capanaparo, 24-32 airline km SW of Elorza.",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Davidse 16127","Rómulo Gallegos","-69.6666667","6.8",NA,NA,"90.00000000",NA,NA,NA,NA,"1","79-25",NA,NA,NA
"86","2014-12-27 21:25:00-02","MO","MOBOT","1822360","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Mauricio Ramia","1978","2","20","South America","Venezuela","Apure","En bajio inundable (unos 10 cm) durante la temporada lluviosa. Sabanas del Alto Apure",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Ramia 6972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2014-10-29 12:20:00-02","MO","MOBOT","1822363","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Julio Alson|Francisco Tamayo","1981","5","9","South America","Venezuela","Guárico","Crece en immediaciones el Caño Rialito, Vía Calabozo-Cazorla",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Alson 5548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2014-10-29 12:20:00-02","MO","MOBOT","1822365","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Julio Alson|Francisco Tamayo","1981","5","9","South America","Venezuela","Guárico","Cerca del Caño Rialito, en terreno pantanoso. Entre Orituco y Caballo, Calabozo",NA,NA,NA,NA,"G. Davidse, 2003 (MO)",NA,NA,NA,"Alson 5573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2011-11-08 05:06:00-02","MO","MOBOT","1822546","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Ricardo Callejas|Orlando Marulanda","1988","8","7","South America","Colombia","Meta","Zona de la Reserva de La Macarena, 15-20 km NO, en el Alto Los Conejos; afloramiento rocoso rodeado por sabanas sobre suelos parcialmente anegados y surcados por riachuelos",NA,NA,NA,NA,"Gerrit Davidse, 2003 (MO)",NA,NA,NA,"Callejas Posada 6939","La Macarena","-73.8","2.16666",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2008-05-27 22:02:00-03","MO","MOBOT","1822922","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Otto Huber|Gerrit Davidse","1978","4","12","South America","Venezuela","Amazonas","Dept. Atures: alrededores de Puerto Ayacucho, ca. 3 km al S Sabana húmeda al lado de las oficinas de CODESUR, sitio llamado Ls Lirios",NA,NA,NA,NA,"G. Davidse",NA,NA,NA,"Huber 1745",NA,"-67.61666","5.63333",NA,NA,"85.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","1848309","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Julian A. Steyermark","1961","12","28","South America","Venezuela","Bolívar","Sirra Ichún: cercanías del Salto María Espuma (Salto Ichún) del río Ichún, base de la sierra de Ichún tributario del río Paragua. Along north side of river",NA,NA,NA,NA,"G. Davidse",NA,NA,NA,"Steyermark 90333",NA,"-63.3","4.76666",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2009-07-18 00:26:00-03","MO","MOBOT","1848313","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Otto Huber","1979","11","25","South America","Venezuela","Amazonas","Terreno situado entre la Carretera hacia Samariapo y la pista de sterrizaje del Aeropuerto del Puerto Ayacucho",NA,NA,NA,NA,"G. Davidse",NA,NA,NA,"Huber 4723",NA,"-67.6","5.61666",NA,NA,"75.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2011-12-22 05:00:00-02","MO","MOBOT","223269","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Teodoro Rojas","1932","5",NA,"South America","Paraguay","Caazapá","Abaí, San Juan Nepomuceno, Estero Ypayeré.",NA,NA,NA,NA,"Parodi",NA,NA,NA,"Rojas 5786",NA,"-55.96666","-26.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2011-03-11 08:12:00-03","MO","MOBOT","2233079","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Guillermo Norrmann",NA,NA,NA,"South America","Argentina","Corrientes","40 Km Ede Ituzaingó, ruta 12",NA,NA,NA,NA,NA,NA,NA,NA,"Norrmann 117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2011-02-26 17:14:00-03","MO","MOBOT","225489","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Tarciso S. Filgueiras","1989","11","5","South America","Brazil","Minas Gerais","Pq. Nac. Grande Sertao Veredas.",NA,NA,NA,NA,NA,NA,NA,NA,"Filgueiras 1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","225500","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Antonio C. Allem|et al.","1978","10","31","South America","Brazil","Mato Grosso do Sul","Mpio. Aquidauana, Faz. Rio Negro.",NA,NA,NA,NA,NA,NA,NA,NA,"Allem 2309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2011-02-26 17:14:00-03","MO","MOBOT","225554","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Tarciso S. Filgueiras","1989","11","5","South America","Brazil","Minas Gerais","Pq. Nac. Grande Sertao Veredas.",NA,NA,NA,NA,NA,NA,NA,NA,"Filgueiras 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2009-07-09 17:05:00-03","MO","MOBOT","2481930","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Gert G. Hatschbach",NA,NA,NA,"South America","Brazil","Paraná","Jardim Natalia",NA,NA,NA,NA,"Renvoize, S. A.",NA,NA,NA,"Hatschbach 33445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2015-08-23 05:45:00-03","MO","MOBOT","2818273","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","S.A. Renvoize","1992","9","19","South America","Colombia","Meta","Carimagua. Grassland on clay soils, north west of the research station; frequently burned.",NA,NA,NA,NA,NA,NA,NA,NA,"Renvoize 5420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2012-03-28 20:09:00-03","MO","MOBOT","2818927","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","hypogynus","Andropogon hypogynus","Hack.","Antonio C. Allem|José F.M. Valls|G. Vieira|J. Comastri","1978",NA,NA,"South America","Brazil","Mato Grosso do Sul","Faz. Bodoquena-Sede Guaicurus, Mun. Miranda.",NA,NA,NA,NA,"G. Davidse",NA,NA,NA,"Allem 2253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
