"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","infraspecificEpithet","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"469","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271063","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271063 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271063",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw3443",NA,NA,NA
"470","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L 0573523","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Stahel G",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573523",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"471","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1062803","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062803",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,"NL-L1062803",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw3746",NA,NA,NA
"472","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1062804","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Krukoff BA",NA,"Southern America","Brazil","Basin of Rio madeira. State of amazonas : Municipality Humayta, near Tres Casa. On low terra firma.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062804",NA,"Fabales","Desv.",NA,"1934","09","14","Amazonas",NA,NA,NA,"NL-L1062804",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0054145 | Uw 7733",NA,NA,NA
"473","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1062805","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062805",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,"NL-L1062805",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw4590",NA,NA,NA
"474","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1062806","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062806",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,"NL-L1062806",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw4590",NA,NA,NA
"475","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1062808","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062808",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,"NL-L1062808",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw3746",NA,NA,NA
"476","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1062809","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Schulz JP",NA,"Southern America","Surinam","mid Wayombo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062809 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062809",NA,"Fabales","Desv.",NA,"1955","01","01",NA,NA,NA,NA,"NL-L1062809",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw5004",NA,NA,NA
"477","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1142746","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Stahel G",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1142746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1142746",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1142746",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"478","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.1948091","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Ule EHG",NA,"Southern America","Peru","Rio Acre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948091",NA,"Fabales","Desv.",NA,"1911","08","01",NA,NA,NA,NA,"NL-L1948091",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"479","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.3897265","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Behari-Ramdas J; et al.",NA,"Southern America","Surinam","Suriname, Brokopondo, van Blommesteijn Lake, Tonka Island, Tonka Island, in forest at North-East direction from emplacement (behind new house).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3897265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3897265",NA,"Fabales","Desv.",NA,"2008","04","06",NA,NA,NA,NA,"NL-L3897265",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"480","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.3897269","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Behari-Ramdas J; et al.",NA,"Southern America","Surinam","Suriname, Brokopondo, van Blommesteijn Lake, Tonka Island, Tonka Island, forest edge at North-Eastern part for emplacement.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3897269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3897269",NA,"Fabales","Desv.",NA,"2008","04","09",NA,NA,NA,NA,"NL-L3897269",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"481","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.3897270","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Behari-Ramdas J; et al.",NA,"Southern America","Surinam","Suriname, Brokopondo, van Blommesteijn Lake, Tonka Island, Tonka Island, walking from the South-Eastern part in North-Western direction to the emplacement.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3897270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3897270",NA,"Fabales","Desv.",NA,"2008","04","08",NA,NA,NA,NA,"NL-L3897270",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"482","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.3897271","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Behari-Ramdas J; et al.",NA,"Southern America","Surinam","Suriname, Brokopondo, van Blommesteijn Lake, Tonka Island, Tonka Island, walking from the South-Eastern part in North-Western direction to the emplacement.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3897271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3897271",NA,"Fabales","Desv.",NA,"2008","04","08",NA,NA,NA,NA,"NL-L3897271",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"483","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.3897277","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Behari-Ramdas J; et al.",NA,"Southern America","Surinam","Suriname, Brokopondo, van Blommesteijn Lake, Tonka Island, Tonka Island, the edge of the middle hand in the Southern direction of the emplacement.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3897277 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3897277",NA,"Fabales","Desv.",NA,"2008","04","12",NA,NA,NA,NA,"NL-L3897277",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"484","2020-02-08 09:09:13-03","NBC","NL-BOTANY","L.3897278","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Behari-Ramdas J; et al.",NA,"Southern America","Surinam","Suriname, Brokopondo, van Blommesteijn Lake, in the vicinity of Tonka Island, Island in South-West direction of Tonka Island.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3897278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3897278",NA,"Fabales","Desv.",NA,"2008","04","11",NA,NA,NA,NA,"NL-L3897278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"485","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0054146","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Krukoff BA",NA,"Southern America","Brazil","Basin of Rio madeira. State of amazonas : Municipality Humayta, near Tres Casa. On low terra firma.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200054146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0054146",NA,"Fabales","Desv.",NA,"1934","09","14","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw 7733",NA,NA,NA
"486","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0103947","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Kuhlmann JG",NA,"Southern America","Peru","Yurimaguas (Peruvia orientalis).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200103947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0103947",NA,"Fabales","Desv.","Pennington TD","1924","02","12","Loreto",NA,NA,NA,"NL-U0103947",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"isotype",NA,NA
"487","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0253360","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Prance GT",NA,"Southern America","Brazil","Amazonas. Basin of Rio Demeni, vicinity of Tototobí.",NA,NA,"Forest on terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200253360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0253360",NA,"Fabales","Desv.","Pennington TD","1969","02","26","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"488","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270462","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Jansen-Jacobs MJ; et al.",NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270462 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270462",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw33333",NA,NA,NA
"489","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270463","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Granville J-J de",NA,"Southern America","French Guiana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270463 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270463",NA,"Fabales","Desv.",NA,"1985","08","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw31454",NA,NA,NA
"490","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270464","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Andel TR van; et al.",NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270464",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw36366",NA,NA,NA
"491","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270465","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam","sampling line 2 p. 14-15",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270465 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270465",NA,"Fabales","Desv.",NA,"1954","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw5941",NA,NA,NA
"492","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270466","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Daniëls AGH; Jonker FP",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270466",NA,"Fabales","Desv.",NA,"1959","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw8612",NA,NA,NA
"493","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270467","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Maas PJM",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270467",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw21930",NA,NA,NA
"494","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270931","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Krukoff BA",NA,"Southern America","Brazil","Basin of Rio Madeira Humaytá",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270931 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270931",NA,"Fabales","Desv.",NA,"1934","10","12","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw7856",NA,NA,NA
"495","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270933","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Schulz JP",NA,"Southern America","Surinam","mid Wayombo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270933",NA,"Fabales","Desv.",NA,"1955","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw5004",NA,NA,NA
"496","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270967","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Krukoff BA",NA,"Southern America","Brazil","Basin of Rio madeira. State of amazonas : Municipality Humayta, near Tres Casa. On low terra firma.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270967",NA,"Fabales","Desv.",NA,"1934","09","14","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw7733",NA,NA,NA
"497","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270968","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Sabatier D",NA,"Southern America","French Guiana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270968",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw33096",NA,NA,NA
"498","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0270969","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270969",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw3822",NA,NA,NA
"499","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271060","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Unknown",NA,"Southern America","French Guiana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271060",NA,"Fabales","Desv.",NA,"1957","12","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw5769",NA,NA,NA
"500","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271061","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Stahel G",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271061",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw341",NA,NA,NA
"501","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271062","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271062",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw3641",NA,NA,NA
"502","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271064","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271064 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271064",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw4696",NA,NA,NA
"503","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271065","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271065",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw3746",NA,NA,NA
"504","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271066","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Forest Department British Guiana",NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271066 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271066",NA,"Fabales","Desv.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw955",NA,NA,NA
"505","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271067","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271067",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw4590",NA,NA,NA
"506","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0271068","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Lindeman JC",NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200271068 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0271068",NA,"Fabales","Desv.",NA,"1953","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw3666",NA,NA,NA
"507","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U 0278105","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Krukoff BA",NA,"Southern America","Brazil","Basin of Rio Madeira. State of Amazonas: Municipality Humayta, near Tres Casa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278105",NA,"Fabales","Desv.",NA,"1934","09","14","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"Uw7628",NA,NA,NA
"508","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1304326","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Mori SA; et al.",NA,"Southern America","French Guiana","Saül. Near Eaux Claires, Sentier Botanique from near Huberodendron swietenioides trees to near beginning of plateau.",NA,NA,"Non-flooded moist forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304326 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304326",NA,"Fabales","Desv.",NA,"1992","05","24","Saint-Laurent-du-Maroni",NA,"-53.2","3.616667","NL-U1304326",NA,NA,NA,NA,NA,NA,"-53.2","3.616667",NA,"Magnoliopsidae",NA,"U 0182999",NA,NA,NA
"509","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306117","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Pennington TD; Johnson J; Saldías-Paz M; M",NA,"Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306117 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306117",NA,"Fabales","Desv.",NA,"1990","11","16","Cochabamba",NA,"-64.666667","-17.166667","NL-U1306117",NA,NA,NA,NA,NA,NA,"-64.666667","-17.166667",NA,"Magnoliopsidae",NA,"U 0098958",NA,NA,NA
"510","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306118","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Pennington RT; Harrison GJ; Monro AK; Rowe EC",NA,"Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306118 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306118",NA,"Fabales","Desv.",NA,"1988","08","25","Pando",NA,"-69.083333","-11.416667","NL-U1306118",NA,NA,NA,NA,NA,NA,"-69.083333","-11.416667",NA,"Magnoliopsidae",NA,"U 0100195",NA,NA,NA
"511","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306119","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Steyermark JA; Espinosa VC",NA,"Southern America","Venezuela","Estado Yaracuy: Selva nublada, El Amparo, 7-11km al norte de Salon, Distrito Nirgua.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306119 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306119",NA,"Fabales","Desv.",NA,"1975","03","22",NA,NA,NA,NA,"NL-U1306119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"512","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306120","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Manara BJ",NA,"Southern America","Venezuela","Cerro Naiguata: Fila de Corozo, 12 kms. al oeste de Hacienda Cocuizal de la Electricidad de Caracas, arriba del puevlo de Naiguata, laderas pendientes que miran al norte.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306120 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306120",NA,"Fabales","Desv.",NA,"1967","04","09",NA,NA,NA,NA,"NL-U1306120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"513","2020-02-08 09:09:13-03","NBC","NL-BOTANY","U.1306121","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","capitata","Inga capitata","Steyermark JA",NA,"Southern America","Venezuela","Estado Bolivar, Along morichal with Roystonea colony, between Hato de Nuria and camp. E. of Miamo. Altiplanicie de Nuria.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1306121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1306121",NA,"Fabales","Desv.",NA,"1961","01","23",NA,NA,NA,NA,"NL-U1306121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
