"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","dayIdentified","individualCount"
"45","2019-10-07 09:17:09-03","UEFS","HUEFS","217778","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"França, F.","6058","2011","06","17",NA,"Brasil","Bahia","Estrada para o Geopark G-Camp.","875","875",NA,NA,NA,"HUEFS0217778","Angiospermae","Lamiales","Moldenke","-41.082778","-11.479444","HUEFS0217778 HUEFS0217778_e1","G.B. da Silva","Morro do Chapéu","2018","12","41W4'58''","11S28'46''",NA,NA,"Asteranae",NA,NA,NA,NA
"46","2019-10-07 09:17:09-03","UEFS","HUEFS","249252","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Queiroz, L.P.de","16671","2019","05","09",NA,"Brasil","Bahia","Ca. 20 km E de Morro do Chapéu na BA 052, área da Cachoeira do Ferro Doido.","860","860",NA,NA,"Campo rupestre sobre quartzito vermelho e solo arenoso raso.","HUEFS0249252","Angiospermae","Lamiales","Moldenke","-41.000833","-11.628333","HUEFS0249252",NA,"Morro do Chapéu",NA,NA,"41W0'3''","11S37'42''",NA,NA,"Asteranae",NA,NA,NA,NA
"47","2019-10-07 09:17:09-03","UEFS","HUEFS","25848","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Giulietti, A.M.","PCD3243","1996","06","29",NA,"Brasil","Bahia","Estrada Morro do Chapéu-Jacobina.","950","950",NA,NA,"Afloramentos rochosos.","HUEFS0025848","Angiospermae","Lamiales","Moldenke","-41.084444","-11.482778","HUEFS0025848","F.R.Salimena","Morro do Chapéu","1999","09","41W5'4''","11S28'58''",NA,NA,"Asteranae",NA,NA,NA,NA
"48","2019-10-07 09:17:09-03","UEFS","HUEFS","28540","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Silva, L.B.","PCD6036","1997","03","05",NA,"Brasil","Bahia","Cachoeira do Rio Ferro Doido.",NA,NA,NA,NA,NA,"HUEFS0028540","Angiospermae","Lamiales","Moldenke","-41.000833","-11.628333","HUEFS0028540",NA,"Morro do Chapéu",NA,NA,"41W0'3''","11S37'42''",NA,NA,"Asteranae",NA,NA,NA,NA
"49","2019-10-07 09:17:09-03","UEFS","HUEFS","41242","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Melo, E.","3088","1999","11","15",NA,"Brasil","Bahia","Rio Ferro Doido.","760","760",NA,NA,"Mata baixa, solo pedregoso. Leito seco do rio.","HUEFS0041242","Angiospermae","Lamiales","Moldenke","-40.990833","-11.616667","HUEFS0041242","T.R.S.Silva","Morro do Chapéu","2000","02","40W59'27''","11S37'0''",NA,NA,"Asteranae",NA,NA,NA,NA
"50","2019-10-07 09:17:09-03","UEFS","HUEFS","53455","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Melo, E.","3393","2001","04","20",NA,"Brasil","Bahia","Rio Ferro Doido.","905","905",NA,NA,"Vegetação na beira do rio.","HUEFS0053455","Angiospermae","Lamiales","Moldenke","-41.0025","-11.626667","HUEFS0053455","T.R.S.Silva","Morro do Chapéu","2005","06","41W0'9''","11S37'36''",NA,NA,"Asteranae",NA,NA,NA,NA
"51","2019-10-07 09:17:09-03","UEFS","HUEFS","68960","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"França, F.","4055","2003","01","29",NA,"Brasil","Bahia","Trilha entre o Rio Ferro Doido e a Estrada do Feijão (BA 052)","790","830",NA,NA,"Mata antropizada.","HUEFS0068960","Angiospermae","Lamiales","Moldenke","-40.991111","-11.619167","HUEFS0068960","T.R.S.Silva","Morro do Chapéu","2007","06","40W59'28''","11S37'9''",NA,NA,"Asteranae",NA,NA,NA,NA
"52","2019-10-07 09:17:09-03","UEFS","HUEFS","75193","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Silva, T.R.S.","196","2003","05","05",NA,"Brasil","Bahia","Descida da Cachoeira do Ferro Doido.",NA,NA,NA,NA,"Campo rupestre.","HUEFS0075193","Angiospermae","Lamiales","Moldenke","-41.15","-11.55","HUEFS0075193","T.R.S.Silva","Morro do Chapéu","2010","06","41W9'","11S33'",NA,NA,"Asteranae",NA,NA,NA,NA
"53","2019-10-07 09:17:09-03","UEFS","HUEFS","192727","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Oliveira, A.","1","2011","05","27",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"HUEFS0192727","Angiospermae","Lamiales","Moldenke","-41.1561012268066","-11.5500001907349","HUEFS0192727 HUEFS0192727_e1","G.B. da Silva","Morro do Chapéu","2018","12",NA,NA,"98143","auto","Asteranae",NA,NA,NA,NA
"54","2019-10-07 09:17:09-03","UEFS","HUEFS","193484","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"Oliveira, A.R.M.F.","9","2012","02","15",NA,"Brasil","Bahia","Horto Florestal.",NA,NA,NA,NA,NA,"HUEFS0193484","Angiospermae","Lamiales","Moldenke","-38.9667015075684","-12.2666997909546","HUEFS0193484 HUEFS0193484_e1","I.N.Santana","Feira de Santana","2018","12",NA,NA,"46325","auto","Asteranae",NA,NA,NA,NA
"55","2020-07-23 12:24:18-03","CEPLAC","CEPEC","19418","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana","Holótipo","R. M. Harley","19226","1992","03","02",NA,"Brasil","Bahia","19.5Km ao SE cidade, BA-052 . Rod. para Mundo Novo, prox. ao Rio do Ferro Doido",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.033333","-11.633333",NA,"H. N. Moldenke","MORRO DO CHAPÉU",NA,NA,"41W2'0","11S38'0",NA,NA,NA,"30/12/1979",NA,NA,NA
"56","2020-07-23 12:24:18-03","CEPLAC","CEPEC","30675","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"R. M. Harley","22835","1980","05","31",NA,"Brasil","Bahia","19.5Km ao SE cidade, BA-052 p/ Mundo Novo, prox. ao Rio do Ferro Doido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.033333","-11.633333",NA,"G. Bromley","MORRO DO CHAPÉU",NA,NA,"41W2'0","11S38'0",NA,NA,NA,"30/12/1982",NA,NA,NA
"57","2020-07-23 12:24:18-03","CEPLAC","CEPEC","72285","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"A. M. Giulietti",NA,"1996","06","29",NA,"Brasil","Bahia","Estrada Morro do Chapéu/Jacobina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.084444","-11.482778",NA,"T. R. S. Silva","MORRO DO CHAPÉU",NA,NA,"41W5'4","11S28'58",NA,NA,NA,"30/04/2008",NA,NA,NA
"58","2020-07-23 12:24:18-03","CEPLAC","CEPEC","78762","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"L. B. da Silva","6036","1997","03","05",NA,"Brasil","Bahia","Cachoeira do Rio Ferro Doido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.000833","-11.628333",NA,"R. M. Harley","MORRO DO CHAPÉU",NA,NA,"41W0'3","11S37'42",NA,NA,NA,"30/03/1997",NA,NA,NA
"59","2020-07-23 12:24:18-03","CEPLAC","CEPEC","95497","PreservedSpecimen","Plantae","Verbenaceae","Lippia","bromleyana","Lippia bromleyana",NA,"E. de Melo","3088","1999","11","15",NA,"Brasil","Bahia","Rio do Ferro Doido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-40.990833","-11.616667",NA,"E. de Melo","MORRO DO CHAPÉU",NA,NA,"40W59'27","11S37'0",NA,NA,NA,"30/12/1999",NA,NA,NA
