"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","identifiedBy","typeStatus","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"96","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070033","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Voltz F","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070033 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070033",NA,"1922","10","01",NA,"Poales","Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","09699 A",NA,NA
"97","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070034","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Lanjouw J","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070034 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070034",NA,"1933","07","27",NA,"Poales","Vahl","Saramacca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"98","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070035","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Lanjouw J","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070035",NA,"1933","07","27",NA,"Poales","Vahl","Saramacca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","14231 A",NA,NA
"99","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070036","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Lanjouw J","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070036",NA,"1933","08","28",NA,"Poales","Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"100","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070037","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Focke HC","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070037",NA,"1842","10","01",NA,"Poales","Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"101","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070038","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Lanjouw J","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070038",NA,"1933","10","24",NA,"Poales","Vahl","Coronie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"102","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070039","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Grewal MS","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070039",NA,"1977","02","10",NA,"Poales","Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"103","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070040","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Oldeman RAA","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070040",NA,"1966","11","23",NA,"Poales","Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"104","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U 0070041","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Voltz F","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200070041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0070041",NA,NA,NA,NA,NA,"Poales","Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","09698 A",NA,NA
"105","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238195","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Krapovickas A; Harley RM; Cristóbal CL; Schinini A","Southern America","Paraguay",NA,NA,"Zona de inundación del Rio Paraguay.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238195 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238195",NA,"1994","10","15",NA,"Poales","Vahl","Presidente Hayes","Paraguay, Depto. Presidente Hayes. Remansito, cerca del puente Remanso.","-57.566667","-25.166667","NL-U1238195",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-57.566667","-25.166667",NA,NA,"Magnoliopsidae","U 0247105",NA,NA
"106","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238196","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Granville J-J de","Southern America","French Guiana",NA,NA,"Bord intérieur du marais, à la limite de la forêt.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238196",NA,"1973","09","06",NA,"Poales","Vahl","Saint-Laurent-du-Maroni","Mana= Savane Sarcelle.",NA,NA,"NL-U1238196",NA,"Granville J-J de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0226453",NA,NA
"107","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238197","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Schnell RAA","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238197",NA,"1961","08","20",NA,"Poales","Vahl",NA,NA,NA,NA,"NL-U1238197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0101407",NA,NA
"108","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238198","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Raynal-Roques AM","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238198",NA,"1976","03","21",NA,"Poales","Vahl",NA,NA,NA,NA,"NL-U1238198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0098043",NA,NA
"109","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238234","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Orth","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238234 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238234",NA,"1931","11","13",NA,"Poales","Vahl",NA,"Brasil, Canosa, Esteio.",NA,NA,"NL-U1238234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"110","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238235","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Woolston AL","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238235",NA,"1957","09","11",NA,"Poales","Vahl",NA,"Depto. San Pedro, alto Paraguay; primavera. Swamp bordering Rio Teriracuai.",NA,NA,"NL-U1238235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"111","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238942","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Plowman TC; Rury PM","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238942 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238942",NA,"1981","12","11",NA,"Poales","Vahl",NA,"Dept. Huanuco: Prov. Leoncio Prado. 3 km SE f Pucayacu, on road from Tingo Maria to Tocache Nuevo, ca. 75 km NW of Tingo Maria. In lowlying, open swamp.",NA,NA,"NL-U1238942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"112","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1238943","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Plowman TC; Rury PM","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1238943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1238943",NA,"1981","12","11",NA,"Poales","Vahl",NA,"Dept. Huanuco: Prov. Leoncio Prado. 3 km SE f Pucayacu, on road from Tingo Maria to Tocache Nuevo, ca. 75 km NW of Tingo Maria. In lowlying, open swamp.",NA,NA,"NL-U1238943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"113","2020-02-08 10:13:14-03","NBC","NL-BOTANY","U.1299459","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Herter WGF","Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1299459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1299459",NA,"1935","03","08",NA,"Poales","Vahl",NA,"Uruguayenses, palud. ripar, dep de cerro largo, loc dict palleros.",NA,NA,"NL-U1299459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"114","2020-02-08 10:13:14-03","NBC","NL-BOTANY","WAG.1774588","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Leeuwenberg AJM","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1774588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1774588",NA,"1978","02","16",NA,"Poales","Vahl",NA,"French Guiana: Right bank Mahury R., near Roura Ferry.","-52.283333","4.733333","NL-WAG1774588",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.283333","4.733333",NA,NA,"Magnoliopsidae",NA,NA,NA
"115","2020-02-08 10:13:14-03","NBC","NL-BOTANY","WAG.1774589","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Leeuwenberg AJM","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1774589 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1774589",NA,"1978","02","16",NA,"Poales","Vahl",NA,"French Guiana: Right bank Mahury R., near Roura Ferry.","-52.283333","4.733333","NL-WAG1774589",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.283333","4.733333",NA,NA,"Magnoliopsidae",NA,NA,NA
"116","2020-02-08 10:13:14-03","NBC","NL-BOTANY","L.1369352","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus ssp.","Hassler E","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1369352 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1369352",NA,"1913","01","01",NA,"Poales",NA,NA,"Paraguaria cenntralis: In regione lacus Ypacaray.",NA,NA,"NL-L1369352","ssp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"117","2020-11-04 11:05:42-03","ESALQ","ESA","98598","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Paula-Souza, J.; Ferrucci, M.S.; Meza Torres, E.I.",NA,"Argentina",NA,NA,"Erva, ca. 1m alt. Inflorescências castanhas","ESA098598","8153.0","2007","02","02","Magnoliophyta",NA,NA,"Formosa","Gral. L.V.Mansilla. Ruta 11, 8km NE do cruzamento para Villa Escolar (ruta 9). Beira de estrada em área alagada",NA,NA,"ESA098598",NA,NA,NA,"Laishi","60","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-04 11:05:42-03","ESALQ","ESA","93281","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Destefani, A.C.C. et al.",NA,"Brasil",NA,NA,NA,"ESA093281","207.0","2007","03","29","Magnoliophyta",NA,"Vahl","São Paulo",NA,"-47.9199981689453","-25.0100002288818","ESA093281",NA,NA,NA,"Cananéia",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA
"119","2020-11-04 10:55:24-03","ESALQ","ESA","136147","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","L.T. Bopp",NA,"Brasil",NA,NA,NA,"ESA136147",NA,"2002","12","10",NA,NA,"Vahl","São Paulo",NA,"-47.7000007629395","-21.5499992370605",NA,NA,"L.T. Bopp",NA,"Luis Antônio",NA,NA,"2020","12","02",NA,NA,"26872","auto",NA,NA,NA,NA
"120","2020-11-04 11:05:42-03","ESALQ","ESA","86470","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Bopp, L.T.",NA,"Brasil",NA,NA,NA,"ESA086470",NA,"2002","12","10","Magnoliophyta",NA,"Vahl","São Paulo",NA,"-47.7000007629395","-21.5499992370605",NA,NA,"Bopp, L.T.",NA,"Luís Antônio",NA,NA,NA,NA,NA,NA,NA,"26872","auto",NA,NA,NA,NA
"121","2020-11-04 11:05:42-03","ESALQ","ESA","118350","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Macedo, C.C.L.",NA,"Brasil",NA,NA,NA,"ESA118350","129.0","2009","11","01","Magnoliophyta",NA,NA,"São Paulo",NA,"-46.5800018310547","-23.3099994659424","ESA118350",NA,"Rodrigues, M.E.F.",NA,"Mairiporã",NA,NA,NA,NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA
"122","2020-11-04 11:05:42-03","ESALQ","ESA","118347","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Macedo, C.C.L.",NA,"Brasil",NA,NA,NA,"ESA118347","100.0","2009","03","01","Magnoliophyta",NA,NA,"São Paulo",NA,"-46.5800018310547","-23.3099994659424","ESA118347",NA,"Rodrigues, M.E.F.",NA,"Mairiporã",NA,NA,NA,NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA
"123","2020-11-19 10:23:18-03","CPAP","CPAP","10829","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Hamilton, S.",NA,"Brasil",NA,NA,"Erva enraizada emergente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Mancha. AMBIENTE: Caixa de empréstimo - 30cm de profundidade. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,"31","1993","06","01",NA,NA,"Vahl","MS","Estrada da Manga, próximo ao Leque, Pantanal","-57.016667","-19.233333",NA,NA,"V. J. Pott",NA,"Corumbá","90","90",NA,NA,NA,"57°01' W","19°14' S",NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:23:18-03","CPAP","CPAP","12013","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, V. J.",NA,"Brasil",NA,NA,"Erva aquática 2,5m. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Centro de lagoa com 20cm água. Pontederia cordata var. lancifolia no entorno. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Piri-Piri",NA,"2147","1993","09","30",NA,NA,"Vahl","MS","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal","-56.6","-19",NA,NA,"V. J. Pott",NA,"Corumbá","90","90",NA,NA,NA,"56°36' W","19°00' S",NA,NA,NA,NA,NA,NA
"125","2020-11-19 10:23:18-03","CPAP","CPAP","15619","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, V. J.",NA,"Brasil",NA,NA,"Erva aquática emergente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Comum.. AMBIENTE: Vala de borda de aterro. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,"3103","1996","03","27",NA,NA,"Vahl","MS","Aterro, periferia da cidade, 5km do Hotel dos Camalotes","-57.75","-21.683333",NA,NA,"V. J. Pott",NA,"Porto Murtinho","85","85","1996","03","27","57°45' W","21°41' S",NA,NA,NA,NA,NA,NA
"126","2020-11-19 10:23:18-03","CPAP","CPAP","15658","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, V. J.",NA,"Brasil",NA,NA,"Erva cespitosa, aquática emergente. FLOR: . FRUTO: . INTERESSE: Algo forrageira. FREQUÊNCIA: Touceira ocasional. AMBIENTE: Lagoa. SUBSTRATO: solo arenoso. RELEVO: plano deprimido. <ll>dwc_commonname:</ll> Pirizeiro",NA,"3142","1996","04","28",NA,NA,"Vahl","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - lagoa 16 (Baía do Cemitério)","-56.624444","-18.995",NA,NA,NA,NA,"Corumbá","90","90",NA,NA,NA,"56°37'28'' W","18°59'42'' S",NA,NA,NA,NA,NA,NA
"127","2020-11-19 10:23:18-03","CPAP","CPAP","15968","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Padovani, C. R.",NA,"Brasil",NA,NA,"Herbáceo, 2m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Margem de rio, área alagável. SUBSTRATO: sedimento recém depositado. RELEVO: plano.",NA,"13","1995","09","14",NA,NA,"Vahl","MS","Rio Taquari, pela arrombada do Carneiro (Zé da Costa); Sub-região do Paiaguás; Pantanal","-57.08","-18.745",NA,NA,"V. J. Pott",NA,"Corumbá",NA,NA,"1998","04",NA,"57°04'48'' W","18°44'42'' S",NA,NA,NA,NA,NA,NA
"128","2020-11-19 10:23:18-03","CPAP","CPAP","25176","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, V. J.",NA,"Brasil",NA,NA,"Erva aquática emergente, escapo 1,8m de altura. com frutos de cor castanho. Planta . Frequente.. Brejo do lado da ponte,. Solo: areno-siltoso,. Relevo: plano.",NA,"5927","2002","11","10",NA,NA,"Vahl","MS","Estrada MS-382, 33Km N da bifurcação para Assentamento Guaicurus, 79KmW de Bonito, Pantanal","-57.116944","-20.996667",NA,NA,"V. J. Pott",NA,"Porto Murtinho","130","130","2002","11",NA,"57°07'01'' W","20°59'48'' S",NA,NA,NA,NA,NA,NA
"129","2020-11-19 10:23:18-03","CPAP","CPAP","4423","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, A.",NA,"Brasil",NA,NA,"Erva cespitosa 1,7m de altura. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Vazante (canal de drenagem) alagável 1,5m, com Thalia (caetezal). SUBSTRATO: solo aluvião vértico, orgânico na superfície. RELEVO: plano",NA,"3937","1987","12","09",NA,NA,"Vahl","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - ponto 99","-57.166667","-19.633333",NA,NA,"A. Pott; V. J. Pott",NA,"Corumbá","90","90","1987","12",NA,"57°10' W","19°38' S",NA,NA,NA,NA,NA,NA
"130","2020-11-19 10:23:18-03","CPAP","CPAP","6609","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, V. J.",NA,"Brasil",NA,NA,"Erva rosulada, 1m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Lagoa temporária, ainda úmida. SUBSTRATO: solo arenoso com matéria orgânica. RELEVO: plano. <ll>dwc_commonname:</ll> Piri-Piri",NA,"1014","1989","09","28",NA,NA,"Vahl","MS","Fazenda Leque; Sub-região do Abobral; Pantanal - entre as 2 lagoas temporarias próximo ao capão de carandá, área do búfalo","-57.05","-19.233333",NA,NA,"T. M. Pedersen",NA,"Corumbá","95","95","1990","07",NA,"57°03' W","19°14' S",NA,NA,NA,NA,NA,NA
"131","2020-11-19 10:23:18-03","CPAP","CPAP","8219","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, A.",NA,"Brasil",NA,NA,"Erva cespitosa 15 m de altura. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa a abundante. AMBIENTE: Campo muito alagável. SUBSTRATO: solo areno-siltoso; superfície orgânica. RELEVO: plano. <ll>dwc_commonname:</ll> Pirizeiro",NA,"5753","1991","02","04",NA,NA,"Vahl","MS","Fazenda Fazendinha, Largo do Mamão, Sub-região de Aquidauana (área do Rio Negro), Pantanal","-56.383333","-19.483333",NA,NA,NA,NA,"Aquidauana","90","90",NA,NA,NA,"56°23' W","19°29' S",NA,NA,NA,NA,NA,NA
"132","2020-11-19 10:23:18-03","CPAP","CPAP","8081","PreserverdSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pott, V.J.",NA,"Brasil",NA,NA,"Erva rizomatoza, 1,5m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa seca. SUBSTRATO: solo arenoso com muita matéria orgânica. RELEVO: plano. <ll>dwc_commonname:</ll> Piri-Piri",NA,"1550","1990","12","13",NA,NA,"Vahl","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía do Pirizal - Reserva - baía n° 92","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Corumbá","90","90",NA,NA,NA,"56 39'W","18 59'S","295160","auto",NA,NA,NA,NA
"133","2015-07-02 14:01:35-03","JBP","HPL","2619","S","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","E.R. Salviani & H. Lorenzi",NA,"Brasil",NA,NA,NA,NA,"1196","2000","02","22",NA,NA,"G.F.W. Mey","SP","Coletado na estrada que liga Iguape a Miracatu-SP.","-47.55","-24.7",NA,NA,"H. Lorenzi",NA,"Iguape",NA,NA,"2000","02","22",NA,NA,"55628","auto",NA,NA,NA,NA
"134","2019-02-15 11:37:25-02","IPA","IPA","31511","S","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Fotius, G.","Southern America","Brasil",NA,NA,"Erva perene, cespitosa 1 - 1,7m de altura, base do caule castanha-escura. Planta bem verde mais abaixo das folhas, a cor é branca verde muito claro. Flor verde amarelo (jovem) até castanho claro (idosa). Fenologia. fl -fr.","IPA0031511","3286","1982","12","30","Plantae",NA,"Vahl","Pernambuco","na área irrigada.","-40.5008010864258","-9.39861011505127",NA,NA,"Alves, M.",NA,"Petrolina",NA,NA,"1995",NA,NA,NA,NA,"90462","auto",NA,NA,NA,NA
"135","2019-02-15 11:37:25-02","IPA","IPA","3261","S","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pickel, B.","Southern America","Brasil",NA,NA,NA,"IPA0003261","2623","1931","06","11","Plantae",NA,"Vahl","Pernambuco","São Bento, margem de uma lagoa.","-35.0182991027832","-8.00222015380859",NA,NA,"Alves, M.",NA,"São Lourenço da Mata",NA,NA,"1995","10","04",NA,NA,"21764","auto",NA,NA,NA,NA
"136","2019-02-15 11:37:25-02","IPA","IPA","3278","S","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Pickel, B.","Southern America","Brasil",NA,NA,NA,"IPA0003278","1154","1926","10",NA,"Plantae",NA,"Vahl","Pernambuco","Tapera, num pântano, no Toró.","-35.0182991027832","-8.00222015380859",NA,NA,"Pilger",NA,"São Lourenço da Mata",NA,NA,"1928","04",NA,NA,NA,"21764","auto",NA,NA,NA,NA
"137","2019-08-27 13:25:29-03","IAP","PACA-AGP","106604","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Caetano, V.",NA,"Brasil",NA,NA,"Revisado por Hefler em 2007.&nf;HASU 9362.","PACA106604",NA,NA,NA,NA,"Magnoliophyta","Cyperales","Vahl","RS",NA,"-51.2738990783691","-29.8567008972168",NA,NA,NA,NA,"Nova Santa Rita",NA,NA,NA,NA,NA,NA,NA,"12374","auto","Liliatae",NA,NA,NA
"138","2019-08-27 13:25:29-03","IAP","PACA-AGP","43849","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Rambo, B.",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in paludosis dumetosis alte Fenofase: flor e fruto","PACA043849",NA,"1949","10","12","Magnoliophyta","Cyperales","Vahl","RS","ad fl. Cai inferius","-51.2299995422363","-30.0331001281738",NA,NA,"Emrich-Rambo",NA,"Porto Alegre",NA,NA,"1954","07","23",NA,NA,"29946","auto","Liliatae",NA,NA,NA
"139","2019-08-27 13:25:29-03","IAP","PACA-AGP","26427","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","giganteus","Cyperus giganteus","Rambo, B.",NA,"Brasil",NA,NA,"Habitat: in paludosis dumetosis alte Fenofase: flor e fruto","PACA026427",NA,"1945","01",NA,"Magnoliophyta","Cyperales","Vahl","RS","Fazenda das Almas","-50.5097007751465","-30.2577991485596",NA,NA,"Emrich-Rambo",NA,"Palmares do Sul",NA,NA,"1954","07","23",NA,NA,"31350","auto","Liliatae",NA,NA,NA
