"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"47","2017-08-25 05:21:00-03","MO","MOBOT","1906270","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Abel Monteagudo|Gregorio Ortiz|Carlos Mateo|Rolando Francis","Monteagudo Mendoza 4814","2003","3","23","South America","Peru","Pasco","Oxapampa","Distrito Oxapampa. Parque Nacional Yanachaga Chemillén. Abra la Esperanza. Bosque primario.","-75.33333","-10.51666","2800.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"48","2014-04-04 05:52:00-03","MO","MOBOT","1914544","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","H. van der Werff|Rodolfo Vásquez|Bruce Gray|Rosa Ortiz|Nállarett Dávila","van der Werff 18241","2003","7","10","South America","Peru","Pasco","Oxapampa","Along road Chatarra-Cacazu, forest on steep, rocky slopes.","-75.06666","-10.53333","890.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"337","8",NA
"49","2019-01-25 04:35:00-02","MO","MOBOT","1925641","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Luis Valenzuela G.|Efraín Suclli|Isau Huamantupa|F. Carazas","Valenzuela Gamarra 97","2002","6","7","South America","Peru","Cusco",NA,"Dist. Vilcabamba, Oyara, Quebrada Molinochayoc, Bosque Primario","-72.85083","-13.05138","1980.00000000","2320.00000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"50","2020-07-03 07:37:00-03","MO","MOBOT","2075614","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","L. Cayola (LPB), 08/","Alejandro Araujo M.|A. Antezana|F. Miranda|A.S. Poma C.|Norma Flores","Araujo Murakami 830","2004","5","30","South America","Bolivia","La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba, Paujeyuyo,","-68.4630556","-15.0444444","920.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"04-02","5",NA
"51","2012-09-15 05:08:00-03","MO","MOBOT","2204430","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Isau Huamantupa|Jim Farfán|G. Huallparimachi","Huamantupa Chuquimaco 3073","2003","5","15","South America","Peru","Cusco","Urubamba","Dist. Machu Picchu, Alcamayo, cerca de los picos, Bosque Montano","-72.5","-13.15","2600.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"52","2013-06-02 05:38:00-03","MO","MOBOT","2206444","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Gloria Calatayud|Isau Huamantupa|Efraín Suclli|E. Acurio","Calatayud Hermosa 1397","2003","6","12","South America","Peru","Cusco",NA,"Dist. Santa Ana, Poromate, Bosque Primario Intervenido","-72.78333","-12.91666","2118.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA
"53","2011-03-22 14:29:00-03","MO","MOBOT","2207547","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Juan Perea","Perea 0474","2003","9","22","South America","Peru","Pasco","Oxapampa","Distrito Villa Rica. Localidad Centro Bocaz, trocha comunal. Bosque Secundario en borde de trocha","-75.18333","-10.63333","1520.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"54","2012-09-15 05:08:00-03","MO","MOBOT","2211820","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Isau Huamantupa|Jim Farfán|G. Huallparimachi","Huamantupa Chuquimaco 3064","2003","5","15","South America","Peru","Cusco","Urubamba","Dist. Machu Picchu, Alcamayo, cerca de los picos, Bosque Montano","-72.5","-13.15","2600.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"55","2011-02-18 20:29:00-02","MO","MOBOT","2256752","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Thomas B. Croat|Lynn P. Hannon|Gregory A. Wahlert|Tuntiak Katan","Croat 90902","2004","7","12","South America","Ecuador","Morona-Santiago",NA,"Along road from Méndez to Paute, 43.7 km W of Méndez.","-78.47","-2.61","1551.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"1500","2",NA
"56","2011-03-29 14:34:00-03","MO","MOBOT","2275885","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","José Campos de la Cruz","Campos de la Cruz 766","1988","8","23","South America","Peru","Amazonas","Luya","paeaileolpa: Caruparredaudo",NA,NA,NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2012-01-04 14:01:00-02","MO","MOBOT","2282182","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia",NA,"Theodore R. Dudley","Dudley 10092","1968","6","12","South America","Peru","Cusco","La Convención","In dense montane rain forest along edges of Rio Mapitunuari & Rio Klause, below and on descent to Camp I. Particularly on the very damp and slippery mossy ledges at river edges.","-73.66666","-12.63333","800.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-05-30 04:37:00-03","MO","MOBOT","2346534","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","I. Salinos (USM)","Ernst Üle","Üle 6842","1903","3","2","South America","Peru","Loreto",NA,"Amazonas Expedition. Cerro de Escalera.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Type"
"59","2011-03-13 21:49:00-03","MO","MOBOT","2346799","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Hipólito Ruiz L.","Ruiz López s.n.","1778",NA,NA,"South America","Peru",NA,NA,"Without further locality information.",NA,NA,NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type"
"60","2008-05-27 22:02:00-03","MO","MOBOT","2355744","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","!C.M. Wilmot-Dear (K)","Thomas B. Croat","Croat 92282","2004","7","26","South America","Ecuador","Zamora-Chinchipe",NA,"Along road between Vilcabamba and Zumba; 11.8 km S of Valladoloid, 76.4 km S of Vilcabamba.","-79.13805","-4.57194","1457.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"1695","4",NA
"61","2012-04-13 14:26:00-03","MO","MOBOT","2376364","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","!C.M. Wilmot-Dear (K)","Thomas B. Croat","Croat 92518","2004","7","28","South America","Ecuador","Zamora-Chinchipe",NA,"Along road between Zumba and Vilcabamba, 74.5 km N of Zumba, 44.3 km S of Yangana.","-79.1255556","-4.5291667","1233.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"1704","4",NA
"62","2019-02-07 12:28:00-02","MO","MOBOT","2551461","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Thomas B. Croat|Christopher Davidson|Sharon R. Christoph","Croat 94634","2005","2","14","South America","Ecuador","Pichincha",NA,"Along road from Tandayapa to Mindo via Bellavista, 1.7-2.1 km not beyond Bellavista.","-78.73527","-0.01722","2300.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"1853","4",NA
"63","2009-07-17 17:16:00-03","MO","MOBOT","2675672","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear, (K)","B. Løjtnant|Ulf Molau","Løjtnant 14551","1979","6","11","South America","Ecuador","Morona-Santiago",NA,"At Río Paute between Méndez and Paute. Disturbed moist tropical forest along the river.","-78.31666","-2.73333","600.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2014-11-15 05:40:00-02","MO","MOBOT","2737825","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","M. Thomas (K)","Isau Huamantupa","Huamantupa Chuquimaco 4300","2004","3","22","South America","Peru","Cusco","La Convención","Dist. Santa Teresa, Yerbabuenayoc. Bosque Montano Tropical.","-72.61444","-13.12638","2800.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"65","2012-04-20 05:09:00-03","MO","MOBOT","2747537","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Rocío Rojas","Rojas Gonzáles 2234","2004","4","24","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Sector Abra-Villa Rica. Bosque primario sobre arenisca, con bastante musgo.","-75.30583","-10.675","2365.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"66","2012-04-20 05:09:00-03","MO","MOBOT","2748011","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","M. Thomas (K)","Rocío Rojas","Rojas Gonzáles 2471","2004","5","31","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. Oso Playa. Remanente de Bosque.","-75.56972","-10.3225","2480.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","2761591","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","M. Nee","Michael H. Nee|et al.","Nee 51933","2002","3","21","South America","Bolivia","Santa Cruz","Andrés Ibáñez","Near easternmost antennas in the Tres Cruces area, 11.5 km (by road) east of turnoff at Bermejo from the Santa Cruz-Samaipata highway. Semi-deciduous forest and edges, on slopes, with Pachystroma longifolium, Acacia tucumanensis.","-63.56666","-18.11666","1500.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2016-03-25 06:58:00-03","MO","MOBOT","2761592","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear","Christopher Davidson","Davidson 4989","1976","11","12","South America","Bolivia","La Paz","Nor Yungas","Carretera fundam. 3, 16.2 km SW of Yolosa jct., towards Unduavi. Up a narrow stream channel, very shady, rocky and mossy",NA,NA,"2133.60000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2012-04-12 05:10:00-03","MO","MOBOT","2766431","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","A. Fuentes (LPB)","Alfredo F. Fuentes","Fuentes Claros 9429","2005","7","5","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, rio Mojos, entre Mojos y Charopampa. Bosque de yungas subandino superior, estacional, humedo con Juglans boliviana y Pseudolmedia. Inventario fitosociologico Madidi 58. Plantas alcoholizadas.","-68.8325","-14.5575","1500.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"05-94","3",NA
"70","2019-02-07 12:28:00-02","MO","MOBOT","3023831","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Thomas B. Croat|Christopher Davidson|Sharon R. Christoph","Croat 96465","2006","3","27","South America","Ecuador","Pichincha",NA,"Along road from Nanegalito to Mindo on old road via Tandayapa and Bellavista, vicinity of Bellavista Cloud Forest Preserve, along side road to Bellavista Scientific Research Station and side road to Nanegalito, departing main Bellavista-Mindo Road, 1.2 km S of Bellavista, 0.3 km to 1 km west of Tandayapa-Mindo Road.","-78.68527","-0.02111","2250.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"3513","14",NA
"71","2019-02-07 12:28:00-02","MO","MOBOT","3023957","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Thomas B. Croat|Christopher Davidson|Sharon R. Christoph","Croat 96484","2006","3","27","South America","Ecuador","Pichincha",NA,"Along road from Nanegalito to Mindo on old road via Tandayapa and Bellavista, vicinity of Bellavista Cloud Forest Preserve, along side road to Bellavista Scientific Research Station and side road to Nanegalito, departing main Bellavista-Mindo Road, 1.2 km S of Bellavista, 0.3 km to 1 km west of Tandayapa-Mindo Road.","-78.68527","-0.02111","2250.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"3513","4",NA
"72","2012-01-09 11:37:00-02","MO","MOBOT","3065276","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Edgardo M. Ortiz V.","Ortiz 571","2005","4","14","South America","Peru","Pasco","Oxapampa","Dist. Pozuzo. Camino del Puente Yulitunqui hacia el Puesto de Control Huampal-Sector Huampal, Parque Nacional Yanachaga-Chemillén. Bosque premontano maduro.","-75.5688889","-10.1711111","1040.00000000","1135.00000000",NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA
"73","2009-08-11 08:15:00-03","MO","MOBOT","3095793","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear","Eduard F. Poeppig","Poeppig S.N.","1826",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2011-02-18 09:01:00-02","MO","MOBOT","3095960","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear","H.J.F. Schimpff","Schimpff 701","1934",NA,NA,"South America","Ecuador",NA,NA,"Westlich Mera. Gebirgswald.",NA,NA,NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2011-02-18 09:01:00-02","MO","MOBOT","3096110","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear","H.J.F. Schimpff","Schimpff 699","1934",NA,NA,"South America","Ecuador","Pastaza",NA,"Westlich Mera. Heile Waud oberhall.",NA,NA,NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2009-07-17 07:37:00-03","MO","MOBOT","3096249","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear","Julian A. Steyermark|Ronald L. Liesner","Steyermark 118731","1979","7","26","South America","Venezuela","Táchira",NA,"Forested slopes, vicinity of Mata Mula, north of Delicias on road to Bramon.","-72.43333","7.63333","1750.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2013-05-07 06:03:00-03","MO","MOBOT","3099250","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Ynés Mexia","Mexia 4293","1935","12","13","South America","Bolivia","La Paz","Sud Yungas","Colaya; understory virgin forest.",NA,NA,"1810.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2018-06-15 05:26:00-03","MO","MOBOT","3108255","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Carlos Arias C.","Arias C. 0282","2005","3","21","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Camino a Paucartambo (a la altura de Mesapata). Bosque secundario.","-75.2","-10.4166667","1800.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA
"79","2012-01-09 11:37:00-02","MO","MOBOT","3109273","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Gloria Calatayud|Isau Huamantupa|L. Vargas|N. Anaya|José Tito","Calatayud Hermosa 3053","2005","5","14","South America","Peru","Cusco","La Convención","Dist. Echarati, Localidad Pie del Urusayhua, Bosque Primario intervenido","-72.35","-12.45","1656.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"80","2013-10-08 15:52:00-03","MO","MOBOT","3296962","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R. Liesner (MO)","Israel G. Vargas C.","Vargas Caballero 7190","2005","5","18","South America","Bolivia","Santa Cruz","Florida","Bella Vista. Siguiendo el sendero ecoturistico hasta la quebrada de El Cañadon. Bosque alto de laderas de 20º de pendiente árboles grandes de Pouteria nemorosa, Cariniana estrellensis, Ceiba boliviana, Pachistroma longifolia y especies de la familia Lauraceae.","-63.6852777","-18.2386111","1300.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2013-11-26 05:40:00-02","MO","MOBOT","3302468","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 6874","2005","12","23","South America","Bolivia","Chuquisaca","Hernando Siles","Serraní Los Milagros. Trayecto Cañon Largo--Pendiente media. Bosque Premontano Tucumano-Boliviano, dominado por Nectandra angusta, Pisonia ambigua, Cordia trichotoma. En el sotobosque Myrsine spp. Estrato arbustivo dominado por Piper tucumanum, Bohemeria caudata y entre las herbáceas helechos terrestres como Blechnum occidentale.","-64.045","-20.3377777","1575.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2013-11-26 05:40:00-02","MO","MOBOT","3302530","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","M. Serrano (HSB)","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 7004a","2005","12","27","South America","Bolivia","Chuquisaca","Hernando Siles","Serranía Los Milagros. Cañon Lacayotal. Bosque alto denso, en depresión de serranías. Bosque premontano Tucumano-Boliviano. En el dosel Ficus spp., Diatenopteryx sorbifolia, Chrysophyllum gonocarpum y Nectandra angusta. En el sotobosque abunda Piper tucumanensis, Celtis iguanaea y Randia armata. En el estrato herbáceo de área abierta Petiveria alliacea.",NA,NA,"1416.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-01-25 04:35:00-02","MO","MOBOT","3340994","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Luis Valenzuela G.","Valenzuela Gamarra 7362","2006","7","24","South America","Peru","Cusco","La Convención","Dist. Santa Ana, Bosque del Chuyapi, Bosque primario","-72.77777","-12.94611","2600.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"84","2008-05-27 22:02:00-03","MO","MOBOT","3409798","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear","Hólguer Lugo S.","Lugo Sánchez 3593","1973","3","10","South America","Ecuador","Pastaza","Mera","Mera.","-78.11666","-1.45",NA,NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-10-20 09:32:00-02","MO","MOBOT","3481453","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Gloria Calatayud","Calatayud Hermosa 3788","2007","5","15","South America","Peru","Cusco","La Convención","Distrito Echarate, localidad Papelpata. Bosque montano secundario.","-72.6116667","-12.7580556","1656.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"86","2010-03-24 18:25:00-03","MO","MOBOT","3484510","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Abel Monteagudo|J. Arteaga|Antonio Peña|Valerio Flores","Monteagudo Mendoza 13982","2007","5","8","South America","Peru","Pasco","Oxapampa","Distrito Oxapampa. Parte media de la quebrada San Alberto (zona de amortiguamiento). Tesis de Maestría de J. Arteaga (Evaluación comparativa de dos microcuencas y calidad de agua en Oxapampa). Bosque montano secundario.","-75.3775","-10.55","2135.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"87","2010-03-24 18:25:00-03","MO","MOBOT","3484608","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Abel Monteagudo|J. Arteaga|Antonio Peña|Valerio Flores","Monteagudo Mendoza 14002","2007","5","10","South America","Peru","Pasco","Oxapampa","Distrito Oxapampa. Parte media de la quebrada San Alberto (zona de amortiguamiento). Tesis de Maestría de J. Arteaga (Evaluación comparativa de dos microcuencas y calidad de agua en Oxapampa). Bosque húmedo montano secundario.","-75.3869444","-10.5619444","1985.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"88","2019-01-25 04:36:00-02","MO","MOBOT","3489086","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Luis Valenzuela G.","Valenzuela Gamarra 9505","2007","4","22","South America","Peru","Cusco","La Convención","Distrito Huayopata, Inkatambo. Bosque primario intervenido.","-72.4488889","-13.0711111","2377.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"89","2019-01-25 04:36:00-02","MO","MOBOT","3489511","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Luis Valenzuela G.","Valenzuela Gamarra 10022","2007","8","19","South America","Peru","Cusco","La Convención","Distrito Quellouno, Punta Lacco, Bellavista. Bosque primario nublado.","-72.23","-12.6216667","2405.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"90","2014-04-04 05:53:00-03","MO","MOBOT","3490178","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","Rodolfo Vásquez","Vásquez Martínez 32640","2007","8","10","South America","Peru","Pasco","Oxapampa","Distrito Pozuzo. Parque Nacional Yanachaga-Chemillén, puesto Huampal. Bosque remanente en borde de carretera.","-75.5738889","-10.1830556","1148.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2014-01-02 05:36:00-02","MO","MOBOT","3582148","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","D. Villarroel","Villarroel Segarra 1460","2007","12","11","South America","Bolivia","Santa Cruz","Florida","Bella Vista, sendero el Cañadón, bosque Boliviano-Tucumano húmedo de fondo de valle.","-63.69472","-18.24361","1348.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2015-07-02 10:50:00-03","MO","MOBOT","702601","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","C.M. Wilmot-Dear (K)","Timothy J. Killeen","Killeen 3835","1992","4","3","South America","Bolivia","La Paz","Franz Tamayo","Serranía de Chepite, Campamento Scismico de Texaco, 15 km O del Río Tuichi. Muestras preservadas en alcohol.","-68.0666667","-14.3333333","700.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"38","12",NA
"93","2010-12-10 08:12:00-02","MO","MOBOT","715233","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","Friis & Wilmot-Dear (K)","Bruce MacBryde|John D. Dwyer","MacBryde 1276","1972","3","26","South America","Ecuador","Napo",NA,NA,NA,NA,"2450.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","715385","PreservedSpecimen","Plantae",NA,NA,"Urticaceae","Boehmeria","ulmifolia","Boehmeria ulmifolia","R.Liesner (MO)","James C. Solomon","Solomon 14964","1986","2","21","South America","Bolivia","La Paz","Nor Yungas","11.2 km NE of Chuspipata on road to Coroico.","-67.78333","-15.25","2200.00000000",NA,NA,NA,NA,NA,"Wedd.",NA,NA,NA,NA,NA,NA,NA,NA,"86-14","6",NA
