"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","relatedCatalogItem"
"53","2020-07-23 12:02:57-03","CEPLAC","CEPEC","136475","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","L. Daneu","578","2011","11","13",NA,"Brasil","Bahia","arataca","PARNAS S. Lontras. Trilha para o peito de Moça. Trajeto feito pelo Mormaço. Mata entre o Mormaço e o caçador Chico.","-39.338056","-15.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W20'17","15S10'12",NA,NA,NA,NA,NA,NA
"54","2020-07-23 12:02:57-03","CEPLAC","CEPEC","150945","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","Oliveira, N.E.","437","2014","10","24",NA,"Brasil","Bahia","URUÇUCA","Conglomerado BA_1220-1-10-90","-39.060278","-14.399444",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W3'37","14S23'58",NA,NA,NA,NA,NA,"3/11/2016"
"55","2020-07-23 12:02:57-03","CEPLAC","CEPEC","152819","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Carauta & C.C.Berg","Barbosa-Silva, R.G.","690","2017","01","21",NA,"Brasil","Bahia","IGRAPIÚNA","Próximo a Reserva Michelin","-39.0925","-13.791944",NA,"material estéril <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W5'33","13S47'31",NA,NA,"31","31",NA,NA
"56","2020-07-23 12:02:57-03","CEPLAC","CEPEC","152820","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"Carauta & C.C.Berg","Barbosa-Silva, R.G.","691","2017","01","21",NA,"Brasil","Bahia","IGRAPIÚNA","Próximo a Reserva Michelin","-39.0925","-13.791944",NA,"material estéril <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W5'33","13S47'31",NA,NA,"31","31",NA,NA
"57","2020-07-23 12:02:57-03","CEPLAC","CEPEC","45566","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. Martini","A. Martini",NA,"2004","04","01",NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande/Itacaré. Área do inventário do plano de manejo do Parque Estadual da Serra do Condurú.","-39.115","-14.499722",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA,NA,"30/12/2004"
"58","2020-07-23 12:02:54-03","CEPLAC","CEPEC","52781","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","W. W. Thomas","7038","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande, na Rod. Para Itacaré. Fazenda Lagoa do Conj Santa Cruz. Parcela 8. Árvore #259.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA
"59","2020-07-23 12:02:54-03","CEPLAC","CEPEC","53211","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","W. W. Thomas","7315","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande, na Rod. para Itacaré. Fazenda Lagoa do Conj Santa Cruz. Parcela 13. Árvore # 464.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA
"60","2020-07-23 12:02:57-03","CEPLAC","CEPEC","53476","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","W. W. Thomas","8420","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande, na Rod. para Itacaré. Fazenda Lagoa do Conj Santa Cruz. Parcela 37. Árvore #1771.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,NA,NA
"61","2020-07-23 12:02:58-03","CEPLAC","CEPEC","64185","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","5296","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1117 Parcela n. 29.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"62","2020-07-23 12:02:58-03","CEPLAC","CEPEC","64190","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","5299","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a aprtir da antiga ponte do Rio Fundão. Árvore n. 1121 Parcela n. 29.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"63","2020-07-23 12:02:58-03","CEPLAC","CEPEC","64202","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","5308","1994","09","27",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1140 Parcela n. 30.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"64","2020-07-23 12:02:58-03","CEPLAC","CEPEC","64377","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","4666","1994","09","18",NA,"Brasil","Bahia","ILHÉUS","Mata da esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 68 Parcela n. 3.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"65","2020-07-23 12:02:58-03","CEPLAC","CEPEC","64619","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","4718","1994","09","18",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 139 parcela n. 5.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití-mirim",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"66","2020-07-23 12:02:58-03","CEPLAC","CEPEC","64876","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","5741","1995","01","14",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1807 Parcela n. 41.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"67","2020-07-23 12:02:58-03","CEPLAC","CEPEC","65238","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","5091","1994","09","23",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 724 Parcela n. 19.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"68","2020-07-23 12:02:58-03","CEPLAC","CEPEC","65293","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","A. M. de Carvalho","5661","1995","01","13",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1676 Parcela n. 38.","-39.069167","-14.781944",NA,"<ll>dwc_commonname:</ll> Oití",NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,NA,NA,"30/12/1995"
"69","2020-07-23 12:02:57-03","CEPLAC","CEPEC","82501","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"C. Sothers","W. W. Thomas","12009","1995","02","06",NA,"Brasil","Bahia","PORTO SEGURO","Parque Nacional Monte Pascoal, ao longo da Rod. Na entrada do centro de visitas e a E da Rod. Para o Park.","-37.415","-16.867222",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37W24'54","16S52'2",NA,NA,NA,NA,NA,NA
"70","2020-07-23 12:02:57-03","CEPLAC","CEPEC","6423","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"G. T. Prance","T. S. dos Santos","1444","1971","01","28",NA,"Brasil","Bahia","CAMACAN","Estr. a Rio Branco.","-39.4958000183105","-15.4191999435425",NA,NA,NA,NA,NA,NA,"22686","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1979"
"71","2020-07-23 12:02:57-03","CEPLAC","CEPEC","27573","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","S. A. Mori","13737","1981","04","26",NA,"Brasil","Bahia","UNA","Arredores Fazs. Maruim e Dois de Julho, 33Km ao SW de Olivença, Rod. Olivença/ Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"72","2020-07-23 12:02:54-03","CEPLAC","CEPEC","23231","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","A. Rylands","56","1980","11","11",NA,"Brasil","Bahia","UNA","Estação Experimental Lemos Maia. CEPLAC. Mata ao lado W da Estação.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-07-23 12:02:57-03","CEPLAC","CEPEC","5086","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"G. T. Prance","T. S. dos Santos","320","1978","12","16",NA,"Brasil","Bahia","UNA","Faz. Sao Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1979"
"74","2020-07-23 12:02:57-03","CEPLAC","CEPEC","14962","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"G. T. Prance","S. A. Mori","11033","1978","10","29",NA,"Brasil","Bahia","UNA","Km 17 estr. liga BR-101/BA-215.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1979"
"75","2020-07-23 12:02:57-03","CEPLAC","CEPEC","27742","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","S. A. Mori","13884","1996","05","01",NA,"Brasil","Bahia","UNA","Maruim, arredores Fazs. Maruim e Dois de Julho, 33Km ao SW da Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"76","2020-07-23 12:02:57-03","CEPLAC","CEPEC","27804","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"A. M. Amorim","S. A. Mori","14000","1981","05","13",NA,"Brasil","Bahia","UNA","Maruim, arredores Fazs. Maruim e Dois de Julho, 33Km ao SW Rod. Olivença/Buerarema.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"77","2020-07-23 12:02:57-03","CEPLAC","CEPEC","3766","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"G. T. Prance","R. P. Belém","3211","1967","01","30",NA,"Brasil","Bahia","BELMONTE",NA,"-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,"Isótipo",NA,"71281","auto",NA,"0W0'0","0S0'0",NA,NA,NA,NA,NA,"30/12/1979"
"78","2020-07-23 12:02:57-03","CEPLAC","CEPEC","71732","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"R. Asprino","A. L. B. Sartori","265","1996","08","24",NA,"Brasil","Bahia","UNA","Estrada para Canavieiras.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-23 12:02:57-03","CEPLAC","CEPEC","151578","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Licania","belemii","Licania belemii",NA,"G. T. Prance","L. F. S. Magnago","1425",NA,NA,NA,NA,"Brasil","Espírito Santo","MARILÂNDIA",NA,"-40.5416984558105","-19.4127998352051",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"21644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-04-08 17:12:27-03","UESB","HUESB","14293","S","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance",NA,"Mariano Neto, E.","2169","2000","09","10",NA,"Brasil","Bahia","Una","Região de Mata Higrófila Sul Baiana.","-39.0752983093262","-15.2932996749878",NA,"Árvore, ca. 14m. Com frutos. Floresta ombrófila densa. Número 4341 da fitossociologia.","HUESB000014293",NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-01 14:56:22-03","UnB","UB","2062","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Chrysobalanaceae","Licania","belemii","Licania belemii","Prance","Prance, GT","Belém, RP; Pinheiro, RS","3211","1967","01","30","Southern America","Brasil","Bahia","Belmonte",NA,"-38.8828010559082","-15.8631000518799",NA,"Tipo.; Árvore 0,2mm x 40cm. Flor amarela; Mata costeira.","UB0036789","UB0036789","holotype",NA,"71281","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
