"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"324","2021-03-01 16:32:32-03","UNICAMP","UEC","132267","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E; Boza, P","191","1999","10","27","Brazil","Espírito Santo","Santa Teresa","Estação Ecológica de Santa Lúcia.&nf;Trilha bonita.&nf;Topo final da trilha, chegada da divisa.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore 17 m, DAP 25 cm, fuste 9 m, botões florais e flores brancas.","UEC061179","UEC061179","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"325","2021-03-01 16:32:32-03","UNICAMP","UEC","132675","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E; Pizziolo, W","63","1999","09","30","Brazil","Espírito Santo","Santa Teresa","Estação Ecológica de Santa Lúcia.&nf;Trilha do Palmiteiro.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore 16 m, DAP 18 cm, Fuste 9 m. Botões florais, flores bege e frutos.","UEC061173","UEC061173","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"326","2021-03-01 16:32:32-03","UNICAMP","UEC","132251","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E","2","1999","09","16","Brazil","Espírito Santo","Santa Teresa","Mata do Banestes.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore 16 m de altura, DAP 25 cm, Fuste 5 m, botões e flores brancas.","UEC061200","UEC061200","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"327","2021-03-01 16:32:32-03","UNICAMP","UEC","132402","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E","6","1999","09","16","Brazil","Espírito Santo","Santa Teresa","Mata do Banestes.&nf;Localizada no topo do morro.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore com 12 m de altura, DAP 15 cm, Fuste 7 m, inflorescência branca.","UEC061185","UEC061185","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"328","2021-03-01 16:32:32-03","UNICAMP","UEC","132192","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Vervloet, RR; Bausen, E; Pizziolo, W","1280","2008","10","20","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, estrada para Goiapabo-açu, parte final.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore com 13 m, flores de cor branca, folhas parte ventral verde, dorsal branca, meia encosta, dossel 18 m.; Meia encosta, dossel 18 m.","UEC061189","UEC061189","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"329","2021-03-01 16:32:32-03","UNICAMP","UEC","132655","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Vervloet, RR; Bausen, E; Pizziolo, W","1160","2002","10","08","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Reserva Biológica Augusto Ruschi, trilha da tronqueira.","-40.6002998352051","-19.9356002807617",NA,NA,"825","825","Árvore com 20 m, flores de cor branca.; Topo de morro, dosel 20 m.","UEC061183","UEC061183","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"330","2021-03-01 16:32:32-03","UNICAMP","UEC","132206","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","210","1998","07","09","Brazil","Espírito Santo","Santa Teresa","Penha. Sítio do Zurlo.","-40.6002998352051","-19.9356002807617",NA,NA,"750","750","Árvore 13 m. Frutos verdes.","UEC061202","UEC061202","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"331","2021-03-01 16:32:32-03","UNICAMP","UEC","132435","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","1102","1998","11","25","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia (Divisa a direita depois da Trilha bonita).","-40.6002998352051","-19.9356002807617",NA,NA,"750","750","Arvoreto 13 m, DAP 22 cm, fuste 8 m, frutos verdes.; Mata de encosta","UEC061222","UEC061222","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"332","2021-03-01 16:32:32-03","UNICAMP","UEC","132610","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E; Pizziolo, W","1088","1998","11","25","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia (Trilha Bonita).","-40.6002998352051","-19.9356002807617",NA,NA,"650","650","Árvore 18 m. DAP 27 cm. Fuste 10 m. Frutos verdes cinzas, pedúnculo vermelho. Seiva branca.; Mata de encosta.","UEC061206","UEC061206","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"333","2021-03-01 16:32:32-03","UNICAMP","UEC","132373","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","468","1998","09","03","Brazil","Espírito Santo","Santa Teresa","Santa Lúcia (Trilha bonita).","-40.6002998352051","-19.9356002807617",NA,NA,"700","700","Arvoreto 7 m, DAP 9 cm, fuste 4 m, frutos verdes.; Mata de encosta","UEC061208","UEC061208","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"334","2021-03-01 16:32:32-03","UNICAMP","UEC","132685","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","2700","1999","07","20","Brazil","Espírito Santo","Santa Teresa","São Antônio, terreno do Boza.","-40.6002998352051","-19.9356002807617",NA,NA,"850","850","Arvoreto 13 m. DAP 24 cm. Fuste 9 m. Botões verdes.","UEC061175","UEC061175","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"335","2021-03-01 16:32:32-03","UNICAMP","UEC","132260","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","2714","1999","07","20","Brazil","Espírito Santo","Santa Teresa","São Antônio, terreno do Boza.","-40.6002998352051","-19.9356002807617",NA,NA,"850","850","Arvoreto 10 m. DAP 8 cm. Fuste 7 m. Flores brancas.","UEC061177","UEC061177","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"336","2021-03-01 16:32:32-03","UNICAMP","UEC","132207","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E; Pizziolo, W","465","1998","09","03","Brazil","Espírito Santo","Santa Teresa","Trilha Bonita.","-40.6002998352051","-19.9356002807617",NA,NA,"700","700","Árvore 12 m. DAP 22 cm. Fuste 8 m. Flores brancas amareladas e odoríferas.; Mata de encosta.","UEC061187","UEC061187","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"337","2021-03-01 16:32:32-03","UNICAMP","UEC","132583","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Kollmann, L; Bausen, E","4245","2001","08","02","Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, Estação Biológica de Santa Lúcia (divisa da porteira).","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arvoreto 12 m. DAP 15 cm. Fuste 8 m. Flores brancas.","UEC061169","UEC061169","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"338","2021-03-01 16:32:32-03","UNICAMP","UEC","132647","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E; Vervloet, RR","1381","2000","09","12","Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, (Pousada Passárgada, Alberto Chiffer).","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arvore 13 m, DAP 22 cm, fuste 9 m, botões florais, flores brancas.; Topo de morro sombreado.","UEC061198","UEC061198","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"339","2021-03-01 16:32:32-03","UNICAMP","UEC","132446","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E; Pizziolo, W","1352","2000","08","08","Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, propriedade Ebi José Bringhenth.&nf;Bordo da mata.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arvoreta 9 m, botões florais e flores bege.","UEC061181","UEC061181","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"340","2021-03-01 16:32:32-03","UNICAMP","UEC","132444","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Barbosa, TDM","Demuner, V; Bausen, E; Pizziolo, W","1113","2000","06","14","Brazil","Espírito Santo","Santa Teresa","Valsugana Velha, propriedade particular do Leomir (caseiro Carlinhos).&nf;Interior da mata.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore 17 m, DAO 30 cm, fuste 12 m, frutos de cor verde.","UEC061204","UEC061204","2008","10","20",NA,NA,NA,NA,"Magnoliopsida",NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA
"341","2021-03-01 16:32:32-03","UNICAMP","UEC","38964","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Moraes, PLR","Heringer, EP","16144","1978","08","24","Brazil","Goiás","Luziânia",NA,"-47.9502983093262","-16.2525005340576",NA,NA,NA,NA,"Árvore da mata ripária, solo seco, flores e casca perfumada.","UEC045373","UEC045373","2004",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA
"342","2021-03-01 16:32:32-03","UNICAMP","UEC","63486","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G","Hatschbach, G; Webster, GL","57909","1992","08","31","Brazil","Paraná","Paranaguá","Estrada das Praias, próximo ao Rio da Vila.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore 10 m, flor alvacente.","UEC061199","UEC061199","1992",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"343","2021-03-01 16:32:32-03","UNICAMP","UEC","20876","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G","Hatschbach, G","43006","1980","05","28","Brazil","Paraná","Paranaguá","Rio Almeida.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore 10 m, frutos maduros pretos.; Mata pluvial, planície litorânea.","UEC061207","UEC061207","1980",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"344","2021-03-01 16:32:32-03","UNICAMP","UEC","21999","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatschbach, G","Hatschbach, G","42508","1979","09","27","Brazil","Paraná","Paranaguá","Rio da Vila.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Árvore 8 m, flor alva.; Mata pluvial, planície litorânea.","UEC061205","UEC061205","1980",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"345","2021-03-01 16:32:32-03","UNICAMP","UEC","64317","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"Guedes, R","2180","1988","11","07","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Nascente do Rio das Flores.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Árvore aromática, ramos acinzentados, folhas verdes levemente discolores, inflorscência com pêlos levemente ferrugíneos, flores pardas com pêlos dourados. Anteras ferrugíneas. Ind. 3391; DAP 31 cm alt. 11 m. Área 1 B micro; 8 B.","UEC061221","UEC061221",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"346","2021-03-01 16:32:32-03","UNICAMP","UEC","50295","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"Leitão Filho, HF; Pagano, SN","20812","1988","10","04","Brazil","São Paulo","Cubatão","Vale do Rio Pilões.","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"Árvore até 20 m, flores brancas.; Mata preservada do Vale do Rio Pilões.","UEC061214","UEC061214",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA
"347","2021-03-01 16:32:32-03","UNICAMP","UEC","126181","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez",NA,"Leitão Filho, HF; Pagano, SN","20812","1988","10","04","Brazil","São Paulo","Cubatão","Vale do Rio Pilões.","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"Árvore até 20 m, flores brancas.; Mata preservada do Vale do Rio Pilões.","UEC061216","UEC061216",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"15123","auto",NA,NA,NA,NA,NA,NA,NA
"348","2021-03-01 16:32:32-03","UNICAMP","UEC","74620","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Baitello, JB","Baitello, JB; Aguiar, OT","810","1995","09","06","Brazil","São Paulo","Miracatu","Fazenda Tucano, ruínas de residência.","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,"Árvore com apróx. 10 m, flores de cor creme.","UEC061212","UEC061212","1997","05","22",NA,NA,NA,NA,"Magnoliopsida",NA,"43974","auto",NA,NA,NA,NA,NA,NA,NA
"349","2021-03-01 16:32:32-03","UNICAMP","UEC","85535","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Baitello, JB","Galetti, M","717","1994","09","11","Brazil","São Paulo","Sete Barras","Faz. Intervales, Base Saibadela, trilha amarela.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Árvore, 35 m de altura, flores creme.","UEC061220","UEC061220",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"350","2021-03-01 16:32:32-03","UNICAMP","UEC","127803","S","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Proença, C","Sampaio, AB; Simpson, PL; Farias, R; Milhomens, LCM","374","2001","05","03","Brazil","Tocantins","Mateiros","Região do Jalapão. Proximidades do rio Preto.","-46.4211006164551","-10.5474996566772",NA,NA,NA,NA,"Árvore 5 m.&nf;Flor creme.; Campo limpo úmido com capões de Mauritia flexuosa, solo hidromórfico, relevo plano.&nf;Dentro dos capões de buriti.","UEC061226","UEC061226","2001","10",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"87923","auto",NA,NA,NA,NA,NA,NA,NA
"351","2020-04-22 16:19:51-03","UFPB","JPB","53505","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Nascimento, FHF","Nascimento, FHF; Castro, RM","520","2005","09",NA,"Brasil","Bahia","Rio de Contas","Serra das Almas, Inácio Pinto. Sítio Gaia da Mata.","-41.903889","-13.538333","-41.903889","-13.538333","1350","1350","; HABITAT: Floresta alto-montanha.; DESC: Árvore ca.15 m altura. Folhas cartáceas a coriáceas. Inflorescência beje. Frutos com receptáculo avermelhado. Fruto verde.","JPB0053505",NA,"2010","03",NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2020-04-22 16:19:51-03","UFPB","JPB","53930","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees) Mez","Hatshbach, G","Ribas, OS; Silva, JM","7099","2005","10","27","Brasil","Paraná","Adrinopolis","Fazenda Mato Limpo Berneck",NA,NA,NA,NA,NA,NA,"; HABITAT: Floresta ombrofila densa; DESC: Árvore 8m, flor creme.Floresta ombrofila densa","JPB0053930",NA,"2005",NA,NA,NA,"Southern America",NA,NA,"Angiosperma","Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2019-11-06 09:56:02-03","UFOP","OUPR","15527","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Moraes, P.L.R.","Glaziou, A.F.M.","s.n.","1892",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-06 09:56:02-03","UFOP","OUPR","18149","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Moraes, P.L.R.","Glaziou, A.F.M.","s.n.","1892",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-11-06 09:56:02-03","UFOP","OUPR","15526","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Moraes, P.L.R.","Araújo, A.C.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,NA,NA,NA,"terreno úmido. Arbusto, flores pálidas",NA,NA,"2011","12","12",NA,NA,NA,NA,NA,NA,"14119","auto",NA,NA,NA,NA,NA,NA,NA
"356","2020-12-04 13:19:21-03","UDESC","LUSC","5399","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez",NA,"G.Hatschbach; J.M.Silva & R.Goldenberg","73832","2002","09","25","Brasil","Paraná","Guaraqueçaba","Tagaçaba, arredores.","-48.3288993835449","-25.3066997528076",NA,NA,"100","100",NA,"LUSC004440","LUSC004440",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"357","2020-10-14 10:02:17-03","FURB","FURB","15272","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","995","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.","-49.0508333","-27.0005556","-49.0508333","-27.0005556","215","215","Florística IFFSC 637 (Arbórea) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado; comum no fragmento Habito: árvore;","FURB27215","FURB27215","2009","10","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2020-10-14 10:02:17-03","FURB","FURB","29562","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Stival-Santos, A","Stival-Santos, A.; Legal, E. & Silveira, S.","3077","2010","06","19","Brasil","Santa Catarina","Palhoça","Maciambú.","-48.69","-27.81","-48.6900000","-27.8100000","220","220","Florística IFFSC 256 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","FURB27214","FURB27214","2010","06","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2020-10-14 10:02:17-03","FURB","FURB","33533","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Oliveira, AA de","Korte, A.","5023","2010","11","18","Brasil","Santa Catarina","Itapoá","Saí Mirim.","-48.69","-26.1","-48.6900000","-26.1000000","18","18","Fito IFFSC 1069 /O/46 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea;","FURB27213","FURB27213","2011","01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-10-14 10:02:17-03","FURB","FURB","45232","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Oliveira, AA de","Mayer, M.; Oliveira, A.A. de","636","2014","09","30","Brasil","Santa Catarina","Balneário Piçarras","Itacolomi.","-48.6944444","-26.73","-48.6944444","-26.7300000","17","17","Florística Entorno IFFSC 811","FURB27212","FURB27212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-10-14 10:02:17-03","FURB","FURB","45791","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Oliveira, AA de","Oliveira, A.A. de","1145","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Regeneração IFFSC 517 /L/53","FURB27209","FURB27209","2015","02","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-10-14 10:02:17-03","FURB","FURB","458","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Quinet, A","F.S.T.",NA,"1992","10","10","Brasil","Santa Catarina","Indaial","Pasto serraria Fazenda Faxinal - Estrada.","-49.2091667","-27.1141667","-49.2091667","-27.1141667",NA,NA,"Copa densa, verde escura. Habitat: Floresta Ombrófila Densa; Habito: flor botão branco esverdeado","FURB27216","FURB27216","2010","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-10-14 10:02:17-03","FURB","FURB","47985","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Barboza, E","Silva, J.M.","8353","2013","10","06","Brasil","Paraná","Guaratuba",NA,"-48.5733334","-25.9033333","-48.5733334","-25.9033333","10","10",NA,"FURB47985","FURB47985","2013","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-10-14 10:02:17-03","FURB","FURB","54338","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Gebien, W.","Gebien, W.","2","2017","04","21","Brasil","Santa Catarina","Blumenau","Rua Antônio Zendrom. Topo do morro próximo à roça de mandioca.","-49.0872222","-26.9572222","-49.0872222","-26.9572222","100","100",NA,"FURB54338","FURB54338","2017","07","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2019-11-08 08:52:46-03","FURB","FURB","56394","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Kassner-Filho, A.","Kassner-Filho, A.","1116","2017","06","30","Brasil","Santa Catarina","Gaspar","Rua Prefeito Leopoldo Schramm.","-48.9897222","-26.9536111","-48.9897222","-26.9536111",NA,NA,NA,"FURB56394","FURB56394","2017","06","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-10-14 10:02:17-03","FURB","FURB","60170","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3138","2018","07","19","Brasil","Santa Catarina","São José",NA,"-48.6894444","-27.5402777","-48.6894444","-27.5402777",NA,NA,NA,"FURB60170","FURB60170","2018","07","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-10-14 10:02:17-03","FURB","FURB","60396","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3261","2018","08","14","Brasil","Santa Catarina","Imaruí",NA,"-48.8702778","-28.1694445","-48.8702778","-28.1694445",NA,NA,"fruto maduro Habitat: interior da unidade amostral Habito: árvore","FURB60396","FURB60396","2018","08","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-10-14 10:02:17-03","FURB","FURB","60458","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3435","2018","08","29","Brasil","Santa Catarina","Itapoá","Sai Mirim.","-48.69","-26.1","-48.6900000","-26.1000000",NA,NA,NA,"FURB60458","FURB60458","2018","08","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-10-14 10:02:17-03","FURB","FURB","1791","PreservedSpecimen","Plantae","Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","(Nees & Mart.) Mez","Hatschbach, G","Ribas, O.S.; Silva, J.M.","7099","2005","10","27","Brasil","Paraná","Adrianópolis","Fazenda Mato Limpo, Berneck.","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,NA,"FURB02019","FURB02019","2005","10","27",NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
