"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"51","2008-05-27 22:02:00-03","MO","MOBOT","247288","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G. Davidse (MO)","James C. Solomon|Milan Vavrek|Lidia Pérez de Molas|Esmerio Gonzalez|Reinilda Duré","Solomon 6860","1982","2","11","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Low forest, 15 m, with many Myrtaceae, Leguminosae, etc., vicinity of park headquarters.","-56.05","-22.65","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","264"
"52","2010-11-13 04:25:00-02","MO","MOBOT","2481131","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah",NA,"Roberto M. Klein","Klein 5077","1964","3","1","South America","Brazil","Santa Catarina",NA,"São Miguel do Oeste. rio das Flores",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","2953242","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G. L. Pyrah","Julian A. Steyermark","Steyermark 88195","1961","1","8","South America","Venezuela",NA,NA,"Upper part of west-facing wooded slopes, E of Miamo. Altiplanicie Nuria.",NA,NA,"300.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2009-06-24 18:35:00-03","MO","MOBOT","2953382","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G.L Pyrah","Agnes Chase","Chase 9532","1925","4","19","South America","Brazil","Minas Gerais",NA,"Tangled in bush, rocky slope, east of Araponga",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","2953792","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G.L. Pyrah","G.J. Schwarz","Schwarz 2543","1946",NA,NA,"South America","Argentina","Misiones","San Ignacio","Santa María","-55.38333","-27.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2014-08-23 05:35:00-03","MO","MOBOT","2954531","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G. Davidse","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 27334","1970","3","10","South America","Brazil","Minas Gerais",NA,"Culms ascending to Ca. 50cm. Gallery margin. Gallery and adjacent cut-over cerrado, ca. 2km N. of Joaquin Felcício.",NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-09-04 04:40:00-03","MO","MOBOT","2955094","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G.L. Pyrah","Herbert H. Smith","Smith 2175","1898",NA,NA,"South America","Colombia",NA,NA,"Plants of Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-04-20 14:56:00-03","MO","MOBOT","2957365","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","G. Davidse","Robert F. Smith","Smith V226","1966","12","20","South America","Venezuela","Lara","Crespo","Pico Pico arriba de Agua Salada, entrando de El Eneal",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2019-10-07 09:22:05-03","UEFS","HUEFS","245275","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","C.Silva","Melo, P.H.A.","6517","2017","02","10",NA,"Brasil","Mato Grosso do Sul","Bela Vista","Rodovia Bela Vista-Caracol, Km 117, a direita 7 Km, calcário Bela Vista. Vale plano, parcialmente inundável, com afloramentos de calcários.","-56.710278","-21.932222","263","263",NA,"Formação aberta do carste, floresta estacional decidual, floresta estacional semidecidual e mata ciliar. Envolto por floresta estacional semidecidual, pastagens, áreas agrícolas e de mineração.","HUEFS0245275","HUEFS0245275",NA,"2018","12",NA,"56W42'37''","21S55'56''","Lilianae",NA,NA,NA,NA
"60","2020-11-12 17:02:36-03","UEL","FUEL","2310","PreservedSpecimen","Plantae","Tracheophyta","Poales","Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Longhi-Wagner, HM","Francisco das Chagas e Silva; et al.","1020","1986","03","01",NA,"Brasil","Paraná","Ortigueira","Serra do Cadeado, BR 269, Km 74","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,NA,NA,NA,"2008","10","17",NA,NA,NA,"46016","auto",NA,NA
"61","2019-11-01 15:16:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Davidse, G","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF; Ramos, J","27334","1970","03","10","Southern America","Brasil","Minas Gerais","Serra do Cabral","Ca. 2.0 km N of Joaquim Felício",NA,NA,"650","650",NA,"Field work conducted with the collaboration of the Universidade de Brasília and the Instituto de Pesquisas e Experimentação Agrícola do Norte, supported in part by funds from the National Science Foundation; Culms ascending to ca. 50.0 cm; Gallery ma",NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:16:23-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Filgueiras, TS","Heringer, EP","5549","1957","04","06","Southern America","Brasil","Minas Gerais","Paraopeba","Fazenda do Rasgão","-44.4042015075684","-19.2744007110596",NA,NA,NA,"Mata virgem","UB0020790","UB0020790",NA,"1995",NA,NA,NA,NA,NA,"26090","auto",NA,NA
"63","2019-11-21 10:15:50-03","IBt","SP","441294","S","Plantae",NA,NA,"Poaceae","Leersia","ligularis",NA,"Leersia ligularis","Trin.","Shirasuna, RT","Shirasuna, RT; Colmanetti, M; OrtIz, P","2976","2011","06","03",NA,"Brasil","São Paulo","Nazaré Paulista","Área de restauração ecológica do Rodoanel - Trecho Sul.","-46.378167","-23.215861","832","832",NA,NA,"SP034057","SP034057",NA,NA,NA,NA,"-46.378167","-23.215861",NA,NA,NA,NA,NA
"64","2019-11-21 10:15:50-03","IBt","SP","160838","S","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Davidse, G","Davidse, G; D'Arcy, WG","11334","1976",NA,NA,NA,"Brasil","Paraná",NA,"5 km W of Guamiranga along highway BR-373 to Ponta Grossa.",NA,NA,"700","700",NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:15:50-03","IBt","SP","49581","S","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Longhi Wagner, HM","Kuhlmann, M","317","1943","03","25",NA,"Brasil","São Paulo","Amparo","Monte Alegre","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"SP034059","SP034059",NA,"1999","07","30",NA,NA,NA,"18036","auto",NA,NA
"66","2019-11-21 10:15:50-03","IBt","SP","3975","S","Plantae",NA,NA,"Poaceae","Leersia","ligularis","grandiflora","Leersia ligularis grandiflora","(Döll) Pyrah","Longhi Wagner, HM","s.col.","s.n.","1920","05","13",NA,"Brasil","São Paulo","São Paulo","Cantareira.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP034058","SP034058",NA,"1999","07","30",NA,NA,NA,"53584","auto",NA,NA
