"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","month","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"226","2021-03-15 16:37:00-03","NY","NYBG","3270421","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"E. R. Guaglianone","1991","Bolivia","Tarija",NA,"Tarija, de Mamora a Bermejo.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581851' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270421",NA,"2709","09","18","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2021-03-15 16:37:00-03","NY","NYBG","03270438","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"K. R. Young","1981","Peru","Ucayali","Coronel Portillo","Bosque Von Humboldt. Km 28 on Carretera Marginal, in construction, heading towards Puerto Bermudez",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581886' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270438",NA,"1021","06","22","South America","sheet",NA,"Magnoliophyta","Myrtales","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2021-03-15 16:37:00-03","NY","NYBG","3270451","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"P. Jorgensen","1930","Paraguay","Guairá",NA,"Villa Rica",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581974' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270451",NA,"4453","10","01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2021-03-15 16:37:00-03","NY","NYBG","3697049","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"L. Valenzuela Gamarra","2006","Peru","Cusco","La Convención","Dist. Santa Ana, Bosque del Chuyapi, Bosque primario","-72.78833","-12.9375",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914140' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697049","NY03697049_01","7317","07","20","South America","Sheet",NA,"Magnoliophyta","Myrtales","2300","2300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2021-03-15 16:37:00-03","NY","NYBG","3270429","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"J. E. Madsen","1990","Ecuador","Loja",NA,"Vicinity of Orianga Forest","-79.85","-3.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581859' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270429",NA,"86901","05","05","South America","sheet",NA,"Magnoliophyta","Myrtales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-15 16:37:00-03","NY","NYBG","521261","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"A. Willink","1944","Argentina","Salta","Orán","San Andrés","-64.859699","-23.086275",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521261","NY00521261_01","295","08","16","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2021-03-15 16:37:00-03","NY","NYBG","3270398","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"J. Solomon","1983","Bolivia","Tarija",NA,"Arce; 6.3 km N of bridge at Emborozu on road to Bermejo, crest of ridge.","-64.5","-22.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581828' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270398",NA,"11081","10","08","South America","sheet",NA,"Magnoliophyta","Myrtales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-15 16:37:00-03","NY","NYBG","3270487","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Y. E. J. Mexia","1931","Peru","Loreto",NA,"Above Pongo de Manseriche. Bank of Rio Marañon",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3582010' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270487",NA,"6134","11","21","South America","sheet",NA,"Magnoliophyta","Myrtales","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-15 16:37:00-03","NY","NYBG","03270368","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"E. Asplund","1956","Ecuador",NA,NA,"Napo-Pastaza. Mera",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581661' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270368",NA,"20088","04","01","South America","sheet",NA,"Magnoliophyta","Myrtales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-15 16:37:00-03","NY","NYBG","521260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"M. H. Nee","1985","Bolivia","Pando","Madre de Dios","Island in Rio Madre de Dios on downstream side of Camacho","-67.68","-11.53",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521260","NY00521260_01","31731","09","02","South America","sheet",NA,"Magnoliophyta","Myrtales","135","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-15 16:37:00-03","NY","NYBG","3270374","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"T. B. Croat","1980","Bolivia","Cochabamba","Chapare","along road between Cochabamba and Villa Tunari in vicinity of Hotel Caballeros at km 94 from Cochabamba","-65.58","-17.08",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581726' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270374",NA,"51319","11","21","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-15 16:37:00-03","NY","NYBG","3270434","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"W. A. Palacios","1994","Ecuador","Pastaza",NA,"Villano. Campamento Base de Arco. Pantano al noreste de la pista.","-77.45","-1.48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581864' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270434",NA,"12167","02","01","South America","sheet",NA,"Magnoliophyta","Myrtales","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-03-15 16:37:00-03","NY","NYBG","02711976","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"O. Thier","2008","Brazil","Rio de Janeiro","Cachoeiras de Macacu","near Guapiaçu. between REGUA and Schincariol basin.","-42.7625","-22.440555",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2998954' target='other'> <mi>dwc_moreinfo</mi></a>","NY02711976","NY02711976_01","OT1391","12","10","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-03-15 16:37:00-03","NY","NYBG","00987201","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"G. T. Prance","1971","Brazil","Acre","Cruzeiro do Sul","Rio Moa, 10 Km above Serra da Moa village","-72.6697","-7.6311",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1273435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987201","NY00987201_01","12363","04","24","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-03-15 16:37:00-03","NY","NYBG","00916917","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"E. P. Heringer","1979","Brazil","Distrito Federal","Brasília","Área de inundação da Barragem do São Bartolomeu, córrego do Mato Grande.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00916917","NY00916917_01","1356","05","09","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-03-15 16:37:00-03","NY","NYBG","3270393","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"D. C. Daly","1990","Bolivia","El Beni","José Ballivián","Rio Beni, Rurrenabaque, Encañada Suse, 1 km upstream,","-67.52","-14.47",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581823' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270393",NA,"6478","05","18","South America","sheet",NA,"Magnoliophyta","Myrtales","320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-03-15 16:37:00-03","NY","NYBG","1552046","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"A. V. de Melo Silva","2010","Brazil","Pernambuco",NA,"Jaqueira. Serra do Urubu. Serra do Quengo","-35.8397","-8.7178",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552046","NY01552046_01","595","10","13","South America","sheet",NA,"Magnoliophyta","Myrtales","636","636",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-03-15 16:37:00-03","NY","NYBG","01318274","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","M. K. Caddah",NA,"M. K. Caddah","2009","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, trilha para Cachoeira Casca d'Anta, parte baixa","-46.5258","-20.3074",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318274","NY01318274_01","436","03","27","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-15 16:37:00-03","NY","NYBG","3270382","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"M. H. Nee","2007","Bolivia","Cochabamba","Chapare","6.7 km SW of bridge over Río Espírito Santo on highway from Villa Tunari to Cochabamba.","-65.44","-17.0039",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581812' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270382",NA,"55237","04","30","South America","sheet",NA,"Magnoliophyta","Myrtales","330","330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-03-15 16:37:00-03","NY","NYBG","01796557","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"L. A. Cárdenas","2006","Peru","Pasco","Oxapampa","Dist. Huancabamba. Sector Tunqui. Localidad de Alto Tunqui, quebrada Tunqui.","-75.5228","-10.2764",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040590' target='other'> <mi>dwc_moreinfo</mi></a>","NY01796557","NY01796557_01","1003","12","13","South America","sheet",NA,"Magnoliophyta","Myrtales","1781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-03-15 16:37:00-03","NY","NYBG","521264","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"R. Spruce","1851","Brazil",NA,NA,"Ad oran meridionalem flum. Amazonum ad ostium flum Solimoes",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118111' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521264","NY00521264_01","1587","06",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2016-09-27 06:39:00-03","NY","NYBG","1487793","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens",NA,"Z. Cordero P.",NA,"N. Castaño Arboleda","2011","Colombia","Caquetá","Florencia","corregimiento Santo Domingo, verede Villa Hermosa.","-75.70875","1.6145",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353297' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487793","NY01487793_01","3251","05","03","South America","sheet",NA,"Magnoliophyta","Myrtales","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-15 16:37:00-03","NY","NYBG","3696829","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"R. Vásquez Martínez","2010","Peru","Pasco","Oxapampa","Distrito Palcazú. Comunidad Nativa Yanesha Atáz.","-75.1644444","-10.1636111",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3915055' target='other'> <mi>dwc_moreinfo</mi></a>","NY03696829","NY03696829_01","36543","05","19","South America","Sheet",NA,"Magnoliophyta","Myrtales","319","319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-15 16:37:00-03","NY","NYBG","3270415","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"M. Nee","1990","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, along S side of Rio Surutu, 1 km ipstream from junction with Rio Yapacani, 2km. upstream and SE of highway bridge over Rio Yapacani.","-63.825","-17.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581845' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270415",NA,"39890","11","10","South America","sheet",NA,"Magnoliophyta","Myrtales","285","285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-03-15 16:37:00-03","NY","NYBG","521263","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"C. A. Cid Ferreira","1984","Brazil","Acre","Mâncio Lima","Serra do Moa. Local Apertar da Hora","-72.8957977294922","-7.61417007446289",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118094' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521263","NY00521263_01","5119","08","01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,"120292","auto",NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-15 16:37:00-03","NY","NYBG","02721393","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"P. Feliz","2015","Brazil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá, Parque Estadual da Pedra Branca, Núcleo Pau da Fome, Cachoeira do Campo","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3015726' target='other'> <mi>dwc_moreinfo</mi></a>","NY02721393","NY02721393_01","10","08","08","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-15 16:37:00-03","NY","NYBG","02721392","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"P. Feliz","2015","Brazil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá, Parque Estadual da Pedra Branca, Núcleo Pau da Fome, Trilha do Rio Grande","-43.2075004577637","-22.9027996063232",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3015725' target='other'> <mi>dwc_moreinfo</mi></a>","NY02721392","NY02721392_01","13","08","08","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-15 16:37:00-03","NY","NYBG","3270450","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"B. Boom","1988","Ecuador","Pastaza",NA,"Road N from Mera known as the via Anzu.","-78.17","-1.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581973' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270450",NA,"7889","01","02","South America","sheet",NA,"Magnoliophyta","Myrtales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-15 16:37:00-03","NY","NYBG","3270425","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"D. A. Neill","1992","Ecuador","Orellana",NA,"Yasuni National Park. Rio Indillama, a small southern tributary of the Rio Napo, at Comuna Pompeya.","-76.67","-0.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581855' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270425",NA,"10119","08","26","South America","sheet",NA,"Magnoliophyta","Myrtales","220","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-15 16:37:00-03","NY","NYBG","3270428","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"K. Romoleroux","1995","Ecuador","Orellana",NA,"Estacion Cientifica Yasuni, Rio Tiputini, al noroeste de la confluencia con el R. Tivacuno; 6 km este de la carretera Maxus, km 44, desvio hacia el pozo Tivacuno, Alrededores de la Parcela de 50 ha.","-76.5","-0.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581858' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270428",NA,"1948","11","06","South America","sheet",NA,"Magnoliophyta","Myrtales","200","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-03-15 16:37:00-03","NY","NYBG","3697022","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","F. A. Michelangeli",NA,"R. Vásquez Martínez","2009","Peru","Pasco","Oxapampa","Distrito Villa Rica. Camino desde el sector Ubiriqui hacia Santa Rosa.","-75.05","-10.71",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3915029' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697022","NY03697022_01","36166","06","25","South America","Sheet",NA,"Magnoliophyta","Myrtales","970","970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-15 16:37:00-03","NY","NYBG","3270468","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"D. N. Smith","1983","Peru","Junín","Satipo","Gran Pajonal, trail to Pajonal Panquerete, south of Chequitavo","-74.38","-10.75",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3581991' target='other'> <mi>dwc_moreinfo</mi></a>","NY03270468",NA,"5153","09","22","South America","sheet",NA,"Magnoliophyta","Myrtales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-15 16:37:00-03","NY","NYBG","1801053","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. F. A. Baumgratz",NA,"S. J. da Silva Neto","1996","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Maromba, trilha para a Cachoeira Veu da Novia, margem do Rio Maromba.","-44.658","-22.358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2015714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801053","NY01801053_01","683","05","17","South America","sheet",NA,"Magnoliophyta","Myrtales","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-15 16:37:00-03","NY","NYBG","822617","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"P. Fiaschi","2003","Brazil","Bahia","Almadina","Estrada para Ibitupã. Ramal à esq., ca. km da saída da cidade. Acesso à Serra do Sete-Paus, ca. 7.5 km","-39.6961","-14.7683",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=914793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822617","NY00822617_01","1603","09","18","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2021-03-15 16:37:00-03","NY","NYBG","02499389","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","R. Goldenberg",NA,"R. Goldenberg","2014","Brazil","Bahia","Arataca","BR 101, entrada para Anuri","-39.4765","-17.281678",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2299280' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499389","NY02499389_01","1733","02","18","South America","sheet",NA,"Magnoliophyta","Myrtales","250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2021-03-15 16:37:00-03","NY","NYBG","521268","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J. J. Wurdack",NA,"W. W. Thomas","1988","Brazil","Bahia","Itabuna","CEPLAC, Reserva CEPEC, quadra D","-39.22","-14.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521268","NY00521268_01","6007","02","18","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-06-29 11:31:24-03","UFRJ","RFA","42553","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Rebeka Moraes","2017","Brasil","Rio de Janeiro","Petrópolis","Valparaíso, Rua Visconde de Itaboraí, 188, Trilha do Arboreto do Palácio Itaboraí, Grupo 01","-43.237222","-22.515278","43º14'14''W","22º30'55''S","Arvoreta ca. 2,5 m de altura; folha membranácea discolor verde-escuro; frutos verdes avermelhados","RFA55584",NA,"15","06","28",NA,NA,NA,NA,NA,"855","855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-06-29 11:31:24-03","UFRJ","RFA","42401","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","C.Y G. Manão","2018","R.S. Couto","2014","Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá, Estrada do Catonho, próximo ao Aqueduto.","-43.2075004577637","-22.9027996063232",NA,NA,"Arbusto de folhas com nuances levemente avermelhadas e flores alvas.","RFA36611",NA,"902","07","29",NA,NA,NA,NA,NA,NA,NA,"57442","auto","03","13",NA,NA,NA,NA,NA,NA
"264","2020-06-29 11:31:24-03","UFRJ","RFA","29242","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","J.F. Baungratz",NA,"C.M.B. Correia","1993","Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, estrada do Aristides, após a 2º porteira","-42.25","-22.5","42º15'W","22º30'S","Arbusto 2 m de altura. Frutos jovens de cor verde quando maduros são apreciados por pássaros","RFA45413",NA,"343","07","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2020-06-29 11:31:24-03","UFRJ","RFA","5399","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"P. Occhioni","1959","Brasil","Rio de Janeiro","Rio de Janeiro","Nova estrada Rio - Teresópolis","-43.2075004577637","-22.9027996063232",NA,NA,"Árvore pequena","RFA45393",NA,NA,"04","30",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-11-24 17:10:49-03","UTFPR","DVPR","4128","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Goldenberg, R","2013","Caxambu, MG; et al.","2013","Brasil","Minas Gerais","São José da Barra","Fazenda Bugio","-46.15136","-20.48499","-46.15136","-20.48499","arvoreto ca. 3 m, semi-ciófila. Frutos imaturos verdes e maduros arroxeados; Relevo: ondulado","DVPR004128",NA,"4752","08","16",NA,NA,NA,"Magnoliophyta",NA,"821","821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2021-03-30 12:44:30-03","EAO","IAN","194720","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Lobato, LCB",NA,"Antonio, LC","2012","Brasil","Pará","Vitória do Xingu","Travessão 55.","42.106944",NA,"42.106944",NA,"Arbusto. Botões florais da cor rosa com amarelo claro.","IAN194720",NA,"616","07","25","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2021-03-30 12:44:30-03","EAO","IAN","137363","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","Wurdack, JJ","1970","Strang, HE","1963","Brasil","Rio de Janeiro",NA,"Ilha Grande.",NA,NA,NA,NA,NA,"IAN137363",NA,"491","04","28","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA,NA,NA
"269","2021-03-30 12:44:30-03","EAO","IAN","195630","PreservedSpecimen","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.",NA,NA,"Faveri, C","2012","Brasil","Pará","Vitória do Xingu","Sítio Pimental.","-52.0099983215332","-2.88000011444092",NA,NA,NA,"IAN195630",NA,"PSACF513","07","04","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,"79439","auto",NA,NA,NA,NA,NA,NA,NA,NA
"270","2013-07-03 11:13:29-03","EBDA","BAH","4433","S","Plantae","Melastomataceae","Miconia","calvescens","Miconia calvescens","DC.","T. S. dos Santos","1982","T. S. dos Santos","1982","Brasil","Bahia","Ilhéus","Área do CEPEC, km 22 da rod. Ilhéus/Itabuna (BR 415). Quadra D","-39.0494","-14.7889",NA,NA,"Árvore de 7 m por 5 m de diâmetro. Flores brancas.",NA,NA,"3800","09","27",NA,NA,NA,NA,NA,"50","50","61245","auto","09",NA,NA,NA,NA,NA,NA,NA
