"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","county","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","scientificNameAuthorship","imagecode","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","order","fieldNumber","individualCount"
"49","2012-04-05 12:43:00-03","MO","MOBOT","90192730","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Fabiana Mogro","South America","Bolivia","Cochabamba",NA,NA,NA,NA,"2003","10","4","Tiraque","A 1 km del camino a El Palmar. Palmares y bosque pluviales subandinos superiores de los yungas; con Nectandra & Dictyocaryum, secundarios de Eythrina & Ficus. <758-771>","1510.00000000",NA,"Mogro 758",NA,"(Hook.) Manuel",NA,"-65.5572222","-17.1088889","S. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2012-04-05 12:46:00-03","MO","MOBOT","90194575","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Fabiana Mogro","South America","Bolivia","Cochabamba",NA,NA,NA,NA,"2003","10","8","Carrasco","El Palmar, a 80 m del río Kachimayu. Palmares y bosque pluviales subandinos superiors; con Nectandra y Dictyocaryum; secundarios con Eythrina, Ficus y Cecropia. <875-893>","1020.00000000",NA,"Mogro 876",NA,"(Hook.) Manuel",NA,"-65.5516667","-17.5925","S. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2012-04-05 12:44:00-03","MO","MOBOT","90195117","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Fabiana Mogro","South America","Bolivia","Cochabamba",NA,NA,NA,NA,"2003","10","9","Carrasco","El Palmar. Cerca del río Kachimayu. Palmares y bosque pluviales subandinos superiores (yungas); con Nectandra y Dictyocaryum; secundarios de Eythrina, Ficus y Cecropia. <894-915>","1000.00000000",NA,"Mogro 906",NA,"(Hook.) Manuel",NA,"-65.5511111","-17.09","S. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2014-03-25 21:30:00-03","MO","MOBOT","90201368","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Elsa R. Toapanta|Jorge Caranqui","South America","Ecuador","Morona-Santiago",NA,NA,NA,NA,"2002","8","25","Palora","San Vicente de Tarqui, borde del Río Amundalo.","1024.00000000",NA,"Toapanta 1549B",NA,"(Hook.) Manuel",NA,"-78.03333","-1.71666","E.T., verif. S. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2011-11-19 13:14:00-02","MO","MOBOT","90207383","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Marcos Decker","South America","Bolivia","Cochabamba",NA,NA,NA,NA,"2005","11","1","Ayopaya","Zona de Altamachi. San Cristóbal a 30 km del camino a Misicuni. Bosques pluviestacionales montanos. <662-669>","2179.00000000",NA,"Decker 665",NA,"(Hook.) Manuel",NA,"-66.71944","-16.68944","S. Churchill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2012-02-29 17:34:00-03","MO","MOBOT","90234676","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Amparo Acebey|Thorsten Krömer","South America","Bolivia","La Paz",NA,NA,NA,NA,"1999",NA,NA,"Sud Yungas","Alto Beni Sapecho. Cooperativa Sapecho.","500.00000000",NA,"Acebey 1070",NA,"(Hook.) Manuel",NA,"-67.33333","-15.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2012-02-29 17:34:00-03","MO","MOBOT","90234677","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Amparo Acebey|Thorsten Krömer","South America","Bolivia","La Paz",NA,NA,NA,NA,"1999","4","28","Sud Yungas","Alto Sapecho. Colonia Tarapacá, parcela permanente II (PIAF).","650.00000000",NA,"Acebey 889",NA,"(Hook.) Manuel",NA,"-67.35","-15.53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2012-02-29 17:34:00-03","MO","MOBOT","90234678","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Amparo Acebey|Thorsten Krömer","South America","Bolivia","La Paz",NA,NA,NA,NA,"1999","7","12","Sud Yungas","Alto Sapecho. Colonia Tarapacá, parcela permanente II (PIAF).","650.00000000",NA,"Acebey 891",NA,"(Hook.) Manuel",NA,"-67.33333","-15.51666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2008-12-23 03:33:00-02","MO","MOBOT","90237440","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Marko Lewis","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,"1985","7","27","Velasco","Along loggin road that parallels the Nuflo de Chavez/ Velasco frontier abount 30 km W of the Rio Paragua. A featuresless, unmapped area of gallary forest with some selective logging between San Martin and Hill Palestina.","350.00000000",NA,"Lewis 85-994",NA,"(Hook.) Manuel",NA,"-63.5","-15.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-03-06 11:20:00-03","MO","MOBOT","101104856","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"David N. Smith","South America","Peru","San Martín",NA,NA,NA,NA,"1983","8","7","Rioja","Venceremos. Km 390, Pedro Ruíz - Moyobamba road. Primary montane forest. <C-293-311>","2000.00000000",NA,"Smith C-304",NA,"(Hook.) Manuel",NA,"-77.75","-5.8333333","J. J. Atwood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M-73","1"
"59","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","21300",NA,"Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"R.R. Vervloet; et al",NA,"Brasil","Espírito Santo",NA,NA,"Epífita, a 2m do solo, baixada, dossel 18m, altitude 810m.","MBML021300","2002","12","03","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,"1400",NA,"(Hook.) Manuel",NA,"-40.553056","-19.9075","D.F. Peralta/2010",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA
"60","2018-07-23 09:40:08-03","F","FMNH-BRYOPHYTES","C0354470F","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"M. Lewis","South America","Bolivia","Santa Cruz",NA,NA,NA,"C0354470F","1985","7","27","Velasco","Along logging road that parallels the Ñuflo de Chavez-Valasco frontier about 30 km W of the Río Paragua. A featureless, unmapped area of gallery forest with some selective logging between San Martín and Hill Palestina. In general area of the Río Guarayos.","350",NA,"85-994","Bryophyta","(Hook.) Manuel",NA,"-63.5","-15.17","TROPICOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-02-25 10:11:17-03","CVRD","CVRD","7670","PreservedSpecimen","Plantae","Calypogeiaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Yano, O.","América do Sul","BRASIL","ES",NA,NA,"Nos galhos de arbustos <ll>dwc_commonname:</ll> Zelometeorium patens","CVRD007670","2000","10","17","Linhares",NA,NA,NA,"26430",NA,"(Hook.) Manuel",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA
"62","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"A. Pérez","South America - Neotropics","Colombia","Cundinamarca",NA,NA,NA,NA,"1920","7","1","La Calera","Paudi","1920","1920","633","Bryophyta","(Hook.) Manuel",NA,NA,NA,"Manuel, --",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"63","2020-04-23 15:05:45-03","MN","R-BRYOPHYTA","83986","PreservedSpecimen","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"s.col.",NA,"Brasil",NA,NA,NA,NA,"R000083986",NA,NA,NA,NA,NA,NA,NA,"s.n.","Bryophyta","(Hook.) Manuel",NA,NA,NA,"Peralta, D.F. & Dias, M.S.","2014","11",NA,NA,NA,NA,NA,"Bryopsida",NA,"Hypnales",NA,NA
"64","2020-04-23 15:05:45-03","MN","R-BRYOPHYTA","232330","PreservedSpecimen","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Dias, M.S.",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R000232330",NA,NA,NA,"Petrópolis","Buona",NA,NA,"1564","Bryophyta","(Hook.) Manuel","R000232330_001","-43.1786003112793","-22.5049991607666","Dias, M.S.","2017","04",NA,NA,NA,"36524","auto","Bryopsida",NA,"Hypnales",NA,NA
"65","2020-04-23 15:05:45-03","MN","R-BRYOPHYTA","232322","PreservedSpecimen","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Dias, M.S.",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R000232322",NA,NA,NA,"Petrópolis","Buona",NA,NA,"1563","Bryophyta","(Hook.) Manuel","R000232322_001","-43.1786003112793","-22.5049991607666","Dias, M.S.","2017","04",NA,NA,NA,"36524","auto","Bryopsida",NA,"Hypnales",NA,NA
"66","2014-04-04 18:25:21-03","PNFM","IRAI","8157","S","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Villagra, B.L.P.",NA,"Brasil","São Paulo",NA,NA,"Terrícola em meio ao Sphagnum sp.","IRAI00008157","2013","05","26","Peruíbe","Condomínio Bougainvilea","16","16","430","Bryophyta","(Hook.) Manuel",NA,"-46.963528","-24.277694","Peralta, D.F.","2013","09",NA,"-46.963528","-24.277694",NA,NA,NA,NA,NA,NA,NA
"67","2014-04-04 18:25:21-03","PNFM","IRAI","4451","S","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Ristow, R.",NA,"Brasil","Paraná",NA,NA,"Corticícola. Floresta Ombrófila Mista","IRAI00004451","2011","09","25","Curitiba","Parque Bacacheri, Bacacheri","910","910","1751","Bryophyta","(Hook.) Manuel",NA,"-49.228639","-25.389639","Peralta, D.F.","2012","07",NA,"-49.228639","-25.389639",NA,NA,NA,NA,NA,NA,NA
"68","2020-05-19 18:50:04-03","UNESP-IBILCE","SJRP-BRYOPHYTA","27610","S","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"D. F. Peralta","América do Sul","Brasil","São Paulo",NA,NA,"Mata Atlântica, corticícola.",NA,"2002","05","03","Cananéia","Parque Estadual da Ilha do Cardoso (PEIC)",NA,NA,"1326","Bryophyta","(Hook.) Manuel",NA,"-47.9199981689453","-25.0100002288818","D. F. Peralta","2010","11",NA,NA,NA,"37574","auto","Bryopsida",NA,"Hypnales",NA,NA
"69","2019-11-13 16:04:08-03","UNISANTA","HUSC","7286","PreservedSpecimen","Plantae","Meteoriaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Yano, O.; Mello, Z.R.; Folli, D.A.",NA,"Brasil","Espírito Santo",NA,NA,"Sobre galhos de arbusto; Mata mussununga",NA,"2000","10","17","Linhares","Reserva Natural do Vale do Rio Doce, estrada da Macanaíba Km 1,8.",NA,NA,"26430",NA,"(Hook.) Manuel",NA,"-40.0725","-19.391667",NA,NA,NA,NA,"-40.0725","-19.391667",NA,NA,NA,NA,NA,NA,NA
"70","2020-11-05 13:53:44-03","UNIRIO","HUNI","4920","PreservedSpecimen","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"D.F. Peralta; R.D. Melo",NA,"Brasil","Minas Gerais",NA,NA,"Em margem de riacho, sobre rocha. Autorização IBAMA 49007-1. Duplicata SP 462449. Habitat: Mata Atlântica de encosta","HUNI00004920","2016","04","21","Alto Caparaó","Vale Verde. Parque Nacional do Caparaó (PARNA Caparaó)","1200","1200","17998",NA,"(Hook.) Manuel",NA,"-41.501944","-20.252778",NA,NA,NA,NA,"41º30'7''W","20º15'10''S",NA,NA,NA,NA,NA,NA,NA
"71","2019-11-01 14:49:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Yano, O; Marcelli, MP","Southern America","Brasil","São Paulo",NA,NA,"Sobre bloco exposto na encosta do morro",NA,"1993","05","12","Ibiúna",NA,NA,NA,"19232","Bryophyta","(Hook.) Manuel",NA,"-47.1321","-23.3923","Peralta, DF","2016","08",NA,"-47.1321","-23.3923",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-01 14:49:10-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Brachytheciaceae","Zelometeorium","patens","Zelometeorium patens",NA,"Peralta, DF; Carmo, DM","Southern America","Brasil","Minas Gerais",NA,NA,"em tronco vivo",NA,"2014","07","16","São Roque de Minas","Parque Nacional da Serra da Canastra, próximo a nascente do Rio São Francisco, campo rupestre e mata ciliar","1381","1381","15436","Bryophyta","(Hook.) Manuel",NA,"-46.2634","-20.1427","Peralta, DF","2014","11",NA,"-46.2634","-20.1427",NA,NA,NA,NA,NA,NA,NA
