"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","relatedCatalogItem"
"47","2020-10-22 10:34:28-03","EPAMIG","PAMG","37882","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","25975","1994","06","23",NA,"Brasil","Minas Gerais","Três Marias","Em torno da Represa","-45.2325","-18.205","569","569",NA,"Nome popular: Leiteira. Cerrado. Arvoreta recoberta de frutos esverdeados, troncos e galhos com espinhos. Unicata",NA,NA,NA,NA,NA,"2008","06","09","45° 13' 57 W","18° 12' 18S",NA,NA,NA,NA
"48","2020-10-22 10:34:28-03","EPAMIG","PAMG","37883","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","25962","1994","06","22",NA,"Brasil","Minas Gerais","Felixlândia","Margem da rodovia para Brasília","-44.875833","-18.731111","628","628",NA,"Nome popular: Leiteira. Cerrado. Árvore de 5 m de altura. Unicata",NA,NA,NA,NA,NA,"2008","06","09","44° 52' 33W","18° 43' 52S",NA,NA,NA,NA
"49","2020-10-22 10:34:28-03","EPAMIG","PAMG","18099","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","A.F. Silva","M. Brandão","3484",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,"Restinga. Herbário Particular Mitzi B. Ferreira. Unicata",NA,NA,"57442","auto",NA,"2016","02","19","W","S",NA,NA,NA,NA
"50","2020-10-22 10:34:28-03","EPAMIG","PAMG","25841","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","18071","1991","01","25",NA,"Brasil","Minas Gerais","São Simão",NA,"-50.542778","-18.989444","460","460",NA,"Cerrado adjacente à Represa. Unicata",NA,NA,NA,NA,NA,"2008","06","09","50° 32' 34W","18° 59' 22S",NA,NA,NA,NA
"51","2020-10-22 10:34:28-03","EPAMIG","PAMG","36280","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","22400","1993","04","03",NA,"Brasil","Minas Gerais","São Simão","Ponto 13","-50.542778","-18.989444","460","460",NA,"Unicata",NA,NA,NA,NA,NA,"2008","06","09","50° 32' 34W","18° 59' 22S",NA,NA,NA,NA
"52","2020-10-22 10:34:28-03","EPAMIG","PAMG","37649","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","V.F. Dutra","M. Brandão","23670","1994","05","19",NA,"Brasil","Minas Gerais","João Pinheiro","João Pinheiro - Buritis",NA,"-17.745833","768","768",NA,"Nome popular: Quebra-foice. Cerrado. Arvoreta espinhosa de flores brancas. Unicata",NA,NA,NA,NA,NA,"2008","06","09","46° 10' 44'W","17° 44' 45S",NA,NA,NA,NA
"53","2019-10-09 11:16:36-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","obovata","Mimosa obovata","Benth.","Lima, MPM de","Santos, FS; Ferreira, MC","462","1984","11","27","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul,  rea da Estação Ecológica do Pau-Brasil (ESPAB), cerca de 16 Km a W de Porto Seguro, rodovia BR 367 (Porto Seguro - Eun polis). Capoeira adulta no ramal para Santa Cruz de Cabr lia","-39.133333",NA,"40","40",NA,"cipó. Flores brancas com centros amarelos. Frutos imaturos.; solo sílico-argiloso.",NA,NA,NA,NA,NA,"1985","10",NA,"-39.133333",NA,NA,NA,NA,NA
"54","2019-10-09 11:16:36-03","UFBA","ALCB","08054","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","obovata","Mimosa obovata","Benth.","Queiroz, LP de","Grupo Pedra do Cavalo","507","1980","08",NA,"Southern America","Brasil","Bahia","Cachoeira","Recôncavo Sul, Vale dos Rios Jacuípe e Paraguaçu. Morro Belo.","-39.083333","-12.533333","120","120",NA,"ca. 2m de altura. caule decumbente e espinhoso. Frutos.",NA,NA,NA,NA,NA,"1984","10",NA,"-39.083333","-12.533333",NA,NA,NA,NA
"55","2019-10-09 11:16:36-03","UFBA","ALCB","15609","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","obovata","Mimosa obovata","Benth.","Lima, MP de","Souza Santos, F; Ferreira, M","462","1984","11","27","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Área da Estação Ecológica do Pau-brasil (ESPAB), ca. de 16 km a W de Porto Seguro, Rod. BR 367 (Porto Seguro/Eunápolis).","-39.0247001647949","-16.2780990600586",NA,NA,NA,"flores brancas, centros amarelos. Frutos imaturos.; capoeira adulta no ramal para Sta. Cruz Cabrália. Solo sílico-argiloso","ALCB025908","ALCB025908","49584","auto",NA,"1985","10",NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309372","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"Ratter JA; Santos RR de",NA,"1968","04","03","Southern America","Brazil",NA,NA,"Mato Grosso. 7 km SW of Xavantina.","-52.333333","-14.733333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309372","NL-U1309372",NA,NA,NA,NA,NA,NA,"-52.333333","-14.733333","Magnoliopsidae",NA,NA,NA
"57","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309373","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"Ratter JA; Santos RR de",NA,"1968","04","03","Southern America","Brazil",NA,NA,"Mato Grosso. 7 km SW of Xavantina.","-52.333333","-14.733333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309373","NL-U1309373",NA,NA,NA,NA,NA,NA,"-52.333333","-14.733333","Magnoliopsidae",NA,NA,NA
"58","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309374","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Mim.","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"Philcox D; Freeman B",NA,"1968","04","01","Southern America","Brazil",NA,NA,"Central Brazilian Plateau. State of Mato Grosso, Xavantina. 10 km W. of km 90, Xavantina-Aragarcas. Vale dos Sonhos.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309374 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309374","NL-U1309374",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"59","2020-11-04 11:10:00-03","ESALQ","ESA","114162","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera",NA,"Simon, M.F.","Simon, M.F.","599.0","2005","06","25",NA,"Brasil","Goiás","Padre Bernardo",NA,"-48.2839012145996","-15.1603002548218",NA,NA,NA,NA,"ESA114162","ESA114162","56279","auto",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:10:00-03","ESALQ","ESA","44163","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera",NA,NA,"Ivanauskas, N.M.; Árbocz, G.F.; Silva, M.M.R.; Zanella, J.","1580.0","1997","03","19",NA,"Brasil","Mato Grosso","Barra do Garças","Distrito de Indianópolis, Fazenda Brasil (caminho para a Fazenda Vale Verde). Contato Floresta Estacional Semidecidual/Savana Florestada (Cerradão). Borda de Floresta Secundária. Relevo plano.","-52.2566986083984","-15.8900003433228",NA,NA,NA,"Arvoreta de 2m. Látex branco leitoso. Flores brancas.","ESA044163","ESA044163","123012","auto",NA,NA,NA,NA,"-52,351,667","-15,000,278",NA,NA,NA,NA
"61","2020-11-04 11:10:00-03","ESALQ","ESA","44188","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera",NA,"Silva, J.S.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","15003.0","1997","03","23",NA,"Brasil","Mato Grosso","Barra do Garças","Estrada Nova Xavantina - Barra do Garças, Ca. 60 km de Barra do Garças. Savana arborizada em solo pedregoso férrico (canga), na beira de um grande afloramento de arenito.","-52.2566986083984","-15.8900003433228",NA,NA,NA,"Arbusto, ca. 2,5 m alt.; flores creme.","ESA044188",NA,"123012","auto",NA,"2009",NA,NA,"-52,173,889","-15,306,667",NA,NA,NA,NA
"62","2021-01-14 15:29:57-03","MN","R","169931","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","obovata","Mimosa obovata","Benth.","Barneby, R.C.","Irwin, H.S.; Souza, R. & Santos, R.R.","s.n.","1966","06","14",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-01-14 15:29:57-03","MN","R","64537","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","obovata","Mimosa obovata","Benth.",NA,"Freire Allemão, F. 526; Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará. Herb. J. de Saldanha 7705","R000064537","R000064537_001 R000064537_002 R000064537_003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-19 10:23:48-03","CPAP","CPAP","15035","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","obovata","Mimosa obovata","Benth.","G. Hastchbach","Hatschbach, G.","62207","1995","05","03",NA,"Brasil","MS","Sonora","Rodovia BR-163, km 811","-54.7578010559082","-17.5769004821777",NA,NA,NA,"Pequena árvore do cerrado, látex. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,NA,"115152","auto",NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA
"65","2015-07-02 14:02:07-03","JBP","HPL","8134","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","R. Tsuji","R. Tsuji, H. Lorenzi, A. Campos-Rocha","1905","2007","04","09",NA,"Brasil","MG","Carneirinho","Coletado na borda da Rodovia BR-262.","-50.6881","-19.6975",NA,NA,NA,NA,NA,NA,"52974","auto",NA,"2007","04","09",NA,NA,NA,NA,NA,NA
"66","2015-07-02 14:02:07-03","JBP","HPL","4711","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","V.C. Souza","E.R. Salviani & H. Lorenzi","1347","2000","04","07",NA,"Brasil","MT","Gueratinga","Coletado no sentido para Rondonópolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","10","29",NA,NA,NA,NA,NA,NA
"67","2015-07-02 14:02:07-03","JBP","HPL","4713","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Mimosa","laticifera","Mimosa laticifera","Rizzini & Mattos","H. Lorenzi","H. Lorenzi","284","1993","03","17",NA,"Brasil","MG","Itapagire","Coletada na estrada entre Icem - Prata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","03","17",NA,NA,NA,NA,NA,NA
"68","2015-07-02 14:02:07-03","JBP","HPL","4712","S","Plantae",NA,NA,"Fabaceae-Mimosoideae","Mimosa","laticifera","Mimosa laticifera","Rizzini & Mattos","H. Lorenzi","H. Lorenzi","1422","1994","03","21",NA,"Brasil","SP","Riolândia","Coletada na estrada para Cardoso.","-49.68","-19.99",NA,NA,NA,NA,NA,NA,"23145","auto",NA,"1994","03","21",NA,NA,NA,NA,NA,NA
"69","2019-02-22 11:45:40-03","IPA","IPA","22169","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","Silva, J.S.","Harley, R.M.","16711","1974","03","04","Southern America","Brasil","Bahia",NA,"Serra do Curral Feio. 16Km North-West of Lagoinha ( 5,5Km S.W. of Delfino) on side road to Minas do Mimoso.","-41.333333","-10.366667","950","950",NA,"Very spindly shrub to 5m, with single erect, thin, little-branched stems bearing terminal panicles of cream flowers. Leaves coriaceous bluish-green, pale beneth.","IPA0022169",NA,NA,NA,NA,"2016","04","14","-41.333333","-10.366667",NA,NA,NA,NA
"70","2019-02-22 11:45:40-03","IPA","IPA","22065","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos",NA,"Heringer, E.P.","12035","1972","02","16","Southern America","Brasil","Minas Gerais","Paracatu",NA,"-46.874698638916","-17.2222003936768",NA,NA,NA,"Árvore de 4 m, altamente aculeada, no caule, nos ramos, etc., lactecente. Caule com casca rimosa, profundamente corticosa, resiste aos incêndios anuais.","IPA0022065",NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-02-22 11:45:42-03","IPA","IPA","39667","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","obovata","Mimosa obovata","Benth.",NA,"Pohl","1460",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0039667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-02-22 11:45:42-03","IPA","IPA","8032","S","Plantae","Plantae",NA,"Leguminosae-Mim.","Mimosa","obovata","Mimosa obovata","Benth.","Barroso, G.M.","Falcão, A.; Egler, W.A.; Pereira, E.; Egler, W.A.; Pereira, E.","976","1954","09","07","Southern America","Brasil","Pernambuco","Rio Formoso","Engenho Pacavira.","-35.1585998535156","-8.66361045837402",NA,NA,NA,"Semi-esverdeada.Flor branca-amarelada.","IPA0008032",NA,"21734","auto",NA,"1954","11",NA,NA,NA,NA,NA,NA,NA
"73","2019-08-27 13:29:50-03","IAP","PACA-AGP","87268","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Mimosaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","G. Hatschbach","Hatschbach, G.","73449","2002","08","16",NA,"Brasil","MG","Várzea da Palma","BR-496 próximo do Rio Santa Brígida","-44.7308006286621","-17.5981006622314",NA,NA,NA,"arbusto agressivo, látex alvo Habitat: cerrado","PACA087268",NA,"60948","auto",NA,"2002",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"74","2020-12-20 21:17:36-03","UFV","VIC","11389","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","Borges, L.M.","Pereira Neto, M.; et al.","284","1989","03","05",NA,"Brasil","Minas Gerais","Paracatu","Fazenda Acangaú, Cerrado.","-46.766667","-17.283333",NA,NA,NA,"Arvoreta, c.a. de 2,0 metros de altura; flores rosas, botão floral de cor verde, látex alvo.","VIC011389","VIC011389",NA,NA,NA,"2010",NA,NA,"-46.766667","-17.283333",NA,NA,NA,NA
"75","2020-12-20 21:17:36-03","UFV","VIC","30643","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","Duarte, A.P.","Duarte, A.P.","7397","1963","05","01",NA,"Brasil","Minas Gerais",NA,"Várzea de Palma próx. Buriti Grande, Margem do Rio Jequitaí. Cerrado.",NA,NA,NA,NA,NA,"Árvore leitosa, casca grossa e suberosa; flores brancas.","VIC030643","VIC030643",NA,NA,NA,"1963","05",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-20 21:17:36-03","UFV","VIC","35227","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A. Mattos","Dutra, V.F.","Alves, A.S.S.; Alves, A.A.","243","2003","03","29",NA,"Brasil","Minas Gerais","Lagamar","Reserva Vegetal da Cia. Mineira de Metais, Cerrado Sentido Restrito-típico.","-46.8074989318848","-18.1783008575439",NA,NA,NA,"Árvore, c.a. de 3,0 metros de altura. Botão floral.","VIC035227","VIC035227","53279","auto",NA,"2008","06","09",NA,NA,NA,NA,NA,NA
"77","2021-04-07 11:44:30-03","UFMS","CGMS","630","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","J.S. Silva","C.A. Conceição","1863","1986","04","04",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Bairro Coopharádio. Próximo ao bairro.","-54.5933333","-20.5055556","532","532",NA,"Mimosoideae. Flor alva. Frequentadas por abelhas. Casca grossa. Habitat: Cerrado. Habito: Arbusto. 2,00-2,50m de altura","CGMS1016063",NA,NA,NA,NA,"2010","04","06","-54,5933333","-20,5055556",NA,NA,NA,NA
"78","2021-04-07 11:44:30-03","UFMS","CGMS","60194","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","A. Pott","A. Pott; V.J. Pott; S.N. Moreira","16478","2013","04","23",NA,"Brasil","Mato Grosso do Sul","Coxim","Fazenda Vereda Boa Esperança, sub-região de Coxim, Pantanal.","-54.8894444","-18.1847222","185","185",NA,"Mimosoideae. Flor esbranquiçada. Fruto castanho. Habitat: Vegetação secundária de cerradão. Solo areno-siltoso. Relevo plano. Habito: Árvore. 5,00 m de altura. Esparsa.","CGMS1093197",NA,NA,NA,NA,"2013","04","23","-54,8894444","-18,1847222",NA,NA,NA,NA
"79","2021-04-07 11:44:30-03","UFMS","CGMS","41353","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","A. L. B. Sartori","T. S. Yule; C. O. Dourado, M. T. Oliveira, T. E. Lima","59","2010","11","19",NA,"Brasil","Mato Grosso do Sul","Bonito","MS 345.","-56.4775","-21.0955555","328","328",NA,"Mimosoideae. Flor rosa. Fruto verde. Habitat: Cerrado.Beira de estrada. Latossolo vermelho. Habito: Erva prostrada. 1,60m de altura.","CGMS1071334",NA,NA,NA,NA,"2010","11","19","-56,4775","-21,0955555",NA,NA,NA,NA
"80","2021-04-07 11:44:30-03","UFMS","CGMS","21820","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"A.L.B. Sartori; A. Pott; L.C.P. Lima; V.J. Pott","527","2001","05","20",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Aldeia Limão Verde, base do morro.","-55.7027778","-20.3244445","2268","2268",NA,"Mimosoideae. Fruto verde imaturo. látex branco, folíolos descolores. Habitat: Cerrado. Habito: Arbóreo. 4,00m de altura.","CGMS1051230",NA,NA,NA,NA,NA,NA,NA,"-55,7027778","-20,3244445",NA,NA,NA,NA
"81","2021-04-07 11:44:29-03","UFMS","CGMS","18165","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"A.L.B. Sartori; U.M. Resende; S. Aragaki; M. Resende; F. Dias","650","2001","08","04",NA,"Brasil","Mato Grosso do Sul","Sonora","Cerrado.","-54.7577778","-17.5769445","442","442",NA,"Mimosoideae.","CGMS1047458",NA,NA,NA,NA,NA,NA,NA,"-54,7577778","-17,5769445",NA,NA,NA,NA
"82","2021-04-07 11:44:30-03","UFMS","CGMS","457","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","J.S. Silva","Leocádia",NA,"1984","05","27",NA,"Brasil","Mato Grosso do Sul","Caarapó","Granja do Sapê.","-54.8222223","-22.6341666","471","471",NA,"Mimosoideae. Frutos tipo legume. Sementes brancas com auréolas cinza.","CGMS1016067",NA,NA,NA,NA,"2010","04","06","-54,8222223","-22,6341666",NA,NA,NA,NA
"83","2021-04-07 11:44:30-03","UFMS","CGMS","525","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","J.S. Silva","E.M. Rotta",NA,"1984","06","10",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Estrada Campo Grande-Rio Negro. Cerrado.","-54.6463889","-20.4427777","532","532",NA,"Mimosoideae. Habitat: Cerrado. Habito: Arbusto.","CGMS1016066",NA,NA,NA,NA,"2010","04","06","-54,6463889","-20,4427777",NA,NA,NA,NA
"84","2021-04-07 11:44:30-03","UFMS","CGMS","628","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","J.S. Silva","C.A. Conceição","2025","1987","03","09",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Bairro Coopharádio. Cerrado.","-54.5933333","-20.5055556","532","532",NA,"Mimosoideae. Flor alva. Pequena árvore com casca grossa. Habitat: Cerrado. Habito: Arbusto.","CGMS1016064",NA,NA,NA,NA,"2011","03","15","-54,5933333","-20,5055556",NA,NA,NA,NA
"85","2021-04-07 11:44:30-03","UFMS","CGMS","54662","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"A. Pott; V.J. Pott","13138","2005","08","21",NA,"Brasil","Mato Grosso do Sul","Corguinho","Fazenda Rodeio, 6 Km NE da vila de Taboco, distrito de Taboco.","-55.1491666","-19.7327778","400","400",NA,"Mimosoideae. Flor ausente. Fruto castanho escuro. Casca grossa. Nascente do córrego da bacia do rio Negro. Habitat: Cerrado, transição floresta ripária. Solo areno-siltoso. Relevo vale. Abundante. Habito: Arbusto a arvoreta 2-5m de a","CGMS1084627",NA,NA,NA,NA,NA,NA,NA,"-55,1491666","-19,7327778",NA,NA,NA,NA
"86","2021-04-07 11:44:30-03","UFMS","CGMS","42605","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","A. Pott","A.B. Gonçalves","32","2011","10","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Instituto São Vicente - Lagoa da Cruz (UCDB), Avenida Tamandaré s/n.","-55.2436111","-19.7744445","659","659",NA,"Flor branca. Presença de abelha Apis mellifera nas flores. Habitat: Cerrado. Mata ciliar. Latosolo vermelho. Relevo plano. Habito: Arbusto. 2,00 m de altura.","CGMS1072586",NA,NA,NA,NA,"2011","12","14","-55,2436111","-19,7744445",NA,NA,NA,NA
"87","2021-04-07 11:44:29-03","UFMS","CGMS","1737","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","J.S. Silva","M.L.S. Guedes","1070","1986","07","19",NA,"Brasil","Bahia","Salvador","Dunas do Abaeté.","-38.35","-12.9333333",NA,NA,NA,"Mimosoideae. Flor alva em inflorescência. Folhas membranáceas discolores.","CGMS1016062",NA,NA,NA,NA,"2010","04","06","-38,35","-12,9333333",NA,NA,NA,NA
"88","2021-04-07 11:44:30-03","UFMS","CGMS","45381","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"A.L.B. Sartori; A.C.M. Cristaldo; J.F. Santos; L.C.P. Lima","527","2001","05","20",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Aldeia Limão Verde. Base do Morro.","-55.7027778","-20.3244445",NA,NA,NA,"Mimosoideae. Flor ausente. Fruto imaturo verde. Látex branco, folíolos descolores. Habitat: Cerrado. Habito: Árvore. 4m de altura.","CGMS1075346",NA,NA,NA,NA,NA,NA,NA,"-55,7027778","-20,3244445",NA,NA,NA,NA
"89","2021-04-07 11:44:30-03","UFMS","CGMS","40452","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","T.R.F. Sinani","T.R.F. Sinani; C.C.C. Encina; F.M. Alves","72","2013","10","02",NA,"Brasil","Mato Grosso do Sul","Corguinho","Fazenda Colina Dourada.","-55.1286111","-19.7227778","406","406",NA,"Mimosoideae. Habitat: Cerrado. Cerrado rupestre. Afloramento rochoso. Frequente. Habito: Arbusto.","CGMS1070437",NA,NA,NA,NA,"2017","06","17","-55,1286111","-19,7227778",NA,NA,NA,NA
"90","2021-04-07 11:44:30-03","UFMS","CGMS","623","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","J.S. Silva","C.A. Conceição","2058","1987","03","31",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Bairro Coopharádio.","-54.5933333","-20.5055556","532","532",NA,"Mimosoideae. Flor alva. Pequena árvore de cerrado com casca grossa. Habitat: Cerrado. Solo arenoso. Habito: Árvore.","CGMS1016065",NA,NA,NA,NA,"2010","04","06","-54,5933333","-20,5055556",NA,NA,NA,NA
"91","2021-04-07 11:44:30-03","UFMS","CGMS","30668","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos",NA,"I.M. Neves; T.E. Lima; T.S. Amaral; M.L. Bueno; G.A. Damasceno-Junior","27","2010","11","24",NA,"Brasil","Mato Grosso do Sul","Corumbá","Instituto Homem Pantaneiro.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Mimosoideae. Flor rosa. Latescente. Habitat: Interior de mata (trilha); cerradão com floresta estacional. Habito: Herbáceo.","CGMS1060080",NA,"295160","auto",NA,"2010","11","24",NA,NA,NA,NA,NA,NA
"92","2021-04-07 11:44:30-03","UFMS","CGMS","55824","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","laticifera","Mimosa laticifera","Rizzini & A.Mattos","D. Corrêa","D. Corrêa; L. Chamorro; H. Sousa; L. Freitas","10","2016","04","19",NA,"Brasil","Mato Grosso do Sul","Rio Negro","BR entre Rio Negro e São Gabriel do Oeste.","-54.9869003295898","-19.4493999481201",NA,NA,NA,"Mimosoideae. Inflorescência verde. Sem fruto. Coordenadas:19 31 64 S 548395.3 W Habitat: Cerradão. Habito: Arbusto. 1,80 m de altura.","CGMS1085779",NA,"35127","auto",NA,"2016","04","21",NA,NA,NA,NA,NA,NA
