"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","typeStatus","dayIdentified","fieldNumber","individualCount","relationshipType","sex"
"43","2020-11-19 10:23:13-03","CPAP","CPAP","18378","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Pott, V. J.","3997","1999","09","17",NA,"Brasil","MS","Corumbá","Estrada da Manga, mais ou menos 20km do Porto da Manga e 10km da Curva do Leque; Pantanal","-57.6533012390137","-19.0091991424561",NA,"Trepadeira 2,5m. FLOR: rosa forte. FRUTO: marrom. INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Brejo de caixa de empréstimo quase seca. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-19 10:23:13-03","CPAP","CPAP","18929","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","P. C. Silva","Silva, P. C. da","20","1999","10","22",NA,"Brasil","MS","Corumbá","Fazenda CarandÁ","-57.6533012390137","-19.0091991424561",NA,"Erva volúvel. FLOR: corola arroxeada. FRUTO: não visto. INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,NA,"1999","295160","auto","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:23:13-03","CPAP","CPAP","6265","PreserverdSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. Simao-Bianchini","Pott, V. J.","855","1989","06","08",NA,"Brasil","MS","Corumbá","Fazenda Leque; Sub-região do Abobral; Pantanal - próximo ao caranda do Murundu-alegre","-57.6533012390137","-19.0091991424561",NA,". FLOR: arroxeado. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo alagável. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,"1999","295160","auto","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-04-07 11:42:27-03","UFMS","CGMS","34093","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","M. Rocha","M. Rocha; F. Bao; F.J.S. Fonseca","210","2011","07","09",NA,"Brasil","Mato Grosso do Sul","Miranda","Próximo a BR-262.","-56.9533333","-19.4611111",NA,"Flor rosa. Área inundável, porém encontrava-se seca. Habitat: Campo inundável, solo com alto teor de matéria orgânica. Habito: Erva trepadeira.","CGMS1063493",NA,"95","95","2011",NA,NA,"07","-56,9533333","-19,4611111",NA,NA,NA,NA,"09",NA,NA,NA,NA
"47","2021-04-07 11:42:27-03","UFMS","CGMS","28389","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R.H. Silva","R.H. Silva","93","2008","04","25",NA,"Brasil","Mato Grosso do Sul","Corumbá","Campo inundável próximo à margem do Rio Paraguai.","-57.6233334","-18.9727778",NA,"Cálice pequeno, até 5 cm. Folhas divididas até a base.","CGMS1057838",NA,NA,NA,NA,NA,NA,NA,"-57,6233334","-18,9727778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:42:27-03","UFMS","CGMS","25749","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V.J. Pott","G.A. Damasceno-Junior; N.L. Cunha; F. Gonçalves; M.D. Nunes; C. Vidotto",NA,"2009","06","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Região do Castelo, Pantanal do Rio Paraguai - MS. Baía do Castelo.","-57.5586111","-18.5875",NA,"Flor lilás. Habitat: Área de inundação do Rio Paraguai. Habito: Erva aquática anfíbia, liana (trepadeira).","CGMS1055179",NA,NA,NA,"2009",NA,NA,"05","-57,5586111","-18,5875",NA,NA,NA,NA,"05",NA,NA,NA,NA
"49","2021-04-07 11:42:27-03","UFMS","CGMS","19589","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","A. Pott; G.A. Damasceno-Junior","W.M. Ramos; A.M.R. Oliveira; D.R. Neves; C.B. Silva","85","2007","08","03",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Ferroviária.","-57.1405555","-19.8066667",NA,"Flor rosa.","CGMS1048902",NA,NA,NA,NA,NA,NA,NA,"-57,1405555","-19,8066667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-07 11:42:27-03","UFMS","CGMS","41625","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V.J. Pott","V.J. Pott; A. Pott; A.L.B. Sartori; L.C.P. Lima","5366","2002","04","21",NA,"Brasil","Mato Grosso do Sul","Bataiporã","Fazenda Primavera, Rio Samambaia, rodovia MS-134.","-53.1558333","-22.4794445",NA,"Flor rosa. Látex branco. Habitat: Campo úmido arbustivo (Brejo). Solo hidromórfico. Relevo planície de inundação. Habito: Erva aquática emergente, volúvel. Frequente.","CGMS1071612",NA,NA,NA,NA,NA,NA,NA,"-53,1558333","-22,4794445",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:42:27-03","UFMS","CGMS","73937","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. S. Bianchini & P. C. Silva","A. Pott; V.J. Pott & J.S.V. Silva","3404","1987","09","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada De Acesso A Sede Da Fazenda Acurizal,Nabileque, Pantanal.","-57.1666667","-19.6333333",NA,"Flor arroxeada. Fruto não visto. CPAP - 3911. Habitat: Paratudal (Savana De Tabebuia Caraiba), Alagavel 0. 5M. Solo argiloso escuro (calciaquoll). Relevo plano. Habito: Erva voluvel palustre. Ocasional.","CGMS1106802",NA,"90","90",NA,NA,NA,NA,"-57,1666667","-19,6333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:42:27-03","UFMS","CGMS","73935","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","A. Pott; M.E. Coutinho & G.W. Ribeiro","5660","1990","09","03",NA,"Brasil","Mato Grosso do Sul","Cáceres","Fazenda Varzea Funda (Retiro Jatoba), Beira Rioparaguai, Sub-Regiao Caceres, Pantanal.","-57.7333333","-16.7333333",NA,"Flor rosa-lilás. Fruto não visto. Abundante Junto A Corixo (Canal De Drenagem). Pouca Floração na ocasião. CPAP - 7810. Habitat: Campo Alagavel Aprox 1 M Profundidade. Solo argiloso, vertissolo. Relevo plano. Habito: Trepadeira. Freq","CGMS1106800",NA,"105","105",NA,NA,NA,NA,"-57,7333333","-16,7333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:42:27-03","UFMS","CGMS","41626","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"V.J. Pott; A. Pott","4765","2001","07","04",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda Uruba, planície de inundação do Rio Paraguai, Pantanal.","-57.3525","-19.0730556",NA,"Flor rosa. Habitat: Campo arbustivo, alagável, em vazante (canal de drenagem). Solo argiloso. Relevo plano deprimido. Habito: Erva aquática emergente volúvel. Frequente.","CGMS1071613",NA,NA,NA,NA,NA,NA,NA,"-57,3525","-19,0730556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:42:27-03","UFMS","CGMS","73934","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. S. Bianchini","V.J. Pott; A. Pott","3291","1998","04","04",NA,"Brasil","Mato Grosso do Sul","Miranda","Sede Da Estancia Caiman, Sub-Regiao De Miranda,Pantanal.","-56.3052778","-19.9544444",NA,"Flor rosa-forte. CPAP - 15907. Habitat: Borda De Lagoa, 20Cm Profundidade. Solo arenoso com matéria orgânica. Relevo plano. Habito: Trepadeira. Esparsa.","CGMS1106799",NA,"95","95",NA,NA,NA,NA,"-56,3052778","-19,9544444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:42:27-03","UFMS","CGMS","28367","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R.H. Silva","R.H. Silva","71","2008","06","25",NA,"Brasil","Mato Grosso do Sul","Corumbá","Campo inundável próximo à margem do Rio Paraguai.","-57.6233334","-18.9727778",NA,"Cálice pequeno, até 5 cm. Folhas divididas até a base.","CGMS1057816",NA,NA,NA,NA,NA,NA,NA,"-57,6233334","-18,9727778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:42:27-03","UFMS","CGMS","73939","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","A. Pott; V.J. Pott, M. Pereira, et all.","3406","1987","09","14",NA,"Brasil","Mato Grosso do Sul","Corumbá","Proximo (1Km) Do Porto Da Manga, Ms-228, Ladoleste Do Rio Paraguai.","-57.2333333","-19.2",NA,"Flor arroxeada. Fruto castanho. CPAP - 3713. Habitat: Beira De Estrada; Alagavel. Solo argiloso. Relevo plano. Habito: Trepadeira voluvel. Esparsa.","CGMS1106804",NA,"85","85","2002",NA,NA,"06","-57,2333333","-19,2",NA,NA,NA,NA,"27",NA,NA,NA,NA
"57","2021-04-07 11:42:27-03","UFMS","CGMS","53823","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V.J. Pott","B.A. Coutinho; C. Aoki, B.A. Arrua","123","2015","02","09",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Baía Grande - Estância Pôr-do-Sol.","-55.8644444","-20.3013889",NA,"Flor roxa. Fruto ausente. Habitat: Pantanal. Habito: Planta aquática emergente, trepadeira.","CGMS1083791",NA,"140","140","2015",NA,NA,"09","-55,8644444","-20,3013889",NA,NA,NA,NA,"29",NA,NA,NA,NA
"58","2021-04-07 11:42:27-03","UFMS","CGMS","73936","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. S. Bianchini & P. C. Silva","A. Pott","5009","1989","10","05",NA,"Brasil","Mato Grosso do Sul","Poconé","Retiro Santa Isabel, Faz. Porto Jofre, Sub-Regiaode Poconé, Pantanal.","-56.7833333","-18.8166667",NA,"Flor roxa. Fruto não visto. Vazante = Paleocanal (Funcional Na Cheia). CPAP - 6853. Habitat: Vazante. Solo argiloso. Relevo plano deprimido. Habito: Erva voluvel. Esparsa.","CGMS1106801",NA,"90","90",NA,NA,NA,NA,"-56,7833333","-18,8166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:42:27-03","UFMS","CGMS","73938","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V. J. Pott","A. Pott; Z.M. da S. Campos","4670","1989","03","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Campo Dora, Nhecolandia, Pantanal.","-56.7166667","-18.9166667",NA,"Flor roxa. Baia Das Piranhas. CPAP - 5984. Habitat: Lagoa/Vazante, Com 1 M Água, Com Cissus E Licania Parvifolia. Solo arenoso. Relevo plano deprimido. Habito: Trepadeira lactescente, 3 m de altura. Ocasional.","CGMS1106803",NA,"90","90",NA,NA,NA,NA,"-56,7166667","-18,9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:42:27-03","UFMS","CGMS","36078","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V.J.Pott","B.E.M. Pinto; J. R. Silva; W. Vincentin; L. S. Cunha","272","2009","06","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Baía Vermelha.","-57.55","-18.5763889",NA,"Flor lilás. Habitat: Arrozal. Habito: Erva anfíbia.","CGMS1065485",NA,NA,NA,"2009",NA,NA,"06","-57,55","-18,5763889",NA,NA,NA,NA,"01",NA,NA,NA,NA
"61","2021-04-07 11:42:27-03","UFMS","CGMS","59847","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V.J. Pott","B.A. Coutinho; C. Aoki, C.H. Simão","182","2012","02","19",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Baía Grande - Estância Pôr-do-Sol.","-55.8644444","-20.3013889",NA,"Flor roxa. Fruto ausente. Habitat: Pantanal. Habito: Planta aquática emergente, trepadeira.","CGMS1089750",NA,"140","140","2013",NA,NA,"05","-55,8644444","-20,3013889",NA,NA,NA,NA,"12",NA,NA,NA,NA
"62","2021-04-07 11:42:27-03","UFMS","CGMS","27103","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V.J. Pott","S.C.H. Medeiros; M.C. Teixeira; R.M. Gamarra; C. Aoki","60","2009","06","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Baía Vermelha - rio Paraguai.","-57.4466666","-18.4897222",NA,"Flor rosa. Habitat: Borda do rio com predominancia de Polygonum. Habito: Trepadeira emergente.","CGMS1056546",NA,NA,NA,"2009",NA,NA,"06","-57,4466666","-18,4897222",NA,NA,NA,NA,"05",NA,NA,NA,NA
"63","2021-04-07 11:42:27-03","UFMS","CGMS","76905","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","V.J. Pott","V. Torres; A.L.B. Pereira, M. Arouche & V.J. Pott","40","2019","10","02",NA,"Brasil","Mato Grosso do Sul","Naviraí","Margem do Rio Laranjaí. Parque Natural Municipal de Naviraí.","-53.7305556","-23.1858333",NA,"Flor cor rosa. Habitat: substrato geral organo hidromórfico, relevo plano. Habito: trepadeira","CGMS1109893",NA,"217","217","2019",NA,NA,"10","-53,7305556","-23,1858333",NA,NA,NA,NA,"03",NA,NA,NA,NA
"64","2021-04-07 11:42:27-03","UFMS","CGMS","27421","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","U.M. Resende; A. Pott","G.A. Amador; W.M. Ramos; A. Oliveira; L.T. Oliveira","173","2004","10","31",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Bodoquena.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1056863",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-04-07 11:42:27-03","UFMS","CGMS","27425","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","U.M. Resende; A. Pott","G.A. Amador; W.M. Ramos; A. Oliveira; L.T. Oliveira","181","2004","10","31",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Bodoquena.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1056867",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-04-07 11:42:27-03","UFMS","CGMS","73933","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. S. Bianchini","V.J. Pott; N.C. Bueno & M.P. da Silva","855","1989","06","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Leque, Abobral, Pantanal - Proximo Aocaranda Do Murundu-Alegre.","-57.6533012390137","-19.0091991424561",NA,"Flor roxa. CPAP - 6265.","CGMS1106798",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:28:42-03","UNICAMP","UEC","123239","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Simão-Bianchini, R","Prado, AL","2509","1994","04","25",NA,"Brazil","Mato Grosso","Poconé","Rodovia Transpantaneira, Km 88, Poconé-Porto Jofre, lado esquerdo.","-56.6227989196777","-16.2567005157471",NA,"Trepadeira ca. 2,5m de altura; flor lilás. Pouco frequente. Invasora de leito de corixo. Solo argilo-arenoso.","UEC093912","UEC093912",NA,NA,"2017","200792","auto","07",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"68","2021-03-01 16:28:42-03","UNICAMP","UEC","122717","S","Plantae","Magnoliopsida",NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Simão-Bianchini, R","Prado, AL","2509","1994","04","25",NA,"Brazil","Mato Grosso","Poconé","Rodovia Transpantaneira, Km 88, Poconé-Porto Jofre, lado esquerdo.","-56.6227989196777","-16.2567005157471",NA,"Trepadeira ca. 2,5m de altura; flor lilás. Pouco frequente. Invasora de leito de corixo. Solo argilo-arenoso.","UEC093910","UEC093910",NA,NA,"2017","200792","auto","07",NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA
"69","2015-09-04 12:53:13-03","MNHN","RECOLNAT_MNHN_P","P03536082","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Simão-Bianchini","Fiebrig, K.",NA,"1908","2","10",NA,"Paraguai",NA,NA,"Caballero: Zwischen Rio Apa und Rio Aquibadan. Paraguai",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536082' target='other'> <mi>dwc_moreinfo</mi></a>","P03536082","P03536082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4975",NA,NA,NA
"70","2015-09-04 12:53:13-03","MNHN","RECOLNAT_MNHN_P","P03536059","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Simão-Bianchini","Weddell, H.A.",NA,"1845","4","1",NA,"Paraguai",NA,NA,"Paraguay. Paraguai",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03536059' target='other'> <mi>dwc_moreinfo</mi></a>","P03536059","P03536059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3258",NA,NA,NA
"71","2020-12-11 11:34:47-03","UFMG","BHCB","116566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Pivari, MOD; Viana, PL","553","2007","09","27","Southern America","Brasil","Minas Gerais","Januária","Rio pandeiros","-44.633056","-15.665278",NA,"Liana sobre vegetação aquática flutuante. Corola rosa, latex branco.","BHCB039714",NA,"470","470","2016",NA,NA,NA,"-44.633056","-15.665278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2016-01-21 11:57:00-02","MO","MOBOT","433342","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","D.F. Austin (FAU)","Elsa M. Zardini|R. Velázquez","Zardini 24088","1990","11","16","South America","Paraguay","Guairá",NA,"15 km N of Tebicuary.","-56.6666667","-25.6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"467","4",NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","432215","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","D.F. Austin (FAU)","Elsa M. Zardini|E. Velázquez","Zardini 17562","1990","1","7","South America","Paraguay","Paraguarí",NA,"Estero del Ypoá, 20 km W of Carapeguá, north of Pacheco. Inundated savanna.","-57.41666","-25.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"244","4",NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","433374","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","D.F. Austin (FAU)","Elsa M. Zardini|C. Velázquez","Zardini 17906","1990","1","13","South America","Paraguay","Paraguarí",NA,"Estero del Ypoá, 20 km W of Carapeguá, north of Pacheco. Inundated savanna.","-57.41666","-25.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"252","3",NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","434474","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","D.F. Austin (FAU)","Elsa M. Zardini|C. Velázquez","Zardini 18397","1990","1","27","South America","Paraguay","Paraguarí",NA,"Estero del Ypoá, 20 km W of Carapeguá Pacheco. Floating island.","-57.41666","-25.28333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"266","4",NA,NA
"76","2013-06-11 10:42:00-03","MO","MOBOT","100602933","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. Simão-Bianchini (SP)","R. López","López Calderón 83","1992","6","5","South America","Bolivia","Beni","Marbán","Laguna Bolivia, isla de bosque, dominado por Calophyllum brasiliensis, en menor grado por una Myrtaceae (tajibillo). En el yomomo que rodea la isla",NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"77","2014-03-06 09:31:00-03","MO","MOBOT","100605102","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","J.R.I. Wood (OXF)","Stephan G. Beck","Beck 20707","1991","10","22","South America","Bolivia","Beni","Gral. Ballivian","Santa Rosa 40 km hacia el Norte vía Riberalta Terreno humoso, actualmente seco, en otra época pantanoso con dominancia de Mauritia flexuosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"78","2015-08-24 16:13:00-03","MO","MOBOT","100852117","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","Wood, J.R. I.","Stephan G. Beck","Beck 27559","2000","10","9","South America","Bolivia","Santa Cruz","Germán Busch","Limite Bolivia/Brasil, entrando del rio Paraguay hacia el arroyo Sicuri, afluente de la bahia Caceres.","-57.7166667","-19",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"79","2009-07-27 09:36:00-03","MO","MOBOT","2837721","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Auguste F.M. Glaziou","Glaziou 130218","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-05-15 11:01:00-03","MO","MOBOT","101130569","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy",NA,"Josefina Espina Z.|M. Mosquera Rios","Espina Z. 2100","1986","8","21","South America","Colombia","Chocó","Riosucio","Margen izquierda del río Truandó, entre Riosucio y Calle Larga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1",NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","1088332","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","R. Simãao (SP)","Francisco J. Roldán","Roldán 1646","1991","9","3","South America","Colombia","Córdoba","Purisima","Sistema cenagoso de Lorica, áreas invadidas por vegetación acuática.","-75.73333","9.38333",NA,NA,NA,NA,"6.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","1092936","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","A. Fuentes (USZ)","Nur Ritter|Garrett E. Crow|Marisol Garvizu|M. Ritter|J. Crow","Ritter 3494","1996","8","10","South America","Bolivia","Santa Cruz","Velasco","A large, horseshoe-shaped curichi, ca. 4 km NE of the compound at La Toledo.","-61.14055","-14.69972",NA,NA,NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"83","2015-12-31 12:26:00-02","MO","MOBOT","1092976","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","N. Ritter (NHA)","Nur Ritter|Garrett E. Crow|Marisol Garvizu|M. Ritter|J. Crow","Ritter 3515","1996","8","12","South America","Bolivia","Santa Cruz","Velasco","Bahía Toledo: a large, complex system formed from the divergence of the Río Paraguá.","-61.1244445","-14.7061111",NA,NA,NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA
"84","2014-11-06 05:37:00-02","MO","MOBOT","1152953","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","A. Fuentes (USZ)","Silvia Jiménez|E. Gutiérrez","Jiménez 1428","1997","3","20","South America","Bolivia","Santa Cruz","Velasco","Comunidad de Florida. Bosque de ribera estacionalmente inundado con aguas negras sobre el Río Paraguá.","-61.20305","-14.57527",NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"85","2014-11-06 05:37:00-02","MO","MOBOT","1323956","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","subrevoluta","Ipomoea subrevoluta","Choisy","S. Jiménez","M. Chiraye|S. Arauz|Silvia Jiménez","Chiraye 50","1998","9","18","South America","Bolivia","Santa Cruz","Cordillera","Iyobi. A 3-4 km. al Norte, recorriendo el camino hacia los chacos, los suelos son de arenoso a arcilloso; bosque matorral espinoso alterado.","-62.5366666","-19.3955555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
